edad,peso,estatura,alim_principal,proteinas,veg_frut,gras_aceit,lacteos,cere_gran,azuc_dul,act_fisica,tipo_act,frec_act,tiem_act,ciclo,clasificacion
17,56,1.75,"No procesados (Comida Casera, Menú, Cafetería, etc.)",7 veces por semana,7 veces por semana,7 veces por semana,7 veces por semana,7 veces por semana,7 veces por semana,Sí,"Fútbol, Natación, Running",2/3 veces por semana,3600,Primer Ciclo,5.Ninguno de los anteriores
17,58,1.7,"Procesados (Chatarra, Cadenas Comerciales, Instantáneos, etc.)",0 veces por semana,0 veces por semana,0 veces por semana,0 veces por semana,0 veces por semana,0 veces por semana,No,No ejercita,No ejercita,0,Segundo Ciclo,4.Medio superior
17,67,1.7,"No procesados (Comida Casera, Menú, Cafetería, etc.)",4 veces por semana,5 veces por semana,5 veces por semana,5 veces por semana,4 veces por semana,2 veces por semana,No,No ejercita,No ejercita,0,Tercer Ciclo,1.Décimo superior
20,65,1.7,"No procesados (Comida Casera, Menú, Cafetería, etc.)",3 veces por semana,5 veces por semana,1 vez por semana,2 veces por semana,2 veces por semana,2 veces por semana,Sí,Natación,1 vez por semana,3600,Cuarto Ciclo,5.Ninguno de los anteriores
18,82,1.8,"No procesados (Comida Casera, Menú, Cafetería, etc.)",7 veces por semana,7 veces por semana,6 veces por semana,6 veces por semana,6 veces por semana,6 veces por semana,Sí,Gimnasia,2/3 veces por semana,3600,Tercer Ciclo,3.Tercio superior
18,68,1.73,"No procesados (Comida Casera, Menú, Cafetería, etc.)",5 veces por semana,3 veces por semana,3 veces por semana,3 veces por semana,3 veces por semana,3 veces por semana,Sí,"Natación, Gimnasio/Calistenia/Crossfit",4/5 veces por semana,5400,Tercer Ciclo,4.Medio superior
21,60,1.6,"Procesados (Chatarra, Cadenas Comerciales, Instantáneos, etc.)",0 veces por semana,0 veces por semana,0 veces por semana,0 veces por semana,0 veces por semana,0 veces por semana,No,No ejercita,No ejercita,0,Noveno Ciclo,1.Décimo superior
19,57.6,1.71,"No procesados (Comida Casera, Menú, Cafetería, etc.)",7 veces por semana,5 veces por semana,3 veces por semana,4 veces por semana,5 veces por semana,3 veces por semana,Sí,"Fútbol, Voley",1 vez por semana,3600,Séptimo Ciclo,1.Décimo superior
18,92,1.58,"No procesados (Comida Casera, Menú, Cafetería, etc.)",7 veces por semana,1 vez por semana,4 veces por semana,7 veces por semana,7 veces por semana,4 veces por semana,No,No ejercita,No ejercita,0,Segundo Ciclo,2.Quinto superior
22,56,1.63,"No procesados (Comida Casera, Menú, Cafetería, etc.)",6 veces por semana,5 veces por semana,5 veces por semana,4 veces por semana,5 veces por semana,4 veces por semana,Sí,"Gimnasia, Running",4/5 veces por semana,3600,Cuarto Ciclo,4.Medio superior
18,49,1.54,"No procesados (Comida Casera, Menú, Cafetería, etc.)",6 veces por semana,7 veces por semana,7 veces por semana,7 veces por semana,5 veces por semana,3 veces por semana,Sí,Artes Marciales,2/3 veces por semana,3600,Tercer Ciclo,5.Ninguno de los anteriores
18,47,1.61,"No procesados (Comida Casera, Menú, Cafetería, etc.)",5 veces por semana,4 veces por semana,6 veces por semana,5 veces por semana,6 veces por semana,6 veces por semana,No,No ejercita,No ejercita,0,Tercer Ciclo,5.Ninguno de los anteriores
20,70,1.73,"No procesados (Comida Casera, Menú, Cafetería, etc.)",5 veces por semana,5 veces por semana,5 veces por semana,5 veces por semana,5 veces por semana,5 veces por semana,No,No ejercita,No ejercita,0,Cuarto Ciclo,5.Ninguno de los anteriores
19,60,1.55,"No procesados (Comida Casera, Menú, Cafetería, etc.)",5 veces por semana,5 veces por semana,5 veces por semana,5 veces por semana,5 veces por semana,5 veces por semana,No,No ejercita,No ejercita,0,Cuarto Ciclo,3.Tercio superior
19,70,1.68,"No procesados (Comida Casera, Menú, Cafetería, etc.)",6 veces por semana,7 veces por semana,6 veces por semana,6 veces por semana,6 veces por semana,6 veces por semana,Sí,"Fútbol, Básquet",6/7 veces por semana,10800,Cuarto Ciclo,3.Tercio superior
19,67,1.74,"No procesados (Comida Casera, Menú, Cafetería, etc.)",6 veces por semana,6 veces por semana,4 veces por semana,5 veces por semana,5 veces por semana,5 veces por semana,Sí,"Fútbol, Natación, Tenis",1 vez por semana,5400,Cuarto Ciclo,3.Tercio superior
19,50,1.5,"No procesados (Comida Casera, Menú, Cafetería, etc.)",2 veces por semana,1 vez por semana,3 veces por semana,2 veces por semana,3 veces por semana,1 vez por semana,No,No ejercita,No ejercita,0,Cuarto Ciclo,3.Tercio superior
21,60,1.6,"No procesados (Comida Casera, Menú, Cafetería, etc.)",4 veces por semana,5 veces por semana,3 veces por semana,4 veces por semana,4 veces por semana,3 veces por semana,Sí,Ciclismo,2/3 veces por semana,14400,Tercer Ciclo,4.Medio superior
20,61,1.7,"No procesados (Comida Casera, Menú, Cafetería, etc.)",5 veces por semana,7 veces por semana,6 veces por semana,6 veces por semana,6 veces por semana,6 veces por semana,Sí,"Fútbol, Running",4/5 veces por semana,7200,Sexto Ciclo,3.Tercio superior
19,74,1.77,"No procesados (Comida Casera, Menú, Cafetería, etc.)",6 veces por semana,6 veces por semana,6 veces por semana,6 veces por semana,6 veces por semana,6 veces por semana,No,No ejercita,No ejercita,0,Sexto Ciclo,2.Quinto superior
22,75,1.71,"No procesados (Comida Casera, Menú, Cafetería, etc.)",5 veces por semana,5 veces por semana,4 veces por semana,1 vez por semana,7 veces por semana,2 veces por semana,Sí,Ciclismo,4/5 veces por semana,3600,Décimo Ciclo,3.Tercio superior
22,70,1.65,"Procesados (Chatarra, Cadenas Comerciales, Instantáneos, etc.)",0 veces por semana,0 veces por semana,0 veces por semana,0 veces por semana,0 veces por semana,0 veces por semana,No,No ejercita,No ejercita,0,Décimo Ciclo,1.Décimo superior
21,68,1.62,"No procesados (Comida Casera, Menú, Cafetería, etc.)",6 veces por semana,5 veces por semana,3 veces por semana,5 veces por semana,4 veces por semana,3 veces por semana,Sí,"Fútbol, Voley, Tenis de mesa",4/5 veces por semana,3600,Décimo Ciclo,3.Tercio superior
20,60,1.61,"Procesados (Chatarra, Cadenas Comerciales, Instantáneos, etc.)",0 veces por semana,0 veces por semana,0 veces por semana,0 veces por semana,0 veces por semana,0 veces por semana,Sí,Fútbol,2/3 veces por semana,7200,Tercer Ciclo,4.Medio superior
20,65,1.73,"No procesados (Comida Casera, Menú, Cafetería, etc.)",5 veces por semana,4 veces por semana,2 veces por semana,2 veces por semana,4 veces por semana,4 veces por semana,No,No ejercita,No ejercita,0,Segundo Ciclo,4.Medio superior
24,110,1.81,"No procesados (Comida Casera, Menú, Cafetería, etc.)",7 veces por semana,3 veces por semana,7 veces por semana,4 veces por semana,7 veces por semana,5 veces por semana,No,No ejercita,No ejercita,0,Quinto Ciclo,1.Décimo superior
21,62,1.66,"No procesados (Comida Casera, Menú, Cafetería, etc.)",7 veces por semana,7 veces por semana,7 veces por semana,7 veces por semana,7 veces por semana,7 veces por semana,Sí,Gimnasio/Calistenia/Crossfit,1 vez por semana,7200,Cuarto Ciclo,3.Tercio superior
20,50,1.62,"No procesados (Comida Casera, Menú, Cafetería, etc.)",6 veces por semana,4 veces por semana,4 veces por semana,2 veces por semana,6 veces por semana,5 veces por semana,No,No ejercita,No ejercita,0,Segundo Ciclo,2.Quinto superior
19,90,1.7,"No procesados (Comida Casera, Menú, Cafetería, etc.)",5 veces por semana,5 veces por semana,5 veces por semana,5 veces por semana,5 veces por semana,5 veces por semana,Sí,"Fútbol, Básquet, Voley, Ciclismo",2/3 veces por semana,7200,Quinto Ciclo,4.Medio superior
21,85,1.75,"Procesados (Chatarra, Cadenas Comerciales, Instantáneos, etc.)",0 veces por semana,0 veces por semana,0 veces por semana,0 veces por semana,0 veces por semana,0 veces por semana,Sí,"Fútbol, Gimnasio/Calistenia/Crossfit",2/3 veces por semana,4800,Tercer Ciclo,5.Ninguno de los anteriores
19,72,1.66,"No procesados (Comida Casera, Menú, Cafetería, etc.)",5 veces por semana,4 veces por semana,4 veces por semana,3 veces por semana,3 veces por semana,3 veces por semana,Sí,"Fútbol, Voley, Natación, Gimnasio/Calistenia/Crossfit",2/3 veces por semana,7200,Quinto Ciclo,3.Tercio superior
22,72,1.67,"No procesados (Comida Casera, Menú, Cafetería, etc.)",3 veces por semana,2 veces por semana,5 veces por semana,1 vez por semana,3 veces por semana,4 veces por semana,Sí,Fútbol,2/3 veces por semana,3600,Segundo Ciclo,3.Tercio superior
19,54,1.54,"Procesados (Chatarra, Cadenas Comerciales, Instantáneos, etc.)",0 veces por semana,0 veces por semana,0 veces por semana,0 veces por semana,0 veces por semana,0 veces por semana,No,No ejercita,No ejercita,0,Cuarto Ciclo,4.Medio superior
23,60,1.7,"No procesados (Comida Casera, Menú, Cafetería, etc.)",6 veces por semana,5 veces por semana,6 veces por semana,7 veces por semana,6 veces por semana,7 veces por semana,No,No ejercita,No ejercita,0,Octavo Ciclo,1.Décimo superior
21,56,1.68,"No procesados (Comida Casera, Menú, Cafetería, etc.)",4 veces por semana,4 veces por semana,5 veces por semana,5 veces por semana,7 veces por semana,5 veces por semana,Sí,Gimnasio/Calistenia/Crossfit,2/3 veces por semana,2400,Primer Ciclo,5.Ninguno de los anteriores
19,68,1.55,"No procesados (Comida Casera, Menú, Cafetería, etc.)",5 veces por semana,5 veces por semana,5 veces por semana,2 veces por semana,5 veces por semana,5 veces por semana,No,No ejercita,No ejercita,0,Sexto Ciclo,5.Ninguno de los anteriores
23,70,1.69,"No procesados (Comida Casera, Menú, Cafetería, etc.)",7 veces por semana,3 veces por semana,5 veces por semana,3 veces por semana,3 veces por semana,3 veces por semana,Sí,"Gimnasio/Calistenia/Crossfit, Ciclismo",2/3 veces por semana,3600,Noveno Ciclo,4.Medio superior
19,70,1.75,"Procesados (Chatarra, Cadenas Comerciales, Instantáneos, etc.)",0 veces por semana,0 veces por semana,0 veces por semana,0 veces por semana,0 veces por semana,0 veces por semana,No,No ejercita,No ejercita,0,Cuarto Ciclo,4.Medio superior
18,58,1.68,"No procesados (Comida Casera, Menú, Cafetería, etc.)",6 veces por semana,5 veces por semana,4 veces por semana,4 veces por semana,5 veces por semana,4 veces por semana,No,No ejercita,No ejercita,0,Cuarto Ciclo,2.Quinto superior
18,60,1.61,"No procesados (Comida Casera, Menú, Cafetería, etc.)",4 veces por semana,6 veces por semana,3 veces por semana,5 veces por semana,6 veces por semana,5 veces por semana,No,No ejercita,No ejercita,0,Cuarto Ciclo,3.Tercio superior
20,80,1.65,"No procesados (Comida Casera, Menú, Cafetería, etc.)",7 veces por semana,1 vez por semana,3 veces por semana,5 veces por semana,7 veces por semana,5 veces por semana,No,No ejercita,No ejercita,0,Cuarto Ciclo,2.Quinto superior
23,53,1.54,"Procesados (Chatarra, Cadenas Comerciales, Instantáneos, etc.)",0 veces por semana,0 veces por semana,0 veces por semana,0 veces por semana,0 veces por semana,0 veces por semana,No,No ejercita,No ejercita,0,Tercer Ciclo,2.Quinto superior
18,76,1.78,"Procesados (Chatarra, Cadenas Comerciales, Instantáneos, etc.)",0 veces por semana,0 veces por semana,0 veces por semana,0 veces por semana,0 veces por semana,0 veces por semana,Sí,"Fútbol, Básquet, Running",4/5 veces por semana,9000,Quinto Ciclo,1.Décimo superior
19,58,1.6,"No procesados (Comida Casera, Menú, Cafetería, etc.)",7 veces por semana,6 veces por semana,6 veces por semana,6 veces por semana,7 veces por semana,6 veces por semana,No,No ejercita,No ejercita,0,Quinto Ciclo,5.Ninguno de los anteriores
22,54,1.6,"No procesados (Comida Casera, Menú, Cafetería, etc.)",6 veces por semana,6 veces por semana,5 veces por semana,2 veces por semana,5 veces por semana,4 veces por semana,No,No ejercita,No ejercita,0,Quinto Ciclo,4.Medio superior
19,56,1.54,"Procesados (Chatarra, Cadenas Comerciales, Instantáneos, etc.)",0 veces por semana,0 veces por semana,0 veces por semana,0 veces por semana,0 veces por semana,0 veces por semana,No,No ejercita,No ejercita,0,Quinto Ciclo,5.Ninguno de los anteriores
18,58,1.65,"No procesados (Comida Casera, Menú, Cafetería, etc.)",5 veces por semana,5 veces por semana,5 veces por semana,5 veces por semana,5 veces por semana,5 veces por semana,Sí,"Voley, Artes Marciales, Running",2/3 veces por semana,5400,Tercer Ciclo,3.Tercio superior
18,80,1.8,"No procesados (Comida Casera, Menú, Cafetería, etc.)",7 veces por semana,7 veces por semana,5 veces por semana,5 veces por semana,5 veces por semana,6 veces por semana,Sí,Gimnasio/Calistenia/Crossfit,4/5 veces por semana,7200,Tercer Ciclo,1.Décimo superior
23,68,1.66,"No procesados (Comida Casera, Menú, Cafetería, etc.)",6 veces por semana,6 veces por semana,6 veces por semana,6 veces por semana,6 veces por semana,6 veces por semana,No,No ejercita,No ejercita,0,Noveno Ciclo,4.Medio superior
18,70,1.78,"No procesados (Comida Casera, Menú, Cafetería, etc.)",7 veces por semana,5 veces por semana,4 veces por semana,3 veces por semana,7 veces por semana,4 veces por semana,No,No ejercita,No ejercita,0,Segundo Ciclo,3.Tercio superior
18,60.4,1.63,"No procesados (Comida Casera, Menú, Cafetería, etc.)",4 veces por semana,3 veces por semana,4 veces por semana,2 veces por semana,7 veces por semana,2 veces por semana,No,No ejercita,No ejercita,0,Segundo Ciclo,1.Décimo superior
18,62,1.66,"No procesados (Comida Casera, Menú, Cafetería, etc.)",5 veces por semana,5 veces por semana,5 veces por semana,5 veces por semana,5 veces por semana,5 veces por semana,Sí,"Fútbol, Gimnasio/Calistenia/Crossfit",2/3 veces por semana,10200,Segundo Ciclo,2.Quinto superior
21,57,1.61,"Procesados (Chatarra, Cadenas Comerciales, Instantáneos, etc.)",0 veces por semana,0 veces por semana,0 veces por semana,0 veces por semana,0 veces por semana,0 veces por semana,No,No ejercita,No ejercita,0,Cuarto Ciclo,2.Quinto superior
20,76,1.7,"No procesados (Comida Casera, Menú, Cafetería, etc.)",7 veces por semana,7 veces por semana,7 veces por semana,7 veces por semana,7 veces por semana,7 veces por semana,Sí,Gimnasio/Calistenia/Crossfit,4/5 veces por semana,7200,Quinto Ciclo,3.Tercio superior
19,55,1.6,"No procesados (Comida Casera, Menú, Cafetería, etc.)",5 veces por semana,5 veces por semana,1 vez por semana,2 veces por semana,2 veces por semana,2 veces por semana,Sí,Gimnasia,4/5 veces por semana,7200,Cuarto Ciclo,4.Medio superior
17,80,1.8,"No procesados (Comida Casera, Menú, Cafetería, etc.)",5 veces por semana,6 veces por semana,3 veces por semana,3 veces por semana,4 veces por semana,3 veces por semana,Sí,"Fútbol, Gimnasio/Calistenia/Crossfit",2/3 veces por semana,9000,Segundo Ciclo,5.Ninguno de los anteriores
19,50,1.58,"No procesados (Comida Casera, Menú, Cafetería, etc.)",5 veces por semana,6 veces por semana,5 veces por semana,6 veces por semana,5 veces por semana,6 veces por semana,Sí,"Natación, Gimnasia",2/3 veces por semana,10800,Quinto Ciclo,5.Ninguno de los anteriores
19,47,1.5,"No procesados (Comida Casera, Menú, Cafetería, etc.)",3 veces por semana,3 veces por semana,3 veces por semana,3 veces por semana,3 veces por semana,3 veces por semana,Sí,Gimnasio/Calistenia/Crossfit,4/5 veces por semana,9000,Cuarto Ciclo,5.Ninguno de los anteriores
18,70,1.75,"No procesados (Comida Casera, Menú, Cafetería, etc.)",6 veces por semana,6 veces por semana,5 veces por semana,5 veces por semana,6 veces por semana,5 veces por semana,No,No ejercita,No ejercita,0,Segundo Ciclo,5.Ninguno de los anteriores
18,76,1.76,"No procesados (Comida Casera, Menú, Cafetería, etc.)",7 veces por semana,5 veces por semana,5 veces por semana,5 veces por semana,3 veces por semana,3 veces por semana,Sí,"Gimnasia, Gimnasio/Calistenia/Crossfit, Artes Marciales",4/5 veces por semana,5400,Tercer Ciclo,4.Medio superior
20,56,1.65,"No procesados (Comida Casera, Menú, Cafetería, etc.)",5 veces por semana,5 veces por semana,2 veces por semana,4 veces por semana,5 veces por semana,4 veces por semana,Sí,Voley,1 vez por semana,16200,Tercer Ciclo,5.Ninguno de los anteriores
19,70,1.69,"No procesados (Comida Casera, Menú, Cafetería, etc.)",6 veces por semana,3 veces por semana,5 veces por semana,1 vez por semana,6 veces por semana,4 veces por semana,Sí,Ciclismo,2/3 veces por semana,3600,Primer Ciclo,5.Ninguno de los anteriores
17,93,1.8,"No procesados (Comida Casera, Menú, Cafetería, etc.)",7 veces por semana,7 veces por semana,2 veces por semana,7 veces por semana,4 veces por semana,3 veces por semana,Sí,"Fútbol, Natación",2/3 veces por semana,5400,Tercer Ciclo,3.Tercio superior
24,75,1.8,"Procesados (Chatarra, Cadenas Comerciales, Instantáneos, etc.)",0 veces por semana,0 veces por semana,0 veces por semana,0 veces por semana,0 veces por semana,0 veces por semana,Sí,Fútbol,6/7 veces por semana,7200,Séptimo Ciclo,1.Décimo superior
18,69,1.74,"No procesados (Comida Casera, Menú, Cafetería, etc.)",7 veces por semana,7 veces por semana,7 veces por semana,7 veces por semana,7 veces por semana,7 veces por semana,Sí,Fútbol,1 vez por semana,3600,Tercer Ciclo,3.Tercio superior
20,80,1.84,"No procesados (Comida Casera, Menú, Cafetería, etc.)",7 veces por semana,7 veces por semana,6 veces por semana,7 veces por semana,5 veces por semana,6 veces por semana,Sí,Fútbol,1 vez por semana,3600,Cuarto Ciclo,5.Ninguno de los anteriores
18,58,1.63,"No procesados (Comida Casera, Menú, Cafetería, etc.)",4 veces por semana,3 veces por semana,3 veces por semana,2 veces por semana,4 veces por semana,5 veces por semana,No,No ejercita,No ejercita,0,Tercer Ciclo,1.Décimo superior
19,60,1.6,"No procesados (Comida Casera, Menú, Cafetería, etc.)",7 veces por semana,7 veces por semana,5 veces por semana,6 veces por semana,5 veces por semana,3 veces por semana,No,No ejercita,No ejercita,0,Segundo Ciclo,4.Medio superior
23,89,1.83,"No procesados (Comida Casera, Menú, Cafetería, etc.)",4 veces por semana,7 veces por semana,3 veces por semana,5 veces por semana,3 veces por semana,1 vez por semana,Sí,"Fútbol, Running, Gimnasio/Calistenia/Crossfit",4/5 veces por semana,14400,Tercer Ciclo,4.Medio superior
17,52,1.53,"No procesados (Comida Casera, Menú, Cafetería, etc.)",5 veces por semana,5 veces por semana,4 veces por semana,3 veces por semana,7 veces por semana,3 veces por semana,Sí,Gimnasio/Calistenia/Crossfit,4/5 veces por semana,7200,Tercer Ciclo,1.Décimo superior
18,72,1.6,"No procesados (Comida Casera, Menú, Cafetería, etc.)",5 veces por semana,3 veces por semana,4 veces por semana,2 veces por semana,6 veces por semana,2 veces por semana,Sí,"Voley, Gimnasio/Calistenia/Crossfit",2/3 veces por semana,3600,Tercer Ciclo,4.Medio superior
18,85,1.78,"No procesados (Comida Casera, Menú, Cafetería, etc.)",6 veces por semana,6 veces por semana,5 veces por semana,5 veces por semana,6 veces por semana,6 veces por semana,No,No ejercita,No ejercita,0,Tercer Ciclo,3.Tercio superior
18,77,1.74,"No procesados (Comida Casera, Menú, Cafetería, etc.)",7 veces por semana,5 veces por semana,7 veces por semana,4 veces por semana,5 veces por semana,3 veces por semana,Sí,"Natación, Artes Marciales",2/3 veces por semana,7200,Tercer Ciclo,2.Quinto superior
19,65,1.65,"No procesados (Comida Casera, Menú, Cafetería, etc.)",3 veces por semana,4 veces por semana,2 veces por semana,4 veces por semana,4 veces por semana,2 veces por semana,Sí,Voley,1 vez por semana,4803,Cuarto Ciclo,4.Medio superior
18,48,1.56,"No procesados (Comida Casera, Menú, Cafetería, etc.)",7 veces por semana,7 veces por semana,5 veces por semana,6 veces por semana,6 veces por semana,3 veces por semana,No,No ejercita,No ejercita,0,Segundo Ciclo,4.Medio superior
