"","Codigo","Sexo","Edad","Carrera","Ciclo","Creditos","Vive_solo","Ha_jugado","Gasto","Costo","Frecuencia","Estudio","Amigos","Frecuencia_amigos","Promedio","Afecta","Favorito","Horas_juego","Jugar_es_divertido","Continua","Bueno","Arcade","Aventura","Deportes_y_carreras","Estrategia","Casual","RPG","MOBA","Peleas","Plataformas","Sandbox","Shooter","Simulacion","Consola","Movil","PC","Tablet"
"87","202210195","Masculino",17,"Ingeniería Mecatrónica",2,17,FALSE,TRUE,200,12,NA,10,TRUE,4,16,"No","apex legends",20,7,7,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"88","202210505","Prefiero no especificar",18,"Ciencia de la Computación",2,16,FALSE,TRUE,500,229,7,8,TRUE,1,16.75,"Sí","katana zero",20,7,7,6,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"89","202120351","Masculino",18,"Ciencia de la Computación",3,20,FALSE,TRUE,100,35,3,3,TRUE,1,16,"No","dota",2600,7,7,7,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
"90","202210153","Femenino",17,"Ciencia de Datos",1,20,FALSE,TRUE,30,0,0,8,TRUE,0,18,"Tal vez","valorant",80,4,4,3,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
"91","202010524","Masculino",20,"Ingeniería Mecánica",6,17,FALSE,TRUE,0,180,1,5,FALSE,0,14.21,"No","assasins creed",130,5,6,4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"92","202010511","Masculino",19,"Ingeniería de la Energía",5,18,FALSE,TRUE,140,43,15,20,TRUE,6,13,"Tal vez","fifa",268,7,6,5,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"93","202110387","Masculino",19,"Ingeniería Ambiental",4,20,FALSE,TRUE,75,40,10,2,TRUE,3,14,"No","age of empires",100,7,5,6,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"94","202010570","Masculino",21,"Ingeniería Industrial",5,12,FALSE,TRUE,50,80,1,20,TRUE,2,14,"No","age of empires",6,7,6,6,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"95","201720060","Masculino",22,"Ingeniería Mecatrónica",9,17,FALSE,TRUE,0,100,6,4,TRUE,3,15.6,"Tal vez","dota",3,7,7,4,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"96","202120539","Masculino",18,"Bioingeniería",3,22,TRUE,TRUE,300,200,6,40,TRUE,4,14.33,"No","fortnite",6,7,6,7,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"97","202110708","Masculino",19,"Ingeniería Civil",4,22,FALSE,TRUE,0,18,2,8,TRUE,2,15.34,"No","hollow knight",30,7,7,5,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
"98","202220112","Femenino",18,"Bioingeniería",1,21,FALSE,TRUE,0,0,3,4,TRUE,2,NA,"No","call of duty",1,5,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"99","201720073","Masculino",21,"Ingeniería Ambiental",10,16,FALSE,TRUE,30,20,6,14,TRUE,2,15,"Sí","league of legends",6,6,6,6,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"100","202220262","Femenino",17,"Bioingeniería",1,21,FALSE,TRUE,100,200,7,3,TRUE,1,NA,"No","clash royale",7,6,5,6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"101","202120486","Masculino",19,"Bioingeniería",3,19,TRUE,TRUE,6,6,2,2,TRUE,2,14.6,"No","left 4 dead",2,4,2,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"102","202110218","Femenino",19,"Bioingeniería",4,21,TRUE,TRUE,280,280,4,10,TRUE,3,15,"Tal vez","fifa",30,6,5,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"103","202020086","Masculino",19,"Ingeniería Mecatrónica",1,20,FALSE,TRUE,1000,25,2,NA,TRUE,2,19,"No","valorant",200,7,6,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"104","201810566","Masculino",22,"Ingeniería Mecatrónica",16,16,FALSE,TRUE,200,80,8,20,TRUE,2,15.4,"No","brawl stars",300,7,7,7,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"105","202120285","Masculino",18,"Ingeniería Mecatrónica",3,24,TRUE,TRUE,50,20,2,24,TRUE,2,15.6,"Tal vez","clash royale",500,6,6,7,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"106","202220161","Masculino",17,"Ingeniería Mecatrónica",1,20,FALSE,TRUE,0,0,1,2,FALSE,NA,17.2,"No","valorant",3,5,5,6,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"107","201720026","Masculino",23,"Ingeniería Química",10,16,FALSE,TRUE,120,200,7,7,FALSE,2,9,"Sí","pokemon",120,7,7,6,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"108","202110699","Femenino",18,"Ingeniería Química",4,20,FALSE,TRUE,0,0,2,24,TRUE,3,14,"Tal vez","minecraft",3,7,6,4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"109","202020036","Masculino",21,"Ingeniería Electrónica",5,25,FALSE,TRUE,200,50,7,8,TRUE,2,13.7,"Tal vez","persona 5",180,7,5,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"110","202120073","Masculino",18,"Ingeniería Civil",3,21,TRUE,TRUE,300,100,4,4,TRUE,4,15.25,"Tal vez","world of tanks",600,7,7,7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
"111","202210236","Femenino",17,"Ingeniería Mecatrónica",2,18,FALSE,TRUE,200,32,8,10,TRUE,4,14.6,"Sí","valorant",100,7,7,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"112","202210145","Masculino",17,"Ingeniería Mecatrónica",2,20,FALSE,TRUE,0,0,NA,2,FALSE,2,13.4,"Sí","league of legends",300,7,7,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"113","202010370","Masculino",21,"Ingeniería Química",6,16,FALSE,TRUE,1500,NA,16,3,TRUE,10,14.3,"Sí","ratchet and clank",45,7,7,7,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
"114","202120080","Femenino",18,"Ingeniería Civil",3,21,FALSE,TRUE,55,0,5,5,TRUE,1,14,"Sí","genshin impact",600,7,5,5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
"115","202110176","Masculino",19,"Ciencia de la Computación",4,20,FALSE,TRUE,30,7,1,20,TRUE,1,19.86,"Tal vez","rainbow six siege",1500,5,4,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"116","202220064","Femenino",19,"Ingeniería Ambiental",1,20,FALSE,TRUE,0,0,1,8,FALSE,0,18.45,"Tal vez","valorant",1,5,4,5,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"117","202210351","Femenino",17,"Administración & Negocios Digitales",2,20,FALSE,TRUE,0,0,0,6,FALSE,0,17,"No","league of legends",50,4,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"118","202210425","Masculino",18,"Administración & Negocios Digitales",1,20,FALSE,TRUE,0,0,NA,6,TRUE,NA,16,"No","brawl stars",2,6,3,5,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"119","202110631","Femenino",18,"Ingeniería Industrial",2,16,FALSE,TRUE,0,50,4,5,TRUE,3,11.41,"Sí","god of war",2,7,4,4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"120","201820139","Masculino",23,"Ciencia de la Computación",8,23,TRUE,TRUE,200,100,1,8,TRUE,2,14.89,"Tal vez","dota",2,7,7,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"121","202120152","Femenino",18,"Bioingeniería",3,21,TRUE,TRUE,15,0,0,18,FALSE,0,15.6,"No","free fire",2,5,6,5,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"122","202220012","Femenino",18,"Ingeniería Ambiental",1,20,TRUE,TRUE,0,0,1,15,TRUE,1,18,"Sí","juegos.io",3,7,6,3,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"123","201810677","Masculino",21,"Ingeniería Electrónica",8,19,FALSE,TRUE,0,150,5,45,TRUE,2,16.05,"Tal vez","ace combat 7",800,7,6,5,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
"124","202220252","Femenino",19,"Ingeniería Ambiental",1,20,FALSE,TRUE,100,50,1,6,TRUE,1,NA,"No","free fire",1,5,5,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"125","201810697","Masculino",21,"Administración & Negocios Digitales",3,22,TRUE,TRUE,80,50,3,15,TRUE,3,14,"No","counter strike",3,5,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"126","202210166","Masculino",18,"Administración & Negocios Digitales",6,24,FALSE,TRUE,400,4,8,4,TRUE,2,16.7,"No","osu!",550,7,7,7,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"127","202210390","Femenino",17,"Ingeniería Industrial",2,21,TRUE,TRUE,5000,80,2,4,TRUE,4,14,"No","fortnite",4,7,5,6,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"128","202210023","Femenino",17,"Ingeniería Industrial",2,20,FALSE,TRUE,20,35,1,7,TRUE,3,15,"Sí","full guys",2,6,5,4,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"129","202210283","Femenino",18,"Ingeniería Industrial",2,20,FALSE,TRUE,1000,NA,3,8,TRUE,2,14.8,"Tal vez","gta",40,7,6,7,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"130","202210284","Femenino",18,"Ingeniería Industrial",2,20,FALSE,TRUE,220,180,1,14,TRUE,1,14,"No","gta",1,6,6,5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"131","202210155","Masculino",17,"Bioingeniería",2,21,TRUE,TRUE,0,250,7,21,TRUE,1,15.05,"No","left 4 dead",2,6,4,3,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
"132","201910290","Masculino",20,"Ciencia de la Computación",8,19,FALSE,TRUE,0,0,1,40,FALSE,0,15.4,"No","counter strike",0,5,5,2,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"133","202010262","Femenino",21,"Ingeniería Industrial",6,16,FALSE,TRUE,0,0,4,15,TRUE,2,17.5,"Tal vez","just dance",4,5,6,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"134","202010311","Masculino",20,"Ciencia de la Computación",5,14,FALSE,TRUE,0,9.9,1,14,FALSE,0,16,"Sí","valorant",40,5,4,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
"135","202120100","Femenino",18,"Ingeniería Ambiental",5,17,FALSE,TRUE,0,0,1,2,FALSE,3,13,"No","minecraft",1,5,5,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"136","201910178","Femenino",21,"Administración & Negocios Digitales",4,9,FALSE,TRUE,0,69,0,2,TRUE,1,17.7,"No","guitar hero",50,7,7,4,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"137","202110311","Masculino",17,"Ingeniería Química",4,15,FALSE,TRUE,150,0,7,6,TRUE,2,17.5,"Sí","league of legends",200,5,6,6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
"138","202120355","Masculino",NA,"Ingeniería Ambiental",3,21,FALSE,TRUE,20,50,2,4,FALSE,2,15,"Sí","mobile leyendes",4,5,6,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"139","202120538","Masculino",18,"Ingeniería Mecatrónica",3,21,TRUE,TRUE,0,0,0,2,FALSE,0,14,"Tal vez","fortnite",1,7,5,4,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"140","202110292","Femenino",17,"Ingeniería Civil",4,24,TRUE,TRUE,105,25,9,12,TRUE,17,15.8,"Sí","dota",230,6,6,6,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"141","202110248","Masculino",18,"Ingeniería Civil",4,24,FALSE,TRUE,100,75,4,6,TRUE,2,16.5,"No","fortnite",100,7,6,5,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"142","202110344","Masculino",18,"Ingeniería Mecatrónica",4,22,FALSE,TRUE,370,185,14,28,TRUE,NA,14.17,"No","smash bros",212,7,7,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"143","202120524","Masculino",19,"Ingeniería Civil",7,20,FALSE,TRUE,200,50,8,10,TRUE,4,15.6,"Sí","dota",8,7,6,6,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"144","201910313","Masculino",21,"Ingeniería Mecatrónica",8,17,FALSE,TRUE,200,40,25,8,TRUE,20,15,"Sí","league of legends",1500,7,6,5,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
"145","202110269","Femenino",18,"Bioingeniería",4,19,FALSE,TRUE,50,0,2,5,FALSE,NA,14.94,"Tal vez","pac-man",1,5,5,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"146","202220331","Femenino",17,"Ingeniería Ambiental",1,20,FALSE,TRUE,70,50,3,8,TRUE,3,0,"Tal vez","valorant",3,5,6,4,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
"147","202120027","Masculino",17,"Ingeniería Civil",2,19,FALSE,TRUE,6000,1000,6,3,TRUE,10,11.86,"No","fortnite",6,7,7,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"148","202210436","Masculino",18,"Ingeniería Mecatrónica",2,19,FALSE,TRUE,100,15,14,2,TRUE,1,17,"Sí","counter strike",450,7,7,5,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
"149","201510325","Masculino",25,"Ingeniería Mecánica",10,9,FALSE,TRUE,50,60,1,14,TRUE,1,14.5,"Tal vez","dota",1,7,6,5,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
"150","202220174","Femenino",17,"Ingeniería Industrial",7,20,TRUE,TRUE,0,0,5,140,TRUE,5,16,"No","dota",6,4,6,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"151","202120093","Masculino",18,"Bioingeniería",3,16,TRUE,TRUE,0,0,3,14,TRUE,2,14,"Sí","call of duty",3,6,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"152","202010313","Masculino",19,"Ingeniería Mecatrónica",4,16,FALSE,TRUE,200,50,2,4,TRUE,4,13,"No","fifa",2,7,6,6,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
"153","202020058","Masculino",21,"Ingeniería Mecatrónica",4,21,TRUE,TRUE,200,100,8,30,TRUE,5,16,"No","dota",2000,7,7,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"154","202120242","Masculino",19,"Ingeniería Mecatrónica",3,21,FALSE,TRUE,250,15,NA,35,TRUE,1,13.4,"Sí","fifa",5,6,6,6,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"155","202120329","Masculino",17,"Ingeniería Industrial",3,24,TRUE,TRUE,0,0,1,14,TRUE,1,16.5,"Tal vez","free fire",2,5,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"156","201810593","Femenino",21,"Bioingeniería",3,12,FALSE,TRUE,160,24,6,6,TRUE,4,12.03,"Sí","fall guys",160,7,7,6,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"157","202020129","Masculino",21,"Ciencia de la Computación",5,18,FALSE,TRUE,100,100,12,18,TRUE,12,10.5,"Sí","valorant",300,6,7,7,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"158","202210458","Masculino",17,"Ingeniería Mecánica",2,20,FALSE,TRUE,0,0,2,6,TRUE,1,11.7,"No","valorant",200,7,5,5,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
"159","202110188","Masculino",21,"Ciencia de la Computación",3,17,TRUE,TRUE,700,31,4,13,TRUE,1,17,"Tal vez","battlefield 4",3,7,5,5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
"160","202010290","Masculino",20,"Ciencia de la Computación",4,20,FALSE,TRUE,360,15,2,5,TRUE,1,12,"Sí","hades",20,5,6,4,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"161","202210040","Masculino",18,"Ingeniería Industrial",2,13,FALSE,TRUE,150,200,NA,NA,TRUE,NA,12,"Tal vez","league of legends",200,7,7,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
"162","201810442","Masculino",21,"Ingeniería Industrial",10,8,FALSE,TRUE,50,20,6,6,TRUE,5,16,"No","counter strike",5000,6,6,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"163","201710096","Masculino",NA,"Ingeniería Industrial",10,10,FALSE,TRUE,100,25,15,5,TRUE,10,15,"Tal vez","counter strike",5000,7,7,7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"164","201920093","Masculino",22,"Ingeniería Mecatrónica",7,20,FALSE,TRUE,500,70,6,9,TRUE,4,14.3,"Tal vez","nier autómata",55,6,5,6,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
"165","202010167","Masculino",20,"Ingeniería Electrónica",6,18,FALSE,TRUE,200,140,15,5,TRUE,1,15.8,"No","maplestory",500,6,5,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"166","202120160","Masculino",22,"Bioingeniería",3,26,FALSE,TRUE,0,40,3,4,TRUE,2,14,"Sí","dota",200,6,6,6,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
"167","202120292","Masculino",20,"Ingeniería Civil",3,22,TRUE,TRUE,300,16,6,6,TRUE,2,14.4,"Tal vez","free fire",5,5,5,6,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"168","202010389","Masculino",20,"Ingeniería Electrónica",6,19,FALSE,TRUE,200,160,6,10,TRUE,3,15.8,"No","hollow knight",80,7,2,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"169","202020171","Masculino",21,"Ingeniería Civil",4,25,FALSE,TRUE,100,70,6,20,TRUE,10,15,"No","fortnite",100,7,7,7,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"170","202120674","Femenino",19,"Ingeniería Industrial",3,9,TRUE,TRUE,0,0,0,40,FALSE,0,14,"Sí","free fire",1,2,1,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"171","202020204","Femenino",19,"Ingeniería Ambiental",4,21,TRUE,TRUE,150,35,3,5,FALSE,2,13,"Tal vez","dota",3,5,4,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
"172","202120343","Masculino",18,"Ingeniería Civil",3,21,TRUE,TRUE,450,49,2,8,TRUE,8,14,"Tal vez","free fire",99,6,5,6,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"173","202120664","Masculino",22,"Ingeniería Civil",3,18,FALSE,TRUE,100,0,4,28,TRUE,8,12.45,"Sí","dota",200,7,7,6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"174","202110486","Masculino",19,"Ciencia de la Computación",4,21,FALSE,TRUE,500,180,6,14,TRUE,2,14,"Tal vez","fifa",6,7,7,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
