FECHA_CORTE,FECHA,HORA,DEPARTAMENTO,CODIGO_VÍA,KILOMETRO,MODALIDAD,FALLECIDOS,HERIDOS
20211222,20200528,14.92,PUNO,PE-34H,6,CHOQUE,1,0
20211222,20200528,11.25,LIMA,PE-1S,90,DESPISTE,0,0
20211222,20200528,21.5,LIMA,PE-22,94,ESPECIAL,0,0
20211222,20200528,4.5,HUANUCO,PE-3N,270,DESPISTE,0,2
20211222,20200528,20.5,APURIMAC,PE-30A,432,DESPISTE,4,0
20211222,20200529,4.67,LIMA,PE-1S,24,DESPISTE,0,2
20211222,20200529,12.83,JUNIN,PE-3S,101,DESPISTE,0,1
20211222,20200529,17.67,ANCASH,PE-1N,335,DESPISTE,0,0
20211222,20200529,10.5,ANCASH,PE-1N,337,ESPECIAL,0,0
20211222,20200529,18.67,LA LIBERTAD,PE-1N,600,ESPECIAL,0,1
20211222,20200529,21.5,LA LIBERTAD,PE-1N,656,ATROPELLO,1,0
20211222,20200530,20.33,CUSCO,PE-34G,10,CHOQUE,0,1
20211222,20200530,10.5,PIURA,PE-1N,66,CHOQUE,0,0
20211222,20200530,4.33,ANCASH,PE-14,113,DESPISTE,0,0
20211222,20200530,17.25,JUNIN,PE-22,155,ATROPELLO,0,1
20211222,20200530,23,LIMA,PE-1N,178,DESPISTE,0,0
20211222,20200530,16.33,ICA,PE-1S,281,ATROPELLO,0,5
20211222,20200530,11.5,ICA,PE-1S,434,DESPISTE,0,2
20211222,20200530,20.25,MADRE DE DIOS,PE-30C,454,DESPISTE,3,0
20211222,20200530,15.75,PUNO,PE-3S,NA,DESPISTE,0,1
20211222,20200531,22.58,ANCASH,PE-1N,335,ESPECIAL,0,0
20211222,20200531,21.5,APURIMAC,PE-30,370,DESPISTE,0,0
20211222,20200531,4.83,AYACUCHO,PE-3S,411,DESPISTE,1,0
20211222,20200531,18.23,SAN MARTIN,PE-5N,471,DESPISTE,0,0
20211222,20200601,13.67,MOQUEGUA,PE-36A,55,DESPISTE,0,0
20211222,20200601,4.83,JUNIN,PE-22,141,CHOQUE,0,2
20211222,20200601,13.92,LIMA,PE-1S,153,DESPISTE,0,1
20211222,20200602,17.83,JUNIN,PE-3S,46,DESPISTE,0,0
20211222,20200602,15.5,LAMBAYEQUE,PE-1NJ,150,DESPISTE,0,0
20211222,20200602,9.67,ANCASH,PE-1N,237,DESPISTE,0,2
20211222,20200602,16.92,APURIMAC,PE-30A,254,DESPISTE,0,2
20211222,20200602,11.33,ANCASH,PE-1N,343,DESPISTE,0,0
20211222,20200602,11.75,CUSCO,PE-3S,1083,CHOQUE,0,1
20211222,20200603,7,LA LIBERTAD,PE-10A,18,DESPISTE,0,1
20211222,20200603,20,PUNO,PE-34H,38,CHOQUE,1,1
20211222,20200603,8,LAMBAYEQUE,PE-1NJ,40,CHOQUE,0,0
20211222,20200603,6.5,UCAYALI,PE-18C,54,CHOQUE,1,4
20211222,20200603,21.75,CAJAMARCA,PE-08,60,DESPISTE,0,0
20211222,20200603,0.75,LIMA,PE-1N,103,DESPISTE,0,0
20211222,20200603,9.67,PIURA,PE-1NJ,196,CHOQUE,0,0
20211222,20200603,18.25,ICA,PE-1S,379,CHOQUE,0,7
20211222,20200603,23.75,AREQUIPA,PE-1S,522,DESPISTE,0,0
20211222,20200603,16,LAMBAYEQUE,PE-1N,704,CHOQUE,0,1
20211222,20200604,21,PUNO,PE-3S,7,DESPISTE,0,1
20211222,20200604,3.83,AREQUIPA,PE-1SD,32,DESPISTE,1,0
20211222,20200604,5.5,TACNA,PE-36A,47,CHOQUE,1,1
20211222,20200604,17.67,JUNIN,PE-22B,74,CHOQUE,0,0
20211222,20200604,11,LIMA,PE-1S,99,CHOQUE,0,1
20211222,20200604,13.42,MADRE DE DIOS,PE-30C,324,DESPISTE,0,1
20211222,20200604,12.67,ANCASH,PE-1N,404,DESPISTE,0,1
20211222,20200604,17.5,AREQUIPA,PE-1S,775,DESPISTE,0,0
20211222,20200604,11.67,AREQUIPA,PE-1S,811,DESPISTE,0,3
20211222,20200605,9.67,PIURA,PI-102,18,CHOQUE,0,0
20211222,20200605,6.83,LIMA,PE-1NE,27,DESPISTE,1,0
20211222,20200605,7.5,LIMA,PE-1S,56,DESPISTE,0,0
20211222,20200605,15.92,LIMA,PE-22,97,CHOQUE,0,0
20211222,20200605,7.67,JUNIN,PE-22B,101,CHOQUE,0,2
20211222,20200605,11.75,JUNIN,PE-3N,138,CHOQUE,0,0
20211222,20200605,15.5,LAMBAYEQUE,PE-1NJ,148,CHOQUE,0,0
20211222,20200605,7,LIMA,PE-1N,157,CHOQUE,0,1
20211222,20200605,17.33,AMAZONAS,PE-5N,304,CHOQUE,0,2
20211222,20200605,4.67,ANCASH,PE-1N,402,CHOQUE,0,1
20211222,20200605,4.5,LA LIBERTAD,PE-1N,530,DESPISTE,0,1
20211222,20200605,2.5,LAMBAYEQUE,PE-1N,817,CHOQUE,0,3
20211222,20200606,17.67,CAJAMARCA,PE-08,126,DESPISTE,0,0
20211222,20200606,23.75,CUSCO,PE-28B,204,DESPISTE,0,1
20211222,20200606,4.33,PUNO,PE-34A,245,DESPISTE,0,1
20211222,20200606,8.5,AYACUCHO,PE-3S,444,DESPISTE,0,0
20211222,20200606,21.5,AREQUIPA,PE-1S,541,DESPISTE,0,0
20211222,20200606,18.67,AREQUIPA,PE-1S,633,DESPISTE,0,1
20211222,20200607,19.33,LIMA,PE-22,121,DESPISTE,0,0
20211222,20200607,3.83,LIMA,PE-1S,124,ESPECIAL,0,0
20211222,20200607,14.83,LIMA,PE-1S,125,DESPISTE,0,1
20211222,20200607,1,JUNIN,PE-22,141,DESPISTE,0,0
20211222,20200607,22.5,AREQUIPA,PE-1S,763,DESPISTE,0,0
20211222,20200608,1.75,PIURA,PE-1N,47,DESPISTE,0,2
20211222,20200608,19.33,PUNO,PE-34H,48,CHOQUE,0,1
20211222,20200608,23.5,LIMA,PE-1S,131,DESPISTE,0,0
20211222,20200608,5.33,LIMA,PE-1N,168,CHOQUE,0,2
20211222,20200608,11,LIMA,PE-1N,204,CHOQUE,0,0
20211222,20200608,14.25,ANCASH,PE-1N,246,DESPISTE,0,1
20211222,20200608,5.83,AYACUCHO,PE-3S,441,ESPECIAL,0,0
20211222,20200608,0.17,PIURA,PE-1N,928,CHOQUE,0,1
20211222,20200608,17.5,PUNO,PE-3S,1230,DESPISTE,1,1
20211222,20200608,19.5,PUNO,PE-3S,1284,CHOQUE,0,0
20211222,20200609,14.67,CUSCO,PE-34F,8,CHOQUE,0,1
20211222,20200609,5.67,JUNIN,PE-3N,25,DESPISTE,0,2
20211222,20200609,19,LAMBAYEQUE,PE-1NJ,64,DESPISTE,0,1
20211222,20200609,15.17,JUNIN,PE-3S,73,DESPISTE,0,0
20211222,20200609,9.18,LIMA,PE-22,99,ESPECIAL,0,0
20211222,20200609,20.18,PASCO,PE-3N,139,CHOQUE,0,2
20211222,20200609,15,AYACUCHO,PE-3N,139,CHOQUE,0,2
20211222,20200609,16.5,AREQUIPA,PE-34A,145,CHOQUE,0,0
20211222,20200609,18.83,ICA,PE-1S,209,ATROPELLO,1,0
20211222,20200609,5.25,ANCASH,PE-1N,313,CHOQUE,0,0
20211222,20200609,14.75,MADRE DE DIOS,PE-30C,314,ATROPELLO,0,1
20211222,20200609,3.95,APURIMAC,PE-3S,797,DESPISTE,0,0
20211222,20200610,20.17,LA LIBERTAD,PE-10A,20,ATROPELLO,0,1
20211222,20200610,4,LIMA,PE-1S,57,DESPISTE,0,0
20211222,20200610,15.58,LIMA,PE-22,65,ESPECIAL,0,0
20211222,20200610,11,HUANUCO,PE-18A,90,DESPISTE,0,0
20211222,20200610,17.5,AYACUCHO,PE-30A,102,DESPISTE,0,1
20211222,20200610,4.83,JUNIN,PE-22,149,CHOQUE,0,0
20211222,20200610,7,JUNIN,PE-22,166,DESPISTE,0,0
20211222,20200610,16.5,APURIMAC,PE-30A,182,DESPISTE,0,0
20211222,20200610,16.5,ICA,PE-1S,207,CHOQUE,0,2
20211222,20200610,16.63,ANCASH,PE-3N,221,CHOQUE,0,1
20211222,20200610,7,LA LIBERTAD,PE-1N,515,CHOQUE,2,0
20211222,20200610,6.17,PUNO,PE-3S,1284,DESPISTE,0,0
20211222,20200611,14.5,LIMA,PE-1N,16,DESPISTE,0,0
20211222,20200611,3.83,LIMA,PE-1NE,27,DESPISTE,0,1
20211222,20200611,21.5,JUNIN,PE-5S,34,CHOQUE,1,1
20211222,20200611,5.5,LIMA,PE-1S,48,CHOQUE,0,1
20211222,20200611,16.5,LIMA,PE-1N,62,DESPISTE,0,2
20211222,20200611,16.5,APURIMAC,PE-30A,306,DESPISTE,1,0
20211222,20200611,14,AYACUCHO,PE-3S,450,DESPISTE,0,4
20211222,20200611,16.67,LAMBAYEQUE,PE-1N,787,CHOQUE,0,1
20211222,20200611,6.5,LAMBAYEQUE,PE-1N,829,DESPISTE,0,0
20211222,20200612,18.67,JUNIN,PE-3N,13,CHOQUE,0,0
20211222,20200612,20,LIMA,PE-1S,32,ATROPELLO,1,0
20211222,20200612,11,LIMA,PE-22,65,DESPISTE,0,0
20211222,20200612,11.5,LIMA,PE-1S,141,CHOQUE,0,1
20211222,20200612,15.42,LIMA,PE-1N,158,CHOQUE,1,1
20211222,20200612,5.75,AMAZONAS,PE-5N,286,DESPISTE,0,0
20211222,20200612,16.67,PUNO,PE-3S,1284,DESPISTE,0,1
20211222,20200613,10.5,ANCASH,PE-16,12,ESPECIAL,0,0
20211222,20200613,14.5,LIMA,PE-1N,16,DESPISTE,0,1
20211222,20200613,9.75,LIMA,PE-1N,104,ATROPELLO,1,0
20211222,20200613,11.75,LIMA,PE-1N,155,ATROPELLO,1,0
20211222,20200613,20.67,ICA,PE-1S,243,CHOQUE,0,1
20211222,20200613,8.5,ICA,PE-1S,385,CHOQUE,0,7
20211222,20200613,21.33,SAN MARTIN,PE-5N,471,DESPISTE,0,1
20211222,20200613,21.5,AREQUIPA,PE-1S,608,DESPISTE,0,0
20211222,20200614,12.75,ANCASH,PE-16,52,DESPISTE,0,1
20211222,20200614,17.83,LIMA,PE-22,125,DESPISTE,1,0
20211222,20200614,11.25,CUSCO,PE-28B,175,DESPISTE,0,2
20211222,20200615,17.5,AREQUIPA,PE-34E,2,CHOQUE,0,0
20211222,20200615,7.58,CUSCO,PE-34G,8,DESPISTE,0,0
20211222,20200615,1.67,JUNIN,PE-3N,49,DESPISTE,0,3
20211222,20200615,13,CAJAMARCA,PE-3NB,51,DESPISTE,0,0
20211222,20200615,8.67,PUNO,PE-34A,245,DESPISTE,0,0
20211222,20200615,10.5,PUNO,PE-34A,290,CHOQUE,1,2
20211222,20200615,8.17,ANCASH,PE-1N,398,CHOQUE,0,1
20211222,20200615,5.5,PIURA,PE-1N,997,CHOQUE,0,4
20211222,20200615,7.17,PUNO,PE-3S,1353,DESPISTE,0,0
20211222,20200616,16.67,TACNA,PE-38,68,DESPISTE,1,10
20211222,20200616,0.5,LIMA,PE-22,91,CHOQUE,0,3
20211222,20200616,3.67,LIMA,PE-22,107,DESPISTE,0,0
20211222,20200616,21.17,AREQUIPA,PE-34A,181,DESPISTE,0,0
20211222,20200616,14.5,LIMA,PE-1N,182,CHOQUE,0,1
20211222,20200616,7.25,ANCASH,PE-1N,237,DESPISTE,0,0
20211222,20200616,5.17,SAN MARTIN,PE-5N,608,ATROPELLO,1,0
20211222,20200617,13.5,HUANUCO,PE-18A,19,CHOQUE,1,0
20211222,20200617,3,LIMA,PE-1S,84,DESPISTE,0,0
20211222,20200617,9,LIMA,PE-1S,164,CHOQUE,0,1
20211222,20200617,8.5,LIMA,PE-1N,203,DESPISTE,0,0
20211222,20200618,4.5,LIMA,PE-1N,16,CHOQUE,0,0
20211222,20200618,6.92,JUNIN,PE-22B,83,DESPISTE,0,0
20211222,20200618,5.25,LIMA,PE-1S,125,DESPISTE,0,1
20211222,20200618,14.42,LIMA,PE-1N,186,CHOQUE,0,0
20211222,20200618,8,AMAZONAS,PE-5N,333,DESPISTE,0,1
20211222,20200618,6.5,AYACUCHO,PE-3S,481,DESPISTE,0,0
20211222,20200618,9.5,PUNO,PE-3S,1332,DESPISTE,0,2
20211222,20200619,NA,LIMA,PE-1N,78,CHOQUE,1,2
20211222,20200619,21.67,LIMA,PE-1S,126,ESPECIAL,0,0
20211222,20200619,10.95,APURIMAC,PE-30A,335,DESPISTE,0,0
20211222,20200619,22.75,AREQUIPA,PE-1S,730,DESPISTE,0,0
20211222,20200619,16.75,PIURA,PE-1NL,1059,DESPISTE,0,2
20211222,20200619,3.75,MOQUEGUA,PE-1S,1143,DESPISTE,0,0
20211222,20200619,15.67,PUNO,PE-3S,1300,CHOQUE,1,0
20211222,20200619,17.67,PUNO,PE-3S,1353,ATROPELLO,0,1
20211222,20200620,6,JUNIN,PE-3S,5,DESPISTE,0,0
20211222,20200620,NA,LIMA,PE-1N,10,CHOQUE,0,0
20211222,20200620,0,CAJAMARCA,PE-3NB,37,DESPISTE,0,1
20211222,20200620,7.42,LIMA,PE-1S,108,DESPISTE,0,2
20211222,20200620,14.62,CAJAMARCA,PE-08,170,CHOQUE,0,0
20211222,20200620,13.17,APURIMAC,PE-30A,367,DESPISTE,0,0
20211222,20200620,13,AREQUIPA,PE-1S,865,CHOQUE,0,1
20211222,20200621,22,PIURA,PE-1N,199,DESPISTE,0,0
20211222,20200621,6.25,ANCASH,PE-1N,357,DESPISTE,0,0
20211222,20200621,8.5,ANCASH,PE-1N,367,DESPISTE,0,1
20211222,20200621,13,AREQUIPA,PE-1S,833,CHOQUE,0,1
20211222,20200621,6.83,PIURA,PE-1N,987,DESPISTE,0,0
20211222,20200622,21.5,TACNA,PE-1SD,12,CHOQUE,0,4
20211222,20200622,12.5,UCAYALI,PE-18C,15,DESPISTE,0,5
20211222,20200622,14.75,TACNA,PE-36,20,VOLCADURA,0,1
20211222,20200622,23.92,ANCASH,PE-16,51,DESPISTE,0,0
20211222,20200622,17,CAJAMARCA,PE-08,101,DESPISTE,0,1
20211222,20200622,20.75,LIMA,PE-1S,116,DESPISTE,0,0
20211222,20200622,16.5,CUSCO,PE-3S,1103,CHOQUE,0,1
20211222,20200623,16,UCAYALI,PE-18C,24,CHOQUE,1,0
20211222,20200623,8.33,LIMA,PE-1S,83,DESPISTE,0,0
20211222,20200623,10.75,ICA,PE-1S,277,ESPECIAL,0,0
20211222,20200623,22.75,ANCASH,PE-1N,293,CHOQUE,1,0
20211222,20200623,16.75,LA LIBERTAD,PE-1N,516,CHOQUE,0,0
20211222,20200624,22,CUSCO,PE-28G,38,ATROPELLO,0,2
20211222,20200624,17.08,PIURA,PI-102,39,DESPISTE,0,1
20211222,20200624,20.25,UCAYALI,PE-18C,42,DESPISTE,0,1
20211222,20200624,15,LIMA,PE-1N,44,DESPISTE,0,0
20211222,20200624,0.5,JUNIN,PE-3S,65,DESPISTE,0,0
20211222,20200624,18,JUNIN,PE-3N,137,CHOQUE,0,1
20211222,20200624,14.33,AREQUIPA,PE-34A,178,CHOQUE,0,1
20211222,20200624,17.67,AREQUIPA,PE-1S,608,DESPISTE,0,0
20211222,20200625,8.33,LIMA,PE-1N,48,DESPISTE,0,3
20211222,20200625,22.97,AMAZONAS,PE-5N,123,CHOQUE,1,4
20211222,20200625,12.67,APURIMAC,PE-30A,198,DESPISTE,0,1
20211222,20200625,7,LIMA,PE-1N,203,DESPISTE,0,0
20211222,20200625,6.33,ANCASH,PE-1N,264,DESPISTE,0,0
20211222,20200625,7.67,APURIMAC,PE-30A,302,CHOQUE,0,0
20211222,20200625,19.17,TACNA,PE-1S,1303,CHOQUE,0,0
20211222,20200625,22.67,PIURA,NA,NA,DESPISTE,0,1
20211222,20200626,19,CAJAMARCA,PE-3NB,4,ATROPELLO,1,0
20211222,20200626,13,CAJAMARCA,PE-3N,9,DESPISTE,0,1
20211222,20200626,6.58,LIMA,PE-1S,119,DESPISTE,0,0
20211222,20200626,21.67,LIMA,PE-22,128,DESPISTE,0,2
20211222,20200626,7.83,LA LIBERTAD,PE-1N,639,DESPISTE,1,0
20211222,20200627,20,CAJAMARCA,PE-3NB,34,DESPISTE,0,4
20211222,20200627,13.17,UCAYALI,PE-18C,46,DESPISTE,0,1
20211222,20200627,2.17,UCAYALI,PE-18C,51,CHOQUE,0,1
20211222,20200627,12.03,CAJAMARCA,PE-08A,62,DESPISTE,0,1
20211222,20200627,0.33,PUNO,PE-1S,NA,DESPISTE,0,0
20211222,20200628,6.92,UCAYALI,PE-18C,13,CHOQUE,0,1
20211222,20200628,18.25,PUNO,PE-34H,54,CHOQUE,0,6
20211222,20200628,10.17,AREQUIPA,PE-34A,83,DESPISTE,0,0
20211222,20200628,12,LIMA,PE-22,110,DESPISTE,0,1
20211222,20200629,9.67,AREQUIPA,PE-1SD,10,DESPISTE,0,2
20211222,20200629,20.5,LIMA,PE-22,111,CHOQUE,0,3
20211222,20200629,19.25,LIMA,PE-1S,170,CHOQUE,0,1
20211222,20200629,16.83,MOQUEGUA,PE-1SD,197,DESPISTE,0,0
20211222,20200629,6.42,ANCASH,PE-1N,240,DESPISTE,0,0
20211222,20200630,7.85,AREQUIPA,PE-34A,4,ATROPELLO,1,0
20211222,20200630,22.5,TACNA,PE-1SD,15,CHOQUE,0,0
20211222,20200630,10,ICA,PE-1S,188,DESPISTE,0,2
20211222,20200630,6,ANCASH,PE-1S,417,CHOQUE,0,0
20211222,20200630,14.17,LA LIBERTAD,PE-1N,514,VOLCADURA,0,0
20211222,20200630,5.5,LA LIBERTAD,PE-1N,678,CHOQUE,1,2
20211222,20200630,8.33,CUSCO,PE-3S,999,CHOQUE,0,1
20211222,20200630,18.58,PUNO,PE-3S,1284,CHOQUE,0,1
20211222,20200701,8.5,JUNIN,PE-22,20,DESPISTE,0,0
20211222,20200701,6,LIMA,PE-1S,23,CHOQUE,0,3
20211222,20200701,17.67,ANCASH,PE-3N,75,CHOQUE,0,1
20211222,20200701,17,CAJAMARCA,PE-06B,152,CHOQUE,0,0
20211222,20200701,18.25,AMAZONAS,PE-04A,185,DESPISTE,0,0
20211222,20200701,6.33,ANCASH,PE-1N,226,DESPISTE,0,0
20211222,20200701,17.5,PIURA,PE-1N,252,CHOQUE,0,4
20211222,20200701,15.75,PUNO,PE-36A,303,CHOQUE,0,1
20211222,20200701,14.5,AYACUCHO,PE-3S,327,CHOQUE,0,1
20211222,20200701,0.5,ANCASH,PE-1N,444,CHOQUE,0,1
20211222,20200701,9.33,LA LIBERTAD,PE-1N,705,DESPISTE,0,0
20211222,20200701,20,LAMBAYEQUE,PE-1N,793,CHOQUE,0,0
20211222,20200702,1.5,CAJAMARCA,PE-08A,47,DESPISTE,0,1
20211222,20200702,16.5,LIMA,PE-1N,123,DESPISTE,0,2
20211222,20200702,19.17,MOQUEGUA,PE-1S,127,DESPISTE,0,1
20211222,20200702,14,ANCASH,PE-16,154,DESPISTE,0,2
20211222,20200702,5,AREQUIPA,PE-1S,167,CHOQUE,2,2
20211222,20200702,4.58,ICA,PE-1S,182,CHOQUE,0,3
20211222,20200702,9.33,ANCASH,PE-1N,275,DESPISTE,0,0
20211222,20200702,9.5,MOQUEGUA,PE-1S,1279,DESPISTE,1,1
20211222,20200703,2,UCAYALI,PE-18C,108,DESPISTE,0,0
20211222,20200703,21.5,LAMBAYEQUE,PE-1N,119,ESPECIAL,0,1
20211222,20200703,2.33,LIMA,PE-22,122,DESPISTE,1,2
20211222,20200703,16.67,AYACUCHO,PE-3S,130,DESPISTE,0,0
20211222,20200703,19.25,AMAZONAS,PE-04A,234,CHOQUE,0,1
20211222,20200703,3.75,ANCASH,PE-3N,693,DESPISTE,0,0
20211222,20200704,21.75,JUNIN,PE-22,70,DESPISTE,0,1
20211222,20200704,17.63,AYACUCHO,PE-28B,79,CHOQUE,0,2
20211222,20200704,16.67,CAJAMARCA,PE-08,110,DESPISTE,1,1
20211222,20200704,7,LIMA,PE-1N,110,CHOQUE,0,3
20211222,20200704,22.5,ICA,PE-30A,144,CHOQUE,0,2
20211222,20200704,19,LA LIBERTAD,PE-1N,596,DESPISTE,1,0
20211222,20200705,23.75,AMAZONAS,PE-5N,9,CHOQUE,0,1
20211222,20200705,21,APURIMAC,PE-04A,12,CHOQUE,0,4
20211222,20200705,2.5,LIMA,PE-1N,147,DESPISTE,0,1
20211222,20200705,10.5,APURIMAC,PE-30A,254,DESPISTE,3,2
20211222,20200705,0.5,AREQUIPA,PE-1S,592,DESPISTE,0,1
20211222,20200706,19.67,PIURA,PE-02A,1,CHOQUE,0,2
20211222,20200706,14.5,LORETO,LO-103,3,ATROPELLO,0,1
20211222,20200706,18.75,PIURA,PE-1N,102,DESPISTE,0,0
20211222,20200706,6.67,LIMA,PE-1S,108,CHOQUE,1,3
20211222,20200706,5.5,LIMA,PE-1S,163,CHOQUE,0,1
20211222,20200706,15,PIURA,PE-1N,260,DESPISTE,0,2
20211222,20200706,19.5,LA LIBERTAD,PE-1N,558,ATROPELLO,1,0
20211222,20200706,21,PUNO,PE-3S,1219,CHOQUE,1,1
20211222,20200706,16.5,CAJAMARCA,PE-3N,1378,DESPISTE,1,1
20211222,20200706,19.33,PUNO,PE-1S,1467,CHOQUE,0,0
20211222,20200707,23.5,ANCASH,PE-16,12,CHOQUE,0,1
20211222,20200707,10.5,ANCASH,PE-1N,34,DESPISTE,0,0
20211222,20200707,NA,LIMA,PE-1N,74,CHOQUE,0,0
20211222,20200707,9.5,HUANUCO,PE-18A,103,DESPISTE,0,1
20211222,20200707,18.33,AYACUCHO,PE-22,129,CHOQUE,0,0
20211222,20200707,17.25,LIMA,PE-1N,142,DESPISTE,0,2
20211222,20200707,10.83,AREQUIPA,PE-34A,179,DESPISTE,0,1
20211222,20200707,8.17,HUANUCO,PE-5N,452,CHOQUE,0,0
20211222,20200707,20,LAMBAYEQUE,PE-1N,727,CHOQUE,1,0
20211222,20200707,5,CUSCO,PE-3S,1142,DESPISTE,0,0
20211222,20200707,10.83,MOQUEGUA,PE-1S,1219,CHOQUE,0,0
20211222,20200708,13.25,LAMBAYEQUE,PE-1N,13,CHOQUE,1,0
20211222,20200708,17.67,PIURA,PE-1N,48,DESPISTE,0,0
20211222,20200708,18.32,HUANUCO,PE-18A,50,DESPISTE,0,1
20211222,20200708,19,AYACUCHO,PE-30A,101,DESPISTE,0,1
20211222,20200708,20.33,ICA,PE-30A,101,DESPISTE,0,1
20211222,20200708,19.83,ANCASH,PE-1N,329,DESPISTE,0,1
20211222,20200708,13,ANCASH,PE-1N,399,DESPISTE,0,0
20211222,20200708,12.43,MADRE DE DIOS,PE-30C,403,DESPISTE,0,0
20211222,20200708,21.83,ANCASH,PE-3N,571,CHOQUE,0,1
20211222,20200708,17.83,AREQUIPA,PE-1S,728,DESPISTE,0,0
20211222,20200708,15.25,LAMBAYEQUE,PE-1N,842,CHOQUE,1,0
20211222,20200709,20.5,PIURA,PE-1N,31,CHOQUE,1,0
20211222,20200709,11.92,CAJAMARCA,PE-08B,45,ATROPELLO,0,1
20211222,20200709,12.48,AREQUIPA,PE-34A,55,CHOQUE,0,0
20211222,20200709,23,LIMA,PE-1N,136,ATROPELLO,1,0
20211222,20200709,16.5,MADRE DE DIOS,PE-30C,324,CHOQUE,0,0
20211222,20200709,8.33,LA LIBERTAD,PE-1N,518,CHOQUE,0,0
20211222,20200709,20.33,LA LIBERTAD,PE-1N,525,ATROPELLO,1,0
20211222,20200709,18.67,APURIMAC,PE-3S,645,ATROPELLO,1,0
20211222,20200709,3.75,AREQUIPA,PE-1S,732,CHOQUE,0,0
20211222,20200709,7.58,TUMBES,PE-1N,1298,CHOQUE,0,2
20211222,20200710,19,PUNO,PE-36B,12,DESPISTE,0,0
20211222,20200710,14.08,LIMA,PE-1NA,16,DESPISTE,0,0
20211222,20200710,7,LIMA,PE-1S,142,CHOQUE,1,7
20211222,20200710,5.5,CUSCO,PE-28B,243,DESPISTE,0,1
20211222,20200710,10,PUNO,PE-30A,290,DESPISTE,0,2
20211222,20200710,18,ANCASH,PE-16,654,DESPISTE,0,2
20211222,20200710,9.5,SAN MARTIN,PE-04A,750,CHOQUE,0,1
20211222,20200710,4,AREQUIPA,PE-1S,830,CHOQUE,1,3
20211222,20200711,6.17,PIURA,PE-02D,0,CHOQUE,0,2
20211222,20200711,5.5,LIMA,PE-1NA,16,DESPISTE,0,0
20211222,20200711,2.5,TACNA,PE-36A,31,DESPISTE,0,0
20211222,20200711,5.67,LIMA,PE-1S,35,DESPISTE,0,1
20211222,20200711,19.25,TACNA,PE-1SD,47,CHOQUE,0,0
20211222,20200711,14.58,JUNIN,PE-3N,56,CHOQUE,1,3
20211222,20200711,6.17,CUSCO,PE-3SG,69,ESPECIAL,1,0
20211222,20200711,15.75,LIMA,PE-1S,82,DESPISTE,0,2
20211222,20200711,7.5,ANCASH,AN-100,86,DESPISTE,0,0
20211222,20200711,22.67,UCAYALI,PE-04A,178,CHOQUE,1,0
20211222,20200711,18.75,ICA,PE-1S,182,CHOQUE,0,2
20211222,20200711,17.5,ANCASH,PE-1N,240,DESPISTE,0,1
20211222,20200711,8.5,ANCASH,PE-1N,338,DESPISTE,0,0
20211222,20200711,13.67,APURIMAC,PE-30A,384,DESPISTE,0,1
20211222,20200711,9.75,AREQUIPA,PE-1S,1025,CHOQUE,0,1
20211222,20200711,7.25,LA LIBERTAD,PE-3N,1052,DESPISTE,0,0
20211222,20200712,13,AREQUIPA,AR-109,6,CHOQUE,0,0
20211222,20200712,11.13,LIMA,PE-1N,19,DESPISTE,0,0
20211222,20200712,10.5,LIMA,PE-22,29,CHOQUE,0,3
20211222,20200712,14.17,CUSCO,PE-28B,105,DESPISTE,1,3
20211222,20200712,17.5,LIMA,PE-16,137,DESPISTE,0,4
20211222,20200712,12.5,AREQUIPA,PE-34A,179,DESPISTE,0,3
20211222,20200712,5.25,AYACUCHO,PE-28A,442,DESPISTE,0,0
20211222,20200713,8.33,CAJAMARCA,PE-06B,3,DESPISTE,0,1
20211222,20200713,23.08,LAMBAYEQUE,PE-1NJ,42,CHOQUE,0,0
20211222,20200713,22.83,LIMA,PE-1N,110,DESPISTE,0,0
20211222,20200713,18.5,SAN MARTIN,PE-04A,587,DESPISTE,0,2
20211222,20200714,11.92,LIMA,PE-16,8,DESPISTE,0,2
20211222,20200714,18.17,LIMA,PE-16,55,DESPISTE,0,1
20211222,20200714,11.92,LIMA,PE-1N,102,DESPISTE,0,0
20211222,20200714,18,LIMA,PE-1N,107,VOLCADURA,1,1
20211222,20200714,19.67,LIMA,PE-1N,164,CHOQUE,0,0
20211222,20200714,6.5,ANCASH,PE-1N,248,ESPECIAL,0,0
20211222,20200714,5.67,LA LIBERTAD,PE-1N,519,CHOQUE,1,1
20211222,20200715,17.67,JUNIN,PE-24,0,CHOQUE,0,2
20211222,20200715,0.83,AREQUIPA,PE-34A,122,CHOQUE,1,1
20211222,20200715,17.83,PUNO,PE-34B,176,CHOQUE,0,1
20211222,20200715,22.5,PUNO,PE-34A,260,DESPISTE,0,3
20211222,20200715,13.25,LIMA,PE-1N,332,DESPISTE,0,1
20211222,20200715,14.25,MADRE DE DIOS,PE-30C,498,DESPISTE,0,2
20211222,20200716,17.75,HUANCAVELICA,PE-3SD,28,DESPISTE,0,1
20211222,20200716,7.5,LIMA,PE-1N,63,CHOQUE,0,0
20211222,20200716,19.75,LIMA,PE-22,87,DESPISTE,0,0
20211222,20200716,9.33,LIMA,PE-1S,89,CHOQUE,0,0
20211222,20200716,10,AREQUIPA,PE-34A,124,DESPISTE,0,0
20211222,20200716,10.67,ICA,PE-1S,184,DESPISTE,0,0
20211222,20200716,7.33,LIMA,PE-1N,214,DESPISTE,0,0
