"UBIGEO","VIVIENDA","PERSONA","P1172$01","P1172$02","P1172$13","P1172$14","P408F5","P408G4","IT","P300A","P301C","P301A","P301D","P302","P314A","P315A"
"150105","026",2,NA,NA,NA,NA,NA,NA,850,4,NA,6,"Estatal",NA,"Si",NA
"150105","029",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150105","036",1,40,90,90,60,NA,NA,1200,4,NA,6,"Estatal",NA,"Si",NA
"150105","036",2,NA,NA,NA,NA,NA,NA,1000,4,NA,6,"Estatal",NA,"Si",NA
"150105","043",1,NA,0,NA,55,NA,NA,2000,4,NA,8,"Estatal",NA,"Si",NA
"150105","043",2,NA,NA,NA,NA,NA,NA,800,4,NA,9,"Privado",NA,"Si",NA
"150105","043",3,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Estatal",NA,"Si",NA
"150105","043",4,NA,NA,NA,NA,NA,NA,NA,4,0,1,NA,2,NA,NA
"150105","043",5,NA,NA,NA,NA,NA,NA,NA,4,NA,10,"Privado",NA,"Si",NA
"150105","053",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150105","062",1,30,30,NA,NA,NA,NA,100,4,NA,3,"Estatal",1,"No",NA
"150105","063",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150105","086",1,30,90,NA,NA,NA,NA,890,4,NA,6,"Estatal",NA,"Si",NA
"150105","086",2,60,70,NA,70,NA,NA,NA,4,NA,6,"Estatal",NA,"Si",NA
"150105","086",3,NA,NA,NA,NA,NA,NA,2000,4,NA,2,"Estatal",1,"No",NA
"150105","086",4,NA,NA,NA,NA,NA,NA,2000,4,NA,10,"Estatal",NA,"Si",NA
"150105","086",5,NA,NA,NA,NA,NA,NA,NA,4,NA,10,"Privado",NA,"Si",NA
"150105","086",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150105","101",1,30,86,NA,10,NA,NA,2200,4,NA,6,"Estatal",NA,"Si",NA
"150105","116",1,40,260,NA,100,NA,NA,5000,4,NA,10,"Privado",NA,"Si",NA
"150105","116",2,NA,NA,NA,NA,NA,NA,1500,4,NA,10,"Privado",NA,"Si",NA
"150105","116",3,NA,NA,NA,NA,NA,NA,NA,4,NA,8,"Privado",NA,"Si",NA
"150105","116",4,NA,NA,NA,NA,NA,NA,NA,4,NA,6,"Estatal",NA,"Si",NA
"150105","116",5,NA,NA,NA,NA,NA,NA,NA,4,NA,8,"Privado",NA,"Si",NA
"150105","119",1,93,70,150,100,NA,NA,NA,4,NA,9,"Privado",NA,"Si",NA
"150105","119",2,NA,NA,NA,NA,NA,NA,1500,4,NA,6,"Estatal",NA,"Si",NA
"150105","127",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150105","136",1,30,82,0,30,0.5,45,NA,4,NA,10,"Estatal",NA,"Si",NA
"150105","136",2,NA,NA,NA,NA,2,15,NA,4,NA,10,"Estatal",NA,"Si",NA
"150105","136",3,NA,NA,NA,NA,NA,NA,3000,4,NA,10,"Privado",NA,"No",NA
"150105","138",1,70,210,40,60,NA,NA,NA,4,NA,8,"Privado",NA,"Si",NA
"150105","138",2,NA,NA,NA,NA,NA,NA,1800,4,NA,8,"Privado",NA,"Si",NA
"150105","138",3,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Estatal",NA,"Si",NA
"150105","138",4,NA,NA,NA,NA,NA,NA,1550,4,NA,9,"Privado",NA,"Si",NA
"150105","138",5,NA,NA,NA,NA,NA,NA,NA,4,0,1,NA,2,NA,NA
"150105","151",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150105","155",1,90,70,0,0,NA,NA,360,4,NA,6,"Estatal",NA,"No",NA
"150105","160",1,160,120,NA,80,NA,NA,2000,4,NA,10,"Estatal",NA,"Si",NA
"150105","160",2,NA,NA,NA,NA,NA,NA,NA,4,NA,8,"Estatal",NA,"Si",NA
"150105","160",3,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Estatal",NA,"Si",NA
"150105","160",4,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Estatal",NA,"No",NA
"150105","160",5,NA,NA,NA,NA,360,NA,NA,4,NA,5,"Estatal",NA,"Si",NA
"150105","160",6,NA,NA,NA,NA,NA,NA,2000,4,NA,10,"Estatal",NA,"Si",NA
"150105","160",7,NA,NA,NA,NA,NA,NA,NA,4,3,3,"Estatal",1,"Si",NA
"150105","174",1,80,145,60,120,NA,NA,NA,4,NA,7,"Privado",NA,"Si",NA
"150105","174",2,NA,NA,NA,NA,NA,NA,2500,4,NA,10,"Estatal",NA,"Si",NA
"150105","174",3,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Estatal",NA,"Si",NA
"150105","174",4,NA,NA,NA,NA,NA,NA,NA,4,NA,2,"Privado",2,NA,NA
"150105","176",1,100,68,50,120,NA,NA,NA,4,NA,6,"Estatal",NA,"Si",NA
"150105","176",2,NA,NA,NA,NA,NA,NA,5900,7,NA,6,"Estatal",NA,"Si",NA
"150105","176",3,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Estatal",NA,"Si",NA
"150105","176",4,NA,NA,NA,NA,NA,NA,NA,4,6,4,"Estatal",NA,"Si",NA
"150105","176",5,NA,NA,NA,NA,NA,NA,NA,4,NA,2,"Estatal",1,"Si",NA
"150105","200",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150105","208",1,180,120,80,90,NA,NA,NA,4,NA,8,"Privado",NA,"Si",NA
"150105","208",2,NA,NA,NA,NA,NA,NA,NA,4,NA,9,"Privado",NA,"Si",NA
"150105","208",3,NA,NA,NA,NA,NA,NA,NA,4,NA,9,"Privado",NA,"Si",NA
"150105","208",4,NA,NA,NA,NA,NA,NA,NA,4,5,3,"Privado",1,"Si",NA
"150105","225",1,90,180,NA,150,NA,NA,NA,4,NA,8,"Privado",NA,"Si",NA
"150105","225",2,NA,NA,NA,NA,NA,NA,2000,4,NA,8,"Privado",NA,"Si",NA
"150105","225",3,NA,NA,NA,NA,NA,NA,1240,4,NA,6,"Privado",NA,"Si",NA
"150105","233",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150106","002",1,60,130,40,50,NA,NA,3600,4,NA,6,"Estatal",NA,"Si",NA
"150106","002",2,NA,NA,NA,NA,NA,NA,NA,4,NA,6,"Estatal",NA,"Si",NA
"150106","002",3,NA,NA,NA,NA,NA,NA,1800,4,NA,7,"Privado",NA,"Si",NA
"150106","002",4,NA,NA,NA,NA,NA,NA,800,4,NA,7,"Privado",NA,"Si",NA
"150106","002",5,NA,NA,NA,NA,NA,NA,1800,4,NA,5,"Estatal",NA,"Si",NA
"150106","002",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150106","004",1,30,54,NA,90,NA,NA,NA,4,NA,6,"Estatal",NA,"Si",NA
"150106","004",2,NA,NA,NA,NA,NA,NA,2000,4,NA,10,"Estatal",NA,"Si",NA
"150106","005",1,60,150,NA,90,NA,NA,1300,4,NA,6,"Estatal",NA,"Si",NA
"150106","005",2,116,182,0,77,NA,NA,2070,4,NA,7,"Privado",NA,"Si",NA
"150106","005",3,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Estatal",NA,"Si",NA
"150106","005",4,NA,NA,NA,NA,NA,NA,NA,4,NA,2,"Privado",2,NA,NA
"150106","005",5,NA,NA,NA,NA,NA,NA,647,4,NA,4,"Estatal",NA,"No",NA
"150106","005",6,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Estatal",NA,"Si",NA
"150106","005",7,NA,NA,NA,NA,NA,NA,1700,4,NA,10,"Privado",NA,"Si",NA
"150106","005",8,NA,NA,NA,NA,NA,NA,NA,4,NA,6,"Estatal",NA,"Si",NA
"150106","005",9,NA,NA,NA,NA,NA,NA,NA,4,NA,9,"Privado",NA,"Si",NA
"150106","005",10,NA,NA,NA,NA,NA,NA,NA,4,3,3,"Estatal",1,"Si",NA
"150106","011",1,NA,10,NA,NA,NA,NA,400,4,NA,6,"Estatal",NA,"No",NA
"150106","011",2,15,80,40,60,NA,NA,360,4,NA,6,"Estatal",NA,"Si",NA
"150106","011",3,NA,NA,NA,NA,NA,NA,2600,4,6,4,"Estatal",NA,"Si",NA
"150106","011",4,NA,NA,NA,NA,NA,NA,245,4,NA,6,"Estatal",NA,"Si",NA
"150106","011",5,NA,NA,NA,NA,NA,NA,NA,4,NA,6,"Estatal",NA,"Si",NA
"150106","011",6,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Estatal",NA,"Si",NA
"150106","011",7,NA,NA,NA,NA,NA,NA,NA,4,2,3,"Estatal",1,"Si",NA
"150106","011",8,NA,NA,NA,NA,NA,NA,NA,4,NA,2,"Estatal",2,NA,NA
"150106","013",1,45,41,NA,17,NA,NA,1000,4,NA,6,"Estatal",NA,"Si",NA
"150106","013",2,NA,NA,NA,NA,NA,NA,NA,4,NA,6,"Estatal",NA,"Si",NA
"150106","013",3,NA,NA,NA,NA,NA,NA,1500,4,NA,8,"Privado",NA,"Si",NA
"150106","013",4,NA,NA,NA,NA,NA,NA,NA,4,NA,6,"Estatal",NA,"Si",NA
"150106","013",5,NA,NA,NA,NA,NA,NA,NA,4,5,3,"Estatal",1,"Si",NA
"150106","014",1,36,65,77,50,NA,NA,885,4,NA,6,"Estatal",NA,"No",NA
"150106","014",2,NA,NA,NA,NA,NA,NA,NA,4,NA,4,"Estatal",NA,"No",NA
"150106","014",3,NA,NA,NA,NA,NA,NA,NA,4,NA,7,"Privado",NA,"Si",NA
"150106","014",4,NA,NA,NA,NA,NA,NA,NA,4,NA,9,"Estatal",NA,"Si",NA
"150106","017",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150106","018",1,NA,0,NA,0,NA,NA,NA,4,NA,8,"Privado",NA,"Si",NA
"150106","018",2,NA,NA,NA,NA,NA,NA,NA,4,NA,8,"Estatal",NA,"Si",NA
"150106","020",1,NA,52,NA,85,NA,NA,2990,4,NA,6,"Estatal",NA,"Si",NA
"150106","020",2,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Privado",NA,"Si",NA
"150106","021",1,28,70,NA,10,NA,NA,NA,4,0,1,NA,2,"No",NA
"150106","021",2,NA,NA,NA,NA,NA,NA,NA,4,NA,4,"Estatal",NA,"No",NA
"150106","021",3,NA,NA,NA,NA,3,20,1356,4,NA,6,"Estatal",NA,"Si",NA
"150106","021",4,NA,NA,NA,NA,NA,NA,800,4,NA,6,"Estatal",NA,"Si",NA
"150106","022",1,45,100,40,50,NA,NA,NA,4,NA,5,"Estatal",NA,"Si",NA
"150106","022",2,NA,NA,NA,NA,NA,NA,4000,4,NA,6,"Estatal",NA,"Si",NA
"150106","025",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150106","029",1,24,130,NA,50,NA,NA,955,4,NA,9,"Estatal",NA,"Si",NA
"150106","031",1,30,40,NA,80,NA,NA,1200,4,NA,6,"Estatal",NA,"Si",NA
"150106","031",2,NA,NA,NA,NA,NA,NA,NA,4,NA,9,"Privado",NA,"Si",NA
"150106","031",3,NA,NA,NA,NA,NA,NA,NA,4,4,3,"Estatal",1,"Si",NA
"150106","031",4,NA,NA,NA,NA,2,15,NA,4,0,1,NA,2,NA,NA
"150106","032",1,55,120,NA,45,NA,NA,NA,4,NA,6,"Estatal",NA,"Si",NA
"150106","032",2,NA,NA,NA,NA,NA,NA,NA,4,NA,7,"Privado",NA,"Si",NA
"150106","032",3,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Estatal",NA,"Si",NA
"150106","032",4,NA,NA,NA,NA,NA,NA,NA,4,2,3,"Estatal",1,"No",NA
"150106","032",5,NA,NA,NA,NA,NA,NA,NA,4,1,3,"Estatal",1,"No",NA
"150106","037",1,60,130,70,70,NA,NA,2300,4,NA,8,"Estatal",NA,"Si",NA
"150106","037",2,NA,NA,NA,NA,NA,NA,2500,4,NA,10,"Estatal",NA,"Si",NA
"150106","037",3,NA,NA,NA,NA,NA,NA,NA,4,2,3,"Estatal",1,"Si",NA
"150106","037",4,NA,NA,NA,NA,NA,NA,NA,4,NA,2,"Estatal",1,"Si",NA
"150106","038",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150106","042",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150106","044",1,25,40,NA,20,NA,NA,1025,4,NA,5,"Estatal",NA,"Si",NA
"150106","044",2,NA,NA,NA,NA,NA,NA,30,4,NA,5,"Estatal",NA,"Si",NA
"150106","044",3,NA,NA,NA,NA,NA,NA,NA,4,3,3,"Estatal",1,"Si",NA
"150106","044",4,NA,NA,NA,NA,2,20,NA,NA,NA,NA,NA,NA,NA,NA
"150106","045",1,20,150,68,98,NA,NA,3550,4,NA,9,"Privado",NA,"Si",NA
"150106","045",2,NA,NA,NA,NA,NA,NA,1900,4,NA,7,"Privado",NA,"Si",NA
"150106","047",1,35,78,NA,40,NA,NA,960,4,NA,5,"Estatal",NA,"Si",NA
"150106","047",2,NA,NA,NA,NA,NA,NA,1440,4,NA,6,"Estatal",NA,"Si",NA
"150106","047",3,NA,NA,NA,NA,NA,NA,NA,4,NA,7,"Privado",NA,"Si",NA
"150106","047",4,NA,NA,NA,NA,NA,NA,NA,4,NA,2,"Estatal",2,"Si",NA
"150106","052",1,NA,0,0,0,NA,NA,NA,1,NA,6,"Estatal",NA,"Si",NA
"150106","053",1,20,110,20,55,NA,NA,NA,4,NA,8,"Privado",NA,"Si",NA
"150106","053",2,NA,NA,NA,NA,NA,NA,1000,4,NA,7,"Estatal",NA,"Si",NA
"150106","053",3,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Privado",NA,"Si",NA
"150106","053",4,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Privado",NA,"Si",NA
"150106","053",5,NA,NA,NA,NA,NA,NA,NA,4,NA,3,"Estatal",1,"No",NA
"150106","053",6,NA,NA,NA,NA,NA,NA,NA,4,NA,6,"Estatal",NA,"No",NA
"150106","055",1,28,92,30,70,NA,NA,NA,4,NA,6,"Estatal",NA,"Si",NA
"150106","055",2,25,50,NA,30,NA,NA,1100,4,NA,10,"Privado",NA,"Si",NA
"150106","055",3,NA,NA,NA,NA,NA,NA,1000,4,1,3,"Estatal",1,"Si",NA
"150106","055",4,NA,NA,NA,NA,NA,NA,600,4,NA,4,"Estatal",NA,"Si",NA
"150106","055",5,NA,NA,NA,NA,NA,NA,1400,4,6,4,"Estatal",NA,"No",NA
"150106","055",6,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Estatal",NA,"No",NA
"150106","055",7,NA,NA,NA,NA,NA,NA,NA,4,NA,8,"Privado",NA,"Si",NA
"150106","055",8,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Estatal",NA,"Si",NA
"150106","056",1,40,16,NA,20,NA,NA,NA,1,6,4,"Estatal",NA,"Si",NA
"150106","056",2,NA,NA,NA,NA,NA,NA,500,4,NA,6,"Estatal",NA,"Si",NA
"150106","059",1,35,90,30,30,8,30,NA,4,NA,8,"Privado",NA,"Si",NA
"150106","059",2,NA,NA,NA,NA,9,30,NA,4,NA,8,"Privado",NA,"Si",NA
"150106","059",3,NA,NA,NA,NA,NA,NA,3000,4,NA,10,"Privado",NA,"Si",NA
"150106","063",1,30,130,NA,NA,NA,NA,880,4,NA,5,"Estatal",NA,"Si",NA
"150106","063",2,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Estatal",NA,"Si",NA
"150106","063",3,NA,NA,NA,NA,NA,NA,NA,4,5,3,"Estatal",1,"Si",NA
"150106","063",4,NA,NA,NA,NA,NA,NA,NA,4,4,3,"Estatal",1,"No",NA
"150106","063",5,NA,NA,NA,NA,NA,NA,NA,4,3,3,"Estatal",1,"No",NA
"150106","063",6,NA,NA,NA,NA,NA,NA,NA,1,NA,4,"Estatal",NA,"No",NA
"150106","063",7,NA,NA,NA,NA,NA,NA,NA,1,NA,6,"Estatal",NA,"No",NA
"150106","064",1,30,35,NA,30,NA,NA,1020,4,3,3,"Estatal",1,"Si",NA
"150106","067",1,NA,NA,NA,NA,1,120,800,4,NA,5,"Estatal",NA,"Si",NA
"150106","067",2,25,100,NA,50,NA,NA,1200,4,NA,7,"Estatal",NA,"No",NA
"150106","067",3,NA,NA,NA,NA,NA,NA,NA,4,NA,7,"Privado",NA,"Si",NA
"150106","067",4,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Estatal",NA,"Si",NA
"150106","067",5,NA,NA,NA,NA,NA,NA,NA,4,NA,2,"Estatal",2,NA,NA
"150106","074",1,18,21,NA,NA,NA,NA,NA,4,NA,3,"Estatal",1,"No",NA
"150106","074",2,NA,NA,NA,NA,NA,NA,NA,4,NA,4,"Estatal",NA,"No",NA
"150106","078",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150106","080",1,45,118,NA,100,NA,NA,220,4,NA,6,"Estatal",NA,"Si",NA
"150106","080",2,NA,NA,NA,NA,NA,NA,1025,4,6,4,"Privado",NA,"Si",NA
"150106","080",3,NA,NA,NA,NA,NA,NA,NA,4,NA,9,"Privado",NA,"Si",NA
"150106","080",4,NA,NA,NA,NA,NA,NA,NA,4,NA,2,"Estatal",2,NA,NA
"150106","081",1,30,80,20,105,NA,NA,4300,4,NA,6,"Estatal",NA,"Si",NA
"150106","085",1,100,200,30,70,NA,NA,1500,4,NA,4,"Estatal",NA,"No",NA
"150106","085",2,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Privado",NA,"Si",NA
"150106","088",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150106","097",1,50,60,40,50,NA,NA,NA,4,NA,6,"Estatal",NA,"Si",NA
"150106","097",2,NA,NA,NA,NA,NA,NA,4300,4,NA,6,"Estatal",NA,"Si",NA
"150106","097",3,NA,NA,NA,NA,NA,NA,NA,4,NA,7,"Privado",NA,"Si",NA
"150106","101",1,63,35,50,150,NA,NA,4200,4,NA,10,"Estatal",NA,"Si",NA
"150106","101",2,NA,NA,NA,NA,NA,NA,NA,4,NA,8,"Privado",NA,"Si",NA
"150106","101",3,NA,NA,NA,NA,NA,NA,NA,4,NA,6,"Estatal",NA,"Si",NA
"150106","101",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150106","102",1,23,120,NA,NA,NA,NA,217,1,0,1,NA,2,"No",NA
"150106","102",2,NA,NA,NA,NA,NA,NA,750,4,NA,6,"Privado",NA,"Si",10
"150106","102",3,NA,NA,NA,NA,NA,NA,NA,4,NA,6,"Estatal",NA,"No",NA
"150106","114",1,60,95,40,76,NA,NA,1200,4,NA,5,"Estatal",NA,"Si",NA
"150106","114",2,NA,NA,NA,NA,NA,NA,660,4,NA,5,"Estatal",NA,"Si",NA
"150106","114",3,NA,NA,NA,NA,NA,NA,720,4,NA,10,"Estatal",NA,"Si",NA
"150106","114",4,NA,NA,NA,NA,NA,NA,NA,4,NA,6,"Estatal",NA,"Si",NA
"150106","114",5,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Estatal",NA,"Si",NA
"150106","115",1,30,25,NA,10,NA,NA,NA,4,NA,6,"Privado",NA,"Si",NA
"150106","115",2,NA,NA,NA,NA,NA,NA,2200,4,2,3,"Estatal",1,"Si",NA
"150106","115",3,NA,NA,NA,NA,NA,NA,NA,4,NA,2,"Estatal",2,"Si",NA
"150106","115",4,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Estatal",NA,"Si",NA
"150107","004",1,20,100,40,110,NA,NA,737,1,NA,7,"Estatal",NA,"Si",NA
"150107","004",2,NA,NA,NA,NA,NA,NA,5000,4,NA,10,"Estatal",NA,"Si",NA
"150107","004",3,NA,NA,NA,NA,NA,NA,1915,4,NA,9,"Privado",NA,"Si",NA
"150107","015",1,30,60,NA,NA,NA,NA,1131,4,NA,5,"Estatal",NA,"Si",NA
"150107","015",2,NA,NA,NA,NA,NA,NA,650,4,NA,6,"Estatal",NA,"Si",NA
"150107","016",1,20,120,30,90,NA,NA,2300,4,NA,6,"Privado",NA,"Si",NA
"150107","016",2,NA,NA,NA,NA,NA,NA,1070,4,NA,7,"Privado",NA,"Si",NA
"150107","016",3,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Estatal",NA,"Si",NA
"150107","016",4,NA,NA,NA,NA,NA,NA,NA,4,1,3,"Estatal",1,"Si",NA
"150107","034",1,NA,0,30,24,NA,NA,2580,4,NA,6,"Estatal",NA,"Si",NA
"150107","034",2,NA,NA,NA,NA,NA,NA,NA,4,5,3,"Estatal",1,"Si",NA
"150107","040",1,NA,0,0,0,NA,NA,NA,1,NA,3,"Estatal",1,"Si",NA
"150107","040",2,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Estatal",NA,"Si",NA
"150107","052",1,NA,114,20,50,360,10,NA,4,NA,6,"Estatal",NA,"Si",NA
"150107","052",2,NA,NA,NA,NA,NA,NA,NA,4,NA,6,"Estatal",NA,"Si",NA
"150107","053",1,16,170,30,NA,NA,NA,1612,4,NA,7,"Privado",NA,"Si",NA
"150107","053",2,NA,NA,NA,NA,NA,NA,1080,4,NA,6,"Estatal",NA,"Si",NA
"150107","065",1,20,35,50,30,NA,NA,NA,1,NA,5,"Estatal",NA,"No",NA
"150107","065",2,NA,NA,NA,NA,NA,NA,600,1,NA,6,"Estatal",NA,"No",NA
"150107","065",3,NA,NA,NA,NA,NA,NA,NA,4,NA,9,"Estatal",NA,"Si",NA
"150107","071",1,NA,36,NA,NA,2,30,250,1,NA,8,"Estatal",NA,"Si",NA
"150107","071",2,NA,NA,NA,NA,0.33,30,NA,4,1,3,"Estatal",1,"Si",NA
"150107","071",3,NA,NA,NA,NA,NA,NA,NA,1,NA,3,"Estatal",1,"No",NA
"150107","071",4,NA,NA,NA,NA,NA,NA,NA,1,NA,3,"Estatal",2,"No",NA
"150107","077",1,20,0,80,120,NA,NA,NA,1,NA,3,"Estatal",1,"Si",NA
"150107","077",2,NA,NA,NA,NA,NA,NA,NA,4,NA,7,"Privado",NA,"Si",NA
"150107","077",3,NA,NA,NA,NA,NA,NA,NA,4,NA,2,"Privado",2,"Si",NA
"150107","090",1,20,80,50,90,NA,NA,2168,4,NA,6,"Estatal",NA,"Si",NA
"150107","090",2,NA,NA,NA,NA,NA,NA,157,4,NA,6,"Estatal",NA,"Si",NA
"150107","090",3,NA,NA,NA,NA,NA,NA,NA,4,NA,2,"Estatal",1,"Si",NA
"150107","090",4,NA,NA,NA,NA,NA,NA,NA,4,0,1,NA,2,NA,NA
"150107","109",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150107","128",1,36,150,NA,15,NA,NA,NA,4,NA,6,"Estatal",NA,"No",NA
"150107","128",2,NA,NA,NA,NA,NA,NA,648,4,NA,5,"Estatal",NA,"Si",NA
"150107","166",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150107","184",1,15,148,NA,145,1,40,2400,4,NA,6,"Estatal",NA,"Si",NA
"150107","184",2,NA,NA,NA,NA,NA,NA,1930,4,NA,10,"Privado",NA,"Si",NA
"150107","184",3,NA,NA,NA,NA,NA,NA,3000,4,3,3,"Privado",1,"Si",NA
"150107","184",4,NA,NA,NA,NA,NA,NA,NA,4,NA,8,"Privado",NA,"Si",NA
"150107","184",5,NA,NA,NA,NA,NA,NA,NA,4,NA,9,"Privado",NA,"Si",NA
"150108","012",1,NA,0,NA,70,NA,NA,630,4,NA,10,"Estatal",NA,"Si",NA
"150108","012",2,NA,NA,NA,NA,NA,NA,NA,4,2,3,"Estatal",1,"No",NA
"150108","012",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150108","014",1,30,85,NA,NA,NA,NA,860,4,NA,6,"Estatal",NA,"No",NA
"150108","014",2,NA,NA,NA,NA,NA,NA,1000,4,NA,6,"Privado",NA,"Si",NA
"150108","014",3,NA,NA,NA,NA,NA,NA,NA,4,NA,2,"Estatal",2,NA,NA
"150108","021",1,100,100,30,NA,NA,NA,NA,4,NA,4,"Estatal",NA,"Si",NA
"150108","021",2,NA,NA,NA,NA,NA,NA,140,4,NA,10,"Privado",NA,"Si",NA
"150108","021",3,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Estatal",NA,"Si",NA
"150108","021",4,NA,NA,NA,NA,72,10,NA,4,0,1,NA,2,NA,NA
"150108","021",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150108","027",1,65,500,NA,NA,NA,NA,NA,4,NA,5,"Estatal",NA,"No",NA
"150108","027",2,NA,NA,NA,NA,NA,NA,1500,4,NA,6,"Estatal",NA,"Si",NA
"150108","033",1,30,30,NA,NA,NA,NA,1100,4,NA,6,"Privado",NA,"Si",NA
"150108","033",2,80,100,NA,10,NA,NA,3000,4,NA,7,"Privado",NA,"Si",NA
"150108","033",3,NA,NA,NA,NA,NA,NA,NA,4,NA,6,"Estatal",NA,"Si",NA
"150108","033",4,NA,NA,NA,NA,NA,NA,1000,4,NA,7,"Privado",NA,"Si",NA
"150108","043",1,30,60,40,40,NA,NA,2500,4,NA,10,"Privado",NA,"Si",NA
"150108","050",1,50,120,NA,0,NA,NA,1000,4,NA,6,"Estatal",NA,"Si",NA
"150108","050",2,NA,NA,NA,NA,NA,NA,260,4,NA,5,"Estatal",NA,"Si",NA
"150108","050",3,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Estatal",NA,"Si",NA
"150108","050",4,NA,NA,NA,NA,NA,NA,NA,4,3,3,"Estatal",1,"Si",NA
"150108","053",1,80,90,NA,40,NA,NA,2500,4,NA,10,"Estatal",NA,"Si",NA
"150108","053",2,NA,NA,NA,NA,NA,NA,181,4,NA,9,"Estatal",NA,"Si",NA
"150108","053",3,NA,NA,NA,NA,NA,NA,NA,4,NA,2,"Privado",1,NA,NA
"150108","058",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150108","067",1,130,200,100,100,NA,NA,NA,4,NA,6,"Estatal",NA,"Si",NA
"150108","067",2,NA,NA,NA,NA,NA,NA,NA,4,NA,6,"Estatal",NA,"No",NA
"150108","067",3,NA,NA,NA,NA,NA,NA,1100,4,NA,7,"Privado",NA,"Si",NA
"150108","067",4,NA,NA,NA,NA,NA,NA,1400,4,NA,6,"Estatal",NA,"Si",NA
"150108","067",5,NA,NA,NA,NA,NA,NA,1200,4,NA,9,"Privado",NA,"Si",2
"150108","067",6,NA,NA,NA,NA,NA,NA,NA,4,NA,2,"Estatal",2,NA,NA
"150108","067",7,NA,NA,NA,NA,NA,NA,NA,4,0,1,NA,2,NA,NA
"150108","073",1,80,100,50,80,NA,NA,2500,4,NA,10,"Privado",NA,"Si",NA
"150108","073",2,NA,NA,NA,NA,NA,NA,NA,4,NA,6,"Privado",NA,"Si",NA
"150108","073",3,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Privado",NA,"Si",NA
"150108","073",4,NA,NA,NA,NA,NA,NA,600,4,NA,10,"Privado",NA,"Si",NA
"150108","073",5,NA,NA,NA,NA,NA,NA,NA,4,NA,8,"Privado",NA,"Si",NA
"150108","074",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150108","082",1,NA,0,0,25,NA,NA,NA,4,NA,6,"Estatal",NA,"Si",NA
"150108","088",1,48,162,50,120,NA,NA,NA,4,NA,5,"Estatal",NA,"Si",NA
