Año,Mes,Aeropuerto,Infraestructura,IT,NPI,NPN,TUUAN_VER,TUUAN,TUUAI_VER,TUUAI,IRAD_VER,IRAD,AADM_VER,AADM,ADEP_VER,ADEP,ALC_VER,ALC,AOOA_VER,AOOA,ADAH_VER,ADAH,AEHE_VER,AEHE,IREA_VER,IREA,IRIF_VER,IRIF,IRR_VER,IRR,NP
2020,Junio,Juliaca,Aeropuertos Andinos del Perú S.A.,5586.42,0,477,Si,560.3299999999999,No,0,Si,1283.75,No,0,No,0,No,0,No,0,No,0,No,0,Si,375.62,No,0,Si,76.43,477
2020,Junio,Lima,Aeropuertos Andinos del Perú S.A.,0,0,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,0
2020,Junio,Lima,Aeropuertos del Perú S.A.,1920101.46,0,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Si,96280.97,Si,1823820.49,0
2020,Junio,Lima,Lima Airport Partners S.R.L.,4145142.4,0,2395,Si,736411.69,Si,75.73,Si,469226.35,No,0,No,0,No,0,No,0,No,0,No,0,Si,664944.91,No,0,No,0,2395
2020,Junio,Pisco,Aeropuertos del Perú S.A.,7935.799999999999,0,44,No,0,Si,66.05,Si,1415.29,No,0,No,0,No,0,Si,115.08,Si,392.04,No,0,Si,254.44,No,0,Si,218.85000000000002,44
2020,Junio,Piura,Aeropuertos del Perú S.A.,14698.45,4,12,Si,38,No,0,Si,3027.53,No,0,No,0,Si,240.43,No,0,Si,948.9399999999999,Si,675.3199999999999,Si,74.47,No,0,Si,2920.01,16
2020,Junio,Pucallpa,Aeropuertos del Perú S.A.,21803.579999999998,0,766,Si,1678.05,Si,1044.24,Si,4588.71,No,0,No,0,Si,215.64,Si,454.45,Si,2463.62,No,0,Si,2688.9,No,0,Si,1263.6699999999998,766
2020,Junio,Puerto Maldonado,Aeropuertos Andinos del Perú S.A.,2522.65,0,260,Si,383.15000000000003,No,0,Si,194.13,No,0,No,0,No,0,No,0,No,0,Si,674.52,No,0,No,0,Si,904.2900000000001,260
2020,Junio,Tacna,Aeropuertos Andinos del Perú S.A.,13899.97,0,209,Si,288.40999999999997,No,0,Si,1396.94,No,0,No,0,No,0,No,0,No,0,No,0,Si,222.31,No,0,Si,135.97,209
2020,Junio,Talara,Aeropuertos del Perú S.A.,2689.7300000000005,0,0,No,0,No,0,Si,17.479999999999997,No,0,No,0,Si,-130.68,No,0,No,0,No,0,Si,117.63,No,0,Si,-5.1,0
2020,Junio,Tarapoto,Aeropuertos del Perú S.A.,21538.63,0,301,Si,792,No,0,Si,7016.02,No,0,No,0,Si,365.96,Si,736.55,Si,146.51,Si,3246.22,Si,279.5,No,0,Si,1381.02,301
2020,Junio,Trujillo,Aeropuertos del Perú S.A.,19668.920000000002,0,366,Si,935.55,No,0,Si,3923.21,No,0,No,0,Si,-316.5,Si,312.69,Si,3742.3500000000004,No,0,Si,248.47,No,0,Si,1807.72,366
2020,Junio,Tumbes,Aeropuertos del Perú S.A.,6921.63,0,25,Si,68,No,0,Si,216.1,No,0,No,0,Si,22.66,No,0,No,0,No,0,Si,0.21000000000000002,No,0,Si,394.69,25
2020,Julio,Andahuaylas,Aeropuertos Andinos del Perú S.A.,0,0,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,0
2020,Julio,Arequipa,Aeropuertos Andinos del Perú S.A.,32248.6,0,2389,Si,5390.57,No,0,Si,8078.7,No,0,Si,972.81,No,0,No,0,No,0,Si,6182.68,Si,231.07,No,0,Si,1304.08,2389
2020,Julio,Ayacucho,Aeropuertos Andinos del Perú S.A.,24454.62,0,1430,Si,2504.96,No,0,Si,2385.21,No,0,No,0,No,0,No,0,No,0,No,0,Si,5872.9,No,0,Si,556.11,1430
2020,Julio,Cajamarca,Aeropuertos del Perú S.A.,14364.359999999999,0,2590,Si,5014.2,No,0,Si,2505.04,No,0,No,0,No,0,Si,515.53,Si,1205.83,No,0,Si,53.86,No,0,Si,1141.82,2590
2020,Julio,Chachapoyas,Aeropuertos del Perú S.A.,1260.33,0,356,Si,548,No,0,Si,108.8,No,0,No,0,No,0,Si,241.62,No,0,No,0,Si,0.07,No,0,Si,109.96000000000001,356
2020,Julio,Chiclayo,Aeropuertos del Perú S.A.,97941.48,0,5754,Si,13290.5,No,0,Si,7992.21,No,0,No,0,Si,1061.8799999999999,Si,426.2,Si,910.31,No,0,Si,58.620000000000005,No,0,Si,65809.56,5754
2020,Julio,Huaraz-Anta,Aeropuertos del Perú S.A.,185.99,0,0,Si,124,No,0,Si,32.86,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,0
2020,Julio,Iquitos,Aeropuertos del Perú S.A.,141471.24,0,18934,Si,42495.75,No,0,Si,31037.34,No,0,No,0,Si,-100.93,Si,1427.6299999999999,Si,18401.16,No,0,Si,1433.47,No,0,Si,7846.18,18934
2020,Julio,Juliaca,Aeropuertos Andinos del Perú S.A.,17549.95,0,4749,Si,8952.75,No,0,Si,3871.75,No,0,No,0,Si,-1135.5,No,0,No,0,No,0,Si,312.40999999999997,No,0,Si,324.74,4749
2020,Julio,Lima,Aeropuertos Andinos del Perú S.A.,2004.46,0,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Si,2004.46,No,0,0
2020,Julio,Lima,Aeropuertos del Perú S.A.,1595388.96,0,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Si,85417.23999999999,Si,1509971.72,0
2020,Julio,Lima,Lima Airport Partners S.R.L.,4077098.69,3,71869,Si,363801,No,0,Si,524826.43,No,0,No,0,No,0,No,0,No,0,No,0,Si,227919.7,No,0,No,0,71872
2020,Julio,Pisco,Aeropuertos del Perú S.A.,6125.09,0,9,Si,62.08,Si,118.89,Si,1630.54,No,0,No,0,No,0,Si,-404.64000000000004,Si,-842.99,No,0,Si,272.24,No,0,Si,-305.02,9
2020,Julio,Piura,Aeropuertos del Perú S.A.,48463.64,3,7372,Si,16496.75,No,0,Si,7267.360000000001,No,0,No,0,Si,-300.46999999999997,Si,323.40999999999997,Si,2792.3700000000003,Si,225.10999999999999,Si,12.18,No,0,Si,13803.140000000001,7375
2020,Julio,Pucallpa,Aeropuertos del Perú S.A.,48341.51,0,6860,Si,15424.2,No,0,Si,11319.130000000001,No,0,No,0,Si,-999.2800000000001,Si,688.93,Si,5930.22,No,0,Si,1777.12,No,0,Si,1633.23,6860
2020,Julio,Puerto Maldonado,Aeropuertos Andinos del Perú S.A.,14470.099999999999,0,0,No,0,No,0,Si,894.31,No,0,No,0,No,0,No,0,No,0,No,0,Si,20.85,No,0,Si,1511.28,0
2020,Julio,Tacna,Aeropuertos Andinos del Perú S.A.,23888.05,0,2419,Si,4004.62,No,0,Si,3555.98,No,0,No,0,No,0,No,0,No,0,Si,449.68,Si,286.95,No,0,Si,584.54,2419
2020,Julio,Talara,Aeropuertos del Perú S.A.,7503.0199999999995,0,1484,Si,2959.2,No,0,Si,569.14,No,0,No,0,Si,21.18,Si,92.55,Si,698.2700000000001,No,0,Si,1.03,No,0,Si,1440.24,1484
2020,Julio,Tarapoto,Aeropuertos del Perú S.A.,14455.84,0,223,Si,598.9499999999999,No,0,Si,2764.22,No,0,No,0,Si,268.46,Si,736.55,Si,143,Si,837.2900000000001,Si,2658.8500000000004,No,0,Si,1596.61,223
2020,Julio,Trujillo,Aeropuertos del Perú S.A.,36296.73,0,3933,Si,9845.55,No,0,Si,6585.85,No,0,No,0,No,0,Si,542.7700000000001,Si,4960.08,No,0,Si,858,No,0,Si,2890.27,3933
2020,Julio,Tumbes,Aeropuertos del Perú S.A.,578137.38,0,1255,Si,2444,No,0,Si,611.38,No,0,No,0,No,0,Si,163.04,Si,708.41,No,0,Si,5.73,No,0,Si,574293.21,1255
2020,Agosto,Andahuaylas,Aeropuertos Andinos del Perú S.A.,0,0,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,0
2020,Agosto,Arequipa,Aeropuertos Andinos del Perú S.A.,60676.549999999996,0,2321,Si,4692.610000000001,No,0,Si,14782.349999999999,No,0,Si,-1570.83,No,0,No,0,No,0,Si,26992.6,Si,353.26,No,0,Si,408.85,2321
2020,Agosto,Ayacucho,Aeropuertos Andinos del Perú S.A.,25912.15,0,1507,Si,3217.72,No,0,Si,2735.4900000000002,No,0,No,0,Si,20.97,No,0,No,0,Si,5508.469999999999,Si,1265.79,No,0,Si,259.13,1507
2020,Agosto,Cajamarca,Aeropuertos del Perú S.A.,7959.51,0,317,Si,563.07,No,0,Si,1237.34,No,0,No,0,Si,-835.15,Si,867.8299999999999,Si,9.229999999999999,No,0,Si,425.96,No,0,Si,697.9399999999999,317
2020,Agosto,Chachapoyas,Aeropuertos del Perú S.A.,1830.49,0,602,Si,1004,No,0,Si,172.08,No,0,No,0,No,0,Si,241.62,No,0,No,0,Si,16.810000000000002,No,0,Si,109.96000000000001,602
2020,Agosto,Chiclayo,Aeropuertos del Perú S.A.,666343.66,0,11761,Si,26704.5,No,0,Si,11259.1,No,0,Si,847.61,Si,1494.41,Si,708.93,Si,1834.61,No,0,Si,62.849999999999994,No,0,Si,608406.23,11761
2020,Agosto,Huaraz-Anta,Aeropuertos del Perú S.A.,352.23,0,76,Si,152,No,0,Si,42.96,No,0,No,0,No,0,No,0,No,0,No,0,Si,2.92,No,0,No,0,76
2020,Agosto,Iquitos,Aeropuertos del Perú S.A.,194664.56,1,34672,Si,75903.3,Si,13.739999999999998,Si,42602.44,No,0,No,0,Si,-2228.54,Si,1999.59,Si,24324.88,No,0,Si,5471.92,No,0,Si,8357.41,34673
2020,Agosto,Juliaca,Aeropuertos Andinos del Perú S.A.,23203.66,0,1907,Si,3295.9300000000003,No,0,Si,2889.06,No,0,Si,758.7,Si,77,No,0,No,0,Si,7194.58,Si,393.56,No,0,Si,158.8,1907
2020,Agosto,Lima,Aeropuertos Andinos del Perú S.A.,1018.66,0,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Si,1018.66,No,0,0
2020,Agosto,Lima,Aeropuertos del Perú S.A.,1379314.92,0,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Si,137732,Si,1241582.92,0
2020,Agosto,Lima,Lima Airport Partners S.R.L.,4336465.96,8187,95200,Si,486253.31,Si,130528.36,Si,531995.69,No,0,No,0,No,0,No,0,No,0,No,0,Si,276352.41000000003,No,0,No,0,103387
2020,Agosto,Pisco,Aeropuertos del Perú S.A.,8256.29,0,4,Si,7.76,No,0,Si,931.9499999999999,No,0,No,0,No,0,No,0,Si,183.73999999999998,No,0,Si,389.67,No,0,Si,135.72,4
2020,Agosto,Piura,Aeropuertos del Perú S.A.,76303.58,6,15659,Si,35981.25,Si,79.26,Si,14209.859999999999,No,0,Si,916.8299999999999,Si,-873.8499999999999,Si,589.75,Si,4476.6500000000005,Si,562.7700000000001,Si,24.39,No,0,Si,9269.99,15665
2020,Agosto,Pucallpa,Aeropuertos del Perú S.A.,87776.85,0,16744,Si,39337.65,No,0,Si,21217.149999999998,No,0,No,0,Si,-656.06,Si,882.05,Si,5881.88,No,0,Si,2023.82,No,0,Si,1858.1899999999998,16744
2020,Agosto,Puerto Maldonado,Aeropuertos Andinos del Perú S.A.,10271.710000000001,0,29,Si,28.84,No,0,Si,1745.61,No,0,No,0,No,0,No,0,No,0,Si,2810.38,Si,47.53,No,0,Si,769.54,29
2020,Agosto,Tacna,Aeropuertos Andinos del Perú S.A.,34250.66,0,1074,Si,1709.79,No,0,Si,2920.53,No,0,Si,451.61,No,0,No,0,No,0,Si,11016.69,Si,317.91999999999996,No,0,Si,208.49,1074
2020,Agosto,Talara,Aeropuertos del Perú S.A.,18926.75,0,4062,Si,7948.74,No,0,Si,1742.02,No,0,No,0,Si,183.78,Si,168.76,Si,1501.6499999999999,No,0,Si,57.120000000000005,No,0,Si,1817.26,4062
2020,Agosto,Tarapoto,Aeropuertos del Perú S.A.,10138.47,0,281,Si,648.4499999999999,No,0,Si,1601.27,No,0,No,0,Si,-273.07,Si,736.55,Si,-8.84,Si,459.82,Si,133.66,No,0,Si,1692.06,281
2020,Agosto,Trujillo,Aeropuertos del Perú S.A.,465689.24,0,7379,Si,18844.649999999998,No,0,Si,9740.869999999999,No,0,Si,582.8599999999999,Si,594.3499999999999,Si,732.25,Si,6179.84,No,0,Si,437.52,No,0,Si,411446.32,7379
2020,Agosto,Tumbes,Aeropuertos del Perú S.A.,21398.69,0,3106,Si,6176,No,0,Si,1482.34,No,0,Si,111.97,Si,427.27,Si,297.31,Si,1269.05,Si,96.27,Si,4.44,No,0,Si,3761.4900000000002,3106
2020,Setiembre,Andahuaylas,Aeropuertos Andinos del Perú S.A.,0,0,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,0
2020,Setiembre,Arequipa,Aeropuertos Andinos del Perú S.A.,161259.9,0,25953,Si,66532.97,No,0,Si,26219.45,No,0,Si,9917.77,Si,-923.25,No,0,No,0,Si,4222.320000000001,Si,186.75,No,0,Si,1051.27,25953
2020,Setiembre,Ayacucho,Aeropuertos Andinos del Perú S.A.,16567.75,0,83,Si,304.88,No,0,Si,1379.11,No,0,No,0,Si,25.810000000000002,No,0,No,0,Si,1686.23,Si,409.18,No,0,Si,260.96999999999997,83
2020,Setiembre,Cajamarca,Aeropuertos del Perú S.A.,8626.25,0,565,Si,1072.71,No,0,Si,1243.1,No,0,No,0,Si,-104.06,Si,867.8299999999999,Si,-86.61999999999999,No,0,Si,17.75,No,0,Si,715.49,565
2020,Setiembre,Chachapoyas,Aeropuertos del Perú S.A.,675.25,0,28,Si,68,No,0,Si,42.96,No,0,No,0,No,0,Si,241.62,No,0,No,0,Si,3.57,No,0,Si,109.96000000000001,28
2020,Setiembre,Chiclayo,Aeropuertos del Perú S.A.,4327674,0,16000,Si,39016.5,No,0,Si,15107.88,No,0,Si,1098.52,Si,-1870.91,Si,708.93,Si,1656.82,No,0,Si,195,No,0,Si,4257003.38,16000
2020,Setiembre,Huaraz-Anta,Aeropuertos del Perú S.A.,148.21,0,112,Si,220,No,0,Si,19.18,No,0,No,0,No,0,No,0,No,0,No,0,Si,0.14,No,0,No,0,112
2020,Setiembre,Iquitos,Aeropuertos del Perú S.A.,216647.66999999998,0,38204,Si,89991,No,0,Si,45270.09,No,0,No,0,Si,-696.9,Si,1999.59,Si,24278.91,No,0,Si,2025.6699999999998,No,0,Si,8546.68,38204
2020,Setiembre,Juliaca,Aeropuertos Andinos del Perú S.A.,11757.359999999999,0,967,Si,1248.36,Si,356.28,Si,2273.61,No,0,Si,-371.61,Si,-903.47,No,0,No,0,Si,1911.06,Si,359.9,No,0,Si,115.64999999999999,967
2020,Setiembre,Lima,Aeropuertos Andinos del Perú S.A.,722.88,0,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Si,722.88,No,0,0
2020,Setiembre,Lima,Aeropuertos del Perú S.A.,3226828.06,0,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Si,-9303.8,Si,3236131.86,0
2020,Setiembre,Lima,Lima Airport Partners S.R.L.,5404718.41,14322,146574,Si,748941.87,Si,188193.72,Si,603837.1699999999,No,0,No,0,No,0,No,0,No,0,No,0,Si,260467.27000000002,No,0,No,0,160896
2020,Setiembre,Pisco,Aeropuertos del Perú S.A.,8769.869999999999,0,4,Si,7.76,No,0,Si,932.52,No,0,No,0,No,0,No,0,Si,380.41999999999996,No,0,Si,584.1700000000001,No,0,Si,142.18,4
2020,Setiembre,Piura,Aeropuertos del Perú S.A.,83573.11,23,18106,Si,42697.75,Si,105.67999999999999,Si,16325.33,No,0,Si,1439.72,Si,1159.76,Si,589.75,Si,3618.9300000000003,Si,225.10999999999999,Si,24.2,No,0,Si,3757,18129
2020,Setiembre,Pucallpa,Aeropuertos del Perú S.A.,120792.68000000001,0,23363,Si,58573.350000000006,No,0,Si,26843.18,No,0,Si,200.17,Si,-61.77,Si,882.05,Si,11487.07,No,0,Si,2290.29,No,0,Si,2435.23,23363
2020,Setiembre,Puerto Maldonado,Aeropuertos Andinos del Perú S.A.,8743.25,0,1,No,0,No,0,Si,482.01,No,0,No,0,Si,-340.64000000000004,No,0,No,0,Si,1911.06,Si,14.65,No,0,Si,812.8399999999999,1
2020,Setiembre,Tacna,Aeropuertos Andinos del Perú S.A.,21649.77,0,444,Si,655.07,No,0,Si,2266.7799999999997,No,0,Si,-180.64,No,0,No,0,No,0,Si,1461.4,Si,292.56,No,0,Si,217.92000000000002,444
2020,Setiembre,Talara,Aeropuertos del Perú S.A.,24962.35,0,6649,Si,12884.849999999999,No,0,Si,2763.65,No,0,Si,350.3,Si,143.31,Si,168.76,Si,1481.97,Si,356.88,Si,0.69,No,0,Si,1598.6499999999999,6649
2020,Setiembre,Tarapoto,Aeropuertos del Perú S.A.,75485.99,0,15984,Si,36867.6,No,0,Si,17616.260000000002,No,0,Si,290.64000000000004,Si,-3666.55,Si,1366.4,Si,3643.79,Si,96.08,Si,501.54,No,0,Si,3609.48,15984
2020,Setiembre,Trujillo,Aeropuertos del Perú S.A.,39037.14,25,2579,Si,6578.55,Si,96.17999999999999,Si,5176.1,No,0,Si,200.17,Si,262.67,Si,732.25,Si,3913.38,Si,22.51,Si,4537.14,No,0,Si,5906.820000000001,2604
2020,Setiembre,Tumbes,Aeropuertos del Perú S.A.,26826.09,0,6035,Si,11724,No,0,Si,2572.36,No,0,Si,347.1,Si,767.63,Si,297.31,Si,1219.25,Si,385.56,Si,3.68,No,0,Si,1399.59,6035
2020,Octubre,Andahuaylas,Aeropuertos Andinos del Perú S.A.,0,0,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,0
2020,Octubre,Arequipa,Aeropuertos Andinos del Perú S.A.,275302.12,221,42904,Si,110107.79,Si,1260.4,Si,44108.46,No,0,Si,7948.89,Si,4059.3,Si,2919.64,No,0,Si,11611.34,Si,82.21000000000001,No,0,Si,1177.37,43125
2020,Octubre,Ayacucho,Aeropuertos Andinos del Perú S.A.,54985.44,0,4076,Si,8252.369999999999,No,0,Si,2001.71,Si,6790.98,No,0,Si,17.75,Si,1554,No,0,Si,6070.42,Si,7658.1900000000005,No,0,Si,297.98999999999995,4076
2020,Octubre,Cajamarca,Aeropuertos del Perú S.A.,35673.51,0,9058,Si,18273.06,No,0,Si,4504.04,No,0,Si,731,Si,546.53,Si,867.8299999999999,Si,1664.98,No,0,Si,12.47,No,0,Si,1971.3799999999999,9058
2020,Octubre,Chachapoyas,Aeropuertos del Perú S.A.,1760.75,0,386,Si,892,No,0,Si,162.23999999999998,No,0,No,0,No,0,Si,241.62,No,0,No,0,Si,3.15,No,0,Si,109.96000000000001,386
2020,Octubre,Chiclayo,Aeropuertos del Perú S.A.,141582.16999999998,0,19586,Si,46678.25,No,0,Si,18047.51,No,0,Si,1223.37,Si,1694.45,Si,708.93,Si,1818.04,No,0,Si,329.64000000000004,No,0,Si,53953.219999999994,19586
2020,Octubre,Huaraz-Anta,Aeropuertos del Perú S.A.,225.1,0,75,Si,156,No,0,Si,68.26,No,0,No,0,No,0,No,0,No,0,No,0,Si,0.8400000000000001,No,0,No,0,75
2020,Octubre,Iquitos,Aeropuertos del Perú S.A.,286709.93,1,51689,Si,130526.55,Si,27.479999999999997,Si,64659.159999999996,No,0,No,0,Si,1191.6,Si,2301.72,Si,24257.89,No,0,Si,1891.6399999999999,No,0,Si,8675.9,51690
2020,Octubre,Juliaca,Aeropuertos Andinos del Perú S.A.,52237.38,0,12788,Si,22239.75,No,0,Si,5299.25,No,0,Si,400,Si,214.32000000000002,Si,2320.08,No,0,Si,337.25,Si,152.4,No,0,Si,152.91,12788
2020,Octubre,Lima,Aeropuertos Andinos del Perú S.A.,0,0,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,0
2020,Octubre,Lima,Aeropuertos del Perú S.A.,760946.02,0,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Si,62034.65,Si,698911.37,0
2020,Octubre,Lima,Lima Airport Partners S.R.L.,7681661,33300,311874,Si,1558778,Si,399726,Si,844906.7699999999,No,0,No,0,No,0,No,0,No,0,No,0,Si,242797.68,No,0,No,0,345174
2020,Octubre,Pisco,Aeropuertos del Perú S.A.,146108.01,0,6,Si,11.639999999999999,Si,250.99,Si,1273.31,No,0,Si,56.56,No,0,Si,131.84,Si,3782.7599999999998,No,0,Si,303.35,No,0,Si,131104.5,6
2020,Octubre,Piura,Aeropuertos del Perú S.A.,115692.31999999999,30,27438,Si,64011,Si,211.36,Si,22192.03,No,0,Si,1805.8899999999999,Si,1744.3,Si,589.75,Si,3842.62,Si,1913.4,Si,46.349999999999994,No,0,Si,3740.2599999999998,27468
2020,Octubre,Pucallpa,Aeropuertos del Perú S.A.,148964.47,0,30946,Si,77388.3,No,0,Si,35993.82,No,0,Si,99.59,Si,1320.95,Si,882.05,Si,7127.95,No,0,Si,1950,No,0,Si,2762.32,30946
2020,Octubre,Puerto Maldonado,Aeropuertos Andinos del Perú S.A.,43695.76,0,7775,Si,15293.4,No,0,Si,2832.71,No,0,No,0,No,0,Si,1035.75,No,0,Si,224.83,Si,135.70999999999998,No,0,Si,456.07,7775
2020,Octubre,Tacna,Aeropuertos Andinos del Perú S.A.,65652.86,0,9766,Si,20620.57,No,0,Si,5665.91,No,0,Si,480,No,0,Si,1588.1499999999999,No,0,Si,1457.28,Si,611.2700000000001,No,0,Si,298.36,9766
2020,Octubre,Talara,Aeropuertos del Perú S.A.,44663.19,0,14056,Si,27972.66,No,0,Si,5450.02,No,0,Si,248.97,Si,119.86,Si,168.76,Si,1482.99,No,0,Si,8.44,No,0,Si,1921.3,14056
2020,Octubre,Tarapoto,Aeropuertos del Perú S.A.,141680.49000000002,0,31447,Si,75502.35,No,0,Si,34497.450000000004,No,0,Si,289.2,Si,323.25,Si,1582.6699999999998,Si,3653.18,No,0,Si,327.08,No,0,Si,5097.320000000001,31447
2020,Octubre,Trujillo,Aeropuertos del Perú S.A.,76704.43000000001,753,11495,Si,28832.3,Si,4561.68,Si,13986.640000000001,No,0,Si,1070.06,Si,671.59,Si,732.25,Si,5541.17,No,0,Si,325.78,No,0,Si,3841.01,12248
2020,Octubre,Tumbes,Aeropuertos del Perú S.A.,43427.09,13,12636,Si,24836,Si,82.44000000000001,Si,5568.22,No,0,Si,282.34000000000003,Si,805.2900000000001,Si,297.31,Si,1266.22,No,0,Si,2.55,No,0,Si,1531.85,12649
2020,Noviembre,Andahuaylas,Aeropuertos Andinos del Perú S.A.,0,0,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,0
2020,Noviembre,Arequipa,Aeropuertos Andinos del Perú S.A.,347961.74,544,56553,Si,145822.05,Si,3329.1,Si,58888.04,No,0,Si,10826.93,Si,5222.83,Si,3525.32,No,0,Si,1344.83,Si,698.57,No,0,Si,1153.79,57097
2020,Noviembre,Ayacucho,Aeropuertos Andinos del Perú S.A.,69612.71,0,7883,Si,16125.65,No,0,Si,6944.76,Si,9225.08,No,0,Si,158.48000000000002,Si,2082.3500000000004,No,0,Si,4833.85,Si,-3984.82,No,0,Si,350.78,7883
2020,Noviembre,Cajamarca,Aeropuertos del Perú S.A.,48570.29,0,13049,Si,27430.14,No,0,Si,6574.22,No,0,Si,1278.48,Si,222.29,Si,867.8299999999999,Si,1635.32,No,0,Si,11.350000000000001,No,0,Si,2387.73,13049
2020,Noviembre,Chachapoyas,Aeropuertos del Perú S.A.,2028.67,0,475,Si,1176,No,0,Si,234.3,No,0,No,0,No,0,Si,241.62,No,0,No,0,No,0,No,0,Si,109.96000000000001,475
2020,Noviembre,Chiclayo,Aeropuertos del Perú S.A.,129427.53,0,28665,Si,70124.25,No,0,Si,25891.980000000003,No,0,Si,2161.9,Si,1871.3799999999999,Si,708.93,Si,1785.6499999999999,No,0,Si,764.7,No,0,Si,9282.6,28665
2020,Noviembre,Huaraz-Anta,Aeropuertos del Perú S.A.,173.7,0,78,Si,160,No,0,Si,13.7,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,78
2020,Noviembre,Iquitos,Aeropuertos del Perú S.A.,328117.93,50,60352,Si,154157.84999999998,Si,343.5,Si,69251.38,No,0,No,0,Si,2362.44,Si,2288.21,Si,27723.77,No,0,Si,1688.1899999999998,No,0,Si,13987.16,60402
2020,Noviembre,Juliaca,Aeropuertos Andinos del Perú S.A.,95741.05,0,20867,Si,44739.08,No,0,Si,9969.84,No,0,Si,1237.03,Si,1021.02,Si,3286.7799999999997,No,0,No,0,Si,166.57,No,0,Si,189.36,20867
2020,Noviembre,Lima,Aeropuertos Andinos del Perú S.A.,0,0,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,0
2020,Noviembre,Lima,Aeropuertos del Perú S.A.,636804.02,0,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Si,61114.96,Si,575689.06,0
2020,Noviembre,Lima,Lima Airport Partners S.R.L.,10130125.7,90630,438627,Si,2101440.14,Si,1149123.46,Si,1150014.56,No,0,No,0,No,0,No,0,No,0,No,0,Si,280904.91000000003,No,0,No,0,529257
2020,Noviembre,Pisco,Aeropuertos del Perú S.A.,14951.14,8,7,Si,50.44,Si,158.52,Si,1810.3799999999999,No,0,Si,114.25,No,0,Si,131.84,Si,3347.42,No,0,Si,195.37,No,0,Si,1352.1699999999998,15
2020,Noviembre,Piura,Aeropuertos del Perú S.A.,178004.36000000002,20,43992,Si,103963.25,Si,145.31,Si,35795,No,0,Si,1980.02,Si,2236.1,Si,589.75,Si,3774.12,Si,1913.4,Si,54.2,No,0,Si,8516.230000000001,44012
2020,Noviembre,Pucallpa,Aeropuertos del Perú S.A.,163043.84,117,32680,Si,80491.95,No,0,Si,37654.18,No,0,Si,99.75,Si,1613.77,Si,882.05,Si,11329.03,No,0,Si,1473.45,No,0,Si,6687.68,32797
2020,Noviembre,Puerto Maldonado,Aeropuertos Andinos del Perú S.A.,70353.76,13,11265,Si,23492.25,No,0,Si,6208.55,No,0,Si,632.22,Si,10.17,Si,2043.8799999999999,No,0,Si,3035.21,Si,180.16,No,0,Si,490.96,11278
2020,Noviembre,Tacna,Aeropuertos Andinos del Perú S.A.,85260.14,0,14440,Si,31035.93,No,0,Si,8118.55,No,0,Si,1839.06,Si,-1588.6599999999999,Si,1588.1399999999999,No,0,Si,1011.74,Si,445.88,No,0,Si,336.21999999999997,14440
2020,Noviembre,Talara,Aeropuertos del Perú S.A.,60098.09999999999,0,18145,Si,37203.719999999994,No,0,Si,7009.58,No,0,Si,299.25,Si,134.6,Si,168.76,Si,1456.56,Si,3232.4700000000003,Si,2.84,No,0,Si,2928.55,18145
2020,Noviembre,Tarapoto,Aeropuertos del Perú S.A.,183350.71,0,40051,Si,100465.2,No,0,Si,41221.09,No,0,Si,386.22999999999996,Si,1422.1499999999999,Si,1645.76,Si,3588.06,Si,1537.28,Si,616.9399999999999,No,0,Si,9788.33,40051
2020,Noviembre,Trujillo,Aeropuertos del Perú S.A.,109104.77,1271,18028,Si,45817.2,Si,5921.94,Si,23189.54,No,0,Si,1722.51,Si,1080.94,Si,732.25,Si,5884.13,No,0,Si,855.24,No,0,Si,5362.1500000000005,19299
