Año,Mes,Periodo,Infraestructura,Aeropuerto,Tipo Ingreso,Rubro Ingreso,Importe por Servicios
2019,Julio,201907,AAP,No precisa,INGRESO REGULADOS,ALQUILER COUNTERS,"3,412.71"
2019,Julio,201907,AAP,No precisa,INGRESO REGULADOS,ALQUILER OFICINAS OPERACIONES AEROLÍNEAS,"3,298.47"
2019,Julio,201907,AAP,No precisa,INGRESO REGULADOS,ALQUILER AREAS DE MANTENIMIENTO,"2,206.85"
2019,Julio,201907,AAP,No precisa,INGRESO REGULADOS,INSTALACIONES OPERADORES DE RAMPA,"6,777.18"
2019,Julio,201907,AAP,No precisa,INGRESO REGULADOS,OTROS ALQUILERES PARA AEROLÍNEAS,"8,833.14"
2019,Julio,201907,AAP,No precisa,INGRESO REGULADOS,SERVICIO DE EMBARQUE Y DESEMBARQUE A TRAVES DE MANGAS,"8,339.23"
2019,Julio,201907,AAP,No precisa,INGRESO NO REGULADOS,USO INSTALACIONES DE CARGA,0.00
2019,Julio,201907,AAP,No precisa,INGRESO NO REGULADOS,OTROS (ESPECIFICAR),"66,659.72"
2019,Julio,201907,AAP,No precisa,INGRESO NO REGULADOS,PLAYA DE ESTACIONAMIENTO VEHICULAR,0.00
2019,Julio,201907,AAP,No precisa,INGRESO NO REGULADOS,ALQUILER LOCALES COMERCIALES,"60,609.67"
2019,Julio,201907,AAP,No precisa,INGRESO NO REGULADOS,ALQUILER DE ALMACÉN DE CARGA PARA LÍNEAS AÉREAS,"29,445.15"
2019,Julio,201907,AAP,No precisa,INGRESO NO REGULADOS,ALQUILER DE ESPACIOS PUBLICITARIOS,"82,976.52"
2019,Julio,201907,AAP,No precisa,INGRESO NO REGULADOS,OPERADOR DE BASE FIJA - FBO,0.00
2019,Julio,201907,AAP,No precisa,INGRESO NO REGULADOS,OTROS ALQUILERES,"114,634.04"
2019,Julio,201907,AAP,No precisa,INGRESO NO REGULADOS,PLAYA DE ESTACIONAMIENTO ABONADOS,"30,178.16"
2019,Julio,201907,AAP,No precisa,INGRESO NO REGULADOS,ALQUILER DE HANGAR,0.00
2019,Julio,201907,AAP,No precisa,INGRESO NO REGULADOS,PRODUCCIÓN COMERCIAL- PUBLICIDAD,0.00
2019,Julio,201907,AAP,No precisa,INGRESO NO REGULADOS,SALAS VIP,"52,353.80"
2019,Julio,201907,AAP,No precisa,REEMBOLSOS,ATERRIZAJE Y DESPEGUE,0.00
2019,Julio,201907,AAP,No precisa,REEMBOLSOS,ESTACIONAMIENTO AERONAVES,"2,897.36"
2019,Julio,201907,AAP,No precisa,REEMBOLSOS,INGRESOS FINANCIEROS,238.86
2019,Julio,201907,AAP,No precisa,REEMBOLSOS,ALQUILER DE EQUIPOS DE RAMPA,0.00
2019,Julio,201907,AAP,No precisa,REEMBOLSOS,REEMBOLSOS,"9,728.35"
2019,Julio,201907,AAP,No precisa,REEMBOLSOS,INGRESOS EXCEPCIONALES,0.00
2019,Julio,-,-,-,-,-,0.00
2019,Agosto,201908,LAP,Lima,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,"3,874,099.52"
2019,Agosto,201908,LAP,Lima,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,"321,430.80"
2019,Agosto,201908,LAP,Lima,INGRESO REGULADOS,T U U A NACIONAL,"6,078,645.00"
2019,Agosto,201908,LAP,Lima,INGRESO REGULADOS,T U U A INTERNACIONAL,"10,422,378.00"
2019,Agosto,201908,LAP,Lima,INGRESO REGULADOS,SERVICIOS DE RAMPA,"1,021,722.85"
2019,Agosto,201908,LAP,Lima,INGRESO REGULADOS,USO INSTALACIONES DE CARGA,"553,457.58"
2019,Agosto,201908,LAP,Lima,INGRESO REGULADOS,PUENTE DE EMBARQUE,"1,548,129.44"
2019,Agosto,201908,LAP,Lima,INGRESO REGULADOS,OFICINAS OPERATIVAS,"43,724.94"
2019,Agosto,201908,LAP,Lima,INGRESO REGULADOS,OFICINAS AERA GRIS,"11,232.87"
2019,Agosto,201908,LAP,Lima,INGRESO REGULADOS,MOSTRADORES CHECK IN,"43,501.88"
2019,Agosto,201908,LAP,Lima,INGRESO REGULADOS,EQUIPAJE REZAGADO,"1,222.30"
2019,Agosto,201908,LAP,Lima,INGRESO REGULADOS,ÁREAS DE MANTENIMIENTO,"5,664.82"
2019,Agosto,201908,LAP,Lima,INGRESO REGULADOS,ALQUILER ESPACIO PARA EQUIPOS DE RAMPA,0.00
2019,Agosto,201908,LAP,Lima,INGRESO REGULADOS,DESPACHO DE COMBUSTIBLE,"2,553,272.79"
2019,Agosto,201908,LAP,Lima,INGRESO REGULADOS,ESTACIONAMIENTO VEHICULAR,"607,356.56"
2019,Agosto,201908,LAP,Lima,INGRESO NO REGULADOS,INGRESOS NO REGULADOS,"25,529,366.65"
2019,Agosto,201908,COR,No precisa,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,"256,756.91"
2019,Agosto,201908,COR,No precisa,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,"3,366.75"
2019,Agosto,201908,COR,No precisa,INGRESO REGULADOS,T U U A NACIONAL,"795,434.86"
2019,Agosto,201908,COR,No precisa,INGRESO REGULADOS,T U U A INTERNACIONAL,"68,980.00"
2019,Agosto,201908,COR,No precisa,INGRESO REGULADOS,SERVICIOS DE RAMPA,"61,097.50"
2019,Agosto,201908,COR,No precisa,INGRESO REGULADOS,USO INSTALACIONES DE CARGA,"2,662.60"
2019,Agosto,201908,COR,No precisa,INGRESO REGULADOS,DESPACHO DE COMBUSTIBLE,"29,056.24"
2019,Agosto,201908,COR,No precisa,INGRESO REGULADOS,ATENCIÓN EN HORAS EXTRAS,"104,631.34"
2019,Agosto,201908,COR,No precisa,INGRESO REGULADOS,ALQUILER COUNTERS,"15,157.98"
2019,Agosto,201908,COR,No precisa,INGRESO REGULADOS,ALQUILER OFICINAS OPERACIONES AEROLÍNEAS,"9,268.02"
2019,Agosto,201908,COR,No precisa,INGRESO REGULADOS,ALQUILER AREAS DE MANTENIMIENTO,0.00
2019,Agosto,201908,COR,No precisa,INGRESO REGULADOS,INSTALACIONES OPERADORES DE RAMPA,"8,396.26"
2019,Agosto,201908,COR,No precisa,INGRESO REGULADOS,OTROS ALQUILERES PARA AEROLÍNEAS,0.00
2019,Agosto,201908,COR,No precisa,INGRESO REGULADOS,OTROS (ESPECIFICAR),0.00
2019,Agosto,201908,COR,No precisa,INGRESO NO REGULADOS,USO INSTALACIONES DE CARGA,0.00
2019,Agosto,201908,COR,No precisa,INGRESO NO REGULADOS,PLAYA DE ESTACIONAMIENTO VEHICULAR,"36,799.58"
2019,Agosto,201908,COR,No precisa,INGRESO NO REGULADOS,ALQUILER LOCALES COMERCIALES,"158,585.97"
2019,Agosto,201908,COR,No precisa,INGRESO NO REGULADOS,ALQUILER DE ALMACÉN DE CARGA PARA LÍNEAS AÉREAS,0.00
2019,Agosto,201908,COR,No precisa,INGRESO NO REGULADOS,ALQUILERES DE ALMACEN/HANGAR,"8,604.76"
2019,Agosto,201908,COR,No precisa,INGRESO NO REGULADOS,ALQUILER DE ESPACIOS PUBLICITARIOS,"17,848.00"
2019,Agosto,201908,COR,No precisa,INGRESO NO REGULADOS,ALQUILER DE TERRENOS,"3,564.54"
2019,Agosto,201908,COR,No precisa,INGRESO NO REGULADOS,ALQUILERES DIVERSOS,"13,707.65"
2019,Agosto,201908,COR,No precisa,INGRESO NO REGULADOS,CARGO DE ACCESO ESTACIÓN LINEA CIAS AEREAS,"2,845.19"
2019,Agosto,201908,COR,No precisa,INGRESO NO REGULADOS,OPERADOR DE BASE FIJA - FBO,"10,014.26"
2019,Agosto,201908,COR,No precisa,INGRESO NO REGULADOS,SERVICIO DE EMBARQUE Y DESEMBARQUE A TRAVES DE MANGAS,"35,670.00"
2019,Agosto,201908,COR,No precisa,REEMBOLSOS,INGRESOS FINANCIEROS,0.00
2019,Agosto,201908,COR,No precisa,REEMBOLSOS,ALQUILER DE EQUIPOS DE RAMPA,0.00
2019,Agosto,201908,COR,No precisa,REEMBOLSOS,OTROS REEMBOLSOS (ESPECIFICAR),0.00
2019,Agosto,201908,ADP,No precisa,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,"502,413.00"
2019,Agosto,201908,ADP,No precisa,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,"8,100.00"
2019,Agosto,201908,ADP,No precisa,INGRESO REGULADOS,T U U A NACIONAL,"1,499,486.00"
2019,Agosto,201908,ADP,No precisa,INGRESO REGULADOS,T U U A INTERNACIONAL,"9,584.00"
2019,Agosto,201908,ADP,No precisa,INGRESO REGULADOS,SERVICIOS DE RAMPA,"106,615.00"
2019,Agosto,201908,ADP,No precisa,INGRESO REGULADOS,USO INSTALACIONES DE CARGA,"21,338.00"
2019,Agosto,201908,ADP,No precisa,INGRESO REGULADOS,DESPACHO DE COMBUSTIBLE,"34,121.00"
2019,Agosto,201908,ADP,No precisa,INGRESO REGULADOS,ATENCIÓN EN HORAS EXTRAS,"61,289.00"
2019,Agosto,201908,ADP,No precisa,INGRESO REGULADOS,ALQUILER COUNTERS,"9,531.00"
2019,Agosto,201908,ADP,No precisa,INGRESO REGULADOS,ALQUILER OFICINAS OPERACIONES AEROLÍNEAS,"8,760.00"
2019,Agosto,201908,ADP,No precisa,INGRESO REGULADOS,ALQUILER AREAS DE MANTENIMIENTO,0.00
2019,Agosto,201908,ADP,No precisa,INGRESO REGULADOS,OTROS ALQUILERES PARA AEROLÍNEAS,"7,742.00"
2019,Agosto,201908,ADP,No precisa,INGRESO NO REGULADOS,USO INSTALACIONES DE CARGA,0.00
2019,Agosto,201908,ADP,No precisa,INGRESO NO REGULADOS,PLAYA DE ESTACIONAMIENTO VEHICULAR,"101,741.00"
2019,Agosto,201908,ADP,No precisa,INGRESO NO REGULADOS,ALQUILER LOCALES COMERCIALES,"126,713.00"
2019,Agosto,201908,ADP,No precisa,INGRESO NO REGULADOS,ALQUILER DE ALMACÉN DE CARGA PARA LÍNEAS AÉREAS,0.00
2019,Agosto,201908,ADP,No precisa,INGRESO NO REGULADOS,ALQUILERES DE ALMACEN/HANGAR,"73,856.00"
2019,Agosto,201908,ADP,No precisa,INGRESO NO REGULADOS,ALQUILER DE ESPACIOS PUBLICITARIOS,"63,744.00"
2019,Agosto,201908,ADP,No precisa,INGRESO NO REGULADOS,OPERADOR DE BASE FIJA - FBO,"12,033.00"
2019,Agosto,201908,ADP,No precisa,INGRESO NO REGULADOS,OTROS INGRESOS,"10,955.00"
2019,Agosto,201908,ADP,No precisa,INGRESO NO REGULADOS,OTROS,0.00
2019,Agosto,201908,ADP,No precisa,INGRESO NO REGULADOS,REEMBOLSOS,0.00
2019,Agosto,201908,ADP,No precisa,INGRESO NO REGULADOS,OTROS ALQUILERES,"87,899.00"
2019,Agosto,201908,ADP,No precisa,REEMBOLSOS,INGRESOS FINANCIEROS,"70,601.00"
2019,Agosto,201908,ADP,No precisa,REEMBOLSOS,ALQUILER DE EQUIPOS DE RAMPA,0.00
2019,Agosto,201908,ADP,No precisa,REEMBOLSOS,REEMBOLSOS,"1,066,397.00"
2019,Agosto,201908,AAP,No precisa,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,"223,023.72"
2019,Agosto,201908,AAP,No precisa,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,918.40
2019,Agosto,201908,AAP,No precisa,INGRESO REGULADOS,T U U A NACIONAL,"807,721.49"
2019,Agosto,201908,AAP,No precisa,INGRESO REGULADOS,T U U A INTERNACIONAL,"14,676.51"
2019,Agosto,201908,AAP,No precisa,INGRESO REGULADOS,SERVICIOS DE RAMPA,"52,048.96"
2019,Agosto,201908,AAP,No precisa,INGRESO REGULADOS,USO INSTALACIONES DE CARGA,"7,268.16"
2019,Agosto,201908,AAP,No precisa,INGRESO REGULADOS,DESPACHO DE COMBUSTIBLE,"12,120.42"
2019,Agosto,201908,AAP,No precisa,INGRESO REGULADOS,ATENCIÓN EN HORAS EXTRAS,"37,744.56"
2019,Agosto,201908,AAP,No precisa,INGRESO REGULADOS,ALQUILER COUNTERS,"3,518.04"
2019,Agosto,201908,AAP,No precisa,INGRESO REGULADOS,ALQUILER OFICINAS OPERACIONES AEROLÍNEAS,"2,988.66"
2019,Agosto,201908,AAP,No precisa,INGRESO REGULADOS,ALQUILER AREAS DE MANTENIMIENTO,"2,206.85"
2019,Agosto,201908,AAP,No precisa,INGRESO REGULADOS,INSTALACIONES OPERADORES DE RAMPA,"6,777.18"
2019,Agosto,201908,AAP,No precisa,INGRESO REGULADOS,OTROS ALQUILERES PARA AEROLÍNEAS,"8,832.64"
2019,Agosto,201908,AAP,No precisa,INGRESO REGULADOS,SERVICIO DE EMBARQUE Y DESEMBARQUE A TRAVES DE MANGAS,"9,728.12"
2019,Agosto,201908,AAP,No precisa,INGRESO NO REGULADOS,USO INSTALACIONES DE CARGA,0.00
2019,Agosto,201908,AAP,No precisa,INGRESO NO REGULADOS,OTROS (ESPECIFICAR),"76,940.63"
2019,Agosto,201908,AAP,No precisa,INGRESO NO REGULADOS,PLAYA DE ESTACIONAMIENTO VEHICULAR,0.00
2019,Agosto,201908,AAP,No precisa,INGRESO NO REGULADOS,ALQUILER LOCALES COMERCIALES,"58,126.05"
2019,Agosto,201908,AAP,No precisa,INGRESO NO REGULADOS,ALQUILER DE ALMACÉN DE CARGA PARA LÍNEAS AÉREAS,"29,119.07"
2019,Agosto,201908,AAP,No precisa,INGRESO NO REGULADOS,ALQUILER DE ESPACIOS PUBLICITARIOS,"124,665.00"
2019,Agosto,201908,AAP,No precisa,INGRESO NO REGULADOS,OPERADOR DE BASE FIJA - FBO,0.00
2019,Agosto,201908,AAP,No precisa,INGRESO NO REGULADOS,OTROS ALQUILERES,"143,855.06"
2019,Agosto,201908,AAP,No precisa,INGRESO NO REGULADOS,PLAYA DE ESTACIONAMIENTO ABONADOS,"31,061.79"
2019,Agosto,201908,AAP,No precisa,INGRESO NO REGULADOS,ALQUILER DE HANGAR,0.00
2019,Agosto,201908,AAP,No precisa,INGRESO NO REGULADOS,PRODUCCIÓN COMERCIAL- PUBLICIDAD,0.00
2019,Agosto,201908,AAP,No precisa,INGRESO NO REGULADOS,SALAS VIP,"41,320.95"
2019,Agosto,201908,AAP,No precisa,REEMBOLSOS,ATERRIZAJE Y DESPEGUE,775.88
2019,Agosto,201908,AAP,No precisa,REEMBOLSOS,ESTACIONAMIENTO AERONAVES,"1,897.36"
2019,Agosto,201908,AAP,No precisa,REEMBOLSOS,INGRESOS FINANCIEROS,238.86
2019,Agosto,201908,AAP,No precisa,REEMBOLSOS,ALQUILER DE EQUIPOS DE RAMPA,0.00
2019,Agosto,201908,AAP,No precisa,REEMBOLSOS,REEMBOLSOS,"28,213.38"
2019,Agosto,201908,AAP,No precisa,REEMBOLSOS,INGRESOS EXCEPCIONALES,"1,827.46"
2019,Agosto,-,-,-,-,-,0.00
2019,Setiembre,201909,LAP,Lima,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,"3,707,417.11"
2019,Setiembre,201909,LAP,Lima,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,"320,985.95"
2019,Setiembre,201909,LAP,Lima,INGRESO REGULADOS,T U U A NACIONAL,"5,628,046.84"
2019,Setiembre,201909,LAP,Lima,INGRESO REGULADOS,T U U A INTERNACIONAL,"9,178,358.60"
2019,Setiembre,201909,LAP,Lima,INGRESO REGULADOS,SERVICIOS DE RAMPA,"976,515.86"
2019,Setiembre,201909,LAP,Lima,INGRESO REGULADOS,USO INSTALACIONES DE CARGA,"585,260.63"
2019,Setiembre,201909,LAP,Lima,INGRESO REGULADOS,PUENTE DE EMBARQUE,"1,462,216.60"
2019,Setiembre,201909,LAP,Lima,INGRESO REGULADOS,OFICINAS OPERATIVAS,"43,724.94"
2019,Setiembre,201909,LAP,Lima,INGRESO REGULADOS,OFICINAS AERA GRIS,"11,232.87"
2019,Setiembre,201909,LAP,Lima,INGRESO REGULADOS,MOSTRADORES CHECK IN,"44,036.42"
2019,Setiembre,201909,LAP,Lima,INGRESO REGULADOS,EQUIPAJE REZAGADO,"1,213.85"
2019,Setiembre,201909,LAP,Lima,INGRESO REGULADOS,ÁREAS DE MANTENIMIENTO,"5,664.82"
2019,Setiembre,201909,LAP,Lima,INGRESO REGULADOS,ALQUILER ESPACIO PARA EQUIPOS DE RAMPA,0.00
2019,Setiembre,201909,LAP,Lima,INGRESO REGULADOS,DESPACHO DE COMBUSTIBLE,"2,450,998.38"
2019,Setiembre,201909,LAP,Lima,INGRESO REGULADOS,ESTACIONAMIENTO VEHICULAR,"550,934.41"
2019,Setiembre,201909,LAP,Lima,INGRESO NO REGULADOS,INGRESOS NO REGULADOS,"8,575,700.20"
2019,Setiembre,201909,COR,No precisa,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,"292,289.22"
2019,Setiembre,201909,COR,No precisa,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,"3,034.68"
2019,Setiembre,201909,COR,No precisa,INGRESO REGULADOS,T U U A NACIONAL,"742,022.49"
2019,Setiembre,201909,COR,No precisa,INGRESO REGULADOS,T U U A INTERNACIONAL,"60,050.00"
2019,Setiembre,201909,COR,No precisa,INGRESO REGULADOS,SERVICIOS DE RAMPA,"62,479.00"
2019,Setiembre,201909,COR,No precisa,INGRESO REGULADOS,USO INSTALACIONES DE CARGA,"7,659.51"
2019,Setiembre,201909,COR,No precisa,INGRESO REGULADOS,DESPACHO DE COMBUSTIBLE,"24,476.55"
2019,Setiembre,201909,COR,No precisa,INGRESO REGULADOS,ATENCIÓN EN HORAS EXTRAS,"107,251.73"
2019,Setiembre,201909,COR,No precisa,INGRESO REGULADOS,ALQUILER COUNTERS,"2,285.52"
2019,Setiembre,201909,COR,No precisa,INGRESO REGULADOS,ALQUILER OFICINAS OPERACIONES AEROLÍNEAS,"8,037.45"
2019,Setiembre,201909,COR,No precisa,INGRESO REGULADOS,ALQUILER AREAS DE MANTENIMIENTO,0.00
2019,Setiembre,201909,COR,No precisa,INGRESO REGULADOS,INSTALACIONES OPERADORES DE RAMPA,"8,207.26"
2019,Setiembre,201909,COR,No precisa,INGRESO REGULADOS,OTROS ALQUILERES PARA AEROLÍNEAS,0.00
2019,Setiembre,201909,COR,No precisa,INGRESO REGULADOS,OTROS (ESPECIFICAR),0.00
2019,Setiembre,201909,COR,No precisa,INGRESO NO REGULADOS,USO INSTALACIONES DE CARGA,0.00
2019,Setiembre,201909,COR,No precisa,INGRESO NO REGULADOS,PLAYA DE ESTACIONAMIENTO VEHICULAR,"36,359.08"
2019,Setiembre,201909,COR,No precisa,INGRESO NO REGULADOS,ALQUILER LOCALES COMERCIALES,"152,646.97"
2019,Setiembre,201909,COR,No precisa,INGRESO NO REGULADOS,ALQUILER DE ALMACÉN DE CARGA PARA LÍNEAS AÉREAS,0.00
2019,Setiembre,201909,COR,No precisa,INGRESO NO REGULADOS,ALQUILERES DE ALMACEN/HANGAR,"9,054.76"
2019,Setiembre,201909,COR,No precisa,INGRESO NO REGULADOS,ALQUILER DE ESPACIOS PUBLICITARIOS,"28,343.97"
2019,Setiembre,201909,COR,No precisa,INGRESO NO REGULADOS,ALQUILER DE TERRENOS,"2,228.26"
2019,Setiembre,201909,COR,No precisa,INGRESO NO REGULADOS,ALQUILERES DIVERSOS,"13,774.73"
2019,Setiembre,201909,COR,No precisa,INGRESO NO REGULADOS,CARGO DE ACCESO ESTACIÓN LINEA CIAS AEREAS,"2,832.03"
2019,Setiembre,201909,COR,No precisa,INGRESO NO REGULADOS,OPERADOR DE BASE FIJA - FBO,"9,243.18"
2019,Setiembre,201909,COR,No precisa,INGRESO NO REGULADOS,SERVICIO DE EMBARQUE Y DESEMBARQUE A TRAVES DE MANGAS,"36,750.00"
2019,Setiembre,201909,COR,No precisa,REEMBOLSOS,INGRESOS FINANCIEROS,0.00
2019,Setiembre,201909,COR,No precisa,REEMBOLSOS,ALQUILER DE EQUIPOS DE RAMPA,0.00
2019,Setiembre,201909,COR,No precisa,REEMBOLSOS,OTROS REEMBOLSOS (ESPECIFICAR),0.00
2019,Setiembre,201909,ADP,No precisa,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,"454,366.00"
2019,Setiembre,201909,ADP,No precisa,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,"8,213.00"
2019,Setiembre,201909,ADP,No precisa,INGRESO REGULADOS,T U U A NACIONAL,"1,327,022.00"
2019,Setiembre,201909,ADP,No precisa,INGRESO REGULADOS,T U U A INTERNACIONAL,"9,491.00"
2019,Setiembre,201909,ADP,No precisa,INGRESO REGULADOS,SERVICIOS DE RAMPA,"92,892.00"
2019,Setiembre,201909,ADP,No precisa,INGRESO REGULADOS,USO INSTALACIONES DE CARGA,"22,664.00"
2019,Setiembre,201909,ADP,No precisa,INGRESO REGULADOS,DESPACHO DE COMBUSTIBLE,"26,873.00"
2019,Setiembre,201909,ADP,No precisa,INGRESO REGULADOS,ATENCIÓN EN HORAS EXTRAS,"60,563.00"
2019,Setiembre,201909,ADP,No precisa,INGRESO REGULADOS,ALQUILER COUNTERS,"12,339.70"
2019,Setiembre,201909,ADP,No precisa,INGRESO REGULADOS,ALQUILER OFICINAS OPERACIONES AEROLÍNEAS,"15,306.00"
2019,Setiembre,201909,ADP,No precisa,INGRESO REGULADOS,ALQUILER AREAS DE MANTENIMIENTO,0.00
2019,Setiembre,201909,ADP,No precisa,INGRESO REGULADOS,OTROS ALQUILERES PARA AEROLÍNEAS,"7,897.00"
2019,Setiembre,201909,ADP,No precisa,INGRESO NO REGULADOS,USO INSTALACIONES DE CARGA,0.00
2019,Setiembre,201909,ADP,No precisa,INGRESO NO REGULADOS,PLAYA DE ESTACIONAMIENTO VEHICULAR,"86,136.00"
2019,Setiembre,201909,ADP,No precisa,INGRESO NO REGULADOS,ALQUILER LOCALES COMERCIALES,"128,269.00"
2019,Setiembre,201909,ADP,No precisa,INGRESO NO REGULADOS,ALQUILER DE ALMACÉN DE CARGA PARA LÍNEAS AÉREAS,0.00
2019,Setiembre,201909,ADP,No precisa,INGRESO NO REGULADOS,ALQUILERES DE ALMACEN/HANGAR,"74,363.00"
2019,Setiembre,201909,ADP,No precisa,INGRESO NO REGULADOS,ALQUILER DE ESPACIOS PUBLICITARIOS,"63,819.00"
2019,Setiembre,201909,ADP,No precisa,INGRESO NO REGULADOS,OPERADOR DE BASE FIJA - FBO,"12,675.00"
2019,Setiembre,201909,ADP,No precisa,INGRESO NO REGULADOS,OTROS INGRESOS,"16,417.00"
2019,Setiembre,201909,ADP,No precisa,INGRESO NO REGULADOS,OTROS,0.00
2019,Setiembre,201909,ADP,No precisa,INGRESO NO REGULADOS,REEMBOLSOS,0.00
2019,Setiembre,201909,ADP,No precisa,INGRESO NO REGULADOS,OTROS ALQUILERES,"100,187.00"
2019,Setiembre,201909,ADP,No precisa,REEMBOLSOS,INGRESOS FINANCIEROS,"216,664.00"
2019,Setiembre,201909,ADP,No precisa,REEMBOLSOS,ALQUILER DE EQUIPOS DE RAMPA,0.00
2019,Setiembre,201909,ADP,No precisa,REEMBOLSOS,REEMBOLSOS,"288,445.00"
2019,Setiembre,201909,AAP,No precisa,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,"227,943.54"
2019,Setiembre,201909,AAP,No precisa,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,"4,255.91"
2019,Setiembre,201909,AAP,No precisa,INGRESO REGULADOS,T U U A NACIONAL,"756,629.35"
2019,Setiembre,201909,AAP,No precisa,INGRESO REGULADOS,T U U A INTERNACIONAL,"16,060.81"
2019,Setiembre,201909,AAP,No precisa,INGRESO REGULADOS,SERVICIOS DE RAMPA,"50,889.00"
2019,Setiembre,201909,AAP,No precisa,INGRESO REGULADOS,USO INSTALACIONES DE CARGA,"5,447.34"
2019,Setiembre,201909,AAP,No precisa,INGRESO REGULADOS,DESPACHO DE COMBUSTIBLE,"10,410.79"
2019,Setiembre,201909,AAP,No precisa,INGRESO REGULADOS,ATENCIÓN EN HORAS EXTRAS,"32,982.10"
2019,Setiembre,201909,AAP,No precisa,INGRESO REGULADOS,ALQUILER COUNTERS,"3,518.04"
2019,Setiembre,201909,AAP,No precisa,INGRESO REGULADOS,ALQUILER OFICINAS OPERACIONES AEROLÍNEAS,"2,988.66"
2019,Setiembre,201909,AAP,No precisa,INGRESO REGULADOS,ALQUILER AREAS DE MANTENIMIENTO,"2,206.85"
2019,Setiembre,201909,AAP,No precisa,INGRESO REGULADOS,INSTALACIONES OPERADORES DE RAMPA,"6,777.18"
2019,Setiembre,201909,AAP,No precisa,INGRESO REGULADOS,OTROS ALQUILERES PARA AEROLÍNEAS,"8,532.64"
2019,Setiembre,201909,AAP,No precisa,INGRESO REGULADOS,SERVICIO DE EMBARQUE Y DESEMBARQUE A TRAVES DE MANGAS,"9,560.00"
2019,Setiembre,201909,AAP,No precisa,INGRESO NO REGULADOS,USO INSTALACIONES DE CARGA,0.00
2019,Setiembre,201909,AAP,No precisa,INGRESO NO REGULADOS,OTROS (ESPECIFICAR),"70,778.81"
2019,Setiembre,201909,AAP,No precisa,INGRESO NO REGULADOS,PLAYA DE ESTACIONAMIENTO VEHICULAR,0.00
2019,Setiembre,201909,AAP,No precisa,INGRESO NO REGULADOS,ALQUILER LOCALES COMERCIALES,"62,330.56"
2019,Setiembre,201909,AAP,No precisa,INGRESO NO REGULADOS,ALQUILER DE ALMACÉN DE CARGA PARA LÍNEAS AÉREAS,"33,321.48"
2019,Setiembre,201909,AAP,No precisa,INGRESO NO REGULADOS,ALQUILER DE ESPACIOS PUBLICITARIOS,"169,125.32"
2019,Setiembre,201909,AAP,No precisa,INGRESO NO REGULADOS,OPERADOR DE BASE FIJA - FBO,0.00
2019,Setiembre,201909,AAP,No precisa,INGRESO NO REGULADOS,OTROS ALQUILERES,"113,657.27"
2019,Setiembre,201909,AAP,No precisa,INGRESO NO REGULADOS,PLAYA DE ESTACIONAMIENTO ABONADOS,"29,543.14"
2019,Setiembre,201909,AAP,No precisa,INGRESO NO REGULADOS,ALQUILER DE HANGAR,0.00
2019,Setiembre,201909,AAP,No precisa,INGRESO NO REGULADOS,PRODUCCIÓN COMERCIAL- PUBLICIDAD,"29,778.24"
2019,Setiembre,201909,AAP,No precisa,INGRESO NO REGULADOS,SALAS VIP,"59,560.19"
2019,Setiembre,201909,AAP,No precisa,REEMBOLSOS,INGRESOS FINANCIEROS,231.15
2019,Setiembre,201909,AAP,No precisa,REEMBOLSOS,ALQUILER DE EQUIPOS DE RAMPA,0.00
2019,Setiembre,201909,AAP,No precisa,REEMBOLSOS,REEMBOLSOS,"5,845.08"
2019,Setiembre,201909,AAP,No precisa,REEMBOLSOS,INGRESOS EXCEPCIONALES,0.00
2019,Setiembre,201909,AAP,No precisa,REEMBOLSOS,OTROS INGRESOS NO OPERATIVOS,0.00
2019,Setiembre,201909,AAP,No precisa,REEMBOLSOS,REEMBOLSOS COSTOS,"1,897.36"
2019,Setiembre,-,-,-,-,-,0.00
2019,Octubre,201910,LAP,Lima,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,"3,766,864.14"
2019,Octubre,201910,LAP,Lima,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,"332,244.51"
2019,Octubre,201910,LAP,Lima,INGRESO REGULADOS,T U U A NACIONAL,"5,446,986.66"
2019,Octubre,201910,LAP,Lima,INGRESO REGULADOS,T U U A INTERNACIONAL,"9,824,377.15"
2019,Octubre,201910,LAP,Lima,INGRESO REGULADOS,SERVICIOS DE RAMPA,"951,087.20"
2019,Octubre,201910,LAP,Lima,INGRESO REGULADOS,USO INSTALACIONES DE CARGA,"575,528.28"
