Marca temporal,¿Usted fue afectado de manera directa ó indirecta por el ciclón Yaku?,Carrera,Género,Edad ( ingrese un número entero y no negativo),Seleccione el número de personas en su vivienda,Sector de nacimiento,¿Te afecto económicamente el ciclón Yaku?,¿Ha experimentado problemas de salud física o mental debido al ciclón Yaku?,"¿Ha experimentado interrupciones en el transporte en general, incluyendo transporte público, vehículo personal, y otros medios de transporte debido al ciclón Yaku?", ¿Ha sufrido interrupciones en el acceso a la educación debido al ciclón Yaku?,Seleccione su tipo de vivienda,Tipo de localidad,¿Cuál fue su estado de ánimo durante el ciclón?,¿Cuál fue su estado de ánimo después del ciclón?,Seleccione la forma de apoyo que brindó,"Según su opinión, califique el grado de afectación del ciclón Yaku",¿Cuál es su nivel socioeconómico?,Califique el grado de satisfacción a la respuesta del Gobierno,¿Cuál cree usted que es su nivel de preparación ante un fenómeno natural?,"Aproximadamente, ¿cuál fue el gasto por los daños ocasionados por el ciclón Yaku? 
(Nuevos soles S/.)","Aproximadamente, ¿Con cuánto dinero apoyaste a los damnificados?
(Nuevos soles S/.)"
3/05/2023 18:28:23,No,,,,,,,,,,,,,,,,,,,,
3/05/2023 18:29:59,Sí,Ingeniería Mecánica,Femenino,21,10,"Oriente (Amazonas, San Martín, Loreto, Ucayali, Madre de Dios)",No,Si,No,Si,Casa,Urbana,Estrés,Enojo,"Ayuda voluntaria, No brindé apoyo",9,A,4,Mínima,186,226
3/05/2023 18:30:31,No,,,,,,,,,,,,,,,,,,,,
3/05/2023 18:31:00,No,,,,,,,,,,,,,,,,,,,,
3/05/2023 18:32:36,Sí,Ingeniería Mecatrónica,Femenino,22,7,"Centro (Ancash, Lima, Ica, Huánuco, Pasco, Junín)",No,Si,No,No,Casa,Urbana,Enojo,Ninguna de las anteriores,"Ayuda financiera, Refugio y alojamiento, Donación de recursos materiales, No brindé apoyo",10,C,10,Mínima,136,374
3/05/2023 18:33:08,No,,,,,,,,,,,,,,,,,,,,
3/05/2023 18:33:58,No,,,,,,,,,,,,,,,,,,,,
3/05/2023 18:34:28,No,,,,,,,,,,,,,,,,,,,,
3/05/2023 18:35:18,No,,,,,,,,,,,,,,,,,,,,
3/05/2023 18:36:54,Sí,Ciencia de datos,Masculino,17,7,"Norte (Tumbes, Piura, Lambayeque, La Libertad, Cajamarca)",Si,No,No,No,Departamento,Rural,Enojo,Enojo,"Servicio médico y psicológico, Refugio y alojamiento, Donación de recursos materiales, Ayuda voluntaria",8,E,6,Avanzada,106,401
3/05/2023 18:37:46,No,,,,,,,,,,,,,,,,,,,,
3/05/2023 18:38:16,No,,,,,,,,,,,,,,,,,,,,
3/05/2023 18:39:52,Sí,Ciencia de datos,Masculino,17,10,"Centro (Ancash, Lima, Ica, Huánuco, Pasco, Junín)",Si,No,Si,No,Casa,Urbana,Ninguna de las anteriores,Ninguna de las anteriores,"Ayuda financiera, Servicio médico y psicológico, Refugio y alojamiento, Donación de recursos materiales",6,C,3,Mínima,473,207
3/05/2023 18:40:24,No,,,,,,,,,,,,,,,,,,,,
3/05/2023 18:41:40,Sí,Ciencia de la Computación,Masculino,19,7,"Oriente (Amazonas, San Martín, Loreto, Ucayali, Madre de Dios)",Si,Si,No,No,Departamento,Urbana,Ninguna de las anteriores,Ninguna de las anteriores,"Servicio médico y psicológico, Ayuda voluntaria",1,E,10,Mínima,167,489
3/05/2023 18:42:58,Sí,Bioingeniería,Masculino,21,4,"Centro (Ancash, Lima, Ica, Huánuco, Pasco, Junín)",Si,Si,Si,No,Departamento,Urbana,Estrés,Estrés,"Ayuda financiera, Servicio médico y psicológico, Refugio y alojamiento, No brindé apoyo",3,E,5,Mínima,133,329
3/05/2023 18:44:16,Sí,Ingeniería Industrial,Femenino,17,2,"Centro (Ancash, Lima, Ica, Huánuco, Pasco, Junín)",Si,No,Si,Si,Casa,Rural,Estrés,Enojo,"Ayuda financiera, Ayuda voluntaria",7,D,1,Avanzada,204,374
3/05/2023 18:45:08,No,,,,,,,,,,,,,,,,,,,,
3/05/2023 18:45:38,No,,,,,,,,,,,,,,,,,,,,
3/05/2023 18:46:54,Sí,Ingeniería de la Energía,Femenino,18,2,"Centro (Ancash, Lima, Ica, Huánuco, Pasco, Junín)",No,No,Si,No,Departamento,Rural,Depresión,Depresión,"Ayuda financiera, Refugio y alojamiento, Donación de recursos materiales, Ayuda voluntaria",8,A,1,Mínima,173,122
3/05/2023 18:47:46,No,,,,,,,,,,,,,,,,,,,,
3/05/2023 18:48:17,No,,,,,,,,,,,,,,,,,,,,
3/05/2023 18:49:33,Sí,Administración y Negocios Digitales,Femenino,19,5,"Sur (Arequipa, Moquegua, Tacna, Ayacucho, Huancavelica, Apurímac, Cusco, Puno)",No,No,No,No,Departamento,Rural,Ninguna de las anteriores,Ninguna de las anteriores,"Servicio médico y psicológico, Donación de recursos materiales, Ayuda voluntaria, No brindé apoyo",8,D,10,Intermedia,118,378
3/05/2023 18:50:05,No,,,,,,,,,,,,,,,,,,,,
3/05/2023 18:50:35,No,,,,,,,,,,,,,,,,,,,,
3/05/2023 18:51:05,No,,,,,,,,,,,,,,,,,,,,
3/05/2023 18:52:41,Sí,Ingeniería Electrónica,Masculino,20,4,"Norte (Tumbes, Piura, Lambayeque, La Libertad, Cajamarca)",Si,Si,No,No,Departamento,Urbana,Ninguna de las anteriores,Depresión,"Servicio médico y psicológico, Refugio y alojamiento, Donación de recursos materiales, Ayuda voluntaria",9,D,9,Intermedia,469,201
3/05/2023 18:53:33,No,,,,,,,,,,,,,,,,,,,,
3/05/2023 18:54:03,No,,,,,,,,,,,,,,,,,,,,
3/05/2023 18:54:53,No,,,,,,,,,,,,,,,,,,,,
3/05/2023 18:55:23,No,,,,,,,,,,,,,,,,,,,,
3/05/2023 18:56:40,Sí,Ingeniería Mecánica,Femenino,23,7,"Oriente (Amazonas, San Martín, Loreto, Ucayali, Madre de Dios)",No,Si,No,No,Departamento,Urbana,Depresión,Ninguna de las anteriores,"Servicio médico y psicológico, Refugio y alojamiento, Ayuda voluntaria, No brindé apoyo",5,B,8,Mínima,389,442
3/05/2023 18:58:18,Sí,Ingeniería de la Energía,Masculino,18,2,"Centro (Ancash, Lima, Ica, Huánuco, Pasco, Junín)",No,Si,Si,No,Casa,Rural,Enojo,Estrés,"Ayuda financiera, Donación de recursos materiales",2,C,5,Intermedia,480,287
3/05/2023 18:59:10,No,,,,,,,,,,,,,,,,,,,,
3/05/2023 19:00:00,No,,,,,,,,,,,,,,,,,,,,
3/05/2023 19:04:47,No,,,,,,,,,,,,,,,,,,,,
3/05/2023 19:05:16,No,,,,,,,,,,,,,,,,,,,,
3/05/2023 19:06:32,Sí,Ingeniería Mecatrónica,Femenino,22,6,"Oriente (Amazonas, San Martín, Loreto, Ucayali, Madre de Dios)",Si,Si,Si,No,Casa,Rural,Estrés,Enojo,"Refugio y alojamiento, Ayuda voluntaria",3,D,9,Avanzada,376,157
3/05/2023 19:08:15,Sí,Bioingeniería,Femenino,21,1,"Sur (Arequipa, Moquegua, Tacna, Ayacucho, Huancavelica, Apurímac, Cusco, Puno)",No,Si,Si,No,Departamento,Rural,Estrés,Depresión,"Ayuda financiera, Servicio médico y psicológico, Refugio y alojamiento, Ayuda voluntaria",3,C,4,Avanzada,467,112
3/05/2023 19:09:53,Sí,Ingeniería Civil,Masculino,21,1,"Centro (Ancash, Lima, Ica, Huánuco, Pasco, Junín)",Si,Si,Si,Si,Casa,Urbana,Enojo,Ninguna de las anteriores,"Servicio médico y psicológico, Refugio y alojamiento, Donación de recursos materiales, Ayuda voluntaria",3,C,2,Mínima,329,357
3/05/2023 19:11:30,Sí,Ingeniería Ambiental,Femenino,22,3,"Norte (Tumbes, Piura, Lambayeque, La Libertad, Cajamarca)",No,No,Si,No,Casa,Rural,Estrés,Ninguna de las anteriores,"Servicio médico y psicológico, Refugio y alojamiento, Ayuda voluntaria, No brindé apoyo",8,C,1,Avanzada,432,427
3/05/2023 19:12:02,No,,,,,,,,,,,,,,,,,,,,
3/05/2023 19:45:40,Sí,Ingeniería Civil,Femenino,20,4,"Sur (Arequipa, Moquegua, Tacna, Ayacucho, Huancavelica, Apurímac, Cusco, Puno)",No,No,Si,No,Casa,Urbana,Ninguna de las anteriores,Enojo,No brindé apoyo,1,D,1,Mínima,00,00
3/05/2023 22:16:03,No,,,,,,,,,,,,,,,,,,,,
4/05/2023 5:45:42,Sí,Ingeniería Mecatrónica,Masculino,17,2,"Norte (Tumbes, Piura, Lambayeque, La Libertad, Cajamarca)",Si,Si,Si,No,Casa,Urbana,Estrés,Ninguna de las anteriores,No brindé apoyo,8,A,2,Avanzada,3000,0
4/05/2023 8:46:05,No,,,,,,,,,,,,,,,,,,,,
4/05/2023 9:06:30,Sí,Ingeniería Civil,Masculino,17,8,"Centro (Ancash, Lima, Ica, Huánuco, Pasco, Junín)",No,Si,No,Si,Departamento,Urbana,Ninguna de las anteriores,Estrés,"Servicio médico y psicológico, Refugio y alojamiento, Donación de recursos materiales, Ayuda voluntaria",9,A,5,Intermedia,315,152
4/05/2023 9:07:48,Sí,Ciencia de datos,Femenino,19,6,"Norte (Tumbes, Piura, Lambayeque, La Libertad, Cajamarca)",Si,Si,Si,Si,Casa,Rural,Ninguna de las anteriores,Enojo,"Ayuda financiera, Refugio y alojamiento, Donación de recursos materiales, Ayuda voluntaria",10,C,4,Avanzada,268,491
4/05/2023 9:12:24,Sí,Ciencia de la Computación,Femenino,18,9,"Sur (Arequipa, Moquegua, Tacna, Ayacucho, Huancavelica, Apurímac, Cusco, Puno)",Si,No,No,No,Casa,Rural,Depresión,Enojo,"Ayuda financiera, Servicio médico y psicológico, Ayuda voluntaria, No brindé apoyo",8,A,3,Intermedia,312,106
4/05/2023 9:14:03,Sí,Bioingeniería,Femenino,19,5,"Norte (Tumbes, Piura, Lambayeque, La Libertad, Cajamarca)",No,No,No,Si,Departamento,Rural,Enojo,Enojo,"Servicio médico y psicológico, Donación de recursos materiales, Ayuda voluntaria, No brindé apoyo",8,B,3,Avanzada,7,426
4/05/2023 9:15:42,Sí,Ingeniería Ambiental,Femenino,21,6,"Oriente (Amazonas, San Martín, Loreto, Ucayali, Madre de Dios)",Si,No,Si,Si,Departamento,Urbana,Ninguna de las anteriores,Ninguna de las anteriores,"Ayuda financiera, Servicio médico y psicológico",4,E,6,Avanzada,346,302
4/05/2023 9:17:01,Sí,Ingeniería Electrónica,Masculino,21,5,"Sur (Arequipa, Moquegua, Tacna, Ayacucho, Huancavelica, Apurímac, Cusco, Puno)",Si,No,Si,Si,Departamento,Urbana,Estrés,Depresión,"Servicio médico y psicológico, Donación de recursos materiales, Ayuda voluntaria, No brindé apoyo",8,D,4,Avanzada,151,60
4/05/2023 9:18:21,Sí,Administración y Negocios Digitales,Masculino,21,5,"Centro (Ancash, Lima, Ica, Huánuco, Pasco, Junín)",No,No,No,Si,Departamento,Urbana,Ninguna de las anteriores,Ninguna de las anteriores,"Ayuda financiera, Refugio y alojamiento, Donación de recursos materiales, No brindé apoyo",7,D,5,Intermedia,194,46
4/05/2023 9:19:12,No,,,,,,,,,,,,,,,,,,,,
4/05/2023 9:20:29,Sí,Ingeniería Química,Masculino,17,1,"Norte (Tumbes, Piura, Lambayeque, La Libertad, Cajamarca)",Si,Si,Si,No,Departamento,Rural,Estrés,Enojo,"Refugio y alojamiento, Donación de recursos materiales, Ayuda voluntaria, No brindé apoyo",10,E,6,Mínima,357,452
4/05/2023 9:21:21,No,,,,,,,,,,,,,,,,,,,,
4/05/2023 9:22:11,No,,,,,,,,,,,,,,,,,,,,
4/05/2023 9:23:01,No,,,,,,,,,,,,,,,,,,,,
4/05/2023 9:24:38,Sí,Ingeniería Mecatrónica,Femenino,21,7,"Sur (Arequipa, Moquegua, Tacna, Ayacucho, Huancavelica, Apurímac, Cusco, Puno)",Si,Si,No,No,Casa,Urbana,Estrés,Ninguna de las anteriores,"Ayuda financiera, Refugio y alojamiento, Ayuda voluntaria, No brindé apoyo",1,E,5,Mínima,316,470
4/05/2023 9:25:30,No,,,,,,,,,,,,,,,,,,,,
4/05/2023 9:26:47,Sí,Ingeniería Industrial,Masculino,20,6,"Oriente (Amazonas, San Martín, Loreto, Ucayali, Madre de Dios)",Si,No,No,Si,Departamento,Rural,Estrés,Ninguna de las anteriores,"Ayuda voluntaria, No brindé apoyo",10,C,1,Intermedia,308,191
4/05/2023 9:27:35,No,,,,,,,,,,,,,,,,,,,,
4/05/2023 9:27:38,No,,,,,,,,,,,,,,,,,,,,
4/05/2023 9:28:56,Sí,Ingeniería Química,Masculino,20,9,"Norte (Tumbes, Piura, Lambayeque, La Libertad, Cajamarca)",Si,Si,Si,No,Departamento,Urbana,Enojo,Enojo,"Ayuda financiera, Refugio y alojamiento, Donación de recursos materiales, No brindé apoyo",3,D,7,Intermedia,320,205
4/05/2023 9:30:36,Sí,Ingeniería Química,Femenino,21,3,"Centro (Ancash, Lima, Ica, Huánuco, Pasco, Junín)",No,No,No,Si,Casa,Rural,Enojo,Enojo,"Servicio médico y psicológico, Refugio y alojamiento, Donación de recursos materiales, No brindé apoyo",7,A,10,Avanzada,190,27
4/05/2023 9:31:28,No,,,,,,,,,,,,,,,,,,,,
4/05/2023 9:32:17,No,,,,,,,,,,,,,,,,,,,,
4/05/2023 9:33:58,Sí,Ingeniería Ambiental,Masculino,20,3,"Norte (Tumbes, Piura, Lambayeque, La Libertad, Cajamarca)",Si,Si,Si,No,Departamento,Rural,Enojo,Estrés,"Servicio médico y psicológico, Donación de recursos materiales, Ayuda voluntaria, No brindé apoyo",8,B,7,Mínima,51,453
4/05/2023 9:34:49,No,,,,,,,,,,,,,,,,,,,,
4/05/2023 9:36:07,Sí,Ingeniería Civil,Masculino,22,5,"Norte (Tumbes, Piura, Lambayeque, La Libertad, Cajamarca)",Si,Si,Si,Si,Casa,Urbana,Enojo,Enojo,"Ayuda financiera, Servicio médico y psicológico, Donación de recursos materiales, No brindé apoyo",5,C,7,Mínima,329,115
4/05/2023 9:36:59,No,,,,,,,,,,,,,,,,,,,,
4/05/2023 9:38:37,Sí,Ingeniería de la Energía,Masculino,17,3,"Sur (Arequipa, Moquegua, Tacna, Ayacucho, Huancavelica, Apurímac, Cusco, Puno)",Si,No,Si,Si,Departamento,Urbana,Estrés,Estrés,"Ayuda financiera, Servicio médico y psicológico, Refugio y alojamiento, Donación de recursos materiales",7,C,6,Mínima,76,253
4/05/2023 9:40:16,Sí,Ciencia de la Computación,Masculino,18,4,"Norte (Tumbes, Piura, Lambayeque, La Libertad, Cajamarca)",No,Si,Si,No,Casa,Urbana,Ninguna de las anteriores,Ninguna de las anteriores,"Servicio médico y psicológico, No brindé apoyo",9,D,1,Mínima,440,27
4/05/2023 9:40:48,No,,,,,,,,,,,,,,,,,,,,
4/05/2023 9:42:05,Sí,Ingeniería Civil,Femenino,20,7,"Sur (Arequipa, Moquegua, Tacna, Ayacucho, Huancavelica, Apurímac, Cusco, Puno)",Si,Si,Si,Si,Casa,Rural,Ninguna de las anteriores,Depresión,"Servicio médico y psicológico, Refugio y alojamiento, Donación de recursos materiales, No brindé apoyo",6,D,7,Avanzada,241,438
4/05/2023 9:43:46,Sí,Ingeniería Mecatrónica,Masculino,19,8,"Norte (Tumbes, Piura, Lambayeque, La Libertad, Cajamarca)",Si,No,Si,No,Casa,Rural,Estrés,Estrés,"Donación de recursos materiales, Ayuda voluntaria",5,D,9,Intermedia,263,292
4/05/2023 9:45:28,Sí,Ingeniería Civil,Masculino,22,3,"Centro (Ancash, Lima, Ica, Huánuco, Pasco, Junín)",Si,Si,No,Si,Casa,Rural,Enojo,Estrés,"Servicio médico y psicológico, Refugio y alojamiento, Donación de recursos materiales, No brindé apoyo",5,C,2,Avanzada,492,35
4/05/2023 9:46:20,No,,,,,,,,,,,,,,,,,,,,
4/05/2023 9:47:10,No,,,,,,,,,,,,,,,,,,,,
4/05/2023 9:48:00,No,,,,,,,,,,,,,,,,,,,,
4/05/2023 9:48:30,No,,,,,,,,,,,,,,,,,,,,
4/05/2023 9:50:08,Sí,Ingeniería Civil,Femenino,17,6,"Centro (Ancash, Lima, Ica, Huánuco, Pasco, Junín)",No,No,No,No,Casa,Urbana,Estrés,Ninguna de las anteriores,"Ayuda financiera, Servicio médico y psicológico, Refugio y alojamiento, Ayuda voluntaria",1,B,8,Avanzada,142,414
4/05/2023 9:50:40,No,,,,,,,,,,,,,,,,,,,,
4/05/2023 9:51:10,No,,,,,,,,,,,,,,,,,,,,
4/05/2023 9:52:28,Sí,Ingeniería Ambiental,Masculino,23,2,"Norte (Tumbes, Piura, Lambayeque, La Libertad, Cajamarca)",Si,No,No,Si,Departamento,Urbana,Depresión,Enojo,"Ayuda financiera, Servicio médico y psicológico, Donación de recursos materiales, Ayuda voluntaria",5,C,8,Avanzada,75,416
4/05/2023 10:41:29,No,,,,,,,,,,,,,,,,,,,,
4/05/2023 10:57:14,No,,,,,,,,,,,,,,,,,,,,
4/05/2023 10:58:31,Sí,Ingeniería Química,Femenino,18,1,"Sur (Arequipa, Moquegua, Tacna, Ayacucho, Huancavelica, Apurímac, Cusco, Puno)",No,No,Si,Si,Casa,Urbana,Ninguna de las anteriores,Estrés,"Servicio médico y psicológico, Donación de recursos materiales, Ayuda voluntaria, No brindé apoyo",1,E,6,Intermedia,97,404
4/05/2023 10:59:50,Sí,Ingeniería Química,Femenino,18,2,"Oriente (Amazonas, San Martín, Loreto, Ucayali, Madre de Dios)",No,No,No,Si,Casa,Rural,Enojo,Depresión,"Refugio y alojamiento, Donación de recursos materiales, Ayuda voluntaria, No brindé apoyo",5,A,8,Intermedia,76,91
4/05/2023 11:01:28,Sí,Ingeniería Mecatrónica,Femenino,18,1,"Centro (Ancash, Lima, Ica, Huánuco, Pasco, Junín)",Si,Si,Si,Si,Departamento,Urbana,Enojo,Estrés,"Ayuda voluntaria, No brindé apoyo",6,C,8,Intermedia,381,447
4/05/2023 11:03:09,Sí,Ingeniería Mecatrónica,Masculino,22,10,"Sur (Arequipa, Moquegua, Tacna, Ayacucho, Huancavelica, Apurímac, Cusco, Puno)",No,Si,No,Si,Departamento,Urbana,Estrés,Enojo,"Ayuda financiera, Servicio médico y psicológico",4,A,4,Mínima,500,291
4/05/2023 11:04:49,Sí,Ciencia de datos,Femenino,20,7,"Sur (Arequipa, Moquegua, Tacna, Ayacucho, Huancavelica, Apurímac, Cusco, Puno)",No,Si,No,No,Casa,Urbana,Ninguna de las anteriores,Estrés,"Ayuda financiera, Servicio médico y psicológico",8,B,7,Mínima,103,59
4/05/2023 11:06:31,Sí,Ingeniería Química,Masculino,21,8,"Sur (Arequipa, Moquegua, Tacna, Ayacucho, Huancavelica, Apurímac, Cusco, Puno)",No,No,No,Si,Casa,Rural,Depresión,Depresión,"Servicio médico y psicológico, Refugio y alojamiento",6,D,1,Avanzada,329,338
4/05/2023 11:07:23,No,,,,,,,,,,,,,,,,,,,,
4/05/2023 11:07:53,No,,,,,,,,,,,,,,,,,,,,
4/05/2023 11:08:43,No,,,,,,,,,,,,,,,,,,,,
4/05/2023 11:10:20,Sí,Ciencia de la Computación,Femenino,18,6,"Norte (Tumbes, Piura, Lambayeque, La Libertad, Cajamarca)",Si,No,No,No,Casa,Urbana,Depresión,Depresión,"Servicio médico y psicológico, Refugio y alojamiento",8,D,9,Avanzada,83,142
4/05/2023 11:10:52,No,,,,,,,,,,,,,,,,,,,,
4/05/2023 11:11:21,No,,,,,,,,,,,,,,,,,,,,
4/05/2023 11:11:52,No,,,,,,,,,,,,,,,,,,,,
8/05/2023 20:33:28,No,,,,,,,,,,,,,,,,,,,,
12/05/2023 8:48:47,Sí,Ciencia de la Computación,Masculino,20,6,"Centro (Ancash, Lima, Ica, Huánuco, Pasco, Junín)",Si,No,Si,No,Casa,Urbana,Ninguna de las anteriores,Ninguna de las anteriores,Ayuda financiera,8,D,6,Mínima,10,20
