geoAreaCodigo,geoAreaNombre,level_,parentCode,parentName,X,Y,ISO3,UN_Member,n_years,min_year,max_year,value_2000,value_2001,value_2002,value_2003,value_2004,value_2005,value_2006,value_2007,value_2008,value_2009,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,value_2018,value_2019,latest_value
566,Nigeria,4,11,Western Africa,8.097363256,9.585789025,NGA,1,20,2000,2019,17.052,16.629,16.223,15.824,15.424,15.03,14.643,14.263,13.89,13.526,13.177,13.013,12.76,12.433,12.121,11.814,11.522,11.228,10.942,10.71,10.71
570,Niue,4,543,Oceania (exc. Australia and New Zealand),-169.8601693,-19.05000475,NIU,0,20,2000,2019,0,0,0,0,0,0,0,0,0,33.909,33.909,33.993,34.247,34.247,212.197,211.801,211.67,211.538,211.801,583.024,583.024
512,Oman,4,145,Western Asia,57.87743482,21.98805614,OMN,1,20,2000,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186,0.174,0.516,0.494,1.76,1.717,1.667,1.667
586,Pakistan,5,127,Southern Asia (excluding India),68.80479684,29.36491634,PAK,1,20,2000,2019,36.362,36.402,35.573,38.544,43.251,42.278,41.234,40.511,40.329,39.477,39.08,38.312,38.129,39.54,40.515,40.56,43.008,46.083,59.775,59.548,59.548
585,Palau,4,543,Oceania (exc. Australia and New Zealand),134.5733878,7.502307591,PLW,1,20,2000,2019,0.209,0.206,0.204,0.202,0.201,1.617,1.637,1.67,15.074,15.418,16.264,32.511,37.823,42.322,51.631,51.514,72.243,71.874,71.464,71.107,71.107
591,Panama,4,13,Central America,-81.26616623,8.450965746,PAN,1,20,2000,2019,206.017,202.119,226.246,263.202,262.324,257.565,253.084,248.595,253.349,251.184,262.84,372.93,397.705,403.556,439.549,517.331,535.985,542.181,543.927,540.693,540.693
598,Papua New Guinea,4,543,Oceania (exc. Australia and New Zealand),145.8587761,-6.756057077,PNG,1,20,2000,2019,36.366,35.646,34.921,35.224,34.502,38.374,37.496,40.719,40.887,41.042,41.206,40.314,40.957,40.374,39.569,41.07,40.298,39.5,38.735,37.989,37.989
600,Paraguay,4,5,South America,-60.54854225,-21.70216237,PRY,1,20,2000,2019,1388.262,1365.08,1335.92,1315.512,1293.113,1272.372,1253.197,1235.393,1333.666,1319.023,1410.114,1390.977,1372.017,1359.309,1340.926,1323.039,1305.641,1288.685,1272.195,1253.751,1253.751
604,Peru,4,5,South America,-71.82093277,-13.58939705,PER,1,20,2000,2019,109.353,112.087,111.995,112.521,112.374,116.846,116.217,115.467,115.222,116.803,121.126,120.94,125.333,128.989,136.196,154.285,185.297,185.251,194.488,202.997,202.997
608,Philippines,4,35,South-Eastern Asia,120.8601418,14.16591706,PHL,1,20,2000,2019,48.528,48.534,50.077,54.298,53.247,52.64,51.706,50.848,50.052,49.664,51.178,50.401,49.87,49.099,52.496,55.017,60.423,60.968,61.665,61.92,61.92
630,Puerto Rico,4,29,Caribbean,-66.47591017,18.22753799,PRI,0,20,2000,2019,27.201,27.191,27.29,27.37,27.402,37.997,39.186,45.35,43.237,44.432,43.102,43.344,58.848,80.231,85.72,93.568,110.078,116.688,121.465,126.271,126.271
634,Qatar,4,145,Western Asia,51.19152467,25.28355379,QAT,1,20,2000,2019,0,0,0,0,0,0,0,0,0,0,0,18.993,17.607,17.242,17.065,16.357,16.237,15.818,15.494,15.219,15.219
410,Republic of Korea,4,30,Eastern Asia,127.8610254,36.45201023,KOR,1,20,2000,2019,34.055,35.457,34.657,34.438,34.603,36.159,39.187,40.379,48.401,52.84,56.887,66.719,73.655,85.999,112.941,151.921,174.595,206.171,235.483,305.577,305.577
638,RǸunion,4,14,Eastern Africa,55.53171398,-21.13183266,REU,0,20,2000,2019,194.92,191.811,188.885,186.161,203.953,206.64,223.695,226.566,232.052,269.487,338.986,386.141,409.048,409.968,419.424,440.524,439.786,438.176,437.492,481.972,481.972
646,Rwanda,4,14,Eastern Africa,29.92310194,-1.999842114,RWA,1,20,2000,2019,5.18,4.993,4.877,4.803,4.735,4.649,4.515,4.441,4.325,4.231,5.049,5.476,5.481,5.726,6.96,9.598,10.138,10.58,11.144,10.857,10.857
652,Saint BarthǸlemy,4,29,Caribbean,-62.83173536,17.89513362,BLM,0,20,2000,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.463,2.452,2.443,2.436,2.436
659,Saint Kitts and Nevis,4,29,Caribbean,-62.76628613,17.33994219,KNA,1,20,2000,2019,0,0,0,0,0,0,0,0,0,0,44.888,44.901,44.506,50.866,71.687,71.088,80.187,79.56,78.95,78.359,78.359
662,Saint Lucia,4,29,Caribbean,-60.96529553,13.89405601,LCA,1,20,2000,2019,0,0,0,0,0,0,0,0,0,0.058,0.115,0.114,0.283,0.338,0.561,4.243,4.638,4.614,21.084,20.98,20.98
663,Saint Martin (French Part),4,29,Caribbean,-63.04505461,18.0882685,MAF,0,20,2000,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,38.4,44.422,72.494,44.369,2.735,2.684,2.631,2.631
670,Saint Vincent and the Grenadines,4,29,Caribbean,-61.19024321,13.24627968,VCT,1,20,2000,2019,52.325,52.274,52.176,52.067,51.972,51.926,51.933,51.974,52.029,52.081,52.097,52.163,52.52,55.89,55.765,58.551,62.485,62.918,62.698,67.907,67.907
882,Samoa,4,543,Oceania (exc. Australia and New Zealand),-172.4430749,-13.61541469,WSM,1,20,2000,2019,86.04,85.579,85.086,84.572,84.044,83.596,69.242,68.796,68.336,67.861,67.354,66.806,46.983,47.37,65.102,73.402,85.607,135.771,136.054,142.745,142.745
678,Sao Tome and Principe,4,17,Middle Africa,6.609772265,0.241554875,STP,1,20,2000,2019,16.308,16.027,15.734,15.425,15.091,14.733,14.35,13.951,13.558,13.191,12.862,12.573,12.315,12.407,12.354,12.229,12.189,12.729,12.491,12.258,12.258
682,Saudi Arabia,4,145,Western Asia,44.54763347,24.12594211,SAU,1,20,2000,2019,0.017,0.017,0.016,0.016,0.015,0.015,0.014,0.014,0.014,0.013,0.086,0.101,0.465,0.747,0.785,0.765,0.748,1.122,2.585,11.589,11.589
686,Senegal,4,11,Western Africa,-14.46636926,14.35920905,SEN,1,20,2000,2019,1.051,1.04,1.029,1.017,1.005,0.992,0.979,0.967,0.963,0.962,2.231,2.286,2.306,2.322,2.469,2.469,4.535,8.95,10.029,12.825,12.825
690,Seychelles,4,14,Eastern Africa,55.46561591,-4.678053059,SYC,1,20,2000,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,67.218,73.864,78.058,83.021,89.651,97.823,97.175,97.175
694,Sierra Leone,4,11,Western Africa,-11.78306584,8.568604164,SLE,1,20,2000,2019,0.872,0.841,0.806,0.769,0.737,0.709,0.687,0.673,4.735,4.634,8.432,8.252,8.117,7.96,12.889,12.614,12.353,13.156,12.936,12.667,12.667
702,Singapore,4,35,South-Eastern Asia,103.8107883,1.361009155,SGP,1,20,2000,2019,37.951,37.502,37.253,37.029,36.603,35.844,34.732,33.394,32.074,26.155,25.589,25.268,25.347,31.575,37.772,44.906,54.305,57.712,64.572,80.418,80.418
90,Solomon Islands,4,543,Oceania (exc. Australia and New Zealand),160.1584117,-9.622391719,SLB,1,20,2000,2019,0.754,0.734,0.781,0.761,0.805,0.785,1.806,1.766,1.726,1.693,1.311,2.755,2.683,2.611,3.533,3.439,5.255,5.707,5.56,5.419,5.419
706,Somalia,4,14,Eastern Africa,46.20367477,4.406485729,SOM,1,20,2000,2019,0,0,0,0,0,0,0,0,0,0,0,0,0.173,0.168,0.171,0.215,0.527,0.716,0.707,0.688,0.688
710,South Africa,4,18,Southern Africa,24.67184355,-29.99957544,ZAF,1,20,2000,2019,27.762,28.162,27.877,33.959,20.036,19.79,19.541,19.376,19.225,19.316,19.384,19.169,18.975,27.934,49.686,61.902,82.727,98.006,104.938,105.307,105.307
728,South Sudan,4,14,Eastern Africa,30.32618773,7.290839152,SSD,1,20,2000,2019,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0.015,0.015,0.015,0.04,0.041,0.05,0.059,0.059
144,Sri Lanka,5,127,Southern Asia (excluding India),80.70489654,7.614693343,LKA,1,20,2000,2019,61.588,61.783,61.892,65.326,66.562,66.643,67.325,67.204,68.42,69.791,70.991,71.958,82.049,83.553,88.225,89.681,92.713,96.851,101.879,102.987,102.987
275,State of Palestine,4,145,Western Asia,35.25694122,31.94347933,PSE,0,20,2000,2019,0,0,0,0,0,0,0,0,0,0,0,0.084,0.141,0.138,0.677,2.649,5.393,7.444,8.295,9.604,9.604
729,Sudan,4,15,Northern Africa,29.95650159,16.02643066,SDN,0,20,2000,2019,14.951,14.579,14.207,13.843,13.5,14.165,13.847,13.554,13.27,49.997,48.935,47.856,49.739,48.56,47.403,46.355,45.286,52.428,51.196,50.12,50.12
740,Suriname,4,5,South America,-55.90626394,4.132603197,SUR,1,20,2000,2019,382.211,377.696,373.267,368.899,364.609,360.388,356.23,352.126,348.08,344.094,340.475,336.862,333.787,330.613,336.531,336.045,332.626,329.403,328.349,325.313,325.313
760,Syrian Arab Republic,4,145,Western Asia,38.50466565,35.01676176,SYR,1,20,2000,2019,93.518,91.534,68.875,69.864,86.118,83.617,80.554,76.078,43.907,42.786,40.131,40.666,41.945,43.788,80.238,87.752,85.958,87.825,88.68,88.094,88.094
762,Tajikistan,4,143,Central Asia,69.294998,38.43069666,TJK,1,20,2000,2019,653.279,642.715,631.879,620.801,609.541,606.276,594.604,582.811,570.908,652.103,637.947,624.811,610.985,597.342,610.051,595.345,581.603,567.411,566.26,565.759,565.759
764,Thailand,4,35,South-Eastern Asia,101.0202951,15.13089239,THA,1,20,2000,2019,56.768,56.244,55.924,55.605,57.075,57.073,61.552,66.311,69.668,70.658,71.569,74.957,83.997,98.334,108.209,115.961,136.895,148.003,163.822,170.339,170.339
626,Timor-Leste,4,35,South-Eastern Asia,125.9451052,-8.797497247,TLS,1,20,2000,2019,0,0,0,0,0.001,0.001,0.001,0.001,0.309,0.303,0.298,0.293,0.288,0.767,0.754,0.74,0.726,0.747,0.733,0.718,0.718
768,Togo,4,11,Western Africa,0.97835765,8.532096072,TGO,1,20,2000,2019,13.687,13.313,12.969,12.494,12.18,11.868,11.557,11.249,10.96,10.668,10.398,10.147,9.896,9.652,9.469,9.371,9.206,9.041,8.822,8.615,8.615
772,Tokelau,4,543,Oceania (exc. Australia and New Zealand),-171.8154473,-9.214545558,TKL,0,20,2000,2019,13.548,13.944,14.604,15.579,16.601,17.312,18.026,18.373,18.519,18.65,18.601,18.453,817.713,798.489,781.43,762.63,815.831,802.621,789.833,793.985,793.985
776,Tonga,4,543,Oceania (exc. Australia and New Zealand),-175.1959991,-21.19511329,TON,1,20,2000,2019,0.582,0.579,0.848,0.843,0.838,0.832,1.091,1.082,1.074,1.155,1.154,1.159,11.009,16.361,16.481,28.577,34.021,63.048,62.51,74.174,74.174
780,Trinidad and Tobago,4,29,Caribbean,-61.29389504,10.41877263,TTO,1,20,2000,2019,4.01,4.253,4.4,4.645,4.958,5.015,5.163,5.235,1.529,1.718,1.937,1.925,1.913,1.9,2.116,2.422,2.409,2.398,2.166,2.158,2.158
788,Tunisia,4,15,Northern Africa,9.572737411,34.11439971,TUN,1,20,2000,2019,7.69,7.636,7.588,8.563,8.501,8.431,8.354,8.33,8.252,11.402,11.304,11.317,22.492,25.078,28.489,29.726,30.757,31.285,30.929,31.869,31.869
792,Turkey,4,145,Western Asia,35.42890329,38.9899684,TUR,1,20,2000,2019,178.496,183.609,189.723,192.088,190.439,191.816,192.468,196.244,203.479,217.728,240.141,259.87,297.192,336.524,361.78,401.327,431.503,477.665,512.878,534.43,534.43
795,Turkmenistan,4,143,Central Asia,58.9787665,40.0912346,TKM,1,20,2000,2019,0.266,0.263,0.26,0.258,0.255,0.252,0.249,0.246,0.243,0.24,0.236,0.232,0.228,0.224,0.22,0.216,0.212,0.208,0.205,0.202,0.202
796,Turks and Caicos Islands,4,29,Caribbean,-71.745121,21.80780585,TCA,0,20,2000,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.834,0.821,5.119,11.681,24.611,24.611
798,Tuvalu,4,543,Oceania (exc. Australia and New Zealand),178.6679611,-7.460048071,TUV,1,20,2000,2019,0.639,0.633,0.625,0.617,0.608,0.6,0.593,0.587,2.521,20.071,19.865,19.951,19.732,19.541,25.335,185.963,197.828,195.952,194.524,192.021,192.021
800,Uganda,4,14,Eastern Africa,32.39100438,1.279557331,UGA,1,20,2000,2019,11.404,11.083,12.341,11.978,11.625,11.562,11.809,12.063,11.491,11.753,14.63,14.211,18.138,21.21,21.459,21.049,20.343,20.453,20.103,24.314,24.314
784,United Arab Emirates,4,145,Western Asia,53.98279159,23.43322219,ARE,1,20,2000,2019,0,0,0,0,0,0,0,0,0,1.268,1.262,1.41,1.571,14.33,14.872,14.829,15.363,37.592,61.853,193.201,193.201
834,United Republic of Tanzania,4,14,Eastern Africa,34.80521182,-6.265332606,TZA,1,20,2000,2019,18.209,17.74,17.263,17.048,16.573,15.698,15.265,14.84,14.436,14.046,13.896,13.826,13.563,13.214,13.049,12.806,12.536,12.353,12.053,11.704,11.704
850,United States Virgin Islands,4,29,Caribbean,-64.76960113,17.73297693,VIR,0,20,2000,2019,0,0,0,0,0,0,0,0,0,0,0,4.499,5.781,9.126,48.056,88.175,88.649,48.623,48.657,48.7,48.7
858,Uruguay,4,5,South America,-56.01387025,-32.8002838,URY,1,20,2000,2019,466.754,465.949,465.868,466.203,466.508,466.765,466.259,517.295,523.401,529.696,540.174,541.907,543.053,593.834,716.781,845.076,952.98,1082.978,1080.811,1080.802,1080.802
860,Uzbekistan,4,143,Central Asia,63.11944558,41.77560518,UZB,1,20,2000,2019,64.433,63.564,62.758,62.099,61.317,60.505,59.655,59.916,59,58.078,61.229,60.255,59.288,58.364,57.915,56.972,57.129,57.662,59.094,58.916,58.916
548,Vanuatu,4,543,Oceania (exc. Australia and New Zealand),167.0679779,-15.34445547,VUT,1,20,2000,2019,3.244,3.171,3.094,3.016,2.939,2.867,2.799,2.734,16.311,18.698,18.225,29.226,28.585,27.853,29.797,29.447,33.461,34.813,35.394,33.396,33.396
862,Venezuela (Bolivarian Republic of),4,5,South America,-66.15642084,7.121324748,VEN,1,20,2000,2019,546.286,535.898,497.681,488.893,533.339,545.383,543.713,535.783,528.257,521.701,514.263,506.296,499.172,502.145,497.803,505.74,555.976,564.462,574.515,582.056,582.056
704,Viet Nam,4,35,South-Eastern Asia,105.802499,10.09643079,VNM,1,20,2000,2019,42.543,48.733,52.056,52.204,52.233,52.423,54.796,59,70.059,84.082,100.193,115.237,152.706,164.196,166.431,174.891,186.732,192.539,195.841,254.178,254.178
887,Yemen,4,145,Western Asia,45.22389143,15.22242099,YEM,1,20,2000,2019,0,0,0,0,0,0,0,0,0.043,0.044,0.043,0.054,0.056,0.094,0.194,2.264,2.945,3.593,8.772,8.573,8.573
894,Zambia,4,14,Eastern Africa,27.850329,-14.59701056,ZMB,1,20,2000,2019,173.029,168.558,164.264,154.775,150.836,146.948,143.119,134.609,133.354,130.26,142.247,138.015,134.282,154.253,149.513,145.548,148.578,144.85,140.757,142.074,142.074
716,Zimbabwe,4,14,Eastern Africa,29.86909584,-19.00075492,ZWE,1,20,2000,2019,61.423,61.204,62.722,62.576,62.379,62.086,61.684,61.178,67.353,66.6,65.791,66.198,65.138,64.441,63.376,63.536,62.883,62.326,82.532,81.536,81.536
