,Marca temporal,Sexo,Edad,Ciclo académico que se encuentra cursando,Carrera,¿Cómo sueles sentirte en verano?,¿Cómo sueles sentirte en otoño?,¿Cómo sueles sentirte en invierno?,¿Cómo sueles sentirte en primavera?,Preferencia climática,¿Consideras que el clima afecta tu rendimiento académico?,¿Prefieres estudiar en un ambiente más cálido o más frío?,¿Cuál fue tu promedio ponderado del ciclo regular 2022-1? Colocar respuesta en decimales. Usa punto decimal(.),¿Cuál fue tu promedio ponderado del ciclo regular 2022-2? Colocar respuesta en decimales. Usa punto decimal(.),"¿Has considerado cambiar tu rutina de estudio en función de las condiciones climáticas?
",¿Realizas alguna actividad específica para adaptarte al clima y poder estudiar con mayor comodidad?,¿Estudiaste en la Universidad durante verano?,¿Cuál fue tu promedio ponderado en el ciclo verano? Colocar respuesta en decimales. Usa punto decimal(.),¿Cuántas horas sueles estudiar en un día soleado?,¿Cuántas horas sueles estudiar en un día lluvioso?,¿Cuántas horas sueles estudiar en un día templado?,¿Cuántas horas sueles estudiar en un día frío?,¿Cómo sueles estar de humor en un día lluvioso?,¿Cómo sueles estar de humor en un día frío?,¿Cómo sueles estar de humor en un día templado?,¿Cómo sueles estar de humor en un día soleado?,¿Qué actividad deportiva realizas mas en temporadas primaveral-soleado?,¿Qué actividad deportiva realizas más en temporadas templados-frios ?,¿Que actividad recreativa realizas mas en temporadas primaveral-soleado?,¿Que actividad recreativa realizas mas en temporadas templados-frio?,¿Crees que la universidad debería tomarle importancia al impacto del climatico en el bienestar académico y emocional de sus estudiantes?
,5/3/23 16:50,M( Masculino),19,2,Ingeniería mecatrónica,Enfadado,Enfadado,Alegre,Enfadado,Frio,Si,Frio,"14,56","15,56",Sí,No,no,,2,Más de 5,4,Más de 5,5,5,4,1,No hago deporte,Fútbol,No realizo actividad recreativa,Futbolito,Sí
,5/3/23 16:50,M( Masculino),22,6,Ciencia de la computación,Alegre,Calmado,Calmado,Alegre,Templado,Si,Calido,"13,6","13,2",No,No,no,,3,4,5,2,3,3,3,4,Otros,No hago deporte,Otros,Juegos de cartas,Sí
,5/3/23 16:51,M( Masculino),19,2,Ciencia de la computación,Alegre,Calmado,Calmado,Alegre,Templado,Si,Frio,,"15,75",Sí,Sí,no,,4,Más de 5,Más de 5,Más de 5,5,5,4,4,Ciclismo,Fútbol,Juegos de cartas,Futbolito,Sí
,5/3/23 16:51,M( Masculino),21,5,Ingeniería civil,Calmado,Calmado,Calmado,Alegre,Frio,No,Frio,"12,43","14,56",No,No,si,16,4,3,4,3,3,3,3,1,No hago deporte,No hago deporte,No realizo actividad recreativa,Otros,No
,5/3/23 16:53,F(Femenino),18,2,Ciencia de la computación,Triste,Calmado,Calmado,Alegre,Templado,Si,Frio,"15,85","15,85",No,Sí,no,,4,5,5,5,3,4,4,5,No hago deporte,No hago deporte,No realizo actividad recreativa,Juegos de cartas,Sí
,5/3/23 16:53,F(Femenino),18,2,Ciencia de la computación,Calmado,Alegre,Alegre,Calmado,Frio,Si,Frio,,"16,4",No,No,no,,4,5,4,5,5,5,4,3,No hago deporte,Otros,Monopoly,Monopoly,Sí
,5/3/23 16:54,M( Masculino),22,6,Ingeniería civil,Enfadado,Alegre,Alegre,Calmado,Templado,Si,Calido,14,15,No,No,no,,5,5,4,3,3,2,4,2,Fútbol,Fútbol,Juegos de cartas,,Sí
,5/3/23 16:54,F(Femenino),18,4,Ciencia de la computación,Triste,Alegre,Alegre,Alegre,Templado,Si,Calido,18,"17,7",No,No,no,,3,4,4,5,4,4,4,4,No hago deporte,No hago deporte,Puzzles,Puzzles,Sí
,5/3/23 16:54,M( Masculino),19,4,Ingeniería mecatrónica,Calmado,Calmado,Calmado,Calmado,Templado,Si,Frio,14,14,Sí,Sí,no,,4,4,4,3,4,4,4,4,Atletismo,Artes marciales,Monopoly,Juegos de cartas,Sí
,5/3/23 16:55,M( Masculino),19,4,Ingeniería industrial,Calmado,Calmado,Calmado,Calmado,Frio,No,Frio,14,14,No,No,si,14,1,3,2,3,4,4,4,2,Fútbol,Fútbol,Monopoly,Monopoly,Sí
,5/3/23 16:59,M( Masculino),20,1,Ciencia de la computación,Calmado,Calmado,Calmado,Calmado,Frio,No,Frio,0,0,No,No,no,,2,2,2,2,5,5,5,5,Otros,Otros,Otros,Otros,No
,5/3/23 17:02,M( Masculino),18,2,Ingeniería mecatrónica,Alegre,Calmado,Triste,Alegre,Templado,No,Calido,"16,5",17,Sí,Sí,si,18,2,1,0,2,3,2,4,4,Fútbol,Fútbol,Futbolito,Futbolito,Sí
,5/3/23 17:04,F(Femenino),18,3,Ciencia de la computación,Enfadado,Alegre,Calmado,Alegre,Templado,Si,Frio,15,"14,5",Sí,Sí,no,,4,4,Más de 5,Más de 5,5,5,4,1,No hago deporte,Otros,Otros,Otros,Sí
,5/3/23 17:05,M( Masculino),18,3,Ingeniería mecatrónica,Calmado,Alegre,Alegre,Calmado,Templado,No,Calido,"12,25","12,25",Sí,No,no,,2,2,2,4,4,5,5,3,Natación,No hago deporte,Futbolito,Futbolito,No
,5/3/23 17:06,M( Masculino),19,3,Ingeniería ambiental,Enfadado,Alegre,Alegre,Triste,Frio,Si,Frio,"13,78","13,78",Sí,No,si,12,2,4,2,4,5,5,4,1,Atletismo,Fútbol,Juegos de cartas,Juegos de cartas,Sí
,5/3/23 17:07,M( Masculino),19,3,Ciencia de la computación,Enfadado,Alegre,Alegre,Alegre,Frio,No,Frio,"17,8","16,8",No,Sí,si,18,Más de 5,Más de 5,Más de 5,Más de 5,5,5,5,3,Otros,Otros,Otros,Otros,Sí
,5/3/23 17:07,M( Masculino),18,3,Ciencia de la computación,Calmado,Calmado,Calmado,Calmado,Frio,No,Frio,"15,75","14,45",No,No,si,13,2,1,2,2,3,4,5,4,Otros,Otros,Ajedrez,Ajedrez,Sí
,5/3/23 17:08,F(Femenino),18,3,Ingeniería mecatrónica,Calmado,Alegre,Alegre,Calmado,Frio,Si,Frio,12,13,No,Sí,no,,2,4,3,4,3,3,4,2,Otros,Otros,Otros,Otros,Sí
,5/3/23 17:09,M( Masculino),18,3,Ingeniería civil,Calmado,Triste,Triste,Alegre,Tropical,No,Calido,"15,25","15,5",No,No,no,,2,2,2,2,3,3,4,4,Artes marciales,Artes marciales,No realizo actividad recreativa,No realizo actividad recreativa,Sí
,5/3/23 17:10,M( Masculino),18,3,Ingeniería civil,Alegre,Triste,Triste,Alegre,Templado,No,Calido,"16,45","17,76",No,Sí,no,,5,5,5,5,5,2,4,3,Basket,Basket,Juegos de cartas,Juegos de cartas,Sí
,5/3/23 17:14,M( Masculino),18,3,Ingeniería civil,Enfadado,Alegre,Alegre,Calmado,Frio,No,Frio,"13,45","12,15",No,Sí,si,15,3,3,3,3,3,3,3,3,Natación,Natación,No realizo actividad recreativa,No realizo actividad recreativa,Sí
,5/3/23 17:15,M( Masculino),20,5,Ingeniería mecatrónica,Calmado,Alegre,Alegre,Calmado,Frio,Si,Frio,"14,7","15,4",No,No,si,15,Más de 5,Más de 5,Más de 5,Más de 5,3,5,2,1,Fútbol,Fútbol,Ajedrez,Ajedrez,Sí
,5/3/23 17:22,M( Masculino),20,6,Ciencia de la computación,Alegre,Calmado,Calmado,Alegre,Frio,Si,Frio,15,15,No,No,si,15,Más de 5,Más de 5,Más de 5,Más de 5,3,3,4,4,Otros,Otros,Juegos de cartas,No realizo actividad recreativa,Sí
,5/3/23 17:32,M( Masculino),21,5,Ciencia de la computación,Enfadado,Alegre,Alegre,Calmado,Frio,Si,Frio,"13,2","15,6",Sí,Sí,si,15,0,4,4,4,3,5,3,1,No hago deporte,Basket,No realizo actividad recreativa,No realizo actividad recreativa,Sí
,5/3/23 17:34,F(Femenino),21,4,Ingeniería Química,Enfadado,Calmado,Alegre,Triste,Frio,Si,Frio,13,14,No,No,no,,2,3,2,5,3,5,1,1,No hago deporte,No hago deporte,No realizo actividad recreativa,No realizo actividad recreativa,Sí
,5/3/23 18:02,F(Femenino),mas de 24,7,Ingeniería electrónica,Enfadado,Calmado,Alegre,Alegre,Frio,No,Frio,16,17,Sí,No,no,,2,3,3,3,4,4,5,2,Natación,Artes marciales,Otros,Otros,No
,5/3/23 18:11,F(Femenino),18,4,Ingeniería industrial,Alegre,Alegre,Alegre,Alegre,Seco,No,Frio,13,13,Sí,Sí,si,10,5,5,5,5,5,5,5,1,Natación,Basket,No realizo actividad recreativa,Otros,No
,5/3/23 18:13,M( Masculino),18,3,Ingeniería mecatrónica,Triste,Calmado,Alegre,Alegre,Frio,Si,Frio,"14,87","15,32",No,No,no,,2,Más de 5,3,5,5,5,3,3,No hago deporte,No hago deporte,Ajedrez,Ajedrez,Sí
,5/3/23 18:17,M( Masculino),19,4,Ingeniería mecánica,Enfadado,Calmado,Alegre,Alegre,Frio,Si,Frio,"14,48","15,6",Sí,Sí,no,,2,4,4,4,5,5,4,2,No hago deporte,Fútbol,No realizo actividad recreativa,No realizo actividad recreativa,Sí
,5/3/23 18:27,F(Femenino),20,5,Ingeniería de la energía,Calmado,Alegre,Alegre,Alegre,Frio,Si,Frio,"13,7",16,No,No,no,,1,3,3,4,5,5,5,1,No hago deporte,Basket,No realizo actividad recreativa,Monopoly,Sí
,5/3/23 18:37,F(Femenino),19,6,Bioingenieria,Enfadado,Calmado,Calmado,Alegre,Frio,Si,Frio,16,15,Sí,No,si,"16,3",1,3,2,4,5,5,4,1,Tenis,Tenis,Otros,Otros,Sí
,5/3/23 18:43,F(Femenino),18,3,Administración y negocios digitales,Alegre,Calmado,Triste,Alegre,Tropical,No,Calido,"17,2","17,35",No,No,si,17,3,3,3,3,2,2,3,4,Natación,No hago deporte,Otros,Otros,No
,5/3/23 19:47,M( Masculino),20,3,Ingeniería mecánica,Alegre,Calmado,Calmado,Calmado,Templado,Si,Calido,"15,6","15,3",Sí,Sí,no,,3,3,3,3,4,4,4,3,Otros,Otros,Otros,Otros,Sí
,5/3/23 20:18,M( Masculino),19,3,Ciencia de Datos,Triste,Alegre,Alegre,Calmado,Frio,No,Frio,"13,78","15,78",No,No,si,11,2,3,3,3,4,5,4,2,Fútbol,Fútbol,Otros,Otros,No
,5/3/23 21:00,F(Femenino),20,4,Ingeniería Química,Enfadado,Triste,Enfadado,Alegre,Frio,Si,Frio,,,Sí,Sí,no,,2,0,1,5,2,5,3,1,No hago deporte,No hago deporte,No realizo actividad recreativa,No realizo actividad recreativa,Sí
,5/3/23 21:01,F(Femenino),21,7,Bioingenieria,Calmado,Calmado,Calmado,Calmado,Frio,No,Frio,,,Sí,No,si,"17,2",Más de 5,5,Más de 5,Más de 5,3,3,3,3,No hago deporte,No hago deporte,Ajedrez,Ajedrez,Sí
,5/3/23 21:03,F(Femenino),23,10,Ingeniería electrónica,Calmado,Calmado,Calmado,Calmado,Frio,Si,Frio,"14,23","15,81",Sí,No,no,,2,0,2,3,3,3,3,3,No hago deporte,No hago deporte,No realizo actividad recreativa,No realizo actividad recreativa,Sí
,5/3/23 21:27,M( Masculino),19,4,Ciencia de Datos,Calmado,Calmado,Calmado,Calmado,Templado,Si,Calido,"12,8","12,95",Sí,Sí,no,,0,0,3,0,2,2,2,2,No hago deporte,Artes marciales,No realizo actividad recreativa,No realizo actividad recreativa,Sí
,5/3/23 21:28,F(Femenino),21,7,Bioingenieria,Alegre,Alegre,Alegre,Alegre,Tropical,Si,Calido,"11,2","15,6",No,No,no,,2,0,3,1,4,4,5,4,Ciclismo,Ciclismo,No realizo actividad recreativa,No realizo actividad recreativa,Sí
,5/3/23 21:30,F(Femenino),mas de 24,10,Ingeniería mecatrónica,Enfadado,Calmado,Alegre,Calmado,Frio,Si,Frio,"14,2","12,31",Sí,Sí,no,,0,0,1,3,3,5,4,2,No hago deporte,No hago deporte,No realizo actividad recreativa,No realizo actividad recreativa,Sí
,5/3/23 21:31,F(Femenino),17,4,Bioingenieria,Calmado,Alegre,Alegre,Enfadado,Frio,Si,Frio,"12,9","11,12",Sí,Sí,no,,1,0,2,3,2,5,3,2,No hago deporte,No hago deporte,Otros,Otros,Sí
,5/3/23 21:32,F(Femenino),18,5,Ingeniería mecatrónica,Calmado,Calmado,Calmado,Calmado,Templado,Si,Frio,"15,6","14,75",No,No,no,,3,0,3,3,3,3,3,3,Tenis,Tenis,No realizo actividad recreativa,No realizo actividad recreativa,Sí
,5/3/23 23:00,F(Femenino),22,8,Ingeniería Química,Alegre,Enfadado,Alegre,Calmado,Seco,Si,Calido,"11,2","16,4",Sí,No,si,"12,4",3,Más de 5,Más de 5,Más de 5,5,5,3,1,No hago deporte,Ciclismo,No realizo actividad recreativa,Ajedrez,Sí
,5/3/23 23:23,F(Femenino),18,2,Administración y negocios digitales,Calmado,Calmado,Calmado,Calmado,Templado,No,Frio,,,No,No,no,,2,2,2,2,2,5,5,2,No hago deporte,No hago deporte,No realizo actividad recreativa,No realizo actividad recreativa,Sí
,5/4/23 0:29,M( Masculino),22,5,Ingeniería mecánica,Enfadado,Calmado,Alegre,Calmado,Frio,No,Frio,"13,66","16,41",Sí,No,no,,1,5,4,4,3,4,3,1,No hago deporte,Fútbol,Ajedrez,Otros,No
,5/4/23 0:29,M( Masculino),24,7,Bioingenieria,Alegre,Calmado,Calmado,Calmado,Templado,Si,Calido,"13,98","15,81",Sí,Sí,no,,3,5,3,2,3,4,4,3,Natación,No hago deporte,Monopoly,Juegos de cartas,Sí
,5/4/23 0:29,M( Masculino),21,3,Ingeniería civil,Enfadado,Alegre,Alegre,Calmado,Frio,Si,Frio,"12,61","13,64",Sí,No,no,,0,3,2,4,4,5,3,2,Otros,No hago deporte,Otros,Futbolito,Sí
,5/4/23 0:29,M( Masculino),18,3,Ciencia de la computación,Alegre,Alegre,Triste,Alegre,Frio,No,Frio,"14,69","16,32",No,Sí,si,"15,21",5,3,3,0,1,3,4,4,No hago deporte,Atletismo,Futbolito,Bingo,Sí
,5/4/23 0:29,F(Femenino),18,3,Ciencia de la computación,Calmado,Calmado,Calmado,Calmado,Frio,Si,Frio,"14,6","12,81",No,Sí,no,,2,3,2,3,4,5,2,1,Otros,Otros,Otros,Ajedrez,Sí
,5/4/23 0:29,M( Masculino),19,3,Ingeniería mecatrónica,Enfadado,Alegre,Alegre,Calmado,Frio,No,Frio,"16,29","17,46",No,No,no,,1,4,5,5,4,3,2,3,Otros,Fútbol,Otros,No realizo actividad recreativa,Sí
,5/4/23 0:29,F(Femenino),23,6,Ingeniería civil,Enfadado,Triste,Triste,Triste,Frio,Si,Frio,"14,03","15,64",Sí,No,no,,0,1,3,3,1,1,4,5,No hago deporte,Atletismo,No realizo actividad recreativa,No realizo actividad recreativa,Sí
,5/4/23 0:30,M( Masculino),23,6,Ingeniería civil,Enfadado,Calmado,Alegre,Triste,Frio,Si,Frio,"13,69","12,79",Sí,Sí,si,"16,08",1,5,2,5,5,5,4,2,Otros,No hago deporte,No realizo actividad recreativa,Ajedrez,Sí
,5/4/23 0:30,F(Femenino),18,2,Ingeniería civil,Enfadado,Calmado,Alegre,Alegre,Frio,No,Frio,"14,6","16,88",Sí,No,no,,1,3,3,4,5,4,5,2,No hago deporte,Artes marciales,No realizo actividad recreativa,Futbolito,Sí
,5/4/23 0:30,M( Masculino),22,6,Ingeniería mecatrónica,Alegre,Alegre,Alegre,Alegre,Seco,No,Frio,"15,28","13,94",No,Sí,no,,2,2,4,4,5,4,4,1,No hago deporte,Fútbol,Otros,Ajedrez,Sí
,5/4/23 0:41,F(Femenino),20,5,Ciencia de la computación,Triste,Calmado,Alegre,Alegre,Frio,Si,Frio,"16,02","13,04",Sí,Sí,si,"14,88",0,2,3,2,4,4,2,1,Natación,Otros,Otros,No realizo actividad recreativa,Sí
,5/4/23 0:42,F(Femenino),19,4,Ciencia de la computación,Alegre,Alegre,Triste,Alegre,Frio,No,Frio,"16,73","14,58",Sí,No,no,,3,3,2,0,2,1,2,3,Otros,Fútbol,No realizo actividad recreativa,Juegos de cartas,No
,5/4/23 0:43,M( Masculino),19,4,Ingeniería Química,Calmado,Calmado,Calmado,Calmado,Frio,Si,Frio,"14,17",15,Sí,Sí,no,,4,3,2,3,4,3,4,2,Natación,Otros,Otros,No realizo actividad recreativa,Sí
,5/4/23 0:43,F(Femenino),19,4,Ingeniería electrónica,Enfadado,Alegre,Alegre,Calmado,Frio,Si,Frio,"17,35","12,5",Sí,No,no,,3,4,5,4,3,3,4,2,No hago deporte,Otros,Otros,No realizo actividad recreativa,No
,5/4/23 0:43,M( Masculino),21,4,Ingeniería industrial,Enfadado,Calmado,Alegre,Triste,Frio,Si,Frio,"14,98","13,35",Sí,No,no,,0,2,2,5,5,3,2,3,Ciclismo,No hago deporte,Otros,Otros,No
,5/4/23 0:43,F(Femenino),22,5,Ingeniería mecatrónica,Enfadado,Calmado,Alegre,Alegre,Frio,No,Frio,"14,37","17,24",Sí,Sí,si,"15,22",1,3,4,2,4,3,3,2,No hago deporte,No hago deporte,Futbolito,No realizo actividad recreativa,
,5/4/23 0:43,F(Femenino),19,2,Ingeniería mecánica,Alegre,Alegre,Alegre,Alegre,Seco,No,Frio,"12,95","14,18",Sí,Sí,si,"15,41",3,2,2,2,3,4,4,3,No hago deporte,No hago deporte,Futbolito,Ajedrez,Sí
,5/4/23 0:43,F(Femenino),21,4,Ciencia de la computación,Triste,Calmado,Alegre,Alegre,Frio,Si,Frio,"15,69","13,61",Sí,No,si,"15,44",0,4,3,4,4,5,3,1,No hago deporte,Otros,Ajedrez,Monopoly,Sí
,5/4/23 0:43,M( Masculino),18,2,Ingeniería civil,Enfadado,Alegre,Alegre,Calmado,Frio,Si,Frio,"16,57","12,59",Sí,No,si,"16,92",2,3,3,4,3,5,4,3,Fútbol,Ciclismo,No realizo actividad recreativa,Ajedrez,Sí
,5/4/23 0:43,M( Masculino),18,2,Ciencia de la computación,Enfadado,Calmado,Alegre,Triste,Frio,Si,Frio,"14,35","15,59",Sí,Sí,no,,3,3,2,5,3,5,2,1,No hago deporte,Otros,No realizo actividad recreativa,Futbolito,Sí
,5/4/23 0:43,M( Masculino),22,5,Ciencia de la computación,Enfadado,Calmado,Alegre,Alegre,Frio,No,Frio,"15,38","13,8",No,No,no,,3,4,5,3,3,5,2,4,Atletismo,No hago deporte,Otros,No realizo actividad recreativa,Sí
,5/4/23 0:43,F(Femenino),24,8,Ciencia de la computación,Alegre,Alegre,Alegre,Alegre,Seco,No,Frio,"14,35","15,66",Sí,Sí,no,,4,4,3,4,4,5,4,2,Fútbol,No hago deporte,No realizo actividad recreativa,Futbolito,Sí
,5/4/23 0:43,M( Masculino),21,4,Ciencia de la computación,Triste,Calmado,Alegre,Alegre,Frio,Si,Frio,"16,76","12,92",Sí,No,no,,0,2,4,4,5,4,3,1,Otros,No hago deporte,Ajedrez,Futbolito,Sí
,5/4/23 0:43,M( Masculino),18,2,Ciencia de Datos,Enfadado,Calmado,Alegre,Alegre,Frio,Si,Frio,"14,54","17,19",Sí,Sí,si,"16,76",0,4,4,3,5,4,4,3,No hago deporte,No hago deporte,Otros,Otros,Sí
,5/4/23 0:43,M( Masculino),18,3,Ciencia de la computación,Calmado,Alegre,Alegre,Alegre,Frio,Si,Frio,"13,4","14,03",Sí,Sí,no,,2,4,2,2,3,4,2,3,Natación,No hago deporte,Ajedrez,Juegos de cartas,Sí
,5/4/23 0:43,M( Masculino),19,3,Ciencia de la computación,Enfadado,Calmado,Calmado,Alegre,Frio,Si,Frio,"16,06","17,08",Sí,No,no,,1,2,5,2,4,5,2,2,Otros,Otros,Otros,Otros,Sí
,5/4/23 0:43,F(Femenino),21,4,Ingeniería civil,Alegre,Calmado,Triste,Alegre,Tropical,No,Calido,"12,99","16,25",Sí,No,no,,2,2,0,4,2,3,3,5,Basket,No hago deporte,No realizo actividad recreativa,,No
,5/4/23 0:43,M( Masculino),18,3,Ingeniería mecánica,Enfadado,Calmado,Alegre,Alegre,Frio,Si,Frio,"15,01","12,57",No,Sí,si,"16,64",1,4,5,5,3,4,4,3,Otros,No hago deporte,No realizo actividad recreativa,Otros,Sí
,5/4/23 0:43,F(Femenino),18,2,Bioingenieria,Alegre,Alegre,Triste,Calmado,Templado,No,Calido,"15,59","14,02",No,No,no,,3,3,1,3,1,3,2,4,Fútbol,Otros,Ajedrez,Bingo,Sí
,5/4/23 0:43,F(Femenino),19,3,Ingeniería civil,Triste,Triste,Triste,Triste,Frio,No,Frio,"14,3","14,03",No,No,no,,3,4,2,3,2,3,3,5,Otros,No hago deporte,No realizo actividad recreativa,Puzzles,Sí
,5/4/23 0:43,M( Masculino),22,4,Ciencia de la computación,Enfadado,Calmado,Alegre,Calmado,Frio,No,Frio,"16,77","15,12",No,No,no,,0,2,4,2,4,3,4,2,Otros,Fútbol,Juegos de cartas,Monopoly,Sí
,5/4/23 0:43,F(Femenino),21,4,Ciencia de la computación,Alegre,Calmado,Calmado,Calmado,Templado,Si,Calido,"16,16","13,07",No,Sí,si,"15,07",3,3,4,2,5,4,2,1,Otros,Fútbol,Otros,Otros,Sí
,5/4/23 0:43,M( Masculino),18,3,Ingeniería mecatrónica,Enfadado,Alegre,Alegre,Calmado,Frio,Si,Frio,"16,64","16,18",No,No,no,,3,5,2,4,4,3,2,3,Fútbol,Natación,Juegos de cartas,Ajedrez,Sí
,5/4/23 0:43,F(Femenino),18,3,Ingeniería civil,Alegre,Alegre,Triste,Alegre,Frio,No,Frio,"16,69","13,49",Sí,No,no,,2,0,3,2,2,1,3,5,Basket,No hago deporte,No realizo actividad recreativa,Juegos de Dominó,No
,5/4/23 0:43,M( Masculino),19,3,Ingeniería civil,Calmado,Calmado,Calmado,Calmado,Frio,Si,Frio,"15,57","16,87",Sí,Sí,si,"15,34",4,3,4,2,4,3,5,1,Otros,Fútbol,No realizo actividad recreativa,Otros,Sí
,5/4/23 0:44,M( Masculino),21,7,Ingeniería civil,Enfadado,Alegre,Alegre,Calmado,Frio,No,Frio,"16,88","13,29",Sí,Sí,no,,3,3,4,2,3,3,3,3,No hago deporte,Natación,Otros,No realizo actividad recreativa,Sí
,5/4/23 0:44,F(Femenino),18,4,Ingeniería mecatrónica,Enfadado,Triste,Triste,Triste,Frio,Si,Frio,"15,74","13,51",No,Sí,no,,1,4,2,0,3,2,3,5,Fútbol,Basket,Futbolito,Monopoly,Sí
,5/4/23 0:44,M( Masculino),18,4,Ciencia de la computación,Enfadado,Calmado,Alegre,Triste,Frio,Si,Frio,"13,53","15,12",Sí,No,si,"15,83",3,5,5,5,3,4,3,3,No hago deporte,No hago deporte,Otros,Ajedrez,Sí
,5/4/23 0:44,F(Femenino),20,6,Ciencia de la computación,Enfadado,Calmado,Alegre,Alegre,Frio,No,Frio,"16,66","16,74",Sí,Sí,si,"16,28",0,4,4,5,5,3,3,2,Natación,No hago deporte,Otros,Monopoly,Sí
,5/4/23 0:44,F(Femenino),20,6,Ingeniería Química,Alegre,Alegre,Alegre,Alegre,Seco,No,Frio,"16,24","15,79",Sí,Sí,si,"16,61",4,5,2,2,4,3,3,3,Natación,Otros,Otros,,No
,5/4/23 0:44,M( Masculino),17,1,Ingeniería electrónica,Triste,Calmado,Alegre,Alegre,Frio,Si,Frio,"15,83","15,45",Sí,Sí,si,"16,99",0,5,4,5,3,3,2,1,No hago deporte,Otros,Otros,Otros,Sí
,5/4/23 0:44,F(Femenino),17,1,Ingeniería industrial,Enfadado,Calmado,Alegre,Alegre,Frio,Si,Frio,"16,85","12,78",Sí,No,no,,3,2,3,3,4,3,2,2,Otros,No hago deporte,Futbolito,Monopoly,Sí
,5/4/23 0:44,F(Femenino),17,1,Ingeniería mecatrónica,Calmado,Alegre,Alegre,Alegre,Frio,Si,Frio,"16,37","15,02",Sí,No,no,,3,3,3,3,5,5,4,2,Otros,No hago deporte,Futbolito,Otros,Sí
,5/4/23 0:44,M( Masculino),21,4,Ingeniería mecánica,Enfadado,Calmado,Calmado,Alegre,Frio,Si,Frio,"13,58","14,62",Sí,No,no,,2,2,3,2,3,4,2,2,Otros,No hago deporte,Ajedrez,Ajedrez,Sí
,5/4/23 0:44,F(Femenino),18,1,Ingeniería de la energía,Alegre,Calmado,Triste,Alegre,Tropical,No,Calido,"16,67","12,59",Sí,Sí,no,,3,4,4,2,2,1,3,4,Fútbol,No hago deporte,Futbolito,Ajedrez,Sí
,5/4/23 0:44,F(Femenino),18,2,Ciencia de la computación,Enfadado,Calmado,Alegre,Calmado,Frio,Si,Frio,"13,53","12,55",No,No,si,"15,54",0,2,2,4,4,5,2,1,Ciclismo,Otros,Otros,Otros,Sí
,5/4/23 0:44,M( Masculino),19,2,Ciencia de la computación,Alegre,Calmado,Triste,Alegre,Tropical,Si,Calido,"12,59","13,66",No,No,no,,5,2,2,3,2,3,3,2,No hago deporte,No hago deporte,Juegos de Dominó,Juegos de cartas,Sí
,5/4/23 0:44,M( Masculino),21,4,Ciencia de la computación,Calmado,Calmado,Calmado,Calmado,Frio,Si,Frio,"14,27","13,6",No,Sí,no,,2,2,5,3,5,4,3,3,No hago deporte,Ciclismo,Otros,Otros,Sí
,5/4/23 0:44,F(Femenino),18,2,Ciencia de Datos,Enfadado,Calmado,Alegre,Alegre,Frio,Si,Calido,"16,74","14,65",Sí,Sí,no,,1,5,5,2,4,5,3,3,No hago deporte,Otros,Otros,Monopoly,Sí
,5/4/23 0:44,F(Femenino),18,3,Ingeniería electrónica,Alegre,Calmado,Calmado,Alegre,Tropical,Si,Calido,"16,45","17,02",No,Sí,si,"15,19",3,2,3,5,4,4,3,3,No hago deporte,No hago deporte,Otros,Otros,Sí
,5/4/23 0:44,M( Masculino),24,8,Ciencia de Datos,Calmado,Calmado,Alegre,Alegre,Templado,No,Calido,"16,91","12,86",No,No,no,,2,5,3,3,3,3,4,3,Fútbol,No hago deporte,Futbolito,Ajedrez,Sí
,5/4/23 0:44,M( Masculino),23,6,Ingeniería electrónica,Enfadado,Enfadado,Enfadado,Enfadado,Tropical,No,Frio,"13,97","16,79",Sí,Sí,no,,1,1,0,3,1,2,2,5,Otros,Fútbol,Otros,Otros,No
,5/4/23 0:44,M( Masculino),22,6,Ingeniería electrónica,Alegre,Calmado,Calmado,Triste,Templado,Si,Calido,"14,92","15,86",Sí,No,no,,3,4,3,5,5,4,4,3,No hago deporte,No hago deporte,No realizo actividad recreativa,Otros,Sí
,5/4/23 0:44,M( Masculino),23,6,Ingeniería civil,Calmado,Calmado,Calmado,Calmado,Frio,Si,Frio,"15,73","14,56",No,Sí,si,"15,94",5,5,2,5,5,5,2,3,Atletismo,No hago deporte,No realizo actividad recreativa,No realizo actividad recreativa,Sí
,5/4/23 0:44,F(Femenino),21,5,Ciencia de Datos,Enfadado,Alegre,Alegre,Calmado,Frio,Si,Frio,"12,68","16,44",No,Sí,si,"16,3",0,2,2,5,3,5,3,2,Fútbol,No hago deporte,Otros,Ajedrez,Sí
,5/4/23 0:44,M( Masculino),18,3,Ingeniería electrónica,Enfadado,Calmado,Alegre,Triste,Frio,Si,Frio,"15,66","16,3",No,Sí,si,"16,75",2,5,3,4,3,5,2,3,Otros,Otros,No realizo actividad recreativa,Futbolito,No
,5/4/23 0:44,M( Masculino),20,3,Ingeniería civil,Enfadado,Calmado,Alegre,Alegre,Frio,No,Frio,"15,12","14,58",Sí,Sí,no,,3,4,5,4,5,5,2,1,No hago deporte,No hago deporte,Ajedrez,No realizo actividad recreativa,Sí
,5/4/23 0:44,F(Femenino),19,2,Ingeniería de la energía,Alegre,Alegre,Alegre,Alegre,Seco,No,Frio,"13,03","16,21",Sí,Sí,no,,3,3,3,5,3,3,4,1,Natación,Fútbol,Futbolito,Futbolito,Sí
