pano,pmes,conglome,submuestra,vivienda,hogar,codperso,dominio,estrato,codpanel,p103,p104,p105,p106,p107,p108,p109a,p109b,p109c,p200n,p200i,p200a,p200b,p200bb,p200c,p200d,p200dd,p200e,p200f,p200g,p201,p202,p203,p204,p2041,p2042,p2043,p2044,p2045,p2046,p2047,p2048,p2049,p20410,p20411,p204a,p205a,p206,P206AA,p207a,p207b,p208b1,p208b2,p208b3,p209a,p209b,p209c,p209d,p209e,p209f,p209g,p209t,p209bb,p209cc,p209h,p209ee,p210,p211a,p211b,p212a,p212b,p212c,p212d,p212e,p213,p214,p215,p216,p217,p218,p219,p220,p222,P223A1,P223A2,P223A3,P223A4,P223A5,P223A6,P223A7,P224,P225,ocu200,i211a,i211b,i212a,i212b,i212c,i212d,ingtot,ingprin,resident,fa_mjj22
2022,05,092258,002,0046,11,09,8,1,22051109,6,1,2, ,2,7,3, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,05,092258,002,0047,12,01,8,1,22051201,1,1,2, ,1,29,6,5, ,1,1,15,5,2022,21,5,2022,5,6,1992,1, , , , , , , , , , , , , , ,885,4922,2, ,1,1,99,99,2017,8,12,12,12,12,12,12,80,1, ,2,2, , , ,1516,0, , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,3,4,1, , ,1516,0, , ,1516,1516,1,649.128649986797
2022,05,092258,002,0047,12,02,8,1,22051202,2,1,2, ,2,33,6,5, ,2,2,15,5,2022,21,5,2022,13,6,1988,1, , , , , , , , , , , , , , ,247,8521,3,2,2, ,1,4,2022,0,5,5,5,5,5,0,25,1, ,2,2,4,500,0, , , , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1,500,0, , , , ,500,500,1,625.421123844261
2022,05,092258,002,0047,12,03,8,1,22051203,3,1,2, ,1,14,5,2, ,3,3,15,5,2022,21,5,2022,5,1,2008,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , ,0, ,2,6,0,0,0,0,0,0,1,8,4,4, , , , , , , , ,1,580.854572160738
2022,05,092258,002,0047,12,04,8,1,22051204,3,1,2, ,1,10,3, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,05,092258,002,0047,22,01,8,1,22052201,1,1,2, ,1,26,6,5, ,1,1,15,5,2022,21,5,2022,12,12,1995,1, , , , , , , , , , , , , , ,861,4100,4,5,2, ,99,99,2019,0,8,8,8,8,8,8,48,1, ,1,2,2,500,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,2165,0, , , , ,2165,2165,1,649.128649986797
2022,05,092258,002,0047,22,02,8,1,22052202,2,1,2, ,2,28,6,5, ,2,2,15,5,2022,21,5,2022,9,9,1993,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,2, ,0, ,1,1,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,625.421123844261
2022,05,092258,002,0047,22,03,8,1,22052203,3,1,2, ,2,8,3, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,05,092258,002,0047,22,04,8,1,22052204,3,1,2, ,2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,05,092258,002,0048,11,01,8,1,22051101,1,1,2, ,1,30,8,3, ,1,1,15,5,2022,21,5,2022,21,2,1992,1, , , , , , , , , , , , , , ,247,8549,3,5,1,8,99,99,2017,0,10,10,10,10,10,10,60,1, ,2,2,4,1500,0, , , , ,1, , , , , , , , ,5,0,0,0,0,0,0,1,6,4,1,1500,0, , , , ,1500,1500,1,649.128649986797
2022,05,092258,002,0048,11,02,8,1,22051102,2,1,2, ,2,31,6,5, ,2,2,15,5,2022,21,5,2022,4,5,1991,1, , , , , , , , , , , , , , ,364,8549,1, ,1,4,99,99,2017,0,10,10,10,10,10,10,60,1, ,2,2, , , ,3500,0, , ,1, , , , , , , , ,5,0,0,0,0,0,0,1,6,4,1, , ,3500,0, , ,3500,3500,1,625.421123844261
2022,05,092258,002,0048,11,03,8,1,22051103,3,1,2, ,2,15,5,1, ,3,3,15,5,2022,21,5,2022,29,9,2006,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,1,1,5,0, ,2,1,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,613.38853953575
2022,05,092258,002,0048,11,04,8,1,22051104,3,1,2, ,2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,05,092259,002,0029,11,01,8,1,22051101,1,1,2, ,1,41,6,5, ,1,1,24,4,2022,30,4,2022,21,9,1980,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,9,2, , ,0, ,1,6,0,0,0,0,0,0,1,1,1,4, , , , , , , , ,1,324.564324993398
2022,05,092259,002,0030,11,01,8,1,22051101,1,1,2, ,2,38,6,5, ,1,1,24,4,2022,30,4,2022,30,1,1984,1, , , , , , , , , , , , , , ,942,8121,2, ,1,1,1,1,2021,0,6,0,6,0,6,0,18,1, ,1,2, , , ,585,0, , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1, , ,585,0, , ,585,585,1,312.710561922131
2022,05,092259,002,0030,11,02,8,1,22051102,3,1,2, ,2,14,5,2, ,2,2,24,4,2022,30,4,2022,21,1,2008,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , ,0, ,2,1,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,306.694269767875
2022,05,092259,002,0030,11,03,8,1,22051103,3,1,2, ,1,12,4, ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,05,092259,002,0031,11,01,8,1,22051101,1,1,2, ,1,66,6,5, ,1,1,24,4,2022,30,4,2022,15,4,1956,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,3,2,1,1,0,0,0,0,0,0,1,1,4,2, , , , , , , , ,1,256.127260289332
2022,05,092259,002,0031,11,02,8,1,22051102,2,1,2, ,2,53,6,5, ,2,2,24,4,2022,30,4,2022,23,4,1969,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , ,0, ,1,1,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,230.34383844599
2022,05,092259,002,0031,11,03,8,1,22051103,3,1,2, ,1,18,5,2, ,3,3,24,4,2022,30,4,2022,25,11,2003,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,7,1,1,5,0,0,0,0,0,0,1,6,4,2, , , , , , , , ,1,290.427286080369
2022,05,092259,002,0031,11,04,8,1,22051104,3,1,2, ,2,24,7,2, ,4,4,24,4,2022,30,4,2022,26,4,1998,1, , , , , , , , , , , , , , ,564,8010,3,4,2, ,99,2,2021,12,12,12,12,12,12,0,72,1, ,2,2,4,2000,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,2000,0, , , , ,2000,2000,1,306.694269767875
2022,05,092259,002,0031,11,05,8,1,22051105,4,1,2, ,1,25,6,5, ,5,5,24,4,2022,30,4,2022,29,12,1996,1, , , , , , , , , , , , , , ,564,8010,3,4,2, ,99,99,2020,0,12,12,12,12,12,12,72,1, ,1,2,4,1600,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,1600,0, , , , ,1600,1600,1,324.564324993398
2022,05,092259,002,0031,11,06,8,1,22051106,10,1,2, ,1,5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,05,092259,002,0032,11,01,8,1,22051101,1,1,2, ,1,41,6,5, ,1,1,24,4,2022,30,4,2022,6,4,1981,1, , , , , , , , , , , , , , ,983,4923,4,5,1,4,5,2,2022,0,0,7,0,7,7,0,21,1, ,1,2,2,170,0, , , , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,2,4,1,736,0, , , , ,736,736,1,324.564324993398
2022,05,092259,002,0032,11,02,8,1,22051102,11,1,2, ,1,39,5,2, ,2,2,24,4,2022,30,4,2022,12,5,1982,1, , , , , , , , , , , , , , ,983,5224,2, ,1,1,99,1,2021,0,10,10,10,10,10,10,60,1, ,1,1, , , ,520,0,260,0,0, , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1, , ,520,0,260,0,780,520,1,324.564324993398
2022,05,092280,001,0001,11,01,8,1,21051101,1,1,2, ,1,37,6,5, ,1,1,1,5,2022,7,5,2022,3,9,1984,1, , , , , , , , , , , , , , ,873,4220,4,4,2, ,1,1,2022,0,5,7,11,0,11,5,39,1, ,1,2,4,1500,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,1500,0, , , , ,1500,1500,1,847.7922082541
2022,05,092280,001,0001,11,02,8,1,21051102,2,1,2, ,2,20,6,5, ,2,2,1,5,2022,7,5,2022,26,6,2001,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , ,0, ,1,1,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,801.113961710592
2022,05,092280,001,0001,11,03,8,1,22051103,3,1,2, ,2,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,05,092280,001,0003,11,01,8,1,21051101,1,1,1, ,1,35,6,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022,05,092280,001,0003,11,02,8,1,21051102,2,1,2, ,2,33,4, ,6,2,2,1,5,2022,7,5,2022,15,9,1988,1, , , , , , , , , , , , , , ,941,9700,6, ,1,2,2,1,2022,0,8,0,8,0,8,0,24,1, ,2,2,2,75,24, , , , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1,325,104, , , , ,429,429,1,816.829076460378
2022,05,092280,001,0003,11,03,8,1,21051103,3,1,2, ,1,10,3, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,05,092280,001,0003,11,04,8,1,21051104,3,1,2, ,1,7,3, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,05,092280,001,0004,11,01,8,1,21051101,1,1,2, ,1,70,3,4, ,1,1,1,5,2022,7,5,2022,3,1,1952,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,3,2,1,1,0,0,0,0,0,0,1,6,4,2, , , , , , , , ,1,669.028229147433
2022,05,092280,001,0004,11,02,8,1,21051102,2,1,2, ,2,59,3,4, ,2,2,1,5,2022,7,5,2022,4,9,1962,1, , , , , , , , , , , , , , ,945,3811,2, ,1,1,99,9,2020,2,1,1,1,1,1,1,8,1, ,1,1, , , ,130,0, , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1, , ,130,0, , ,130,130,1,601.679532887121
2022,05,092280,001,0004,11,03,8,1,21051103,3,1,2, ,1,23,9,1, ,3,3,1,5,2022,7,5,2022,26,3,1999,1, , , , , , , , , , , , , , ,375,4649,3,5,2, ,13,4,2022,0,8,8,8,8,8,8,48,1, ,2,2,4,1050,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,1050,0, , , , ,1050,1050,1,758.623087144064
2022,05,092280,001,0005,11,01,8,1,21051101,1,1,2, ,1,34,7,1, ,1,1,1,5,2022,7,5,2022,30,8,1987,1, , , , , , , , , , , , , , ,873,3600,4,4,2, ,99,99,2015,0,9,11,11,4,11,9,55,2,46,1,2,4,1450,0, , ,693,0,0, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,1450,0, , ,693,0,2143,1450,1,847.7922082541
2022,05,092280,001,0005,11,02,8,1,21051102,2,1,2, ,2,28,4, ,6,2,2,1,5,2022,7,5,2022,26,1,1994,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , ,0, ,1,5,0,0,0,0,0,0,1,5,4,4, , , , , , , , ,1,816.829076460378
2022,05,092280,001,0005,11,03,8,1,22051103,3,1,2, ,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,05,092282,002,0033,11,01,8,1,22051101,1,1,2, ,1,37,6,5, ,1,1,1,5,2022,7,5,2022,16,7,1984,1, , , , , , , , , , , , , , ,778,1629,1, ,1,3,99,99,2015,0,8,8,8,8,8,8,48,1, ,1,2, , , ,3500,0, , ,1, , , , , , , , ,5,0,0,0,0,0,0,1,6,4,1, , ,3500,0, , ,3500,3500,1,918.441558941942
2022,05,092282,002,0033,11,02,8,1,22051102,2,1,2, ,2,41,6,5, ,2,2,1,5,2022,7,5,2022,19,3,1981,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,2, ,0, ,1,6,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,884.89816616541
2022,05,092282,002,0033,11,03,8,1,22051103,3,1,2, ,2,13,5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,05,092282,002,0033,11,04,8,1,22051104,3,1,2, ,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,05,092282,002,0033,11,05,8,1,22051105,9,2, ,1,1,38,6,5, ,5,5,1,5,2022,7,5,2022,24,6,1983,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,1,1,1,1,0,0,0,0,0,0,1,6,4,2, , , , , , , , ,1,918.441558941942
2022,05,092282,002,0034,11,01,8,1,22051101,1,1,2, ,2,33,5,4, ,1,1,15,5,2022,21,5,2022,6,2,1989,1, , , , , , , , , , , , , , ,912,5610,2, ,1,1,99,6,2021,0,11,11,11,11,11,11,66,1, ,2,2, , , ,779,187, , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,7,4,1, , ,779,187, , ,966,966,1,884.89816616541
2022,05,092282,002,0034,11,02,8,1,22051102,3,1,2, ,1,9,3, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,05,092282,002,0035,11,01,8,1,22051101,1,1,2, ,1,62,5,4, ,1,1,1,5,2022,7,5,2022,30,9,1959,1, , , , , , , , , , , , , , ,421,4923,3,5,2, ,99,99,2008,0,8,8,8,8,8,7,47,1, ,2,2,4,1300,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,1300,0, , , , ,1300,1300,1,724.780581576386
2022,05,092282,002,0035,11,02,8,1,22051102,2,1,2, ,2,56,4,5, ,2,2,1,5,2022,7,5,2022,14,2,1966,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,2, ,0, ,1,1,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,651.819493961047
2022,05,092282,002,0035,11,03,8,1,22051103,3,1,2, ,2,31,8,3, ,3,3,1,5,2022,7,5,2022,22,10,1990,1, , , , , , , , , , , , , , ,423,3100,3,5,1,10,99,9,2020,0,8,8,8,8,8,4,44,1, ,1,2,2,280,0, , , , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1,1212,0, , , , ,1212,1212,1,884.89816616541
2022,05,092282,002,0035,11,04,8,1,22051104,3,1,2, ,1,28,10,6, ,4,4,1,5,2022,7,5,2022,21,8,1993,1, , , , , , , , , , , , , , ,413,8423,3,2,2, ,15,3,2021,0,8,8,8,8,8,0,40,1, ,2,1,4,930,0, , , , ,1, , , , , , , , ,5,0,0,0,0,0,0,1,6,4,1,930,0, , , , ,930,930,1,918.441558941942
2022,05,092282,002,0036,11,01,8,1,22051101,1,1,2, ,2,43,5,2, ,1,1,1,5,2022,7,5,2022,11,3,1979,1, , , , , , , , , , , , , , ,941,9700,6, ,1,1,2,1,2022,0,0,0,0,0,0,8,8,1, ,1,1,2,50,0, , , , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,7,4,1,217,0, , , , ,217,217,1,884.89816616541
2022,05,092282,002,0036,11,02,8,1,22051102,3,1,2, ,2,10,3, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,05,092283,002,0047,11,01,8,1,22051101,1,1,2, ,2,41,5,4, ,1,1,8,5,2022,14,5,2022,12,12,1980,1, , , , , , , , , , , , , , ,942,5610,4,5,1,2,15,1,2022,0,8,8,8,8,8,8,48,1, ,1,2,2,270,18, , , , ,1, , , , , , , , ,5,0,0,0,0,0,0,1,1,4,1,1169,78, , , , ,1247,1247,1,1429.45088380566
2022,05,092283,002,0047,11,02,8,1,22051102,3,1,2, ,1,18,6,5, ,2,2,8,5,2022,14,5,2022,3,1,2004,1, , , , , , , , , , , , , , ,984,3290,4,5,1,20,16,5,2022,0,10,10,10,10,10,10,60,1, ,2,2,3,600,0, , , , ,1, , , , , , , , ,5,0,0,0,0,0,0,1,6,4,1,1200,0, , , , ,1200,1200,1,1327.59040250211
2022,05,092283,002,0047,11,03,8,1,22051103,3,1,2, ,2,22,6,5, ,3,3,8,5,2022,14,5,2022,10,4,2000,1, , , , , , , , , , , , , , ,523,5610,3,5,1,4,2,6,2021,0,6,6,6,6,6,6,36,1, ,1,2,2,300,60, , , , ,1, , , , , , , , ,5,0,0,0,0,0,0,1,1,4,1,1299,260, , , , ,1559,1559,1,1401.94943299354
2022,05,092283,002,0047,11,04,8,1,22051104,4,1,2, ,1,21,6,5, ,4,4,8,5,2022,14,5,2022,13,5,2001,1, , , , , , , , , , , , , , ,984,2220,4,5,1,15,2,1,2022,0,11,11,11,11,11,11,66,1, ,1,2,3,600,104, , , , ,1, , , , , , , , ,5,0,0,0,0,0,0,1,1,4,1,1200,208, , , , ,1408,1408,1,1327.59040250211
2022,05,092283,002,0048,11,01,8,1,22051101,1,1,2, ,1,56,6,5, ,1,1,8,5,2022,14,5,2022,9,11,1965,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , ,0, ,1,6,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,1170.79940100801
2022,05,092283,002,0049,14,01,8,1,22051401,1,1,2, ,2,35,6,5, ,1,1,8,5,2022,14,5,2022,1,12,1986,1, , , , , , , , , , , , , , ,916,4789,3,5,1,2,2,1,2022,10,0,0,0,0,0,10,20,1, ,2,2,2,80,26, , , , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1,346,113, , , , ,459,459,1,1429.45088380566
2022,05,092283,002,0049,14,02,8,1,22051402,3,1,2, ,1,17,5,4, ,2,2,8,5,2022,14,5,2022,9,5,2005,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , ,0, ,2,6,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,1327.59040250211
2022,05,092283,002,0049,14,03,8,1,22051403,3,1,2, ,2,15,5,1, ,3,3,8,5,2022,14,5,2022,18,1,2007,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , ,0, ,2,6,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,1401.94943299354
2022,05,092283,002,0049,14,04,8,1,22051404,3,1,2, ,2,10,3, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,05,092283,002,0049,14,05,8,1,22051405,3,1,2, ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,05,092283,002,0049,24,01,8,1,22052401,1,1,2, ,1,77,3,4, ,1,1,8,5,2022,14,5,2022,3,1,1945,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,9,1,1,3,0, ,1,6,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,1170.79940100801
2022,05,092283,002,0049,24,02,8,1,22052402,2,1,2, ,2,72,4,5, ,2,2,8,5,2022,14,5,2022,19,11,1949,1, , , , , , , , , , , , , , ,917,4781,2, ,1,1,15,5,2021,0,0,0,0,2,0,0,2,2,10,1,2, , , ,80,0, , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1, , ,80,0, , ,80,80,1,1052.93918255246
2022,05,092283,002,0049,34,01,8,1,22053401,1,1,2, ,1,48,6,5, ,1,2,8,5,2022,14,5,2022,16,12,1973,1, , , , , , , , , , , , , , ,983,4100,4,5,1,3,9,5,2022,0,8,8,8,8,8,5,45,1, ,1,2,2,400,0, , , , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1,1732,0, , , , ,1732,1732,1,1170.79940100801
2022,05,092283,002,0049,34,02,8,1,22053402,2,1,2, ,2,50,6,5, ,2,2,8,5,2022,14,5,2022,19,8,1971,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , ,0, ,1,6,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,1052.93918255246
2022,05,092283,002,0049,34,03,8,1,22053403,3,1,2, ,2,13,5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,05,092283,002,0049,34,04,8,1,22053404,3,1,2, ,2,8,3, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,05,092283,002,0049,44,01,8,1,22054401,1,1,2, ,2,27,6,5, ,1,1,8,5,2022,14,5,2022,5,5,1995,1, , , , , , , , , , , , , , ,772,1410,4,5,1,4,15,3,2022,0,8,8,8,8,8,0,40,1, ,2,2,2,200,40, , , , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1,866,173, , , , ,1039,1039,1,1429.45088380566
2022,05,092283,002,0049,44,02,8,1,22054402,3,1,2, ,1,8,3, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,05,092283,002,0068,11,01,8,1,22051101,1,1,2, ,1,40,6,5, ,1,1,8,5,2022,14,5,2022,26,1,1982,1, , , , , , , , , , , , , , ,783,4321,4,5,1,16,10,4,2022,0,8,8,8,8,8,5,45,1, ,1,2,2,750,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,3248,0, , , , ,3248,3248,1,1483.63636444468
2022,05,092283,002,0068,11,02,8,1,22051102,2,1,2, ,2,48,5,4, ,2,2,8,5,2022,14,5,2022,9,9,1973,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,2, ,0, ,1,6,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,1052.93918255246
2022,05,092283,002,0068,11,03,8,1,22051103,3,1,2, ,2,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,05,092304,001,0006,11,01,8,1,21051101,1,1,2, ,1,47,4, ,6,1,1,8,5,2022,14,5,2022,21,12,1974,1, , , , , , , , , , , , , , ,983,4100,4,5,1,4,99,99,2019,0,8,8,8,0,0,6,30,1, ,1,1,2,280,36, , , , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1,1212,156, , , , ,1368,1368,1,223.009409715811
2022,05,092304,001,0009,11,01,8,1,21051101,1,1,2, ,1,43,6,5, ,1,1,8,5,2022,14,5,2022,20,10,1978,1, , , , , , , , , , , , , , ,777,1520,2, ,1,2,1,10,2021,9,9,9,9,9,9,9,63,1, ,1,2, , , ,1516,0, , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,1,1,1, , ,1516,0, , ,1516,1516,1,282.597402751367
2022,05,092304,001,0009,11,02,8,1,21051102,2,1,2, ,2,24,6,5, ,2,2,8,5,2022,14,5,2022,27,1,1998,2,2,2, ,2,2,2,2,2,2,2,2,1,2,2,777,1520,5,5,1,2,99,12,2021,0,5,5,5,5,5,5,30,1, ,1,2, , , , , , , , , , , , , , , , ,6,0,0,0,0,0,0,1,1,1,1, , , , , , ,0,0,1,267.037987236864
2022,05,092304,001,0009,11,03,8,1,21051103,3,1,2, ,2,5,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,05,092306,002,0046,11,01,8,1,22051101,1,1,2, ,1,24,7,2, ,1,1,15,5,2022,21,5,2022,16,12,1997,1, , , , , , , , , , , , , , ,772,1410,4,5,1,4,1,1,2022,0,8,8,8,8,8,8,48,1, ,1,2,2,250,0, , , , ,1, , , , , , , , ,5,0,0,0,0,0,0,1,6,1,1,1083,0, , , , ,1083,1083,1,632.185905953387
2022,05,092306,002,0046,11,02,8,1,22051102,2,1,2, ,2,23,8,3, ,2,2,15,5,2022,21,5,2022,26,4,1999,1, , , , , , , , , , , , , , ,984,1410,4,5,1,4,1,4,2022,0,8,8,8,8,8,8,48,1, ,2,2,2,150,0, , , , ,1, , , , , , , , ,5,0,0,0,0,0,0,1,1,4,1,650,0, , , , ,650,650,1,667.59496809216
