City;Price;Para cuando los reservan;Room Type;Shared Room;Private Room;Person Capacity;Superhost;Multiple Rooms;Business (ofertas);Cleanliness Rating;Guest Satisfaction;Bedrooms;City Center (km);Metro Distance (km);Normalised Attraction Index;Normalised Restraunt Index
Athens;213.25;Weekend;Entire home/apt;False;False;6;False;0;1;8;80;2;1.49;0.51;11.21;2.55
Athens;156.3;Weekend;Entire home/apt;False;False;5;True;1;0;10;98;2;3.15;0.39;2.1;1.23
Athens;95.14;Weekend;Entire home/apt;False;False;2;True;1;0;10;98;1;2.97;0.1;2.26;1.32
Athens;80.14;Weekend;Entire home/apt;False;False;4;False;0;0;9;88;1;1.35;0.24;4.91;3.08
Athens;82.25;Weekend;Entire home/apt;False;False;3;False;0;0;9;93;1;2.98;1.28;2.09;1.22
Athens;150.68;Weekend;Entire home/apt;False;False;6;True;1;0;10;99;2;3.04;0.22;2.22;1.31
Athens;603.19;Weekend;Entire home/apt;False;False;6;False;0;1;9;88;2;0.16;0.14;10.05;7.09
Athens;106.62;Weekend;Entire home/apt;False;False;3;True;1;0;10;100;1;3.71;0.58;1.73;1.01
Athens;171.54;Weekend;Entire home/apt;False;False;4;True;0;1;10;100;1;0.22;0.22;9.96;6.89
Athens;80.85;Weekend;Entire home/apt;False;False;3;False;0;0;10;92;1;1.74;0.75;3.37;1.78
Athens;138.96;Weekend;Entire home/apt;False;False;4;False;0;1;10;92;1;2.74;1.12;2.27;1.32
Athens;100.3;Weekend;Entire home/apt;False;False;4;False;0;0;10;100;2;3.42;0.45;1.97;1.16
Athens;75.46;Weekend;Entire home/apt;False;False;3;True;0;0;10;98;1;0.96;0.52;4.85;3.26
Athens;150.68;Weekend;Entire home/apt;False;False;4;True;0;0;10;99;1;1.4;0.88;4.02;2.46
Athens;208.56;Weekend;Entire home/apt;False;False;4;False;0;0;10;100;2;3.97;0.11;1.64;0.96
Athens;128.65;Weekend;Entire home/apt;False;False;4;False;0;0;10;91;1;1.03;0.27;6.52;4.59
Athens;71.94;Weekend;Entire home/apt;False;False;3;True;0;0;10;98;2;3;0.14;2.23;1.31
Athens;208.56;Weekend;Entire home/apt;False;False;4;False;0;1;9;95;0;0.58;0.3;17.42;8.27
Athens;150.68;Weekend;Entire home/apt;False;False;2;False;0;1;9;84;0;0.64;0.61;5.35;3.41
Athens;178.33;Weekend;Entire home/apt;False;False;4;True;1;0;10;97;1;1.38;0.17;3.74;2.72
Athens;116;Weekend;Entire home/apt;False;False;5;False;1;0;9;94;1;1.29;0.15;7.85;5.56
Athens;159.82;Weekend;Entire home/apt;False;False;3;False;0;0;10;100;1;0.44;0.47;6.21;3.73
Athens;68.43;Weekend;Entire home/apt;False;False;2;False;0;0;9;94;1;2.65;1.11;2.33;1.35
Athens;185.36;Weekend;Entire home/apt;False;False;4;True;0;0;10;97;0;1.3;0.43;6.5;4.85
Athens;197.08;Weekend;Entire home/apt;False;False;5;False;0;1;10;100;2;0.93;0.09;5.2;2.69
Athens;104.28;Weekend;Entire home/apt;False;False;4;True;0;0;10;100;1;2.98;1.28;2.09;1.22
Athens;98.66;Weekend;Entire home/apt;False;False;3;True;0;1;10;100;1;3.06;0.51;2.12;1.24
Athens;132.17;Weekend;Entire home/apt;False;False;6;False;1;0;8;100;1;0.98;0.62;4.64;2.97
Athens;69.6;Weekend;Entire home/apt;False;False;2;False;1;0;8;73;1;2.46;0.62;2.6;1.55
Athens;111.08;Weekend;Entire home/apt;False;False;6;True;1;0;10;95;2;1.81;0.2;4.41;2.15
Athens;127.48;Weekend;Entire home/apt;False;False;4;False;0;1;9;80;1;1.28;0.59;4.96;3.07
Athens;104.28;Weekend;Entire home/apt;False;False;4;True;0;0;10;98;1;1.17;0.72;4.46;2.94
Athens;106.62;Weekend;Entire home/apt;False;False;2;False;1;0;10;92;1;1.05;0.51;5;3.47
Athens;138.96;Weekend;Entire home/apt;False;False;5;True;0;0;10;96;2;1.78;0.22;4.82;2.18
Athens;92.33;Weekend;Entire home/apt;False;False;4;False;1;0;10;95;2;1.71;1.02;3.33;1.94
Athens;92.56;Weekend;Entire home/apt;False;False;2;False;0;0;10;100;1;1.92;1.06;3.04;1.75
Athens;133.34;Weekend;Entire home/apt;False;False;4;False;0;1;10;95;1;0.3;0.3;10.44;7.95
Athens;133.34;Weekend;Entire home/apt;False;False;2;False;0;1;10;92;1;0.44;0.44;11.34;7.39
Athens;149.51;Weekend;Entire home/apt;False;False;4;True;0;1;10;96;0;1.21;0.23;5.68;3.83
Athens;92.8;Weekend;Entire home/apt;False;False;3;False;0;0;10;97;1;1.34;0.62;5.15;2.84
Athens;208.56;Weekend;Entire home/apt;False;False;3;True;0;1;10;96;1;0.56;0.3;20.4;8.49
Athens;76.39;Weekend;Entire home/apt;False;False;2;False;0;0;10;94;1;1.84;0.21;3.95;2.13
Athens;74.05;Weekend;Entire home/apt;False;False;4;True;1;0;10;96;1;1.68;0.8;3.54;2.05
Athens;95.38;Weekend;Entire home/apt;False;False;2;False;1;0;10;100;0;1.73;1.02;3.25;1.83
Athens;132.17;Weekend;Entire home/apt;False;False;4;False;1;0;7;60;1;0.84;0.56;4.87;3.15
Athens;179.74;Weekend;Entire home/apt;False;False;6;True;1;0;10;94;2;3.25;0.38;2.03;1.18
Athens;118.34;Weekend;Entire home/apt;False;False;5;True;0;0;10;100;2;1.58;0.57;4.35;2.29
Athens;174.11;Weekend;Entire home/apt;False;False;4;True;1;0;10;100;1;0.49;0.51;5.97;3.61
Athens;104.28;Weekend;Entire home/apt;False;False;4;True;0;0;10;98;1;1.72;0.42;4.08;2.33
Athens;96.31;Weekend;Entire home/apt;False;False;4;True;0;1;10;100;1;2.87;0.05;2.34;1.38
Athens;107.8;Weekend;Entire home/apt;False;False;2;False;0;0;9;88;1;2.59;1.33;2.33;1.34
Athens;120.45;Weekend;Entire home/apt;False;False;3;True;0;1;10;95;1;1.18;0.93;4.12;2.43
Athens;87.88;Weekend;Entire home/apt;False;False;3;False;0;0;10;94;1;1.01;0.54;4.84;3.29
Athens;83.43;Weekend;Entire home/apt;False;False;3;True;0;1;9;93;1;4.24;0.37;1.55;0.9
Athens;403.53;Weekend;Entire home/apt;False;False;6;False;0;1;9;90;3;0.22;0.23;9.6;6.31
Athens;136.62;Weekend;Entire home/apt;False;False;4;True;1;0;10;95;0;1.15;0.27;8.67;8.38
Athens;138.03;Weekend;Entire home/apt;False;False;3;True;1;0;9;95;0;1.1;0.33;8.71;10.64
Athens;185.36;Weekend;Entire home/apt;False;False;4;False;0;0;10;100;2;1.17;0.54;4.9;3.41
Athens;112.48;Weekend;Entire home/apt;False;False;4;False;0;0;9;95;1;1.42;1.12;3.74;2.12
Athens;141.54;Weekend;Entire home/apt;False;False;4;False;0;1;9;94;1;1.06;0.17;4.77;2.53
Athens;197.08;Weekend;Entire home/apt;False;False;4;False;0;1;9;80;2;2.24;0.63;2.81;1.61
Athens;95.14;Weekend;Entire home/apt;False;False;5;False;1;0;10;89;2;1.37;0.23;4.89;3.09
Athens;139.2;Weekend;Entire home/apt;False;False;3;False;0;0;10;97;1;0.63;0.5;5.52;3.38
Athens;136.85;Weekend;Entire home/apt;False;False;5;True;0;0;10;100;2;1.5;0.42;4.58;2.7
Athens;71.94;Weekend;Entire home/apt;False;False;4;False;0;0;10;100;1;2.88;0.42;2.37;1.41
Athens;149.27;Weekend;Entire home/apt;False;False;4;False;0;1;10;95;1;1.47;0.43;4.77;2.74
Athens;122.79;Weekend;Entire home/apt;False;False;4;False;0;1;10;92;1;1.5;0.37;4.52;2.77
Athens;98.66;Weekend;Entire home/apt;False;False;4;False;0;0;9;92;1;1.5;0.53;6.31;2.48
Athens;73.11;Weekend;Entire home/apt;False;False;3;True;0;0;10;100;0;3.06;0.51;2.13;1.24
Athens;84.13;Weekend;Entire home/apt;False;False;3;False;0;0;10;100;1;3.61;0.34;1.79;1.04
Athens;115.3;Weekend;Entire home/apt;False;False;3;True;1;0;10;97;1;0.75;0.46;5.09;3.22
Athens;119.51;Weekend;Entire home/apt;False;False;4;True;0;1;10;90;1;1.39;0.13;3.74;2.65
Athens;86.94;Weekend;Entire home/apt;False;False;2;True;0;1;10;100;1;2.58;0.53;2.55;1.49
Athens;121.86;Weekend;Entire home/apt;False;False;2;True;1;0;10;98;1;1.07;0.35;8.37;8.12
Athens;129.82;Weekend;Entire home/apt;False;False;2;True;1;0;10;90;1;1.07;0.35;8.37;8.12
Athens;235.51;Weekend;Entire home/apt;False;False;3;False;1;0;10;95;1;0.49;0.52;5.89;3.73
Athens;99.59;Weekend;Entire home/apt;False;False;4;False;0;1;10;100;1;4.39;0.53;1.48;0.87
Athens;113.42;Weekend;Entire home/apt;False;False;4;False;0;1;10;97;1;4.32;0.53;1.5;0.88
Athens;148.34;Weekend;Entire home/apt;False;False;4;False;1;0;9;92;0;1.45;1.03;3.74;2.21
Athens;168.02;Weekend;Entire home/apt;False;False;4;True;0;1;10;97;1;1.46;1.06;3.71;2.05
Athens;215.59;Weekend;Entire home/apt;False;False;4;True;0;1;10;100;1;1.36;1.01;3.87;2.15
Athens;143.65;Weekend;Entire home/apt;False;False;3;True;0;1;10;100;1;1.37;1;3.88;2.14
Athens;238.79;Weekend;Entire home/apt;False;False;6;True;0;1;10;89;2;1.54;0.96;3.66;1.95
Athens;215.59;Weekend;Entire home/apt;False;False;6;True;0;1;10;94;2;1.33;0.98;3.93;2.18
Athens;238.79;Weekend;Entire home/apt;False;False;6;True;0;1;10;100;2;1.47;0.98;3.76;2.02
Athens;168.02;Weekend;Entire home/apt;False;False;4;True;0;1;10;92;1;1.5;1.06;3.63;2.01
Athens;163.57;Weekend;Entire home/apt;False;False;4;True;0;1;9;90;1;1.36;1.01;3.88;2.15
Athens;95.14;Weekend;Entire home/apt;False;False;2;False;0;1;10;94;0;4.39;0.5;1.48;0.87
Athens;127.48;Weekend;Entire home/apt;False;False;4;False;0;1;9;89;1;2.45;0.68;2.59;1.61
Athens;133.34;Weekend;Entire home/apt;False;False;2;True;0;1;10;100;1;1.36;0.37;6.44;4.61
Athens;133.34;Weekend;Entire home/apt;False;False;5;True;0;1;10;95;3;1.36;0.37;6.44;4.61
Athens;73.11;Weekend;Entire home/apt;False;False;3;False;1;0;10;100;1;3.55;0.8;1.79;1.1
Athens;76.63;Weekend;Entire home/apt;False;False;4;True;0;0;10;99;2;1.85;0.4;3.76;2.61
Athens;156.3;Weekend;Entire home/apt;False;False;2;True;0;1;10;97;1;0.68;0.53;5.24;3.46
Athens;168.02;Weekend;Entire home/apt;False;False;3;False;0;0;10;100;1;0.59;0.62;5.52;3.45
Athens;134.51;Weekend;Entire home/apt;False;False;4;True;0;1;10;95;1;0.84;0.46;5.03;3.36
Athens;185.36;Weekend;Entire home/apt;False;False;6;False;0;0;10;95;2;0.69;0.35;5.67;3.16
Athens;116;Weekend;Entire home/apt;False;False;2;True;1;0;10;97;1;0.55;0.22;8.1;5.35
Athens;311.91;Weekend;Entire home/apt;False;False;5;True;0;1;10;97;1;0.13;0.12;10.4;6.66
Athens;121.62;Weekend;Entire home/apt;False;False;3;False;0;1;10;100;1;1.65;0.09;4.32;3.06
Athens;57.88;Weekend;Entire home/apt;False;False;2;True;1;0;10;97;1;3.54;0.11;1.85;1.07
Athens;200.6;Weekend;Entire home/apt;False;False;4;True;0;1;10;99;2;1.05;0.13;6.27;4.06
Athens;110.14;Weekend;Entire home/apt;False;False;2;True;1;0;10;99;1;3.6;0.1;1.82;1.06
Athens;105.45;Weekend;Entire home/apt;False;False;2;False;0;0;10;95;0;1.87;0.47;3.68;2.18
Athens;149.51;Weekend;Entire home/apt;False;False;5;False;1;0;10;97;2;1.33;0.96;3.95;2.37
Athens;227.08;Weekend;Entire home/apt;False;False;4;False;0;1;10;100;1;0.42;0.45;6.25;3.9
Athens;138.03;Weekend;Entire home/apt;False;False;2;False;0;1;10;88;0;1.67;0.37;5.02;2.26
Athens;138.96;Weekend;Entire home/apt;False;False;5;True;0;1;8;80;2;2.27;0.8;2.72;1.56
Athens;247.93;Weekend;Entire home/apt;False;False;3;True;0;1;10;100;1;0.59;0.38;15.7;7.81
Athens;208.56;Weekend;Private room;False;True;4;True;0;1;10;100;1;1.2;0.38;5.08;4.12
Athens;138.96;Weekend;Entire home/apt;False;False;3;False;1;0;9;97;1;1.47;1.06;3.69;2.17
Athens;80.85;Weekend;Entire home/apt;False;False;2;False;0;0;10;93;0;0.95;0.13;4.81;2.82
Athens;104.52;Weekend;Entire home/apt;False;False;4;True;0;0;10;98;1;1.06;0.62;4.64;3.09
Athens;91.63;Weekend;Entire home/apt;False;False;4;False;0;0;9;80;2;1.77;0.23;4.64;2.2
Athens;156.3;Weekend;Entire home/apt;False;False;3;True;1;0;9;100;1;0.96;0.29;4.64;3.1
Athens;145.06;Weekend;Entire home/apt;False;False;2;False;0;0;8;100;1;0.8;0.25;5.27;3.09
Athens;113.42;Weekend;Entire home/apt;False;False;3;True;0;1;10;100;1;0.94;0.71;4.59;2.83
Athens;75.22;Weekend;Private room;False;True;2;False;0;0;10;100;1;3.63;0.21;1.79;1.04
Athens;78.97;Weekend;Entire home/apt;False;False;2;True;0;0;10;97;1;2.59;1.15;2.37;1.36
Athens;92.56;Weekend;Entire home/apt;False;False;5;False;0;0;9;83;2;1.8;0.27;4.02;2.18
Athens;69.6;Weekend;Entire home/apt;False;False;3;False;0;0;10;92;1;1.6;0.64;3.96;2.22
Athens;197.08;Weekend;Entire home/apt;False;False;6;True;0;0;10;98;2;0.54;0.18;6.25;3.97
Athens;103.11;Weekend;Entire home/apt;False;False;3;True;0;0;9;97;1;3;0.2;2.22;1.3
Athens;113.42;Weekend;Entire home/apt;False;False;4;False;0;0;10;97;1;3.43;0.15;1.9;1.11
Athens;184.43;Weekend;Entire home/apt;False;False;4;False;0;0;9;90;1;0.2;0.19;10.5;8.42
Athens;45.23;Weekend;Private room;False;True;2;True;0;1;9;100;1;2.5;0.71;2.54;1.57
Athens;45.23;Weekend;Private room;False;True;2;True;0;1;9;93;1;2.65;0.85;2.4;1.41
Athens;107.33;Weekend;Entire home/apt;False;False;4;False;1;0;9;95;2;2.98;0.11;2.25;1.32
Athens;78.97;Weekend;Entire home/apt;False;False;4;False;0;0;10;100;1;3.82;0.51;1.69;0.98
Athens;145.06;Weekend;Entire home/apt;False;False;4;True;1;0;10;100;2;3.12;0.47;2.07;1.21
Athens;133.34;Weekend;Entire home/apt;False;False;4;True;1;0;10;100;1;3.37;0.22;1.93;1.13
Athens;107.8;Weekend;Entire home/apt;False;False;4;True;1;0;10;100;1;3.05;0.51;2.13;1.24
Athens;98.66;Weekend;Entire home/apt;False;False;2;True;0;1;8;80;1;1.35;0.34;5.22;3.55
Athens;92.8;Weekend;Entire home/apt;False;False;2;False;0;0;10;98;1;3.31;1.29;1.89;1.09
Athens;237.62;Weekend;Entire home/apt;False;False;6;False;0;1;10;93;2;1.22;0.69;4.62;3.26
Athens;104.28;Weekend;Entire home/apt;False;False;4;True;0;0;10;99;1;1.5;0.54;5.7;2.48
Athens;108.97;Weekend;Entire home/apt;False;False;2;True;0;0;10;100;1;1.57;1.02;3.55;2.07
Athens;156.3;Weekend;Entire home/apt;False;False;4;True;0;1;10;96;1;1.17;0.22;5.87;3.98
Athens;127.48;Weekend;Entire home/apt;False;False;4;False;0;1;10;97;2;1.67;0.47;4.24;2.19
Athens;102.17;Weekend;Entire home/apt;False;False;4;False;1;0;5;73;1;1.11;0.68;4.52;2.96
Athens;69.6;Weekend;Entire home/apt;False;False;3;False;1;0;9;81;1;1.42;0.28;4.74;3
Athens;164.51;Weekend;Entire home/apt;False;False;5;True;0;1;10;100;2;1.33;0.57;5.27;2.91
Athens;185.36;Weekend;Entire home/apt;False;False;6;False;1;0;10;100;2;1.72;1.03;3.26;1.84
Athens;138.96;Weekend;Entire home/apt;False;False;6;False;1;0;10;100;2;1.34;1.08;3.85;2.22
Athens;133.34;Weekend;Entire home/apt;False;False;2;True;1;0;10;100;1;3.08;0.48;2.11;1.23
Athens;125.61;Weekend;Entire home/apt;False;False;4;False;0;1;10;97;2;2.5;0.52;2.63;1.53
Athens;168.02;Weekend;Entire home/apt;False;False;5;False;0;1;9;97;2;1.29;0.91;4.04;2.45
Athens;127.72;Weekend;Entire home/apt;False;False;4;False;1;0;7;84;2;0.95;0.59;4.71;3.04
Athens;86.94;Weekend;Entire home/apt;False;False;5;False;1;0;10;100;2;3.41;0.21;1.91;1.11
Athens;145.99;Weekend;Entire home/apt;False;False;6;False;0;0;10;96;2;1.29;0.28;5.01;3.19
Athens;69.6;Weekend;Entire home/apt;False;False;3;False;0;0;10;100;2;2.55;0.6;2.55;1.49
Athens;265.27;Weekend;Entire home/apt;False;False;5;True;0;1;10;98;2;0.35;0.32;11.16;8.09
Athens;175.05;Weekend;Entire home/apt;False;False;6;False;1;0;10;100;3;4.09;0.83;1.63;0.95
Athens;131;Weekend;Entire home/apt;False;False;4;True;0;1;10;97;1;1.14;0.23;5.98;4.11
Athens;172.71;Weekend;Entire home/apt;False;False;3;True;0;1;10;99;1;0.45;0.46;6.1;3.95
Athens;147.17;Weekend;Entire home/apt;False;False;4;True;0;1;10;97;2;1.7;0.34;4.39;2.32
Athens;119.51;Weekend;Entire home/apt;False;False;5;True;0;1;10;98;1;1.72;0.53;3.82;2.09
Athens;86.94;Weekend;Entire home/apt;False;False;4;True;0;0;10;100;1;3.97;0.54;1.62;0.95
Athens;80.14;Weekend;Entire home/apt;False;False;2;True;0;0;10;96;1;2.69;0.92;2.35;1.37
Athens;98.66;Weekend;Entire home/apt;False;False;4;True;0;0;10;99;2;3.71;0.73;1.72;1.01
Athens;139.2;Weekend;Entire home/apt;False;False;3;False;1;0;10;93;1;1.7;0.13;4.18;2.86
Athens;119.04;Weekend;Entire home/apt;False;False;4;True;1;0;10;100;1;4.1;0.52;1.57;0.92
Athens;206.22;Weekend;Entire home/apt;False;False;4;True;0;1;10;100;1;0.95;0.2;6.02;4.18
Athens;133.34;Weekend;Entire home/apt;False;False;2;True;1;0;10;100;1;0.3;0.3;10.44;7.95
Athens;91.63;Weekend;Entire home/apt;False;False;3;False;0;0;9;90;1;1.31;0.89;4.13;2.55
Athens;243.25;Weekend;Entire home/apt;False;False;4;False;0;1;10;100;2;1.08;0.85;4.31;2.58
Athens;83.43;Weekend;Entire home/apt;False;False;4;False;0;0;10;100;2;3.38;0.45;2;1.17
Athens;65.85;Weekend;Entire home/apt;False;False;2;False;1;0;9;98;1;2.36;0.05;2.49;1.67
Athens;167.08;Weekend;Entire home/apt;False;False;2;True;0;1;10;100;0;0.68;0.38;8.77;6.1
Athens;167.08;Weekend;Entire home/apt;False;False;2;True;0;1;10;100;0;0.68;0.38;8.77;6.1
Athens;95.14;Weekend;Entire home/apt;False;False;4;False;0;0;10;100;1;2.82;1.36;2.18;1.25
Athens;116.94;Weekend;Entire home/apt;False;False;4;False;0;0;10;100;1;3.35;0.32;2.03;1.19
Athens;64.91;Weekend;Entire home/apt;False;False;4;False;0;0;8;80;2;3.3;0.42;2.03;1.19
Athens;119.51;Weekend;Entire home/apt;False;False;4;False;0;1;10;98;1;2.53;0.23;2.34;1.43
Athens;98.66;Weekend;Entire home/apt;False;False;4;False;0;1;9;89;1;3.41;0.18;1.92;1.12
Athens;129.82;Weekend;Entire home/apt;False;False;2;False;0;1;10;96;1;1.33;1.02;3.88;2.29
Athens;87.88;Weekend;Entire home/apt;False;False;2;False;1;0;10;92;1;2.7;0.88;2.35;1.38
Athens;75.22;Weekend;Entire home/apt;False;False;2;True;1;0;9;94;0;2.82;0.77;2.29;1.34
Athens;150.68;Weekend;Entire home/apt;False;False;4;False;1;0;10;100;1;1.87;0.41;3.7;2.33
Athens;59.29;Weekend;Entire home/apt;False;False;2;True;1;0;9;93;0;3.97;0.41;1.66;0.97
Athens;231.76;Weekend;Entire home/apt;False;False;5;True;0;1;10;94;3;0.41;0.44;6.3;3.89
Athens;127.72;Weekend;Entire home/apt;False;False;4;False;0;0;10;100;1;3.64;0.34;1.86;1.1
Athens;112.72;Weekend;Entire home/apt;False;False;2;False;0;1;9;93;1;1.19;0.42;4.27;2.42
Athens;70.54;Weekend;Entire home/apt;False;False;3;False;0;0;9;93;1;3.39;0.99;1.86;1.09
Athens;173.88;Weekend;Entire home/apt;False;False;6;False;1;0;10;100;2;1.4;0.65;5.08;2.67
Athens;316.36;Weekend;Entire home/apt;False;False;5;True;1;0;10;94;1;0.14;0.11;9.94;6.34
Athens;57.88;Weekend;Private room;False;True;2;True;1;0;10;100;1;2.41;0.67;2.43;1.39
Athens;74.05;Weekend;Entire home/apt;False;False;2;True;1;0;10;100;0;3.19;1.19;1.96;1.14
Athens;60.23;Weekend;Private room;False;True;3;False;0;1;9;93;1;0.95;0.37;7.25;5.41
Athens;216.76;Weekend;Entire home/apt;False;False;4;False;0;0;10;100;2;3.03;0.52;2.16;1.26
Athens;116;Weekend;Entire home/apt;False;False;4;False;0;1;10;93;1;1.56;0.13;3.42;2.11
Athens;48.51;Weekend;Private room;False;True;2;False;0;1;10;88;1;0.95;0.37;7.25;5.41
Athens;49.68;Weekend;Private room;False;True;2;False;0;1;9;93;1;0.95;0.37;7.25;5.41
Athens;142.48;Weekend;Entire home/apt;False;False;4;True;1;0;10;100;1;0.82;0.34;5.33;3.53
Athens;112.48;Weekend;Entire home/apt;False;False;5;True;0;0;10;97;2;1.38;0.74;4.44;2.67
Athens;151.38;Weekend;Entire home/apt;False;False;4;True;0;1;10;97;2;3.6;0.34;1.8;1.05
Athens;76.63;Weekend;Entire home/apt;False;False;5;False;0;1;8;80;2;2.61;0.65;2.49;1.45
Athens;78.74;Weekend;Entire home/apt;False;False;3;True;1;0;10;99;1;3.54;0.64;1.81;1.05
Athens;92.56;Weekend;Entire home/apt;False;False;2;False;1;0;10;93;0;1.51;0.95;3.75;1.98
Athens;134.75;Weekend;Entire home/apt;False;False;4;False;0;1;10;100;1;1.43;0.21;3.83;2.1
Athens;91.63;Weekend;Entire home/apt;False;False;2;False;0;1;9;86;1;1.11;0.76;4.35;2.7
Athens;85.07;Weekend;Entire home/apt;False;False;4;False;0;1;10;100;1;1.55;0.98;3.61;2.12
Athens;138.96;Weekend;Entire home/apt;False;False;4;False;1;0;10;100;1;1.24;0.44;5.08;3.67
Athens;139.2;Weekend;Entire home/apt;False;False;6;True;1;0;10;98;3;1.44;0.33;4.8;3.14
Athens;53.2;Weekend;Entire home/apt;False;False;2;False;0;0;8;90;1;2.26;0.46;2.85;1.64
Athens;69.6;Weekend;Private room;False;True;4;False;1;0;9;91;2;2.72;0.21;2.46;1.44
Athens;168.02;Weekend;Entire home/apt;False;False;2;True;0;1;10;96;0;0.71;0.19;14.27;8.96
Athens;77.57;Weekend;Entire home/apt;False;False;2;True;0;0;10;98;1;3.41;0.41;1.89;1.1
Athens;69.6;Weekend;Private room;False;True;2;False;1;0;10;100;1;2.8;0.13;2.38;1.4
Athens;177.4;Weekend;Entire home/apt;False;False;4;True;0;1;10;98;1;0.94;0.1;14.41;10.08
Athens;113.42;Weekend;Entire home/apt;False;False;2;True;0;1;10;97;1;1.01;0.15;6.28;4.19
Athens;197.08;Weekend;Entire home/apt;False;False;4;True;0;0;10;100;1;1.07;0.48;7.22;6.87
Athens;118.11;Weekend;Entire home/apt;False;False;4;False;0;1;9;88;1;2.08;0.22;3.21;1.81
Athens;179.74;Weekend;Entire home/apt;False;False;6;False;1;0;10;100;2;0.88;0.58;4.78;2.9
Athens;89.28;Weekend;Entire home/apt;False;False;4;False;0;1;8;90;1;2.89;0.75;2.23;1.31
Athens;102.17;Weekend;Entire home/apt;False;False;6;False;0;1;9;86;2;4.08;0.5;1.58;0.93
Athens;151.85;Weekend;Entire home/apt;False;False;3;False;0;1;10;96;1;1.76;0.27;4.23;2.22
Athens;150.68;Weekend;Entire home/apt;False;False;4;False;0;0;10;100;1;0.47;0.29;6.25;4
Athens;136.85;Weekend;Entire home/apt;False;False;3;True;0;1;10;80;1;2.65;0.64;2.47;1.44
Athens;108.97;Weekend;Entire home/apt;False;False;4;False;0;0;10;96;1;2.68;0.46;2.46;1.43
Athens;105.45;Weekend;Entire home/apt;False;False;3;True;0;0;10;100;1;1.9;0.37;3.75;2.47
Athens;186.77;Weekend;Entire home/apt;False;False;3;True;0;1;9;100;1;0.86;0.22;5.03;3.2
Athens;168.02;Weekend;Entire home/apt;False;False;6;False;0;0;10;100;2;4.08;0.03;1.6;0.94
Athens;60.23;Weekend;Private room;False;True;2;True;0;0;10;100;1;3.1;0.48;2.09;1.22
Athens;200.36;Weekend;Entire home/apt;False;False;6;True;0;1;10;100;2;0.5;0.34;9.44;6.39
Athens;200.36;Weekend;Entire home/apt;False;False;6;True;0;1;9;91;2;0.53;0.37;12.32;7.88
Athens;191.22;Weekend;Entire home/apt;False;False;4;True;0;1;10;97;1;0.55;0.33;9.11;6.12
Athens;149.51;Weekend;Entire home/apt;False;False;2;False;0;0;10;100;1;1.94;1.13;2.96;1.69
Athens;98.66;Weekend;Entire home/apt;False;False;4;False;0;1;10;93;1;2.74;0.14;2.45;1.44
Athens;157.48;Weekend;Entire home/apt;False;False;6;True;1;0;10;97;3;1.05;0.58;4.75;3.32
Athens;90.46;Weekend;Entire home/apt;False;False;3;False;1;0;9;90;1;3.05;1.23;2.05;1.19
Athens;98.66;Weekend;Entire home/apt;False;False;2;False;1;0;9;79;0;1.58;0.74;3.81;2.2
Athens;114.83;Weekend;Entire home/apt;False;False;4;False;0;1;10;89;1;1.48;0.35;4.66;3.02
Athens;190.05;Weekend;Entire home/apt;False;False;4;True;0;1;10;98;1;0.77;0.45;5.05;3.18
Athens;42.88;Weekend;Private room;False;True;3;False;0;1;9;93;1;1.55;0.46;4.45;2.61
Athens;81.08;Weekend;Entire home/apt;False;False;6;False;0;0;10;100;2;2.54;0.59;2.56;1.49
Athens;50.85;Weekend;Private room;False;True;4;False;0;1;8;77;1;1.4;0.31;4.78;2.92
Athens;48.51;Weekend;Private room;False;True;4;False;0;1;9;82;1;1.42;0.32;4.73;2.89
Athens;121.62;Weekend;Entire home/apt;False;False;4;False;0;0;10;100;1;3.53;0.14;1.93;1.14
Athens;81.08;Weekend;Entire home/apt;False;False;3;True;0;0;10;98;1;3.89;0.39;1.69;0.98
Athens;51.09;Weekend;Entire home/apt;False;False;3;False;0;0;10;92;1;3.08;0.91;2.06;1.2
Athens;197.08;Weekend;Entire home/apt;False;False;6;True;0;1;10;92;2;0.3;0.3;8.93;5.55
Athens;162.4;Weekend;Entire home/apt;False;False;3;False;0;0;10;100;1;0.96;0.41;4.6;2.83
Athens;121.62;Weekend;Entire home/apt;False;False;5;False;0;1;10;93;2;3.63;0.13;1.8;1.05
Athens;106.39;Weekend;Entire home/apt;False;False;4;True;0;0;10;100;1;1.08;0.25;5.34;4
Athens;120.92;Weekend;Entire home/apt;False;False;4;False;0;0;10;100;1;4.03;0.69;1.65;0.96
Athens;46.17;Weekend;Private room;False;True;3;False;0;1;9;87;1;0.95;0.37;7.25;5.41
Athens;42.88;Weekend;Private room;False;True;3;False;0;1;10;90;1;0.95;0.37;7.25;5.41
Athens;42.88;Weekend;Private room;False;True;3;False;0;1;9;78;1;0.95;0.37;7.25;5.41
Athens;92.56;Weekend;Entire home/apt;False;False;6;False;1;0;9;93;2;1.91;0.13;3.75;2.06
Athens;145.99;Weekend;Entire home/apt;False;False;5;False;0;1;10;100;2;0.95;0.28;4.66;3.14
Athens;75.22;Weekend;Entire home/apt;False;False;2;False;0;0;9;90;2;2.07;0.39;2.82;1.65
Athens;93.97;Weekend;Entire home/apt;False;False;4;False;0;0;8;100;1;2.51;0.53;2.61;1.52
