Nombre de la evaluación,Componente ambiental,Matriz,Submatriz,Nombre del punto,Este,Norte,Zona,Datum,Altitud,Descripción de ubicación,Tipo de muestra,Fecha,Acidez,Aceites y grasas,Alcalinidad Total,Aluminio,Aluminio disuelto,Amoniaco,Antimonio,Antimonio disuelto,Arsénico,Arsénico disuelto,Bario,Bario disuelto,Berilio,Berilio disuelto,Bicarbonatos,Bismuto,Bismuto disuelto,Boro,Boro disuelto,Cadmio,Cadmio disuelto,Calcio,Calcio disuelto,Carbonatos,Carbono Orgánico Total,Caudal,Cianuro libre,Cianuro Total,Cianuro Wad,Cerio,Cerio disuelto,Cianuro Total,Cianuro Wad,Clorofila,Cloruros,Cobalto,Cobalto disuelto,Cobre,Cobre disuelto,Conductividad,Cromo,Cromo disuelto,Cromo Hexavalente,Cromo Hexavalente Total,Cromo Total,Demanda Bioquímica de Oxígeno,Demanda Química de Oxígeno (DQO),Estaño,Estaño disuelto,Estroncio,Estroncio disuelto,Fluoruros,Fosfato como P,Fosfatos,Fósforo,Fósforo disuelto,Fósforo Total,Hidrocarburos totales de petróleo (C10-C40),Hidrocarburos totales de petróleo (C6-C10),Hidrocarburos totales de petróleo (C6-C40),Hidrocarburos totales de petroleo (C8-C40),Hidrocarburos totales de petróleo,Hierro,Hierro disuelto,Litio,Litio disuelto,Magnesio,Magnesio disuelto,Manganeso,Manganeso disuelto,Material Particulado PM10,Mercurio,Mercurio disuelto,Mercurio Total,Molibdeno,Molibdeno disuelto,Níquel,Níquel disuelto,Nitratos (NO3-N),Nitratos(como N),Nitratos (NO3-N) + Nitritos (NO2-N),Nitritos (como N),Nitritos (NO2-N),Nitrógeno Amoniacal,Nitrógeno Total,Oxígeno Disuelto,PCB,pH,Plata,Plata disuelto,Plomo,Plomo disuelto,Potasio,Potasio disuelto,Potencial de hidrógeno,Potencial de Neutralización Sobek,Potencial redox,Potencial de óxido reducción (ORP),Selenio,Selenio disuelto,Silicatos,Silicio,Silicio disuelto,Sodio,Sodio disuelto,Sólidos Disueltos Totales (SDT),Sólidos Suspendidos Totales,Sólidos Totales Disueltos,Sulfato Total,Sulfatos,Sulfuro Total,Sulfuros,Talio,Talio disuelto,Temperatura,Titanio,Titanio disuelto,Torio,Torio disuelto,Turbidez,Uranio,Uranio disuelto,Vanadio,Vanadio disuelto,Wolframio disuelto,Wolframio,Zinc,Zinc disuelto,4-4῾DDD,4-4῾DDE,4-4῾DDT,4-4῾DDD2,4-4῾DDE3,4-4῾DDT4,Albicarb (parental),Albicarb sulfona,Albicarb sulfóxido,Aldrín,Alfa-BHC (Hexacloruro de Benceno),Beta-BHC (Hexacloruro de Benceno),Chlordane,Coliformes termotolerantes,Delta-BHC (Hexacloruro de Benceno),Dieldrin,Dimethoate,Disulfoton,Endosulfan I,Endosulfan Ii,Endosulfan Sulfate,Endrin,Endrin Aldehyde,Endrin Ketone,EPN (Ethyl p-nitrophenyl),Famphur (Famophos),Gamma-BHC (Lindano),Heptaclor,Heptaclor Epoxide,Malathion,Methoxychlor,Methyl Parathion,"O,O,O-Triethyphosphoticate",Parathion,Phorate,Sulfotep,Thionazin
Lote 131,Agua,Agua superficial,Agua superficial de ríos y quebradas,QLAng3,494991,9017101,18 Sur,WGS84,201,"Quebrada Los Ángeles, aproximadamente a 145 m aguas arriba del puente Los Ángeles por donde pasa la carretera Fernando Belaunde Terry.",Simple,42890,,<1.0 mg/L,,0.148 mg/L,0.038 mg/L,,<0.006 mg/L,<0.006 mg/L,<0.007 mg/L,<0.007 mg/L,0.308 mg/L,0.28 mg/L,<0.0005 mg/L,<0.0005 mg/L,,<0.01 mg/L,<0.01 mg/L,0.015 mg/L,0.011 mg/L,<0.001 mg/L,<0.001 mg/L,81.65 mg/L,71.89 mg/L,,,,,,,,,,,,0.8 mg/L,<0.001 mg/L,<0.001 mg/L,<0.002 mg/L,<0.002 mg/L,506 µs/cm,<0.001 mg/L,<0.001 mg/L,,,,,,<0.003 mg/L,<0.003 mg/L,0.4336 mg/L,0.3852 mg/L,,,,0.15 mg/L,0.14 mg/L,,<0.20 mg/L,<0.04 mg/L,<0.20 mg/L,,,0.166 mg/L,0.022 mg/L,0.011 mg/L,0.009 mg/L,7.566 mg/L,6.697 mg/L,0.038 mg/L,0.023 mg/L,,<0.0001 mg/L,<0.0001 mg/L,,<0.002 mg/L,<0.002 mg/L,<0.002 mg/L,<0.002 mg/L,,,,,,,,7.34 mg/L,,,<0.002 mg/L,<0.002 mg/L,<0.001 mg/L,<0.001 mg/L,2.83 mg/L,2.45 mg/L,8.16 Unidad de pH,,,,<0.006 mg/L,<0.006 mg/L,,11 mg/L,9.56 mg/L,21.3 mg/L,18.4 mg/L,,,,,,,,<0.007 mg/L,<0.007 mg/L,25.2 °C,<0.001 mg/L,<0.001 mg/L,,,,,,<0.001 mg/L,<0.001 mg/L,,,<0.004 mg/L,<0.004 mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lote 131,Agua,Agua superficial,Agua superficial de ríos y quebradas,QLAng4,495124,9017007,18 Sur,WGS84,210,"Quebrada Los Ángeles, aproximadamente a 15 m aguas abajo del Puente Los Ángeles por donde pasa la carretera Fernando Belaunde Terry.",Simple,42890,,<1.0 mg/L,,0.141 mg/L,0.054 mg/L,,<0.006 mg/L,<0.006 mg/L,<0.007 mg/L,<0.007 mg/L,0.31 mg/L,0.225 mg/L,<0.0005 mg/L,<0.0005 mg/L,,<0.01 mg/L,<0.01 mg/L,0.014 mg/L,0.01 mg/L,<0.001 mg/L,<0.001 mg/L,82.14 mg/L,72.28 mg/L,,,,,,,,,,,,1 mg/L,<0.001 mg/L,<0.001 mg/L,<0.002 mg/L,<0.002 mg/L,510 µs/cm,<0.001 mg/L,<0.001 mg/L,,,,,,<0.003 mg/L,<0.003 mg/L,0.4389 mg/L,0.386 mg/L,,,,0.17 mg/L,0.12 mg/L,,<0.20 mg/L,<0.04 mg/L,<0.20 mg/L,,,0.156 mg/L,0.06 mg/L,0.011 mg/L,0.005 mg/L,7.713 mg/L,6.798 mg/L,0.041 mg/L,0.022 mg/L,,<0.0001 mg/L,<0.0001 mg/L,,<0.002 mg/L,<0.002 mg/L,<0.002 mg/L,<0.002 mg/L,,,,,,,,7.84 mg/L,,,<0.002 mg/L,<0.002 mg/L,<0.001 mg/L,<0.001 mg/L,2.87 mg/L,2.52 mg/L,8.1 Unidad de pH,,,,<0.006 mg/L,<0.006 mg/L,,11.2 mg/L,9.76 mg/L,22.11 mg/L,18.77 mg/L,,,,,,,,<0.007 mg/L,<0.007 mg/L,27.3 °C,<0.001 mg/L,<0.001 mg/L,,,,,,<0.001 mg/L,<0.001 mg/L,,,<0.004 mg/L,<0.004 mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lote 131,Agua,Agua superficial,Agua superficial de ríos y quebradas,QPrim1,494591,9020328,18 Sur,WGS84,223,"Quebrada Primavera, aproximadamente a 120 m aguas arriba del puente por donde cruza la carretera Fernando Belaunde Terry.",Simple,42888,,<1.0 mg/L,,0.208 mg/L,0.024 mg/L,,<0.006 mg/L,<0.006 mg/L,<0.007 mg/L,<0.007 mg/L,0.113 mg/L,0.105 mg/L,<0.0005 mg/L,<0.0005 mg/L,,<0.01 mg/L,<0.01 mg/L,<0.008 mg/L,0.008 mg/L,<0.001 mg/L,<0.001 mg/L,36.07 mg/L,32.04 mg/L,,,,,,,,,,,,0.8 mg/L,<0.001 mg/L,<0.001 mg/L,0.01 mg/L,<0.002 mg/L,2270 µs/cm,<0.001 mg/L,<0.001 mg/L,,,,,,<0.003 mg/L,<0.003 mg/L,0.0825 mg/L,0.0746 mg/L,,,,0.096 mg/L,0.04 mg/L,,<0.20 mg/L,<0.04 mg/L,<0.20 mg/L,,,0.803 mg/L,0.268 mg/L,0.001 mg/L,0.001 mg/L,3.851 mg/L,3.32 mg/L,0.121 mg/L,0.102 mg/L,,<0.0001 mg/L,<0.0001 mg/L,,<0.002 mg/L,<0.002 mg/L,<0.002 mg/L,<0.002 mg/L,,,,,,,,4.24 mg/L,,,<0.002 mg/L,<0.002 mg/L,<0.001 mg/L,<0.001 mg/L,3.33 mg/L,2.98 mg/L,7.52 Unidad de pH,,,,<0.006 mg/L,<0.006 mg/L,,10.1 mg/L,8.99 mg/L,6.66 mg/L,5.35 mg/L,,,,,,,,<0.007 mg/L,<0.007 mg/L,24.4 °C,<0.001 mg/L,<0.001 mg/L,,,,,,<0.001 mg/L,<0.001 mg/L,,,0.026 mg/L,0.005 mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lote 131,Agua,Agua superficial,Agua superficial de ríos y quebradas,QPrim2,494820,9020493,18 Sur,WGS84,216,"Quebrada Primavera, aproximadamente a 140 m aguas abajo del puente por donde cruza la carretera Fernando Belaunde Terry.",Simple,42888,,<1.0 mg/L,,0.201 mg/L,0.023 mg/L,,<0.006 mg/L,<0.006 mg/L,<0.007 mg/L,<0.007 mg/L,0.116 mg/L,0.107 mg/L,<0.0005 mg/L,<0.0005 mg/L,,<0.01 mg/L,<0.01 mg/L,<0.008 mg/L,<0.008 mg/L,<0.001 mg/L,<0.001 mg/L,29.23 mg/L,25.53 mg/L,,,,,,,,,,,,0.6 mg/L,<0.001 mg/L,<0.001 mg/L,<0.002 mg/L,<0.002 mg/L,183.5 µs/cm,<0.001 mg/L,<0.001 mg/L,,,,,,<0.003 mg/L,<0.003 mg/L,0.0746 mg/L,0.0661 mg/L,,,,0.07 mg/L,0.01 mg/L,,<0.20 mg/L,<0.04 mg/L,<0.20 mg/L,,,1.285 mg/L,0.371 mg/L,0.001 mg/L,0.001 mg/L,3.114 mg/L,2.709 mg/L,0.198 mg/L,0.18 mg/L,,<0.0001 mg/L,<0.0001 mg/L,,<0.002 mg/L,<0.002 mg/L,<0.002 mg/L,<0.002 mg/L,,,,,,,,3.83 mg/L,,,<0.002 mg/L,<0.002 mg/L,<0.001 mg/L,<0.001 mg/L,3.13 mg/L,2.8 mg/L,7.41 Unidad de pH,,,,<0.006 mg/L,<0.006 mg/L,,8.41 mg/L,7.51 mg/L,5.97 mg/L,4.56 mg/L,,,,,,,,<0.007 mg/L,<0.007 mg/L,24.4 °C,<0.001 mg/L,<0.001 mg/L,,,,,,<0.001 mg/L,<0.001 mg/L,,,0.008 mg/L,0.006 mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lote 131,Agua,Agua superficial,Agua superficial de ríos y quebradas,QSAleg1,489584,9020109,18 Sur,WGS84,233,"Quebrada Selva Alegre, aproximadamente a 300 m aguas arriba del puente de madera donde cruza la trocha de la carretera Federico Basadre al anexo Selva Alegre, y cuya coordenada se encuentra cercana al punto de evaluación  C-AG-6 de CEPSA Peruana S.A.C.",Simple,42885,,<1.0 mg/L,,0.0996 mg/L,0.006 mg/L,,<0.006 mg/L,<0.006 mg/L,<0.007 mg/L,<0.007 mg/L,0.375 mg/L,0.313 mg/L,<0.0005 mg/L,<0.0005 mg/L,,<0.01 mg/L,<0.01 mg/L,0.016 mg/L,0.014 mg/L,<0.001 mg/L,<0.001 mg/L,80.32 mg/L,62.5 mg/L,,,,,,,,,,,,0.8 mg/L,<0.001 mg/L,<0.001 mg/L,<0.002 mg/L,<0.002 mg/L,431 µs/cm,<0.001 mg/L,<0.001 mg/L,,,,,,<0.003 mg/L,<0.003 mg/L,0.4036 mg/L,0.3413 mg/L,,,,0.13 mg/L,0.12 mg/L,,<0.20 mg/L,<0.04 mg/L,<0.20 mg/L,,,0.169 mg/L,0.035 mg/L,0.011 mg/L,0.009 mg/L,4.833 mg/L,3.829 mg/L,0.026 mg/L,0.017 mg/L,,<0.0001 mg/L,<0.0001 mg/L,,<0.002 mg/L,<0.002 mg/L,<0.002 mg/L,<0.002 mg/L,,,,,,,,7.61 mg/L,,,<0.002 mg/L,<0.002 mg/L,<0.001 mg/L,<0.001 mg/L,3.05 mg/L,2.17 mg/L,8.01 Unidad de pH,,,,<0.006 mg/L,<0.006 mg/L,,11.8 mg/L,9.73 mg/L,19.83 mg/L,15.05 mg/L,,,,,,,,<0.007 mg/L,<0.007 mg/L,25.7 °C,<0.001 mg/L,<0.001 mg/L,,,,,,<0.001 mg/L,<0.001 mg/L,,,<0.004 mg/L,<0.004 mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lote 131,Agua,Agua superficial,Agua superficial de ríos y quebradas,QSAleg10,492363,9014995,18 Sur,WGS84,212,"Quebrada Selva Alegre, cuya coordenada se encuentra cercana al punto de evaluación QSAle2 de CEPSA Peruana S.A.C",Simple,42896,,<1.0 mg/L,,0.217 mg/L,0.012 mg/L,,<0.006 mg/L,<0.006 mg/L,<0.007 mg/L,<0.007 mg/L,0.347 mg/L,0.317 mg/L,<0.0005 mg/L,<0.0005 mg/L,,<0.01 mg/L,<0.01 mg/L,0.026 mg/L,0.023 mg/L,<0.001 mg/L,<0.001 mg/L,84.81 mg/L,74.79 mg/L,,,,,,,,,,,,7.5 mg/L,<0.001 mg/L,<0.001 mg/L,<0.002 mg/L,<0.002 mg/L,512 µs/cm,<0.001 mg/L,<0.001 mg/L,,,,,,<0.003 mg/L,<0.003 mg/L,0.5087 mg/L,0.4553 mg/L,,,,0.14 mg/L,0.14 mg/L,,<0.20 mg/L,<0.04 mg/L,<0.20 mg/L,,,0.238 mg/L,0.015 mg/L,0.012 mg/L,0.011 mg/L,5.321 mg/L,4.784 mg/L,0.031 mg/L,0.016 mg/L,,<0.0001 mg/L,<0.0001 mg/L,,<0.002 mg/L,<0.002 mg/L,<0.002 mg/L,<0.002 mg/L,,,,,,,,8.01 mg/L,,,<0.002 mg/L,<0.002 mg/L,<0.001 mg/L,<0.001 mg/L,3 mg/L,2.76 mg/L,7.99 Unidad de pH,,,,<0.006 mg/L,<0.006 mg/L,,10 mg/L,9.04 mg/L,34.39 mg/L,30.42 mg/L,,,,,,,,<0.007 mg/L,<0.007 mg/L,25.6 °C,0.003 mg/L,<0.001 mg/L,,,,,,<0.001 mg/L,<0.001 mg/L,,,0.0096 mg/L,0.009 mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lote 131,Agua,Agua superficial,Agua superficial de ríos y quebradas,QSAleg11,492029,9013995,18 Sur,WGS84,199,"Quebrada Selva Alegre, abajo del puente donde se encuentra la línea de recolección existente entre las locaciones LA3X y LA1X.",Simple,42895,,<1.0 mg/L,,1.105 mg/L,0.033 mg/L,,<0.006 mg/L,<0.006 mg/L,<0.007 mg/L,<0.007 mg/L,0.293 mg/L,0.267 mg/L,<0.0005 mg/L,<0.0005 mg/L,,<0.01 mg/L,<0.01 mg/L,0.02 mg/L,0.02 mg/L,<0.001 mg/L,<0.001 mg/L,66.29 mg/L,58.24 mg/L,,,,,,,,,,,,4.4 mg/L,<0.001 mg/L,<0.001 mg/L,<0.002 mg/L,<0.002 mg/L,407 µs/cm,<0.001 mg/L,<0.001 mg/L,,,,,,<0.003 mg/L,<0.003 mg/L,0.4094 mg/L,0.3616 mg/L,,,,0.16 mg/L,0.16 mg/L,,<0.20 mg/L,<0.04 mg/L,<0.20 mg/L,,,0.799 mg/L,0.023 mg/L,0.007 mg/L,0.007 mg/L,4.468 mg/L,4.08 mg/L,0.046 mg/L,0.018 mg/L,,<0.0001 mg/L,<0.0001 mg/L,,<0.002 mg/L,<0.002 mg/L,<0.002 mg/L,<0.002 mg/L,,,,,,,,7.08 mg/L,,,<0.002 mg/L,<0.002 mg/L,<0.001 mg/L,<0.001 mg/L,3.14 mg/L,2.97 mg/L,8.15 Unidad de pH,,,,<0.006 mg/L,<0.006 mg/L,,8.98 mg/L,8.27 mg/L,25.16 mg/L,21.39 mg/L,,,,,,,,<0.007 mg/L,<0.007 mg/L,27.6 °C,0.017 mg/L,<0.001 mg/L,,,,,,<0.001 mg/L,<0.001 mg/L,,,0.008 mg/L,0.006 mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lote 131,Agua,Agua superficial,Agua superficial de ríos y quebradas,QSAleg12,491953,9013260,18 Sur,WGS84,189,"Quebrada Selva Alegre, aproximadamente a 50 m aguas arriba del punto de captación de agua para el campamento ubicado temporalmente en la locación LA1X.",Simple,42895,,<1.0 mg/L,,1.667 mg/L,0.028 mg/L,,<0.006 mg/L,<0.006 mg/L,<0.007 mg/L,<0.007 mg/L,0.285 mg/L,0.261 mg/L,<0.0005 mg/L,<0.0005 mg/L,,<0.01 mg/L,<0.01 mg/L,0.021 mg/L,0.017 mg/L,<0.001 mg/L,<0.001 mg/L,59.94 mg/L,58.39 mg/L,,,,,,,,,,,,5.9 mg/L,<0.001 mg/L,<0.001 mg/L,<0.002 mg/L,<0.002 mg/L,396 µs/cm,<0.001 mg/L,<0.001 mg/L,,,,,,<0.003 mg/L,<0.003 mg/L,0.3753 mg/L,0.3658 mg/L,,,,0.2 mg/L,0.12 mg/L,,<0.20 mg/L,<0.04 mg/L,<0.20 mg/L,,,1.272 mg/L,0.024 mg/L,0.01 mg/L,0.009 mg/L,4.303 mg/L,4.132 mg/L,0.092 mg/L,0.015 mg/L,,<0.0001 mg/L,<0.0001 mg/L,,<0.002 mg/L,<0.002 mg/L,<0.002 mg/L,<0.002 mg/L,,,,,,,,7.86 mg/L,,,<0.002 mg/L,<0.002 mg/L,<0.001 mg/L,<0.001 mg/L,3.09 mg/L,2.96 mg/L,8.29 Unidad de pH,,,,<0.006 mg/L,<0.006 mg/L,,9.72 mg/L,7.67 mg/L,24 mg/L,21.22 mg/L,,,,,,,,<0.007 mg/L,<0.007 mg/L,27.5 °C,0.022 mg/L,<0.001 mg/L,,,,,,<0.001 mg/L,<0.001 mg/L,,,0.014 mg/L,0.007 mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lote 131,Agua,Agua superficial,Agua superficial de ríos y quebradas,QSAleg13,491982,9012612,18 Sur,WGS84,196,"Quebrada Selva Alegre, aproximadamente a 40 m aguas arriba de la naciente del río Macuya.",Simple,42895,,<1.0 mg/L,,1.43 mg/L,0.026 mg/L,,<0.006 mg/L,<0.006 mg/L,<0.007 mg/L,<0.007 mg/L,0.303 mg/L,0.273 mg/L,<0.0005 mg/L,<0.0005 mg/L,,<0.01 mg/L,<0.01 mg/L,0.014 mg/L,0.013 mg/L,<0.001 mg/L,<0.001 mg/L,67.23 mg/L,61.39 mg/L,,,,,,,,,,,,7.3 mg/L,<0.001 mg/L,<0.001 mg/L,<0.002 mg/L,<0.002 mg/L,448 µs/cm,<0.001 mg/L,<0.001 mg/L,,,,,,<0.003 mg/L,<0.003 mg/L,0.4488 mg/L,0.4234 mg/L,,,,0.26 mg/L,0.22 mg/L,,<0.20 mg/L,<0.04 mg/L,<0.20 mg/L,,,1.589 mg/L,0.034 mg/L,0.013 mg/L,0.012 mg/L,6.386 mg/L,5.421 mg/L,0.089 mg/L,0.012 mg/L,,<0.0001 mg/L,<0.0001 mg/L,,<0.002 mg/L,<0.002 mg/L,<0.002 mg/L,<0.002 mg/L,,,,,,,,7.69 mg/L,,,<0.002 mg/L,<0.002 mg/L,<0.001 mg/L,<0.001 mg/L,4.66 mg/L,3.76 mg/L,8.19 Unidad de pH,,,,<0.006 mg/L,<0.006 mg/L,,10.2 mg/L,8.67 mg/L,22.88 mg/L,21.44 mg/L,,,,,,,,<0.007 mg/L,<0.007 mg/L,26.9 °C,0.017 mg/L,<0.001 mg/L,,,,,,<0.001 mg/L,<0.001 mg/L,,,0.011 mg/L,0.007 mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lote 131,Agua,Agua superficial,Agua superficial de ríos y quebradas,QSAleg2,489515,9019849,18 Sur,WGS84,226,"Quebrada Selva Alegre, aproximadamente a 40 m aguas abajo del puente de madera donde cruza la trocha de la carretera Federico Basadre al anexo Selva Alegre, y cuya coordenada se encuentra cercana al punto de evaluación QSAle1 de CEPSA Peruana S.A.C.",Simple,42885,,<1.0 mg/L,,0.104 mg/L,0.016 mg/L,,<0.006 mg/L,<0.006 mg/L,<0.007 mg/L,<0.007 mg/L,0.379 mg/L,0.318 mg/L,<0.0005 mg/L,<0.0005 mg/L,,<0.01 mg/L,<0.01 mg/L,0.015 mg/L,0.012 mg/L,<0.001 mg/L,<0.001 mg/L,79.67 mg/L,68.3 mg/L,,,,,,,,,,,,0.4 mg/L,<0.001 mg/L,<0.001 mg/L,<0.002 mg/L,<0.002 mg/L,433 µs/cm,<0.001 mg/L,<0.001 mg/L,,,,,,<0.003 mg/L,<0.003 mg/L,0.4035 mg/L,0.3687 mg/L,,,,0.14 mg/L,0.14 mg/L,,<0.20 mg/L,<0.04 mg/L,<0.20 mg/L,,,0.189 mg/L,0.041 mg/L,0.01 mg/L,0.0096 mg/L,4.818 mg/L,4.192 mg/L,0.024 mg/L,0.019 mg/L,,<0.0001 mg/L,<0.0001 mg/L,,<0.002 mg/L,<0.002 mg/L,<0.002 mg/L,<0.002 mg/L,,,,,,,,8.09 mg/L,,,<0.002 mg/L,<0.002 mg/L,<0.001 mg/L,<0.001 mg/L,3.24 mg/L,2.76 mg/L,8.21 Unidad de pH,,,,<0.006 mg/L,<0.006 mg/L,,11.7 mg/L,10.7 mg/L,20.08 mg/L,16.77 mg/L,,,,,,,,<0.007 mg/L,<0.007 mg/L,25.1 °C,<0.001 mg/L,<0.001 mg/L,,,,,,<0.001 mg/L,<0.001 mg/L,,,<0.004 mg/L,<0.004 mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lote 131,Agua,Agua superficial,Agua superficial de ríos y quebradas,QSAleg3,489639,9019438,18 Sur,WGS84,216,"Quebrada Selva Alegre, aproximadamente a 500 m aguas abajo del punto de muestreo QSAleg2.",Simple,42885,,<1.0 mg/L,,0.092 mg/L,0.009 mg/L,,<0.006 mg/L,<0.006 mg/L,<0.007 mg/L,<0.007 mg/L,0.387 mg/L,0.348 mg/L,<0.0005 mg/L,<0.0005 mg/L,,<0.01 mg/L,<0.01 mg/L,0.015 mg/L,0.0095 mg/L,<0.001 mg/L,<0.001 mg/L,80.42 mg/L,64.04 mg/L,,,,,,,,,,,,0.4 mg/L,<0.001 mg/L,<0.001 mg/L,<0.002 mg/L,<0.002 mg/L,434 µs/cm,<0.001 mg/L,<0.001 mg/L,,,,,,<0.003 mg/L,<0.003 mg/L,0.4309 mg/L,0.3725 mg/L,,,,0.14 mg/L,0.12 mg/L,,<0.20 mg/L,<0.04 mg/L,<0.20 mg/L,,,0.17 mg/L,0.033 mg/L,0.01 mg/L,0.0096 mg/L,4.576 mg/L,3.762 mg/L,0.026 mg/L,0.016 mg/L,,<0.0001 mg/L,<0.0001 mg/L,,<0.002 mg/L,<0.002 mg/L,<0.002 mg/L,<0.002 mg/L,,,,,,,,7.86 mg/L,,,<0.002 mg/L,<0.002 mg/L,<0.001 mg/L,<0.001 mg/L,2.85 mg/L,2.25 mg/L,7.98 Unidad de pH,,,,<0.006 mg/L,<0.006 mg/L,,11.9 mg/L,10.1 mg/L,18.85 mg/L,14.81 mg/L,,,,,,,,<0.007 mg/L,<0.007 mg/L,26 °C,<0.001 mg/L,<0.001 mg/L,,,,,,<0.001 mg/L,<0.001 mg/L,,,<0.004 mg/L,<0.004 mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lote 131,Agua,Agua superficial,Agua superficial de ríos y quebradas,QSAleg4,489609,9017877,18 Sur,WGS84,217,"Quebrada Selva Alegre, aproximadamente a 450 m aguas arriba de la trocha de acceso a la quebrada desde el caserío Corazón de Jesús.",Simple,42886,,<1.0 mg/L,,0.151 mg/L,0.007 mg/L,,<0.006 mg/L,<0.006 mg/L,<0.007 mg/L,<0.007 mg/L,0.426 mg/L,0.354 mg/L,<0.0005 mg/L,<0.0005 mg/L,,<0.01 mg/L,<0.01 mg/L,0.016 mg/L,0.009 mg/L,<0.001 mg/L,<0.001 mg/L,82.61 mg/L,67.3 mg/L,,,,,,,,,,,,1 mg/L,<0.001 mg/L,<0.001 mg/L,<0.002 mg/L,<0.002 mg/L,445 µs/cm,<0.001 mg/L,<0.001 mg/L,,,,,,<0.003 mg/L,<0.003 mg/L,0.4702 mg/L,0.4078 mg/L,,,,0.13 mg/L,0.12 mg/L,,<0.20 mg/L,<0.04 mg/L,<0.20 mg/L,,,0.163 mg/L,0.028 mg/L,0.012 mg/L,0.01 mg/L,5.007 mg/L,4.108 mg/L,0.031 mg/L,0.025 mg/L,,<0.0001 mg/L,<0.0001 mg/L,,<0.002 mg/L,<0.002 mg/L,<0.002 mg/L,<0.002 mg/L,,,,,,,,7.58 mg/L,,,<0.002 mg/L,<0.002 mg/L,<0.001 mg/L,<0.001 mg/L,3.11 mg/L,2.53 mg/L,8.25 Unidad de pH,,,,<0.006 mg/L,<0.006 mg/L,,11.7 mg/L,9.91 mg/L,19.8 mg/L,15.83 mg/L,,,,,,,,<0.007 mg/L,<0.007 mg/L,24.8 °C,<0.001 mg/L,<0.001 mg/L,,,,,,<0.001 mg/L,<0.001 mg/L,,,<0.004 mg/L,<0.004 mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lote 131,Agua,Agua superficial,Agua superficial de ríos y quebradas,QSAleg5,489717,9017478,18 Sur,WGS84,215,"Quebrada Selva Alegre, a final de la trocha de acceso a la quebrada desde el caserío Corazón de Jesús.",Simple,42886,,<1.0 mg/L,,0.142 mg/L,0.009 mg/L,,<0.006 mg/L,<0.006 mg/L,<0.007 mg/L,<0.007 mg/L,0.431 mg/L,0.348 mg/L,<0.0005 mg/L,<0.0005 mg/L,,<0.01 mg/L,<0.01 mg/L,0.014 mg/L,0.012 mg/L,<0.001 mg/L,<0.001 mg/L,84 mg/L,65.54 mg/L,,,,,,,,,,,,0.8 mg/L,<0.001 mg/L,<0.001 mg/L,<0.002 mg/L,<0.002 mg/L,446 µs/cm,<0.001 mg/L,<0.001 mg/L,,,,,,<0.003 mg/L,<0.003 mg/L,0.474 mg/L,0.4017 mg/L,,,,0.13 mg/L,0.13 mg/L,,<0.20 mg/L,<0.04 mg/L,<0.20 mg/L,,,0.156 mg/L,0.028 mg/L,0.012 mg/L,0.0098 mg/L,5.143 mg/L,4.112 mg/L,0.03 mg/L,0.026 mg/L,,<0.0001 mg/L,<0.0001 mg/L,,<0.002 mg/L,<0.002 mg/L,<0.002 mg/L,<0.002 mg/L,,,,,,,,7.53 mg/L,,,<0.002 mg/L,<0.002 mg/L,<0.001 mg/L,<0.001 mg/L,2.92 mg/L,1.95 mg/L,8.24 Unidad de pH,,,,<0.006 mg/L,<0.006 mg/L,,11.7 mg/L,9.59 mg/L,20.93 mg/L,15.71 mg/L,,,,,,,,<0.007 mg/L,<0.007 mg/L,24.7 °C,<0.001 mg/L,<0.001 mg/L,,,,,,<0.001 mg/L,<0.001 mg/L,,,<0.004 mg/L,<0.004 mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
