FECHA_CORTE;FECHA;HORA;DEPARTAMENTO;CODIGO_VÍA;KILOMETRO;MODALIDAD;FALLECIDOS;HERIDOS;LATITUD;LONGITUD
20211222;20200222;07:20;ANCASH;PE-16;563;DESPISTE;0;0;-9.3251;-77.562
20211222;20200222;04:40;SAN MARTIN;PE-5N;592;DESPISTE;0;1;-7.2445;-76.826
20211222;20200222;23:00;PUNO;PE-3S;1302;DESPISTE;0;2;-15.8403;-70.0219
20211222;20200223;07:45;ICA;PE-1S;2;DESPISTE;0;8;-14.0755;-75.7342
20211222;20200223;23:00;CUSCO;N.I.;2;DESPISTE;0;1;-13.532;-71.9675
20211222;20200223;23:00;SAN MARTIN;PE-5N;26;ATROPELLO;1;0;-7.2445;-76.826
20211222;20200223;20:50;CAJAMARCA;PE-08B;29;CHOQUE;0;0;-7.1618;-78.5128
20211222;20200223;20:00;LIMA;PE-20A;44;DESPISTE;0;2;-12.0464;-77.0427
20211222;20200223;13:45;JUNIN;PE-3S;52;DESPISTE;0;0;-11.1582;-75.9926
20211222;20200223;17:42;CUSCO;PE-28F;57;DESPISTE;0;1;-13.532;-71.9675
20211222;20200223;19:30;AREQUIPA;PE-34A;74;DESPISTE;0;0;-16.4091;-71.5375
20211222;20200223;04:00;MOQUEGUA;PE-36A;77;CHOQUE;0;2;-17.1928;-70.9329
20211222;20200223;09:35;JUNIN;PE-3N;87;CHOQUE;0;3;-11.1582;-75.9926
20211222;20200223;07:25;LIMA;PE-1N;97;DESPISTE;0;3;-12.0464;-77.0427
20211222;20200223;06:00;AREQUIPA;PE-34A;110;DESPISTE;0;0;-16.4091;-71.5375
20211222;20200223;18:05;LIMA;PE-1S;148;DESPISTE;0;2;-12.0464;-77.0427
20211222;20200223;19:50;JUNIN;PE-22;154;DESPISTE;0;3;-11.1582;-75.9926
20211222;20200223;14:40;AREQUIPA;PE-34A;161;CHOQUE;0;1;-16.4091;-71.5375
20211222;20200223;11:45;ICA;PE-1S;247;DESPISTE;2;0;-14.0755;-75.7342
20211222;20200223;21:48;SAN MARTIN;PE-5N;457;CHOQUE;0;1;-7.2445;-76.826
20211222;20200223;22:30;ICA;PE-1S;478;CHOQUE;0;2;-14.0755;-75.7342
20211222;20200223;00:30;LIMA;PE-1S;515;DESPISTE;0;2;-12.0464;-77.0427
20211222;20200223;07:22;LA LIBERTAD;PE-1N;526;CHOQUE;0;0;-8.1436;-78.4752
20211222;20200223;11:09;SAN MARTIN;PE-5N;593;DESPISTE;0;1;-7.2445;-76.826
20211222;20200223;14:30;ANCASH;PE-3N;610;CHOQUE;0;1;-9.3251;-77.562
20211222;20200223;13:30;AREQUIPA;PE-1S;833;CHOQUE;0;1;-16.4091;-71.5375
20211222;20200223;12:40;PUNO;PE-3S;1210;DESPISTE;0;1;-15.8403;-70.0219
20211222;20200223;19:00;PUNO;PE-1S;1353;CHOQUE;0;2;-15.8403;-70.0219
20211222;20200223;18:50;PUNO;PE-1S;1417;CHOQUE;2;20;-15.8403;-70.0219
20211222;20200224;15:30;APURIMAC;PE-30A;2;ATROPELLO;1;0;-14.0505;-73.0878
20211222;20200224;16:40;AMAZONAS;PE-5N;2;CHOQUE;0;2;-5.1152;-78.1109
20211222;20200224;14:00;AREQUIPA;PE-34E;8;CHOQUE;9;71;-16.4091;-71.5375
20211222;20200224;18:40;CAJAMARCA;PE-06B;22;ATROPELLO;0;0;-7.1618;-78.5128
20211222;20200224;21:10;TACNA;PE-1SD;48;DESPISTE;0;0;-18.0066;-70.2463
20211222;20200224;19:30;LIMA;PE-22;60;DESPISTE;0;0;-12.0464;-77.0427
20211222;20200224;00:00;HUANUCO;N.I.;72;DESPISTE;0;0;-9.9208;-76.2411
20211222;20200224;09:45;JUNIN;PE-5S;81;CHOQUE;0;3;-11.1582;-75.9926
20211222;20200224;06:00;JUNIN;PE-3S;82;CHOQUE;1;0;-11.1582;-75.9926
20211222;20200224;12:50;PUNO;PE-34H;85;DESPISTE;0;11;-15.8403;-70.0219
20211222;20200224;18:50;JUNIN;PE-3N;100;CHOQUE;0;0;-11.1582;-75.9926
20211222;20200224;09:30;CAJAMARCA;PE-06A;176;DESPISTE;0;4;-7.1618;-78.5128
20211222;20200224;08:54;PIURA;PE-1N;181;DESPISTE;0;0;-5.1783;-80.6549
20211222;20200224;01:15;PUNO;PE-34A;216;DESPISTE;0;0;-15.8403;-70.0219
20211222;20200224;06:50;HUANUCO;PE-3N;229;N.I.;0;3;-9.9208;-76.2411
20211222;20200225;06:45;JUNIN;PE-3N;38;DESPISTE;0;0;-11.1582;-75.9926
20211222;20200225;11:26;LIMA;PE-22;42;DESPISTE;0;2;-12.0464;-77.0427
20211222;20200225;06:45;LIMA;PE-22;62;DESPISTE;0;0;-12.0464;-77.0427
20211222;20200225;11:00;PIURA;PE-1N;72;DESPISTE;1;1;-5.1783;-80.6549
20211222;20200225;N.I.;LIMA;PE-1N;82;CHOQUE;0;2;-12.0464;-77.0427
20211222;20200225;14:30;HUANCAVELICA;PE-28A;102;DESPISTE;0;5;-12.7862;-74.9764
20211222;20200225;07:30;JUNIN;PE-22;138;DESPISTE;0;0;-11.1582;-75.9926
20211222;20200225;18:00;JUNIN;PE-22;143;DESPISTE;0;0;-11.1582;-75.9926
20211222;20200225;06:00;HUANCAVELICA;PE-26B;209;CHOQUE;0;2;-12.7862;-74.9764
20211222;20200225;19:55;ICA;PE-1S;212;DESPISTE;0;1;-14.0755;-75.7342
20211222;20200225;04:00;UCAYALI;PE-18C;364;DESPISTE;0;0;-9.8252;-73.0878
20211222;20200225;07:00;AREQUIPA;PE-1S;585;CHOQUE;2;2;-16.4091;-71.5375
20211222;20200225;22:50;MOQUEGUA;PE-1S;1136;DESPISTE;0;2;-17.1928;-70.9329
20211222;20200225;19:00;MOQUEGUA;PE-1S;1297;CHOQUE;0;0;-17.1928;-70.9329
20211222;20200225;05:30;PUNO;PE-3S;1305;DESPISTE;0;0;-15.8403;-70.0219
20211222;20200225;04:55;PUNO;PE-1S;1399;ATROPELLO;1;0;-15.8403;-70.0219
20211222;20200226;20:30;LA LIBERTAD;PE-10A;19;CHOQUE;0;12;-8.1436;-78.4752
20211222;20200226;16:40;AREQUIPA;PE-34E;24;DESPISTE;0;2;-16.4091;-71.5375
20211222;20200226;21:45;AREQUIPA;PE-34;27;CHOQUE;0;0;-16.4091;-71.5375
20211222;20200226;23:30;PIURA;PE-1N;27;CHOQUE;0;6;-5.1783;-80.6549
20211222;20200226;09:20;MOQUEGUA;PE-36A;33;DESPISTE;0;2;-17.1928;-70.9329
20211222;20200226;17:30;HUANUCO;PE-3N;34;CHOQUE;0;5;-9.9208;-76.2411
20211222;20200226;02:15;MADRE DE DIOS;PE-34B;47;CHOQUE;0;0;-11.7669;-70.812
20211222;20200226;07:07;LIMA;PE-1N;48;DESPISTE;0;0;-12.0464;-77.0427
20211222;20200226;03:20;JUNIN;PE-22B;65;DESPISTE;0;5;-11.1582;-75.9926
20211222;20200226;N.I.;LIMA;PE-22;107;DESPISTE;0;0;-12.0464;-77.0427
20211222;20200226;15:30;LIMA;PE-1N;113;DESPISTE;0;3;-12.0464;-77.0427
20211222;20200226;22:30;ANCASH;PE-16;117;DESPISTE;0;0;-9.3251;-77.562
20211222;20200226;17:10;CUSCO;PE-28B;165;CHOQUE;0;3;-13.532;-71.9675
20211222;20200226;18:00;LIMA;PE-22;166;CHOQUE;0;0;-12.0464;-77.0427
20211222;20200226;23:15;AMAZONAS;PE-5N;196;DESPISTE;0;0;-5.1152;-78.1109
20211222;20200226;18:20;AYACUCHO;PE-28A;288;CHOQUE;0;1;-13.1639;-74.2236
20211222;20200226;14:42;SAN MARTIN;PE-5N;635;CHOQUE;0;0;-7.2445;-76.826
20211222;20200226;17:00;LAMBAYEQUE;PE-1N;768;CHOQUE;0;3;-6.7198;-79.9081
20211222;20200226;04:50;LA LIBERTAD;PE-1N;853;CHOQUE;0;0;-8.1436;-78.4752
20211222;20200226;02:30;LA LIBERTAD;PE-1N;897;ATROPELLO;1;0;-8.1436;-78.4752
20211222;20200226;09:45;AREQUIPA;PE-1S;951;CHOQUE;0;11;-16.4091;-71.5375
20211222;20200227;15:00;LORETO;LO-103;2;CHOQUE;0;3;-4.2325;-74.218
20211222;20200227;21:40;ANCASH;PE-16;11;CHOQUE;0;1;-9.3251;-77.562
20211222;20200227;22:30;LA LIBERTAD;PE-1NF;29;DESPISTE;0;0;-8.1436;-78.4752
20211222;20200227;18:50;CAJAMARCA;PE-08A;41;CHOQUE;0;2;-7.1618;-78.5128
20211222;20200227;16:10;LIMA;PE-1N;48;CHOQUE;0;3;-12.0464;-77.0427
20211222;20200227;13:35;JUNIN;PE-3N;56;DESPISTE;0;0;-11.1582;-75.9926
20211222;20200227;10:35;AREQUIPA;PE-1SE;60;DESPISTE;0;2;-16.4091;-71.5375
20211222;20200227;07:30;JUNIN;PE-3S;109;CHOQUE;0;1;-11.1582;-75.9926
20211222;20200227;18:35;CAJAMARCA;PE-08;166;DESPISTE;0;1;-7.1618;-78.5128
20211222;20200227;08:15;AYACUCHO;PE-28A;243;CHOQUE;0;1;-13.1639;-74.2236
20211222;20200227;01:15;ICA;PE-1S;306;CHOQUE;0;3;-14.0755;-75.7342
20211222;20200227;20:30;APURIMAC;PE-3S;578;CHOQUE;1;1;-14.0505;-73.0878
20211222;20200227;18:45;LAMBAYEQUE;PE-1N;812;CHOQUE;0;2;-6.7198;-79.9081
20211222;20200228;17:00;CUSCO;PE-3SF;12;DESPISTE;0;2;-13.532;-71.9675
20211222;20200228;17:15;LIMA;PE-1S;22;CHOQUE;0;1;-12.0464;-77.0427
20211222;20200228;20:40;LAMBAYEQUE;PE-5N;33;DESPISTE;3;15;-6.7198;-79.9081
20211222;20200228;19:50;CAJAMARCA;PE-3N;35;CHOQUE;0;6;-7.1618;-78.5128
20211222;20200228;21:50;PUNO;PE-34B;62;CHOQUE;0;0;-15.8403;-70.0219
20211222;20200228;17:00;LIMA;PE-22;112;CHOQUE;0;0;-12.0464;-77.0427
20211222;20200228;14:00;AREQUIPA;PE-34A;134;DESPISTE;0;2;-16.4091;-71.5375
20211222;20200228;19:00;JUNIN;PE-3S;137;DESPISTE;0;0;-11.1582;-75.9926
20211222;20200228;10:30;JUNIN;PE-3S;137;CHOQUE;0;0;-11.1582;-75.9926
20211222;20200228;19:50;ICA;PE-1S;178;CHOQUE;0;0;-14.0755;-75.7342
20211222;20200228;17:00;HUANCAVELICA;PE-28A;179;DESPISTE;0;0;-12.7862;-74.9764
20211222;20200228;10:35;PUNO;PE-38;187;DESPISTE;0;6;-15.8403;-70.0219
20211222;20200228;00:10;LIMA;PE-1N;212;CHOQUE;0;0;-12.0464;-77.0427
20211222;20200228;08:35;ANCASH;PE-1N;240;DESPISTE;0;1;-9.3251;-77.562
20211222;20200228;06:20;APURIMAC;PE-30A;262;DESPISTE;0;1;-14.0505;-73.0878
20211222;20200228;23:02;ANCASH;PE-1N;331;CHOQUE;0;2;-9.3251;-77.562
20211222;20200228;09:30;ANCASH;PE-1N;399;DESPISTE;1;3;-9.3251;-77.562
20211222;20200228;01:50;LA LIBERTAD;PE-1N;681;CHOQUE;0;2;-8.1436;-78.4752
20211222;20200228;20:50;PUNO;PE-3S;1330;CHOQUE;1;0;-15.8403;-70.0219
20211222;20200229;15:05;PUNO;PE-34H;6;CHOQUE;0;5;-15.8403;-70.0219
20211222;20200229;20:40;LIMA;PE-1NE;20;ATROPELLO;0;1;-12.0464;-77.0427
20211222;20200229;21:30;LIMA;PE-1S;25;CHOQUE;0;0;-12.0464;-77.0427
20211222;20200229;12:35;LIMA;PE-1S;31;CHOQUE;0;0;-12.0464;-77.0427
20211222;20200229;20:15;AREQUIPA;PE-1SE;31;DESPISTE;0;0;-16.4091;-71.5375
20211222;20200229;12:25;LIMA;PE-1S;32;DESPISTE;0;2;-12.0464;-77.0427
20211222;20200229;16:00;PIURA;PE-3N;36;CHOQUE;0;2;-5.1783;-80.6549
20211222;20200229;20:40;ANCASH;PE-16;47;DESPISTE;0;2;-9.3251;-77.562
20211222;20200229;07:20;LIMA;PE-1S;80;DESPISTE;0;2;-12.0464;-77.0427
20211222;20200229;23:00;LIMA;PE-1S;81;CHOQUE;0;1;-12.0464;-77.0427
20211222;20200229;05:00;JUNIN;PE-3S;105;ATROPELLO;1;0;-11.1582;-75.9926
20211222;20200229;19:00;AYACUCHO;PE-30A;110;CHOQUE;1;2;-13.1639;-74.2236
20211222;20200229;23:20;LIMA;PE-1N;115;ESPECIAL;0;0;-12.0464;-77.0427
20211222;20200229;15:30;JUNIN;PE-3S;115;CHOQUE;0;2;-11.1582;-75.9926
20211222;20200229;15:40;LIMA;PE-1N;119;DESPISTE;0;1;-12.0464;-77.0427
20211222;20200229;10:30;CAJAMARCA;PE-08;138;CHOQUE;0;0;-7.1618;-78.5128
20211222;20200229;22:40;JUNIN;PE-22;150;ATROPELLO;1;0;-11.1582;-75.9926
20211222;20200229;21:50;HUANUCO;PE-3N;209;CHOQUE;0;2;-9.9208;-76.2411
20211222;20200229;23:30;LIMA;PE-1N;214;DESPISTE;4;1;-12.0464;-77.0427
20211222;20200229;09:10;ANCASH;PE-3N;571;DESPISTE;0;0;-9.3251;-77.562
20211222;20200229;08:00;AREQUIPA;PE-1S;1040;DESPISTE;0;8;-16.4091;-71.5375
20211222;20200301;00:55;PUNO;PE-34H;4;DESPISTE;0;0;-15.8403;-70.0219
20211222;20200301;19:30;LIMA;PE-1S;23;ATROPELLO;0;1;-12.0464;-77.0427
20211222;20200301;07:20;LIMA;PE-1S;24;DESPISTE;0;0;-12.0464;-77.0427
20211222;20200301;17:00;CUSCO;PE-3S;37;VOLCADURA;0;0;-13.532;-71.9675
20211222;20200301;22:40;LIMA;PE-1N;40;CHOQUE;0;0;-12.0464;-77.0427
20211222;20200301;11:15;JUNIN;PE-3N;47;CHOQUE;0;0;-11.1582;-75.9926
20211222;20200301;16:00;HUANCAVELICA;PE-3SD;57;DESPISTE;5;4;-12.7862;-74.9764
20211222;20200301;16:35;CUSCO;PE-34J;58;CHOQUE;0;0;-13.532;-71.9675
20211222;20200301;18:00;LIMA;PE-1S;61;CHOQUE;0;0;-12.0464;-77.0427
20211222;20200301;22:10;ANCASH;PE-3N;82;DESPISTE;0;0;-9.3251;-77.562
20211222;20200301;16:00;ANCASH;PE-3N;85;CHOQUE;0;7;-9.3251;-77.562
20211222;20200301;13:20;CAJAMARCA;PE-08;97;DESPISTE;0;0;-7.1618;-78.5128
20211222;20200301;07:00;HUANUCO;PE-18A;106;DESPISTE;0;0;-9.9208;-76.2411
20211222;20200301;06:50;HUANUCO;PE-18A;109;DESPISTE;0;2;-9.9208;-76.2411
20211222;20200301;17:30;JUNIN;PE-22;133;CHOQUE;0;1;-11.1582;-75.9926
20211222;20200301;06:10;ANCASH;PE-3N;217;DESPISTE;0;4;-9.3251;-77.562
20211222;20200301;01:00;TUMBES;PE-1N;226;ESPECIAL;0;0;-3.5565;-80.4271
20211222;20200301;06:30;TUMBES;PE-1N;259;DESPISTE;1;0;-3.5565;-80.4271
20211222;20200301;21:35;HUANUCO;PE-3N;274;CHOQUE;0;1;-9.9208;-76.2411
20211222;20200301;16:25;MADRE DE DIOS;PE-30C;419;CHOQUE;0;0;-11.7669;-70.812
20211222;20200301;19:30;MADRE DE DIOS;PE-30C;444;CHOQUE;1;N.I.;-11.7669;-70.812
20211222;20200301;05:00;LAMBAYEQUE;PE-1N;752;DESPISTE;4;30;-6.7198;-79.9081
20211222;20200301;03:30;AREQUIPA;PE-1S;813;DESPISTE;0;4;-16.4091;-71.5375
20211222;20200301;20:10;PUNO;PE-1S;1380;CHOQUE;0;2;-15.8403;-70.0219
20211222;20200302;03:30;JUNIN;PE-3SA;1;DESPISTE;0;2;-11.1582;-75.9926
20211222;20200302;19:30;LORETO;LO-103;4;CHOQUE;0;2;-4.2325;-74.218
20211222;20200302;05:05;PUNO;PE-36B;8;DESPISTE;1;N.I.;-15.8403;-70.0219
20211222;20200302;21:50;PIURA;PE-1N;18;CHOQUE;0;1;-5.1783;-80.6549
20211222;20200302;04:55;SAN MARTIN;PE-5NB;19;DESPISTE;0;0;-7.2445;-76.826
20211222;20200302;07:30;LIMA;PE-1S;20;DESPISTE;0;0;-12.0464;-77.0427
20211222;20200302;02:55;LIMA;PE-1S;49;CHOQUE;0;0;-12.0464;-77.0427
20211222;20200302;09:05;AREQUIPA;PE-1SD;50;DESPISTE;N.I.;N.I.;-16.4091;-71.5375
20211222;20200302;18:00;AREQUIPA;PE-34A;57;CHOQUE;0;0;-16.4091;-71.5375
20211222;20200302;23:30;JUNIN;PE-3S;60;DESPISTE;0;0;-11.1582;-75.9926
20211222;20200302;01:25;LIMA;PE-1S;104;CHOQUE;0;0;-12.0464;-77.0427
20211222;20200302;02:22;LIMA;PE-1S;113;DESPISTE;0;1;-12.0464;-77.0427
20211222;20200302;15:00;HUANCAVELICA;PE-28A;131;DESPISTE;0;4;-12.7862;-74.9764
20211222;20200302;02:00;CAJAMARCA;PE-06A;137;DESPISTE;0;3;-7.1618;-78.5128
20211222;20200302;17:05;PASCO;PE-3N;165;DESPISTE;0;0;-10.6777;-76.2613
20211222;20200302;09:45;LIMA;PE-1N;224;DESPISTE;1;4;-12.0464;-77.0427
20211222;20200302;21:50;HUANUCO;PE-3N;228;CHOQUE;0;0;-9.9208;-76.2411
20211222;20200302;05:00;PUNO;PE-34A;283;CHOQUE;1;0;-15.8403;-70.0219
20211222;20200302;10:50;ICA;PE-1S;451;CHOQUE;0;4;-14.0755;-75.7342
20211222;20200302;18:00;PUNO;PE-3S;1220;CHOQUE;0;1;-15.8403;-70.0219
20211222;20200302;08:10;PUNO;PE-1S;1348;DESPISTE;0;0;-15.8403;-70.0219
20211222;20200303;06:55;LIMA;PE-1S;0;CHOQUE;0;0;-12.0464;-77.0427
20211222;20200303;06:15;CAJAMARCA;PE-06B;12;CHOQUE;0;4;-7.1618;-78.5128
20211222;20200303;05:50;JUNIN;PE-3N;13;DESPISTE;0;1;-11.1582;-75.9926
20211222;20200303;15:30;JUNIN;PE-3S;59;DESPISTE;0;0;-11.1582;-75.9926
20211222;20200303;09:30;CAJAMARCA;PE-08;86;DESPISTE;1;2;-7.1618;-78.5128
20211222;20200303;10:14;LIMA;PE-22;98;CHOQUE;0;0;-12.0464;-77.0427
20211222;20200303;12:35;CAJAMARCA;PE-08;111;ESPECIAL;0;0;-7.1618;-78.5128
20211222;20200303;23:40;TACNA;PE-1SD;117;CHOQUE;1;1;-18.0066;-70.2463
20211222;20200303;15:30;ICA;PE-1S;362;DESPISTE;0;0;-14.0755;-75.7342
20211222;20200303;09:10;LA LIBERTAD;PE-1N;665;CHOQUE;0;1;-8.1436;-78.4752
20211222;20200303;09:50;CUSCO;PE-3S;1071;CHOQUE;0;11;-13.532;-71.9675
20211222;20200304;07:00;AREQUIPA;AR-115;15;DESPISTE;0;8;-16.4091;-71.5375
20211222;20200304;10:10;LIMA;PE-1S;29;DESPISTE;0;0;-12.0464;-77.0427
20211222;20200304;09:30;UCAYALI;PE-18C;31;CHOQUE;0;1;-9.8252;-73.0878
20211222;20200304;05:35;LAMBAYEQUE;PE-08;41;DESPISTE;0;2;-6.7198;-79.9081
20211222;20200304;10:00;AREQUIPA;PE-34A;66;CHOQUE;0;0;-16.4091;-71.5375
20211222;20200304;00:30;LIMA;PE-22;85;CHOQUE;0;0;-12.0464;-77.0427
20211222;20200304;15:15;JUNIN;PE-3S;104;CHOQUE;0;0;-11.1582;-75.9926
20211222;20200304;11:28;CUSCO;CU-117;125;ESPECIAL;0;0;-13.532;-71.9675
20211222;20200304;17:00;AREQUIPA;PE-34A;169;DESPISTE;0;3;-16.4091;-71.5375
20211222;20200304;16:40;AMAZONAS;PE-5N;308;DESPISTE;0;1;-5.1152;-78.1109
20211222;20200304;10:30;AREQUIPA;PE-1S;632;CHOQUE;0;0;-16.4091;-71.5375
20211222;20200304;07:16;LAMBAYEQUE;PE-1N;776;DESPISTE;0;2;-6.7198;-79.9081
20211222;20200304;22:00;CUSCO;PE-3S;1001;CHOQUE;0;3;-13.532;-71.9675
20211222;20200304;21:00;AREQUIPA;PE-1S;1018;DESPISTE;N.I.;N.I.;-16.4091;-71.5375
20211222;20200305;11:00;HUANUCO;PE-3N;12;VOLCADURA;1;0;-9.9208;-76.2411
20211222;20200305;14:50;LIMA;PE-1S;52;ESPECIAL;0;0;-12.0464;-77.0427
20211222;20200305;15:00;PUNO;PE-34H;61;DESPISTE;0;0;-15.8403;-70.0219
20211222;20200305;19:50;LIMA;PE-1N;85;DESPISTE;0;0;-12.0464;-77.0427
20211222;20200305;05:10;JUNIN;PE-22;149;CHOQUE;1;4;-11.1582;-75.9926
20211222;20200305;18:30;APURIMAC;PE-3S;772;CHOQUE;0;2;-14.0505;-73.0878
20211222;20200305;06:00;PIURA;PE-1N;958;CHOQUE;1;0;-5.1783;-80.6549
20211222;20200306;07:45;LIMA;PE-1S;53;CHOQUE;0;9;-12.0464;-77.0427
20211222;20200306;23:35;LIMA;PE-22;97;CHOQUE;0;1;-12.0464;-77.0427
20211222;20200306;21:50;JUNIN;PE-3N;109;ATROPELLO;0;2;-11.1582;-75.9926
20211222;20200306;08:50;LIMA;PE-1N;113;DESPISTE;0;2;-12.0464;-77.0427
20211222;20200306;22:05;LIMA;PE-1S;114;CHOQUE;0;0;-12.0464;-77.0427
20211222;20200306;03:00;HUANCAVELICA;PE-28A;131;CHOQUE;0;0;-12.7862;-74.9764
20211222;20200306;07:20;TACNA;PE-1SD;189;DESPISTE;0;0;-18.0066;-70.2463
20211222;20200306;16:10;APURIMAC;PE-30A;190;DESPISTE;0;1;-14.0505;-73.0878
20211222;20200306;18:30;JUNIN;PE-24;256;DESPISTE;0;7;-11.1582;-75.9926
20211222;20200306;06:55;ANCASH;PE-1N;331;DESPISTE;0;1;-9.3251;-77.562
20211222;20200306;10:20;MADRE DE DIOS;PE-30C;333;ATROPELLO;0;2;-11.7669;-70.812
20211222;20200306;15:40;ANCASH;PE-1N;392;DESPISTE;0;0;-9.3251;-77.562
20211222;20200306;18:45;AREQUIPA;PE-1S;746;DESPISTE;0;0;-16.4091;-71.5375
20211222;20200306;07:00;PIURA;PE-1N;956;CHOQUE;0;4;-5.1783;-80.6549
20211222;20200307;18:15;ICA;PE-28;1;CHOQUE;0;2;-14.0755;-75.7342
20211222;20200307;19:50;CAJAMARCA;PE-06B;15;ATROPELLO;0;0;-7.1618;-78.5128
20211222;20200307;23:00;AMAZONAS;AM-108;32;VOLCADURA;0;2;-5.1152;-78.1109
20211222;20200307;05:00;LIMA;PE-22;41;CHOQUE;0;0;-12.0464;-77.0427
20211222;20200307;10:48;TACNA;PE-30A;46;DESPISTE;0;0;-18.0066;-70.2463
20211222;20200307;12:35;JUNIN;PE-3S;74;DESPISTE;0;0;-11.1582;-75.9926
20211222;20200307;18:35;LIMA;PE-1S;96;ATROPELLO;0;1;-12.0464;-77.0427
20211222;20200307;23:20;LAMBAYEQUE;PE-1N;111;CHOQUE;0;0;-6.7198;-79.9081
20211222;20200307;22:50;CUSCO;PE-28B;153;CHOQUE;0;0;-13.532;-71.9675
20211222;20200307;01:53;PUNO;PE-34A;198;ESPECIAL;0;0;-15.8403;-70.0219
20211222;20200307;22:10;PIURA;PE-1NJ;214;DESPISTE;0;1;-5.1783;-80.6549
20211222;20200307;06:54;SAN MARTIN;PE-5N;438;DESPISTE;0;2;-7.2445;-76.826
20211222;20200307;23:45;SAN MARTIN;PE-5N;459;CHOQUE;0;3;-7.2445;-76.826
20211222;20200307;20:45;CUSCO;PE-3S;885;DESPISTE;0;1;-13.532;-71.9675
20211222;20200307;19:30;AREQUIPA;PE-1S;989;CHOQUE;0;2;-16.4091;-71.5375
20211222;20200307;07:15;TACNA;PE-1S;1121;CHOQUE;0;0;-18.0066;-70.2463
20211222;20200307;00:30;PUNO;PE-3S;1190;CHOQUE;1;0;-15.8403;-70.0219
20211222;20200308;21:15;TACNA;PE-1S;4;ATROPELLO;1;0;-18.0066;-70.2463
20211222;20200308;21:15;ANCASH;PE-14;19;CHOQUE;0;3;-9.3251;-77.562
20211222;20200308;03:00;HUANUCO;PE-18A;20;ESPECIAL;0;3;-9.9208;-76.2411
20211222;20200308;16:30;JUNIN;PE-3S;30;CHOQUE;0;3;-11.1582;-75.9926
20211222;20200308;05:38;JUNIN;PE-3N;36;ATROPELLO;1;0;-11.1582;-75.9926
20211222;20200308;00:30;JUNIN;PE-3S;41;DESPISTE;0;0;-11.1582;-75.9926
20211222;20200308;09:25;LIMA;PE-1NE;72;DESPISTE;0;1;-12.0464;-77.0427
20211222;20200308;09:35;LIMA;PE-1S;94;CHOQUE;0;1;-12.0464;-77.0427
20211222;20200308;15:00;LIMA;PE-1S;97;DESPISTE;0;4;-12.0464;-77.0427
20211222;20200308;15:30;JUNIN;PE-22B;98;CHOQUE;1;0;-11.1582;-75.9926
20211222;20200308;23:30;AMAZONAS;PE-5N;111;CHOQUE;0;1;-5.1152;-78.1109
20211222;20200308;16:40;LIMA;PE-1N;147;CHOQUE;0;3;-12.0464;-77.0427
20211222;20200308;06:50;AREQUIPA;PE-34A;151;DESPISTE;0;2;-16.4091;-71.5375
20211222;20200308;07:30;AMAZONAS;PE-5N;189;DESPISTE;0;0;-5.1152;-78.1109
20211222;20200308;17:20;AMAZONAS;PE-5N;194;DESPISTE;0;0;-5.1152;-78.1109
20211222;20200308;05:50;APURIMAC;PE-30A;268;DESPISTE;0;0;-14.0505;-73.0878
20211222;20200308;13:00;ICA;PE-1S;271;DESPISTE;0;1;-14.0755;-75.7342
20211222;20200308;23:00;LAMBAYEQUE;PE-1N;820;CHOQUE;0;4;-6.7198;-79.9081
20211222;20200309;06:44;LIMA;PE-20A;10;CHOQUE;0;0;-12.0464;-77.0427
20211222;20200309;17:20;SAN MARTIN;PE-5NB;11;CHOQUE;0;2;-7.2445;-76.826
20211222;20200309;20:30;PIURA;PE-36A;13;CHOQUE;0;1;-5.1783;-80.6549
20211222;20200309;21:20;LIMA;PE-1S;21;DESPISTE;0;1;-12.0464;-77.0427
20211222;20200309;05:10;ANCASH;PE-16;29;CHOQUE;0;2;-9.3251;-77.562
20211222;20200309;07:00;UCAYALI;PE-18C;40;CHOQUE;0;2;-9.8252;-73.0878
20211222;20200309;06:20;PIURA;PE-1N;80;DESPISTE;0;0;-5.1783;-80.6549
20211222;20200309;14:50;LIMA;PE-1N;82;DESPISTE;0;1;-12.0464;-77.0427
20211222;20200309;23:30;CAJAMARCA;PE-3N;111;CHOQUE;0;1;-7.1618;-78.5128
20211222;20200309;02:30;LIMA;PE-1S;129;DESPISTE;0;0;-12.0464;-77.0427
20211222;20200309;23:10;UCAYALI;PE-18C;146;CHOQUE;0;1;-9.8252;-73.0878
20211222;20200309;03:30;ICA;PE-1S;175;ATROPELLO;1;1;-14.0755;-75.7342
20211222;20200309;12:00;HUANUCO;PE-3N;199;DESPISTE;0;1;-9.9208;-76.2411
20211222;20200309;16:00;AYACUCHO;PE-28A;280;DESPISTE;0;0;-13.1639;-74.2236
20211222;20200309;19:30;ANCASH;PE-1N;382;ATROPELLO;1;0;-9.3251;-77.562
20211222;20200309;11:30;SAN MARTIN;PE-5N;383;DESPISTE;2;3;-7.2445;-76.826
20211222;20200309;00:05;LA LIBERTAD;PE-1N;624;CHOQUE;0;15;-8.1436;-78.4752
20211222;20200309;00:25;LAMBAYEQUE;PE-1N;696;CHOQUE;0;1;-6.7198;-79.9081
20211222;20200309;01:30;AREQUIPA;PE-1S;961;CHOQUE;1;1;-16.4091;-71.5375
20211222;20200310;15:30;JUNIN;PE-22;13;DESPISTE;0;3;-11.1582;-75.9926
