Código Geografico,REGION,PROVINCIA,DISTRITO,Cobertura IE,Cobertura Estudiantes,Medida Promedio en Lectura,Medida Promedio en Matemática
040404,AREQUIPA,CASTILLA,CHACHAS,100.0,96.2,524,483
040405,AREQUIPA,CASTILLA,CHILCAYMARCA,100.0,97.2,599,597
040407,AREQUIPA,CASTILLA,HUANCARQUI,100.0,100.0,578,532
040408,AREQUIPA,CASTILLA,MACHAGUAY,100.0,100.0,604,609
040409,AREQUIPA,CASTILLA,ORCOPAMPA,100.0,96.9,654,645
040410,AREQUIPA,CASTILLA,PAMPACOLCA,100.0,100.0,574,560
040413,AREQUIPA,CASTILLA,URACA,100.0,100.0,587,578
040414,AREQUIPA,CASTILLA,VIRACO,100.0,94.1,527,493
040501,AREQUIPA,CAYLLOMA,CHIVAY,100.0,93.4,620,616
040502,AREQUIPA,CAYLLOMA,ACHOMA,100.0,90.0,583,612
040503,AREQUIPA,CAYLLOMA,CABANACONDE,100.0,97.1,613,647
040504,AREQUIPA,CAYLLOMA,CALLALLI,100.0,95.7,565,539
040505,AREQUIPA,CAYLLOMA,CAYLLOMA,100.0,93.3,563,542
040506,AREQUIPA,CAYLLOMA,COPORAQUE,100.0,92.3,608,607
040507,AREQUIPA,CAYLLOMA,HUAMBO,100.0,100.0,584,555
040508,AREQUIPA,CAYLLOMA,HUANCA,100.0,87.5,561,495
040509,AREQUIPA,CAYLLOMA,ICHUPAMPA,100.0,100.0,533,470
040510,AREQUIPA,CAYLLOMA,LARI,100.0,90.9,637,645
040511,AREQUIPA,CAYLLOMA,LLUTA,100.0,100.0,614,639
040512,AREQUIPA,CAYLLOMA,MACA,100.0,100.0,581,537
040513,AREQUIPA,CAYLLOMA,MADRIGAL,100.0,100.0,617,601
040514,AREQUIPA,CAYLLOMA,SAN ANTONIO DE CHUCA,100.0,80.0,565,532
040517,AREQUIPA,CAYLLOMA,TISCO,100.0,90.9,530,490
040519,AREQUIPA,CAYLLOMA,YANQUE,100.0,96.7,566,634
040520,AREQUIPA,CAYLLOMA,MAJES,100.0,95.6,588,565
040601,AREQUIPA,CONDESUYOS,CHUQUIBAMBA,100.0,98.5,605,600
040603,AREQUIPA,CONDESUYOS,CAYARANI,100.0,88.8,549,545
040606,AREQUIPA,CONDESUYOS,RIO GRANDE,100.0,97.9,676,692
040607,AREQUIPA,CONDESUYOS,SALAMANCA,100.0,100.0,525,461
040608,AREQUIPA,CONDESUYOS,YANAQUIHUA,100.0,98.7,628,639
040701,AREQUIPA,ISLAY,MOLLENDO,100.0,92.7,631,626
040702,AREQUIPA,ISLAY,COCACHACRA,100.0,88.1,636,637
040703,AREQUIPA,ISLAY,DEAN VALDIVIA,100.0,98.9,603,612
040704,AREQUIPA,ISLAY,ISLAY,100.0,86.7,594,581
040705,AREQUIPA,ISLAY,MEJIA,100.0,100.0,548,574
040706,AREQUIPA,ISLAY,PUNTA DE BOMBON,100.0,85.8,642,666
040801,AREQUIPA,LA UNIÓN,COTAHUASI,100.0,97.8,630,618
040802,AREQUIPA,LA UNIÓN,ALCA,100.0,85.4,545,561
040803,AREQUIPA,LA UNIÓN,CHARCANA,100.0,100.0,494,443
040804,AREQUIPA,LA UNIÓN,HUAYNACOTAS,100.0,81.0,535,548
040805,AREQUIPA,LA UNIÓN,PAMPAMARCA,100.0,95.0,520,560
040806,AREQUIPA,LA UNIÓN,PUYCA,100.0,85.9,532,509
040809,AREQUIPA,LA UNIÓN,TAURIA,100.0,100.0,624,641
040810,AREQUIPA,LA UNIÓN,TOMEPAMPA,100.0,100.0,560,525
040811,AREQUIPA,LA UNIÓN,TORO,100.0,87.5,565,542
050101,AYACUCHO,HUAMANGA,AYACUCHO,100.0,98.6,633,622
050102,AYACUCHO,HUAMANGA,ACOCRO,100.0,99.3,504,472
050103,AYACUCHO,HUAMANGA,ACOS VINCHOS,100.0,100.0,548,566
050104,AYACUCHO,HUAMANGA,CARMEN ALTO,100.0,98.1,608,616
050105,AYACUCHO,HUAMANGA,CHIARA,100.0,98.9,526,521
050106,AYACUCHO,HUAMANGA,OCROS,100.0,98.0,578,596
050107,AYACUCHO,HUAMANGA,PACAYCASA,100.0,96.4,558,575
050108,AYACUCHO,HUAMANGA,QUINUA,100.0,98.7,578,588
050109,AYACUCHO,HUAMANGA,SAN JOSE DE TICLLAS,100.0,100.0,507,493
050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,100.0,96.2,620,617
050111,AYACUCHO,HUAMANGA,SANTIAGO DE PISCHA,100.0,88.9,563,600
050112,AYACUCHO,HUAMANGA,SOCOS,100.0,100.0,517,521
050113,AYACUCHO,HUAMANGA,TAMBILLO,100.0,97.0,514,502
050114,AYACUCHO,HUAMANGA,VINCHOS,100.0,97.8,517,536
050115,AYACUCHO,HUAMANGA,JESUS NAZARENO,100.0,98.0,602,590
050116,AYACUCHO,HUAMANGA,ANDRÉS AVELINO CÁCERES DORREGARAY,100.0,100.0,574,610
050201,AYACUCHO,CANGALLO,CANGALLO,100.0,100.0,574,568
050202,AYACUCHO,CANGALLO,CHUSCHI,100.0,100.0,540,570
050203,AYACUCHO,CANGALLO,LOS MOROCHUCOS,100.0,98.4,557,547
050204,AYACUCHO,CANGALLO,MARIA PARADO DE BELLIDO,100.0,100.0,558,583
050205,AYACUCHO,CANGALLO,PARAS,100.0,100.0,514,554
050206,AYACUCHO,CANGALLO,TOTOS,100.0,100.0,522,525
050301,AYACUCHO,HUANCA SANCOS,SANCOS,100.0,98.4,609,581
050302,AYACUCHO,HUANCA SANCOS,CARAPO,100.0,97.4,567,556
050303,AYACUCHO,HUANCA SANCOS,SACSAMARCA,100.0,100.0,577,535
050304,AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA,100.0,100.0,558,538
050401,AYACUCHO,HUANTA,HUANTA,100.0,96.9,612,608
050402,AYACUCHO,HUANTA,AYAHUANCO,100.0,95.7,577,625
050403,AYACUCHO,HUANTA,HUAMANGUILLA,100.0,100.0,549,561
050404,AYACUCHO,HUANTA,IGUAIN,100.0,97.6,561,578
050405,AYACUCHO,HUANTA,LURICOCHA,100.0,98.1,559,572
050406,AYACUCHO,HUANTA,SANTILLANA,100.0,98.4,526,518
050407,AYACUCHO,HUANTA,SIVIA,100.0,96.4,576,574
050408,AYACUCHO,HUANTA,LLOCHEGUA,100.0,95.3,554,541
050409,AYACUCHO,HUANTA,CANAYRE,100.0,96.6,516,501
050410,AYACUCHO,HUANTA,UCHURACCAY,100.0,92.4,541,534
050411,AYACUCHO,HUANTA,PUCACOLPA,100.0,100.0,501,505
050412,AYACUCHO,HUANTA,CHACA,100.0,97.4,573,633
050501,AYACUCHO,LA MAR,SAN MIGUEL,100.0,98.6,615,628
050502,AYACUCHO,LA MAR,ANCO,100.0,96.9,578,618
050503,AYACUCHO,LA MAR,AYNA,100.0,96.5,636,660
050504,AYACUCHO,LA MAR,CHILCAS,100.0,100.0,611,696
050505,AYACUCHO,LA MAR,CHUNGUI,100.0,98.5,573,593
050506,AYACUCHO,LA MAR,LUIS CARRANZA,100.0,100.0,627,657
050507,AYACUCHO,LA MAR,SANTA ROSA,100.0,95.6,540,529
050508,AYACUCHO,LA MAR,TAMBO,100.0,93.5,545,561
050509,AYACUCHO,LA MAR,SAMUGARI,100.0,100.0,503,513
050510,AYACUCHO,LA MAR,ANCHIHUAY,100.0,98.8,558,573
050601,AYACUCHO,LUCANAS,PUQUIO,100.0,97.1,591,582
050602,AYACUCHO,LUCANAS,AUCARA,100.0,100.0,661,737
050603,AYACUCHO,LUCANAS,CABANA,100.0,100.0,582,596
050605,AYACUCHO,LUCANAS,CHAVIÑA,100.0,81.8,586,606
050606,AYACUCHO,LUCANAS,CHIPAO,100.0,100.0,559,556
050607,AYACUCHO,LUCANAS,HUAC-HUAS,100.0,100.0,592,592
050608,AYACUCHO,LUCANAS,LARAMATE,100.0,100.0,606,602
050611,AYACUCHO,LUCANAS,LUCANAS,100.0,100.0,548,536
050612,AYACUCHO,LUCANAS,OCAÑA,100.0,100.0,566,581
050613,AYACUCHO,LUCANAS,OTOCA,100.0,100.0,554,598
050614,AYACUCHO,LUCANAS,SAISA,100.0,88.9,556,544
050615,AYACUCHO,LUCANAS,SAN CRISTOBAL,100.0,100.0,691,659
050616,AYACUCHO,LUCANAS,SAN JUAN,100.0,100.0,554,514
050617,AYACUCHO,LUCANAS,SAN PEDRO,100.0,98.2,512,513
050618,AYACUCHO,LUCANAS,SAN PEDRO DE PALCO,100.0,93.3,577,588
050619,AYACUCHO,LUCANAS,SANCOS,100.0,99.0,631,642
050621,AYACUCHO,LUCANAS,SANTA LUCIA,100.0,100.0,506,461
050701,AYACUCHO,PARINACOCHAS,CORACORA,100.0,95.5,622,639
050702,AYACUCHO,PARINACOCHAS,CHUMPI,100.0,100.0,569,599
050704,AYACUCHO,PARINACOCHAS,PACAPAUSA,100.0,75.0,-,-
050705,AYACUCHO,PARINACOCHAS,PULLO,100.0,100.0,602,613
050706,AYACUCHO,PARINACOCHAS,PUYUSCA,100.0,94.7,555,538
050707,AYACUCHO,PARINACOCHAS,SAN FRANCISCO DE RAVACAYCO,100.0,100.0,576,581
050708,AYACUCHO,PARINACOCHAS,UPAHUACHO,100.0,80.0,493,522
050801,AYACUCHO,PÁUCAR DEL SARA SARA,PAUSA,100.0,96.2,607,583
050804,AYACUCHO,PÁUCAR DEL SARA SARA,LAMPA,100.0,90.9,584,567
050805,AYACUCHO,PÁUCAR DEL SARA SARA,MARCABAMBA,100.0,100.0,585,600
050806,AYACUCHO,PÁUCAR DEL SARA SARA,OYOLO,100.0,94.3,518,473
050901,AYACUCHO,SUCRE,QUEROBAMBA,100.0,97.6,602,604
050902,AYACUCHO,SUCRE,BELEN,100.0,100.0,611,607
050904,AYACUCHO,SUCRE,CHILCAYOC,100.0,100.0,582,642
050909,AYACUCHO,SUCRE,SAN SALVADOR DE QUIJE,100.0,100.0,496,406
051001,AYACUCHO,VÍCTOR FAJARDO,HUANCAPI,100.0,95.2,542,496
051005,AYACUCHO,VÍCTOR FAJARDO,CANARIA,100.0,100.0,550,559
051006,AYACUCHO,VÍCTOR FAJARDO,CAYARA,100.0,100.0,579,484
051007,AYACUCHO,VÍCTOR FAJARDO,COLCA,100.0,87.5,520,496
051009,AYACUCHO,VÍCTOR FAJARDO,HUANCARAYLLA,100.0,96.0,525,500
051010,AYACUCHO,VÍCTOR FAJARDO,HUAYA,100.0,100.0,565,561
051011,AYACUCHO,VÍCTOR FAJARDO,SARHUA,100.0,95.2,565,596
051012,AYACUCHO,VÍCTOR FAJARDO,VILCANCHOS,100.0,100.0,516,494
051101,AYACUCHO,VILCASHUAMÁN,VILCAS HUAMAN,100.0,82.4,521,547
051102,AYACUCHO,VILCASHUAMÁN,ACCOMARCA,100.0,100.0,521,554
051103,AYACUCHO,VILCASHUAMÁN,CARHUANCA,100.0,90.9,523,547
051104,AYACUCHO,VILCASHUAMÁN,CONCEPCION,100.0,83.9,533,553
051105,AYACUCHO,VILCASHUAMÁN,HUAMBALPA,100.0,100.0,578,644
051107,AYACUCHO,VILCASHUAMÁN,SAURAMA,100.0,100.0,487,515
051108,AYACUCHO,VILCASHUAMÁN,VISCHONGO,100.0,96.7,559,565
060101,CAJAMARCA,CAJAMARCA,CAJAMARCA,100.0,96.5,614,607
060102,CAJAMARCA,CAJAMARCA,ASUNCION,100.0,97.1,531,527
060103,CAJAMARCA,CAJAMARCA,CHETILLA,100.0,96.8,524,536
060104,CAJAMARCA,CAJAMARCA,COSPAN,100.0,92.6,531,521
060105,CAJAMARCA,CAJAMARCA,ENCAÑADA,100.0,92.0,539,558
060106,CAJAMARCA,CAJAMARCA,JESUS,100.0,93.9,543,545
060107,CAJAMARCA,CAJAMARCA,LLACANORA,100.0,94.3,563,581
060108,CAJAMARCA,CAJAMARCA,LOS BAÑOS DEL INCA,100.0,95.0,565,561
060109,CAJAMARCA,CAJAMARCA,MAGDALENA,100.0,92.7,526,514
060110,CAJAMARCA,CAJAMARCA,MATARA,100.0,92.0,566,584
060111,CAJAMARCA,CAJAMARCA,NAMORA,100.0,96.5,506,496
060112,CAJAMARCA,CAJAMARCA,SAN JUAN,100.0,95.8,515,509
060201,CAJAMARCA,CAJABAMBA,CAJABAMBA,100.0,96.3,583,594
060202,CAJAMARCA,CAJABAMBA,CACHACHI,100.0,92.9,519,521
060203,CAJAMARCA,CAJABAMBA,CONDEBAMBA,100.0,95.6,528,533
060204,CAJAMARCA,CAJABAMBA,SITACOCHA,100.0,93.2,498,471
060301,CAJAMARCA,CELENDÍN,CELENDIN,100.0,96.8,617,639
060302,CAJAMARCA,CELENDÍN,CHUMUCH,100.0,92.5,525,545
060303,CAJAMARCA,CELENDÍN,CORTEGANA,100.0,98.3,522,529
060304,CAJAMARCA,CELENDÍN,HUASMIN,100.0,96.3,522,525
060305,CAJAMARCA,CELENDÍN,JORGE CHAVEZ,100.0,75.0,-,-
060306,CAJAMARCA,CELENDÍN,JOSE GALVEZ,100.0,88.9,601,618
060307,CAJAMARCA,CELENDÍN,MIGUEL IGLESIAS,100.0,93.6,522,538
060308,CAJAMARCA,CELENDÍN,OXAMARCA,100.0,95.5,530,517
060309,CAJAMARCA,CELENDÍN,SOROCHUCO,100.0,93.7,546,552
060310,CAJAMARCA,CELENDÍN,SUCRE,100.0,93.6,571,599
060311,CAJAMARCA,CELENDÍN,UTCO,50.0,42.9,-,-
060312,CAJAMARCA,CELENDÍN,LA LIBERTAD DE PALLAN,100.0,96.0,526,533
060401,CAJAMARCA,CHOTA,CHOTA,97.8,81.9,598,615
060402,CAJAMARCA,CHOTA,ANGUIA,100.0,93.7,576,620
060403,CAJAMARCA,CHOTA,CHADIN,62.5,63.0,-,-
060404,CAJAMARCA,CHOTA,CHIGUIRIP,100.0,95.4,606,622
060405,CAJAMARCA,CHOTA,CHIMBAN,75.0,46.5,-,-
060406,CAJAMARCA,CHOTA,CHOROPAMPA,100.0,90.2,549,584
060407,CAJAMARCA,CHOTA,COCHABAMBA,100.0,96.1,551,568
060408,CAJAMARCA,CHOTA,CONCHAN,100.0,94.1,557,571
060409,CAJAMARCA,CHOTA,HUAMBOS,100.0,98.2,548,573
060410,CAJAMARCA,CHOTA,LAJAS,100.0,89.7,581,582
060411,CAJAMARCA,CHOTA,LLAMA,100.0,95.0,614,648
060412,CAJAMARCA,CHOTA,MIRACOSTA,100.0,95.5,531,577
060413,CAJAMARCA,CHOTA,PACCHA,100.0,93.2,549,559
060414,CAJAMARCA,CHOTA,PION,100.0,89.5,513,546
060415,CAJAMARCA,CHOTA,QUEROCOTO,94.7,91.5,545,576
060417,CAJAMARCA,CHOTA,TACABAMBA,100.0,96.4,570,602
060418,CAJAMARCA,CHOTA,TOCMOCHE,100.0,100.0,685,657
060419,CAJAMARCA,CHOTA,CHALAMARCA,100.0,92.4,574,591
060501,CAJAMARCA,CONTUMAZÁ,CONTUMAZA,100.0,93.1,571,570
060502,CAJAMARCA,CONTUMAZÁ,CHILETE,100.0,100.0,561,566
060503,CAJAMARCA,CONTUMAZÁ,CUPISNIQUE,100.0,100.0,549,536
060504,CAJAMARCA,CONTUMAZÁ,GUZMANGO,100.0,100.0,553,558
060505,CAJAMARCA,CONTUMAZÁ,SAN BENITO,100.0,98.0,580,598
060506,CAJAMARCA,CONTUMAZÁ,SANTA CRUZ DE TOLED,100.0,100.0,571,626
060507,CAJAMARCA,CONTUMAZÁ,TANTARICA,100.0,96.0,597,639
060508,CAJAMARCA,CONTUMAZÁ,YONAN,100.0,95.0,640,645
060601,CAJAMARCA,CUTERVO,CUTERVO,100.0,97.4,603,633
060602,CAJAMARCA,CUTERVO,CALLAYUC,94.1,95.7,556,568
060603,CAJAMARCA,CUTERVO,CHOROS,100.0,96.9,522,511
060604,CAJAMARCA,CUTERVO,CUJILLO,100.0,100.0,566,554
060605,CAJAMARCA,CUTERVO,LA RAMADA,100.0,94.0,536,551
060606,CAJAMARCA,CUTERVO,PIMPINGOS,100.0,93.8,606,643
060607,CAJAMARCA,CUTERVO,QUEROCOTILLO,100.0,96.9,559,565
060608,CAJAMARCA,CUTERVO,SAN ANDRES DE CUTERVO,100.0,98.9,534,567
060609,CAJAMARCA,CUTERVO,SAN JUAN DE CUTERVO,100.0,100.0,562,590
060610,CAJAMARCA,CUTERVO,SAN LUIS DE LUCMA,100.0,95.8,549,588
060611,CAJAMARCA,CUTERVO,SANTA CRUZ,100.0,93.0,601,604
060612,CAJAMARCA,CUTERVO,SANTO DOMINGO DE LA CAPILLA,100.0,95.7,581,619
060613,CAJAMARCA,CUTERVO,SANTO TOMAS,100.0,97.3,549,559
060614,CAJAMARCA,CUTERVO,SOCOTA,100.0,94.6,567,602
060701,CAJAMARCA,HUALGAYOC,BAMBAMARCA,100.0,97.5,576,607
060702,CAJAMARCA,HUALGAYOC,CHUGUR,100.0,100.0,581,599
060703,CAJAMARCA,HUALGAYOC,HUALGAYOC,100.0,96.7,554,571
060801,CAJAMARCA,JAÉN,JAEN,100.0,95.9,615,623
060802,CAJAMARCA,JAÉN,BELLAVISTA,100.0,94.7,559,558
060803,CAJAMARCA,JAÉN,CHONTALI,100.0,94.7,556,552
060804,CAJAMARCA,JAÉN,COLASAY,100.0,95.9,537,541
060805,CAJAMARCA,JAÉN,HUABAL,100.0,94.2,582,582
060806,CAJAMARCA,JAÉN,LAS PIRIAS,100.0,85.3,525,514
060807,CAJAMARCA,JAÉN,POMAHUACA,100.0,94.6,531,532
060808,CAJAMARCA,JAÉN,PUCARA,100.0,93.1,609,633
060809,CAJAMARCA,JAÉN,SALLIQUE,94.1,92.6,547,537
060810,CAJAMARCA,JAÉN,SAN FELIPE,100.0,100.0,544,557
060811,CAJAMARCA,JAÉN,SAN JOSE DEL ALTO,100.0,94.3,537,539
060812,CAJAMARCA,JAÉN,SANTA ROSA,100.0,95.3,550,554
060901,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,98.1,96.5,613,630
060902,CAJAMARCA,SAN IGNACIO,CHIRINOS,100.0,98.5,592,606
060903,CAJAMARCA,SAN IGNACIO,HUARANGO,100.0,97.3,589,600
060904,CAJAMARCA,SAN IGNACIO,LA COIPA,100.0,96.1,563,562
060905,CAJAMARCA,SAN IGNACIO,NAMBALLE,100.0,99.1,566,565
060906,CAJAMARCA,SAN IGNACIO,SAN JOSE DE LOURDES,100.0,96.2,602,623
060907,CAJAMARCA,SAN IGNACIO,TABACONAS,100.0,96.5,600,622
061001,CAJAMARCA,SAN MARCOS,PEDRO GALVEZ,100.0,94.1,578,586
061002,CAJAMARCA,SAN MARCOS,CHANCAY,100.0,94.6,575,585
061003,CAJAMARCA,SAN MARCOS,EDUARDO VILLANUEVA,100.0,90.0,554,592
061004,CAJAMARCA,SAN MARCOS,GREGORIO PITA,100.0,96.7,527,531
061005,CAJAMARCA,SAN MARCOS,ICHOCAN,100.0,88.9,578,553
061006,CAJAMARCA,SAN MARCOS,JOSE MANUEL QUIROZ,100.0,96.3,533,533
061007,CAJAMARCA,SAN MARCOS,JOSE SABOGAL,100.0,96.5,544,559
061101,CAJAMARCA,SAN MIGUEL,SAN MIGUEL,100.0,96.1,585,610
061102,CAJAMARCA,SAN MIGUEL,BOLIVAR,100.0,100.0,585,623
061103,CAJAMARCA,SAN MIGUEL,CALQUIS,100.0,97.6,586,632
061104,CAJAMARCA,SAN MIGUEL,CATILLUC,100.0,96.9,598,662
061105,CAJAMARCA,SAN MIGUEL,EL PRADO,100.0,100.0,591,596
061106,CAJAMARCA,SAN MIGUEL,LA FLORIDA,100.0,86.7,603,581
061107,CAJAMARCA,SAN MIGUEL,LLAPA,100.0,97.2,603,657
061108,CAJAMARCA,SAN MIGUEL,NANCHOC,100.0,100.0,508,531
061109,CAJAMARCA,SAN MIGUEL,NIEPOS,100.0,97.8,589,628
061110,CAJAMARCA,SAN MIGUEL,SAN GREGORIO,100.0,100.0,505,450
061111,CAJAMARCA,SAN MIGUEL,SAN SILVESTRE DE COCHAN,100.0,97.0,611,649
061112,CAJAMARCA,SAN MIGUEL,TONGOD,100.0,86.4,642,698
061113,CAJAMARCA,SAN MIGUEL,UNION AGUA BLANCA,100.0,97.9,641,649
061201,CAJAMARCA,SAN PABLO,SAN PABLO,100.0,98.1,560,567
061202,CAJAMARCA,SAN PABLO,SAN BERNARDINO,100.0,91.8,528,498
061203,CAJAMARCA,SAN PABLO,SAN LUIS,100.0,100.0,590,587
061204,CAJAMARCA,SAN PABLO,TUMBADEN,100.0,95.0,547,579
061301,CAJAMARCA,SANTA CRUZ,SANTA CRUZ,100.0,96.6,577,577
061302,CAJAMARCA,SANTA CRUZ,ANDABAMBA,100.0,91.7,609,604
061303,CAJAMARCA,SANTA CRUZ,CATACHE,100.0,89.3,584,606
061304,CAJAMARCA,SANTA CRUZ,CHANCAYBAÑOS,100.0,94.4,579,610
061305,CAJAMARCA,SANTA CRUZ,LA ESPERANZA,100.0,84.0,589,594
061306,CAJAMARCA,SANTA CRUZ,NINABAMBA,100.0,100.0,549,591
061307,CAJAMARCA,SANTA CRUZ,PULAN,100.0,100.0,568,607
061308,CAJAMARCA,SANTA CRUZ,SAUCEPAMPA,100.0,81.0,533,548
061309,CAJAMARCA,SANTA CRUZ,SEXI,100.0,100.0,515,542
061310,CAJAMARCA,SANTA CRUZ,UTICYACU,100.0,100.0,520,556
061311,CAJAMARCA,SANTA CRUZ,YAUYUCAN,33.3,18.2,-,-
070101,CALLAO,CALLAO,CALLAO,100.0,91.7,614,594
070102,CALLAO,CALLAO,BELLAVISTA,100.0,92.7,628,606
070103,CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,100.0,93.0,608,589
070104,CALLAO,CALLAO,LA PERLA,100.0,94.1,616,583
070105,CALLAO,CALLAO,LA PUNTA,100.0,95.3,624,595
070106,CALLAO,CALLAO,VENTANILLA,100.0,90.9,628,623
070107,CALLAO,CALLAO,MI PERÚ,100.0,91.2,630,626
080101,CUSCO,CUSCO,CUSCO,100.0,98.3,641,630
080103,CUSCO,CUSCO,POROY,100.0,98.0,618,661
080104,CUSCO,CUSCO,SAN JERONIMO,100.0,97.8,615,597
080105,CUSCO,CUSCO,SAN SEBASTIAN,100.0,97.9,620,608
080106,CUSCO,CUSCO,SANTIAGO,100.0,96.9,622,602
080107,CUSCO,CUSCO,SAYLLA,100.0,94.7,562,548
080108,CUSCO,CUSCO,WANCHAQ,100.0,97.8,643,620
080201,CUSCO,ACOMAYO,ACOMAYO,100.0,94.6,636,618
080202,CUSCO,ACOMAYO,ACOPIA,100.0,100.0,512,513
080203,CUSCO,ACOMAYO,ACOS,100.0,100.0,527,518
080205,CUSCO,ACOMAYO,POMACANCHI,100.0,96.8,540,495
080207,CUSCO,ACOMAYO,SANGARARA,100.0,98.0,523,509
080301,CUSCO,ANTA,ANTA,100.0,94.4,592,596
080302,CUSCO,ANTA,ANCAHUASI,100.0,99.1,541,545
080303,CUSCO,ANTA,CACHIMAYO,100.0,95.0,518,499
080304,CUSCO,ANTA,CHINCHAYPUJIO,100.0,95.5,518,474
080305,CUSCO,ANTA,HUAROCONDO,100.0,98.9,574,588
080306,CUSCO,ANTA,LIMATAMBO,100.0,95.7,542,518
080307,CUSCO,ANTA,MOLLEPATA,100.0,96.8,545,543
080308,CUSCO,ANTA,PUCYURA,100.0,91.2,583,623
080309,CUSCO,ANTA,ZURITE,100.0,100.0,529,518
080401,CUSCO,CALCA,CALCA,100.0,98.6,605,623
080402,CUSCO,CALCA,COYA,100.0,96.6,579,578
080403,CUSCO,CALCA,LAMAY,100.0,93.3,545,544
080404,CUSCO,CALCA,LARES,100.0,100.0,526,527
080405,CUSCO,CALCA,PISAC,100.0,98.7,580,594
080406,CUSCO,CALCA,SAN SALVADOR,100.0,100.0,544,537
080407,CUSCO,CALCA,TARAY,100.0,100.0,533,501
080408,CUSCO,CALCA,YANATILE,100.0,96.1,546,498
080501,CUSCO,CANAS,YANAOCA,100.0,96.5,603,611
080502,CUSCO,CANAS,CHECCA,100.0,98.9,538,526
080503,CUSCO,CANAS,KUNTURKANKI,100.0,100.0,529,517
080504,CUSCO,CANAS,LANGUI,100.0,95.7,523,506
080505,CUSCO,CANAS,LAYO,100.0,100.0,508,490
080506,CUSCO,CANAS,PAMPAMARCA,100.0,100.0,559,578
080507,CUSCO,CANAS,QUEHUE,100.0,100.0,548,581
080508,CUSCO,CANAS,TUPAC AMARU,100.0,96.0,563,563
080601,CUSCO,CANCHIS,SICUANI,100.0,97.6,614,625
080602,CUSCO,CANCHIS,CHECACUPE,100.0,98.2,601,596
080603,CUSCO,CANCHIS,COMBAPATA,100.0,98.5,602,627
080604,CUSCO,CANCHIS,MARANGANI,100.0,95.7,566,577
080605,CUSCO,CANCHIS,PITUMARCA,100.0,98.6,533,522
080606,CUSCO,CANCHIS,SAN PABLO,100.0,95.0,538,536
080607,CUSCO,CANCHIS,SAN PEDRO,100.0,100.0,582,587
080608,CUSCO,CANCHIS,TINTA,100.0,96.7,637,666
080701,CUSCO,CHUMBIVILCAS,SANTO TOMAS,100.0,98.8,557,546
080702,CUSCO,CHUMBIVILCAS,CAPACMARCA,100.0,98.8,589,572
080703,CUSCO,CHUMBIVILCAS,CHAMACA,100.0,98.6,517,483
080704,CUSCO,CHUMBIVILCAS,COLQUEMARCA,100.0,100.0,585,627
080705,CUSCO,CHUMBIVILCAS,LIVITACA,100.0,95.4,531,516
080706,CUSCO,CHUMBIVILCAS,LLUSCO,100.0,98.6,540,571
080707,CUSCO,CHUMBIVILCAS,QUIÑOTA,100.0,95.5,571,579
080708,CUSCO,CHUMBIVILCAS,VELILLE,100.0,91.5,582,588
080801,CUSCO,ESPINAR,ESPINAR,100.0,99.1,647,658
080802,CUSCO,ESPINAR,CONDOROMA,100.0,100.0,579,560
080803,CUSCO,ESPINAR,COPORAQUE,100.0,100.0,522,507
080804,CUSCO,ESPINAR,OCORURO,100.0,100.0,530,509
080805,CUSCO,ESPINAR,PALLPATA,100.0,96.4,581,593
080806,CUSCO,ESPINAR,PICHIGUA,100.0,100.0,569,624
080807,CUSCO,ESPINAR,SUYCKUTAMBO,100.0,83.3,521,484
080901,CUSCO,LA CONVENCIÓN,SANTA ANA,100.0,98.4,609,576
080902,CUSCO,LA CONVENCIÓN,ECHARATE,97.9,95.0,543,529
080903,CUSCO,LA CONVENCIÓN,HUAYOPATA,100.0,92.0,584,578
080904,CUSCO,LA CONVENCIÓN,MARANURA,100.0,96.7,598,638
080905,CUSCO,LA CONVENCIÓN,OCOBAMBA,100.0,98.0,539,512
080906,CUSCO,LA CONVENCIÓN,QUELLOUNO,100.0,95.9,533,520
080907,CUSCO,LA CONVENCIÓN,KIMBIRI,100.0,92.1,537,519
080908,CUSCO,LA CONVENCIÓN,SANTA TERESA,100.0,98.9,533,497
080909,CUSCO,LA CONVENCIÓN,VILCABAMBA,100.0,92.3,549,532
080910,CUSCO,LA CONVENCIÓN,PICHARI,100.0,85.8,558,531
080911,CUSCO,LA CONVENCIÓN,INKAWASI,100.0,93.8,517,526
080912,CUSCO,LA CONVENCIÓN,VILLA VIRGEN,100.0,86.9,518,482
081001,CUSCO,PARURO,PARURO,100.0,100.0,660,671
081002,CUSCO,PARURO,ACCHA,100.0,96.7,578,584
081003,CUSCO,PARURO,CCAPI,100.0,96.2,503,543
081005,CUSCO,PARURO,HUANOQUITE,100.0,100.0,668,716
081006,CUSCO,PARURO,OMACHA,100.0,95.6,518,486
081007,CUSCO,PARURO,PACCARITAMBO,100.0,100.0,575,553
081008,CUSCO,PARURO,PILLPINTO,100.0,100.0,542,531
081009,CUSCO,PARURO,YAURISQUE,100.0,100.0,500,488
081101,CUSCO,PAUCARTAMBO,PAUCARTAMBO,100.0,85.9,517,518
