Código Geografico,REGION,PROVINCIA,DISTRITO,Cobertura IE,Cobertura Estudiantes,Medida Promedio en Lectura,Medida Promedio en Matemática
040413,AREQUIPA,CASTILLA,URACA,100.0,99.1,607,629
040414,AREQUIPA,CASTILLA,VIRACO,100.0,87.0,544,502
040501,AREQUIPA,CAYLLOMA,CHIVAY,100.0,100.0,601,620
040502,AREQUIPA,CAYLLOMA,ACHOMA,100.0,88.9,586,611
040503,AREQUIPA,CAYLLOMA,CABANACONDE,100.0,100.0,640,709
040504,AREQUIPA,CAYLLOMA,CALLALLI,100.0,100.0,559,588
040505,AREQUIPA,CAYLLOMA,CAYLLOMA,100.0,98.6,557,557
040506,AREQUIPA,CAYLLOMA,COPORAQUE,100.0,100.0,529,516
040507,AREQUIPA,CAYLLOMA,HUAMBO,100.0,100.0,568,566
040508,AREQUIPA,CAYLLOMA,HUANCA,100.0,91.7,585,661
040509,AREQUIPA,CAYLLOMA,ICHUPAMPA,100.0,100.0,514,484
040510,AREQUIPA,CAYLLOMA,LARI,100.0,96.6,547,553
040511,AREQUIPA,CAYLLOMA,LLUTA,100.0,100.0,548,610
040512,AREQUIPA,CAYLLOMA,MACA,100.0,100.0,575,537
040513,AREQUIPA,CAYLLOMA,MADRIGAL,100.0,100.0,564,602
040514,AREQUIPA,CAYLLOMA,SAN ANTONIO DE CHUCA,100.0,100.0,550,573
040515,AREQUIPA,CAYLLOMA,SIBAYO,100.0,100.0,632,646
040517,AREQUIPA,CAYLLOMA,TISCO,100.0,88.2,564,593
040518,AREQUIPA,CAYLLOMA,TUTI,100.0,100.0,536,619
040519,AREQUIPA,CAYLLOMA,YANQUE,100.0,100.0,594,639
040520,AREQUIPA,CAYLLOMA,MAJES,100.0,97.2,581,590
040601,AREQUIPA,CONDESUYOS,CHUQUIBAMBA,100.0,100.0,587,641
040602,AREQUIPA,CONDESUYOS,ANDARAY,100.0,100.0,521,584
040603,AREQUIPA,CONDESUYOS,CAYARANI,100.0,100.0,527,516
040605,AREQUIPA,CONDESUYOS,IRAY,100.0,100.0,575,624
040606,AREQUIPA,CONDESUYOS,RIO GRANDE,100.0,98.7,601,624
040608,AREQUIPA,CONDESUYOS,YANAQUIHUA,100.0,100.0,607,654
040701,AREQUIPA,ISLAY,MOLLENDO,100.0,94.8,612,625
040702,AREQUIPA,ISLAY,COCACHACRA,100.0,100.0,636,697
040703,AREQUIPA,ISLAY,DEAN VALDIVIA,100.0,97.9,613,654
040704,AREQUIPA,ISLAY,ISLAY,100.0,94.9,607,597
040705,AREQUIPA,ISLAY,MEJIA,100.0,100.0,631,686
040706,AREQUIPA,ISLAY,PUNTA DE BOMBON,100.0,96.0,611,656
040801,AREQUIPA,LA UNIÓN,COTAHUASI,100.0,98.2,592,635
040802,AREQUIPA,LA UNIÓN,ALCA,100.0,93.1,581,643
040803,AREQUIPA,LA UNIÓN,CHARCANA,100.0,92.3,606,595
040804,AREQUIPA,LA UNIÓN,HUAYNACOTAS,100.0,96.7,538,557
040805,AREQUIPA,LA UNIÓN,PAMPAMARCA,100.0,90.0,520,523
040806,AREQUIPA,LA UNIÓN,PUYCA,100.0,88.2,565,575
040808,AREQUIPA,LA UNIÓN,SAYLA,100.0,100.0,464,374
040810,AREQUIPA,LA UNIÓN,TOMEPAMPA,100.0,100.0,615,598
050101,AYACUCHO,HUAMANGA,AYACUCHO,100.0,98.6,622,663
050102,AYACUCHO,HUAMANGA,ACOCRO,100.0,98.3,541,565
050103,AYACUCHO,HUAMANGA,ACOS VINCHOS,100.0,99.0,525,558
050104,AYACUCHO,HUAMANGA,CARMEN ALTO,100.0,98.0,607,657
050105,AYACUCHO,HUAMANGA,CHIARA,100.0,97.4,539,573
050106,AYACUCHO,HUAMANGA,OCROS,100.0,100.0,539,586
050107,AYACUCHO,HUAMANGA,PACAYCASA,100.0,100.0,650,723
050108,AYACUCHO,HUAMANGA,QUINUA,100.0,100.0,603,659
050109,AYACUCHO,HUAMANGA,SAN JOSE DE TICLLAS,100.0,100.0,540,579
050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,100.0,99.4,624,678
050111,AYACUCHO,HUAMANGA,SANTIAGO DE PISCHA,100.0,100.0,591,652
050112,AYACUCHO,HUAMANGA,SOCOS,100.0,97.1,525,584
050113,AYACUCHO,HUAMANGA,TAMBILLO,100.0,97.4,511,538
050114,AYACUCHO,HUAMANGA,VINCHOS,100.0,97.3,571,618
050115,AYACUCHO,HUAMANGA,JESUS NAZARENO,100.0,98.7,600,639
050116,AYACUCHO,HUAMANGA,ANDRÉS AVELINO CÁCERES DORREGARAY,100.0,100.0,609,685
050201,AYACUCHO,CANGALLO,CANGALLO,100.0,100.0,589,628
050202,AYACUCHO,CANGALLO,CHUSCHI,100.0,100.0,548,627
050203,AYACUCHO,CANGALLO,LOS MOROCHUCOS,100.0,100.0,564,612
050204,AYACUCHO,CANGALLO,MARIA PARADO DE BELLIDO,100.0,94.1,501,557
050205,AYACUCHO,CANGALLO,PARAS,100.0,100.0,514,508
050206,AYACUCHO,CANGALLO,TOTOS,100.0,97.9,533,546
050301,AYACUCHO,HUANCA SANCOS,SANCOS,100.0,100.0,618,705
050302,AYACUCHO,HUANCA SANCOS,CARAPO,100.0,100.0,547,557
050303,AYACUCHO,HUANCA SANCOS,SACSAMARCA,100.0,100.0,509,485
050304,AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA,100.0,97.1,555,591
050401,AYACUCHO,HUANTA,HUANTA,100.0,98.5,603,660
050402,AYACUCHO,HUANTA,AYAHUANCO,100.0,100.0,561,633
050403,AYACUCHO,HUANTA,HUAMANGUILLA,100.0,98.3,555,591
050404,AYACUCHO,HUANTA,IGUAIN,100.0,100.0,534,566
050405,AYACUCHO,HUANTA,LURICOCHA,100.0,96.3,521,557
050406,AYACUCHO,HUANTA,SANTILLANA,100.0,96.4,528,526
050407,AYACUCHO,HUANTA,SIVIA,100.0,99.2,561,604
050408,AYACUCHO,HUANTA,LLOCHEGUA,100.0,93.7,563,605
050409,AYACUCHO,HUANTA,CANAYRE,100.0,92.3,546,561
050410,AYACUCHO,HUANTA,UCHURACCAY,100.0,100.0,534,571
050411,AYACUCHO,HUANTA,PUCACOLPA,100.0,100.0,469,447
050412,AYACUCHO,HUANTA,CHACA,100.0,100.0,483,497
050501,AYACUCHO,LA MAR,SAN MIGUEL,100.0,100.0,633,724
050502,AYACUCHO,LA MAR,ANCO,100.0,99.1,548,594
050503,AYACUCHO,LA MAR,AYNA,100.0,96.5,596,614
050505,AYACUCHO,LA MAR,CHUNGUI,100.0,94.0,570,639
050506,AYACUCHO,LA MAR,LUIS CARRANZA,100.0,100.0,619,763
050507,AYACUCHO,LA MAR,SANTA ROSA,100.0,98.8,555,593
050508,AYACUCHO,LA MAR,TAMBO,100.0,99.2,568,619
050509,AYACUCHO,LA MAR,SAMUGARI,100.0,92.6,521,522
050510,AYACUCHO,LA MAR,ANCHIHUAY,100.0,98.7,550,624
050601,AYACUCHO,LUCANAS,PUQUIO,100.0,100.0,584,624
050602,AYACUCHO,LUCANAS,AUCARA,100.0,100.0,606,658
050603,AYACUCHO,LUCANAS,CABANA,100.0,95.2,591,659
050604,AYACUCHO,LUCANAS,CARMEN SALCEDO,100.0,100.0,617,665
050605,AYACUCHO,LUCANAS,CHAVIÑA,100.0,100.0,556,656
050606,AYACUCHO,LUCANAS,CHIPAO,100.0,97.8,554,581
050608,AYACUCHO,LUCANAS,LARAMATE,100.0,100.0,642,762
050609,AYACUCHO,LUCANAS,LEONCIO PRADO,100.0,100.0,576,602
050610,AYACUCHO,LUCANAS,LLAUTA,100.0,100.0,613,650
050611,AYACUCHO,LUCANAS,LUCANAS,100.0,97.4,557,591
050612,AYACUCHO,LUCANAS,OCAÑA,100.0,93.8,566,590
050613,AYACUCHO,LUCANAS,OTOCA,100.0,100.0,631,738
050614,AYACUCHO,LUCANAS,SAISA,100.0,100.0,528,517
050615,AYACUCHO,LUCANAS,SAN CRISTOBAL,100.0,93.8,540,611
050616,AYACUCHO,LUCANAS,SAN JUAN,100.0,100.0,578,642
050617,AYACUCHO,LUCANAS,SAN PEDRO,100.0,100.0,523,550
050618,AYACUCHO,LUCANAS,SAN PEDRO DE PALCO,100.0,100.0,559,565
050619,AYACUCHO,LUCANAS,SANCOS,100.0,98.4,587,624
050621,AYACUCHO,LUCANAS,SANTA LUCIA,100.0,95.2,603,610
050701,AYACUCHO,PARINACOCHAS,CORACORA,100.0,93.8,603,655
050702,AYACUCHO,PARINACOCHAS,CHUMPI,100.0,100.0,528,544
050703,AYACUCHO,PARINACOCHAS,CORONEL CASTAÑEDA,100.0,100.0,571,568
050704,AYACUCHO,PARINACOCHAS,PACAPAUSA,100.0,83.3,533,579
050705,AYACUCHO,PARINACOCHAS,PULLO,100.0,95.4,570,590
050706,AYACUCHO,PARINACOCHAS,PUYUSCA,100.0,97.1,601,683
050707,AYACUCHO,PARINACOCHAS,SAN FRANCISCO DE RAVACAYCO,100.0,100.0,552,552
050801,AYACUCHO,PÁUCAR DEL SARA SARA,PAUSA,100.0,100.0,572,590
050803,AYACUCHO,PÁUCAR DEL SARA SARA,CORCULLA,100.0,100.0,636,619
050804,AYACUCHO,PÁUCAR DEL SARA SARA,LAMPA,100.0,100.0,606,624
050805,AYACUCHO,PÁUCAR DEL SARA SARA,MARCABAMBA,100.0,100.0,580,650
050806,AYACUCHO,PÁUCAR DEL SARA SARA,OYOLO,100.0,97.1,572,559
050809,AYACUCHO,PÁUCAR DEL SARA SARA,SAN JOSE DE USHUA,100.0,100.0,533,490
050901,AYACUCHO,SUCRE,QUEROBAMBA,100.0,100.0,582,637
050904,AYACUCHO,SUCRE,CHILCAYOC,100.0,100.0,541,615
050906,AYACUCHO,SUCRE,MORCOLLA,100.0,100.0,502,519
050907,AYACUCHO,SUCRE,PAICO,100.0,100.0,535,529
051001,AYACUCHO,VÍCTOR FAJARDO,HUANCAPI,100.0,100.0,568,730
051005,AYACUCHO,VÍCTOR FAJARDO,CANARIA,100.0,100.0,534,575
051007,AYACUCHO,VÍCTOR FAJARDO,COLCA,100.0,100.0,542,614
051009,AYACUCHO,VÍCTOR FAJARDO,HUANCARAYLLA,100.0,100.0,544,566
051010,AYACUCHO,VÍCTOR FAJARDO,HUAYA,100.0,100.0,559,575
051011,AYACUCHO,VÍCTOR FAJARDO,SARHUA,100.0,100.0,522,586
051012,AYACUCHO,VÍCTOR FAJARDO,VILCANCHOS,100.0,100.0,525,550
051101,AYACUCHO,VILCASHUAMÁN,VILCAS HUAMAN,100.0,100.0,459,419
051103,AYACUCHO,VILCASHUAMÁN,CARHUANCA,100.0,100.0,591,624
051104,AYACUCHO,VILCASHUAMÁN,CONCEPCION,100.0,92.9,569,604
051105,AYACUCHO,VILCASHUAMÁN,HUAMBALPA,100.0,95.0,646,736
051107,AYACUCHO,VILCASHUAMÁN,SAURAMA,100.0,100.0,483,513
051108,AYACUCHO,VILCASHUAMÁN,VISCHONGO,100.0,93.6,583,653
060101,CAJAMARCA,CAJAMARCA,CAJAMARCA,100.0,97.1,597,617
060102,CAJAMARCA,CAJAMARCA,ASUNCION,100.0,96.4,521,540
060103,CAJAMARCA,CAJAMARCA,CHETILLA,100.0,93.6,491,515
060104,CAJAMARCA,CAJAMARCA,COSPAN,100.0,93.2,517,531
060105,CAJAMARCA,CAJAMARCA,ENCAÑADA,100.0,94.5,524,546
060106,CAJAMARCA,CAJAMARCA,JESUS,100.0,95.0,528,546
060107,CAJAMARCA,CAJAMARCA,LLACANORA,100.0,95.0,549,555
060108,CAJAMARCA,CAJAMARCA,LOS BAÑOS DEL INCA,100.0,94.5,551,567
060109,CAJAMARCA,CAJAMARCA,MAGDALENA,100.0,96.8,558,593
060110,CAJAMARCA,CAJAMARCA,MATARA,100.0,98.6,555,589
060111,CAJAMARCA,CAJAMARCA,NAMORA,100.0,96.5,527,573
060112,CAJAMARCA,CAJAMARCA,SAN JUAN,100.0,95.8,492,498
060201,CAJAMARCA,CAJABAMBA,CAJABAMBA,97.4,86.7,563,596
060202,CAJAMARCA,CAJABAMBA,CACHACHI,100.0,96.6,509,523
060203,CAJAMARCA,CAJABAMBA,CONDEBAMBA,100.0,98.6,540,572
060204,CAJAMARCA,CAJABAMBA,SITACOCHA,100.0,97.0,505,518
060301,CAJAMARCA,CELENDÍN,CELENDIN,100.0,98.4,582,627
060302,CAJAMARCA,CELENDÍN,CHUMUCH,100.0,93.3,484,494
060303,CAJAMARCA,CELENDÍN,CORTEGANA,100.0,95.9,523,561
060304,CAJAMARCA,CELENDÍN,HUASMIN,100.0,96.5,514,546
060306,CAJAMARCA,CELENDÍN,JOSE GALVEZ,100.0,93.6,582,646
060307,CAJAMARCA,CELENDÍN,MIGUEL IGLESIAS,100.0,98.9,552,611
060308,CAJAMARCA,CELENDÍN,OXAMARCA,100.0,95.4,493,504
060309,CAJAMARCA,CELENDÍN,SOROCHUCO,100.0,95.0,529,562
060310,CAJAMARCA,CELENDÍN,SUCRE,100.0,93.5,541,592
060311,CAJAMARCA,CELENDÍN,UTCO,100.0,83.3,533,492
060312,CAJAMARCA,CELENDÍN,LA LIBERTAD DE PALLAN,100.0,93.5,525,564
060401,CAJAMARCA,CHOTA,CHOTA,97.8,89.7,572,614
060402,CAJAMARCA,CHOTA,ANGUIA,100.0,93.0,543,637
060403,CAJAMARCA,CHOTA,CHADIN,100.0,93.8,523,557
060404,CAJAMARCA,CHOTA,CHIGUIRIP,100.0,97.4,569,628
060405,CAJAMARCA,CHOTA,CHIMBAN,100.0,93.1,557,611
060406,CAJAMARCA,CHOTA,CHOROPAMPA,100.0,96.0,616,697
060407,CAJAMARCA,CHOTA,COCHABAMBA,100.0,95.6,546,596
060408,CAJAMARCA,CHOTA,CONCHAN,100.0,97.9,554,631
060409,CAJAMARCA,CHOTA,HUAMBOS,100.0,97.6,537,576
060410,CAJAMARCA,CHOTA,LAJAS,100.0,97.8,583,636
060411,CAJAMARCA,CHOTA,LLAMA,100.0,98.9,577,610
060412,CAJAMARCA,CHOTA,MIRACOSTA,100.0,97.3,542,546
060413,CAJAMARCA,CHOTA,PACCHA,100.0,94.4,570,625
060414,CAJAMARCA,CHOTA,PION,100.0,100.0,545,638
060415,CAJAMARCA,CHOTA,QUEROCOTO,100.0,97.9,537,572
060416,CAJAMARCA,CHOTA,SAN JUAN DE LICUPIS,100.0,80.0,548,555
060417,CAJAMARCA,CHOTA,TACABAMBA,100.0,96.3,554,602
060418,CAJAMARCA,CHOTA,TOCMOCHE,100.0,90.0,485,474
060419,CAJAMARCA,CHOTA,CHALAMARCA,100.0,96.7,603,682
060501,CAJAMARCA,CONTUMAZÁ,CONTUMAZA,100.0,87.7,555,599
060502,CAJAMARCA,CONTUMAZÁ,CHILETE,100.0,96.2,632,685
060503,CAJAMARCA,CONTUMAZÁ,CUPISNIQUE,100.0,100.0,564,608
060504,CAJAMARCA,CONTUMAZÁ,GUZMANGO,100.0,100.0,531,567
060505,CAJAMARCA,CONTUMAZÁ,SAN BENITO,100.0,97.1,557,606
060506,CAJAMARCA,CONTUMAZÁ,SANTA CRUZ DE TOLED,100.0,95.0,482,509
060507,CAJAMARCA,CONTUMAZÁ,TANTARICA,100.0,100.0,570,624
060508,CAJAMARCA,CONTUMAZÁ,YONAN,100.0,96.4,615,670
060601,CAJAMARCA,CUTERVO,CUTERVO,100.0,98.3,575,635
060602,CAJAMARCA,CUTERVO,CALLAYUC,100.0,96.6,550,589
060603,CAJAMARCA,CUTERVO,CHOROS,100.0,95.7,544,612
060604,CAJAMARCA,CUTERVO,CUJILLO,100.0,100.0,563,595
060605,CAJAMARCA,CUTERVO,LA RAMADA,100.0,100.0,572,626
060606,CAJAMARCA,CUTERVO,PIMPINGOS,100.0,98.2,556,615
060607,CAJAMARCA,CUTERVO,QUEROCOTILLO,100.0,96.6,546,580
060608,CAJAMARCA,CUTERVO,SAN ANDRES DE CUTERVO,100.0,93.0,516,547
060609,CAJAMARCA,CUTERVO,SAN JUAN DE CUTERVO,100.0,97.6,584,641
060610,CAJAMARCA,CUTERVO,SAN LUIS DE LUCMA,100.0,96.6,526,558
060611,CAJAMARCA,CUTERVO,SANTA CRUZ,100.0,95.9,511,530
060612,CAJAMARCA,CUTERVO,SANTO DOMINGO DE LA CAPILLA,100.0,97.2,542,579
060613,CAJAMARCA,CUTERVO,SANTO TOMAS,100.0,98.7,552,624
060614,CAJAMARCA,CUTERVO,SOCOTA,100.0,98.4,566,634
060615,CAJAMARCA,CUTERVO,TORIBIO CASANOVA,100.0,100.0,457,457
060701,CAJAMARCA,HUALGAYOC,BAMBAMARCA,100.0,98.5,579,641
060702,CAJAMARCA,HUALGAYOC,CHUGUR,100.0,96.9,581,646
060703,CAJAMARCA,HUALGAYOC,HUALGAYOC,100.0,98.0,535,560
060801,CAJAMARCA,JAÉN,JAEN,100.0,96.3,603,639
060802,CAJAMARCA,JAÉN,BELLAVISTA,100.0,95.6,568,598
060803,CAJAMARCA,JAÉN,CHONTALI,100.0,92.9,545,553
060804,CAJAMARCA,JAÉN,COLASAY,100.0,96.4,554,575
060805,CAJAMARCA,JAÉN,HUABAL,100.0,96.3,525,544
060806,CAJAMARCA,JAÉN,LAS PIRIAS,100.0,94.8,547,594
060807,CAJAMARCA,JAÉN,POMAHUACA,100.0,93.9,532,528
060808,CAJAMARCA,JAÉN,PUCARA,100.0,98.7,553,584
060809,CAJAMARCA,JAÉN,SALLIQUE,100.0,97.4,549,581
060810,CAJAMARCA,JAÉN,SAN FELIPE,100.0,94.6,555,597
060811,CAJAMARCA,JAÉN,SAN JOSE DEL ALTO,100.0,98.8,548,584
060812,CAJAMARCA,JAÉN,SANTA ROSA,100.0,97.0,578,614
060901,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,100.0,98.0,592,645
060902,CAJAMARCA,SAN IGNACIO,CHIRINOS,100.0,98.9,588,646
060903,CAJAMARCA,SAN IGNACIO,HUARANGO,100.0,96.2,574,602
060904,CAJAMARCA,SAN IGNACIO,LA COIPA,100.0,95.9,552,563
060905,CAJAMARCA,SAN IGNACIO,NAMBALLE,100.0,96.5,580,614
060906,CAJAMARCA,SAN IGNACIO,SAN JOSE DE LOURDES,100.0,96.8,577,615
060907,CAJAMARCA,SAN IGNACIO,TABACONAS,97.2,91.2,574,611
061001,CAJAMARCA,SAN MARCOS,PEDRO GALVEZ,100.0,95.9,547,579
061002,CAJAMARCA,SAN MARCOS,CHANCAY,100.0,93.2,537,547
061003,CAJAMARCA,SAN MARCOS,EDUARDO VILLANUEVA,100.0,91.8,525,544
061004,CAJAMARCA,SAN MARCOS,GREGORIO PITA,100.0,96.0,518,546
061005,CAJAMARCA,SAN MARCOS,ICHOCAN,100.0,95.5,565,583
061006,CAJAMARCA,SAN MARCOS,JOSE MANUEL QUIROZ,100.0,100.0,559,631
061007,CAJAMARCA,SAN MARCOS,JOSE SABOGAL,100.0,95.1,495,517
061101,CAJAMARCA,SAN MIGUEL,SAN MIGUEL,100.0,96.0,609,677
061102,CAJAMARCA,SAN MIGUEL,BOLIVAR,100.0,94.4,530,569
061103,CAJAMARCA,SAN MIGUEL,CALQUIS,100.0,93.6,604,686
061104,CAJAMARCA,SAN MIGUEL,CATILLUC,100.0,97.3,659,741
061105,CAJAMARCA,SAN MIGUEL,EL PRADO,100.0,95.2,569,624
061106,CAJAMARCA,SAN MIGUEL,LA FLORIDA,100.0,100.0,591,665
061107,CAJAMARCA,SAN MIGUEL,LLAPA,100.0,92.3,620,679
061108,CAJAMARCA,SAN MIGUEL,NANCHOC,100.0,94.7,596,673
061109,CAJAMARCA,SAN MIGUEL,NIEPOS,100.0,96.5,578,632
061110,CAJAMARCA,SAN MIGUEL,SAN GREGORIO,100.0,100.0,761,850
061111,CAJAMARCA,SAN MIGUEL,SAN SILVESTRE DE COCHAN,100.0,94.1,590,644
061112,CAJAMARCA,SAN MIGUEL,TONGOD,100.0,90.7,592,672
061113,CAJAMARCA,SAN MIGUEL,UNION AGUA BLANCA,100.0,97.6,607,655
061201,CAJAMARCA,SAN PABLO,SAN PABLO,100.0,97.8,550,589
061202,CAJAMARCA,SAN PABLO,SAN BERNARDINO,100.0,86.4,511,525
061203,CAJAMARCA,SAN PABLO,SAN LUIS,100.0,97.1,545,588
061204,CAJAMARCA,SAN PABLO,TUMBADEN,100.0,90.4,538,561
061301,CAJAMARCA,SANTA CRUZ,SANTA CRUZ,100.0,97.1,553,578
061302,CAJAMARCA,SANTA CRUZ,ANDABAMBA,100.0,100.0,581,649
061303,CAJAMARCA,SANTA CRUZ,CATACHE,100.0,95.1,553,593
061304,CAJAMARCA,SANTA CRUZ,CHANCAYBAÑOS,100.0,97.9,601,658
061305,CAJAMARCA,SANTA CRUZ,LA ESPERANZA,100.0,96.3,547,612
061306,CAJAMARCA,SANTA CRUZ,NINABAMBA,100.0,98.2,634,708
061307,CAJAMARCA,SANTA CRUZ,PULAN,100.0,93.2,566,631
061308,CAJAMARCA,SANTA CRUZ,SAUCEPAMPA,100.0,96.2,622,691
061309,CAJAMARCA,SANTA CRUZ,SEXI,100.0,100.0,577,702
061310,CAJAMARCA,SANTA CRUZ,UTICYACU,100.0,92.0,644,716
061311,CAJAMARCA,SANTA CRUZ,YAUYUCAN,100.0,90.0,587,690
070101,CALLAO,CALLAO,CALLAO,99.5,92.5,605,624
070102,CALLAO,CALLAO,BELLAVISTA,100.0,95.1,613,622
070103,CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,100.0,94.5,623,641
070104,CALLAO,CALLAO,LA PERLA,100.0,95.1,606,615
070105,CALLAO,CALLAO,LA PUNTA,100.0,97.2,600,611
070106,CALLAO,CALLAO,VENTANILLA,100.0,93.3,616,643
070107,CALLAO,CALLAO,MI PERÚ,100.0,93.8,608,638
080101,CUSCO,CUSCO,CUSCO,100.0,98.8,618,647
080103,CUSCO,CUSCO,POROY,100.0,98.1,584,594
080104,CUSCO,CUSCO,SAN JERONIMO,100.0,98.4,597,614
080105,CUSCO,CUSCO,SAN SEBASTIAN,100.0,97.6,598,611
080106,CUSCO,CUSCO,SANTIAGO,100.0,97.8,599,619
080107,CUSCO,CUSCO,SAYLLA,100.0,94.4,584,633
080108,CUSCO,CUSCO,WANCHAQ,100.0,98.7,619,640
080201,CUSCO,ACOMAYO,ACOMAYO,100.0,82.5,590,613
080202,CUSCO,ACOMAYO,ACOPIA,100.0,100.0,534,569
080203,CUSCO,ACOMAYO,ACOS,100.0,96.9,515,498
080204,CUSCO,ACOMAYO,MOSOC LLACTA,100.0,100.0,554,529
080205,CUSCO,ACOMAYO,POMACANCHI,100.0,99.2,554,558
080207,CUSCO,ACOMAYO,SANGARARA,100.0,100.0,571,591
080301,CUSCO,ANTA,ANTA,100.0,98.7,591,634
080302,CUSCO,ANTA,ANCAHUASI,100.0,99.0,547,572
080303,CUSCO,ANTA,CACHIMAYO,100.0,88.2,568,608
080304,CUSCO,ANTA,CHINCHAYPUJIO,100.0,91.7,546,596
080305,CUSCO,ANTA,HUAROCONDO,100.0,100.0,557,600
080306,CUSCO,ANTA,LIMATAMBO,100.0,95.6,555,582
080307,CUSCO,ANTA,MOLLEPATA,100.0,100.0,552,557
080308,CUSCO,ANTA,PUCYURA,100.0,98.5,597,637
080309,CUSCO,ANTA,ZURITE,100.0,97.4,536,561
080401,CUSCO,CALCA,CALCA,100.0,99.5,587,629
080402,CUSCO,CALCA,COYA,100.0,100.0,564,643
080403,CUSCO,CALCA,LAMAY,100.0,98.9,579,637
080404,CUSCO,CALCA,LARES,100.0,98.6,531,546
080405,CUSCO,CALCA,PISAC,100.0,97.4,558,590
080406,CUSCO,CALCA,SAN SALVADOR,100.0,98.6,521,545
080407,CUSCO,CALCA,TARAY,100.0,100.0,542,557
080408,CUSCO,CALCA,YANATILE,100.0,92.5,546,561
080501,CUSCO,CANAS,YANAOCA,100.0,97.3,583,604
080502,CUSCO,CANAS,CHECCA,100.0,96.1,482,472
080503,CUSCO,CANAS,KUNTURKANKI,100.0,100.0,533,558
080504,CUSCO,CANAS,LANGUI,100.0,96.7,528,547
080505,CUSCO,CANAS,LAYO,100.0,97.8,525,542
080506,CUSCO,CANAS,PAMPAMARCA,100.0,100.0,519,589
080507,CUSCO,CANAS,QUEHUE,100.0,100.0,557,589
080508,CUSCO,CANAS,TUPAC AMARU,100.0,94.7,550,531
080601,CUSCO,CANCHIS,SICUANI,100.0,99.1,601,656
080602,CUSCO,CANCHIS,CHECACUPE,100.0,100.0,591,630
080603,CUSCO,CANCHIS,COMBAPATA,100.0,98.5,574,631
080604,CUSCO,CANCHIS,MARANGANI,100.0,99.2,574,595
080605,CUSCO,CANCHIS,PITUMARCA,100.0,99.0,554,586
080606,CUSCO,CANCHIS,SAN PABLO,100.0,98.0,527,549
080607,CUSCO,CANCHIS,SAN PEDRO,100.0,100.0,569,640
080608,CUSCO,CANCHIS,TINTA,100.0,100.0,597,668
080701,CUSCO,CHUMBIVILCAS,SANTO TOMAS,100.0,98.6,558,586
080702,CUSCO,CHUMBIVILCAS,CAPACMARCA,100.0,95.0,517,537
080703,CUSCO,CHUMBIVILCAS,CHAMACA,100.0,98.6,519,502
080704,CUSCO,CHUMBIVILCAS,COLQUEMARCA,100.0,100.0,559,593
080705,CUSCO,CHUMBIVILCAS,LIVITACA,100.0,99.2,509,507
080706,CUSCO,CHUMBIVILCAS,LLUSCO,100.0,100.0,574,611
080707,CUSCO,CHUMBIVILCAS,QUIÑOTA,100.0,97.5,529,551
080708,CUSCO,CHUMBIVILCAS,VELILLE,100.0,98.9,584,598
080801,CUSCO,ESPINAR,ESPINAR,100.0,99.2,609,664
080802,CUSCO,ESPINAR,CONDOROMA,100.0,100.0,616,681
080803,CUSCO,ESPINAR,COPORAQUE,100.0,96.4,529,520
080804,CUSCO,ESPINAR,OCORURO,100.0,100.0,506,469
080805,CUSCO,ESPINAR,PALLPATA,100.0,100.0,577,602
080806,CUSCO,ESPINAR,PICHIGUA,100.0,100.0,551,597
080807,CUSCO,ESPINAR,SUYCKUTAMBO,100.0,100.0,524,571
080901,CUSCO,LA CONVENCIÓN,SANTA ANA,100.0,96.1,597,607
080902,CUSCO,LA CONVENCIÓN,ECHARATE,100.0,96.4,556,571
080903,CUSCO,LA CONVENCIÓN,HUAYOPATA,100.0,95.6,577,633
080904,CUSCO,LA CONVENCIÓN,MARANURA,100.0,98.5,583,608
080905,CUSCO,LA CONVENCIÓN,OCOBAMBA,100.0,98.7,562,580
080906,CUSCO,LA CONVENCIÓN,QUELLOUNO,100.0,94.7,544,560
080907,CUSCO,LA CONVENCIÓN,KIMBIRI,100.0,95.1,544,558
080908,CUSCO,LA CONVENCIÓN,SANTA TERESA,100.0,95.7,576,608
080909,CUSCO,LA CONVENCIÓN,VILCABAMBA,100.0,95.7,538,549
080910,CUSCO,LA CONVENCIÓN,PICHARI,100.0,89.8,534,536
080911,CUSCO,LA CONVENCIÓN,INKAWASI,100.0,100.0,501,485
080912,CUSCO,LA CONVENCIÓN,VILLA VIRGEN,100.0,95.9,498,493
081001,CUSCO,PARURO,PARURO,100.0,95.2,603,654
081002,CUSCO,PARURO,ACCHA,100.0,100.0,592,660
081003,CUSCO,PARURO,CCAPI,100.0,98.0,479,468
081004,CUSCO,PARURO,COLCHA,100.0,80.0,461,443
081005,CUSCO,PARURO,HUANOQUITE,100.0,100.0,583,648
081006,CUSCO,PARURO,OMACHA,100.0,97.7,479,468
081007,CUSCO,PARURO,PACCARITAMBO,100.0,100.0,491,486
081008,CUSCO,PARURO,PILLPINTO,100.0,100.0,498,497
081009,CUSCO,PARURO,YAURISQUE,100.0,97.1,527,546
081101,CUSCO,PAUCARTAMBO,PAUCARTAMBO,100.0,99.4,556,609
