pedido;orden;codcli;cliente;cantidad;prevta;cestimado;inicio;Testimado;entrega;canti;codart;articulo;modelo;nmodelo;Tproduccion;cuello;abcerr;color;ncolor;talla;medida;nmedida;tipolana;titulo;ntitulo;cbarras;ecbarras;fechatr;fecha;ccactual;nccactual;paso;vez;tipo;fecha1;tiempo1;ccosto1;nccosto1;paso1;vez1;tipo1;fecha2;tiempo2;ccosto2;nccosto2;paso2;vez2;tipo2;fecha3;ccosto3;nccosto3;paso3;vez3;tipo3;fecha4;ccosto4;nccosto4;paso4;vez4;tipo4;fecha5;ccosto5;nccosto5;paso5;vez5;tipo5;fecha6;ccosto6;nccosto6;paso6;vez6;tipo6;fecha7;ccosto7;nccosto7;paso7;vez7;tipo7;fecha8;ccosto8;nccosto8;paso8;vez8;tipo8;fecha9;ccosto9;nccosto9;paso9;vez9;tipo9;fecha10;ccosto10;nccosto10;paso10;vez10;tipo10;fecha11;ccosto11;nccosto11;paso11;vez11;tipo11;fecha12;ccosto12;nccosto12;paso12;vez12;tipo12;fecha13;ccosto13;nccosto13;paso13;vez13;tipo13;fecha14;ccosto14;nccosto14;paso14;vez14;tipo14;fecha15;ccosto15;nccosto15;paso15;vez15;tipo15;fecha16;ccosto16;nccosto16;paso16;vez16;tipo16;fecha17;ccosto17;nccosto17;paso17;vez17;tipo17;fecha18;ccosto18;nccosto18;paso18;vez18;tipo18;fecha19;ccosto19;nccosto19;paso19;vez19;tipo19;fecha20;ccosto20;nccosto20;paso20;vez20;tipo20;fecha21;ccosto21;nccosto21;paso21;vez21;tipo21;fecha22;ccosto22;nccosto22;paso22;vez22;tipo22;fecha23;ccosto23;nccosto23;paso23;vez23;tipo23;fecha24;ccosto24;nccosto24;paso24;vez24;tipo24;fecha25;ccosto25;nccosto25;paso25;vez25;tipo25;silista;registro;taller;ntaller;cantelas;exporta;prenda;nprenda;ccalidad;codigo;codemp;proc;rgocc;costo_pr;costo_prme;tpcam;stat_eli;user_eli;stat_lnprd;stat_sold;tpdoc_sold;nudoc_sold;fec_sold;nudoc_grp
3684;3684-02;120222;THE PERUVIAN CONNECTION/USA BRANCH;130;0;0;12-Nov-19;38;20-Dic-19;1;40;CHOMPA;J24;FLORAL DUSTER CARDIGAN_TM-SS20-MON-9;65;;;MULT;;L;;;40/2;PK;PIMA COMBED;40-J24-MULT-4;11-222-3333-4;  -   -;16-Ene-20;600;DISTRIBUCION Y EMBALAJE;501564;1;N;14-Nov-19;7;100;INICIO DE PRODUCCION;495797;1;N;21-Nov-19;11;110;TEJIDO;496507;1;N;2-Dic-19;112;TEJIDO IND. TERMINADO;497410;1;N;03-Dec-19;670;CENTRO DE DISTRIB. (PLANCHA);497621;1;N;04-Dec-19;680;PLANCHA;497818;1;D;04-Dec-19;115;CORTE;497819;1;D;05-Dec-19;118;C.DISTRIB.(ARMA.PRETI.REMALLE);497950;1;N;06-Dec-19;125;ARMADO;498105;1;D;09-Dec-19;126;PRETINADO;498359;1;D;11-Dec-19;127;BOLSILLOS Y OTROS;498727;1;D;11-Dec-19;610;TRABAJOS VARIOS;498728;1;S;17-Dec-19;611;CONTROL CALIDAD (PRIM.VEZ);499340;1;N;17-Dec-19;140;ACABADOS;499341;1;S;18-Dec-19;690;CENTRO DE DISTRIB. (ACABADOS);499435;1;N;27-Dec-19;110;TEJIDO;500207;2;C;16-Jan-20;690;CENTRO DE DISTRIB. (ACABADOS);501519;2;N;16-Jan-20;140;ACABADOS;501520;2;N;16-Jan-20;670;CENTRO DE DISTRIB. (PLANCHA);501521;2;N;16-Jan-20;680;PLANCHA;501542;2;D;16-Jan-20;550;CONTROL DE CALIDAD;501543;1;N;16-Jan-20;600;DISTRIBUCION Y EMBALAJE;501564;1;N;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;;0;1;Industrial;0;E;40J24;FLORAL DUSTER CARDIGAN_TM-SS20;0;036840200070;JJPEREZ;;FALSO;234.7289;70.6589;3.322;;;;;;;  -   -;
3684;3684-02;120222;THE PERUVIAN CONNECTION/USA BRANCH;130;0;0;12-Nov-19;38;20-Dic-19;1;40;CHOMPA;J24;FLORAL DUSTER CARDIGAN_TM-SS20-MON-9;65;;;MULT;;L;;;40/2;PK;PIMA COMBED;40-J24-MULT-4;11-222-3333-4;  -   -;16-Ene-20;600;DISTRIBUCION Y EMBALAJE;501564;1;N;14-Nov-19;7;100;INICIO DE PRODUCCION;495797;1;N;21-Nov-19;11;110;TEJIDO;496507;1;N;2-Dic-19;112;TEJIDO IND. TERMINADO;497410;1;N;03-Dec-19;615;CORRECCION DE TEJIDOS;497622;1;N;03-Dec-19;670;CENTRO DE DISTRIB. (PLANCHA);497700;1;N;04-Dec-19;680;PLANCHA;497818;1;D;04-Dec-19;115;CORTE;497819;1;D;06-Dec-19;118;C.DISTRIB.(ARMA.PRETI.REMALLE);498235;1;N;09-Dec-19;125;ARMADO;498257;1;D;10-Dec-19;126;PRETINADO;498442;1;D;12-Dec-19;127;BOLSILLOS Y OTROS;498948;1;N;12-Dec-19;610;TRABAJOS VARIOS;498949;1;S;24-Dec-19;611;CONTROL CALIDAD (PRIM.VEZ);499983;1;N;24-Dec-19;140;ACABADOS;499984;1;S;26-Dec-19;690;CENTRO DE DISTRIB. (ACABADOS);500115;1;N;27-Dec-19;110;TEJIDO;500207;2;C;16-Jan-20;690;CENTRO DE DISTRIB. (ACABADOS);501519;2;N;16-Jan-20;140;ACABADOS;501520;2;N;16-Jan-20;670;CENTRO DE DISTRIB. (PLANCHA);501521;2;N;16-Jan-20;680;PLANCHA;501542;2;D;16-Jan-20;550;CONTROL DE CALIDAD;501543;1;N;16-Jan-20;600;DISTRIBUCION Y EMBALAJE;501564;1;N;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;;0;1;Industrial;0;E;40J24;FLORAL DUSTER CARDIGAN_TM-SS20;0;036840200071;JJPEREZ;;FALSO;235.2858;70.8266;3.322;;;;;;;  -   -;
3684;3684-02;120222;THE PERUVIAN CONNECTION/USA BRANCH;130;0;0;12-Nov-19;38;20-Dic-19;1;40;CHOMPA;J24;FLORAL DUSTER CARDIGAN_TM-SS20-MON-9;63;;;MULT;;L;;;40/2;PK;PIMA COMBED;40-J24-MULT-4;11-222-3333-4;  -   -;14-Ene-20;600;DISTRIBUCION Y EMBALAJE;501298;1;N;14-Nov-19;12;100;INICIO DE PRODUCCION;495797;1;N;26-Nov-19;1;110;TEJIDO;496806;1;N;27-Nov-19;112;TEJIDO IND. TERMINADO;496836;1;N;27-Nov-19;670;CENTRO DE DISTRIB. (PLANCHA);496951;1;N;03-Dec-19;680;PLANCHA;497662;1;D;03-Dec-19;115;CORTE;497663;1;D;06-Dec-19;118;C.DISTRIB.(ARMA.PRETI.REMALLE);498103;1;N;06-Dec-19;125;ARMADO;498104;1;D;10-Dec-19;126;PRETINADO;498514;1;D;11-Dec-19;127;BOLSILLOS Y OTROS;498727;1;D;11-Dec-19;610;TRABAJOS VARIOS;498728;1;S;17-Dec-19;611;CONTROL CALIDAD (PRIM.VEZ);499340;1;N;17-Dec-19;140;ACABADOS;499341;1;S;18-Dec-19;690;CENTRO DE DISTRIB. (ACABADOS);499435;1;N;08-Jan-20;140;ACABADOS;500800;2;N;08-Jan-20;670;CENTRO DE DISTRIB. (PLANCHA);500801;2;N;09-Jan-20;680;PLANCHA;500942;2;D;09-Jan-20;550;CONTROL DE CALIDAD;500943;1;N;14-Jan-20;600;DISTRIBUCION Y EMBALAJE;501298;1;N;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;;0;1;Industrial;0;E;40J24;FLORAL DUSTER CARDIGAN_TM-SS20;0;036840200072;JJPEREZ;;FALSO;199.0685;60.1234;3.311;;;;;;;  -   -;
3684;3684-02;120222;THE PERUVIAN CONNECTION/USA BRANCH;130;0;0;12-Nov-19;38;20-Dic-19;1;40;CHOMPA;J24;FLORAL DUSTER CARDIGAN_TM-SS20-MON-9;64;;;MULT;;L;;;40/2;PK;PIMA COMBED;40-J24-MULT-4;11-222-3333-4;  -   -;15-Ene-20;600;DISTRIBUCION Y EMBALAJE;501332;1;N;14-Nov-19;12;100;INICIO DE PRODUCCION;495797;1;N;26-Nov-19;1;110;TEJIDO;496806;1;N;27-Nov-19;112;TEJIDO IND. TERMINADO;496836;1;N;27-Nov-19;615;CORRECCION DE TEJIDOS;496958;1;N;29-Nov-19;670;CENTRO DE DISTRIB. (PLANCHA);497156;1;N;03-Dec-19;680;PLANCHA;497585;1;D;03-Dec-19;115;CORTE;497590;1;N;03-Dec-19;680;PLANCHA;497636;2;N;03-Dec-19;115;CORTE;497639;2;D;09-Dec-19;118;C.DISTRIB.(ARMA.PRETI.REMALLE);498297;1;N;09-Dec-19;125;ARMADO;498300;1;D;10-Dec-19;126;PRETINADO;498442;1;D;12-Dec-19;127;BOLSILLOS Y OTROS;498947;1;D;12-Dec-19;610;TRABAJOS VARIOS;498949;1;S;24-Dec-19;611;CONTROL CALIDAD (PRIM.VEZ);499983;1;N;24-Dec-19;140;ACABADOS;499984;1;S;26-Dec-19;690;CENTRO DE DISTRIB. (ACABADOS);500062;1;N;13-Jan-20;140;ACABADOS;501148;2;N;13-Jan-20;670;CENTRO DE DISTRIB. (PLANCHA);501150;2;N;13-Jan-20;680;PLANCHA;501152;3;D;13-Jan-20;550;CONTROL DE CALIDAD;501153;1;N;15-Jan-20;600;DISTRIBUCION Y EMBALAJE;501332;1;N;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;;0;1;Industrial;0;E;40J24;FLORAL DUSTER CARDIGAN_TM-SS20;0;036840200073;JJPEREZ;;FALSO;209.3832;62.9156;3.328;;;;;;;  -   -;
3684;3684-02;120222;THE PERUVIAN CONNECTION/USA BRANCH;130;0;0;12-Nov-19;38;20-Dic-19;1;40;CHOMPA;J24;FLORAL DUSTER CARDIGAN_TM-SS20-MON-9;64;;;MULT;;L;;;40/2;PK;PIMA COMBED;40-J24-MULT-4;11-222-3333-4;  -   -;15-Ene-20;600;DISTRIBUCION Y EMBALAJE;501379;1;N;14-Nov-19;12;100;INICIO DE PRODUCCION;495797;1;N;26-Nov-19;1;110;TEJIDO;496806;1;N;27-Nov-19;112;TEJIDO IND. TERMINADO;496894;1;N;27-Nov-19;670;CENTRO DE DISTRIB. (PLANCHA);496959;1;N;03-Dec-19;680;PLANCHA;497662;1;D;03-Dec-19;115;CORTE;497663;1;D;06-Dec-19;118;C.DISTRIB.(ARMA.PRETI.REMALLE);498103;1;N;06-Dec-19;125;ARMADO;498104;1;D;10-Dec-19;126;PRETINADO;498514;1;D;11-Dec-19;127;BOLSILLOS Y OTROS;498727;1;D;11-Dec-19;610;TRABAJOS VARIOS;498728;1;S;17-Dec-19;611;CONTROL CALIDAD (PRIM.VEZ);499340;1;N;17-Dec-19;140;ACABADOS;499341;1;S;18-Dec-19;690;CENTRO DE DISTRIB. (ACABADOS);499435;1;N;08-Jan-20;140;ACABADOS;500778;2;N;08-Jan-20;670;CENTRO DE DISTRIB. (PLANCHA);500779;2;N;09-Jan-20;680;PLANCHA;500942;2;D;09-Jan-20;550;CONTROL DE CALIDAD;500943;1;N;15-Jan-20;600;DISTRIBUCION Y EMBALAJE;501379;1;N;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;;0;1;Industrial;0;E;40J24;FLORAL DUSTER CARDIGAN_TM-SS20;0;036840200074;JJPEREZ;;FALSO;199.0685;59.8163;3.328;;;;;;;  -   -;
3684;3684-02;120222;THE PERUVIAN CONNECTION/USA BRANCH;130;0;0;12-Nov-19;38;20-Dic-19;1;40;CHOMPA;J24;FLORAL DUSTER CARDIGAN_TM-SS20-MON-9;64;;;MULT;;L;;;40/2;PK;PIMA COMBED;40-J24-MULT-4;11-222-3333-4;  -   -;15-Ene-20;600;DISTRIBUCION Y EMBALAJE;501379;1;N;14-Nov-19;12;100;INICIO DE PRODUCCION;495797;1;N;26-Nov-19;1;110;TEJIDO;496806;1;N;27-Nov-19;112;TEJIDO IND. TERMINADO;496894;1;N;27-Nov-19;670;CENTRO DE DISTRIB. (PLANCHA);496951;1;N;03-Dec-19;680;PLANCHA;497662;1;D;03-Dec-19;115;CORTE;497663;1;D;06-Dec-19;118;C.DISTRIB.(ARMA.PRETI.REMALLE);498103;1;N;06-Dec-19;125;ARMADO;498104;1;D;10-Dec-19;126;PRETINADO;498514;1;D;11-Dec-19;127;BOLSILLOS Y OTROS;498761;1;D;11-Dec-19;610;TRABAJOS VARIOS;498762;1;S;13-Dec-19;611;CONTROL CALIDAD (PRIM.VEZ);499103;1;N;13-Dec-19;140;ACABADOS;499113;1;S;16-Dec-19;690;CENTRO DE DISTRIB. (ACABADOS);499140;1;N;08-Jan-20;140;ACABADOS;500778;2;N;08-Jan-20;670;CENTRO DE DISTRIB. (PLANCHA);500779;2;N;13-Jan-20;680;PLANCHA;501152;2;D;13-Jan-20;550;CONTROL DE CALIDAD;501153;1;N;15-Jan-20;600;DISTRIBUCION Y EMBALAJE;501379;1;N;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;;0;1;Industrial;0;E;40J24;FLORAL DUSTER CARDIGAN_TM-SS20;0;036840200075;JJPEREZ;;FALSO;199.0685;59.8163;3.328;;;;;;;  -   -;
3684;3684-02;120222;THE PERUVIAN CONNECTION/USA BRANCH;130;0;0;12-Nov-19;38;20-Dic-19;1;40;CHOMPA;J24;FLORAL DUSTER CARDIGAN_TM-SS20-MON-9;63;;;MULT;;L;;;40/2;PK;PIMA COMBED;40-J24-MULT-4;11-222-3333-4;  -   -;14-Ene-20;600;DISTRIBUCION Y EMBALAJE;501298;1;N;14-Nov-19;12;100;INICIO DE PRODUCCION;495797;1;N;26-Nov-19;1;110;TEJIDO;496806;1;N;27-Nov-19;112;TEJIDO IND. TERMINADO;496894;1;N;27-Nov-19;670;CENTRO DE DISTRIB. (PLANCHA);496951;1;N;03-Dec-19;680;PLANCHA;497662;1;D;03-Dec-19;115;CORTE;497663;1;D;06-Dec-19;118;C.DISTRIB.(ARMA.PRETI.REMALLE);498103;1;N;06-Dec-19;125;ARMADO;498105;1;D;09-Dec-19;126;PRETINADO;498359;1;D;11-Dec-19;127;BOLSILLOS Y OTROS;498761;1;D;11-Dec-19;610;TRABAJOS VARIOS;498762;1;S;13-Dec-19;611;CONTROL CALIDAD (PRIM.VEZ);499103;1;N;13-Dec-19;140;ACABADOS;499113;1;S;16-Dec-19;690;CENTRO DE DISTRIB. (ACABADOS);499140;1;N;07-Jan-20;140;ACABADOS;500643;2;N;07-Jan-20;670;CENTRO DE DISTRIB. (PLANCHA);500645;2;N;09-Jan-20;680;PLANCHA;500927;2;D;09-Jan-20;550;CONTROL DE CALIDAD;500928;1;N;14-Jan-20;600;DISTRIBUCION Y EMBALAJE;501298;1;N;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;;0;1;Industrial;0;E;40J24;FLORAL DUSTER CARDIGAN_TM-SS20;0;036840200076;JJPEREZ;;FALSO;199.0685;60.1234;3.311;;;;;;;  -   -;
3684;3684-02;120222;THE PERUVIAN CONNECTION/USA BRANCH;130;0;0;12-Nov-19;38;20-Dic-19;1;40;CHOMPA;J24;FLORAL DUSTER CARDIGAN_TM-SS20-MON-9;64;;;MULT;;L;;;40/2;PK;PIMA COMBED;40-J24-MULT-4;11-222-3333-4;  -   -;15-Ene-20;600;DISTRIBUCION Y EMBALAJE;501332;1;N;14-Nov-19;12;100;INICIO DE PRODUCCION;495797;1;N;26-Nov-19;1;110;TEJIDO;496806;1;N;27-Nov-19;112;TEJIDO IND. TERMINADO;496894;1;N;27-Nov-19;670;CENTRO DE DISTRIB. (PLANCHA);496951;1;N;03-Dec-19;680;PLANCHA;497633;1;D;03-Dec-19;115;CORTE;497639;1;D;06-Dec-19;118;C.DISTRIB.(ARMA.PRETI.REMALLE);498103;1;N;06-Dec-19;125;ARMADO;498104;1;D;10-Dec-19;126;PRETINADO;498514;1;D;11-Dec-19;127;BOLSILLOS Y OTROS;498761;1;D;11-Dec-19;610;TRABAJOS VARIOS;498762;1;S;13-Dec-19;611;CONTROL CALIDAD (PRIM.VEZ);499103;1;N;13-Dec-19;140;ACABADOS;499113;1;S;16-Dec-19;690;CENTRO DE DISTRIB. (ACABADOS);499140;1;N;07-Jan-20;140;ACABADOS;500643;2;N;07-Jan-20;670;CENTRO DE DISTRIB. (PLANCHA);500645;2;N;09-Jan-20;680;PLANCHA;500927;2;D;09-Jan-20;550;CONTROL DE CALIDAD;500928;1;N;15-Jan-20;600;DISTRIBUCION Y EMBALAJE;501332;1;N;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;;0;1;Industrial;0;E;40J24;FLORAL DUSTER CARDIGAN_TM-SS20;0;036840200077;JJPEREZ;;FALSO;199.0685;59.8163;3.328;;;;;;;  -   -;
3684;3684-02;120222;THE PERUVIAN CONNECTION/USA BRANCH;130;0;0;12-Nov-19;38;20-Dic-19;1;40;CHOMPA;J24;FLORAL DUSTER CARDIGAN_TM-SS20-MON-9;64;;;MULT;;L;;;40/2;PK;PIMA COMBED;40-J24-MULT-4;11-222-3333-4;  -   -;15-Ene-20;600;DISTRIBUCION Y EMBALAJE;501379;1;N;14-Nov-19;12;100;INICIO DE PRODUCCION;495797;1;N;26-Nov-19;1;110;TEJIDO;496806;1;N;27-Nov-19;112;TEJIDO IND. TERMINADO;496894;1;N;27-Nov-19;670;CENTRO DE DISTRIB. (PLANCHA);496951;1;N;03-Dec-19;680;PLANCHA;497662;1;D;03-Dec-19;115;CORTE;497663;1;D;06-Dec-19;118;C.DISTRIB.(ARMA.PRETI.REMALLE);498103;1;N;06-Dec-19;125;ARMADO;498104;1;D;10-Dec-19;126;PRETINADO;498514;1;D;11-Dec-19;127;BOLSILLOS Y OTROS;498727;1;D;11-Dec-19;610;TRABAJOS VARIOS;498728;1;S;17-Dec-19;611;CONTROL CALIDAD (PRIM.VEZ);499340;1;N;17-Dec-19;140;ACABADOS;499341;1;S;18-Dec-19;690;CENTRO DE DISTRIB. (ACABADOS);499435;1;N;08-Jan-20;140;ACABADOS;500778;2;N;08-Jan-20;670;CENTRO DE DISTRIB. (PLANCHA);500779;2;N;09-Jan-20;680;PLANCHA;500942;2;D;09-Jan-20;550;CONTROL DE CALIDAD;500943;1;N;15-Jan-20;600;DISTRIBUCION Y EMBALAJE;501379;1;N;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;;0;1;Industrial;0;E;40J24;FLORAL DUSTER CARDIGAN_TM-SS20;0;036840200078;JJPEREZ;;FALSO;199.0685;59.8163;3.328;;;;;;;  -   -;
3684;3684-02;120222;THE PERUVIAN CONNECTION/USA BRANCH;130;0;0;12-Nov-19;38;20-Dic-19;1;40;CHOMPA;J24;FLORAL DUSTER CARDIGAN_TM-SS20-MON-9;17;;;MULT;;L;;;40/2;PK;PIMA COMBED;40-J24-MULT-4;11-222-3333-4;  -   -;29-Nov-19;600;DISTRIBUCION Y EMBALAJE;497279;1;N;14-Nov-19;13;100;INICIO DE PRODUCCION;495797;1;N;27-Nov-19;0;110;TEJIDO;496881;1;N;27-Nov-19;112;TEJIDO IND. TERMINADO;496882;1;N;27-Nov-19;670;CENTRO DE DISTRIB. (PLANCHA);496883;1;N;28-Nov-19;680;PLANCHA;496991;1;N;28-Nov-19;115;CORTE;496992;1;N;28-Nov-19;118;C.DISTRIB.(ARMA.PRETI.REMALLE);497005;1;N;28-Nov-19;120;ARMADO,PRETINADO Y REMALLADO;497006;1;N;28-Nov-19;127;BOLSILLOS Y OTROS;497007;1;N;28-Nov-19;610;TRABAJOS VARIOS;497008;1;N;28-Nov-19;611;CONTROL CALIDAD (PRIM.VEZ);497009;1;N;29-Nov-19;670;CENTRO DE DISTRIB. (PLANCHA);497268;2;N;29-Nov-19;680;PLANCHA;497277;2;N;29-Nov-19;550;CONTROL DE CALIDAD;497278;1;N;29-Nov-19;600;DISTRIBUCION Y EMBALAJE;497279;1;N;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;;0;1;Industrial;0;E;40J24;FLORAL DUSTER CARDIGAN_TM-SS20;0;036840200079;JJPEREZ;;FALSO;0;0;3.385;;;;;;;  -   -;
3684;3684-02;120222;THE PERUVIAN CONNECTION/USA BRANCH;130;0;0;12-Nov-19;38;20-Dic-19;1;40;CHOMPA;J24;FLORAL DUSTER CARDIGAN_TM-SS20-MON-9;63;;;MULT;;L;;;40/2;PK;PIMA COMBED;40-J24-MULT-4;11-222-3333-4;  -   -;14-Ene-20;600;DISTRIBUCION Y EMBALAJE;501298;1;N;14-Nov-19;13;100;INICIO DE PRODUCCION;495797;1;N;27-Nov-19;1;110;TEJIDO;496966;1;N;28-Nov-19;112;TEJIDO IND. TERMINADO;497099;1;N;28-Nov-19;670;CENTRO DE DISTRIB. (PLANCHA);497120;1;N;03-Dec-19;680;PLANCHA;497585;1;D;03-Dec-19;115;CORTE;497590;1;N;03-Dec-19;680;PLANCHA;497636;2;N;03-Dec-19;115;CORTE;497639;2;D;06-Dec-19;118;C.DISTRIB.(ARMA.PRETI.REMALLE);498235;1;N;09-Dec-19;125;ARMADO;498257;1;D;10-Dec-19;126;PRETINADO;498514;1;D;11-Dec-19;127;BOLSILLOS Y OTROS;498727;1;D;11-Dec-19;610;TRABAJOS VARIOS;498728;1;S;17-Dec-19;611;CONTROL CALIDAD (PRIM.VEZ);499340;1;N;17-Dec-19;140;ACABADOS;499341;1;S;18-Dec-19;690;CENTRO DE DISTRIB. (ACABADOS);499435;1;N;07-Jan-20;140;ACABADOS;500621;2;N;07-Jan-20;670;CENTRO DE DISTRIB. (PLANCHA);500622;2;N;09-Jan-20;680;PLANCHA;500927;3;D;09-Jan-20;550;CONTROL DE CALIDAD;500928;1;N;14-Jan-20;600;DISTRIBUCION Y EMBALAJE;501298;1;N;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;;0;1;Industrial;0;E;40J24;FLORAL DUSTER CARDIGAN_TM-SS20;0;036840200080;JJPEREZ;;FALSO;205.8752;62.1792;3.311;;;;;;;  -   -;
3684;3684-02;120222;THE PERUVIAN CONNECTION/USA BRANCH;130;0;0;12-Nov-19;38;20-Dic-19;1;40;CHOMPA;J24;FLORAL DUSTER CARDIGAN_TM-SS20-MON-9;63;;;MULT;;L;;;40/2;PK;PIMA COMBED;40-J24-MULT-4;11-222-3333-4;  -   -;14-Ene-20;600;DISTRIBUCION Y EMBALAJE;501298;1;N;14-Nov-19;13;100;INICIO DE PRODUCCION;495797;1;N;27-Nov-19;1;110;TEJIDO;496966;1;N;28-Nov-19;112;TEJIDO IND. TERMINADO;497099;1;N;28-Nov-19;670;CENTRO DE DISTRIB. (PLANCHA);497120;1;N;03-Dec-19;680;PLANCHA;497633;1;D;03-Dec-19;115;CORTE;497639;1;D;06-Dec-19;118;C.DISTRIB.(ARMA.PRETI.REMALLE);498103;1;N;06-Dec-19;125;ARMADO;498105;1;D;09-Dec-19;126;PRETINADO;498359;1;D;11-Dec-19;127;BOLSILLOS Y OTROS;498727;1;D;11-Dec-19;610;TRABAJOS VARIOS;498728;1;S;17-Dec-19;611;CONTROL CALIDAD (PRIM.VEZ);499340;1;N;17-Dec-19;140;ACABADOS;499341;1;S;18-Dec-19;690;CENTRO DE DISTRIB. (ACABADOS);499435;1;N;07-Jan-20;140;ACABADOS;500705;2;N;07-Jan-20;670;CENTRO DE DISTRIB. (PLANCHA);500706;2;N;09-Jan-20;680;PLANCHA;500942;2;D;09-Jan-20;550;CONTROL DE CALIDAD;500943;1;N;14-Jan-20;600;DISTRIBUCION Y EMBALAJE;501298;1;N;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;;0;1;Industrial;0;E;40J24;FLORAL DUSTER CARDIGAN_TM-SS20;0;036840200081;JJPEREZ;;FALSO;199.0685;60.1234;3.311;;;;;;;  -   -;
3684;3684-02;120222;THE PERUVIAN CONNECTION/USA BRANCH;130;0;0;12-Nov-19;38;20-Dic-19;1;40;CHOMPA;J24;FLORAL DUSTER CARDIGAN_TM-SS20-MON-9;65;;;MULT;;L;;;40/2;PK;PIMA COMBED;40-J24-MULT-4;11-222-3333-4;  -   -;16-Ene-20;600;DISTRIBUCION Y EMBALAJE;501536;1;N;14-Nov-19;13;100;INICIO DE PRODUCCION;495797;1;N;27-Nov-19;1;110;TEJIDO;496966;1;N;28-Nov-19;112;TEJIDO IND. TERMINADO;497099;1;N;28-Nov-19;670;CENTRO DE DISTRIB. (PLANCHA);497120;1;N;03-Dec-19;680;PLANCHA;497633;1;D;03-Dec-19;115;CORTE;497639;1;D;06-Dec-19;118;C.DISTRIB.(ARMA.PRETI.REMALLE);498103;1;N;06-Dec-19;125;ARMADO;498105;1;D;09-Dec-19;126;PRETINADO;498359;1;D;11-Dec-19;127;BOLSILLOS Y OTROS;498727;1;D;11-Dec-19;610;TRABAJOS VARIOS;498728;1;S;17-Dec-19;611;CONTROL CALIDAD (PRIM.VEZ);499340;1;N;17-Dec-19;140;ACABADOS;499341;1;S;18-Dec-19;690;CENTRO DE DISTRIB. (ACABADOS);499435;1;N;07-Jan-20;140;ACABADOS;500643;2;N;07-Jan-20;670;CENTRO DE DISTRIB. (PLANCHA);500645;2;N;09-Jan-20;680;PLANCHA;500942;2;D;09-Jan-20;550;CONTROL DE CALIDAD;500943;1;N;16-Jan-20;600;DISTRIBUCION Y EMBALAJE;501536;1;N;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;;0;1;Industrial;0;E;40J24;FLORAL DUSTER CARDIGAN_TM-SS20;0;036840200082;JJPEREZ;;FALSO;199.0685;59.9243;3.322;;;;;;;  -   -;
