Marca temporal,Edad. Ingresar el valor en años cumplidos. Ejemplo: 19,Carrera,Ciclo,Respecto al último ciclo académico ¿Cuál fue tu promedio ponderado? Usar como separador decimal el punto ( . ). Redondear su respuesta a un decimal. Ejemplo: 15.5,Respecto al último ciclo académico (2022-1)  ¿Cuantos cursos llevaste?,Respecto al último ciclo académico ¿Reprobaste algún curso?,Laptop,Celular,Tablet,Tableta grafica,PC,De la siguiente lista de dispositivos electrónicos ¿Cuál utiliza con fines académicos?,Apple,Huawei,HP,Acer,ZTE,Xiaomi,Asus,Lenovo,MSI,Motorola,Omen,Wacom,Dell,LG,XP-Pen,Razer-Blade,HTC,Samsung,Marcas que dispone,Memoria RAM,Aspecto,Tarjeta de video,Otro,Camara,Duracion de bateria,Marca,Tarjeta grafica,Procesador,Precio,¿Cuál fue el principal factor que considero al momento de adquirir este dispositivo?,"¿Cuántas horas usas por lo menos 1 dispositivo con fines académicos? (Al día, poner solo números enteros. Ejemplo: 5)","¿Cuánto invirtió, en soles, para adquirir sus dispositivos? Usar números enteros (Ejemplo: 3000)",Notion,Otros,No utilizo ninguna,Evernote,Good Notes,OneNote,Anki,Google Calendar,¿Cuál/cuales de las siguientes herramientas/aplicaciones utilizas?,¿Qué tan satisfecho te encuentras con tus dispositivos electrónicos?,¿Consideras que tus dispositivos electrónicos influyen en tu desempeño académico? ,¿Qué tan satisfecho estás con el internet de la universidad?
9/23/2022 21:17:42,21,Ingeniería Industrial,3,"15,50",6,No,Sí,Sí,No,No,No,"Laptop, Celular",No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,No,No,Sí,"Samsung, Lenovo, Asus",Sí,No,No,No,No,Sí,Sí,No,Sí,Sí,"Precio, Memoria RAM, Procesador, Marca, Duración de la batería",5,7000,No,No,No,No,No,No,No,Sí,Google Calendar,4,4,4
9/23/2022 21:20:11,20,Ingeniería Industrial,3,"14,75",6,No,Sí,Sí,No,No,No,"Laptop, Celular",No,Sí,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"Huawei, Acer",Sí,No,Sí,No,No,Sí,No,No,Sí,Sí,"Precio, Memoria RAM, Tarjeta de video, Procesador, Duración de la batería",8,3780,No,No,No,No,No,Sí,No,No,OneNote,5,3,4
9/23/2022 23:29:20,21,Ingeniería Industrial,3,"14,40",6,No,Sí,Sí,Sí,No,No,"Laptop, Tablet, Celular",No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,"Samsung, Huawei",Sí,Sí,No,No,No,No,No,No,No,Sí,"Precio, Memoria RAM, Aspecto (Tamaño, peso, color, luces RBG)",8,4000,No,No,No,No,No,Sí,No,Sí,"Google Calendar, OneNote",4,5,5
9/23/2022 23:29:45,19,Ingeniería Industrial,3,"15,70",6,No,Sí,Sí,No,No,No,"Laptop, Celular",No,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,"Lenovo, Huawei",Sí,Sí,Sí,No,No,No,No,Sí,Sí,Sí,"Precio, Memoria RAM, Aspecto (Tamaño, peso, color, luces RBG), Tarjeta de video, Procesador, Tarjeta gráfica",10,2600,No,No,No,No,No,No,No,Sí,Google Calendar,4,4,3
9/23/2022 23:31:37,18,Ingeniería Industrial,3,"15,00",6,Sí,Sí,Sí,No,No,No,"Laptop, Celular",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Samsung,Sí,No,No,No,No,Sí,No,No,Sí,No,"Memoria RAM, Procesador, Duración de la batería",20,3200,No,No,No,No,No,Sí,No,Sí,"Google Calendar, OneNote",4,3,4
9/23/2022 23:34:04,18,Ingeniería Industrial,3,"14,50",6,No,Sí,Sí,Sí,No,No,"Laptop, Tablet, Celular",Sí,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,No,No,"Apple, Lenovo, MSI",Sí,Sí,No,No,Sí,No,Sí,No,Sí,No,"Memoria RAM, Aspecto (Tamaño, peso, color, luces RBG), Procesador, Marca, Cámara",6,8000,No,No,No,No,Sí,Sí,No,Sí,"Google Calendar, OneNote, Good Notes",5,5,5
9/23/2022 23:40:31,18,Ingeniería Ambiental,3,"14,80",6,No,Sí,Sí,No,No,No,"Laptop, Celular",No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,"Samsung, Huawei",No,No,No,No,No,No,No,No,No,Sí,Precio,6,4000,No,No,No,No,No,No,No,Sí,Google Calendar,4,4,3
9/23/2022 23:48:15,18,Bioingeniería,2,"15,60",7,No,Sí,Sí,Sí,No,No,"Laptop, Tablet, Celular",No,No,No,No,No,Sí,No,Sí,No,No,No,No,No,No,No,No,No,No,"Lenovo, Xiaomi",Sí,No,Sí,No,No,Sí,No,Sí,Sí,Sí,"Precio, Memoria RAM, Tarjeta de video, Procesador, Tarjeta gráfica, Duración de la batería",5,7500,Sí,No,No,No,No,Sí,No,Sí,"Notion, Google Calendar, OneNote",5,5,4
9/24/2022 0:25:57,21,Ingeniería Civil,3,"14,90",7,No,Sí,Sí,No,No,No,"Laptop, Celular",No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"HP, Huawei",Sí,Sí,No,No,Sí,Sí,No,No,Sí,Sí,"Precio, Memoria RAM, Aspecto (Tamaño, peso, color, luces RBG), Procesador, Duración de la batería, Cámara",9,6000,No,No,No,No,No,No,No,Sí,Google Calendar,4,5,2
9/24/2022 0:30:27,17,Ingeniería Química,4,"17,50",5,No,Sí,Sí,Sí,Sí,No,"Laptop, Celular, Tableta gráfica",No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,Sí,"Samsung, HP, XP-Pen",No,Sí,No,No,No,Sí,No,No,No,Sí,"Precio, Aspecto (Tamaño, peso, color, luces RBG), Duración de la batería",3,2000,No,No,No,No,No,Sí,No,Sí,"Google Calendar, OneNote",5,5,4
9/24/2022 0:37:12,18,Bioingeniería,3,"16,70",7,No,Sí,Sí,No,No,No,"Laptop, Celular",No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Sí,No,"Lenovo, HTC",Sí,No,No,No,Sí,No,No,No,No,Sí,"Precio, Memoria RAM, Cámara",8,4000,No,No,No,No,No,Sí,No,No,OneNote,4,3,3
9/24/2022 6:57:13,19,Ingeniería Civil,3,"15,30",6,No,Sí,Sí,No,No,No,"Laptop, Celular",No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,"Samsung, HP",Sí,No,No,No,No,Sí,No,No,Sí,No,"Memoria RAM, Procesador, Duración de la batería",8,3500,No,No,Sí,No,No,No,No,No,No utilizo ninguna,4,3,4
9/24/2022 8:00:09,18,Ingeniería Civil,3,"16,00",6,No,Sí,Sí,No,No,No,"Laptop, Celular",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Samsung,Sí,No,No,No,No,No,No,No,No,No,Memoria RAM,8,500,No,No,No,No,No,Sí,No,Sí,"Google Calendar, OneNote",5,4,5
9/24/2022 8:24:31,20,Ingeniería Ambiental,3,"14,00",6,Sí,Sí,Sí,Sí,Sí,No,"Laptop, Celular, Tableta gráfica",No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,HP,Sí,No,No,No,No,No,No,No,No,No,Memoria RAM,7,4560,Sí,No,No,No,No,Sí,No,Sí,"Notion, Google Calendar, OneNote",4,5,2
9/24/2022 10:17:29,19,Ingeniería Civil,3,"15,50",6,No,Sí,Sí,No,No,No,"Laptop, Celular",No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,"Xiaomi, Wacom",Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,"Precio, Memoria RAM, Aspecto (Tamaño, peso, color, luces RBG), Tarjeta de video, Procesador, Marca, Tarjeta gráfica, Duración de la batería, Cámara",10,4200,Sí,No,No,Sí,Sí,Sí,Sí,Sí,"Notion, Google Calendar, Anki, OneNote, Good Notes, Evernote",4,4,4
9/24/2022 13:23:38,18,Ingeniería Mecatrónica,3,"16,40",6,No,Sí,Sí,No,No,No,"Laptop, Celular",No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,Sí,"Samsung, Lenovo",Sí,Sí,No,No,Sí,Sí,No,No,No,Sí,"Precio, Memoria RAM, Aspecto (Tamaño, peso, color, luces RBG), Duración de la batería, Cámara",6,6000,No,No,No,No,No,No,No,Sí,Google Calendar,4,5,5
9/24/2022 15:47:58,18,Ingeniería Mecatrónica,2,"18,40",7,No,Sí,Sí,Sí,Sí,No,"Laptop, Celular, Tableta gráfica",No,No,Sí,No,No,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,"HP, Xiaomi, Wacom",No,No,No,No,No,No,No,No,No,Sí,Precio,4,3000,Sí,No,No,No,No,Sí,No,Sí,"Notion, Google Calendar, OneNote",4,4,3
9/24/2022 22:59:23,18,Ingeniería Electrónica,3,"10,00",6,Sí,Sí,Sí,Sí,No,No,"Laptop, Tablet, Celular",No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,"Samsung, HP",Sí,Sí,Sí,No,No,Sí,Sí,Sí,Sí,Sí,"Precio, Memoria RAM, Aspecto (Tamaño, peso, color, luces RBG), Tarjeta de video, Procesador, Marca, Tarjeta gráfica, Duración de la batería",2,822,Sí,No,No,No,No,No,No,Sí,"Notion, Google Calendar",5,4,4
9/25/2022 0:43:42,19,Ingeniería Civil,3,"12,75",6,Sí,Sí,No,Sí,No,No,"Laptop, Tablet",No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,"Samsung, HP",Sí,Sí,Sí,No,No,No,No,No,Sí,Sí,"Precio, Memoria RAM, Aspecto (Tamaño, peso, color, luces RBG), Tarjeta de video, Procesador",6,2500,No,No,No,No,No,Sí,No,Sí,"Google Calendar, OneNote",5,5,5
9/25/2022 18:26:08,18,Ingeniería Civil,3,"15,00",6,Sí,Sí,Sí,No,No,No,"Laptop, Celular",No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,Sí,"Samsung, Lenovo",Sí,No,Sí,No,No,No,No,Sí,Sí,No,"Memoria RAM, Tarjeta de video, Procesador, Tarjeta gráfica",6,4500,No,No,No,No,No,Sí,No,Sí,"Google Calendar, OneNote",4,4,4
9/25/2022 18:41:17,20,Ingeniería Civil,5,"16,70",6,No,Sí,Sí,No,No,No,"Laptop, Celular",Sí,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"Apple, Acer",Sí,No,Sí,No,No,No,Sí,Sí,Sí,No,"Memoria RAM, Tarjeta de video, Procesador, Marca, Tarjeta gráfica",5,4200,No,No,No,No,No,Sí,No,Sí,"Google Calendar, OneNote",5,3,4
9/25/2022 18:55:44,21,Ingeniería Civil,3,"14,00",6,Sí,Sí,Sí,No,No,No,"Laptop, Celular",No,Sí,Sí,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,Sí,"Samsung, HP, Huawei, Asus",Sí,Sí,No,No,No,No,No,No,Sí,Sí,"Precio, Memoria RAM, Aspecto (Tamaño, peso, color, luces RBG), Procesador",12,10000,No,No,No,No,No,Sí,No,No,OneNote,5,5,4
9/25/2022 22:45:20,22,Bioingeniería,9,"18,00",4,No,Sí,Sí,No,No,No,"Laptop, Celular",No,No,No,No,No,Sí,No,Sí,No,No,No,No,No,No,No,No,No,No,"Lenovo, Xiaomi",Sí,Sí,No,No,No,No,No,Sí,Sí,Sí,"Precio, Memoria RAM, Aspecto (Tamaño, peso, color, luces RBG), Procesador, Tarjeta gráfica",6,4000,Sí,No,No,No,No,Sí,No,Sí,"Notion, Google Calendar, OneNote",4,4,4
9/26/2022 10:04:04,18,Ingeniería Industrial,3,"16,82",7,No,Sí,Sí,Sí,No,No,"Laptop, Tablet, Celular",No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,"Samsung, HP",Sí,Sí,No,No,No,No,No,No,No,Sí,"Precio, Memoria RAM, Aspecto (Tamaño, peso, color, luces RBG)",10,1400,Sí,No,No,No,No,No,No,Sí,"Notion, Google Calendar",4,4,4
9/26/2022 10:09:03,17,Ingeniería Industrial,3,"16,20",7,No,Sí,Sí,No,No,No,"Laptop, Celular",No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Huawei,Sí,Sí,No,No,Sí,No,No,No,No,No,"Memoria RAM, Aspecto (Tamaño, peso, color, luces RBG), Cámara",10,2000,No,No,No,No,Sí,No,No,Sí,"Google Calendar, Good Notes",5,5,5
9/26/2022 10:13:00,19,Ingeniería Civil,4,"13,25",6,No,Sí,No,Sí,Sí,No,"Laptop, Tablet, Tableta gráfica",No,No,No,No,No,No,No,Sí,No,No,No,Sí,No,No,No,No,No,No,"Lenovo, Wacom",No,No,No,No,No,No,Sí,No,No,No,Marca,3,3500,Sí,No,No,No,No,Sí,No,Sí,"Notion, Google Calendar, OneNote",5,2,5
9/26/2022 10:25:45,18,Ingeniería Industrial,2,"14,50",7,Sí,No,Sí,Sí,No,No,"Tablet, Celular",No,No,No,No,No,Sí,No,Sí,No,Sí,No,No,No,Sí,No,No,No,Sí,"Samsung, Lenovo, Xiaomi, LG, Motorola",Sí,Sí,No,No,No,Sí,Sí,No,Sí,Sí,"Precio, Memoria RAM, Aspecto (Tamaño, peso, color, luces RBG), Procesador, Marca, Duración de la batería",5,4500,No,No,No,No,No,Sí,No,Sí,"Google Calendar, OneNote",3,4,3
9/26/2022 11:09:07,18,Ingeniería Civil,3,"14,00",6,No,Sí,Sí,No,No,No,"Laptop, Celular",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Samsung,No,No,No,No,No,No,No,No,No,Sí,Precio,5,1200,No,No,No,No,No,Sí,No,No,OneNote,4,4,2
9/26/2022 11:09:48,19,Ingeniería Química,3,"13,00",6,No,Sí,Sí,No,No,No,"Laptop, Celular",No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,"Samsung, HP, Huawei",Sí,No,No,No,No,No,Sí,No,No,Sí,"Precio, Memoria RAM, Marca",12,3100,No,No,No,No,No,Sí,No,Sí,"Google Calendar, OneNote",3,5,5
9/26/2022 11:12:00,20,Ingeniería Química,3,"13,10",6,Sí,Sí,Sí,No,No,No,"Laptop, Celular",No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Sí,"Samsung, MSI",Sí,Sí,No,No,Sí,Sí,No,Sí,Sí,Sí,"Precio, Memoria RAM, Aspecto (Tamaño, peso, color, luces RBG), Procesador, Tarjeta gráfica, Duración de la batería, Cámara",10,7000,No,No,No,No,No,Sí,No,Sí,"Google Calendar, OneNote",4,4,4
9/26/2022 11:18:59,19,Ingeniería Ambiental,4,"15,00",5,No,Sí,Sí,No,No,No,"Laptop, Celular",No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,Dell,Sí,No,No,No,Sí,Sí,No,No,Sí,Sí,"Precio, Memoria RAM, Procesador, Duración de la batería, Cámara",4,3000,No,No,No,No,No,No,No,Sí,Google Calendar,4,5,2
9/26/2022 11:48:18,18,Ingeniería Ambiental,3,"16,10",6,No,Sí,Sí,Sí,Sí,No,"Laptop, Celular, Tableta gráfica",Sí,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,Sí,"Samsung, HP, Apple, Lenovo, Huawei",Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,No,"Memoria RAM, Aspecto (Tamaño, peso, color, luces RBG), Tarjeta de video, Procesador, Marca, Tarjeta gráfica, Duración de la batería, Cámara",8,6000,Sí,No,No,Sí,Sí,Sí,No,Sí,"Notion, Google Calendar, OneNote, Good Notes, Evernote",4,4,3
9/26/2022 12:33:16,23,Ingeniería Ambiental,3,"15,50",6,No,Sí,Sí,No,No,No,"Laptop, Celular",No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,"Samsung, HP",Sí,No,No,No,No,No,No,No,Sí,Sí,"Precio, Memoria RAM, Procesador",8,4000,No,No,No,No,No,Sí,No,Sí,"Google Calendar, OneNote",5,5,3
9/26/2022 12:34:41,19,Ingeniería Mecatrónica,3,"13,40",6,Sí,Sí,No,No,No,No,Laptop,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Motorola,Sí,No,No,No,No,No,No,No,No,No,Memoria RAM,5,3500,No,No,No,No,No,Sí,No,No,OneNote,4,4,4
9/26/2022 13:14:01,22,Ingeniería Mecánica,6,"14,32",6,Sí,Sí,Sí,Sí,No,No,"Laptop, Tablet, Celular",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Samsung,Sí,No,No,No,No,No,No,No,No,No,Memoria RAM,3,2000,No,No,No,No,Sí,Sí,No,No,"OneNote, Good Notes",5,3,4
9/26/2022 13:19:40,17,Ingeniería Industrial,2,"18,00",7,No,Sí,Sí,Sí,Sí,No,"Laptop, Tablet, Celular, Tableta gráfica",Sí,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,"Samsung, HP, Apple",No,No,No,No,Sí,No,Sí,No,No,Sí,"Precio, Marca, Cámara",4,7700,No,No,No,No,Sí,No,No,Sí,"Google Calendar, Good Notes",5,5,5
9/26/2022 13:22:43,17,Ingeniería Industrial,2,"11,05",7,Sí,Sí,Sí,No,No,No,"Laptop, Celular",Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,"Apple, Asus",Sí,No,Sí,No,No,No,No,Sí,Sí,Sí,"Precio, Memoria RAM, Tarjeta de video, Procesador, Tarjeta gráfica",7,7000,Sí,No,No,No,No,No,No,Sí,"Notion, Google Calendar",5,5,2
9/26/2022 13:23:00,18,Ingeniería Civil,2,"11,15",7,Sí,Sí,Sí,No,No,No,"Laptop, Celular",Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Apple,Sí,No,No,No,Sí,Sí,Sí,No,Sí,No,"Memoria RAM, Procesador, Marca, Duración de la batería, Cámara",4,6000,No,No,No,No,No,No,No,Sí,Google Calendar,5,5,5
9/26/2022 13:23:33,17,Ingeniería Industrial,2,"12,00",6,Sí,Sí,No,No,No,No,Laptop,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,Asus,No,No,No,No,No,Sí,No,Sí,Sí,No,"Procesador, Tarjeta gráfica, Duración de la batería",6,5000,No,No,No,No,No,No,No,Sí,Google Calendar,3,5,2
9/26/2022 13:24:06,17,Ingeniería Mecánica,2,"10,50",7,Sí,Sí,Sí,No,No,No,"Laptop, Celular",No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,Sí,"Samsung, Lenovo",No,Sí,Sí,No,No,Sí,Sí,Sí,Sí,Sí,"Precio, Aspecto (Tamaño, peso, color, luces RBG), Tarjeta de video, Procesador, Marca, Tarjeta gráfica, Duración de la batería",7,4000,No,No,Sí,No,No,No,No,No,No utilizo ninguna,5,5,5
9/26/2022 13:24:07,17,Ingeniería Mecánica,2,"14,00",7,No,Sí,Sí,No,No,No,"Laptop, Celular",No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,"Samsung, HP",Sí,No,No,No,No,No,No,No,Sí,Sí,"Precio, Memoria RAM, Procesador",6,4000,No,No,Sí,No,No,No,No,No,No utilizo ninguna,5,5,5
9/26/2022 13:24:58,18,Bioingeniería,4,"12,59",3,Sí,Sí,No,No,No,No,Laptop,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,HP,Sí,Sí,Sí,No,No,Sí,Sí,No,Sí,Sí,"Precio, Memoria RAM, Aspecto (Tamaño, peso, color, luces RBG), Tarjeta de video, Procesador, Marca, Duración de la batería",6,3000,No,No,No,No,No,Sí,No,No,OneNote,5,5,2
9/26/2022 13:27:43,19,Administración y negocios digitales,4,"17,30",5,No,Sí,Sí,No,No,No,"Laptop, Celular",No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,"Samsung, Acer",Sí,Sí,No,No,No,Sí,No,No,No,Sí,"Precio, Memoria RAM, Aspecto (Tamaño, peso, color, luces RBG), Duración de la batería",7,4500,No,No,No,No,No,Sí,No,No,OneNote,4,4,4
9/26/2022 13:27:50,20,Ingeniería de la Energía,8,"14,80",8,No,Sí,No,No,No,No,Laptop,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Apple,Sí,No,No,No,No,Sí,Sí,No,Sí,No,"Memoria RAM, Procesador, Marca, Duración de la batería",5,13000,No,No,No,No,No,No,No,Sí,Google Calendar,5,5,5
9/26/2022 13:29:57,19,Bioingeniería,3,"17,20",5,Sí,Sí,Sí,Sí,No,No,"Laptop, Tablet, Celular",No,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,Sí,"Samsung, Huawei, Asus",Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,"Precio, Memoria RAM, Aspecto (Tamaño, peso, color, luces RBG), Tarjeta de video, Procesador, Marca, Tarjeta gráfica, Duración de la batería, Cámara",14,4000,No,No,No,No,No,No,No,Sí,Google Calendar,5,5,2
9/26/2022 13:30:14,21,Bioingeniería,3,"15,63",6,No,Sí,Sí,No,No,No,"Laptop, Celular",No,No,No,No,No,No,No,Sí,No,Sí,No,No,No,No,No,No,No,No,"Lenovo, Motorola",Sí,No,No,No,No,No,Sí,No,No,Sí,"Precio, Memoria RAM, Marca",5,3000,No,No,No,No,No,No,No,Sí,Google Calendar,4,5,3
9/26/2022 13:32:01,18,Ingeniería Civil,2,"11,00",7,Sí,Sí,Sí,No,No,No,"Laptop, Celular",No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,"Samsung, HP",Sí,No,Sí,No,No,No,No,No,No,Sí,"Precio, Memoria RAM, Tarjeta de video",6,5000,No,No,No,No,No,No,No,Sí,Google Calendar,4,4,5
9/26/2022 13:32:07,19,Ingeniería Civil,1,"13,20",6,Sí,Sí,Sí,Sí,No,No,"Laptop, Tablet, Celular",No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,LG,Sí,No,No,No,No,No,No,No,No,No,Memoria RAM,6,2200,No,No,No,No,No,No,No,Sí,Google Calendar,3,4,4
9/26/2022 13:34:46,17,Ingeniería Química,1,"15,00",7,No,Sí,Sí,No,No,No,"Laptop, Celular",No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,Sí,"Samsung, Asus",No,No,No,No,No,No,No,Sí,No,No,Tarjeta gráfica,7,4000,No,No,No,No,No,No,No,Sí,Google Calendar,4,4,3
9/26/2022 13:34:58,17,Ingeniería Química,1,"18,40",7,No,Sí,Sí,Sí,No,No,"Laptop, Tablet, Celular",Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,"Apple, Asus",Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,"Precio, Memoria RAM, Aspecto (Tamaño, peso, color, luces RBG), Tarjeta de video, Procesador, Marca, Tarjeta gráfica, Duración de la batería, Cámara",9,10000,No,No,No,No,No,No,No,Sí,Google Calendar,5,4,2
9/26/2022 13:35:09,17,Ingeniería Mecatrónica,1,"18,00",7,No,Sí,Sí,No,No,No,"Laptop, Celular",No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,"Xiaomi, Asus",Sí,No,Sí,No,No,Sí,Sí,No,Sí,No,"Memoria RAM, Tarjeta de video, Procesador, Marca, Duración de la batería",4,6500,No,No,No,No,No,No,No,Sí,Google Calendar,5,5,3
9/26/2022 13:35:13,21,Ciencias de la computación,5,"10,50",8,Sí,Sí,Sí,No,No,No,"Laptop, Celular",No,No,No,No,No,Sí,No,Sí,No,No,No,No,No,No,No,No,No,No,"Lenovo, Xiaomi",Sí,No,Sí,No,No,Sí,Sí,No,Sí,Sí,"Precio, Memoria RAM, Tarjeta de video, Procesador, Marca, Duración de la batería",12,3500,No,No,No,No,No,Sí,No,No,OneNote,5,5,4
9/26/2022 13:35:21,17,Ingeniería Química,1,"17,70",7,No,Sí,Sí,No,No,No,"Laptop, Celular",No,No,Sí,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,"HP, Motorola",Sí,No,No,Sí,No,No,Sí,Sí,Sí,Sí,"Precio, Memoria RAM, Procesador, Marca, Tarjeta gráfica, Disco duro",9,3100,No,Sí,No,No,No,No,No,Sí,"Google Calendar, Canva y apps de drive ",4,5,5
9/26/2022 13:35:55,20,Ciencias de la computación,4,"14,50",8,Sí,Sí,Sí,No,No,No,"Laptop, Celular",No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,Sí,"Samsung, Lenovo",Sí,Sí,Sí,No,No,No,No,Sí,Sí,Sí,"Precio, Memoria RAM, Aspecto (Tamaño, peso, color, luces RBG), Tarjeta de video, Procesador, Tarjeta gráfica",7,7000,No,Sí,No,No,No,No,No,Sí,"Google Calendar, Github",5,4,3
9/26/2022 13:35:55,18,Ingeniería Química,1,"18,00",7,No,Sí,Sí,No,No,No,"Laptop, Celular",No,No,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,No,No,No,"Lenovo, LG",Sí,No,No,No,No,Sí,Sí,No,Sí,Sí,"Precio, Memoria RAM, Procesador, Marca, Duración de la batería",10,2500,No,No,No,No,No,No,No,Sí,Google Calendar,4,4,4
9/26/2022 13:37:39,21,Ingeniería Industrial,6,"17,80",3,No,Sí,Sí,Sí,Sí,No,"Laptop, Celular, Tableta gráfica",Sí,No,No,No,No,No,Sí,No,No,No,No,Sí,No,No,No,No,No,No,"Apple, Asus, Wacom",No,Sí,No,No,Sí,No,Sí,No,No,Sí,"Precio, Aspecto (Tamaño, peso, color, luces RBG), Marca, Cámara",10,6200,Sí,Sí,No,No,No,Sí,No,Sí,"Notion, Google Calendar, OneNote, Xournal",5,4,3
9/26/2022 13:37:43,20,Ciencias de la computación,8,"16,80",4,No,Sí,Sí,Sí,Sí,No,"Laptop, Celular, Tableta gráfica",Sí,No,Sí,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,"HP, Apple, Wacom",Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,"Precio, Memoria RAM, Aspecto (Tamaño, peso, color, luces RBG), Tarjeta de video, Procesador, Marca, Tarjeta gráfica, Duración de la batería, Cámara",10,5700,Sí,No,No,No,No,No,No,Sí,"Notion, Google Calendar",5,5,5
9/26/2022 13:38:22,21,Ingeniería Civil,3,"14,00",6,No,Sí,Sí,No,No,No,"Laptop, Celular",No,No,No,Sí,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,"Xiaomi, Acer",Sí,No,No,No,Sí,No,Sí,No,Sí,No,"Memoria RAM, Procesador, Marca, Cámara",5,6000,No,No,No,No,No,Sí,No,Sí,"Google Calendar, OneNote",4,3,2
9/26/2022 13:40:04,19,Ingeniería Mecatrónica,4,"15,95",6,No,Sí,Sí,No,No,No,"Laptop, Celular",Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Apple,No,No,No,No,No,No,No,No,Sí,Sí,"Precio, Procesador",4,4000,No,No,No,No,No,No,No,Sí,Google Calendar,5,5,1
9/26/2022 13:40:33,18,Ingeniería Electrónica,4,"14,50",5,Sí,Sí,Sí,Sí,Sí,No,"Laptop, Tablet, Celular, Tableta gráfica",Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Apple,Sí,No,Sí,No,No,No,Sí,Sí,Sí,No,"Memoria RAM, Tarjeta de video, Procesador, Marca, Tarjeta gráfica",10,5000,No,No,No,No,Sí,No,No,No,Good Notes,5,5,1
