FECHA,REGION,MODALIDAD,FALLECIDOS,HERIDOS
20200225,ICA,DESPISTE,0,1
20200225,AREQUIPA,CHOQUE,2,2
20200225,MOQUEGUA,DESPISTE,0,2
20200225,MOQUEGUA,CHOQUE,0,0
20200225,PUNO,DESPISTE,0,0
20200225,PUNO,ATROPELLO,1,0
20200226,LA LIBERTAD,CHOQUE,0,12
20200226,AREQUIPA,DESPISTE,0,2
20200226,AREQUIPA,CHOQUE,0,0
20200226,PIURA,CHOQUE,0,6
20200226,MOQUEGUA,DESPISTE,0,2
20200226,LIMA,DESPISTE,0,0
20200226,JUNIN,DESPISTE,0,5
20200226,LIMA,DESPISTE,0,0
20200226,LIMA,DESPISTE,0,3
20200226,ANCASH,DESPISTE,0,0
20200226,LIMA,CHOQUE,0,0
20200226,LAMBAYEQUE,CHOQUE,0,3
20200226,LA LIBERTAD,CHOQUE,0,0
20200226,LA LIBERTAD,ATROPELLO,1,0
20200226,AREQUIPA,CHOQUE,0,11
20200227,ANCASH,CHOQUE,0,1
20200227,LA LIBERTAD,DESPISTE,0,0
20200227,LIMA,CHOQUE,0,3
20200227,JUNIN,DESPISTE,0,0
20200227,AREQUIPA,DESPISTE,0,2
20200227,JUNIN,CHOQUE,0,1
20200227,ICA,CHOQUE,0,3
20200227,LAMBAYEQUE,CHOQUE,0,2
20200228,LIMA,CHOQUE,0,1
20200228,LAMBAYEQUE,DESPISTE,3,15
20200228,PUNO,CHOQUE,0,0
20200228,LIMA,CHOQUE,0,0
20200228,AREQUIPA,DESPISTE,0,2
20200228,JUNIN,DESPISTE,0,0
20200228,JUNIN,CHOQUE,0,0
20200228,ICA,CHOQUE,0,0
20200228,PUNO,DESPISTE,0,6
20200228,LIMA,CHOQUE,0,0
20200228,ANCASH,DESPISTE,0,1
20200228,ANCASH,CHOQUE,0,2
20200228,ANCASH,DESPISTE,1,3
20200228,LA LIBERTAD,CHOQUE,0,2
20200228,PUNO,CHOQUE,1,0
20200229,PUNO,CHOQUE,0,5
20200229,LIMA,ATROPELLO,0,1
20200229,LIMA,CHOQUE,0,0
20200229,LIMA,CHOQUE,0,0
20200229,AREQUIPA,DESPISTE,0,0
20200229,LIMA,DESPISTE,0,2
20200229,PIURA,CHOQUE,0,2
20200229,ANCASH,DESPISTE,0,2
20200229,LIMA,DESPISTE,0,2
20200229,LIMA,CHOQUE,0,1
20200229,JUNIN,ATROPELLO,1,0
20200229,LIMA,ESPECIAL,0,0
20200229,JUNIN,CHOQUE,0,2
20200229,LIMA,DESPISTE,0,1
20200229,JUNIN,ATROPELLO,1,0
20200229,LIMA,DESPISTE,4,1
20200229,ANCASH,DESPISTE,0,0
20200229,AREQUIPA,DESPISTE,0,8
20200301,PUNO,DESPISTE,0,0
20200301,LIMA,ATROPELLO,0,1
20200301,LIMA,DESPISTE,0,0
20200301,LIMA,CHOQUE,0,0
20200301,JUNIN,CHOQUE,0,0
20200301,LIMA,CHOQUE,0,0
20200301,ANCASH,DESPISTE,0,0
20200301,ANCASH,CHOQUE,0,7
20200301,JUNIN,CHOQUE,0,1
20200301,ANCASH,DESPISTE,0,4
20200301,LAMBAYEQUE,DESPISTE,4,30
20200301,AREQUIPA,DESPISTE,0,4
20200301,PUNO,CHOQUE,0,2
20200302,JUNIN,DESPISTE,0,2
20200302,PIURA,CHOQUE,0,1
20200302,LIMA,DESPISTE,0,0
20200302,LIMA,CHOQUE,0,0
20200302,AREQUIPA,CHOQUE,0,0
20200302,JUNIN,DESPISTE,0,0
20200302,LIMA,CHOQUE,0,0
20200302,LIMA,DESPISTE,0,1
20200302,LIMA,DESPISTE,1,4
20200302,PUNO,CHOQUE,1,0
20200302,ICA,CHOQUE,0,4
20200302,PUNO,CHOQUE,0,1
20200302,PUNO,DESPISTE,0,0
20200303,LIMA,CHOQUE,0,0
20200303,JUNIN,DESPISTE,0,1
20200303,JUNIN,DESPISTE,0,0
20200303,LIMA,CHOQUE,0,0
20200303,ICA,DESPISTE,0,0
20200303,LA LIBERTAD,CHOQUE,0,1
20200304,AREQUIPA,DESPISTE,0,8
20200304,LIMA,DESPISTE,0,0
20200304,LAMBAYEQUE,DESPISTE,0,2
20200304,AREQUIPA,CHOQUE,0,0
20200304,LIMA,CHOQUE,0,0
20200304,JUNIN,CHOQUE,0,0
20200304,AREQUIPA,DESPISTE,0,3
20200304,AREQUIPA,CHOQUE,0,0
20200304,LAMBAYEQUE,DESPISTE,0,2
20200305,LIMA,ESPECIAL,0,0
20200305,PUNO,DESPISTE,0,0
20200305,LIMA,DESPISTE,0,0
20200305,JUNIN,CHOQUE,1,4
20200305,PIURA,CHOQUE,1,0
20200306,LIMA,CHOQUE,0,9
20200306,LIMA,CHOQUE,0,1
20200306,JUNIN,ATROPELLO,0,2
20200306,LIMA,DESPISTE,0,2
20200306,LIMA,CHOQUE,0,0
20200306,JUNIN,DESPISTE,0,7
20200306,ANCASH,DESPISTE,0,1
20200306,ANCASH,DESPISTE,0,0
20200306,AREQUIPA,DESPISTE,0,0
20200306,PIURA,CHOQUE,0,4
20200307,ICA,CHOQUE,0,2
20200307,LIMA,CHOQUE,0,0
20200307,JUNIN,DESPISTE,0,0
20200307,LIMA,ATROPELLO,0,1
20200307,LAMBAYEQUE,CHOQUE,0,0
20200307,PUNO,ESPECIAL,0,0
20200307,PIURA,DESPISTE,0,1
20200307,AREQUIPA,CHOQUE,0,2
20200307,PUNO,CHOQUE,1,0
20200308,ANCASH,CHOQUE,0,3
20200308,JUNIN,CHOQUE,0,3
20200308,JUNIN,ATROPELLO,1,0
20200308,JUNIN,DESPISTE,0,0
20200308,LIMA,DESPISTE,0,1
20200308,LIMA,CHOQUE,0,1
20200308,LIMA,DESPISTE,0,4
20200308,JUNIN,CHOQUE,1,0
20200308,LIMA,CHOQUE,0,3
20200308,AREQUIPA,DESPISTE,0,2
20200308,ICA,DESPISTE,0,1
20200308,LAMBAYEQUE,CHOQUE,0,4
20200309,LIMA,CHOQUE,0,0
20200309,PIURA,CHOQUE,0,1
20200309,LIMA,DESPISTE,0,1
20200309,ANCASH,CHOQUE,0,2
20200309,PIURA,DESPISTE,0,0
20200309,LIMA,DESPISTE,0,1
20200309,LIMA,DESPISTE,0,0
20200309,ICA,ATROPELLO,1,1
20200309,ANCASH,ATROPELLO,1,0
20200309,LA LIBERTAD,CHOQUE,0,15
20200309,LAMBAYEQUE,CHOQUE,0,1
20200309,AREQUIPA,CHOQUE,1,1
20200310,JUNIN,DESPISTE,0,3
20200310,LIMA,CHOQUE,0,1
20200310,JUNIN,CHOQUE,0,4
20200310,LIMA,DESPISTE,0,3
20200310,PIURA,CHOQUE,0,1
20200310,LAMBAYEQUE,ATROPELLO,0,1
20200310,LAMBAYEQUE,CHOQUE,0,0
20200310,MOQUEGUA,DESPISTE,0,0
20200310,LIMA,ATROPELLO,0,1
20200310,AREQUIPA,DESPISTE,0,4
20200310,PIURA,CHOQUE,0,1
20200311,JUNIN,DESPISTE,0,10
20200311,PUNO,DESPISTE,0,3
20200311,JUNIN,CHOQUE,0,0
20200311,ANCASH,CHOQUE,0,1
20200311,LA LIBERTAD,DESPISTE,0,2
20200311,AREQUIPA,DESPISTE,0,0
20200311,LAMBAYEQUE,DESPISTE,0,6
20200312,JUNIN,DESPISTE,0,0
20200312,LIMA,CHOQUE,0,0
20200312,LAMBAYEQUE,DESPISTE,0,3
20200312,LIMA,CHOQUE,0,0
20200312,LIMA,DESPISTE,0,2
20200312,ANCASH,DESPISTE,0,3
20200312,PIURA,DESPISTE,0,2
20200312,ANCASH,ESPECIAL,0,0
20200312,ANCASH,CHOQUE,0,1
20200313,LIMA,CHOQUE,1,0
20200313,AREQUIPA,CHOQUE,0,1
20200313,JUNIN,CHOQUE,0,0
20200313,PUNO,ESPECIAL,1,0
20200313,ICA,DESPISTE,0,0
20200313,ANCASH,DESPISTE,0,1
20200313,AREQUIPA,CHOQUE,0,0
20200314,JUNIN,DESPISTE,0,0
20200314,LIMA,ESPECIAL,0,0
20200314,LIMA,ESPECIAL,0,1
20200314,JUNIN,CHOQUE,0,6
20200314,ANCASH,DESPISTE,0,0
20200314,JUNIN,DESPISTE,0,0
20200314,AREQUIPA,CHOQUE,0,0
20200314,JUNIN,DESPISTE,0,0
20200314,AREQUIPA,DESPISTE,0,0
20200314,ICA,DESPISTE,0,6
20200314,PUNO,DESPISTE,0,0
20200314,ANCASH,DESPISTE,0,0
20200314,LA LIBERTAD,DESPISTE,0,2
20200314,AREQUIPA,CHOQUE,0,1
20200314,MOQUEGUA,DESPISTE,0,2
20200314,PUNO,ATROPELLO,0,1
20200314,PUNO,CHOQUE,0,1
20200314,PUNO,CHOQUE,0,2
20200315,LIMA,DESPISTE,1,1
20200315,LAMBAYEQUE,DESPISTE,0,0
20200315,ICA,DESPISTE,0,0
20200315,LIMA,DESPISTE,0,1
20200315,LAMBAYEQUE,DESPISTE,0,0
20200315,JUNIN,DESPISTE,0,0
20200315,LIMA,DESPISTE,0,1
20200315,LIMA,CHOQUE,0,1
20200315,ANCASH,DESPISTE,0,3
20200315,ICA,CHOQUE,0,3
20200315,AREQUIPA,CHOQUE,0,1
20200315,PUNO,DESPISTE,0,1
20200315,PUNO,DESPISTE,0,1
20200316,LIMA,DESPISTE,0,1
20200316,LAMBAYEQUE,DESPISTE,0,0
20200316,MOQUEGUA,DESPISTE,0,2
20200316,PUNO,DESPISTE,0,0
20200316,ANCASH,DESPISTE,0,1
20200316,AREQUIPA,CHOQUE,2,8
20200316,AREQUIPA,DESPISTE,0,0
20200316,PUNO,CHOQUE,0,1
20200317,ANCASH,CHOQUE,0,2
20200317,LAMBAYEQUE,CHOQUE,0,0
20200317,ANCASH,DESPISTE,0,7
20200317,AREQUIPA,CHOQUE,0,0
20200317,ICA,DESPISTE,1,0
20200318,JUNIN,DESPISTE,0,0
20200318,AREQUIPA,DESPISTE,0,0
20200319,LIMA,DESPISTE,0,5
20200319,JUNIN,DESPISTE,0,0
20200320,AREQUIPA,DESPISTE,0,0
20200320,LIMA,DESPISTE,0,1
20200320,PUNO,CHOQUE,1,0
20200321,ICA,CHOQUE,0,2
20200322,ANCASH,DESPISTE,0,1
20200323,LIMA,ATROPELLO,1,0
20200323,AREQUIPA,DESPISTE,0,1
20200324,LIMA,DESPISTE,0,0
20200324,LIMA,ESPECIAL,0,0
20200324,ANCASH,DESPISTE,0,0
20200324,AREQUIPA,DESPISTE,0,2
20200324,LA LIBERTAD,CHOQUE,0,3
20200325,LIMA,DESPISTE,0,0
20200326,LIMA,DESPISTE,0,2
20200326,LIMA,DESPISTE,0,0
20200326,LIMA,DESPISTE,0,1
20200326,AREQUIPA,DESPISTE,0,2
20200326,PUNO,ESPECIAL,0,1
20200327,JUNIN,DESPISTE,0,0
20200327,LIMA,CHOQUE,0,1
20200328,PIURA,CHOQUE,0,2
20200328,JUNIN,DESPISTE,0,1
20200328,PUNO,DESPISTE,1,6
20200328,LAMBAYEQUE,DESPISTE,0,0
20200329,AREQUIPA,DESPISTE,0,0
20200329,JUNIN,DESPISTE,0,0
20200329,LIMA,DESPISTE,0,0
20200329,PUNO,CHOQUE,0,2
20200331,LIMA,DESPISTE,0,0
20200331,ANCASH,CHOQUE,0,0
20200331,LAMBAYEQUE,CHOQUE,0,1
20200331,JUNIN,DESPISTE,0,2
20200401,JUNIN,DESPISTE,0,0
20200401,LIMA,DESPISTE,0,0
20200401,JUNIN,DESPISTE,0,2
20200401,LAMBAYEQUE,DESPISTE,0,0
20200401,JUNIN,CHOQUE,0,1
20200401,ANCASH,CHOQUE,0,2
20200402,JUNIN,DESPISTE,0,2
20200402,LIMA,CHOQUE,0,3
20200402,ANCASH,CHOQUE,2,1
20200403,LIMA,CHOQUE,0,0
20200403,ICA,DESPISTE,0,1
20200403,ICA,DESPISTE,0,1
20200403,PUNO,DESPISTE,0,0
20200403,LAMBAYEQUE,DESPISTE,0,2
20200403,AREQUIPA,DESPISTE,0,0
20200404,LIMA,DESPISTE,0,1
20200406,PIURA,DESPISTE,0,0
20200406,ANCASH,DESPISTE,0,0
20200406,JUNIN,DESPISTE,0,0
20200406,LIMA,DESPISTE,0,1
20200406,PIURA,DESPISTE,0,1
20200406,MOQUEGUA,DESPISTE,0,2
20200407,LIMA,CHOQUE,0,0
20200407,ANCASH,DESPISTE,0,0
20200407,LAMBAYEQUE,DESPISTE,0,4
20200408,LIMA,CHOQUE,0,5
20200408,ICA,CHOQUE,0,1
20200408,PUNO,CHOQUE,0,2
20200409,JUNIN,DESPISTE,0,0
20200410,LIMA,DESPISTE,0,0
20200410,LIMA,CHOQUE,0,0
20200410,ICA,DESPISTE,0,1
20200410,ANCASH,DESPISTE,0,0
20200412,LIMA,DESPISTE,0,2
20200412,LIMA,DESPISTE,0,1
20200413,LIMA,ATROPELLO,1,0
20200413,LA LIBERTAD,CHOQUE,0,1
20200414,PUNO,CHOQUE,0,2
20200414,ICA,DESPISTE,0,1
20200415,JUNIN,CHOQUE,1,1
20200415,AREQUIPA,DESPISTE,0,0
20200415,AREQUIPA,DESPISTE,0,2
20200415,ANCASH,DESPISTE,0,1
20200416,LIMA,DESPISTE,0,0
20200416,PUNO,DESPISTE,0,0
20200417,JUNIN,ATROPELLO,0,0
20200417,PIURA,DESPISTE,0,1
20200418,JUNIN,DESPISTE,0,0
20200418,LIMA,DESPISTE,0,0
20200418,LIMA,DESPISTE,0,1
20200418,LIMA,DESPISTE,0,0
20200418,LIMA,DESPISTE,0,0
20200418,LA LIBERTAD,DESPISTE,0,0
20200418,AREQUIPA,DESPISTE,0,0
20200419,LIMA,DESPISTE,0,0
20200419,JUNIN,VOLCADURA,0,0
20200419,AREQUIPA,DESPISTE,0,0
20200420,JUNIN,DESPISTE,0,1
20200421,ICA,DESPISTE,0,0
20200422,ANCASH,DESPISTE,0,1
20200422,ICA,ESPECIAL,0,0
20200423,LIMA,DESPISTE,0,0
20200424,LIMA,DESPISTE,0,0
20200424,PUNO,DESPISTE,0,0
20200424,LIMA,CHOQUE,1,4
20200424,ANCASH,CHOQUE,0,1
20200424,ICA,DESPISTE,0,0
20200424,AREQUIPA,DESPISTE,0,0
20200424,AREQUIPA,DESPISTE,0,1
20200425,LIMA,DESPISTE,0,0
20200425,PIURA,DESPISTE,0,1
20200425,ICA,DESPISTE,0,0
20200425,ANCASH,ATROPELLO,1,0
20200425,PUNO,CHOQUE,0,1
20200427,JUNIN,DESPISTE,0,0
20200427,JUNIN,DESPISTE,0,0
20200428,JUNIN,DESPISTE,0,0
20200428,LIMA,DESPISTE,0,0
20200428,LIMA,CHOQUE,0,5
20200428,LIMA,ESPECIAL,0,0
20200428,LIMA,CHOQUE,0,0
20200429,MOQUEGUA,DESPISTE,0,0
20200430,LIMA,DESPISTE,0,0
20200430,LIMA,DESPISTE,0,0
20200430,LIMA,DESPISTE,0,1
20200430,LIMA,DESPISTE,0,1
20200430,LIMA,ESPECIAL,0,0
20200430,MOQUEGUA,DESPISTE,0,0
20200501,JUNIN,DESPISTE,0,0
20200501,LIMA,ATROPELLO,2,6
20200501,ICA,ATROPELLO,1,0
20200502,LIMA,DESPISTE,0,1
20200502,ICA,DESPISTE,0,0
20200503,LIMA,CHOQUE,0,1
20200504,LIMA,DESPISTE,0,0
20200504,JUNIN,DESPISTE,0,0
20200504,LIMA,DESPISTE,0,0
20200504,ANCASH,DESPISTE,0,3
20200504,PIURA,CHOQUE,1,0
20200505,LIMA,DESPISTE,0,0
20200505,ANCASH,CHOQUE,0,2
20200506,LIMA,DESPISTE,0,0
20200506,ANCASH,DESPISTE,1,2
20200506,AREQUIPA,DESPISTE,0,0
20200507,AREQUIPA,CHOQUE,0,1
20200507,JUNIN,DESPISTE,0,3
20200508,LA LIBERTAD,DESPISTE,0,0
20200508,PIURA,DESPISTE,0,1
20200509,JUNIN,DESPISTE,1,0
20200509,ANCASH,VOLCADURA,0,0
20200510,MOQUEGUA,DESPISTE,0,0
20200510,LIMA,DESPISTE,0,3
20200510,ANCASH,ESPECIAL,0,0
20200511,PIURA,DESPISTE,0,0
20200511,ICA,CHOQUE,0,1
20200511,ANCASH,DESPISTE,0,0
20200512,LIMA,DESPISTE,0,0
20200512,JUNIN,DESPISTE,0,2
20200512,JUNIN,DESPISTE,1,1
20200512,AREQUIPA,DESPISTE,0,0
20200512,PIURA,DESPISTE,0,0
20200513,LIMA,CHOQUE,2,3
20200513,AREQUIPA,DESPISTE,0,1
20200513,AREQUIPA,DESPISTE,0,1
20200514,LIMA,CHOQUE,2,3
20200514,LAMBAYEQUE,DESPISTE,0,2
20200514,LA LIBERTAD,CHOQUE,0,0
20200514,AREQUIPA,DESPISTE,0,0
20200514,AREQUIPA,CHOQUE,0,1
20200515,JUNIN,DESPISTE,0,0
20200515,LIMA,CHOQUE,0,0
20200515,JUNIN,DESPISTE,0,0
20200515,ICA,CHOQUE,1,0
20200516,JUNIN,DESPISTE,0,2
20200517,JUNIN,DESPISTE,0,0
20200517,JUNIN,DESPISTE,0,0
20200517,PUNO,DESPISTE,0,0
20200518,AREQUIPA,DESPISTE,0,0
20200518,LIMA,DESPISTE,0,3
20200519,JUNIN,CHOQUE,0,0
20200520,JUNIN,CHOQUE,0,2
20200520,LIMA,CHOQUE,0,1
20200520,ICA,DESPISTE,0,3
20200521,AREQUIPA,DESPISTE,0,0
20200521,LAMBAYEQUE,DESPISTE,0,8
20200521,LIMA,DESPISTE,0,0
20200521,PUNO,DESPISTE,0,1
20200521,ANCASH,CHOQUE,1,1
20200522,LIMA,DESPISTE,0,0
20200522,LIMA,DESPISTE,0,0
20200522,AREQUIPA,DESPISTE,0,0
20200523,PIURA,CHOQUE,0,0
20200523,LA LIBERTAD,ATROPELLO,0,0
20200523,LIMA,DESPISTE,0,0
20200523,LIMA,DESPISTE,0,0
20200523,AREQUIPA,DESPISTE,0,3
20200523,PUNO,CHOQUE,0,1
20200524,LIMA,CHOQUE,0,2
20200524,JUNIN,DESPISTE,0,1
20200524,AREQUIPA,CHOQUE,0,0
20200524,PUNO,DESPISTE,0,1
20200525,LIMA,DESPISTE,0,0
20200525,LIMA,CHOQUE,0,1
20200525,LIMA,DESPISTE,0,0
20200525,LIMA,DESPISTE,0,1
20200525,AREQUIPA,DESPISTE,0,0
20200525,PUNO,DESPISTE,0,0
20200526,LIMA,DESPISTE,0,0
20200526,LIMA,DESPISTE,0,0
20200526,JUNIN,DESPISTE,0,0
20200526,LIMA,CHOQUE,2,2
20200526,ANCASH,DESPISTE,0,0
20200526,ANCASH,DESPISTE,1,0
20200527,ICA,CHOQUE,0,0
20200527,ANCASH,ATROPELLO,1,0
20200527,LA LIBERTAD,VOLCADURA,0,1
20200527,AREQUIPA,DESPISTE,0,0
20200528,PUNO,CHOQUE,1,0
20200528,LIMA,DESPISTE,0,0
20200528,LIMA,ESPECIAL,0,0
20200529,LIMA,DESPISTE,0,2
20200529,JUNIN,DESPISTE,0,1
20200529,ANCASH,DESPISTE,0,0
20200529,ANCASH,ESPECIAL,0,0
20200529,LA LIBERTAD,ESPECIAL,0,1
20200529,LA LIBERTAD,ATROPELLO,1,0
20200530,PIURA,CHOQUE,0,0
20200530,ANCASH,DESPISTE,0,0
20200530,JUNIN,ATROPELLO,0,1
20200530,LIMA,DESPISTE,0,0
20200530,ICA,ATROPELLO,0,5
20200530,ICA,DESPISTE,0,2
20200530,PUNO,DESPISTE,0,1
20200531,ANCASH,ESPECIAL,0,0
20200601,MOQUEGUA,DESPISTE,0,0
20200601,JUNIN,CHOQUE,0,2
20200601,LIMA,DESPISTE,0,1
20200602,JUNIN,DESPISTE,0,0
20200602,LAMBAYEQUE,DESPISTE,0,0
20200602,ANCASH,DESPISTE,0,2
20200602,ANCASH,DESPISTE,0,0
20200603,LA LIBERTAD,DESPISTE,0,1
20200603,PUNO,CHOQUE,1,1
20200603,LAMBAYEQUE,CHOQUE,0,0
20200603,LIMA,DESPISTE,0,0
20200603,PIURA,CHOQUE,0,0
20200603,ICA,CHOQUE,0,7
20200603,AREQUIPA,DESPISTE,0,0
20200603,LAMBAYEQUE,CHOQUE,0,1
20200604,PUNO,DESPISTE,0,1
20200604,AREQUIPA,DESPISTE,1,0
20200604,JUNIN,CHOQUE,0,0
20200604,LIMA,CHOQUE,0,1
20200604,ANCASH,DESPISTE,0,1
20200604,AREQUIPA,DESPISTE,0,0
20200604,AREQUIPA,DESPISTE,0,3
20200605,PIURA,CHOQUE,0,0
20200605,LIMA,DESPISTE,1,0
20200605,LIMA,DESPISTE,0,0
20200605,LIMA,CHOQUE,0,0
20200605,JUNIN,CHOQUE,0,2
20200605,JUNIN,CHOQUE,0,0
20200605,LAMBAYEQUE,CHOQUE,0,0
20200605,LIMA,CHOQUE,0,1
20200605,ANCASH,CHOQUE,0,1
20200605,LA LIBERTAD,DESPISTE,0,1
20200605,LAMBAYEQUE,CHOQUE,0,3
20200606,PUNO,DESPISTE,0,1
20200606,AREQUIPA,DESPISTE,0,0
20200606,AREQUIPA,DESPISTE,0,1
20200607,LIMA,DESPISTE,0,0
20200607,LIMA,ESPECIAL,0,0
20200607,LIMA,DESPISTE,0,1
20200607,JUNIN,DESPISTE,0,0
20200607,AREQUIPA,DESPISTE,0,0
20200608,PIURA,DESPISTE,0,2
20200608,PUNO,CHOQUE,0,1
20200608,LIMA,DESPISTE,0,0
20200608,LIMA,CHOQUE,0,2
20200608,LIMA,CHOQUE,0,0
20200608,ANCASH,DESPISTE,0,1
20200608,PIURA,CHOQUE,0,1
20200608,PUNO,DESPISTE,1,1
20200608,PUNO,CHOQUE,0,0
20200609,JUNIN,DESPISTE,0,2
20200609,LAMBAYEQUE,DESPISTE,0,1
20200609,JUNIN,DESPISTE,0,0
20200609,LIMA,ESPECIAL,0,0
20200609,AREQUIPA,CHOQUE,0,0
20200609,ICA,ATROPELLO,1,0
20200609,ANCASH,CHOQUE,0,0
20200610,LA LIBERTAD,ATROPELLO,0,1
20200610,LIMA,DESPISTE,0,0
20200610,LIMA,ESPECIAL,0,0
20200610,JUNIN,CHOQUE,0,0
20200610,JUNIN,DESPISTE,0,0
20200610,ICA,CHOQUE,0,2
20200610,ANCASH,CHOQUE,0,1
20200610,LA LIBERTAD,CHOQUE,2,0
20200610,PUNO,DESPISTE,0,0
20200611,LIMA,DESPISTE,0,0
20200611,LIMA,DESPISTE,0,1
20200611,JUNIN,CHOQUE,1,1
20200611,LIMA,CHOQUE,0,1
20200611,LIMA,DESPISTE,0,2
20200611,LAMBAYEQUE,CHOQUE,0,1
20200611,LAMBAYEQUE,DESPISTE,0,0
20200612,JUNIN,CHOQUE,0,0
20200612,LIMA,ATROPELLO,1,0
20200612,LIMA,DESPISTE,0,0
20200612,LIMA,CHOQUE,0,1
20200612,LIMA,CHOQUE,1,1
20200612,PUNO,DESPISTE,0,1
20200613,ANCASH,ESPECIAL,0,0
20200613,LIMA,DESPISTE,0,1
20200613,LIMA,ATROPELLO,1,0
20200613,LIMA,ATROPELLO,1,0
20200613,ICA,CHOQUE,0,1
20200613,ICA,CHOQUE,0,7
20200613,AREQUIPA,DESPISTE,0,0
20200614,ANCASH,DESPISTE,0,1
20200614,LIMA,DESPISTE,1,0
20200615,AREQUIPA,CHOQUE,0,0
20200615,JUNIN,DESPISTE,0,3
20200615,PUNO,DESPISTE,0,0
20200615,PUNO,CHOQUE,1,2
20200615,ANCASH,CHOQUE,0,1
20200615,PIURA,CHOQUE,0,4
20200615,PUNO,DESPISTE,0,0
20200616,LIMA,CHOQUE,0,3
20200616,LIMA,DESPISTE,0,0
20200616,AREQUIPA,DESPISTE,0,0
20200616,LIMA,CHOQUE,0,1
20200616,ANCASH,DESPISTE,0,0
20200617,LIMA,DESPISTE,0,0
20200617,LIMA,CHOQUE,0,1
20200617,LIMA,DESPISTE,0,0
20200618,LIMA,CHOQUE,0,0
20200618,JUNIN,DESPISTE,0,0
20200618,LIMA,DESPISTE,0,1
20200618,LIMA,CHOQUE,0,0
20200618,PUNO,DESPISTE,0,2
20200619,LIMA,CHOQUE,1,2
20200619,LIMA,ESPECIAL,0,0
20200619,AREQUIPA,DESPISTE,0,0
20200619,PIURA,DESPISTE,0,2
20200619,MOQUEGUA,DESPISTE,0,0
20200619,PUNO,CHOQUE,1,0
20200619,PUNO,ATROPELLO,0,1
20200620,JUNIN,DESPISTE,0,0
20200620,LIMA,CHOQUE,0,0
20200620,LIMA,DESPISTE,0,2
20200620,AREQUIPA,CHOQUE,0,1
20200621,PIURA,DESPISTE,0,0
20200621,ANCASH,DESPISTE,0,0
20200621,ANCASH,DESPISTE,0,1
20200621,AREQUIPA,CHOQUE,0,1
20200621,PIURA,DESPISTE,0,0
20200622,ANCASH,DESPISTE,0,0
20200622,LIMA,DESPISTE,0,0
20200623,LIMA,DESPISTE,0,0
20200623,ICA,ESPECIAL,0,0
20200623,ANCASH,CHOQUE,1,0
20200623,LA LIBERTAD,CHOQUE,0,0
20200624,PIURA,DESPISTE,0,1
20200624,LIMA,DESPISTE,0,0
20200624,JUNIN,DESPISTE,0,0
20200624,JUNIN,CHOQUE,0,1
20200624,AREQUIPA,CHOQUE,0,1
20200624,AREQUIPA,DESPISTE,0,0
20200625,LIMA,DESPISTE,0,3
20200625,LIMA,DESPISTE,0,0
20200625,ANCASH,DESPISTE,0,0
20200625,PIURA,DESPISTE,0,1
20200626,LIMA,DESPISTE,0,0
20200626,LIMA,DESPISTE,0,2
20200626,LA LIBERTAD,DESPISTE,1,0
20200627,PUNO,DESPISTE,0,0
20200628,PUNO,CHOQUE,0,6
20200628,AREQUIPA,DESPISTE,0,0
20200628,LIMA,DESPISTE,0,1
20200629,AREQUIPA,DESPISTE,0,2
20200629,LIMA,CHOQUE,0,3
20200629,LIMA,CHOQUE,0,1
20200629,MOQUEGUA,DESPISTE,0,0
20200629,ANCASH,DESPISTE,0,0
20200630,AREQUIPA,ATROPELLO,1,0
20200630,ICA,DESPISTE,0,2
20200630,ANCASH,CHOQUE,0,0
20200630,LA LIBERTAD,VOLCADURA,0,0
20200630,LA LIBERTAD,CHOQUE,1,2
20200630,PUNO,CHOQUE,0,1
20200701,JUNIN,DESPISTE,0,0
20200701,LIMA,CHOQUE,0,3
20200701,ANCASH,CHOQUE,0,1
20200701,ANCASH,DESPISTE,0,0
20200701,PIURA,CHOQUE,0,4
20200701,PUNO,CHOQUE,0,1
20200701,ANCASH,CHOQUE,0,1
20200701,LA LIBERTAD,DESPISTE,0,0
20200701,LAMBAYEQUE,CHOQUE,0,0
20200702,LIMA,DESPISTE,0,2
20200702,MOQUEGUA,DESPISTE,0,1
20200702,ANCASH,DESPISTE,0,2
20200702,AREQUIPA,CHOQUE,2,2
20200702,ICA,CHOQUE,0,3
20200702,ANCASH,DESPISTE,0,0
20200702,MOQUEGUA,DESPISTE,1,1
20200703,LAMBAYEQUE,ESPECIAL,0,1
20200703,LIMA,DESPISTE,1,2
20200703,ANCASH,DESPISTE,0,0
20200704,JUNIN,DESPISTE,0,1
20200704,LIMA,CHOQUE,0,3
20200704,ICA,CHOQUE,0,2
20200704,LA LIBERTAD,DESPISTE,1,0
20200705,LIMA,DESPISTE,0,1
20200705,AREQUIPA,DESPISTE,0,1
20200706,PIURA,CHOQUE,0,2
20200706,PIURA,DESPISTE,0,0
20200706,LIMA,CHOQUE,1,3
20200706,LIMA,CHOQUE,0,1
20200706,PIURA,DESPISTE,0,2
20200706,LA LIBERTAD,ATROPELLO,1,0
20200706,PUNO,CHOQUE,1,1
20200706,PUNO,CHOQUE,0,0
20200707,ANCASH,CHOQUE,0,1
20200707,ANCASH,DESPISTE,0,0
20200707,LIMA,CHOQUE,0,0
20200707,LIMA,DESPISTE,0,2
20200707,AREQUIPA,DESPISTE,0,1
20200707,LAMBAYEQUE,CHOQUE,1,0
