FECHA,REGION,LIMITE_VELOCIDAD,VELOCIDAD_DETECTADA
20201109,LIMA,90,113
20201109,LIMA,100,114
20201109,LIMA,90,126
20201109,JUNIN,35,59
20201109,LIMA,90,129
20201109,JUNIN,35,66
20201109,LIMA,90,118
20201109,JUNIN,35,53
20201109,LIMA,90,114
20201109,LIMA,100,106
20201109,JUNIN,35,63
20201109,LIMA,90,99
20201109,JUNIN,35,71
20201109,LIMA,60,70
20201109,LIMA,90,96
20201109,JUNIN,35,57
20201109,LIMA,90,100
20201109,LIMA,100,114
20201109,JUNIN,35,47
20201109,JUNIN,35,79
20201109,LIMA,90,101
20201109,JUNIN,35,45
20201109,JUNIN,35,77
20201109,JUNIN,35,49
20201109,JUNIN,35,83
20201109,LIMA,60,71
20201109,JUNIN,35,57
20201109,JUNIN,35,49
20201109,JUNIN,35,72
20201109,JUNIN,35,50
20201109,LIMA,100,113
20201109,JUNIN,35,67
20201109,JUNIN,35,76
20201109,LIMA,100,109
20201109,LIMA,90,130
20201109,JUNIN,35,80
20201109,LIMA,90,105
20201109,JUNIN,35,58
20201109,JUNIN,35,67
20201109,LIMA,90,118
20201109,LIMA,100,112
20201109,LIMA,90,98
20201109,LIMA,100,107
20201109,LIMA,100,107
20201109,LIMA,90,114
20201109,LIMA,90,96
20201109,JUNIN,35,53
20201109,LIMA,100,112
20201109,LIMA,90,118
20201109,LIMA,100,115
20201109,JUNIN,35,45
20201109,LIMA,100,113
20201109,LIMA,100,117
20201109,LIMA,90,124
20201109,JUNIN,35,42
20201109,LIMA,90,131
20201109,JUNIN,35,77
20201109,LIMA,90,103
20201109,JUNIN,35,60
20201109,LIMA,90,108
20201109,LIMA,100,106
20201109,JUNIN,35,98
20201109,LIMA,90,113
20201109,LIMA,90,111
20201109,LIMA,100,112
20201109,LIMA,90,107
20201109,JUNIN,35,48
20201109,LIMA,90,121
20201109,LIMA,100,106
20201109,LIMA,100,110
20201109,LIMA,90,110
20201109,JUNIN,35,66
20201109,LIMA,100,114
20201109,JUNIN,35,83
20201109,LIMA,90,142
20201109,LIMA,100,123
20201109,LIMA,100,122
20201109,LIMA,100,109
20201109,JUNIN,35,80
20201109,JUNIN,35,67
20201109,JUNIN,35,65
20201109,LIMA,100,126
20201109,LIMA,100,115
20201109,JUNIN,35,77
20201109,LIMA,100,109
20201109,JUNIN,35,60
20201109,LIMA,100,106
20201109,JUNIN,35,62
20201109,JUNIN,35,85
20201109,LIMA,100,108
20201109,LIMA,100,155
20201109,JUNIN,35,73
20201109,JUNIN,35,53
20201109,JUNIN,35,41
20201109,JUNIN,35,43
20201109,LIMA,100,107
20201109,LIMA,100,106
20201109,LIMA,100,114
20201109,JUNIN,35,53
20201109,JUNIN,35,66
20201109,LIMA,100,126
20201109,JUNIN,35,72
20201109,LIMA,100,116
20201109,LIMA,100,116
20201109,JUNIN,35,75
20201109,JUNIN,35,52
20201109,LIMA,100,111
20201109,LIMA,100,109
20201109,JUNIN,35,83
20201109,JUNIN,35,74
20201109,JUNIN,35,45
20201109,JUNIN,35,54
20201109,JUNIN,35,54
20201109,JUNIN,35,58
20201109,JUNIN,35,46
20201109,JUNIN,35,69
20201109,JUNIN,35,60
20201109,JUNIN,35,55
20201109,JUNIN,35,100
20201109,JUNIN,35,51
20201109,JUNIN,35,77
20201109,JUNIN,35,47
20201109,JUNIN,35,61
20201109,JUNIN,35,53
20201109,JUNIN,35,70
20201109,JUNIN,35,44
20201109,JUNIN,35,87
20201109,JUNIN,35,80
20201109,JUNIN,35,51
20201109,JUNIN,35,49
20201109,JUNIN,35,74
20201109,JUNIN,35,68
20201109,JUNIN,35,71
20201109,JUNIN,35,75
20201109,JUNIN,35,79
20201109,JUNIN,35,70
20201109,JUNIN,35,89
20201109,JUNIN,35,45
20201109,JUNIN,35,79
20201109,JUNIN,35,57
20201109,JUNIN,35,59
20201109,JUNIN,35,53
20201109,JUNIN,35,71
20201109,JUNIN,35,51
20201109,JUNIN,35,52
20201109,LIMA,35,56
20201109,LIMA,35,58
20201109,LIMA,35,60
20201109,LIMA,35,65
20201109,LIMA,35,61
20201109,LIMA,35,43
20201109,LIMA,35,64
20201109,LIMA,35,62
20201109,LIMA,35,64
20201109,LIMA,35,74
20201109,LIMA,35,60
20201109,LIMA,35,80
20201109,LIMA,35,45
20201109,LIMA,35,59
20201109,LIMA,35,46
20201109,LIMA,35,44
20201109,LIMA,35,45
20201109,LIMA,35,63
20201109,LIMA,35,42
20201109,LIMA,35,71
20201109,LIMA,35,55
20201109,LIMA,35,52
20201109,LIMA,35,64
20201109,LIMA,35,50
20201109,LIMA,35,50
20201109,LIMA,35,45
20201110,LIMA,45,60
20201110,LIMA,45,91
20201110,LIMA,45,83
20201110,LIMA,45,78
20201110,LIMA,45,81
20201110,LIMA,45,56
20201110,LIMA,45,69
20201110,LIMA,45,93
20201110,LIMA,45,61
20201110,LIMA,45,74
20201110,LIMA,45,90
20201110,LIMA,45,56
20201110,LIMA,45,61
20201110,LIMA,45,76
20201110,LIMA,45,89
20201110,LIMA,45,73
20201110,LIMA,45,73
20201110,LIMA,45,74
20201110,LIMA,45,62
20201110,LIMA,45,60
20201110,LIMA,45,97
20201110,LIMA,45,62
20201110,LIMA,45,55
20201110,LIMA,45,78
20201110,LIMA,45,66
20201110,LIMA,45,85
20201110,LIMA,45,78
20201110,LIMA,45,57
20201110,LIMA,45,79
20201110,LIMA,45,59
20201110,LIMA,45,54
20201110,LIMA,45,69
20201110,LIMA,45,79
20201110,LIMA,45,64
20201110,LIMA,45,53
20201110,LIMA,45,61
20201110,LIMA,45,88
20201110,LIMA,45,65
20201110,LIMA,45,55
20201110,LIMA,45,68
20201110,LIMA,45,73
20201110,LIMA,45,51
20201110,LIMA,45,72
20201110,LIMA,45,66
20201110,LIMA,45,66
20201110,LIMA,45,56
20201110,LIMA,45,51
20201110,LIMA,45,74
20201110,LIMA,45,84
20201110,LIMA,45,58
20201110,LIMA,45,102
20201110,LIMA,45,56
20201110,LIMA,45,82
20201110,LIMA,45,77
20201110,LIMA,45,76
20201110,LIMA,45,62
20201110,LIMA,45,86
20201110,LIMA,45,73
20201110,LIMA,45,71
20201110,LIMA,45,75
20201110,LIMA,45,67
20201110,LIMA,45,67
20201110,LIMA,45,66
20201110,LIMA,45,56
20201110,LIMA,45,59
20201110,LIMA,45,72
20201110,LIMA,45,61
20201110,LIMA,45,87
20201110,LIMA,45,88
20201110,LIMA,45,66
20201110,LIMA,45,55
20201110,LIMA,45,64
20201110,LIMA,45,51
20201110,LIMA,45,68
20201110,LIMA,45,66
20201110,LIMA,45,53
20201110,LIMA,45,76
20201110,LIMA,45,63
20201110,LIMA,45,94
20201110,LIMA,45,71
20201110,LIMA,45,52
20201110,LIMA,45,53
20201110,LIMA,45,71
20201110,LIMA,45,81
20201110,LIMA,45,70
20201110,LIMA,45,61
20201110,LIMA,45,62
20201110,LIMA,45,60
20201110,LIMA,45,71
20201110,LIMA,45,56
20201110,LIMA,45,81
20201110,LIMA,45,56
20201110,LIMA,45,52
20201110,LIMA,45,67
20201110,LIMA,45,64
20201110,LIMA,45,91
20201110,LIMA,45,72
20201110,LIMA,45,70
20201110,LIMA,45,65
20201110,LIMA,45,56
20201110,LIMA,45,56
20201110,LIMA,45,57
20201110,LIMA,45,58
20201110,LIMA,45,51
20201110,LIMA,45,85
20201110,LIMA,45,71
20201110,LIMA,45,63
20201110,LIMA,45,57
20201110,LIMA,45,69
20201110,LIMA,45,68
20201110,LIMA,45,62
20201110,LIMA,45,80
20201110,LIMA,45,85
20201110,LIMA,45,82
20201110,LIMA,45,77
20201110,LIMA,45,64
20201110,LIMA,45,63
20201110,LIMA,45,60
20201110,LIMA,45,63
20201110,LIMA,45,85
20201110,LIMA,45,66
20201110,LIMA,45,73
20201110,LIMA,45,66
20201110,LIMA,45,92
20201110,LIMA,45,72
20201110,LIMA,45,62
20201110,LIMA,45,54
20201110,LIMA,45,53
20201110,LIMA,45,78
20201110,LIMA,45,68
20201110,LIMA,45,56
20201110,LIMA,45,60
20201110,LIMA,45,57
20201110,LIMA,45,53
20201110,LIMA,45,62
20201110,LIMA,45,76
20201110,LIMA,45,68
20201110,LIMA,45,61
20201110,LIMA,45,71
20201110,LIMA,45,69
20201110,LIMA,45,63
20201110,LIMA,45,53
20201110,LIMA,45,94
20201110,LIMA,45,98
20201110,LIMA,45,72
20201110,LIMA,45,76
20201110,LIMA,45,67
20201110,LIMA,45,55
20201110,LIMA,45,84
20201110,LIMA,45,59
20201110,LIMA,45,60
20201110,LIMA,45,79
20201110,LIMA,45,54
20201110,LIMA,45,57
20201110,LIMA,35,56
20201110,LIMA,45,54
20201110,LIMA,35,66
20201110,LIMA,45,83
20201110,LIMA,35,51
20201110,LIMA,35,63
20201110,LIMA,45,64
20201110,LIMA,35,44
20201110,LIMA,35,59
20201110,LIMA,35,54
20201110,LIMA,45,74
20201110,LIMA,35,53
20201110,LIMA,35,67
20201110,LIMA,35,49
20201110,LIMA,35,70
20201110,LIMA,35,54
20201110,LIMA,35,61
20201110,LIMA,35,53
20201110,LIMA,35,70
20201110,LIMA,35,47
20201110,LIMA,35,57
20201110,LIMA,35,60
20201110,LIMA,35,54
20201110,LIMA,35,44
20201110,LIMA,35,46
20201110,LIMA,35,57
20201110,LIMA,35,68
20201110,LIMA,35,68
20201110,LIMA,35,66
20201110,LIMA,45,63
20201110,LIMA,45,66
20201110,LIMA,45,82
20201110,LIMA,45,74
20201110,LIMA,35,50
20201110,LIMA,35,55
20201110,LIMA,35,54
20201110,LIMA,45,75
20201110,LIMA,35,81
20201110,LIMA,45,69
20201110,LIMA,35,61
20201110,LIMA,45,90
20201110,LIMA,45,70
20201110,LIMA,45,57
20201110,LIMA,45,63
20201110,LIMA,35,55
20201110,LIMA,45,70
20201110,LIMA,35,42
20201110,LIMA,45,76
20201110,LIMA,35,42
20201110,LIMA,45,77
20201110,LIMA,45,68
20201110,LIMA,45,53
20201110,LIMA,45,92
20201110,LIMA,45,72
20201110,LIMA,45,55
20201110,LIMA,35,49
20201110,LIMA,45,73
20201110,LIMA,45,65
20201110,LIMA,45,76
20201110,LIMA,35,62
20201110,LIMA,35,68
20201110,LIMA,45,53
20201110,LIMA,45,83
20201110,LIMA,35,80
20201110,LIMA,45,104
20201110,LIMA,45,98
20201110,LIMA,45,55
20201110,LIMA,45,76
20201110,LIMA,45,62
20201110,LIMA,45,69
20201110,LIMA,45,100
20201110,LIMA,45,69
20201110,LIMA,45,60
20201110,LIMA,45,64
20201110,LIMA,45,72
20201110,LIMA,45,70
20201110,LIMA,45,70
20201110,LIMA,45,72
20201110,LIMA,45,61
20201110,LIMA,45,66
20201110,LIMA,45,66
20201110,LIMA,45,103
20201110,LIMA,45,68
20201110,LIMA,45,70
20201110,LIMA,45,98
20201110,LIMA,45,73
20201110,LIMA,45,80
20201110,LIMA,45,94
20201110,LIMA,45,69
20201110,LIMA,45,66
20201110,LIMA,45,98
20201110,LIMA,45,80
20201110,LIMA,45,63
20201110,LIMA,45,77
20201110,LIMA,45,55
20201110,LIMA,45,92
20201110,LIMA,45,79
20201110,LIMA,45,54
20201110,LIMA,45,73
20201110,LIMA,45,94
20201110,LIMA,45,95
20201110,LIMA,45,73
20201110,LIMA,45,59
20201110,LIMA,45,97
20201110,LIMA,45,62
20201110,LIMA,45,79
20201110,LIMA,45,105
20201110,LIMA,45,65
20201110,LIMA,45,86
20201110,LIMA,45,75
20201110,LIMA,45,79
20201110,LIMA,45,84
20201110,LIMA,45,75
20201110,LIMA,45,99
20201110,LIMA,45,68
20201110,LIMA,45,66
20201110,LIMA,45,84
20201110,LIMA,45,67
20201110,LIMA,45,57
20201110,LIMA,45,76
20201110,LIMA,45,75
20201110,LIMA,45,91
20201110,LIMA,45,88
20201110,LIMA,45,67
20201110,LIMA,45,73
20201110,LIMA,45,73
20201110,LIMA,45,60
20201110,LIMA,45,83
20201110,LIMA,45,53
20201110,LIMA,45,90
20201110,LIMA,45,72
20201110,LIMA,45,60
20201110,LIMA,45,77
20201110,LIMA,45,72
20201110,LIMA,45,55
20201110,LIMA,45,63
20201110,LIMA,45,63
20201110,LIMA,45,74
20201110,LIMA,45,86
20201110,LIMA,45,75
20201110,LIMA,45,72
20201110,LIMA,45,62
20201110,LIMA,45,61
20201110,LIMA,45,68
20201110,LIMA,45,68
20201110,JUNIN,35,78
20201110,JUNIN,35,85
20201110,JUNIN,35,56
20201110,JUNIN,35,59
20201110,JUNIN,35,73
20201110,JUNIN,35,59
20201110,JUNIN,35,71
20201110,JUNIN,35,78
20201110,JUNIN,35,47
20201110,JUNIN,35,42
20201110,JUNIN,35,97
20201110,JUNIN,35,52
20201110,JUNIN,35,45
20201110,JUNIN,35,77
20201110,JUNIN,35,73
20201110,JUNIN,35,78
20201110,JUNIN,35,68
20201110,JUNIN,35,66
20201110,JUNIN,35,52
20201110,JUNIN,35,65
20201110,JUNIN,35,47
20201110,JUNIN,35,51
20201110,JUNIN,35,56
20201110,JUNIN,35,82
20201110,JUNIN,35,76
20201110,JUNIN,35,60
20201110,JUNIN,35,99
20201110,JUNIN,35,58
20201110,JUNIN,35,65
20201110,JUNIN,35,50
20201110,JUNIN,35,70
20201110,JUNIN,35,82
20201110,JUNIN,35,65
20201110,JUNIN,35,51
20201110,JUNIN,35,92
20201110,JUNIN,35,58
20201110,JUNIN,35,45
20201110,JUNIN,35,83
20201110,JUNIN,35,68
20201110,JUNIN,35,41
20201110,JUNIN,35,84
20201110,JUNIN,35,49
20201110,JUNIN,35,57
20201110,JUNIN,35,57
20201110,JUNIN,35,58
20201110,JUNIN,35,65
20201110,JUNIN,35,65
20201110,JUNIN,35,70
20201110,JUNIN,35,75
20201110,JUNIN,35,54
20201110,LIMA,45,100
20201110,LIMA,45,73
20201110,LIMA,45,82
20201110,LIMA,45,74
20201110,LIMA,45,77
20201110,LIMA,45,75
20201110,LIMA,45,74
20201110,LIMA,45,72
20201110,LIMA,45,63
20201110,LIMA,45,54
20201110,LIMA,45,59
20201110,LIMA,45,66
20201110,LIMA,45,95
20201110,LIMA,45,78
20201110,LIMA,45,86
20201110,LIMA,45,60
20201110,LIMA,45,105
20201110,LIMA,45,81
20201110,LIMA,45,90
20201110,LIMA,45,74
20201110,LIMA,45,80
20201110,LIMA,45,98
20201110,LIMA,45,112
20201110,LIMA,45,92
20201110,LIMA,45,69
20201110,LIMA,45,104
20201110,LIMA,45,54
20201110,LIMA,45,59
20201110,LIMA,45,54
20201110,LIMA,45,61
20201110,LIMA,45,71
20201110,LIMA,45,60
20201110,LIMA,45,58
20201110,LIMA,45,51
20201110,LIMA,45,53
20201110,LIMA,45,80
20201110,LIMA,45,52
20201110,LIMA,45,61
20201110,LIMA,45,92
20201110,LIMA,45,98
20201110,LIMA,45,89
20201110,LIMA,45,93
20201110,LIMA,45,87
20201110,LIMA,45,96
20201110,LIMA,45,72
20201110,LIMA,45,73
20201110,LIMA,45,78
20201110,LIMA,45,81
20201110,LIMA,45,73
20201110,LIMA,45,57
20201110,LIMA,45,75
20201110,LIMA,45,51
20201110,LIMA,45,73
20201110,LIMA,100,113
20201110,LIMA,100,109
20201110,LIMA,90,116
20201110,LIMA,100,107
20201110,LIMA,90,113
20201110,LIMA,90,108
20201110,LIMA,90,112
20201110,LIMA,100,110
20201110,LIMA,100,106
20201110,LIMA,100,135
20201110,LIMA,90,99
20201110,LIMA,90,97
20201110,LIMA,90,106
20201110,LIMA,100,107
20201110,LIMA,90,121
20201110,LIMA,90,103
20201110,LIMA,100,110
20201110,LIMA,90,109
20201110,LIMA,100,123
20201110,LIMA,90,126
20201110,LIMA,100,120
20201110,LIMA,90,115
20201110,LIMA,90,105
20201110,LIMA,90,113
20201110,LIMA,90,122
20201110,LIMA,90,116
20201110,LIMA,90,105
20201110,LIMA,100,109
20201110,LIMA,90,108
20201110,LIMA,90,110
20201110,LIMA,100,115
20201110,LIMA,90,114
20201110,LIMA,90,103
20201110,LIMA,90,117
20201110,LIMA,90,100
20201110,LIMA,90,98
20201110,LIMA,90,111
20201110,LIMA,100,116
20201110,LIMA,100,124
20201110,LIMA,100,115
20201110,LIMA,100,136
20201110,LIMA,100,111
20201110,LIMA,100,108
20201110,LIMA,100,122
20201110,LIMA,100,123
20201110,LIMA,100,109
20201110,LIMA,100,118
20201110,LIMA,100,130
20201110,LIMA,100,108
20201110,LIMA,100,108
20201110,LIMA,100,109
20201110,LIMA,100,108
20201110,LIMA,100,107
20201110,LIMA,100,116
20201110,LIMA,100,130
20201110,LIMA,100,116
20201110,LIMA,100,117
20201110,LIMA,100,120
20201110,LIMA,100,121
20201110,LIMA,100,113
20201110,LIMA,100,121
20201110,LIMA,100,106
20201110,LIMA,100,127
20201110,LIMA,100,127
20201110,LIMA,100,107
20201110,LIMA,100,114
20201110,LIMA,100,113
20201110,LIMA,100,151
20201110,LIMA,100,112
20201110,LIMA,100,112
20201110,LIMA,100,106
20201110,LIMA,100,109
20201110,LIMA,100,112
20201110,LIMA,100,108
20201110,LIMA,100,108
20201110,LIMA,100,110
20201110,LIMA,100,113
20201110,LIMA,100,111
20201110,LIMA,100,114
20201110,LIMA,100,126
20201110,LIMA,100,110
20201110,LIMA,100,111
20201110,LIMA,100,121
20201110,LIMA,100,120
20201110,LIMA,100,108
20201110,LIMA,100,173
20201110,LIMA,100,150
20201110,LIMA,100,130
20201110,LIMA,100,108
20201110,LIMA,100,107
20201110,LIMA,100,109
20201110,LIMA,100,118
20201110,LIMA,100,111
20201110,LIMA,100,122
20201110,LIMA,100,111
20201110,LIMA,100,127
20201110,LIMA,100,107
20201110,LIMA,100,115
20201110,LIMA,100,108
20201110,LIMA,100,115
20201111,LA LIBERTAD,80,113
20201111,LA LIBERTAD,80,109
20201111,LA LIBERTAD,80,89
20201111,LA LIBERTAD,80,101
20201111,LA LIBERTAD,80,121
20201111,LA LIBERTAD,80,106
20201111,LA LIBERTAD,80,114
20201111,LA LIBERTAD,80,113
20201111,LA LIBERTAD,80,126
20201111,LA LIBERTAD,80,119
20201111,LA LIBERTAD,80,102
20201111,LA LIBERTAD,80,105
20201111,LA LIBERTAD,80,119
20201111,LA LIBERTAD,80,123
20201111,LA LIBERTAD,80,86
20201111,LA LIBERTAD,80,113
20201111,LA LIBERTAD,80,96
20201111,LA LIBERTAD,80,91
20201111,LA LIBERTAD,80,92
20201111,LA LIBERTAD,80,89
20201111,LA LIBERTAD,80,110
20201111,LA LIBERTAD,80,134
20201111,LA LIBERTAD,80,123
20201111,LA LIBERTAD,80,113
20201111,LA LIBERTAD,80,102
20201111,LA LIBERTAD,80,120
20201111,LA LIBERTAD,80,106
20201111,LA LIBERTAD,80,104
20201111,LIMA,100,113
20201111,LA LIBERTAD,80,125
20201111,LA LIBERTAD,80,117
20201111,LIMA,100,148
20201111,LA LIBERTAD,80,113
20201111,LA LIBERTAD,80,114
20201111,LA LIBERTAD,80,103
20201111,LA LIBERTAD,80,115
20201111,LIMA,100,138
20201111,LA LIBERTAD,80,122
20201111,LIMA,100,117
20201111,LIMA,100,119
20201111,LIMA,100,120
20201111,LIMA,100,112
20201111,LA LIBERTAD,80,117
20201111,LA LIBERTAD,80,98
20201111,LIMA,100,127
20201111,LIMA,100,121
20201111,LA LIBERTAD,80,118
20201111,LIMA,35,78
20201111,LA LIBERTAD,80,102
20201111,LIMA,35,42
20201111,LIMA,100,119
20201111,LA LIBERTAD,80,103
20201111,LA LIBERTAD,80,122
20201111,LIMA,35,55
20201111,LA LIBERTAD,80,137
20201111,LIMA,35,54
20201111,LA LIBERTAD,80,128
20201111,LA LIBERTAD,80,109
20201111,LIMA,35,45
20201111,LIMA,35,66
20201111,LA LIBERTAD,80,95
20201111,LIMA,100,140
20201111,LIMA,35,70
20201111,LA LIBERTAD,80,99
20201111,LIMA,100,116
20201111,LIMA,35,51
20201111,LA LIBERTAD,80,127
20201111,LIMA,35,51
20201111,LIMA,35,59
20201111,LIMA,35,58
20201111,LA LIBERTAD,80,111
20201111,LA LIBERTAD,80,120
20201111,LIMA,35,60
20201111,LA LIBERTAD,80,87
20201111,LA LIBERTAD,80,98
20201111,LA LIBERTAD,80,93
20201111,LIMA,35,45
20201111,LIMA,35,71
20201111,LIMA,100,121
20201111,LA LIBERTAD,80,98
20201111,LIMA,35,42
20201111,LIMA,100,135
20201111,LA LIBERTAD,80,108
20201111,LA LIBERTAD,80,100
20201111,LA LIBERTAD,80,106
20201111,LIMA,100,123
20201111,LA LIBERTAD,80,112
20201111,LIMA,35,48
20201111,LIMA,100,139
20201111,LA LIBERTAD,80,109
20201111,LIMA,100,143
20201111,LA LIBERTAD,80,145
20201111,LIMA,100,122
20201111,LA LIBERTAD,80,130
20201111,LIMA,35,52
20201111,LIMA,100,140
20201111,LA LIBERTAD,80,123
20201111,LA LIBERTAD,80,110
20201111,LIMA,100,129
20201111,LA LIBERTAD,80,136
20201111,LA LIBERTAD,80,124
20201111,LIMA,100,109
20201111,LIMA,100,115
20201111,LIMA,100,108
20201111,LA LIBERTAD,80,119
20201111,LA LIBERTAD,80,95
20201111,LIMA,100,143
20201111,LIMA,100,113
20201111,LA LIBERTAD,80,114
20201111,LA LIBERTAD,80,109
20201111,LIMA,100,142
20201111,LIMA,100,111
20201111,LIMA,100,120
20201111,LIMA,100,106
20201111,LIMA,100,129
20201111,LIMA,100,126
20201111,LIMA,100,159
20201111,LIMA,100,134
20201111,LIMA,100,146
20201111,LIMA,100,107
20201111,LIMA,35,55
20201111,LIMA,100,112
20201111,LIMA,100,118
20201111,LIMA,100,131
20201111,LIMA,100,121
20201111,LIMA,100,118
20201111,LIMA,100,118
20201111,LIMA,100,145
20201111,LIMA,35,48
20201111,LIMA,100,123
20201111,LIMA,100,124
20201111,LIMA,100,140
20201111,LIMA,100,107
20201111,LIMA,100,126
20201111,LA LIBERTAD,80,86
20201111,LIMA,35,72
20201111,LIMA,100,116
20201111,LA LIBERTAD,80,115
20201111,LA LIBERTAD,80,118
20201111,LIMA,35,47
20201111,LA LIBERTAD,80,102
20201111,LA LIBERTAD,80,115
20201111,LA LIBERTAD,80,127
20201111,LA LIBERTAD,80,94
20201111,LA LIBERTAD,80,122
20201111,LA LIBERTAD,80,121
20201111,LA LIBERTAD,80,95
20201111,LA LIBERTAD,80,121
20201111,LA LIBERTAD,80,102
20201111,LA LIBERTAD,80,145
20201111,LA LIBERTAD,80,127
20201111,LA LIBERTAD,80,150
20201111,LA LIBERTAD,80,112
20201111,LA LIBERTAD,80,93
20201111,LA LIBERTAD,80,95
20201111,LA LIBERTAD,80,107
20201111,LA LIBERTAD,80,90
20201111,LA LIBERTAD,80,98
20201111,LA LIBERTAD,80,100
20201111,LA LIBERTAD,80,99
20201111,LA LIBERTAD,80,111
20201111,LA LIBERTAD,80,119
20201111,LA LIBERTAD,80,104
20201111,LA LIBERTAD,80,118
20201111,LA LIBERTAD,80,105
20201111,LA LIBERTAD,80,113
20201111,LA LIBERTAD,80,119
20201111,LIMA,100,130
20201111,LA LIBERTAD,80,124
20201111,LA LIBERTAD,80,135
20201111,LA LIBERTAD,80,102
20201111,LIMA,100,110
20201111,LA LIBERTAD,80,106
20201111,LA LIBERTAD,80,87
20201111,LA LIBERTAD,80,89
20201111,LA LIBERTAD,80,110
20201111,LIMA,100,124
20201111,LA LIBERTAD,80,112
20201111,LA LIBERTAD,80,104
20201111,LIMA,100,121
20201111,LA LIBERTAD,80,110
20201111,LA LIBERTAD,80,116
20201111,LA LIBERTAD,80,100
20201111,LIMA,100,134
20201111,LA LIBERTAD,80,145
20201111,LIMA,100,139
20201111,LA LIBERTAD,80,87
20201111,LA LIBERTAD,80,93
20201111,LIMA,100,117
20201111,LIMA,100,109
20201111,LA LIBERTAD,80,100
20201111,LA LIBERTAD,80,97
20201111,LIMA,100,125
20201111,LIMA,100,109
20201111,LA LIBERTAD,80,114
20201111,LIMA,100,113
20201111,LIMA,100,112
20201111,LIMA,100,131
20201111,LIMA,100,134
20201111,LA LIBERTAD,80,95
20201111,LIMA,100,161
20201111,LA LIBERTAD,80,120
20201111,LIMA,100,121
20201111,LA LIBERTAD,80,90
20201111,LIMA,100,138
20201111,LA LIBERTAD,80,96
20201111,LIMA,100,120
20201111,LIMA,100,131
20201111,LIMA,100,120
20201111,LIMA,100,120
20201111,LIMA,100,111
20201111,LIMA,100,159
20201111,LIMA,100,116
20201111,LIMA,100,143
20201111,LIMA,100,111
20201111,LIMA,100,127
20201111,LIMA,100,135
20201111,LIMA,100,118
20201111,LIMA,100,125
20201111,LIMA,100,170
20201111,LIMA,100,126
20201111,LIMA,100,138
20201111,LIMA,100,122
20201111,LIMA,100,141
20201111,LIMA,100,147
20201111,LIMA,100,139
20201111,LIMA,100,125
20201111,LIMA,100,118
20201112,LIMA,60,115
20201112,LIMA,60,66
20201112,LIMA,60,67
20201112,LIMA,60,93
20201112,LIMA,60,84
20201112,LIMA,60,103
20201112,LIMA,60,109
20201112,LIMA,60,87
20201112,LIMA,60,105
20201112,LIMA,60,99
20201112,LIMA,60,112
20201112,LIMA,40,89
20201112,LIMA,60,74
20201112,LIMA,40,91
20201112,LIMA,60,93
20201112,LIMA,60,81
20201112,LIMA,40,51
20201112,LIMA,60,80
20201112,LIMA,60,108
20201112,LIMA,40,63
20201112,LIMA,40,62
20201112,LIMA,40,85
20201112,LIMA,40,52
20201112,LIMA,60,89
20201112,LIMA,40,57
20201112,LIMA,60,127
20201112,LIMA,40,82
20201112,LIMA,40,75
20201112,LIMA,40,80
20201112,LIMA,40,96
20201112,LIMA,60,75
20201112,LIMA,40,87
20201112,LIMA,60,81
20201112,LIMA,40,75
20201112,LIMA,40,94
20201112,LIMA,40,53
20201112,LIMA,60,66
20201112,LIMA,60,105
20201112,LIMA,60,75
20201112,LIMA,60,111
20201112,LIMA,60,99
20201112,LIMA,40,80
20201112,LIMA,60,77
20201112,LIMA,60,90
20201112,LIMA,40,78
20201112,LIMA,60,127
20201112,LIMA,40,60
20201112,LIMA,40,78
20201112,LIMA,40,69
20201112,LIMA,40,120
20201112,LIMA,40,68
20201112,LIMA,60,81
20201112,LIMA,60,77
20201112,LIMA,40,71
20201112,LIMA,40,73
20201112,LIMA,60,69
20201112,LIMA,60,98
20201112,LIMA,60,105
20201112,LIMA,40,64
20201112,LIMA,40,55
20201112,LIMA,40,83
20201112,LIMA,40,53
20201112,LIMA,60,67
20201112,LIMA,60,75
20201112,LIMA,60,82
20201112,LIMA,40,55
20201112,LIMA,60,72
20201112,LIMA,40,93
20201112,LIMA,60,84
20201112,LIMA,40,71
20201112,LIMA,60,73
20201112,LIMA,60,116
20201112,LIMA,40,63
20201112,LIMA,60,85
20201112,LIMA,40,48
20201112,LIMA,60,89
20201112,LIMA,60,105
20201112,LIMA,40,87
20201112,LIMA,60,69
20201112,LIMA,40,88
20201112,LIMA,40,55
20201112,LIMA,60,76
20201112,LIMA,40,58
20201112,LIMA,60,134
20201112,LIMA,60,77
20201112,LIMA,40,93
20201112,LIMA,40,92
20201112,LIMA,60,67
20201112,LIMA,40,105
20201112,LIMA,40,73
20201112,LIMA,40,57
20201112,LIMA,40,57
20201112,LIMA,60,69
20201112,LIMA,40,80
20201112,LIMA,40,71
20201112,LIMA,60,66
20201112,LIMA,40,48
20201112,LIMA,40,52
20201112,LIMA,40,69
20201112,LIMA,60,107
20201112,LIMA,40,82
20201112,LIMA,40,53
20201112,LIMA,40,73
20201112,LIMA,60,100
20201112,LIMA,40,56
20201112,LIMA,40,78
20201112,LIMA,40,49
20201112,LIMA,60,73
20201112,LIMA,40,75
20201112,LIMA,40,90
20201112,LIMA,40,60
20201112,LIMA,60,113
20201112,LIMA,40,50
20201112,LIMA,40,101
20201112,LIMA,40,47
20201112,LIMA,60,68
