pmes,p107,p108,p109a,p206,p208b3,p209a,p209b,p209c,p209d,p209e,p209f,p209g,p209t,p209bb,p209cc,p209h,p209ee,P223A1,P223A2,P223A3,P223A4,P223A5,P223A6,P223A7,fa_efm21,IMTdep,IMTindep,IMTOSec,ITotal,p204
03,1,34,7,4,1,0,8,8,8,8,8,6,46,1,NA,1,1,2,2,2,2,2,2,2,971.712936522717,3248,0,0,3248,0
03,1,19,6,4,0,0,8,8,8,8,8,8,48,1,NA,1,1,2,2,2,2,2,2,2,959.71224372847,1083,0,0,1083,0
03,1,41,6,5,0,2,2,2,2,2,2,2,14,1,NA,1,1,2,2,2,2,2,2,2,971.712936522717,0,0,0,0,1
03,2,14,5,5,0,3,3,3,3,3,3,3,21,1,NA,2,2,2,2,2,2,2,2,2,1020.91710943028,0,0,0,0,1
03,1,27,6,2,0,10,10,10,10,10,10,10,70,1,NA,1,2,2,2,2,2,2,2,2,971.712936522717,0,1516,0,1516,0
03,1,53,4,2,3,0,5,0,5,0,5,0,15,1,NA,2,1,2,2,2,2,2,2,2,617.855201482977,0,600,0,600,0
03,2,59,6,2,6,9,9,9,9,9,9,9,63,1,NA,1,1,2,2,2,2,2,2,2,592.927564223561,0,120,0,120,0
03,2,37,8,4,0,0,5,5,5,5,5,0,25,1,NA,1,1,2,2,2,2,2,2,2,962.77768532193,346,0,0,346,0
03,1,15,5,5,2,0,1,1,1,1,1,1,6,1,NA,1,2,2,2,2,2,2,2,2,959.71224372847,0,0,0,0,1
03,1,43,9,3,1,0,8,8,8,8,8,8,48,1,NA,2,2,2,2,2,2,2,2,2,971.712936522717,3000,0,0,3000,0
03,1,54,6,3,4,0,16,8,16,8,16,8,72,1,NA,2,2,2,2,2,2,2,2,2,617.855201482977,2000,0,0,2000,0
03,2,55,8,3,25,0,6,6,6,6,6,0,30,1,NA,1,2,2,2,2,2,2,2,2,592.927564223561,1400,0,0,1400,0
03,1,21,9,3,1,0,8,8,8,8,8,8,48,1,NA,1,2,2,2,2,2,2,2,2,959.71224372847,1500,0,0,1500,0
03,2,32,6,2,2,0,10,10,10,10,10,6,56,1,NA,2,2,2,2,2,2,2,2,2,962.77768532193,0,1008,0,1008,0
03,1,52,6,3,30,0,18,14,18,14,18,14,96,1,NA,2,2,2,2,2,2,2,2,2,617.855201482977,3957,0,1600,5557,0
03,1,56,6,2,11,13,13,13,13,13,13,13,91,1,NA,1,2,2,2,2,2,2,2,2,154.463800370744,0,1516,0,1516,0
03,1,20,6,5,0,6,3,3,3,3,3,3,24,1,NA,2,1,2,2,2,2,2,2,2,239.928060932117,0,0,0,0,0
03,2,48,7,3,6,0,8,8,8,8,8,0,40,1,NA,2,2,2,2,2,2,2,2,2,444.695673167671,1200,0,0,1200,0
03,2,44,10,3,18,0,17,7,0,0,17,7,48,1,NA,2,2,2,2,2,2,2,2,2,722.083263991448,3269,0,0,3269,0
03,1,29,4,2,3,0,10,10,10,10,10,10,60,1,NA,1,2,2,2,2,2,2,2,2,971.712936522717,0,1299,0,1299,0
03,2,23,7,3,6,8,0,8,8,8,8,8,48,1,NA,1,2,2,2,2,2,2,2,2,1020.91710943028,930,0,0,930,0
03,2,34,6,6,0,0,8,0,8,0,8,0,24,1,NA,1,2,2,2,2,2,2,2,2,962.77768532193,676,0,0,676,0
03,1,62,5,3,16,0,10,10,10,10,10,6,56,1,NA,1,2,2,2,2,2,2,2,2,617.855201482977,1300,0,0,1300,0
03,1,34,6,2,9,0,11,11,11,11,11,11,66,1,NA,2,2,2,2,2,2,2,2,2,971.712936522717,0,1039,0,1039,0
03,1,50,3,2,3,0,8,8,8,8,8,8,48,1,NA,1,2,2,2,2,2,2,2,2,617.855201482977,0,866,0,866,0
03,1,18,6,4,3,0,8,0,8,0,8,0,24,2,48,1,2,2,2,2,2,2,2,2,959.71224372847,754,0,0,754,0
03,1,26,6,2,5,0,10,10,10,10,10,10,60,1,NA,2,2,2,2,2,2,2,2,2,971.712936522717,0,1299,0,1299,0
03,2,23,6,2,9,0,5,5,5,5,5,0,25,1,NA,2,2,2,2,2,2,2,2,2,1020.91710943028,0,217,0,217,0
03,1,38,4,3,11,0,12,12,12,12,12,0,60,1,NA,2,2,2,2,2,2,2,2,2,728.784702392038,1200,0,0,1200,0
03,1,34,6,4,0,0,9,9,9,9,9,5,50,1,NA,1,2,2,2,2,2,2,2,2,728.784702392038,1559,0,0,1559,0
03,1,39,4,4,5,0,9,9,9,9,9,5,50,1,NA,1,2,2,2,2,2,2,2,2,728.784702392038,1949,0,0,1949,0
03,2,33,3,4,0,0,11,11,11,11,11,11,66,1,NA,2,1,2,2,2,2,2,2,2,722.083263991448,600,0,0,600,0
03,1,42,6,4,1,0,8,8,8,8,8,8,48,1,NA,2,2,2,2,2,2,2,2,2,971.712936522717,1265,0,0,1265,0
03,2,48,8,3,25,0,6,6,6,6,6,0,30,1,NA,2,2,2,2,2,2,2,2,2,592.927564223561,2000,0,0,2000,0
03,1,23,6,4,2,0,8,0,8,8,0,6,30,1,NA,1,2,2,2,2,2,2,2,2,959.71224372847,520,0,0,520,0
03,2,17,6,3,0,0,6,6,6,6,6,0,30,1,NA,1,2,2,2,2,2,2,2,2,1020.91710943028,433,0,0,433,0
03,1,56,6,2,6,0,9,9,9,9,9,6,51,1,NA,2,2,2,2,2,2,2,2,2,617.855201482977,0,800,0,800,0
03,2,34,5,5,5,3,3,3,3,3,6,6,27,1,NA,1,2,2,2,2,2,2,2,2,962.77768532193,0,0,0,0,1
03,2,45,5,3,1,0,6,0,6,0,6,0,18,1,NA,1,2,2,2,2,2,2,2,2,592.927564223561,300,0,0,300,0
03,2,39,6,3,2,5,12,12,12,12,12,12,77,2,72,2,2,2,2,2,2,2,2,2,962.77768532193,779,0,0,779,0
03,2,22,9,3,0,0,9,0,9,0,9,0,27,1,NA,1,2,2,2,2,2,2,2,2,1020.91710943028,455,0,0,455,0
03,1,31,6,3,2,10,10,10,10,10,10,10,70,2,60,1,2,2,2,2,2,2,2,2,971.712936522717,1299,0,0,1299,0
03,1,66,6,3,21,0,8,8,8,8,8,8,48,1,NA,2,2,2,2,2,2,2,2,2,463.391401112233,2000,0,0,2000,0
03,2,42,10,3,21,0,8,8,8,8,8,0,40,1,NA,2,2,2,2,2,2,2,2,2,722.083263991448,4000,0,0,4000,0
03,1,34,8,3,1,0,8,8,8,8,8,8,48,1,NA,2,2,2,2,2,2,2,2,2,728.784702392038,1083,0,0,1083,0
03,2,34,8,3,1,0,8,8,8,8,8,8,48,1,NA,2,2,2,2,2,2,2,2,2,722.083263991448,866,0,0,866,0
03,1,46,6,2,4,0,10,10,10,10,10,12,62,1,NA,2,2,2,2,2,2,2,2,2,463.391401112233,0,1200,0,1200,0
03,1,27,6,3,6,17,7,0,17,7,0,7,55,1,NA,2,2,2,2,2,2,2,2,2,242.928234130679,2800,0,0,2800,0
03,2,22,9,5,2,0,6,6,6,6,6,12,42,1,NA,2,2,2,2,2,2,2,2,2,1020.91710943028,0,0,0,0,1
03,1,63,4,5,16,0,4,4,4,4,4,6,26,1,NA,2,2,2,2,2,2,2,2,2,617.855201482977,0,0,0,0,1
03,1,48,5,4,13,0,11,11,11,11,11,6,61,1,NA,2,2,2,2,2,2,2,2,2,617.855201482977,1732,0,0,1732,0
03,2,28,6,4,1,0,11,11,11,11,11,11,66,1,NA,2,2,2,2,2,2,2,2,2,962.77768532193,866,0,0,866,0
03,1,38,8,3,11,0,8,8,8,8,8,0,40,1,NA,1,1,2,2,2,2,2,2,2,971.712936522717,2500,0,0,2500,0
03,2,22,6,3,1,0,10,10,10,10,10,10,60,1,NA,1,2,2,2,2,2,2,2,2,1020.91710943028,882,0,0,882,0
03,2,34,6,6,1,0,10,10,10,10,10,10,60,1,NA,1,2,2,2,2,2,2,2,2,962.77768532193,693,0,0,693,0
03,1,62,6,2,31,0,9,9,9,9,9,9,54,1,NA,2,2,2,2,2,2,2,2,2,617.855201482977,0,1000,0,1000,0
03,2,58,4,6,0,10,10,10,10,10,10,10,70,2,60,2,2,2,2,2,2,2,2,2,592.927564223561,1646,0,0,1646,0
03,1,33,6,3,0,0,0,0,0,0,2,2,4,1,NA,1,1,2,2,2,2,2,2,2,971.712936522717,346,0,0,346,0
03,1,36,6,2,2,0,8,8,8,8,8,8,48,1,NA,1,2,2,2,2,2,2,2,2,971.712936522717,0,1000,0,1000,0
03,2,54,4,6,1,8,10,10,10,10,10,10,68,1,NA,2,2,2,2,2,2,2,2,2,592.927564223561,1526,0,0,1526,0
03,1,46,10,3,16,0,8,8,8,8,8,0,40,1,NA,2,2,2,2,2,2,2,2,2,463.391401112233,2000,0,0,2000,0
03,1,64,6,2,21,0,9,9,9,9,9,12,57,1,NA,2,2,2,2,2,2,2,2,2,463.391401112233,0,1040,0,1040,0
03,1,38,6,2,3,0,12,12,12,12,12,12,72,1,NA,2,2,2,2,2,2,2,2,2,728.784702392038,0,779,0,779,0
03,2,35,6,3,1,0,8,8,8,8,8,8,48,1,NA,1,2,2,2,2,2,2,2,2,962.77768532193,1800,0,0,1800,0
03,2,55,8,2,0,0,0,3,0,3,0,0,6,1,NA,1,1,2,2,2,2,2,2,2,592.927564223561,0,217,0,217,0
03,1,44,10,3,15,0,8,8,8,8,8,0,40,1,NA,1,1,2,2,2,2,2,2,2,971.712936522717,3000,0,0,3000,0
03,2,31,6,2,2,0,0,4,0,0,0,0,4,2,8,1,2,2,2,2,2,2,2,2,962.77768532193,0,700,0,700,0
03,1,36,6,2,3,0,6,6,6,6,6,0,30,1,NA,1,2,2,2,2,2,2,2,2,971.712936522717,0,520,0,520,0
03,2,42,10,3,9,0,12,12,12,12,12,8,68,2,40,2,2,2,2,2,2,2,2,2,962.77768532193,4000,0,0,4000,0
03,1,37,6,2,1,0,6,6,6,6,6,6,36,1,NA,2,1,2,2,2,2,2,2,2,971.712936522717,0,1000,0,1000,0
03,2,49,8,3,23,2,10,9,10,9,10,9,59,1,NA,2,2,2,2,2,2,2,2,2,592.927564223561,1200,0,300,1500,0
03,1,17,6,5,1,0,0,0,6,6,6,0,18,1,NA,1,2,2,2,2,2,2,2,2,959.71224372847,0,0,0,0,1
03,2,27,10,3,4,0,10,10,10,10,10,10,60,1,NA,2,2,2,2,2,2,2,2,2,962.77768532193,4500,0,0,4500,0
03,2,24,10,1,1,0,9,9,9,9,9,0,45,1,NA,1,2,2,2,2,2,2,2,2,1020.91710943028,0,3000,0,3000,0
03,1,26,8,1,4,0,8,8,8,8,8,8,48,1,NA,1,2,2,2,2,2,2,2,2,971.712936522717,0,3000,0,3000,0
03,1,24,10,1,4,0,8,8,8,8,8,8,48,1,NA,1,2,2,2,2,2,2,2,2,959.71224372847,0,2000,0,2000,0
03,1,58,10,3,32,0,7,7,7,7,7,0,35,2,30,1,1,2,2,2,2,2,2,2,617.855201482977,2450,0,0,2450,0
03,2,60,10,3,13,0,8,8,8,8,8,0,40,1,NA,1,2,2,2,2,2,2,2,2,592.927564223561,2500,0,0,2500,0
03,1,24,10,3,1,0,8,8,8,8,8,0,40,1,NA,1,1,2,2,2,2,2,2,2,959.71224372847,2000,0,0,2000,0
03,1,33,10,3,1,0,8,8,8,8,8,0,40,1,NA,2,2,2,2,2,2,2,2,2,485.856468261359,4000,0,0,4000,0
03,2,27,10,2,1,0,6,6,6,6,6,0,30,1,NA,2,2,2,2,2,2,2,2,2,481.388842660965,0,1000,0,1000,0
03,1,33,10,3,13,0,10,10,10,10,10,0,50,1,NA,1,2,2,2,2,2,2,2,2,971.712936522717,4000,0,0,4000,0
03,1,60,8,6,1,0,0,8,0,8,0,0,16,1,NA,1,1,2,2,2,2,2,2,2,617.855201482977,400,0,0,400,0
03,2,50,6,5,7,0,6,6,6,6,6,0,30,1,NA,1,2,2,2,2,2,2,2,2,592.927564223561,0,0,0,0,0
03,2,22,10,3,0,8,8,8,8,0,8,8,48,1,NA,2,1,2,2,2,2,2,2,2,1020.91710943028,1500,0,0,1500,0
03,1,64,10,3,1,0,8,8,8,8,8,8,48,1,NA,2,2,2,2,2,2,2,2,2,617.855201482977,930,0,0,930,0
03,2,60,10,3,22,0,6,6,6,6,6,0,30,1,NA,1,2,2,2,2,2,2,2,2,592.927564223561,2200,0,0,2200,0
03,1,34,10,2,1,0,0,2,2,2,0,0,6,1,NA,2,1,2,2,2,2,2,2,2,971.712936522717,0,500,0,500,0
03,1,50,6,4,6,0,8,8,8,8,8,8,48,1,NA,1,2,2,2,2,2,2,2,2,617.855201482977,1732,0,0,1732,0
03,1,50,6,4,3,0,8,8,8,8,8,0,40,1,NA,1,2,2,2,1,2,2,2,1,617.855201482977,1100,0,0,1100,0
03,1,49,6,3,11,0,8,8,8,8,8,8,48,1,NA,1,2,2,2,2,2,2,2,2,617.855201482977,1200,0,0,1200,0
03,1,38,10,3,3,0,8,8,8,8,8,8,48,1,NA,2,2,2,2,2,2,2,2,2,728.784702392038,3500,0,0,3500,0
03,2,39,10,2,1,0,3,3,3,3,3,3,18,1,NA,1,2,2,2,2,2,2,2,2,722.083263991448,0,930,0,930,0
03,2,57,10,3,36,0,6,6,6,6,6,0,30,1,NA,2,2,2,2,2,2,2,2,2,444.695673167671,2700,0,0,2700,0
03,2,24,9,3,2,0,8,8,8,8,8,0,40,1,NA,1,2,2,2,2,2,2,2,2,765.68783207271,2000,0,0,2000,0
03,2,20,9,6,2,8,8,8,8,8,8,8,56,1,NA,1,2,2,2,2,2,2,2,2,765.68783207271,625,0,0,625,0
03,1,30,9,3,1,0,12,12,12,12,12,12,72,1,NA,2,1,2,2,2,2,2,2,2,728.784702392038,1500,0,0,1500,0
03,1,62,8,3,0,0,8,8,8,8,8,8,48,1,NA,2,2,2,2,2,2,2,2,2,617.855201482977,2500,0,0,2500,0
03,1,61,10,3,6,0,8,8,8,8,8,0,40,1,NA,2,2,2,2,2,2,2,2,2,617.855201482977,1025,0,0,1025,0
03,2,56,8,3,0,0,7,7,7,7,7,0,35,1,NA,1,1,2,2,2,2,2,2,2,592.927564223561,1000,0,0,1000,0
03,2,27,10,3,0,0,8,8,8,8,8,0,40,1,NA,2,1,2,2,2,2,2,2,2,962.77768532193,930,0,0,930,0
03,1,59,4,2,1,12,7,5,12,12,12,12,72,1,NA,2,2,2,2,2,2,2,2,2,617.855201482977,0,800,0,800,0
03,1,49,6,4,4,0,14,0,14,0,14,0,42,1,NA,1,1,2,2,2,2,2,2,2,617.855201482977,650,0,0,650,0
03,1,48,6,4,20,0,12,12,12,12,0,0,48,1,NA,1,2,2,2,2,2,2,2,2,617.855201482977,930,0,0,930,0
03,2,51,10,3,11,0,6,6,6,6,6,6,36,1,NA,2,2,2,2,2,2,2,2,2,592.927564223561,2000,0,0,2000,0
03,1,28,7,3,2,0,8,8,8,8,8,8,48,1,NA,1,2,2,2,2,2,2,2,2,971.712936522717,950,0,0,950,0
03,1,47,10,3,2,0,8,8,8,8,8,0,40,1,NA,1,2,2,2,2,2,2,2,2,463.391401112233,5000,0,0,5000,0
03,2,43,10,3,20,0,12,0,12,0,12,0,36,2,48,1,1,2,2,2,2,2,2,2,722.083263991448,3500,0,0,3500,0
03,2,31,8,3,1,0,6,6,6,6,6,6,36,1,NA,1,2,2,2,2,2,2,2,2,240.694421330483,1700,0,0,1700,0
03,1,23,9,3,0,0,10,8,8,8,8,0,42,1,NA,1,2,2,2,2,2,2,2,2,719.784182796352,1600,0,0,1600,0
03,2,68,5,2,11,0,4,0,4,0,0,0,8,1,NA,2,2,2,2,2,2,2,2,2,444.695673167671,0,120,0,120,1
03,1,38,6,2,7,12,0,12,12,12,12,12,72,1,NA,1,2,2,2,2,2,2,2,2,728.784702392038,0,1000,0,1000,0
03,2,56,6,6,0,0,12,12,12,12,12,0,60,1,NA,1,2,2,2,2,2,2,2,2,444.695673167671,867,0,0,867,0
03,2,56,8,2,1,0,8,8,8,8,8,8,48,1,NA,1,2,2,2,2,2,2,2,2,444.695673167671,0,1000,0,1000,1
03,2,27,8,3,0,12,12,0,12,12,12,12,72,1,NA,1,2,2,2,2,2,2,2,2,722.083263991448,909,0,0,909,0
03,1,24,6,3,0,12,12,0,12,12,12,12,72,1,NA,1,2,2,2,2,2,2,2,2,719.784182796352,953,0,0,953,0
03,2,58,10,2,0,4,4,4,4,4,4,4,28,1,NA,1,2,2,2,2,2,2,2,2,444.695673167671,0,400,0,400,1
03,1,34,6,4,0,0,9,9,9,9,9,9,54,1,NA,2,2,2,2,2,2,2,2,2,971.712936522717,2000,0,0,2000,0
03,1,27,6,3,0,0,8,8,8,8,8,0,40,1,NA,1,2,2,2,2,2,2,2,2,971.712936522717,1200,0,0,1200,0
03,1,25,10,3,2,0,8,8,8,8,8,0,40,1,NA,2,2,2,2,2,2,2,2,2,971.712936522717,960,0,0,960,1
03,1,28,9,3,3,0,8,8,8,8,8,0,40,1,NA,2,2,2,2,2,2,2,2,2,971.712936522717,2000,0,0,2000,0
03,1,54,6,3,31,0,8,8,8,8,8,0,40,1,NA,1,2,2,2,2,2,2,2,2,463.391401112233,4500,0,0,4500,0
03,1,36,8,3,11,0,8,8,8,8,8,0,40,1,NA,1,2,2,2,2,2,2,2,2,728.784702392038,2500,0,0,2500,0
03,1,47,10,3,16,0,8,8,8,8,8,0,40,1,NA,1,2,2,2,2,2,2,2,2,463.391401112233,5000,0,0,5000,0
03,2,66,10,3,23,0,8,8,8,8,8,0,40,1,NA,1,2,2,2,2,2,2,2,2,148.23189105589,3000,0,0,3000,0
03,1,51,10,3,27,0,10,10,10,10,10,0,50,2,48,1,2,2,2,2,2,2,2,2,154.463800370744,4500,0,0,4500,0
03,1,53,10,2,1,0,8,8,8,8,8,8,48,1,NA,1,2,2,2,2,2,2,2,2,463.391401112233,0,1000,0,1000,0
03,2,24,8,3,0,8,8,8,8,0,8,8,48,1,NA,2,2,2,2,2,2,2,2,2,765.68783207271,960,0,0,960,0
03,2,57,10,3,2,0,8,8,8,8,8,0,40,1,NA,2,2,2,2,2,2,2,2,2,444.695673167671,960,0,0,960,0
03,1,48,6,2,31,0,8,8,8,8,8,8,48,1,NA,2,2,2,2,2,2,2,2,2,463.391401112233,0,1200,0,1200,0
03,1,30,10,5,0,12,12,11,12,12,12,12,83,1,NA,1,1,2,2,2,2,2,2,2,728.784702392038,0,0,0,0,1
03,1,20,9,5,1,0,6,6,6,6,6,6,36,1,NA,1,1,2,2,2,2,2,2,2,719.784182796352,0,0,0,0,1
03,2,28,4,5,0,0,4,4,4,4,4,4,24,1,NA,2,2,2,2,2,2,2,2,2,722.083263991448,0,0,0,0,1
03,2,68,3,5,0,0,3,3,3,3,3,2,17,1,NA,2,2,2,2,2,2,2,2,2,444.695673167671,0,0,0,0,1
03,1,33,6,4,0,0,0,0,10,10,10,10,40,1,NA,1,1,2,2,2,2,2,2,2,485.856468261359,779,0,0,779,0
03,2,35,5,4,1,8,8,8,8,8,8,0,48,1,NA,1,1,2,2,2,2,2,2,2,481.388842660965,930,0,0,930,0
03,1,16,6,4,0,0,0,0,0,6,6,0,12,1,NA,1,1,2,2,2,2,2,2,2,479.856121864235,173,0,0,173,0
03,1,36,5,4,0,0,10,0,0,10,10,10,40,1,NA,1,1,2,2,2,2,2,2,2,485.856468261359,1299,0,0,1299,0
03,2,36,6,4,0,0,0,0,0,0,6,6,12,1,NA,1,1,2,2,2,2,2,2,2,481.388842660965,173,0,0,173,0
03,1,46,7,4,0,0,9,9,9,9,9,10,55,2,52,2,2,2,2,2,2,2,2,2,308.927600741489,2598,0,0,2598,0
03,1,26,9,2,1,0,12,12,12,12,12,12,72,1,NA,2,2,2,2,2,2,2,2,2,971.712936522717,0,1300,0,1300,0
03,1,39,6,4,1,12,12,12,12,0,12,12,72,1,NA,2,2,2,2,2,2,2,2,2,971.712936522717,2200,0,0,2200,0
03,2,25,8,3,0,0,9,9,9,9,9,6,51,1,NA,2,2,2,2,2,2,2,2,2,962.77768532193,1200,0,0,1200,0
03,2,33,5,4,1,0,8,8,8,8,8,8,48,1,NA,2,2,2,2,2,2,2,2,2,962.77768532193,780,0,0,780,0
03,1,35,6,3,10,11,11,11,11,0,11,11,66,1,NA,2,2,2,2,2,2,2,2,2,971.712936522717,1700,0,0,1700,0
03,1,49,9,4,1,0,8,8,8,8,9,9,50,1,NA,2,2,2,2,2,2,2,2,2,617.855201482977,1299,0,0,1299,0
03,1,33,6,6,0,0,4,4,4,4,4,0,20,1,NA,2,2,2,2,2,2,2,2,2,971.712936522717,500,0,0,500,0
03,1,22,4,4,0,0,8,8,8,8,8,8,48,1,NA,2,2,2,2,2,2,2,2,2,959.71224372847,1299,0,0,1299,0
03,1,50,10,1,6,0,9,9,9,9,9,6,51,1,NA,2,2,2,2,2,2,2,2,2,617.855201482977,0,3000,0,3000,0
03,2,47,8,5,5,0,6,6,6,6,6,0,30,1,NA,2,2,2,2,2,2,2,2,2,592.927564223561,0,0,0,0,0
03,2,58,6,5,7,0,6,6,6,6,6,6,36,1,NA,2,2,2,2,2,2,2,2,2,592.927564223561,0,0,0,0,1
03,1,42,10,3,5,0,10,9,9,10,9,0,47,1,NA,1,2,2,2,2,2,2,2,2,728.784702392038,3525,0,0,3525,0
03,2,38,10,3,1,0,6,6,6,6,6,0,30,1,NA,1,1,2,2,2,2,2,2,2,722.083263991448,2400,0,0,2400,0
03,1,41,6,2,8,0,8,8,8,8,8,8,48,1,NA,2,2,2,2,2,2,2,2,2,728.784702392038,0,1000,0,1000,0
03,2,40,8,3,3,0,8,8,8,8,8,8,48,1,NA,2,2,2,2,2,2,2,2,2,722.083263991448,2300,0,0,2300,0
03,1,40,8,3,2,0,8,8,8,8,8,0,40,1,NA,1,1,2,2,2,2,2,2,2,728.784702392038,2500,0,0,2500,0
03,2,45,10,3,22,0,6,6,6,6,6,0,30,1,NA,1,2,2,2,2,2,2,2,2,296.463782111781,3000,0,0,3000,0
03,1,58,9,2,2,0,8,8,8,8,8,8,48,1,NA,1,1,2,2,2,2,2,2,2,617.855201482977,0,600,0,600,0
03,1,55,6,4,20,0,8,8,8,8,8,8,48,1,NA,1,2,2,2,2,2,2,2,2,617.855201482977,1299,0,0,1299,0
03,1,54,6,5,0,0,0,0,0,8,8,0,16,2,48,1,1,2,2,2,2,2,2,2,617.855201482977,0,0,0,0,1
03,1,51,6,3,9,0,8,8,8,8,8,4,44,1,NA,2,1,2,2,2,2,2,2,2,617.855201482977,1000,0,0,1000,0
03,2,37,9,5,1,0,8,8,8,8,8,8,48,1,NA,1,1,2,2,2,2,2,2,2,962.77768532193,0,0,0,0,1
03,1,52,3,4,0,0,8,8,8,8,8,8,48,1,NA,1,2,2,2,2,2,2,2,2,617.855201482977,1299,0,0,1299,0
03,2,61,6,7,4,0,8,8,8,8,8,8,48,1,NA,1,2,2,2,2,2,2,2,2,592.927564223561,0,0,0,0,1
03,1,61,6,2,5,0,8,8,8,8,8,8,48,1,NA,2,2,2,2,2,2,2,2,2,308.927600741489,0,1039,0,1039,0
03,1,36,6,3,5,0,12,12,12,12,12,12,72,1,NA,2,2,2,2,2,2,2,2,2,485.856468261359,1300,0,0,1300,0
03,1,39,6,3,21,0,8,8,8,8,8,0,40,1,NA,1,2,2,2,2,2,2,2,2,971.712936522717,2973,0,0,2973,0
03,1,49,6,4,0,0,8,8,8,8,8,8,48,1,NA,1,1,2,2,2,2,2,2,2,617.855201482977,1083,0,0,1083,0
03,2,61,8,5,1,0,3,3,3,3,3,3,18,1,NA,2,2,2,2,2,2,2,2,2,592.927564223561,0,0,0,0,1
03,1,57,6,2,1,0,11,11,11,11,11,11,66,1,NA,2,2,2,2,2,2,2,2,2,617.855201482977,0,2728,0,2728,0
03,1,26,9,5,0,0,3,3,3,3,3,3,18,1,NA,1,1,2,2,2,2,2,2,2,971.712936522717,0,0,0,0,1
03,1,53,6,5,0,0,3,3,3,3,3,3,18,1,NA,2,2,2,2,2,2,2,2,2,617.855201482977,0,0,0,0,0
03,2,46,6,2,7,0,11,11,11,11,11,11,66,1,NA,2,2,2,2,2,2,2,2,2,592.927564223561,0,1039,0,1039,0
03,2,49,6,3,0,0,10,10,10,10,10,10,60,1,NA,2,2,2,2,2,2,2,2,2,592.927564223561,1169,0,0,1169,0
03,2,44,6,5,0,0,0,2,2,2,2,0,8,1,NA,1,1,2,2,2,2,2,2,2,962.77768532193,0,0,0,0,0
03,2,19,8,2,2,8,0,0,4,0,0,4,16,1,NA,1,2,2,2,2,2,2,2,2,1020.91710943028,0,650,0,650,0
03,2,36,8,3,3,0,9,9,9,9,9,0,45,1,NA,2,2,2,2,2,2,2,2,2,722.083263991448,1600,0,0,1600,0
03,1,53,10,4,22,0,8,8,8,8,8,0,40,1,NA,1,2,2,2,2,2,2,2,2,463.391401112233,2200,0,0,2200,0
03,2,56,10,3,0,0,4,4,4,4,4,0,20,1,NA,1,1,2,2,2,2,2,2,2,444.695673167671,930,0,0,930,0
03,2,21,10,3,1,0,9,9,9,9,9,5,50,1,NA,2,2,2,2,2,2,2,2,2,765.68783207271,2630,0,0,2630,0
03,1,48,3,2,0,0,8,8,0,0,0,0,16,2,48,2,2,2,2,2,2,2,2,2,154.463800370744,0,346,0,346,0
03,2,53,8,2,0,0,5,5,5,5,5,5,30,1,NA,1,2,2,2,2,2,2,2,2,444.695673167671,0,528,0,528,0
03,2,55,10,3,26,6,6,6,6,6,6,6,42,1,NA,1,2,2,2,2,2,2,2,2,592.927564223561,2500,0,0,2500,0
03,1,42,7,3,13,0,8,8,8,8,8,0,40,1,NA,1,2,2,2,2,2,2,2,2,971.712936522717,3300,0,0,3300,0
03,1,24,8,2,1,0,6,6,6,6,6,0,30,1,NA,1,1,2,2,2,2,2,2,2,959.71224372847,0,500,0,500,0
03,1,36,6,2,4,0,12,12,12,12,12,12,72,1,NA,1,2,2,2,2,2,2,2,2,971.712936522717,0,2598,0,2598,0
03,2,48,8,3,0,0,7,7,7,7,7,0,35,2,30,1,1,2,2,2,2,2,2,2,592.927564223561,700,0,0,700,0
03,2,21,6,3,2,9,9,9,0,9,9,9,54,1,NA,1,1,2,2,2,2,2,2,2,1020.91710943028,1138,0,0,1138,0
03,2,67,6,2,11,0,0,1,0,1,1,0,3,1,NA,2,1,2,2,2,2,2,2,2,592.927564223561,0,130,0,130,0
03,2,65,9,2,11,0,0,3,3,0,3,0,9,1,NA,2,2,2,2,2,2,2,2,2,592.927564223561,0,390,0,390,0
03,2,58,8,3,9,12,0,0,0,12,12,12,48,1,NA,1,2,2,2,2,2,2,2,2,592.927564223561,1716,0,0,1716,0
03,2,53,10,3,4,0,6,6,6,6,6,6,36,2,48,1,2,2,2,2,2,2,2,2,592.927564223561,750,0,0,750,0
03,1,57,3,4,9,0,9,9,9,9,9,9,54,1,NA,1,2,2,2,2,2,2,2,2,617.855201482977,1516,0,0,1516,0
03,1,36,1,4,21,0,8,8,8,8,8,0,40,1,NA,1,1,2,2,2,2,1,2,1,971.712936522717,800,0,0,800,0
03,1,37,6,2,21,0,11,11,11,11,11,0,55,1,NA,1,2,2,2,2,2,2,2,2,971.712936522717,0,700,0,700,0
03,1,58,4,3,3,0,9,9,9,9,9,9,54,1,NA,2,2,2,2,2,2,2,2,2,617.855201482977,1075,0,0,1075,0
03,2,30,5,7,2,0,0,0,0,0,0,3,3,1,NA,1,2,2,2,2,2,2,2,2,962.77768532193,0,0,0,0,1
03,1,44,6,4,11,0,10,10,10,10,10,10,60,1,NA,2,2,2,2,2,2,2,2,2,971.712936522717,1299,0,0,1299,0
03,1,19,6,4,1,0,8,8,8,8,8,8,48,1,NA,2,2,2,2,2,2,2,2,2,959.71224372847,950,0,0,950,0
03,1,23,8,5,3,9,9,9,9,9,9,9,63,1,NA,1,2,2,2,2,2,2,2,2,479.856121864235,0,0,0,0,1
