Marca temporal,¿En que ciclo estas?,Edad (en años),¿Con quién vive usted?,¿Usted ha gastado alguna vez dinero en videojuegos?,¿Con cuál o cuales de estos dispositivos electrónicos dispone?,¿Qué género de videojuego frecuenta más o es su preferido?,¿Qué opina acerca del dinero que las personas invierten en videojuegos?,"¿Qué tan seguido compra algo referente a videojuegos? (Acessorios, Ropa, Libros, etc.)",¿Cuál es el método de pago favorito que preferiría al comprar videojuegos?,¿Qué plataforma usa para comprar videojuegos o contenido adicional?,¿Tiene una forma de ingreso económico propio?,"¿Cuánto tiempo (en horas) le dedica a jugar videojuegos por semana?
Ejemplo: Si le dedica a jugar 5 horas 35 minutos, debe ingresar 5.35
Si no le dedica nada de tiempo a jugar, debe ingresar 0.","¿Cuánto dinero (en soles) gastó en comprar videojuegos como máximo? 
Ejemplo: Si gastó 123, 40, debe ingresar 123.40.
Si no gastó nada, debe ingresar 0.","¿Cuánto dinero (en soles) gastó en  (skins, pase de batalla, DLCs, etc.) como máximo? 
Ejemplo: Si gastó 123, 40 soles, debe ingresar 123.40.
Si no gastó nada, debe ingresar 0.","¿Cuánto dinero (en soles)  gastó en comprar periféricos (teclado, mouse, audífonos, mandos) como máximo? 
Ejemplo: Si gastó 123, 40, debe ingresar 123.40.
Si no gastó nada, debe ingresar 0.",¿Dónde prefieres comprar tus videojuegos?,Dirección de correo electrónico
3/05/2023 19:54:15,5,19,Vivo solo,Si,"Laptop, Xbox, Celular/Tablet/Ipad","Shooters, MMO (Masive Multiplayer Online), Juegos campaña",2,1 - 3 veces al mes,"Efectivo, Tarjeta de crédito","Steam, Xbox",No,4.2,80,50,320,Online,
3/05/2023 19:56:06,5,20,Vivo solo,No,"PC, Celular/Tablet/Ipad","MOBA (Multiplayer Online Battle Arena), Shooters, MMO (Masive Multiplayer Online)",2,No compro,Tarjeta de crédito,Google Play / App Store,No,2,0,0,70,Ninguno,
3/05/2023 20:08:31,3,19,Vivo con roommates (Compañeros de cuarto),Si,"PC, Laptop, PlayStation, Celular/Tablet/Ipad","MOBA (Multiplayer Online Battle Arena), Shooters",2,Cada 6 meses,"Efectivo, Tarjeta de crédito, Aplicativo movil (Yape/Plin)","Steam, Epic Games, PlayStation",No,5,100,60,180,Tienda fisica,
3/05/2023 20:10:25,2,18,Vivo con algun Familiar,Si,"PC, Laptop, Celular/Tablet/Ipad","Shooters, MMO (Masive Multiplayer Online), Juegos campaña",2,Cada 3 meses,"Efectivo, Tarjeta de crédito","Steam, Epic Games, Google Play / App Store",Si,5,100,20,60,Tienda fisica,
3/05/2023 20:12:08,1,17,Vivo con roommates (Compañeros de cuarto),Si,"PC, Laptop, Xbox","Shooters, MMO (Masive Multiplayer Online), Juegos campaña",2,Cada 3 meses,"Tarjeta de crédito, Aplicativo movil (Yape/Plin)","Epic Games, Xbox",No,7,180,35,90,Tienda fisica,
3/05/2023 20:13:41,1,18,Vivo con algun Familiar,No,"PC, Xbox, Celular/Tablet/Ipad","MOBA (Multiplayer Online Battle Arena), Shooters, Juegos campaña",1,Cada 6 meses,"Tarjeta de crédito, Tarjeta de débito, Aplicativo movil (Yape/Plin)","Blizzard, PlayStation, Xbox",No,4.3,110,45,150,Tienda fisica,
4/05/2023 14:03:52,4,18,Vivo solo,Si,"PC, Laptop, Celular/Tablet/Ipad","MOBA (Multiplayer Online Battle Arena), MMO (Masive Multiplayer Online)",1,Cada 3 meses,Tarjeta de débito,"Steam, Blizzard, Epic Games, Origin, PlayStation",Si,4,140.50,120,250,Online,
4/05/2023 14:39:59,1,17,Vivo con algun Familiar,Si,"PC, PlayStation, Celular/Tablet/Ipad","MOBA (Multiplayer Online Battle Arena), Shooters",1,1 vez al año,Tarjeta de débito,Google Play / App Store,No,1,90.00,1200,300,Online,
4/05/2023 15:56:46,4,20,Vivo solo,No,PC,Juegos campaña,3,Cada 3 meses,Tarjeta de crédito,"Xbox, Google Play / App Store",No,500,13.0,123,123.40,Tienda fisica,
4/05/2023 15:57:45,4,18,Vivo solo,Si,PC,Juegos campaña,2,1 vez al año,Tarjeta de débito,Steam,Si,2,0,600,500,Online,
4/05/2023 15:59:08,4,19,Vivo con algun Familiar,Si,PlayStation,"MOBA (Multiplayer Online Battle Arena), Shooters, Juegos campaña",3,Cada 6 meses,Tarjeta de crédito,"Epic Games, PlayStation",Si,2,170,120,0,Tienda fisica,
4/05/2023 17:30:15,6,0,con un parásito,Si,nintendo 3ds,Ninguno (No juego videojuegos),4,1 vez al año,bitcoin,utorrent,No,999.924,0,69,1042,sail the seven seas,
4/05/2023 19:26:26,3,17,Vivo con algun Familiar,Si,"PC, Laptop, PlayStation, Celular/Tablet/Ipad","Shooters, MMO (Masive Multiplayer Online), Juegos campaña",4,1 vez al año,"Efectivo, Tarjeta de crédito, Tarjeta de débito","Steam, Epic Games, PlayStation",Si,0,0,0,0,Tienda fisica,
4/05/2023 19:27:37,4,19,Vivo con algun Familiar,No,Laptop,"MOBA (Multiplayer Online Battle Arena), MMO (Masive Multiplayer Online)",2,Cada 3 meses,"Efectivo, Tarjeta de crédito","Blizzard, Origin",Si,5,130,0,123,Tienda fisica,
4/05/2023 19:28:06,3,18,Vivo con algun Familiar,No,"Laptop, PlayStation, Celular/Tablet/Ipad",MMO (Masive Multiplayer Online),2,1 vez al año,"Efectivo, Tarjeta de crédito, Tarjeta de débito, Aplicativo movil (Yape/Plin)","Steam, Blizzard, Epic Games, PlayStation, Google Play / App Store",No,4,120,0,0,Tienda fisica,
4/05/2023 19:30:27,3,18,Vivo con algun Familiar,No,"PC, Laptop, Celular/Tablet/Ipad",Juegos campaña,3,1 - 3 veces al mes,"Efectivo, Aplicativo movil (Yape/Plin)",Google Play / App Store,Si,1,0,0,150,Tienda fisica,
4/05/2023 19:32:21,3,18,Vivo con algun Familiar,No,"Laptop, Celular/Tablet/Ipad",Ninguno (No juego videojuegos),3,No compro,Ninguna,Ninguna ,No,0,0,0,0,Ninguna,
4/05/2023 19:33:01,4,22,Vivo solo,Si,Celular/Tablet/Ipad,MOBA (Multiplayer Online Battle Arena),3,1 - 3 veces al mes,Tarjeta de crédito,Google Play / App Store,Si,3,0,400,500,Online,
4/05/2023 19:38:35,4,22,Vivo con algun Familiar,Si,"PC, Laptop, Celular/Tablet/Ipad","MOBA (Multiplayer Online Battle Arena), Shooters",3,1 vez al año,Tarjeta de crédito,"Steam, Epic Games",No,1,140,240,200,Online,
4/05/2023 20:03:35,5,20,Vivo con algun Familiar,Si,"PC, Laptop",Juegos campaña,1,Cada 6 meses,Tarjeta de débito,PlayStation,No,4.40,150.00,0,250,Tienda fisica,
4/05/2023 21:22:46,3,17,Vivo con algun Familiar,No,"Laptop, Celular/Tablet/Ipad",Ninguno (No juego videojuegos),2,No compro,Aplicativo movil (Yape/Plin),No compro,No,0,0,0,0,No compro,
4/05/2023 22:05:22,4,19,Vivo con algun Familiar,Si,PC,MOBA (Multiplayer Online Battle Arena),3,No compro,Efectivo,"Steam, Epic Games",Si,3,0,0,150,Online,
5/05/2023 8:36:10,6,24,Vivo solo,Si,PC,"Shooters, MMO (Masive Multiplayer Online)",2,1 vez al año,Efectivo,"Blizzard, Origin",Si,4,34,12,22,Online,
5/05/2023 16:27:20,5,19,Vivo con algun Familiar,Si,"Laptop, PlayStation, Celular/Tablet/Ipad","Shooters, MMO (Masive Multiplayer Online), Juegos campaña",3,Cada 6 meses,"Efectivo, Aplicativo movil (Yape/Plin)","Steam, Epic Games, PlayStation",No,3,220,0,350,Tienda fisica,
5/05/2023 19:28:33,6,21,Vivo con algun Familiar,Si,Laptop,"Shooters, Juegos campaña",1,Cada 6 meses,"Tarjeta de débito, Aplicativo movil (Yape/Plin), Pagoefectivo","Steam, Google Play / App Store",Si,3,100,40,120,Online,
5/05/2023 19:32:26,6,22,Vivo solo,Si,"Laptop, Celular/Tablet/Ipad","MOBA (Multiplayer Online Battle Arena), ",3,1 vez al año,"Tarjeta de débito, Aplicativo movil (Yape/Plin)","Steam, Google Play / App Store",Si,1,10,10,100,Online,
5/05/2023 19:33:38,7,20,Vivo solo,No,PC,MMO (Masive Multiplayer Online),5,No compro,Tarjeta de crédito,Epic Games,Si,0,0,0,150,Online,
5/05/2023 19:44:12,7,21,Vivo con algun Familiar,Si,"PlayStation, Celular/Tablet/Ipad","Shooters, MMO (Masive Multiplayer Online), Juegos campaña",1,1 vez al año,Tarjeta de débito,"Steam, PlayStation",Si,3,220,300,500,Online,
5/05/2023 19:51:59,6,23,Vivo con roommates (Compañeros de cuarto),No,"Laptop, Celular/Tablet/Ipad",Juegos campaña,3,1 vez al año,Tarjeta de débito,PlayStation,Si,2,50,0,60,Tienda fisica,
5/05/2023 20:42:19,4,19,Vivo solo,No,"Laptop, PlayStation",Shooters,2,1 - 3 veces al mes,Tarjeta de crédito,"Blizzard, Epic Games, PlayStation",Si,5,120,69,47,Tienda fisica,
5/05/2023 20:43:55,3,22,Vivo con algun Familiar,No,"Laptop, Celular/Tablet/Ipad",Ninguno (No juego videojuegos),5,No compro,"Efectivo, Aplicativo movil (Yape/Plin)",Google Play / App Store,Si,3,20,20,20,Tienda fisica,
5/05/2023 20:50:27,3,18,Vivo con algun Familiar,No,Laptop,Ninguno (No juego videojuegos),3,No compro,Aplicativo movil (Yape/Plin),Steam,No,6,250,0,0,Online,
5/05/2023 20:50:45,4,20,Vivo con algun Familiar,Si,"Laptop, PlayStation","MOBA (Multiplayer Online Battle Arena), Shooters, MMO (Masive Multiplayer Online)",3,Cada 6 meses,Tarjeta de débito,Epic Games,No,3.15,60,60,60,Tienda fisica,
5/05/2023 20:52:40,5,18,Vivo con algun Familiar,Si,"PC, Laptop, Celular/Tablet/Ipad","Shooters, Multijugador",3,Cada 6 meses,"Tarjeta de crédito, Tarjeta de débito","Steam, Epic Games, PlayStation, Google Play / App Store",No,3,80,20,300,Online,
5/05/2023 22:52:52,2,17,Vivo solo,No,"PC, Laptop, Celular/Tablet/Ipad",Ninguno (No juego videojuegos),3,No compro,Tarjeta de crédito,Google Play / App Store,No,0,0,60,200,Online,
8/05/2023 15:07:18,5,19,Vivo con algun Familiar,Si,"Laptop, Celular/Tablet/Ipad",MMO (Masive Multiplayer Online),2,1 vez al año,Tarjeta de débito,"Epic Games, Google Play / App Store",Si,4,40,0,200,Online,
8/05/2023 18:06:39,3,18,Vivo con algun Familiar,Si,"PC, Laptop, PlayStation, Celular/Tablet/Ipad","MMO (Masive Multiplayer Online), Juegos campaña",2,Cada 3 meses,"Efectivo, Tarjeta de crédito, Tarjeta de débito, Aplicativo movil (Yape/Plin)","Steam, Epic Games, PlayStation, Google Play / App Store",Si,7,200,150,250,Online,
8/05/2023 18:08:15,4,18,Vivo con algun Familiar,No,Celular/Tablet/Ipad,Ninguno (No juego videojuegos),3,No compro,Ninguno,Ninguno,Si,0,0,0,0,Ninguno,
9/05/2023 10:43:39,4,20,Vivo con algun Familiar,Si,"PC, Laptop, Celular/Tablet/Ipad","MOBA (Multiplayer Online Battle Arena), Shooters",1,Cada 6 meses,"Tarjeta de crédito, Tarjeta de débito","Steam, Epic Games",No,5,100,50,320,Online,
9/05/2023 12:05:40,5,20,Vivo con algun Familiar,Si,"Laptop, PlayStation","MMO (Masive Multiplayer Online), Juegos campaña",2,Cada 6 meses,Tarjeta de crédito,"Steam, Epic Games, PlayStation",Si,3.30,99,0,1200,Online,
9/05/2023 14:05:55,6,25,con mis padres y mis hermanos,No,Laptop,Ninguno (No juego videojuegos),3,No compro,Efectivo,Google Play / App Store,Si,0,0,0,0,Donde estas mas barato y de calidad,
10/05/2023 10:30:18,5,20,Vivo con roommates (Compañeros de cuarto),No,"Laptop, Celular/Tablet/Ipad",Ninguno (No juego videojuegos),4,No compro,Aplicativo movil (Yape/Plin),Google Play / App Store,No,0,0,0,700,Online,
11/05/2023 11:46:39,6,21,Vivo con algun Familiar,Si,"Laptop, Celular/Tablet/Ipad","Shooters, MMO (Masive Multiplayer Online), Juegos campaña",2,No compro,"Tarjeta de débito, Aplicativo movil (Yape/Plin)","Steam, Blizzard, Epic Games",No,4,50,20,1200,Online,
11/05/2023 11:48:48,2,18,Vivo con algun Familiar,No,"Laptop, PlayStation","MOBA (Multiplayer Online Battle Arena), Shooters",1,No compro,Tarjeta de débito,"Steam, PlayStation",No,3.30,0,0,100,Online,
11/05/2023 11:51:25,5,19,Vivo con roommates (Compañeros de cuarto),Si,"Laptop, Celular/Tablet/Ipad",Juegos campaña,1,No compro,"Tarjeta de crédito, Tarjeta de débito",Steam,Si,4,100,30,200,Online,
11/05/2023 11:53:14,1,18,Vivo con algun Familiar,Si,"PC, Celular/Tablet/Ipad",Shooters,2,1 vez al año,Tarjeta de crédito,Xbox,No,4,130,50,1000,Online,
11/05/2023 12:00:04,7,22,Vivo con algun Familiar,Si,"Laptop, Xbox, Celular/Tablet/Ipad","Shooters, MMO (Masive Multiplayer Online)",1,No compro,Tarjeta de crédito,"Blizzard, Origin, Xbox",Si,4.30,98.90,70,300,Online,
11/05/2023 17:44:40,3,19,Vivo con algun Familiar,No,"Laptop, Celular/Tablet/Ipad",Juegos campaña,3,No compro,Aplicativo movil (Yape/Plin),PlayStation,No,1.30,0,0,50,Online,
14/05/2023 19:25:31,4,20,Vivo con algun Familiar,Si,"PC, Laptop, Celular/Tablet/Ipad","Shooters, MMO (Masive Multiplayer Online)",2,1 vez al año,"Tarjeta de crédito, Tarjeta de débito",Epic Games,No,3,70,0,300,Online,
14/05/2023 19:28:34,5,19,Vivo con algun Familiar,No,"Laptop, Celular/Tablet/Ipad",Juegos campaña,3,No compro,Tarjeta de crédito,Steam,No,1.30,30,0,120,Online,
14/05/2023 19:30:07,5,21,Vivo con roommates (Compañeros de cuarto),Si,"Laptop, PlayStation, Celular/Tablet/Ipad","MOBA (Multiplayer Online Battle Arena), MMO (Masive Multiplayer Online)",2,1 vez al año,Tarjeta de débito,"PlayStation, Google Play / App Store",Si,2.30,70,0,250,Online,
14/05/2023 19:33:02,3,18,Vivo con algun Familiar,No,"Laptop, Celular/Tablet/Ipad",Juegos campaña,3,No compro,Tarjeta de débito,Epic Games,Si,0,29,0,100,Online,
15/05/2023 7:08:19,3,18,Vivo solo,Si,"PC, Laptop, Celular/Tablet/Ipad",Shooters,2,Cada 6 meses,Tarjeta de crédito,"Steam, Epic Games",No,13,120,34,50,Online,
15/05/2023 8:34:56,6,21,Vivo solo,Si,"Laptop, PlayStation","Shooters, Juegos campaña",1,1 vez al año,Efectivo,"Steam, PlayStation",No,5,220,20,45,Tienda fisica,
23/05/2023 21:45:56,6,21,Vivo con algun Familiar,Si,"PC, Laptop, PlayStation",Shooters,3,Cada 3 meses,Tarjeta de débito,"Steam, Epic Games, PlayStation",No,6,110,23,80,Online,
23/05/2023 21:47:05,8,23,Vivo solo,Si,PC,MOBA (Multiplayer Online Battle Arena),1,1 - 3 veces al mes,Efectivo,Steam,Si,12,0,300,65,Online,
