Año,Marca,Modelo,Condicion,Precio,Rating,Reseñas,TipoVendedor,NombreVendedor,RatingVendedor,ReseñasVendedor,NombreCalle,Estado,Zip,Trato,Comodidad,DiseñoInterior,Performance,Valor,Exterior,Fiabilidad,ColorExt,ColorInt,Conduccion,MinMPG,MaxMPG,Combustible,Transmision,Motor,VIN,Stock,Millas
2021,Audi,Q5 45 Premium,Used,43881,4.6,16,Dealer,Audi Coral Springs,4.9,3403,5555 North State Rd 7 Coral Springs,FL,33073,Great,4.6,4.4,4.7,4.2,4.5,4.7,Glacier White Metallic,Black,All-wheel Drive,23,28,Gasoline,7-Speed Automatic,2.0L,WA1AAAFY2M2108824,VLM2108824,12970
2020,Lexus,ES 350 Base,Used,42998,4.9,52,Dealer,Lexus of Birmingham,4.8,1145,1001 Tom Williams Way Irondale,AL,35210,Good,4.9,4.8,4.9,4.8,4.8,5,Black,Black,Front-wheel Drive,22,32,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,58ADZ1B13LU060701,PLU060701,12583
2020,Jeep,Grand Cherokee Limited,Used,37500,4.8,150,Dealer,Southern Chrysler Dodge Jeep Ram Greenbrier,4.6,2094,1414 S Military Hwy Chesapeake,VA,23320,Great,4.9,4.8,4.8,4.7,4.9,4.8,Diamond Black,Black,Four-wheel Drive,18,25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJFBG3LC197184,AP2698,14752
2020,Honda,Passport Touring,Used,38250,4.8,50,Dealer,Bill Luke Santan,4.8,715,3404 S. Speedway Drive Gilbert,AZ,85297,Good,4.9,4.8,4.8,4.6,4.8,4.8,Platinum White Pearl,Black,Front-wheel Drive,20,25,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF7H92LB004148,SA25720,36097
2021,Honda,Pilot EX-L,Used,41200,4.8,63,Dealer,Scott Clark Toyota,4.7,4644,13052 Marie Garris Rd Matthews,NC,28105,Good,4.9,4.7,4.8,4.7,4.7,4.8,Black,Black,Front-wheel Drive,20,27,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H54MB038045,PV38045,33426
2021,BMW,X3 sDrive30i,Certified,47357,4.7,29,Dealer,Sewell BMW of Grapevine,3.9,60,1111 E State Hwy 114 Grapevine,TX,76051,Good,4.8,4.7,4.8,4.5,4.8,4.6,Jet Black,Oyster,Rear-wheel Drive,25,29,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5UXTY3C09M9G31268,5142645,13793
2020,BMW,X7 xDrive40i,Used,62989,4.9,22,Dealer,Thompson BMW,4.5,1208,680 N Main St Doylestown,PA,18901,Good,5,5,5,4.7,4.9,4.9,White Metallic,Ivory White,All-wheel Drive,20,25,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXCW2C05L9B16024,5556Z,54457
2021,Toyota,RAV4 XLE,Used,34995,4.8,102,Dealer,Fitzgerald Toyota Gaithersburg,4.7,921,905 N Frederick Ave Gaithersburg,MD,20879,Good,4.8,4.8,4.8,4.7,4.9,4.9,Ruby Flare Pearl,Ruby,All-wheel Drive,27,33,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,JTMP1RFVXMD531319,S464827A,14278
2020,Ford,Fusion Hybrid Titanium,Used,29590,5,6,Dealer,AutoNation Toyota Libertyville,4.3,1142,1180 S Milwaukee Ave Libertyville,IL,60048,Fair,5,5,5,5,4.7,5,Magnetic Metallic,–,Front-wheel Drive,43,41,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,3FA6P0RU1LR157185,LR157185,31923
2021,Lexus,ES 350 Base,Used,43859,5,11,Dealer,EchoPark Automotive Austin Delivery Center,4.9,68,Online Only Austin,TX,78717,Good,5,5,5,5,5,5,Eminent White Pearl,Black,Front-wheel Drive,22,32,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,58ADZ1B19MU096359,PMU096359,11108
2021,Honda,Pilot EX-L,Used,40000,4.8,63,Dealer,Manly Honda,4.8,11758,2777 Corby Ave Santa Rosa,CA,95407,Great,4.9,4.7,4.8,4.7,4.7,4.8,Modern Steel Metallic,Black,All-wheel Drive,19,26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H50MB102006,U103168A,12501
2020,Subaru,Outback Limited,Certified,36988,4.7,215,Dealer,Austin Subaru,4.8,962,8100 Burnet Rd Austin,TX,78757,Good,4.9,4.7,4.6,4.7,4.8,4.7,Magnetite Gray Metallic,Black,All-wheel Drive,26,33,Gasoline,Automatic CVT,2.5L H4 16V GDI DOHC,4S4BTANC8L3235740,U55787A,48121
2020,Toyota,Camry SE,Used,28999,4.8,142,Dealer,OC Auto Exchange,3.7,139,1331 S Euclid St Fullerton,CA,92832,Great,4.7,4.7,4.7,4.7,4.8,4.8,Galactic Aqua,Gray,All-wheel Drive,25,34,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,4T1M11BK3LU011991,LU011991,18909
2020,Honda,Civic LX,Used,24247,4.9,169,Dealer,Sloane Honda,4.8,1735,Bustleton and Haldeman Ave. Philadelphia,PA,19115,Good,4.8,4.8,4.9,4.8,4.9,4.9,Blue,Black,Front-wheel Drive,30,38,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,2HGFC2F67LH546031,5209861,15591
2021,Toyota,Corolla LE,Used,25200,4.8,74,Dealer,Rice Toyota,4.7,358,2630 Battleground Ave Greensboro,NC,27408,Good,4.8,4.7,4.8,4.7,4.9,4.9,Barcelona Red Metallic,–,Front-wheel Drive,30,38,Gasoline,Automatic CVT,1.8L I4 16V MPFI DOHC,JTDEPMAE9MJ134539,L2642A,23834
2020,Lexus,RX 350 Base,Used,44995,4.8,76,Dealer,J Star Chrysler Dodge Jeep Ram of Anaheim Hills,4.4,491,8200 East Crystal Drive Anaheim hills,CA,92807,Good,4.9,4.8,4.8,4.7,4.8,4.9,–,–,Front-wheel Drive,20,27,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,2T2JZMAA8LC173117,76919T,36566
2021,Honda,Pilot EX-L,Used,44712,4.8,63,Dealer,Gainesville Nissan,4.6,257,3915 N Main St Gainesville,FL,32609,Good,4.9,4.7,4.8,4.7,4.7,4.8,White,–,Front-wheel Drive,20,27,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H51MB004869,P2995,14547
2020,BMW,X3 sDrive30i,Certified,37680,4.9,51,Dealer,Chapman BMW on Camelback,4.8,1405,830 E Camelback Rd Phoenix,AZ,85014,Good,5,4.9,4.9,4.7,4.9,4.9,Alpine White,Black,Rear-wheel Drive,25,29,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5UXTY3C06L9C41758,X220916A,48382
2020,Ford,EcoSport S,Used,8995,4.7,62,Dealer,East Coast Auto Source,2.5,117,4180 Rocky Ford Rd Bedford,VA,24523,NA,4.7,4.8,4.5,4.7,4.8,4.9,Smoke Metallic,Medium Stone,Four-wheel Drive,23,29,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC,MAJ6S3FL0LC391246,H809RFHK,12475
2020,Jeep,Wrangler Unlimited Sahara,Used,45989,4.8,77,Dealer,EchoPark Automotive Austin Delivery Center,4.9,68,Online Only Austin,TX,78717,Great,4.8,4.8,4.8,4.5,4.9,4.8,Sting Gray Clearcoat,Black,Four-wheel Drive,17,23,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1C4HJXEN8LW311335,YLW311335,24668
2020,Mercedes-Benz,GLE 350 Base 4MATIC,Certified,53950,4.3,75,Dealer,Mercedes-Benz of Sarasota,4.6,1458,4754 CLARK RD SARASOTA,FL,34233,Good,4.6,4.6,4,3.9,4.6,4.1,Gray Metallic,–,All-wheel Drive,19,26,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,4JGFB4KB0LA008331,LA008331,45498
2021,Mercedes-Benz,GLC 300 Base 4MATIC,Used,50950,4.7,16,Dealer,eCarOne,4.9,1826,555 North East Loop 820 Hurst,TX,76053,Good,4.9,4.8,4.7,4.6,4.8,4.5,Selenite Gray Metallic,Black,All-wheel Drive,21,28,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,W1N0G8EB7MF879075,PMF879075,13347
2020,Ford,EcoSport S,Used,21519,4.7,62,Dealer,Bertera Chrysler Jeep Dodge RAM,4.5,610,539 Riverdale St West Springfield,MA,1089,Good,4.7,4.8,4.5,4.7,4.8,4.9,Smoke Metallic,Medium Stone,Four-wheel Drive,23,29,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC,MAJ6S3FL9LC356396,C11541,15263
2020,BMW,750 i xDrive,Used,69995,5,3,Dealer,Texas Cars Direct,4.8,333,2718 Forest Ln Dallas,TX,75234,Good,5,5,5,5,5,5,Jet Black,Black,All-wheel Drive,17,25,Gasoline,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,WBA7R8C08LBM58373,M58373,48074
2021,Toyota,Camry SE,Used,29889,4.8,69,Dealer,EchoPark Automotive St. Louis,5,40,18491 Outlet blvd Chesterfield Chesterfield,MO,63005,Good,4.8,4.8,4.8,4.8,4.9,4.9,Midnight Black Metallic,Black,Front-wheel Drive,28,39,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,4T1G11AK1MU582136,RMU582136,33627
2021,Mercedes-Benz,GLA 250 Base,Certified,43493,4.9,19,Dealer,Mercedes-Benz of Augusta,4.7,233,3061 Washington Rd Augusta,GA,30907,Good,4.9,4.9,4.9,4.8,4.8,4.9,Metallic,Grey / Black,Front-wheel Drive,25,34,Gasoline,8-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,W1N4N4GB6MJ160975,MJ160975,15911
2020,Subaru,Ascent Limited 7-Passenger,Used,35789,4.8,83,Dealer,Halleen Kia of Sandusky,4.9,813,7515 Milan Rd Sandusky,OH,44870,Good,4.8,4.8,4.8,4.7,4.9,4.8,Cinnamon Brown Pearl,Ivory,All-wheel Drive,20,26,Gasoline,Automatic CVT,2.4L H4 16V GDI DOHC Turbo,4S4WMAPD3L3448650,334430,39600
2021,Audi,Q3 45 S line Premium,Used,40995,5,8,Dealer,The Audi Exchange,4.8,958,2490 Skokie Valley Rd Highland Park,IL,60035,Good,5,5,5,4.9,4.9,4.9,Chronos Gray Metallic,Black,All-wheel Drive,20,28,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WA1DECF39M1029271,AP10532,13158
2020,Ford,F-150 XLT,Used,41729,4.8,219,Dealer,EchoPark Automotive Austin Delivery Center,4.9,68,Online Only Austin,TX,78717,Great,4.9,4.8,4.8,4.7,4.8,4.8,Gray,Black,Four-wheel Drive,18,23,Gasoline,Automatic,2.7L V6 24V PDI DOHC Twin Turbo,1FTEW1EP1LFB45842,PLFB45842,26087
2021,Jeep,Gladiator Sport,Used,41500,4.9,57,Dealer,Arrigo Dodge Chrysler Jeep Ram Margate,4.2,1714,2250 N St Rd 7 Margate,FL,33063,Great,4.9,4.9,4.9,4.6,5,5,Snazzberry Pearlcoat,Black,Four-wheel Drive,16,23,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C6HJTAG7ML573826,L121808A,11440
2020,BMW,X5 sDrive40i,Used,56999,4.7,53,Dealer,BMW Fresno,4.8,315,7171 N Palm Ave Fresno,CA,93650,Good,4.8,4.8,4.8,4.4,4.7,4.7,Black Sapphire Metallic,Black,Rear-wheel Drive,21,26,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXCR4C0XLLT18568,24034,31383
2020,Toyota,Tundra Limited,Used,52985,4.8,66,Dealer,AutoNation Chevrolet Mesa,4.4,912,6330 E Superstition Springs Blvd Mesa,AZ,85206,Good,4.8,4.6,4.7,4.6,4.8,4.9,Barcelona Red Metallic,–,4WD,13,17,Gasoline,6-Speed Automatic,5.7L V8 32V MPFI DOHC,5TFHY5F11LX943969,LX943969,17637
2021,Toyota,Corolla LE,Certified,21049,4.8,74,Dealer,Sun Toyota,4.9,8335,3001 US-19 Holiday,FL,34691,Great,4.8,4.7,4.8,4.7,4.9,4.9,Barcelona Red Metallic,Gray,Front-wheel Drive,30,38,Gasoline,Automatic CVT,1.8L I4 16V MPFI DOHC,5YFEPMAEXMP196463,W208759A,19124
2021,Toyota,RAV4 LE,Used,32235,4.8,102,Dealer,Toyota of Rock Hill,4.5,654,640 Galleria Blvd Rock Hill,SC,29730,Good,4.8,4.8,4.8,4.7,4.9,4.9,Super White,Black,Front-wheel Drive,27,35,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,2T3H1RFV5MC106924,MC106924,16464
2020,Ford,F-150 Lariat,Used,50874,4.8,219,Dealer,Lee Johnson Chevrolet Mazda KIA,4.7,196,11845 Northeast 85th Street Kirkland,WA,98033,Great,4.9,4.8,4.8,4.7,4.8,4.8,Lead Foot,Black,Four-wheel Drive,18,23,Gasoline,10-Speed Automatic,5.0L V8 32V PDI DOHC,1FTEW1E54LFB48412,616772,18521
2021,Mercedes-Benz,GLE 350 Base 4MATIC,Used,60991,4.8,17,Dealer,Mercedes-Benz of Houston Greenway,4.7,2060,3900 Southwest Fwy Houston,TX,77027,Good,4.9,4.8,4.6,4.6,4.8,4.9,Gray,–,All-wheel Drive,19,26,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,4JGFB4KB0MA496715,MA496715,13776
2021,Lexus,GX 460 Base,Used,57499,4.6,8,Dealer,Subaru of Pembroke Pines,4.7,2064,16100 Pines Blvd Pembroke Pines,FL,33027,Good,4.9,4.2,4.8,4.1,4.6,4.9,Starfire Pearl,Rioja Red,Four-wheel Drive,15,19,Gasoline,6-Speed Automatic with Sequential Shift ECT,8 Cylinder Engine,JTJAM7BX3M5277128,22113001,15244
2020,Lexus,RX 350,Used,46598,4.8,76,Dealer,BMW of San Francisco,4.4,197,1675 Howard St San Francisco,CA,94103,Great,4.9,4.8,4.8,4.7,4.8,4.9,Atomic Silver,Black,All-wheel Drive,19,26,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,2T2AZMDA9LC247382,LC247382T,13747
2020,Jeep,Grand Cherokee Limited,Used,36789,4.8,150,Dealer,LaFontaine Volvo Cars of Farmington Hills,4.5,123,24730 Haggerty Rd Farmington Hills,MI,48335,Good,4.9,4.8,4.8,4.7,4.9,4.8,Bright White Clearcoat,Black,Four-wheel Drive,18,25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJFBG8LC175777,2Y0115P,35570
2020,Ford,Edge ST,Used,40990,4.9,141,Dealer,Lexus of Orange County,4.7,1104,3496 Route 6 Middletown,NY,10940,Good,4.9,4.9,4.9,4.8,4.9,4.9,White,Ebony,All-wheel Drive,19,26,Gasoline,8-Speed Automatic,2.7L V6 24V GDI DOHC Twin Turbo,2FMPK4AP6LBA22496,10782P,22627
2021,Jeep,Grand Cherokee Limited,Used,44980,4.7,58,Dealer,Leith Wendell,4.9,1075,5330 Rolesville Rd Wendell,NC,27591,Great,4.7,4.7,4.7,4.5,4.7,4.7,Bright White Clearcoat,Black,Four-wheel Drive,18,25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJFBG4MC711366,D13221A,21330
2021,Mercedes-Benz,E-Class E 350 4MATIC,Used,64513,4.7,7,Dealer,Mercedes-Benz of Louisville,4.8,988,2520 Terra Crossing Boulevard Louisville,KY,40245,Fair,5,5,5,4.6,4.6,4.3,Mojave Silver Metallic,Black,All-wheel Drive,22,30,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,W1KZF8EB5MB004480,37R20094,10843
2020,BMW,X3 xDrive30i,Used,37995,4.9,51,Dealer,BMW of Bloomfield,4.2,77,425 Bloomfield Ave Bloomfield,NJ,7003,Great,5,4.9,4.9,4.7,4.9,4.9,Alpine White,Canberra Beige,All-wheel Drive,24,29,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5UXTY5C05L9B31716,N9M83778A,37204
2020,Ford,F-150 Lariat,Used,52533,4.8,219,Dealer,Link Ford and RV Minong,4.9,96,660 Hokah St Minong,WI,54859,Good,4.9,4.8,4.8,4.7,4.8,4.8,Maroon,Black,Four-wheel Drive,18,23,Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,1FTFW1E47LFB54426,T22-110A,41752
2020,Mercedes-Benz,GLE 350 Base,Certified,53490,4.3,75,Dealer,House of Imports,4.7,1272,6862 Auto Center Dr Buena Park,CA,90621,Good,4.6,4.6,4,3.9,4.6,4.1,Black,–,Rear-wheel Drive,19,26,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,4JGFB4JB2LA234274,LA234274,22376
2020,Toyota,Camry SE,Certified,25977,4.8,142,Dealer,Palm Beach Toyota,4.7,688,200 S Congress Ave West Palm Beach,FL,33406,Great,4.7,4.7,4.7,4.7,4.8,4.8,Galactic Aqua,Black,Front-wheel Drive,28,39,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,4T1G11AK3LU865524,U865524,34374
2021,Lexus,RX 350,Used,54000,4.8,56,Dealer,Lexus of Louisville,4.8,735,2400 Blankenbaker Pkwy Louisville,KY,40299,Good,4.8,4.8,4.8,4.6,4.7,4.8,Nebula Gray Pearl,Black,All-wheel Drive,19,26,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,2T2HZMDAXMC259170,L259170,18765
2021,Jeep,Gladiator Rubicon,Used,53600,4.9,57,Dealer,Palmen Chrysler Dodge Jeep RAM of Racine,4.9,580,8320 Washington Ave. Racine,WI,53406,Great,4.9,4.9,4.9,4.6,5,5,Sarge Green Clearcoat,Black,Four-wheel Drive,16,23,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C6JJTBG6ML560095,P6827,15294
2020,Toyota,Camry SE,Used,29750,4.8,142,Dealer,Landers Toyota,4.8,2310,10825 Colonel Glenn Road Little Rock,AR,72204,Good,4.7,4.7,4.7,4.7,4.8,4.8,Galactic Aqua,Black,Front-wheel Drive,28,39,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,4T1G11AK7LU342507,LU342507,45655
2020,Toyota,RAV4 LE,Used,30365,4.7,166,Dealer,AutoNation Nissan Las Vegas,4.6,831,5800 W Sahara Ave Las Vegas,NV,89146,Great,4.8,4.8,4.7,4.6,4.8,4.8,Magnetic Gray Metallic,–,Front-wheel Drive,27,35,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,2T3H1RFV2LC085626,LC085626,17797
2021,Audi,Q7 55 Premium,Used,73700,4.7,12,Dealer,Audi Grapevine,4.7,933,1260 E State Hwy 114 Grapevine,TX,76051,Good,4.9,4.7,4.6,4.3,4.9,4.3,Orca Black Metallic,Okapi Brown,All-wheel Drive,18,23,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Turbo,WA1VXAF75MD011886,MD011886,19036
2020,BMW,X5 xDrive40i,Used,62787,4.7,53,Dealer,BMW Northwest,4.8,780,4011 20th St E Fife,WA,98424,Great,4.8,4.8,4.8,4.4,4.7,4.7,Alpine White,Black,All-wheel Drive,20,26,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXCR6C08L9C49858,BP5119B,10422
2021,Lexus,NX 300 F Sport,Used,49980,4.8,19,Dealer,Titus-Will Toyota - Tacoma,4.6,26,3606 S Sprague Ave Tacoma,WA,98409,Good,4.8,4.7,4.7,4.7,4.8,4.8,Nebula Gray Pearl,Red,All-wheel Drive,22,27,Gasoline,6-Speed Automatic,2.0L I4 16V PDI DOHC Turbo,JTJSARDZ2M2243545,W1051,11236
2021,Toyota,4Runner Limited,Certified,44864,4.9,42,Dealer,Right Toyota,4.6,1811,7701 E. Frank Lloyd Wright Blvd. Scottsdale,AZ,85260,Great,5,4.9,4.8,4.9,4.9,4.9,Midnight Black Metallic,Black,Rear-wheel Drive,16,19,Gasoline,5-Speed Automatic,4.0L V6 24V MPFI DOHC,JTEDU5JR7M5246502,00989238,34593
2020,Toyota,RAV4 LE,Used,31998,4.7,166,Dealer,CarMax Midlothian - Now offering Curbside Pickup and Home Delivery,1.8,12,901 Murray Olds Dr Midlothian,VA,23114,Good,4.8,4.8,4.7,4.6,4.8,4.8,White,Black,Front-wheel Drive,27,35,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,2T3H1RFV8LW099173,22811311,13775
2020,Toyota,Camry SE,Certified,27608,4.8,142,Dealer,Palm Beach Toyota,4.7,688,200 S Congress Ave West Palm Beach,FL,33406,Great,4.7,4.7,4.7,4.7,4.8,4.8,Galactic Aqua,Black,Front-wheel Drive,28,39,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,4T1G11AK2LU906189,LU906189,34453
2020,Subaru,Outback Limited XT,Used,37923,4.7,215,Dealer,Vic Bailey Mazda,4.7,212,400 E Daniel Morgan Ave Spartanburg,SC,29302,Great,4.9,4.7,4.6,4.7,4.8,4.7,Magnetite Gray Metallic,Gray,All-wheel Drive,23,30,Gasoline,Automatic CVT,2.4L H4 16V GDI DOHC Turbo,4S4BTGND5L3164184,12992A,35180
2020,Toyota,Tundra SR5,Used,45930,4.8,66,Dealer,Shottenkirk Toyota of Granbury,4.1,2086,5100 E U.S. Hwy 377 Granbury,TX,76049,Good,4.8,4.6,4.7,4.6,4.8,4.9,Midnight Black Metallic,Graphite,Four-wheel Drive,13,17,Gasoline,6-Speed Automatic,5.7L V8 32V MPFI DOHC,5TFDY5F19LX912774,LX912774,22724
2021,Toyota,RAV4 LE,Certified,29562,4.8,102,Dealer,Toyota of Tampa Bay on Fletcher,4.8,3249,1101 E Fletcher Ave Tampa,FL,33612,Great,4.8,4.8,4.8,4.7,4.9,4.9,Ruby Flare Pearl,Ash,Front-wheel Drive,27,35,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,JTMH1RFV4MD068906,P343466A,10953
2020,Lexus,GX 460 Base,Used,56999,4.9,22,Dealer,Lexus of Wayzata,4.8,1855,16100 Wayzata Blvd Wayzata,MN,55391,Fair,5,4.9,4.9,4.8,5,5,Nightfall Mica,Black,Four-wheel Drive,15,19,Gasoline,6-Speed Automatic,4.6L V8 32V MPFI DOHC,JTJAM7BX5L5242458,PJR89,31386
2021,Toyota,Tundra SR5,Used,54999,4.9,32,Dealer,Toyota of Murfreesboro,4.7,918,3434 Bill Smith Dr Murfreesboro,TN,37129,Good,4.9,4.8,4.8,4.8,4.9,4.9,Midnight Black,Graphite,4WD,13,17,Gasoline,6-Speed Automatic,5.7L V8 32V MPFI DOHC,5TFDY5F16MX981441,X006609A,20113
2021,BMW,X4 xDrive30i,Used,56995,5,2,Dealer,United BMW,4.5,803,1501 Alpharetta Hwy Alpharetta,GA,30076,Good,5,5,5,5,5,5,Black Sapphire Metallic,Tacora Red,All-wheel Drive,23,29,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5UX2V1C08M9F00017,R41614G,22282
2020,Mercedes-Benz,GLE 350 Base 4MATIC,Used,57892,4.3,75,Dealer,McGee Toyota of Epping,4.2,145,58 Calef Highway Epping,NH,3042,Good,4.6,4.6,4,3.9,4.6,4.1,Obsidian Black Metallic,Black,All-wheel Drive,19,26,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,4JGFB4KB0LA074748,P6147,9801
2021,Lexus,GX 460 Base,Used,54988,4.6,8,Dealer,Ourisman Lexus,3.7,11,15501 FREDERICK ROAD Rockville,MD,20855,Good,4.9,4.2,4.8,4.1,4.6,4.9,Starfire Pearl,Sepia,Four-wheel Drive,15,19,Gasoline,6-Speed Automatic,4.6L V8 32V MPFI DOHC,JTJAM7BX6M5277057,P5277057,24181
2020,Ford,Expedition XLT,Used,52481,4.9,27,Dealer,Planet Lincoln Dallas Love Field,4.8,247,7767 Lemmon Ave Dallas,TX,75209,Great,5,4.9,4.9,4.6,4.9,4.8,Red,Ebony,Rear-wheel Drive,17,23,Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo,1FMJU1HT6LEA33326,N0349A,16455
2020,BMW,X5 xDrive40i,Certified,57784,4.7,53,Dealer,BMW of Stratham,4.8,709,71 Portsmouth Ave Stratham,NH,3885,Good,4.8,4.8,4.8,4.4,4.7,4.7,Alpine White,Canberra Beige,All-wheel Drive,20,26,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXCR6C06L9B63044,L9B63044,36916
2021,Honda,Pilot Special Edition,Used,42718,4.8,63,Dealer,Jim Shorkey Chrysler Dodge Jeep RAM North Huntington,4.7,362,13230 route 30 North Huntingdon,PA,15642,Good,4.9,4.7,4.8,4.7,4.7,4.8,Modern Steel Metallic,Black,Front-wheel Drive,20,27,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H23MB033554,3U01021,15121
2021,Toyota,Tundra SR5,Used,50007,4.9,32,Dealer,Chrysler Dodge Jeep Ram of Woodstock,4.7,263,8811 Hwy 92 Woodstock,GA,30189,Good,4.9,4.8,4.8,4.8,4.9,4.9,Cement,–,Four-wheel Drive,13,17,Gasoline,6-Speed Automatic,5.7L V8 32V MPFI DOHC,5TFDY5F11MX971531,J250141A,19162
2020,Jeep,Cherokee Latitude Plus,Used,32998,4.8,152,Dealer,Pat McGrath Chevyland,4.7,1147,1600 51st St NE Cedar Rapids,IA,52402,Good,4.8,4.8,4.8,4.8,4.8,4.8,Diamond Black,Black,Four-wheel Drive,21,29,Gasoline,9-Speed Automatic,3.2L V6 24V MPFI DOHC,1C4PJMLX1LD527909,C34761,24339
2021,Toyota,Corolla LE,Certified,25922,4.8,74,Dealer,Sloane Toyota of Philadelphia,4.9,2373,1546 Cottman Ave Philadelphia,PA,19111,Good,4.8,4.7,4.8,4.7,4.9,4.9,Super White,Black,Front-wheel Drive,30,38,Gasoline,Automatic CVT,1.8L I4 16V MPFI DOHC,5YFEPMAE9MP231476,4911759,20197
2020,Jeep,Compass Trailhawk,Used,24989,4.8,77,Dealer,Huntington Beach Chrysler Dodge Jeep Ram,4.1,1844,16555 Beach Blvd Huntington Beach,CA,92647,Great,4.8,4.8,4.7,4.7,4.9,4.8,Silver,Ruby Red,Four-wheel Drive,22,30,Gasoline,9-Speed Automatic,2.4L I4 16V MPFI SOHC,3C4NJDDB0LT172008,67224P,44668
2020,Chevrolet,Blazer 2LT,Used,22995,4.7,67,Dealer,BrokersAndSellers.com,4.4,30,20221 Van Born Rd Taylor,MI,48180,NA,4.8,4.7,4.8,4.5,4.9,4.8,Gray,Black,All-wheel Drive,21,27,Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,3GNKBHRS1LS631785,631785,26000
2020,Chevrolet,Trax LT,Used,24500,4.5,100,Dealer,Patriot Chevrolet Buick GMC,4.4,151,4401 Fort Campbell Blvd Hopkinsville,KY,42240,Good,4.5,4.5,4.4,4.4,4.6,4.6,Mosaic Black Metallic,Jet Black,Front-wheel Drive,26,31,Gasoline,6-Speed Automatic,1.4L I4 16V MPFI DOHC Turbo,KL7CJLSB0LB065995,B065995,18636
2021,Chevrolet,Equinox 1LT,Used,29176,4.8,68,Dealer,Gates of Elkhart,4.7,227,2405 Cassopolis St Elkhart,IN,46514,Great,4.8,4.8,4.7,4.7,4.8,4.7,Nightfall Gray Metallic,Jet Black,All-wheel Drive,25,30,Gasoline,6-Speed Automatic Electronic with Overdrive,4 Cylinder Engine,3GNAXUEV8ML308450,M8117B,34460
