Año,Marca,Modelo,Condicion,Precio,Rating,Reseñas,TipoVendedor,NombreVendedor,RatingVendedor,ReseñasVendedor,NombreCalle,Estado,Zip,Trato,Comodidad,DiseñoInterior,Performance,Valor,Exterior,Fiabilidad,ColorExt,ColorInt,Conduccion,MinMPG,MaxMPG,Combustible,Transmision,Motor,VIN,Stock,Millas
2021,Honda,Accord Touring 2.0T,Used,40100,5,36,Dealer,Honda of Olathe,4.8,721,1000 N Rogers Rd Olathe,KS,66062,Good,4.9,5,4.9,5,5,5,Crystal Black Pearl,Black,Front-wheel Drive,22,32,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1HGCV2F93MA005596,P1524,10553
2020,BMW,X3 xDrive30i,Used,43701,4.9,51,Dealer,BMW of West St. Louis,4.9,1867,14417 Manchester Rd Ballwin,MO,63011,Good,5,4.9,4.9,4.7,4.9,4.9,Alpine White,Canberra Beige,All-wheel Drive,24,29,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5UXTY5C06L9B16948,T2521-0,31655
2020,Mercedes-Benz,GLC 300 Base 4MATIC,Used,44777,4.8,35,Dealer,Mercedes-Benz of Naperville,4.7,649,1569 W. Ogden Ave. Naperville,IL,60540,Good,4.9,4.9,4.7,4.7,4.9,4.7,Black,–,All-wheel Drive,21,28,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,W1N0G8EB9LF822679,LF822679,16000
2020,BMW,X5 xDrive40i,Used,53310,4.7,53,Dealer,BMW of Orland Park,4.5,611,11030 W 159th St Orland Park,IL,60467,Good,4.8,4.8,4.8,4.4,4.7,4.7,Black Sapphire Metallic,Black,All-wheel Drive,20,26,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXCR6C08L9B57164,VB713,45149
2020,BMW,750 i xDrive,Used,72465,5,3,Dealer,Brentwood Auto Brokers,4.4,84,115 Clemmons Rd Mt. Juliet,TN,37122,Good,5,5,5,5,5,5,Black,Black,All-wheel Drive,17,25,Gasoline,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,WBA7U2C02LGM26582,LGM26582,36039
2021,Lexus,RX 350 Base,Used,49999,4.8,56,Dealer,Lou Sobh Honda,4.9,4376,1105 Buford Rd Cumming,GA,30041,Good,4.8,4.8,4.8,4.6,4.7,4.8,Eminent White Pearl,Black,Front-wheel Drive,20,27,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,2T2HZMAA7MC189521,MC189521,15494
2020,BMW,X5 xDrive40i,Used,59288,4.7,53,Dealer,BMW of Gwinnett Place,4.7,846,3264 Commerce Ave Duluth,GA,30096,Fair,4.8,4.8,4.8,4.4,4.7,4.7,Jet Black,Canberra Beige,All-wheel Drive,20,26,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXCR6C02L9C82404,P43250,21810
2020,Ford,Escape SEL,Certified,28395,4.6,230,Dealer,Pat Milliken Ford,4.9,1507,9600 Telegraph Rd Redford,MI,48239,Great,4.7,4.6,4.5,4.5,4.7,4.6,Agate Black Metallic,Ebony,All-wheel Drive,26,31,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1FMCU9H9XLUA49093,14738T,35468
2021,Lexus,IS 350 F Sport,Used,45998,4.8,2,Dealer,Lexus of Clearwater,4.7,1443,27547 US Highway 19 N Clearwater,FL,33761,Great,5,4.5,5,4.5,5,5,Atomic Silver,–,Rear-wheel Drive,20,28,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,JTHGZ1B29M5040965,M5040965,12465
2021,Honda,Pilot Special Edition,Used,42718,4.8,63,Dealer,Jim Shorkey Chrysler Dodge Jeep RAM North Huntington,4.7,362,13230 route 30 North Huntingdon,PA,15642,Good,4.9,4.7,4.8,4.7,4.7,4.8,Modern Steel Metallic,Black,Front-wheel Drive,20,27,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H23MB033554,3U01021,15121
2021,Subaru,Impreza Premium,Used,27052,4.7,13,Dealer,AutoNation Subaru Hilton Head,4.8,386,111 Drivers Way Suite A Hardeeville,SC,29927,Good,4.6,4.6,4.5,4.8,4.5,4.8,Crystal Black Silica,Ivory,All-wheel Drive,28,36,Gasoline,Automatic CVT,2.0L H4 16V GDI DOHC,4S3GKAD6XM3604284,M3604284,17123
2020,Toyota,Sienna XLE Premium,Used,35999,4.7,36,Dealer,Empire Auto Imports,3.3,7,23585 Overland Drive Sterling,VA,20166,Good,4.7,4.8,4.8,4.5,4.8,4.8,Predawn Gray Mica,Ash,Front Wheel Drive,19,26,Gasoline,Automatic,V6 Cylinder Engine,5TDYZ3DC8LS064819,SAI1308,64095
2021,Audi,A4 45 S line quattro Premium,Used,39991,5,4,Dealer,Audi Fort Lauderdale,4.8,1044,1200 N Federal Highway Fort Lauderdale,FL,33304,Good,5,5,5,5,4.8,5,Daytona Gray Pearl Effect,Black,All-wheel Drive,24,31,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,WAUDAAF48MA060992,TDMA060992,19010
2020,Honda,Civic LX,Used,24247,4.9,169,Dealer,Sloane Honda,4.8,1735,Bustleton and Haldeman Ave. Philadelphia,PA,19115,Good,4.8,4.8,4.9,4.8,4.9,4.9,Blue,Black,Front-wheel Drive,30,38,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,2HGFC2F67LH546031,5209861,15591
2020,Honda,CR-V EX-L,Used,33500,4.8,269,Dealer,Bernardi Honda in Natick,4.6,1434,960 Worcester St Natick,MA,1760,Good,4.9,4.8,4.8,4.8,4.9,4.9,Platinum White Pearl,Black,All-wheel Drive,27,32,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRW2H83LH610316,H220801A,12223
2021,Audi,A4 40 Premium Plus,Used,43988,5,4,Dealer,Audi Westwood,4.6,573,375 Providence Highway,RT,1,Good,5,5,5,5,4.8,5,Glacier White Metallic,Okapi Brown,All-wheel Drive,24,31,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,WAUEAAF45MN008054,MN008054R,10152
2021,Toyota,Corolla LE,Used,24995,4.8,74,Dealer,AutoNation Toyota Tempe,4.6,2395,7970 S Autoplex Loop Tempe,AZ,85284,Great,4.8,4.7,4.8,4.7,4.9,4.9,Black Sand Pearl,–,Front-wheel Drive,30,38,Gasoline,Automatic CVT,1.8L I4 16V MPFI DOHC,JTDVPMAE6MJ174027,MJ174027,19700
2020,Lexus,ES 350 Base,Used,42294,4.9,52,Dealer,AutoNation Ford Scottsdale,4.3,1366,8555 E Frank Lloyd Wright Blvd Scottsdale,AZ,85260,Good,4.9,4.8,4.9,4.8,4.8,5,Atomic Silver,–,Front-wheel Drive,22,32,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,58ADZ1B16LU064029,LU064029,14804
2021,BMW,M235 Gran Coupe i xDrive,Certified,47332,4.9,3,Dealer,Schomp BMW,4.7,1804,1190 Plum Valley Ln Highlands Ranch,CO,80129,NA,4.7,5,5,4.7,5,5,Alpine White,Black,All-wheel Drive,23,32,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBA13AL06M7G65530,BL210374,13407
2021,BMW,X3 M40i,Certified,60393,4.7,29,Dealer,BMW of Loveland,4.6,397,4150 Byrd Dr Loveland,CO,80538,Good,4.8,4.7,4.8,4.5,4.8,4.6,Dark Graphite Metallic,Black,All-wheel Drive,21,27,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXTY9C09M9G63348,M9G63348,10792
2020,Toyota,RAV4 XLE,Used,32586,4.7,166,Dealer,Vandergriff Honda,4.6,1629,1104 West I-20 Arlington,TX,76096,Good,4.8,4.8,4.7,4.6,4.8,4.8,Magnetic Gray Metallic,Black,All-wheel Drive,27,33,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,2T3P1RFV5LC091285,LC091285,49381
2020,BMW,X7 xDrive40i,Used,76697,4.9,22,Dealer,Reliable Toyota Lexus BMW Audi,4.9,2473,3521 E Sunshine St Springfield,MO,65809,Fair,5,5,5,4.7,4.9,4.9,Dark Graphite,Black,All-wheel Drive,20,25,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXCW2C05L9B15455,34836A,19859
2020,Honda,CR-V EX,Used,32405,4.8,269,Dealer,McLarty Honda,4.7,1011,10 Colonel Glenn Court Little Rock,AR,72210,Good,4.9,4.8,4.8,4.8,4.9,4.9,Crystal Black Pearl,Black,Front-wheel Drive,28,34,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,5J6RW1H51LA002750,LA002750,49277
2021,Chevrolet,Tahoe LT,Used,67800,4.5,37,Dealer,Navarre Chevrolet of Sulphur,4.1,35,1620 Beglis Pkwy Sulphur,LA,70663,Fair,4.6,4.7,4.4,4.3,4.7,4.3,Black,Jet Black,Four-wheel Drive,16,20,Gasoline,10-Speed Automatic,5.3L V8 16V GDI OHV,1GNSKNKD0MR233496,11698,43792
2020,Jeep,Grand Cherokee Limited,Used,42349,4.8,150,Dealer,Dan Deery Motors,3.6,55,3900 Alexandria Drive Waterloo,IA,50702,Good,4.9,4.8,4.8,4.7,4.9,4.8,Diamond Black,Black,Four-wheel Drive,18,25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJFBG1LC195367,J14804A,40950
2020,Ford,Escape SEL,Used,29431,4.6,230,Dealer,Auffenberg Auto Mall,4.6,378,187 Auto Ct. O'Fallon,IL,62269,Good,4.7,4.6,4.5,4.5,4.7,4.6,Agate Black Metallic,Sandstone,Front-wheel Drive,27,33,Gasoline,8-Speed Automatic,1.5L I3 12V GDI DOHC Turbo,1FMCU0H64LUA77263,94428N,18493
2020,BMW,740 i xDrive,Used,63614,5,2,Dealer,BMW of Schererville,4.6,431,1400 Indianapolis Blvd Schererville,IN,46375,Fair,5,5,5,5,5,5,Glacier Silver Metallic,Cognac,All-wheel Drive,20,28,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,WBA7T4C08LCD72360,P5916,38187
2021,Toyota,C-HR LE,Used,28277,4.9,25,Dealer,Miracle Chrysler Dodge Jeep,4.7,845,1290 Nashville Pike Gallatin,TN,37066,Good,4.9,4.9,4.9,4.9,4.9,4.8,White,Black,Front-wheel Drive,27,31,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,JTNKHMBX9M1119339,P15493,38304
2021,Mercedes-Benz,GLE 350 Base,Certified,68994,4.8,17,Dealer,Mercedes-Benz of Birmingham,4.9,811,750 Mercedes Way Irondale,AL,35210,Fair,4.9,4.8,4.6,4.6,4.8,4.9,Black,Black,Rear-wheel Drive,19,26,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,4JGFB4JB8MA521734,P521734,14717
2020,Honda,Pilot EX-L,Used,39997,4.3,151,Dealer,Lexus of Birmingham,4.8,1145,1001 Tom Williams Way Irondale,AL,35210,Good,4.6,4.6,4.3,4.1,4.5,4.1,Gray,Gray,Front-wheel Drive,19,27,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H59LB021580,TLB021580,18490
2020,Ford,Edge Titanium,Used,34184,4.9,141,Dealer,Serra Ford Farmington Hills,4.8,644,39300 West 10 Mile Road Farmington Hills,MI,48335,Good,4.9,4.9,4.9,4.8,4.9,4.9,Agate Black Metallic,Ebony,All-wheel Drive,21,28,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,2FMPK4K95LBA68207,LBA68207,23448
2020,Jeep,Cherokee Limited,Certified,29750,4.8,152,Dealer,Milosch's Palace Chrysler Dodge Jeep RAM,4.6,847,3800 S. Lapeer Rd. Lake Orion,MI,48359,Great,4.8,4.8,4.8,4.8,4.8,4.8,Granite Crystal Clearcoat Metallic,Black,Four-wheel Drive,19,27,Gasoline,9-Speed Automatic,3.2L V6 24V MPFI DOHC,1C4PJMDX6LD621606,53808,19890
2021,Toyota,Corolla LE,Used,23139,4.8,74,Dealer,EchoPark Automotive Augusta Delivery Center,5,2,ONLINE ONLY Augusta,GA,30909,Good,4.8,4.7,4.8,4.7,4.9,4.9,Classic Silver Metallic,Black,Front-wheel Drive,30,38,Gasoline,Automatic CVT,1.8L I4 16V MPFI DOHC,5YFEPMAEXMP232653,RMP232653,32257
2020,Lexus,RX 350,Used,44429,4.8,76,Dealer,EchoPark Automotive Greensboro Delivery Center,1.3,4,ONLINE ONLY Greensboro,NC,27455,Good,4.9,4.8,4.8,4.7,4.8,4.9,Eminent White Pearl,Black,Front-wheel Drive,20,27,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,2T2AZMAA9LC167195,PLC167195,39176
2021,Toyota,Tacoma SR5,Used,30042,4.8,85,Dealer,Lou Bachrodt of Coconut Creek,4.5,1155,5500 N State Rd 7 Coconut Creek,FL,33073,Good,4.8,4.8,4.6,4.7,4.9,4.9,White,Black,Rear-wheel Drive,20,23,Gasoline,6-Speed Automatic,2.7L I4 16V MPFI DOHC,3TYRX5GN3MT011874,PC011874,15267
2021,Audi,A4 45 S line quattro Premium,Used,41491,5,4,Dealer,Audi Fort Lauderdale,4.8,1044,1200 N Federal Highway Fort Lauderdale,FL,33304,Great,5,5,5,5,4.8,5,Glacier White Metallic,Black,All-wheel Drive,24,31,Gasoline,7-Speed Automatic,2.0L,WAUDAAF42MA060048,VLMA060048,10504
2021,Mercedes-Benz,GLC 300 Base 4MATIC,Used,56900,4.7,16,Dealer,i.g. Burton Imports,4.7,27,509 Bay Rd Milford,DE,19963,Fair,4.9,4.8,4.7,4.6,4.8,4.5,Burgundy,Silk Beige / Black,All-wheel Drive,21,28,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,W1N0G8EB0MF868130,622449,19462
2020,Honda,Pilot EX-L,Used,37264,4.3,151,Dealer,Saratoga Honda,4.6,379,3402 Rt 9 Saratoga Spgs,NY,12866,Great,4.6,4.6,4.3,4.1,4.5,4.1,Modern Steel Metallic,Beige,All-wheel Drive,18,26,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H54LB053181,053181,24715
2020,Chevrolet,Malibu 1LS,Used,26579,4.8,53,Dealer,Cutter Ford,4.7,864,98-15 Kamehameha Hwy Aiea,HI,96701,Good,4.8,4.8,4.8,4.7,4.9,4.9,Silver Ice Metallic,Jet Black,Front-wheel Drive,29,36,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1G1ZB5ST9LF081161,210604B,11501
2021,Toyota,RAV4 LE,Used,31590,4.8,102,Dealer,Jaguar Land Rover Woodland Hills,4.3,500,22006 West Erwin Street Woodland Hills,CA,91367,Great,4.8,4.8,4.8,4.7,4.9,4.9,Ruby Flare Pearl,–,Front-wheel Drive,27,35,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,2T3H1RFV3MW110811,MW110811,16880
2021,Subaru,Forester Premium,Used,33981,4.9,109,Dealer,Findlay Subaru,4.9,41,1453 Sunland Dr St George,UT,84790,Good,4.9,4.9,4.9,4.8,4.8,4.9,Sepia Bronze Metallic,Black,All-wheel Drive,26,33,Gasoline,Automatic CVT,2.5L H4 16V GDI DOHC,JF2SKAFC4MH405250,SU4892,11386
2020,Ford,Fusion Titanium,Used,23500,4.8,70,Dealer,Manly Hyundai,4.8,1367,2755 Corby Ave Santa Rosa,CA,95407,Good,4.8,4.8,4.7,4.7,4.9,4.8,Oxford White,Ebony,All-wheel Drive,20,29,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3FA6P0D95LR152400,R32995,61359
2021,Chevrolet,Suburban High Country,Used,81969,4.5,12,Dealer,AutoNation USA Phoenix Avondale,4.3,22,10601 Papago Freeway Avondale,AZ,85323,Good,4.9,4.9,4.2,4.3,4.8,4.2,Black,–,Four-wheel Drive,14,19,Gasoline,10-Speed Automatic,6.2L V8 16V GDI OHV,1GNSKGKL2MR375335,MR375335,22797
2020,BMW,X3 M40i,Certified,56861,4.9,51,Dealer,Schomp BMW,4.7,1804,1190 Plum Valley Ln Highlands Ranch,CO,80129,Good,5,4.9,4.9,4.7,4.9,4.9,Phytonic Blue Metallic,Black,All-wheel Drive,21,27,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXTY9C04L9B39734,B221318A,13753
2020,Ford,Expedition XLT,Used,52481,4.9,27,Dealer,Planet Lincoln Dallas Love Field,4.8,247,7767 Lemmon Ave Dallas,TX,75209,Great,5,4.9,4.9,4.6,4.9,4.8,Red,Ebony,Rear-wheel Drive,17,23,Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo,1FMJU1HT6LEA33326,N0349A,16455
2021,Audi,Q3 45 S line Premium,Used,39989,5,8,Dealer,Audi Omaha,4.5,80,17340 Burt Street Omaha,NE,68118,Good,5,5,5,4.9,4.9,4.9,Navarra Blue Metallic,Black,All-wheel Drive,20,28,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WA1DECF31M1014294,PA014294,11929
2021,Chevrolet,Tahoe Z71,Used,75993,4.5,37,Dealer,Mac Haik Chevrolet,4.6,809,11711 Katy Fwy Houston,TX,77079,Fair,4.6,4.7,4.4,4.3,4.7,4.3,Black,Jet Black,Four-wheel Drive,16,20,Gasoline,10-Speed Automatic,5.3L V8 16V GDI OHV,1GNSKPKD3MR400655,T10738A,18618
2020,Honda,Pilot EX-L,Used,38750,4.3,151,Dealer,Corwin Honda,4.6,1057,201 40th St S Fargo,ND,58103,Good,4.6,4.6,4.3,4.1,4.5,4.1,Deep Scarlet Pearl,Black,All-wheel Drive,18,26,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H56LB014754,9014754,10184
2021,Lexus,IS 350 F Sport,Used,63988,4.8,2,Dealer,McGrath Lexus of Westmont,4.8,1919,500 E. Ogden Ave. Westmont,IL,60559,Fair,5,4.5,5,4.5,5,5,Ultrasonic Blue Mica,Red,All-wheel Drive,19,26,Gasoline,6-Speed Automatic,3.5L V6 24V PDI DOHC,JTHGZ1E21M5020141,A1801A,770
2020,Honda,CR-V EX-L,Used,33543,4.8,269,Dealer,Napleton Honda of Morton Grove,3.9,236,6900 Dempster St Morton Grove,IL,60053,Good,4.9,4.8,4.8,4.8,4.9,4.9,Blue,Black,All-wheel Drive,27,32,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARW2H86LE002468,H60774A,30939
2020,Toyota,RAV4 LE,Used,32845,4.7,166,Dealer,Mountain View Nissan of Cleveland,4.7,57,131 Pleasant Grove Road McDonald,TN,37353,Great,4.8,4.8,4.7,4.6,4.8,4.8,Ruby Flare Pearl,Black,All-wheel Drive,27,34,Gasoline,8 speed automatic,4 Cylinder Engine,2T3F1RFV3LW129056,5053P,32708
2020,BMW,X5 M50i,Used,79900,4.7,53,Dealer,Nalley BMW,4.1,610,1606 Church St Decatur,GA,30033,Fair,4.8,4.8,4.8,4.4,4.7,4.7,White Metallic,Black,All-wheel Drive,16,22,Gasoline,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,5UXJU4C01L9B96284,NBD220937A,23649
2020,Ford,Escape SEL,Used,30849,4.6,230,Dealer,Ricart Used Car Factory,4.7,6018,4255 S Hamilton Rd Groveport,OH,43125,Good,4.7,4.6,4.5,4.5,4.7,4.6,Star White,Ebony,All-wheel Drive,26,31,Gasoline,8-Speed Automatic,1.5L I3 12V GDI DOHC Turbo,1FMCU9H61LUC62746,FTN2628B,15680
2021,Audi,Q7 55 Premium,Used,66995,4.7,12,Dealer,Steve White Volkswagen Audi - Greenville,4.8,934,100 Duvall Drive Greenville,SC,29607,Fair,4.9,4.7,4.6,4.3,4.9,4.3,Orca Black Metallic,Black,All-wheel Drive,18,23,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Turbo,WA1LXAF70MD010068,PA5888,32163
2021,BMW,330 i,Used,40775,4.9,11,Dealer,BMW of Tampa,4.7,1046,109 E. Fowler Ave Tampa,FL,33612,Good,4.8,4.8,4.9,4.8,4.9,4.7,Jet Black,Black,Rear-wheel Drive,26,36,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3MW5R1J03M8C04610,8C74146A,20801
2021,Mercedes-Benz,GLC 300 Base 4MATIC,Certified,60977,4.7,16,Dealer,Mercedes-Benz of South Orlando,4.7,1240,4301 Millenia Blvd Orlando,FL,32839,Fair,4.9,4.8,4.7,4.6,4.8,4.5,Black,Black,All-wheel Drive,21,28,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,W1N0G8EB3MF892292,P892292,15153
2020,Ford,Expedition XLT,Used,55997,4.9,27,Dealer,The Sunbury Motor Company,4.9,1038,943 N 4th St Sunbury,PA,17801,Good,5,4.9,4.9,4.6,4.9,4.8,Burgundy Velvet Metallic Tinted Clearcoat,Medium Stone,Four-wheel Drive,17,22,Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo,1FMJU1JT0LEA92947,FL621A,19221
2020,Lexus,ES 350 Base,Used,41500,4.9,52,Private,T,4.1,161,Fords,NJ,8863,Good,4.9,4.8,4.9,4.8,4.8,5,Gray,Black,Front-wheel Drive,22,32,Gasoline,A/T,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,58ADZ1B18LU067577,–,21300
2020,Chevrolet,Traverse LT Cloth,Used,34400,4.9,112,Dealer,Unity Cadillac,4.7,232,800 Auto Park Place Newburgh,NY,12550,Good,4.8,4.9,4.9,4.7,4.9,4.8,Graphite Metallic,Jet Black,All-wheel Drive,17,25,Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,1GNEVGKW8LJ144726,UULJ144726,46399
2020,Jeep,Cherokee Latitude,Certified,25918,4.8,152,Dealer,Northwest Hills,4.8,619,2065 E Main St Torrington,CT,6790,Great,4.8,4.8,4.8,4.8,4.8,4.8,Slate Blue Pearlcoat,Black,Four-wheel Drive,21,29,Gasoline,9-Speed Automatic,2.4L I4 16V MPFI SOHC,1C4PJMCB9LD586730,X22-229A,34584
2021,Honda,Pilot EX-L,Used,42100,4.8,63,Dealer,Ira Toyota of Danvers,4.4,2622,99B Andover St Danvers,MA,1923,Good,4.9,4.7,4.8,4.7,4.7,4.8,Crystal Black Pearl,Black,All-wheel Drive,19,26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H57MB100656,MB100656,13507
2020,BMW,X5 sDrive40i,Certified,53952,4.7,53,Dealer,BMW of Las Vegas,4.6,1599,6900 W Sahara Ave Las Vegas,NV,89117,Good,4.8,4.8,4.8,4.4,4.7,4.7,Arctic Gray Metallic,–,Rear-wheel Drive,21,26,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXCR4C05L9B38186,L9B38186,31754
2020,Jeep,Grand Cherokee Trailhawk,Used,46992,4.8,150,Dealer,AutoNation Chrysler Dodge Jeep Ram Roseville,4.5,907,200 Automall Dr Roseville,CA,95661,Good,4.9,4.8,4.8,4.7,4.9,4.8,Diamond Black,–,Four-wheel Drive,18,25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJFLG4LC255172,LC255172,22615
2021,Jeep,Grand Cherokee Limited,Used,38575,4.7,58,Dealer,Bill Luke Chrysler Jeep Dodge RAM,4.3,1366,2425 W Camelback Rd Phoenix,AZ,85015,Great,4.7,4.7,4.7,4.5,4.7,4.7,Granite Crystal Clearcoat Metallic,Black,Rear-wheel Drive,19,26,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJEBG6MC603423,BT55393,10204
2021,Toyota,Tacoma SR5,Certified,34841,4.8,85,Dealer,Right Toyota,4.6,1811,7701 E. Frank Lloyd Wright Blvd. Scottsdale,AZ,85260,Great,4.8,4.8,4.6,4.7,4.9,4.9,0040,Ash,Rear-wheel Drive,20,23,Gasoline,6-Speed Automatic,2.7L I4 16V MPFI DOHC,3TYAX5GN2MT018411,00989541,17448
2020,Honda,CR-V EX-L,Certified,36389,4.8,269,Dealer,Honda of  Seattle,4.6,143,2005 Airport Way S Seattle,WA,98134,Good,4.9,4.8,4.8,4.8,4.9,4.9,Sonic Gray Pearl,Black,All-wheel Drive,27,32,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,5J6RW2H87LA002669,P8187,19352
2020,Lexus,GX 460 Base,Used,57888,4.9,22,Dealer,Sewell Buick GMC,4,48,7474 Lemmon Ave Dallas,TX,75209,Good,5,4.9,4.9,4.8,5,5,Black,Black,Four-wheel Drive,15,19,Gasoline,6-Speed Automatic,4.6L V8 32V MPFI DOHC,JTJAM7BXXL5258011,5140528B,15157
2020,Jeep,Wrangler Unlimited Rubicon,Used,53493,4.8,77,Dealer,Mac Haik Chevrolet,4.6,809,11711 Katy Fwy Houston,TX,77079,Great,4.8,4.8,4.8,4.5,4.9,4.8,Granite Crystal Clearcoat Metallic,Dark Saddle / Black,Four-wheel Drive,17,23,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1C4HJXFN0LW222616,P10967,16614
2020,BMW,X3 xDrive30i,Certified,45219,4.9,51,Dealer,Plaza BMW,4.2,301,11858 Olive Blvd Creve Coeur,MO,63141,Good,5,4.9,4.9,4.7,4.9,4.9,Alpine White,Black,All-wheel Drive,24,29,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5UXTY5C01L9B84008,PLBS200029,17630
2020,Ford,Explorer XLT,Used,43863,4.5,248,Dealer,Town & Country Ford,4.2,150,6015 Preston Hwy Louisville,KY,40219,Great,4.7,4.6,4.5,4.3,4.7,4.3,Agate Black Metallic,–,Four-wheel Drive,20,27,Gasoline,10-SPEED A/T,4 Cylinder Engine,1FMSK8DH9LGA59315,H4879,18916
2020,Jeep,Grand Cherokee Limited,Certified,34993,4.8,150,Dealer,Yark Chrysler Dodge Jeep Ram,4.7,2717,6019 W Central Ave Toledo,OH,43615,Great,4.9,4.8,4.8,4.7,4.9,4.8,Pacific Blue Clearcoat,Black,Four-wheel Drive,18,25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJFBG8LC328531,J220883A,44515
2020,Mercedes-Benz,GLE 350 Base 4MATIC,Used,49490,4.3,75,Dealer,ALM Gwinnett,4.6,1087,2520 Pleasant Hill Rd Duluth,GA,30096,Fair,4.6,4.6,4,3.9,4.6,4.1,Black,Black,All-wheel Drive,19,26,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,4JGFB4KB8LA067160,LA067160,62017
2021,Jeep,Grand Cherokee Trailhawk,Certified,48500,4.7,58,Dealer,Lake Norman Chrysler Dodge Jeep Ram,4.8,2616,20700 Torrence Chapel Rd Cornelius,NC,28031,Good,4.7,4.7,4.7,4.5,4.7,4.7,Silver,Ruby Red,Four-wheel Drive,18,25,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,1C4RJFLT7MC800439,FP00439,20293
2020,Lexus,NX 300 F Sport,Used,39491,4.8,38,Dealer,Lexus of Tampa Bay,4.7,1929,5804 N Dale Mabry Highway Tampa,FL,33614,Good,4.8,4.8,4.8,4.7,4.8,4.9,Nebula Gray Pearl,–,Front-wheel Drive,22,28,Gasoline,6-Speed Automatic,2.0L I4 16V PDI DOHC Turbo,JTJSARBZ5L5016236,L5016236,39706
