"Latitud","Longitud","Profundidad","Magnitud","Año","Mes","Día","Hora","Minuto","Segundo"
-9.3172,-79.1836,29,4.7,2003,"10","01","04","27","08"
-16.0535,-74.5212,38,4.6,2019,"04","01","20","35","08"
-15.121,-74.2109,94,4.7,2016,"11","27","19","07","57"
-17.042,-73.378,33,4.8,2001,"06","24","03","15","22"
-8.3981,-75.1936,148,4.6,2009,"08","16","01","46","18"
-3.9831,-80.8749,33,5,2015,"07","11","22","55","49"
-6.92,-77.05,138,5,1984,"06","14","08","07","16"
-5.849,-81.153,22,5.4,1975,"04","25","09","36","07"
-8.1122,-74.3878,150,4.7,2015,"05","16","00","11","40"
-2.9987,-80.7392,48,5.1,2007,"08","15","12","38","43"
-17.5634,-71.9687,38,5.1,2001,"07","15","05","56","14"
-4.7581,-81.0166,24,4.1,2021,"03","05","13","42","13"
-15.06,-72.38,8,4.5,1989,"05","24","13","40","21"
-4.6571,-80.2023,66,4,2021,"05","16","19","47","40"
-4.4469,-76.8701,192,4.5,2011,"07","06","18","54","32"
-2.9279,-80.6011,81,4.5,2014,"01","06","19","25","56"
-15.672,-70.2618,241,4.9,2014,"08","01","00","10","53"
-5.5349,-81.7311,41,4.5,2013,"12","26","09","49","41"
-16.9281,-70.4977,23,4.9,2005,"08","07","15","23","18"
-12.639,-75.6158,133,4.6,1997,"01","06","10","46","15"
-14.9837,-71.0196,10,3.7,2020,"04","10","09","14","53"
-14.64,-76.14,15,4.6,1986,"03","07","02","57","52"
-17.9164,-70.1064,143,4.5,2001,"05","04","04","10","37"
-8.8896,-80.6646,11,5.6,1996,"08","31","14","00","51"
-8.6024,-76.3223,58,4.7,2013,"10","22","04","39","22"
-8.3846,-74.3351,147,4.5,2015,"03","24","16","02","46"
-9.878,-75.093,122,5.2,1980,"04","09","10","00","20"
-15.45,-75.41,31,4.9,1994,"12","08","03","59","34"
-17.6828,-69.8385,163,4,2019,"06","27","23","38","01"
-5.821,-75.2154,151,4.3,2019,"05","26","10","04","40"
-12.9105,-76.7716,52,3.5,2020,"03","04","11","01","31"
-13.5635,-72.6124,4,4.5,2016,"03","18","04","59","12"
-12.2253,-76.6318,91,4.6,1996,"06","17","01","00","09"
-15.969,-69.688,210,4,2005,"11","05","10","36","37"
-14.12,-71.17,69,4.7,1991,"10","31","14","20","43"
-16.6283,-74.5614,56,4.5,2008,"09","20","01","30","38"
-9.03,-75.47,47,4.5,1998,"12","23","06","31","24"
-14.6409,-75.1881,77,4.5,2016,"09","12","03","56","31"
-7.9933,-74.4128,166,5.1,2012,"07","18","04","06","54"
-7.0588,-80.7385,41,4.1,2021,"09","23","07","56","38"
-14.5,-70.1,85,4.7,1968,"01","30","09","24","45"
-10.4947,-74.8062,131,4,2020,"10","27","22","42","44"
-16.46,-74.2063,11,4.7,2003,"05","02","07","32","32"
-14.0265,-74.4851,105,4.5,1998,"07","19","02","09","51"
-10.386,-76.0006,126,5.2,2006,"03","25","08","56","29"
-13.5733,-72.5398,102,4.8,2011,"05","20","11","58","17"
-10.17,-75.54,20,5.2,1985,"05","27","01","00","43"
-10.3834,-78.4202,35,4.9,2014,"08","30","03","07","57"
-18.2632,-70.0352,133,5,2020,"11","20","17","02","41"
-12.46,-77.98,22,5.5,1985,"11","04","22","37","07"
-11.53,-73.35,7,4.6,1990,"05","27","08","10","22"
-13.6322,-76.7307,33,4.9,2007,"08","30","02","38","48"
-16.3695,-75.6437,20,5.7,2001,"01","15","11","53","19"
-17.549,-71.6978,30,4.7,2000,"08","09","08","25","00"
-7.7807,-74.3171,171,4.5,2010,"12","20","20","14","11"
-10.8056,-74.7842,13,3.9,2020,"06","21","14","18","02"
-16.0854,-74.308,24,4.5,2015,"02","11","17","21","52"
-10.5949,-75.4799,13,3.7,2020,"08","13","00","23","05"
-14.3341,-74.1426,106,4.8,2012,"03","23","10","31","13"
-9.0768,-75.8804,13,5.2,2017,"12","15","11","10","56"
-5.6045,-81.0213,47,5.6,2014,"05","15","01","48","55"
-17.703,-71.0879,29,5.2,2001,"10","13","00","31","22"
-9.3828,-75.951,172,4.9,2011,"07","10","03","17","09"
-15.4446,-74.383,113,4.6,2011,"03","28","10","58","25"
-10.56,-79.63,22,5.1,1967,"09","04","16","06","08"
-16.1566,-75.0791,41,5.1,2006,"08","20","20","27","25"
-8.185,-74.1882,201,4.9,2013,"12","03","19","20","52"
-4.5375,-80.2641,39,4.8,2011,"07","08","08","07","26"
-5.6799,-81.9144,17,4.8,2005,"06","13","16","41","55"
-10.76,-76.83,94,5.2,1988,"09","10","06","01","32"
-15.5185,-71.8146,172,4,2019,"08","20","18","11","20"
-14.4199,-74.5409,104,4.7,1998,"08","30","13","42","15"
-6.79,-81.14,26,4.6,1994,"12","31","10","13","30"
-7.5541,-74.9734,164,4.7,2017,"08","26","23","41","46"
-13.4417,-76.5711,64,4.7,2010,"03","11","12","12","28"
-6.7624,-76.3348,139,5,2016,"08","23","16","17","54"
-2.99,-77.673,33,4.5,1990,"04","21","19","26","42"
-15.5172,-72.1508,153,4.9,2002,"09","02","23","20","01"
-16.22,-74.79,22,4.8,1986,"06","29","02","01","21"
-11.8844,-76.3204,12,4.5,2017,"09","15","03","48","08"
-6.6578,-76.9141,187,4.6,2011,"12","09","05","07","15"
-15.427,-71.024,29,5.4,1974,"10","31","08","58","20"
-11.6774,-76.3741,20,3.7,2021,"11","15","14","58","21"
-13.49,-77.29,32,4.5,1995,"02","10","01","16","41"
-15.9912,-73.0712,59,4.5,2001,"10","15","21","08","19"
-2.797,-77.709,62,5.1,1995,"10","07","21","19","55"
-7.9763,-74.3275,172,4.9,1998,"06","27","19","46","23"
-16.08,-68.8,198,5,1989,"10","11","06","01","24"
-5.2505,-76.6262,127,5.4,2011,"07","25","18","25","10"
-16.36,-71.62,116,6.2,1964,"01","26","09","09","35"
-15.3275,-71.8247,142,4.5,2010,"11","21","16","48","55"
-8.7735,-79.7434,29,4.5,2016,"11","06","14","52","09"
-8.7244,-74.6071,183,5,2015,"01","13","15","37","00"
-18.5761,-69.8443,151,4.6,2016,"03","07","15","31","37"
-7.1542,-78.1226,24,4.5,2016,"01","30","13","04","04"
-16.6446,-73.6407,41,4.8,2001,"07","18","20","23","06"
-4.1033,-80.7336,49,4.5,1997,"08","20","19","41","33"
-9.5542,-79.3561,75,5.2,1999,"10","09","08","06","50"
-7.9971,-74.2811,163,5,1997,"07","16","07","32","20"
-8.89,-80.53,49,4.5,1991,"03","27","07","15","48"
-10.223,-79.765,33,4.9,1981,"11","04","01","10","23"
-5.2142,-78.4996,18,4.5,2011,"05","24","17","45","34"
-8.9163,-75.8867,128,5.4,2021,"03","09","19","16","31"
-4.329,-81.207,42,5.4,1978,"11","21","00","07","06"
-14.7555,-75.577,37,4.5,2013,"10","04","18","05","22"
-3.5689,-80.6467,44,4.5,1999,"11","23","06","43","21"
-9.82,-75.68,26,5.6,1995,"07","02","01","14","24"
-13.68,-75.896,78,5.2,1965,"04","27","05","24","47"
-11.2868,-73.2722,19,4.8,2014,"06","28","04","45","36"
-12.823,-77.781,48,5.1,1974,"12","24","00","54","05"
-12.8,-77.632,33,5.3,1979,"07","03","16","04","35"
-14.1887,-72.7683,89,5.1,2019,"09","02","16","35","28"
-3.5643,-77.542,167,4.5,2014,"01","31","14","18","19"
-11.42,-76.78,112,5.1,1984,"05","08","16","14","59"
-18.347,-70.957,71,4.9,1965,"12","14","04","55","19"
-8.539,-79.47,67,5.3,1976,"02","29","03","45","55"
-10.35,-74.68,27,4.8,1987,"03","06","03","05","46"
-12.68,-75.5,110,4.9,1989,"10","04","14","14","08"
-15.3491,-75.0143,43,4.7,2015,"01","03","01","22","02"
-15.6467,-71.8532,12,3.6,2020,"08","01","11","43","00"
-15.5165,-72.8587,20,6,2001,"12","04","05","57","15"
-10.2463,-78.6133,48,4.6,2017,"04","04","23","51","27"
-2.8509,-75.8042,75,4.6,2011,"02","27","05","58","30"
-5.6129,-77.2056,37,5.2,2017,"06","28","17","29","27"
-11.77,-74.07,38,5.4,1988,"03","07","11","20","02"
-12.85,-76.87,11,4.6,1991,"03","13","07","17","12"
-14.6608,-76.6174,16,6.2,1997,"02","09","12","32","30"
-17.3627,-72.3072,31,4.6,2002,"12","26","10","03","23"
-8.69,-75.6,145,4.6,1990,"09","13","07","01","04"
-3.4916,-79.9189,60,4.5,2013,"10","11","05","09","11"
-8.6145,-79.1942,51,4.6,2010,"08","12","09","12","21"
-18.4755,-70.9438,19,4.5,2004,"04","28","02","44","14"
-10.06,-79.62,31,4.9,1995,"11","14","06","45","06"
-18.4747,-70.1171,93,4.5,2019,"06","27","11","45","33"
-17.57,-72.4,44,4.6,1969,"12","18","04","51","35"
-6.58,-79.12,17,5.2,1995,"12","30","15","22","12"
-12.71,-77.544,38,5.7,1973,"12","24","18","18","12"
-10.4991,-76.6581,127,4.6,2002,"05","23","06","23","22"
-4.251,-77.0565,107,4.8,2017,"01","07","12","30","28"
-17.242,-70.645,24,5.6,1974,"04","25","08","56","43"
-6.6133,-75.4165,144,4.9,1999,"09","17","03","45","24"
-5.4607,-77.1836,50,4.9,2005,"11","25","11","01","23"
-18.4262,-71.628,28,4.9,2017,"08","19","15","21","43"
-9.21,-79.87,23,4.6,1993,"03","31","19","03","20"
-17.2,-71.9,72,4.6,1968,"01","28","04","37","58"
-9.8793,-80.0081,8,4.9,2015,"12","21","02","11","40"
-18.2884,-69.8433,127,4.9,2018,"05","07","11","14","11"
-5.568,-77.192,25,5.3,1968,"09","07","17","41","55"
-15.97,-75.83,12,5.6,1987,"09","19","08","21","45"
-5.57,-75.8,56,4.8,1995,"06","03","06","12","44"
-8.492,-77.107,27,4.9,1973,"07","10","23","39","08"
-3.527,-80.1694,31,4.5,2004,"02","12","23","39","58"
-11.12,-77.93,17,4.6,1993,"10","12","15","10","40"
-14.9778,-75.4937,23,4.5,1996,"11","14","07","36","46"
-12.2197,-77.6932,32,4.5,2016,"01","29","08","41","10"
-16.3359,-74.6558,31,4.9,2017,"04","01","12","56","55"
-17.1698,-70.1592,166,4.3,2019,"10","09","18","08","16"
-14.3243,-75.6646,54,4.8,2013,"02","22","20","09","53"
-14.3505,-76.4952,24,4.5,2007,"10","09","23","14","20"
-18.0007,-73.2057,6,4.9,2001,"12","31","20","15","01"
-14.49,-70.79,128,6.4,1982,"09","15","20","22","55"
-16.3204,-72.0581,17,4.5,2013,"10","21","04","13","43"
-17.5495,-73.152,21,4.7,2017,"02","15","15","35","24"
-18.6585,-69.9325,120,5.8,2014,"01","29","10","01","53"
-7.24,-80.63,10,4.9,1994,"12","03","13","25","48"
-11.825,-77.9543,50,4.5,1996,"10","17","04","12","01"
-7.36,-75.75,23,5,1994,"11","05","04","57","30"
-15.912,-71.7771,21,4.7,2013,"10","27","05","28","24"
-3.7003,-81.1357,48,4.5,1997,"09","23","05","58","58"
-14.7461,-72.8815,110,4.7,2012,"01","28","09","31","56"
-2.4467,-81.1531,51,4.5,2005,"11","13","11","56","18"
-5.0089,-76.5756,52,5.2,2006,"09","11","15","27","53"
-11.8,-74.7,70,4.7,1969,"08","11","16","15","15"
-14.5456,-76.1655,41,4.5,2011,"06","22","01","54","21"
-11.42,-74.16,133,4.9,1982,"12","21","11","30","52"
-16.7047,-72.3833,78,4.7,2016,"07","30","13","54","36"
-11.3269,-74.3959,126,5,2008,"11","03","03","11","11"
-10.9284,-76.6014,118,4.7,2017,"05","31","07","05","07"
-16.24,-75,35,4.6,1993,"02","18","00","16","01"
-4,-80.86,64,5.1,1970,"12","12","21","13","20"
-11.0234,-73.9534,144,5.1,2003,"10","18","19","06","50"
-16.4349,-70.5071,189,4.6,2010,"03","13","17","29","50"
-8.996,-79.4009,49,4.9,1998,"03","02","01","59","54"
-15.6708,-75.7615,23,5.8,2004,"12","20","03","58","36"
-14.5656,-72.8909,186,4.5,2008,"12","28","02","37","32"
-11.78,-77.48,32,4.7,1995,"12","06","22","05","19"
-11.3645,-74.8478,118,4.5,2014,"06","09","17","57","52"
-12.747,-77.144,47,4.5,2005,"10","10","17","01","24"
-17.744,-71.839,81,5.2,1977,"08","01","03","09","32"
-9.3334,-75.9228,23,4.8,2011,"10","20","19","02","04"
-5.7429,-79.7968,78,4.6,2001,"09","08","12","21","49"
-8.7206,-74.8445,153,4.5,2015,"01","13","03","32","58"
-13.8889,-76.7691,9,4.5,2001,"11","02","18","09","50"
-18.1314,-69.9062,117,5.3,2017,"12","20","18","16","11"
-12.42,-76.26,103,4.9,1987,"04","25","05","08","16"
-17.699,-69.911,127,4.6,1985,"05","08","01","13","56"
-12.242,-74.17,42,5.1,1977,"03","09","07","25","33"
-10.4637,-73.9256,47,4.8,2004,"05","06","20","21","31"
-16.2244,-74.4704,31,4.5,2018,"10","30","02","15","13"
-13.89,-73.31,72,4.8,1970,"09","01","03","30","12"
-14.6839,-76.1317,35,4.8,2011,"11","18","06","30","45"
-14.3507,-76.3314,20,4.5,2002,"09","24","19","24","43"
-4.2742,-77.9027,12,4.5,2013,"04","03","13","00","40"
-4.8544,-80.857,29,4.2,2021,"09","16","10","14","00"
-10.4501,-75.525,13,4.5,2015,"07","11","15","07","20"
-15.4651,-70.5732,243,5,2013,"04","22","00","56","33"
-8.1145,-74.4593,161,4.5,2016,"07","06","15","56","23"
-15.7417,-72.0558,129,4.8,2004,"04","10","04","52","38"
-16.207,-70.518,189,4.6,1972,"01","06","13","29","38"
-10.0572,-74.8744,31,4.6,2002,"12","02","04","35","12"
-17.1563,-72.2874,24,4.5,2013,"05","24","02","07","34"
-17.9147,-72.5688,11,5.3,2001,"07","07","11","49","15"
-13.6369,-76.3367,47,4.7,2001,"11","02","12","09","30"
-11.8483,-76.5812,97,4,2021,"06","07","22","00","49"
-14.35,-75.94,44,4.5,1989,"02","13","11","42","38"
-5.6424,-76.5992,102,4.5,2012,"12","25","04","48","09"
-15.6571,-71.8301,10,3.5,2020,"01","29","14","46","37"
-17.346,-69.403,170,4.2,2005,"03","07","02","57","14"
-17.837,-72.4888,10,5.3,2001,"07","07","19","29","55"
-13.873,-76.843,33,5.1,1974,"10","05","17","58","00"
-8.8388,-79.3277,94,4.8,2012,"05","11","06","54","03"
-9.25,-78.77,28,4.7,1989,"12","20","18","46","53"
-12.47,-73,162,4.8,1983,"10","20","11","35","18"
-14.8972,-71.2177,182,4.8,2017,"08","18","14","36","27"
-15.17,-75.99,11,4.6,1986,"02","20","20","54","15"
-11.398,-73.746,109,5.6,1981,"06","05","07","09","07"
-5.5668,-81.3304,11,5.4,2009,"08","27","14","56","37"
-3.67,-76.73,146,4.9,1990,"04","18","03","32","00"
-16.4094,-74.2332,29,4.5,2016,"05","22","08","36","42"
-8.3432,-80.4029,22,4.6,2012,"12","04","17","12","51"
-15.14,-75.44,15,4.6,1994,"11","23","08","15","23"
-3.7615,-80.0895,84,4.6,2018,"07","05","23","01","10"
-10.76,-78.12,49,4.6,1995,"11","05","05","02","02"
-16.3,-72.2,90,4.6,1963,"07","10","11","47","35"
-14.0271,-76.2349,35,5,2018,"09","03","19","24","19"
-10.629,-75.064,33,4.9,2014,"02","11","23","51","19"
-17.676,-70.699,136,4.2,1984,"02","28","01","09","09"
-5.9279,-76.0741,133,4.5,2000,"02","03","06","44","00"
-10.3986,-75.1963,23,4.6,2018,"03","13","23","50","31"
-15.5737,-75.6985,18,5.5,1996,"11","12","21","43","53"
-2.6685,-81.2794,45,4.5,2005,"01","24","08","54","32"
-18.358,-71.188,57,4.4,2004,"06","23","23","27","05"
-15.227,-73.597,79,5.1,1970,"12","14","17","30","36"
-4.176,-80.996,77,5.1,1975,"05","30","02","12","44"
-7.9276,-74.5069,154,4.3,2020,"10","09","11","46","44"
-8.5294,-75.0597,141,4.6,2014,"12","20","22","10","11"
-13.91,-75.61,20,5.3,1985,"02","04","16","14","26"
-9.888,-80.7581,26,4.7,2010,"08","09","23","14","35"
-10.5235,-78.4238,41,4.5,2014,"09","23","09","28","35"
-9.9267,-74.1968,151,4.7,2013,"01","13","19","29","09"
-14.2261,-73.3144,107,5.3,2008,"08","06","22","03","09"
-3.708,-80.539,72,4.7,1971,"05","27","18","36","19"
-12.15,-76.33,125,4.7,1987,"03","05","06","21","05"
-16.842,-70.6055,9,4.9,2016,"06","03","04","12","19"
-15.4519,-70.5727,226,4.6,2019,"03","20","05","41","40"
-16.2286,-70.5383,8,4.9,2017,"05","22","14","27","24"
-4.1158,-76.2901,131,4.5,2018,"09","12","04","08","12"
-17.0619,-72.9012,25,4.9,1998,"03","31","14","07","27"
-8.0059,-74.5823,165,5,2012,"04","25","09","37","11"
-8.397,-74.138,170,5.3,1966,"09","09","04","04","06"
-17.3708,-69.6245,164,4.8,1998,"11","14","23","08","00"
-17.006,-72.596,65,5.7,1976,"05","18","02","02","17"
-2.76,-74.91,77,5,1995,"10","05","12","04","28"
-3.9517,-80.6759,30,4.5,2013,"05","25","02","26","37"
-17.589,-69.631,159,4.7,1990,"04","08","05","43","05"
-11.9065,-77.5464,54,4.5,1997,"08","11","10","55","49"
-10.893,-78.361,26,4.7,2016,"12","21","07","17","14"
-15.3204,-75.9127,32,4.5,1999,"05","08","08","46","35"
-17.5168,-71.419,49,3.7,2020,"06","14","15","27","39"
-11.2058,-74.2596,59,4.6,1996,"02","08","14","10","11"
-11.8017,-77.6322,47,4.8,2017,"11","01","03","36","03"
-13.6312,-76.6872,41,4.8,2007,"11","16","06","53","45"
-17.6,-70.5,73,4.5,1969,"05","13","14","29","47"
-9.2694,-75.7437,142,4.6,2004,"05","22","13","15","08"
-17.719,-69.969,126,5.1,1981,"12","20","06","12","13"
-13.4666,-75.0587,106,4.8,2011,"10","26","03","01","21"
-17.7254,-72.9713,11,4.5,2016,"05","05","05","42","24"
-16.65,-73.65,53,4.8,1968,"12","21","03","40","24"
-17.8805,-69.9246,108,4.9,2014,"07","04","06","16","22"
-13.9519,-72.8856,147,4.5,1998,"01","11","07","54","32"
-17.92,-69.9523,158,4.9,2017,"11","16","17","04","34"
-5.8922,-81.1391,25,4.5,1997,"03","06","10","17","00"
-15.5738,-70.8559,237,4.8,2013,"09","22","19","04","40"
-14.34,-75.95,20,4.6,1986,"05","17","19","44","21"
-9.5528,-78.7824,14,5.1,1996,"08","05","06","02","17"
-10.1963,-80.0552,55,5.1,2010,"06","26","22","07","24"
-16.594,-72.661,51,5.8,1979,"02","16","22","18","21"
-8.6404,-74.6416,133,4.7,2012,"06","29","01","21","56"
-10.39,-77.09,42,4.5,1990,"01","05","10","03","14"
-7.1,-76.7,33,4.8,1968,"06","23","19","18","29"
-9.1517,-72.002,591,5.5,2005,"05","02","06","04","44"
-4.288,-80.5082,63,4.5,2015,"02","21","09","07","00"
-17.6465,-71.991,30,5.8,2001,"06","23","22","32","45"
-19.118,-69.6451,86,4.4,2020,"07","21","06","49","47"
-5.8616,-81.0472,29,5.2,2007,"09","28","02","42","35"
-16.572,-71.389,112,5.4,1972,"02","21","05","31","26"
-8.04,-80.33,47,4.6,1990,"07","03","10","48","58"
-15.0344,-75.3627,25,5.2,1996,"11","21","07","27","22"
-4.3,-81.2,94,5.1,1970,"12","12","04","35","19"
-8.0114,-80.5734,29,4.5,2016,"06","14","15","14","03"
-9.0382,-74.7917,132,5.3,1997,"01","13","01","00","12"
-12.023,-75.115,0,4.6,1973,"10","02","10","15","10"
-15.49,-70.2,198,4.5,1987,"09","24","08","59","49"
-14.15,-75.54,24,4.5,1990,"01","15","01","21","30"
-15.3758,-72.4345,116,4.7,1999,"11","19","04","55","36"
-15.5648,-75.3068,19,4.6,2014,"01","19","09","40","05"
-10.4745,-78.6188,23,4.5,2016,"01","30","20","27","33"
-14.971,-72.93,98,4.5,1974,"03","25","16","59","56"
-5.922,-77.1608,128,4.5,2007,"11","09","05","06","39"
-8.3813,-80.1267,39,4.6,2017,"03","18","04","52","23"
-9.2795,-72.4555,154,4.7,2018,"01","27","02","22","00"
-15.205,-73.304,21,4.9,1998,"11","29","01","47","08"
-12.597,-76.592,68,5.3,1968,"02","03","11","07","50"
-7.4386,-74.268,155,4.5,2011,"08","25","01","38","44"
-16.73,-71.83,35,5.8,1987,"03","10","02","18","36"
-11.41,-76.62,32,4.5,1990,"10","17","05","14","01"
-14.8731,-72.9876,123,5.3,2012,"01","11","18","58","34"
-6.99,-77.6,12,4.5,1994,"07","04","08","28","51"
-15.7096,-71.1886,24,4.5,2000,"03","01","02","47","16"
-6.0673,-74.7084,146,4.6,2001,"03","17","14","41","58"
-15.6595,-71.8329,6,3.9,2020,"01","28","09","12","04"
-5.1753,-79.1888,18,5.2,2021,"07","21","15","07","31"
-10.8984,-78.6074,49,4.6,2004,"11","24","08","25","43"
-15.1029,-74.5084,18,4.5,1996,"11","13","05","30","46"
-12.472,-76.638,61,4.5,1974,"10","13","08","01","37"
-10.0448,-75.3726,17,4.8,2005,"12","24","09","40","38"
-15.2994,-70.9761,8,4.6,2016,"12","01","23","42","50"
-13.63,-75.9,45,4.5,1989,"03","04","01","38","38"
-9.803,-71.131,601,4.9,1972,"12","20","16","11","27"
-9.8766,-74.1538,153,4.9,2012,"03","01","03","59","59"
-4.3987,-77.965,28,4.5,2001,"10","22","06","49","05"
-15.9375,-73.95,49,5.1,2017,"11","16","12","55","28"
-17.9032,-72.6538,56,4.9,2001,"07","07","15","02","21"
-5.7564,-77.156,19,4.5,1996,"05","08","09","00","51"
-11.2888,-74.5388,44,4.7,1999,"07","08","10","47","53"
-18.6774,-71.1667,32,5.5,2021,"12","07","10","39","37"
-12.4697,-75.9418,103,4.5,2002,"01","03","17","20","20"
-5.7,-80.9,33,6.1,1961,"12","24","14","25","31"
-10.162,-79.618,36,5.8,1966,"10","17","23","46","54"
-6.201,-73.276,33,5.1,1995,"04","28","22","29","53"
-10.069,-73.296,0,5,1974,"07","06","19","30","43"
-13.8011,-75.9066,36,4.8,2000,"05","27","05","34","26"
-5.71,-77.05,138,4.6,1991,"04","21","23","50","41"
-2.81,-76.5,145,4.5,1992,"10","25","05","28","29"
-18.2597,-70.0099,91,4.5,2021,"09","10","03","25","40"
-18.1,-70.3,60,5.3,1961,"06","03","04","21","56"
-5.51,-77.2,61,4.8,1969,"05","18","20","01","34"
-11.708,-72.166,33,4.4,1998,"01","11","14","49","18"
-16.8,-74.9,33,4.8,1965,"01","11","09","27","39"
-8.2099,-80.1377,15,4.5,1998,"11","26","04","02","00"
-6.727,-76.994,133,4.9,1980,"09","17","15","39","06"
-5.361,-77.367,21,5.4,1969,"04","19","09","21","48"
-8.6,-79.1,23,4.8,1995,"05","12","22","34","34"
-8.92,-78.54,18,4.9,1985,"02","17","22","39","34"
-14.49,-76.25,22,4.6,1995,"02","06","21","14","37"
-8.6173,-79.6679,63,4.5,2002,"01","14","18","41","05"
-5.39,-76.9,33,4.6,1968,"06","21","12","51","42"
-4.4844,-77.9456,17,4.5,2016,"02","12","05","23","47"
-7.86,-74.57,146,4.9,1965,"08","22","12","24","25"
-3.8709,-79.8547,106,4.5,2014,"04","15","20","20","51"
-14.912,-72.0058,6,4.8,2013,"07","05","22","47","53"
-15.2622,-72.1765,107,4.6,2014,"06","21","09","47","14"
-16.1722,-71.6496,126,3.9,2021,"08","18","11","12","20"
-5.8969,-81.0937,3,4.5,2012,"02","29","03","42","05"
-4.365,-80.764,66,5,1969,"03","30","05","05","39"
-15.98,-70.69,170,4.8,1970,"05","26","09","47","03"
-17.4131,-71.9449,37,5.3,2001,"06","24","15","30","16"
-17.73,-72.29,36,7,1988,"04","12","23","19","38"
-13.6741,-76.7993,23,6.1,2007,"08","19","01","22","36"
-14.12,-75.43,44,5.8,1984,"12","10","10","22","13"
-17.6173,-72.3169,15,4.5,2001,"07","08","00","24","47"
-9.2724,-79.3399,20,4.5,2014,"04","09","19","01","07"
-6.6202,-76.6196,136,5,2005,"11","13","19","58","06"
-11.8556,-75.3119,107,4.5,2007,"06","29","11","56","54"
-15.913,-75.385,15,5,1967,"09","25","04","03","50"
-12.5,-68.5,300,5.8,1960,"01","23","03","37","32"
-14.2096,-74.4861,92,4.5,2017,"02","18","03","15","22"
-10.78,-77.48,37,4.9,1995,"10","21","06","06","28"
-18.0543,-70.0126,136,4.8,2018,"12","12","13","13","35"
-11.91,-75.04,35,4.7,1993,"01","02","01","08","05"
-15.57,-70.264,225,4.1,1991,"06","13","01","29","43"
-9.451,-76.7936,19,4.5,2013,"11","15","04","49","00"
-15.6686,-71.7055,9,4.6,2016,"09","03","01","44","40"
-3.8694,-75.8758,174,5.2,2017,"04","09","14","04","06"
-3.5462,-80.5756,28,4.5,1997,"11","11","13","10","17"
-10.4138,-76.1595,39,4.6,2001,"03","13","03","27","55"
-6.24,-76.35,47,4.7,1990,"06","10","01","42","32"
-5.4333,-77.3211,121,4.5,2011,"01","15","05","12","13"
-9.614,-78.032,61,5.2,1973,"02","28","13","36","43"
-17.769,-71.481,31,5,2001,"06","24","01","14","35"
-9.3607,-77.0929,23,4.7,2014,"12","17","22","01","38"
-4.8517,-80.8356,55,4.9,1999,"05","17","19","28","41"
-17.1642,-70.9669,83,4.8,2001,"07","05","01","39","17"
-17.873,-69.4461,172,4.9,2012,"04","22","18","04","52"
-3.3649,-81.1397,52,4.7,2013,"03","16","00","54","20"
-6.098,-76.57,57,5,1970,"05","27","09","52","37"
-13.9,-76.4,82,4.7,1965,"06","03","12","12","31"
-3.9028,-80.4929,10,4.5,1997,"04","22","07","44","12"
-8.3234,-73.9294,55,4.8,2006,"04","12","07","08","07"
-8.9734,-80.2998,50,4.6,2013,"01","06","00","19","18"
-6.3,-78.8,153,4.6,1969,"01","15","08","19","58"
-13.74,-74.39,29,4.7,1994,"07","25","22","09","24"
-3.77,-80.76,30,4.9,1965,"05","20","09","55","15"
-7.0533,-77.4594,25,4.5,2010,"12","09","04","00","13"
-11.4887,-77.6258,40,4.7,1998,"11","14","11","38","05"
-11.8084,-76.9356,93,4.5,2019,"06","20","04","43","01"
-18.043,-71.571,35,5,2001,"06","24","22","49","28"
-3.8032,-80.9242,54,4.5,2001,"08","29","22","10","18"
-15.5513,-70.8923,198,5.8,2001,"02","16","13","19","44"
-10.2419,-77.3843,123,5.3,2014,"12","17","14","24","27"
-13.485,-77.12,28,4.6,2007,"08","16","00","32","14"
-17.0907,-71.0135,107,4.5,2015,"05","05","00","35","27"
-10.3376,-77.0229,121,4.6,2014,"08","19","20","35","48"
-12.971,-76.4754,86,4.6,2006,"10","08","06","55","35"
-15.1871,-71.8024,135,4.6,2017,"06","25","11","40","55"
-8.3863,-73.3265,146,4.6,2001,"12","30","00","47","47"
-14.5318,-76.1712,47,4.7,2007,"08","17","21","17","02"
-2.7296,-80.8512,58,4.9,1999,"12","27","23","22","59"
-14.5102,-68.8718,200,5.1,2001,"06","29","06","28","48"
-16.1582,-71.9693,133,4.7,2014,"07","28","18","38","16"
-5.8668,-78.9804,26,4.9,2005,"10","31","11","55","09"
-14.8526,-75.6228,41,5.3,2013,"06","30","16","39","11"
-14.997,-73.1589,114,4.8,2017,"06","22","06","15","38"
-16.3021,-74.4636,27,4.5,2010,"11","22","08","27","23"
-3.252,-77.207,100,4.7,2003,"02","07","21","46","44"
-12.2524,-73.3154,24,4,2019,"05","01","18","31","15"
-7.22,-79.87,47,4.8,1993,"04","28","05","46","12"
-4.1347,-80.2744,40,4.5,2012,"10","08","04","41","18"
-16.026,-72.831,100,5.4,1976,"08","17","06","02","40"
-17.1179,-71.0219,121,5.6,2016,"02","13","03","46","45"
-10.34,-78.89,16,4.9,1989,"06","22","10","30","19"
-3.9347,-77.1206,180,4.7,1996,"06","14","10","04","25"
-7.9146,-76.3053,165,4.6,2014,"11","08","02","09","48"
-9.1673,-75.8259,144,5,1997,"07","03","23","28","36"
-14.5889,-73.8434,122,4.5,1998,"11","09","23","34","14"
