"LATITUD","LONGITUD","PROFUNDIDAD","MAGNITUD","AÑO_UTC","MES_UTC","DIA_UTC","HORA_UTC","MINUTO_UTC","SEGUNDO_UTC"
-13.696,-76.947,78,4.9,1974,"10","07","11","40","32"
-12.349,-77.478,0,5.1,1974,"10","07","16","11","40"
-12.613,-76.827,50,4.6,1974,"10","07","15","42","56"
-12.624,-77.897,23,4.9,1974,"10","07","22","04","12"
-14.72,-71.678,130,4.9,1974,"10","08","02","14","49"
-12.495,-76.734,53,4.7,1974,"10","08","05","25","42"
-12.486,-76.741,54,4.6,1974,"10","08","11","44","15"
-4.338,-81.102,52,5.3,1974,"10","08","15","39","39"
-12.486,-76.749,58,4.6,1974,"10","08","18","05","34"
-13.003,-77.128,0,4.6,1974,"10","09","02","12","08"
-12.701,-76.969,56,4.9,1974,"10","09","02","59","04"
-12.472,-76.615,56,4.5,1974,"10","09","10","38","11"
-12.49,-76.667,57,4.5,1974,"10","09","15","22","30"
-12.592,-77.915,30,5.2,1974,"10","09","17","49","56"
-12.587,-76.797,30,5.3,1974,"10","09","21","54","39"
-12.462,-76.705,55,4.6,1974,"10","10","06","37","03"
-12.76,-77.291,21,4.5,1974,"10","10","10","51","12"
-12.504,-77.676,31,5.6,1974,"10","10","19","53","01"
-13.072,-77.523,25,5.2,1974,"10","10","20","57","48"
-12.301,-78.046,13,4.6,1974,"10","10","20","51","54"
-14.52,-74.304,100,5.6,1974,"10","11","04","36","24"
-12.4,-77.701,17,4.5,1974,"10","11","16","58","52"
-12.956,-77.241,15,4.6,1974,"10","11","17","47","56"
-16.166,-74.348,61,5.2,1974,"10","11","17","54","08"
-13.365,-77.4,10,4.7,1974,"10","12","00","01","01"
-13.809,-77.68,33,4.7,1974,"10","12","01","07","59"
-12.474,-76.718,84,4.7,1974,"10","13","07","52","54"
-12.393,-76.493,43,4.7,1974,"10","13","07","53","40"
-12.472,-76.638,61,4.5,1974,"10","13","08","01","37"
-11.941,-77.194,70,4.7,1974,"10","13","08","40","48"
-12.471,-77.092,58,4.5,1974,"10","13","17","34","30"
-2.455,-76.373,147,5.4,1974,"10","14","07","45","17"
-12.716,-76.724,49,4.6,1974,"10","14","13","36","41"
-12.578,-76.771,55,4.7,1974,"10","14","22","36","17"
-12.686,-77.196,22,4.5,1974,"10","15","02","06","47"
-12.771,-77.123,0,4.8,1974,"10","15","18","29","53"
-12.538,-77.013,57,4.5,1974,"10","16","10","25","22"
-3.967,-77.495,128,4.8,1974,"10","18","04","09","40"
-12.068,-77.308,0,4.9,1974,"10","23","16","44","38"
-13.45,-77.309,10,4.5,1974,"10","23","19","31","17"
-12.532,-77.379,58,4.9,1974,"10","24","02","25","39"
-14.966,-73.312,106,5.6,1974,"10","26","18","53","25"
-17.002,-71.689,88,4.9,1974,"10","27","16","21","23"
-15.427,-71.024,29,5.4,1974,"10","31","08","58","20"
-15.391,-70.727,16,5.5,1974,"10","31","14","34","03"
-12.729,-78.004,27,5.3,1974,"11","02","00","57","38"
-16.888,-71.757,73,5,1974,"11","05","23","20","44"
-15.565,-70.579,170,5.7,1974,"11","07","13","17","40"
-13.76,-76.928,0,4.9,1974,"11","08","00","04","48"
-12.52,-77.592,13,7.2,1974,"11","09","12","59","55"
-11.367,-79.096,33,5.1,1974,"11","11","07","23","22"
-8.435,-77.072,100,5.1,1974,"11","11","11","44","05"
-10.779,-79.164,58,5.3,1974,"11","12","00","53","58"
-12.876,-77.075,42,5.7,1974,"11","14","19","17","38"
-5.7,-81.267,32,4.7,1974,"11","16","17","21","08"
-16.359,-70.162,146,4.6,1974,"11","17","23","33","14"
-7.718,-74.407,160,6.2,1974,"12","05","11","57","33"
-11.805,-75.761,50,5.1,1974,"12","05","17","03","39"
-7.844,-74.555,153,4.9,1974,"12","06","06","52","49"
-17.018,-72.979,55,4.9,1974,"12","08","11","43","08"
-15.967,-74.843,55,5.3,1974,"12","10","23","31","29"
-14.125,-75.806,83,5,1974,"12","17","13","47","36"
-4.5,-77.7,0,4.5,1974,"12","18","20","31","28"
-3.2,-75.844,147,5,1974,"12","23","08","14","02"
-12.823,-77.781,48,5.1,1974,"12","24","00","54","05"
-2.593,-76.795,169,4,1974,"12","25","19","25","28"
-17.48,-71.965,72,4.5,1975,"01","10","17","37","39"
-17.278,-70.278,137,4.5,1975,"01","17","12","37","01"
-15.746,-72.623,119,4.9,1975,"01","19","18","41","03"
-9.942,-79.088,39,5.7,1975,"01","21","14","25","25"
-10.185,-79.56,36,4.8,1975,"01","22","03","34","26"
-7.743,-74.571,152,5,1975,"01","22","15","07","32"
-15.432,-70.89,196,4.7,1975,"01","23","10","44","37"
-15.466,-72.931,106,5.7,1975,"01","23","11","04","16"
-6.107,-79.233,96,5.1,1975,"02","01","12","50","52"
-15.491,-76.055,34,5.3,1975,"02","10","19","20","27"
-15.323,-76.162,33,4.9,1975,"02","11","02","26","57"
-9.846,-79.077,56,5,1975,"02","11","12","03","44"
-8.501,-82.048,10,5.5,1975,"02","16","16","13","40"
-14.756,-74.06,104,5.3,1975,"02","21","20","19","44"
-8.599,-75.428,118,4.9,1975,"02","22","11","39","36"
-8.59,-81.872,14,5.8,1975,"03","01","14","53","17"
-17.395,-72.123,69,4.5,1975,"03","01","17","37","57"
-10.509,-73.398,0,4.6,1975,"03","01","17","40","11"
-11.819,-77.741,58,4.9,1975,"03","05","16","39","13"
-15.391,-75.221,33,4.6,1975,"03","12","02","39","41"
-10.106,-75.269,36,5.8,1975,"03","18","01","10","55"
-4.347,-77.023,112,6.6,1975,"03","18","17","21","26"
-8.732,-82.23,0,5,1975,"03","20","03","56","48"
-13.361,-69.283,0,4.5,1975,"03","27","21","37","14"
-9.846,-80.028,18,5.3,1975,"03","31","10","33","11"
-10.094,-80.015,35,4.9,1975,"03","31","11","52","28"
-15.321,-71.058,201,4.8,1975,"04","10","05","20","58"
-14.864,-72.649,98,6.1,1975,"04","12","15","33","12"
-14.452,-76.864,28,5.6,1975,"04","18","12","34","11"
-14.89,-72.902,99,5.1,1975,"04","19","13","13","40"
-5.849,-81.153,22,5.4,1975,"04","25","09","36","07"
-9.758,-79.551,75,5,1975,"04","27","18","49","53"
-5.36,-81.14,78,4.9,1975,"05","06","09","49","47"
-14.955,-71.91,144,4.9,1975,"05","07","02","31","17"
-12.304,-73.091,0,4.6,1975,"05","10","07","31","01"
-9.439,-79.103,59,5.5,1975,"05","18","05","10","56"
-6.596,-76.944,0,4.8,1975,"05","18","11","15","44"
-10.836,-78.733,64,5.3,1975,"05","23","19","26","14"
-17.072,-71.738,33,4.7,1975,"05","25","21","43","42"
-4.176,-80.996,77,5.1,1975,"05","30","02","12","44"
-14.161,-75.61,37,5.1,1975,"06","01","02","44","54"
-6.201,-75.192,35,5.5,1975,"06","03","20","18","04"
-13.666,-76.079,54,5.8,1975,"06","05","03","32","47"
-12.919,-73.291,40,5.3,1975,"06","05","20","29","40"
-4.069,-76.938,118,5.6,1975,"06","06","14","21","08"
-3.769,-80.882,38,5.4,1975,"06","10","16","30","42"
-5.972,-73.364,0,5,1975,"06","11","16","37","37"
-15.921,-73.201,113,4.7,1975,"06","15","17","46","28"
-8.518,-74.179,165,5.1,1975,"06","15","17","59","17"
-17.856,-70.565,119,4.9,1975,"06","21","09","47","06"
-9.233,-80.627,47,5,1975,"06","29","12","16","59"
-9.502,-79.428,0,5.3,1975,"07","08","19","17","02"
-17.318,-69.318,151,5.8,1975,"07","12","06","47","38"
-3.892,-76.636,113,5.3,1975,"07","17","08","39","54"
-15.547,-75.28,59,5,1975,"07","23","16","57","33"
-15.702,-75.025,51,6.1,1975,"08","03","11","59","27"
-15.723,-75.112,56,5.1,1975,"08","03","14","23","44"
-15.68,-75.052,50,5.1,1975,"08","03","17","44","53"
-16.844,-72.611,59,5.3,1975,"08","09","01","50","25"
-9.912,-78.767,98,5.1,1975,"08","10","04","20","20"
-8.49,-79.614,71,5.1,1975,"08","10","05","23","59"
-12.06,-78.34,33,4.7,1975,"08","10","06","16","13"
-11.843,-77.74,74,5.8,1975,"08","11","10","39","20"
-5.419,-76.006,122,5.9,1975,"08","16","00","53","55"
-5.53,-77.19,44,5.4,1975,"08","24","15","30","11"
-10.592,-74.893,150,5.1,1975,"09","06","10","46","36"
-4.366,-80.852,68,5.3,1975,"09","16","00","44","04"
-9.604,-74.6,131,6,1975,"09","30","03","51","00"
-12.255,-77.967,22,5.7,1975,"10","09","13","34","16"
-3.938,-80.998,30,5.5,1975,"10","11","16","24","21"
-9.62,-79.795,11,5.3,1975,"10","18","22","57","56"
-15.845,-70.726,199,4.7,1975,"10","23","09","00","58"
-11.039,-78.056,60,5.8,1975,"10","29","06","18","44"
-6.031,-80.73,33,5.1,1975,"10","30","18","19","59"
-18.334,-71.751,41,4.7,1975,"10","31","10","20","48"
-3.81,-77.12,106,5.3,1975,"11","07","03","16","33"
-15.427,-70.678,202,5.1,1975,"11","28","21","37","18"
-5.271,-77.554,50,5.2,1975,"11","29","06","26","59"
-17.043,-72.461,76,5.2,1975,"12","06","10","23","50"
-5.453,-77.551,34,5.3,1975,"12","08","01","50","18"
-11.615,-74.538,97,6.2,1975,"12","11","20","17","09"
-17.534,-70.567,108,5.3,1975,"12","19","22","57","19"
-3.775,-77.322,91,5.6,1975,"12","21","18","05","43"
-10.3,-70.928,637,5.3,1975,"12","27","12","08","01"
-16.662,-74.036,53,5.1,1975,"12","29","15","10","35"
-13.365,-74.908,104,6.2,1976,"01","05","02","31","39"
-18.111,-69.569,118,5.8,1976,"01","06","23","54","27"
-9.481,-75.166,117,5.1,1976,"01","12","06","14","09"
-11.701,-76.675,113,5.2,1976,"01","18","23","28","58"
-15.652,-70.897,195,4.6,1976,"01","20","17","44","18"
-4.098,-81.997,14,5.4,1976,"01","24","03","36","14"
-3.007,-77.692,59,4.7,1976,"01","24","16","57","33"
-7.67,-80.58,42,5.7,1976,"02","01","15","58","22"
-14.934,-73.753,109,5,1976,"02","09","09","39","09"
-8.539,-79.47,67,5.3,1976,"02","29","03","45","55"
-9.115,-71.315,603,5.2,1976,"02","29","05","59","07"
-13.302,-74.988,102,5.5,1976,"02","29","18","01","23"
-15.582,-74.487,59,5.4,1976,"03","08","08","58","18"
-8.653,-80.227,68,4.9,1976,"03","08","10","38","50"
-8.447,-79.863,43,5.1,1976,"03","21","09","18","40"
-14.218,-75.665,58,5.3,1976,"03","23","22","11","06"
-9.645,-79.004,83,5.2,1976,"03","25","07","08","43"
-10.473,-75.424,33,5.2,1976,"03","31","22","23","54"
-16.54,-73.496,69,5.3,1976,"04","01","17","17","35"
-14.802,-76.074,39,5.3,1976,"04","15","17","48","09"
-8.457,-74.917,138,5.1,1976,"04","18","10","52","46"
-9.238,-80.387,31,5,1976,"04","28","20","03","20"
-9.337,-79.318,82,5.3,1976,"04","29","23","30","20"
-14.725,-72.232,103,5.1,1976,"05","06","13","00","50"
-8.717,-74.669,140,5.6,1976,"05","07","05","10","51"
-14.668,-70.788,100,4.8,1976,"05","10","05","25","37"
-3.618,-80.627,105,4.9,1976,"05","13","03","59","27"
-11.653,-74.409,19,6.6,1976,"05","15","21","55","58"
-11.601,-74.457,23,5.6,1976,"05","15","23","28","17"
-3.859,-76.552,189,4.9,1976,"05","16","01","49","24"
-11.608,-74.43,9,5.1,1976,"05","16","03","03","04"
-17.006,-72.596,65,5.7,1976,"05","18","02","02","17"
-16.431,-72.438,95,5.3,1976,"05","18","03","17","34"
-11.617,-74.388,43,5,1976,"05","19","08","35","32"
-18.597,-71.262,51,4,1976,"05","22","08","01","59"
-10.559,-78.259,73,6.1,1976,"05","23","16","32","34"
-6.949,-74.083,33,5.1,1976,"05","23","22","21","02"
-15.466,-72.415,126,5.1,1976,"05","28","07","30","03"
-15.249,-75.363,27,5.8,1976,"06","13","22","02","49"
-15.364,-75.456,29,5.8,1976,"06","18","10","13","52"
-15.274,-75.497,31,5.9,1976,"06","18","14","58","55"
-16.839,-69.728,186,5.6,1976,"06","26","14","13","59"
-10.117,-78.564,51,5.2,1976,"07","02","20","20","24"
-5.077,-80.192,93,5,1976,"07","08","12","46","20"
-7.443,-73.931,33,5.3,1976,"07","13","09","21","46"
-10.19,-70.989,512,4.9,1976,"07","18","09","43","57"
-16.589,-72.158,94,5.4,1976,"07","23","15","42","39"
-11.923,-76.788,123,5.2,1976,"07","24","05","49","12"
-15.429,-75.753,28,5.2,1976,"07","29","08","48","30"
-15.99,-73.349,94,5.4,1976,"08","05","22","20","01"
-10.48,-79.276,20,5.5,1976,"08","06","14","31","18"
-16.216,-73.546,62,5.5,1976,"08","15","14","55","17"
-4.459,-80.471,99,5.2,1976,"08","16","18","05","09"
-16.026,-72.831,100,5.4,1976,"08","17","06","02","40"
-8.284,-74.442,90,5.1,1976,"08","24","00","14","28"
-10.668,-78.588,33,5.4,1976,"08","28","21","50","38"
-15.322,-73.559,86,5.5,1976,"09","03","17","57","08"
-4.2,-81.83,33,5,1976,"09","12","13","52","01"
-15.336,-74.44,99,5.3,1976,"09","14","14","27","18"
-17.619,-69.585,56,5.1,1976,"09","18","07","20","34"
-17.575,-69.311,146,5.3,1976,"09","28","13","52","30"
-14.69,-69.925,338,4.3,1976,"09","28","13","53","45"
-10.865,-79.888,33,5.4,1976,"10","09","21","10","27"
-15.645,-70.244,227,5.1,1976,"10","16","18","07","29"
-9.942,-77.487,33,5.3,1976,"10","17","03","58","39"
-9.276,-79.184,59,5.6,1976,"10","18","18","36","38"
-15.76,-71.821,145,5.3,1976,"10","23","05","43","15"
-17.868,-71.194,22,5.6,1976,"10","25","22","19","05"
-15.025,-73.732,84,5.6,1976,"10","28","09","59","30"
-12.413,-77.815,38,5.5,1976,"11","01","03","01","54"
-16.758,-71.881,94,5.4,1976,"11","03","17","09","12"
-6.467,-81.047,33,5.3,1976,"11","20","22","37","28"
-11.588,-73.992,52,5,1976,"12","06","05","01","40"
-15.072,-73.725,95,5.3,1976,"12","15","02","33","24"
-6.851,-77.185,68,5.3,1976,"12","20","16","56","42"
-15.501,-70.544,197,5,1976,"12","22","11","08","01"
-16.472,-73.506,67,5.3,1976,"12","26","13","22","58"
-3.854,-80.859,79,5.3,1976,"12","27","06","22","30"
-15.874,-75.5,15,4.7,1977,"01","16","17","15","46"
-14.208,-72.92,98,5.3,1977,"01","19","16","09","27"
-11.67,-74.25,3,5.2,1977,"01","23","09","11","22"
-12.19,-77.932,23,5.4,1977,"01","26","15","16","12"
-8.897,-74.52,151,5.3,1977,"02","01","14","37","58"
-16.674,-73.444,42,5.5,1977,"02","07","21","18","34"
-9.41,-79.818,76,5.1,1977,"02","12","14","08","43"
-12.332,-74.051,55,5,1977,"02","13","13","09","33"
-8.594,-74.525,143,5.3,1977,"02","24","07","11","53"
-8.789,-74.615,141,5,1977,"03","01","01","02","27"
-12.332,-74.102,37,5.5,1977,"03","04","17","50","22"
-12.322,-74.104,41,5.8,1977,"03","08","13","08","50"
-12.363,-74.134,36,5.4,1977,"03","08","14","51","46"
-12.217,-74.065,19,5.8,1977,"03","08","22","46","07"
-12.242,-74.17,42,5.1,1977,"03","09","07","25","33"
-12.35,-74.183,42,4.9,1977,"03","09","12","41","24"
-17.144,-69.959,143,5.5,1977,"03","13","04","54","44"
-9.779,-79.942,33,5.3,1977,"03","13","15","36","07"
-8.065,-74.353,159,5.4,1977,"03","13","21","14","33"
-12.535,-74.159,50,5.3,1977,"03","15","12","38","38"
-5.321,-78.407,53,5.3,1977,"03","30","18","53","42"
-16.886,-71.187,107,5.1,1977,"04","05","07","34","52"
-15.44,-76.423,31,5.5,1977,"04","07","20","31","12"
-10.055,-71.196,564,6.2,1977,"04","09","04","04","14"
-15.157,-75.752,33,5.6,1977,"04","30","20","31","53"
-6.194,-77.07,123,5.3,1977,"05","01","00","09","07"
-15.307,-71.873,128,5.1,1977,"05","02","08","31","20"
-5.929,-75.622,133,5.1,1977,"05","03","22","43","37"
-10.662,-74.129,135,5.2,1977,"05","05","20","56","50"
-15.816,-75.134,23,5.3,1977,"05","06","12","52","40"
-8.423,-77.417,45,5.2,1977,"05","09","17","57","43"
-9.681,-77.886,33,4.9,1977,"05","10","06","49","33"
-10.565,-75.385,63,5.3,1977,"05","10","12","45","34"
-16.118,-74.311,57,5.1,1977,"05","12","18","22","17"
-5.693,-77.004,64,5.3,1977,"05","13","13","35","20"
-3.771,-77.85,106,4.8,1977,"05","21","20","11","15"
-9.142,-79.325,36,5.1,1977,"06","08","01","44","43"
-4.14,-82.548,33,5.2,1977,"06","09","15","58","25"
-5.621,-77.393,40,5.1,1977,"06","13","01","02","03"
-15.866,-75.501,33,5,1977,"06","21","15","32","08"
-9.222,-75.779,31,5.3,1977,"07","10","03","06","52"
-8.801,-76.997,105,5.1,1977,"07","19","00","48","31"
-15.703,-70.067,219,5.3,1977,"07","22","20","45","49"
-5.661,-77.311,33,5.2,1977,"07","24","23","25","36"
-11.776,-74.389,68,5.2,1977,"07","25","17","05","08"
-5.539,-77.293,8,5.3,1977,"07","30","05","22","17"
-17.744,-71.839,81,5.2,1977,"08","01","03","09","32"
-18.153,-71.559,79,5.3,1977,"08","07","21","42","08"
-8.276,-80.062,39,5.3,1977,"08","14","11","30","31"
-4.103,-80.904,35,5.3,1977,"08","15","16","49","40"
-17.538,-71.085,82,5.2,1977,"08","19","12","15","56"
-8.666,-74.392,158,5.4,1977,"08","20","18","53","57"
-7.99,-74.484,151,5,1977,"08","26","05","46","52"
-17.003,-70.768,106,5.1,1977,"09","08","06","36","21"
-14.218,-75.973,49,5.3,1977,"09","10","04","39","07"
-16.235,-75.198,52,5.2,1977,"09","12","05","29","55"
-16.358,-75.137,52,5.2,1977,"09","16","00","09","07"
-4.335,-80.926,77,5.1,1977,"09","20","17","17","51"
-18.524,-71.343,31,5.2,1977,"09","24","00","09","24"
-5.617,-77.144,71,5.1,1977,"09","28","01","01","54"
-10.856,-75.605,110,4.9,1977,"09","28","22","29","33"
-9.068,-79.169,53,5.6,1977,"10","02","18","46","38"
-9.644,-74.658,128,5.8,1977,"10","08","03","03","52"
-12.298,-77.94,31,5.5,1977,"10","13","23","16","29"
-8.254,-80.468,30,5.5,1977,"10","20","10","00","04"
-16.882,-72.534,54,5.5,1977,"10","26","07","24","43"
-10.046,-74.747,47,5.8,1977,"11","02","14","47","59"
-15.837,-69.51,264,4.8,1977,"11","08","04","00","24"
-9.39,-75.698,47,5.6,1977,"11","13","08","42","24"
-15.303,-71.166,190,5.1,1977,"11","24","16","42","20"
-18.168,-69.536,133,5.4,1977,"11","27","03","58","39"
-14.086,-76.98,33,5.1,1977,"12","01","07","49","25"
-11.493,-74.191,33,4.9,1977,"12","05","04","38","28"
-15.421,-71.713,51,6.1,1977,"12","31","07","53","17"
-17.239,-71.955,66,5.4,1978,"01","03","07","52","47"
-8.766,-74.307,164,5.3,1978,"01","18","05","33","59"
-12.857,-71.3,15,5.5,1978,"01","21","13","29","37"
-11.711,-77.789,50,5.4,1978,"01","22","16","48","02"
-16.275,-73.743,46,5.7,1978,"01","22","21","19","44"
-10.65,-79.987,33,5.6,1978,"01","30","07","03","49"
-8.827,-75.981,43,5,1978,"02","02","06","15","03"
-17.905,-69.799,136,5.6,1978,"02","05","01","52","24"
-9.837,-75.068,65,5.4,1978,"02","11","08","15","19"
-9.635,-78.05,61,5.6,1978,"02","15","15","05","42"
-17.014,-70.266,51,5.4,1978,"02","28","06","51","33"
-10.319,-75.542,26,5.2,1978,"03","06","07","25","59"
-13.343,-76.611,54,5.5,1978,"03","10","23","41","38"
-4.87,-78.031,47,5.2,1978,"03","14","17","20","46"
-11.019,-74.022,147,5,1978,"03","17","19","18","27"
-15.733,-75.037,33,5.3,1978,"03","21","01","00","49"
-5.2,-75.602,31,5.6,1978,"03","24","00","31","21"
-16.4,-70.686,197,4.9,1978,"03","26","18","35","57"
-9.082,-80.186,33,5.1,1978,"03","29","07","30","03"
-3.614,-77.163,48,5.1,1978,"04","03","05","31","35"
-5.647,-81.303,31,5.4,1978,"04","10","13","40","42"
-5.734,-75.009,148,5.1,1978,"04","11","22","57","48"
-15.633,-71.917,158,5,1978,"04","14","13","43","49"
-16.527,-73.431,46,5.8,1978,"04","15","13","49","33"
-3.991,-82.014,33,4.9,1978,"04","16","15","50","27"
-10.395,-74.992,161,5.3,1978,"04","17","10","37","04"
-12.968,-75.257,92,5.1,1978,"04","20","03","41","49"
-11.383,-78.665,51,4.9,1978,"04","22","08","43","12"
-14.26,-76.704,33,4.8,1978,"04","22","15","33","01"
-14.632,-76.027,25,5.3,1978,"04","24","10","58","42"
-12.671,-76.764,61,4.9,1978,"04","27","11","19","44"
-8.124,-75.98,137,5.4,1978,"05","04","11","26","14"
-10.475,-71.127,543,5,1978,"05","05","12","55","23"
-3.348,-77.16,108,5.4,1978,"05","08","07","32","31"
-10.357,-75.383,30,4.9,1978,"05","15","00","02","19"
-16.855,-69.637,198,4.8,1978,"05","16","09","00","10"
-17.358,-72.047,47,5.5,1978,"05","20","09","41","29"
-10.265,-78.509,48,5.8,1978,"05","20","13","10","32"
-5.46,-81.19,20,5.4,1978,"05","20","23","58","02"
-16.097,-74.702,70,5.3,1978,"05","23","06","54","22"
-10.691,-79.668,0,4.7,1978,"05","25","10","13","07"
-6.722,-74.453,75,5.3,1978,"05","28","06","07","04"
-7.81,-73.724,33,4.6,1978,"06","09","04","08","39"
-7.856,-74.608,154,5.3,1978,"06","09","07","35","00"
-4.727,-80.536,86,4.9,1978,"06","09","09","22","17"
-11.038,-73.978,106,5.2,1978,"06","18","05","31","56"
-3.148,-81.495,103,4.5,1978,"06","18","11","07","45"
-14.977,-70.84,182,5.2,1978,"06","24","06","37","37"
-8.64,-80.735,33,5.2,1978,"06","29","17","41","10"
-6.071,-81.233,33,5,1978,"07","03","05","24","55"
-11.204,-76.233,128,5.1,1978,"07","03","10","00","03"
-7.911,-71.312,634,6.2,1978,"07","11","12","17","08"
-3.718,-80.412,33,4.5,1978,"07","28","10","32","34"
-10.256,-71.015,603,5.3,1978,"07","28","14","01","29"
-15,-71.873,139,4.9,1978,"07","29","01","11","17"
-11.585,-76.477,94,5.3,1978,"07","29","12","34","00"
-17.273,-69.503,169,4.5,1978,"08","02","07","32","53"
-16.951,-71.266,24,5.4,1978,"08","04","16","16","18"
-17.675,-70.001,139,5,1978,"08","08","01","43","24"
-18.279,-69.864,144,5.1,1978,"08","13","15","20","19"
-5.291,-78.385,123,5.3,1978,"08","30","00","26","05"
-11.137,-75.508,134,5.3,1978,"09","01","01","59","06"
-16.494,-73.769,44,5.3,1978,"09","01","17","55","38"
-8.463,-74.417,151,5.3,1978,"09","10","20","22","42"
-13.57,-70.712,61,5.2,1978,"10","02","00","17","46"
-16.731,-73.609,65,5.1,1978,"10","05","08","48","17"
-15.992,-71.444,170,5.2,1978,"10","11","22","44","29"
-16.559,-73.079,82,4.8,1978,"10","13","01","58","04"
-8.291,-74.407,174,4.7,1978,"10","24","04","40","54"
-5.914,-81.212,34,5.3,1978,"11","04","04","21","12"
-8.476,-75.968,133,5.3,1978,"11","04","09","09","21"
-10.89,-79.215,33,4.8,1978,"11","10","07","31","19"
-18.067,-69.396,127,5.5,1978,"11","10","12","19","01"
-14.279,-73.463,91,4.9,1978,"11","10","17","25","32"
-11.047,-78.415,33,5.2,1978,"11","14","06","41","02"
-4.329,-81.207,42,5.4,1978,"11","21","00","07","06"
-7.497,-75.834,29,5.3,1978,"11","22","06","24","18"
-4.923,-81.028,40,5.4,1978,"11","24","15","16","45"
-10.311,-75.207,130,5.1,1978,"12","19","02","54","07"
-8.484,-74.179,184,4.9,1978,"12","22","18","47","41"
-14.863,-71.64,134,5.4,1978,"12","23","14","29","45"
-12.038,-77.823,33,5.2,1978,"12","26","04","25","29"
-14.417,-73.88,95,4.9,1978,"12","26","18","16","47"
-1.863,-76.279,33,4,1978,"12","27","09","33","21"
-16.038,-75.065,24,5.4,1979,"01","05","09","29","40"
-16.008,-75.106,42,4.9,1979,"01","06","00","16","25"
-8.894,-75.673,29,5.9,1979,"01","06","01","31","49"
-14.464,-75.774,56,5.1,1979,"01","06","03","06","04"
-15.162,-72.026,120,5,1979,"01","08","04","20","28"
-9.89,-78.907,69,5.3,1979,"01","15","06","54","24"
-13.584,-74.858,108,5.3,1979,"01","19","04","56","32"
-8.705,-74.878,131,5.3,1979,"01","21","12","33","49"
-10.595,-79.345,33,5.3,1979,"01","24","23","03","33"
-5.29,-76.651,56,4.9,1979,"01","27","13","38","58"
-15.342,-75.935,33,5.1,1979,"02","12","16","01","30"
-16.592,-69.854,199,5,1979,"02","15","20","49","20"
-16.576,-72.565,53,6.9,1979,"02","16","10","08","54"
-17.099,-72.748,70,5,1979,"02","16","11","13","10"
-16.594,-72.661,51,5.8,1979,"02","16","22","18","21"
-16.701,-72.64,58,5.4,1979,"02","17","15","41","15"
-16.805,-72.743,54,5.5,1979,"02","20","14","02","44"
-17.108,-72.728,73,4.7,1979,"02","22","16","55","29"
-17.081,-72.993,57,5.2,1979,"02","24","12","16","14"
-8.27,-75.186,123,5.3,1979,"02","26","06","33","35"
-16.126,-75.146,33,5.4,1979,"02","26","16","08","36"
-6.59,-81.08,29,5.4,1979,"03","01","05","37","11"
-9.909,-79.017,33,5.2,1979,"03","02","19","17","20"
-16.125,-71.988,126,5.4,1979,"03","07","06","21","13"
-8.337,-80.289,49,5.3,1979,"03","07","10","22","48"
-15.186,-71.15,37,5,1979,"03","10","10","02","47"
-16.878,-72.799,78,5.3,1979,"03","11","14","40","31"
-4.234,-76.687,46,4.9,1979,"03","16","07","03","35"
-8.934,-79.742,44,5.3,1979,"03","17","16","51","02"
-15.936,-69.426,247,5.1,1979,"03","19","12","39","33"
-16.767,-72.543,58,5.4,1979,"03","21","02","52","36"
-9.464,-78.91,74,5.3,1979,"03","29","05","14","08"
-7.745,-74.535,156,5.1,1979,"04","18","19","36","32"
-5.991,-81.466,48,5.1,1979,"04","21","11","46","21"
-16.1,-73.577,74,5.2,1979,"04","25","20","55","19"
-15.423,-72.702,114,5.3,1979,"04","25","22","18","07"
-16.791,-72.694,80,4.9,1979,"05","02","17","15","26"
-8.644,-75.926,145,5.2,1979,"05","15","15","13","05"
-6.315,-77.388,33,5.9,1979,"05","20","01","43","24"
-15.494,-70.088,232,6.3,1979,"05","21","22","22","27"
-15.746,-70.254,234,4.9,1979,"05","22","23","54","35"
-15.267,-75.805,33,4.9,1979,"05","26","22","33","24"
-17.006,-72.803,49,5,1979,"05","27","12","07","05"
-10.443,-78.733,71,4.9,1979,"05","31","12","44","11"
-10.027,-74.85,138,5.3,1979,"05","31","15","05","48"
-6.709,-74.365,116,5.3,1979,"06","01","20","40","58"
-16.724,-72.413,92,4.9,1979,"06","01","21","05","51"
-9.582,-79.779,45,5.3,1979,"06","04","12","10","48"
-9.965,-75.269,115,5,1979,"06","07","03","53","23"
-3.748,-80.88,50,5.3,1979,"06","12","21","32","54"
-11.779,-72.945,61,4.9,1979,"06","13","04","25","39"
-7.621,-80.597,33,5.1,1979,"06","13","15","46","12"
-9.171,-79.356,65,5.2,1979,"06","15","01","00","08"
-12.243,-76.76,74,5.7,1979,"06","15","08","53","39"
-15.54,-73.926,91,5.3,1979,"06","16","04","54","27"
-2.543,-76.848,140,4.5,1979,"06","16","18","06","58"
-15.758,-76.106,22,5.6,1979,"06","21","01","21","58"
-18.172,-71.626,28,5.3,1979,"06","25","20","42","01"
-16.718,-73.128,74,5.4,1979,"07","03","03","00","52"
-12.8,-77.632,33,5.3,1979,"07","03","16","04","35"
-15.015,-70.351,226,5.1,1979,"07","06","13","45","40"
-12.397,-77.124,49,5.3,1979,"07","15","09","08","33"
-7.27,-78.167,71,5,1979,"07","30","13","43","18"
-11.196,-77.949,75,5.5,1979,"08","01","16","40","56"
