"PANO,C,4","PMES,C,2","CONGLOME,C,6","SUBMUESTRA,C,3","VIVIENDA,C,4","HOGAR,C,2","CODPERSO,C,2","DOMINIO,N,1,0","ESTRATO,N,1,0","CODPANEL,C,8","P103,N,1,0","P104,N,1,0","P105,N,1,0","P106,N,1,0","P107,N,1,0","P108,N,2,0","P109A,N,2,0","P109B,N,2,0","P109C,N,1,0","P200N,N,2,0","P200I,N,2,0","P200A,N,2,0","P200B,N,2,0","P200BB,N,4,0","P200C,N,2,0","P200D,N,2,0","P200DD,N,4,0","P200E,N,2,0","P200F,N,2,0","P200G,N,4,0","P201,N,1,0","P202,N,1,0","P203,N,1,0","P204,N,1,0","P2041,N,1,0","P2042,N,1,0","P2043,N,1,0","P2044,N,1,0","P2045,N,1,0","P2046,N,1,0","P2047,N,1,0","P2048,N,1,0","P2049,N,1,0","P20410,N,1,0","P204A,N,3,0","P205A,N,4,0","P206,N,1,0","P206AA,N,1,0","P207A,N,1,0","P207B,N,4,0","P208B1,N,2,0","P208B2,N,2,0","P208B3,N,4,0","P209A,N,2,0","P209B,N,2,0","P209C,N,2,0","P209D,N,2,0","P209E,N,2,0","P209F,N,2,0","P209G,N,2,0","P209T,N,3,0","P209BB,N,1,0","P209CC,N,3,0","P209H,N,1,0","P209EE,N,1,0","P210,N,1,0","P211A,N,6,0","P211B,N,6,0","P212A,N,6,0","P212B,N,6,0","P212C,N,6,0","P212D,N,6,0","P212E,N,1,0","P213,N,1,0","P214,N,2,0","P215,N,1,0","P216,N,1,0","P217,N,2,0","P218,N,1,0","P219,N,3,0","P220,N,1,0","P222,N,1,0","P223A1,N,1,0","P223A2,N,1,0","P223A3,N,1,0","P223A4,N,1,0","P223A5,N,1,0","P223A6,N,1,0","P223A7,N,1,0","P224,N,1,0","P225,N,1,0","OCU200,N,1,0","I211A,N,6,0","I211B,N,6,0","I212A,N,6,0","I212B,N,6,0","I212C,N,6,0","I212D,N,6,0","INGTOT,N,8,0","INGPRIN,N,8,0","RESIDENT,N,1,0","FA_MAM20,N,8,2"
2020,03,018052,002,0065,11,01,0,0,20031101,1,1,2,0,2,29,8,3,0,1,1,23,2,2020,29,2,2020,13,10,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,455,8220,3,5,2,0,99,99,2018,0,8,8,8,8,8,0,40,1,0,1,2,4,1700,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,4,1,1700,0,0,0,0,0,1700,1700,1,446.73
2020,03,018052,002,0065,11,02,0,0,20031102,2,1,2,0,1,33,6,5,0,2,1,23,2,2020,29,2,2020,6,3,1986,1,0,0,0,0,0,0,0,0,0,0,0,0,0,785,2825,4,5,1,20,99,99,2017,0,8,8,8,8,8,5,45,1,0,1,2,4,1800,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,4,1,1800,0,0,0,0,0,1800,1800,1,502.19
2020,03,018052,002,0065,11,03,0,0,20031103,3,1,2,0,2,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
2020,03,018053,002,0046,11,01,0,3,20031101,1,1,2,0,1,78,6,5,0,1,1,1,3,2020,7,3,2020,19,10,1941,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,2,0,0,0,0,1,1,0,0,0,0,0,0,1,6,4,4,0,0,0,0,0,0,0,0,1,297.21
2020,03,018053,002,0046,11,02,0,3,20031102,3,1,2,0,2,51,7,2,0,2,2,1,3,2020,7,3,2020,25,6,1968,1,0,0,0,0,0,0,0,0,0,0,0,0,0,912,5610,2,0,1,1,99,9,2019,0,0,8,8,8,8,8,40,1,0,1,1,0,0,0,30,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,6,4,1,0,0,30,0,0,0,30,30,1,305.76
2020,03,018053,002,0046,11,03,0,3,20031103,4,1,2,0,1,55,6,5,0,3,3,1,3,2020,7,3,2020,30,10,1964,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,1,1,7,0,0,1,6,0,0,0,0,0,0,1,6,4,3,0,0,0,0,0,0,0,0,1,297.21
2020,03,018053,002,0046,11,04,0,3,20031104,0,1,2,0,1,28,6,5,0,4,4,1,3,2020,7,3,2020,9,11,1991,1,0,0,0,0,0,0,0,0,0,0,0,0,0,951,4649,4,5,2,0,2,1,2020,0,8,8,8,8,8,8,48,1,0,1,2,4,930,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,4,1,930,0,0,0,0,0,930,930,1,502.19
2020,03,018053,002,0046,11,05,0,3,20031105,0,1,2,0,1,24,8,3,0,5,5,1,3,2020,7,3,2020,7,9,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,775,3100,4,5,2,0,99,99,2018,0,12,12,12,12,12,12,72,1,0,1,2,4,1200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,4,1,1200,0,0,0,0,0,1200,1200,1,441.77
2020,03,018053,002,0046,11,06,0,3,20031106,0,1,2,0,2,22,6,5,0,6,6,1,3,2020,7,3,2020,11,6,1997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,247,8510,3,5,1,6,2,3,2020,0,8,8,8,8,8,0,40,1,0,1,2,4,930,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,6,4,1,930,0,0,0,0,0,930,930,1,473.57
2020,03,018053,002,0047,12,01,0,3,20031201,1,1,2,0,1,56,6,5,0,1,1,1,3,2020,7,3,2020,9,1,1964,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,6,0,0,1,6,0,0,0,0,0,0,1,6,4,4,0,0,0,0,0,0,0,0,1,297.21
2020,03,018053,002,0047,12,02,0,3,20031202,2,1,2,0,2,48,6,5,0,2,2,1,3,2020,7,3,2020,24,9,1971,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,0,0,0,0,1,6,0,0,0,0,0,0,1,6,4,4,0,0,0,0,0,0,0,0,1,305.76
2020,03,018053,002,0047,12,03,0,3,20031203,3,1,2,0,2,24,6,5,0,3,3,1,3,2020,7,3,2020,11,10,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,415,8219,3,4,2,0,99,1,2019,0,8,8,8,8,8,8,48,1,0,1,2,4,930,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,4,1,930,0,0,0,0,0,930,930,1,473.57
2020,03,018053,002,0047,12,04,0,3,20031204,3,1,2,0,2,14,5,3,0,4,4,1,3,2020,7,3,2020,13,9,2005,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,0,0,0,0,2,6,0,0,0,0,0,0,1,6,4,4,0,0,0,0,0,0,0,0,1,473.57
2020,03,018053,002,0047,12,05,0,3,20031205,3,1,2,0,2,27,6,5,0,5,5,1,3,2020,7,3,2020,11,11,1992,1,0,0,0,0,0,0,0,0,0,0,0,0,0,942,9601,4,5,1,2,99,3,2019,0,8,8,8,8,8,8,48,1,0,1,2,4,450,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,6,4,1,450,0,0,0,0,0,450,450,1,446.73
2020,03,018053,002,0047,12,06,0,3,20031206,0,1,2,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
2020,03,018053,002,0047,12,07,0,3,20031207,0,1,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
2020,03,018053,002,0047,12,08,0,3,20031208,3,1,2,0,2,25,6,5,0,8,8,1,3,2020,7,3,2020,25,9,1994,1,0,0,0,0,0,0,0,0,0,0,0,0,0,922,4782,2,0,1,1,99,9,2019,0,4,4,4,4,4,4,24,1,0,1,2,0,0,0,350,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,6,4,1,0,0,350,0,0,0,350,350,1,446.73
2020,03,018053,002,0047,12,09,0,3,20031209,0,1,2,0,1,8,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
2020,03,018053,002,0047,12,10,0,3,20031210,0,1,2,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
2020,03,018053,002,0047,12,11,0,3,20031211,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
2020,03,018053,002,0047,22,01,0,3,20032201,1,1,2,0,2,61,9,4,0,1,1,1,3,2020,7,3,2020,17,10,1958,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,0,0,0,0,1,6,0,0,0,0,0,0,1,6,4,4,0,0,0,0,0,0,0,0,1,305.76
2020,03,018053,002,0047,22,02,0,3,20032202,3,1,2,0,1,30,6,5,0,2,2,1,3,2020,7,3,2020,1,11,1989,1,0,0,0,0,0,0,0,0,0,0,0,0,0,942,8121,4,5,2,0,2,3,2020,0,8,8,8,8,8,8,48,1,0,1,2,4,930,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,4,1,930,0,0,0,0,0,930,930,1,502.19
2020,03,018053,002,0047,22,03,0,3,20032203,3,1,2,0,1,28,6,5,0,3,3,1,3,2020,7,3,2020,22,7,1991,1,0,0,0,0,0,0,0,0,0,0,0,0,0,782,4520,4,5,1,3,99,99,2015,0,10,10,10,10,10,10,60,1,0,1,2,4,900,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,6,4,1,900,0,0,0,0,0,900,900,1,502.19
2020,03,018053,002,0047,22,04,0,3,20032204,3,1,2,0,2,25,6,5,0,4,4,1,3,2020,7,3,2020,19,4,1994,1,0,0,0,0,0,0,0,0,0,0,0,0,0,451,4711,3,5,2,0,99,99,2018,0,8,8,8,8,8,8,48,1,0,1,2,4,1100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,4,1,1100,0,0,0,0,0,1100,1100,1,446.73
2020,03,018053,002,0047,22,05,0,3,20032205,0,1,2,0,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
2020,03,018053,002,0048,11,01,0,3,20031101,1,1,2,0,1,34,7,3,0,1,1,1,3,2020,7,3,2020,8,7,1985,1,0,0,0,0,0,0,0,0,0,0,0,0,0,375,4630,3,5,2,0,99,99,2010,0,10,10,10,10,10,8,58,1,0,1,2,4,1308,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,4,1,1308,0,0,0,0,0,1308,1308,1,502.19
2020,03,018053,002,0048,11,02,0,3,20031102,2,1,2,0,2,31,8,3,0,2,2,1,3,2020,7,3,2020,13,9,1988,1,0,0,0,0,0,0,0,0,0,0,0,0,0,244,8521,3,5,1,12,2,3,2020,0,8,8,8,8,8,0,40,1,0,1,2,4,900,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,6,4,1,900,0,0,0,0,0,900,900,1,446.73
2020,03,018053,002,0048,11,03,0,3,20031103,3,1,2,0,1,10,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
2020,03,018053,002,0048,11,04,0,3,20031104,3,1,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
2020,03,018053,002,0048,11,05,0,3,20031105,5,1,2,0,2,54,10,5,0,5,5,1,3,2020,7,3,2020,1,99,1966,1,0,0,0,0,0,0,0,0,0,0,0,0,0,243,8521,3,5,1,12,2,3,2020,0,8,8,8,8,8,0,40,1,0,1,2,4,1000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,6,4,1,1000,0,0,0,0,0,1000,1000,1,305.76
2020,03,018053,002,0065,11,01,0,3,20031101,1,1,2,0,1,42,9,3,0,1,1,1,3,2020,7,3,2020,18,7,1977,1,0,0,0,0,0,0,0,0,0,0,0,0,0,885,4922,2,0,1,1,1,12,2019,0,8,8,8,8,8,8,48,1,0,2,1,0,0,0,2038,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,4,1,0,0,2038,0,0,0,2038,2038,1,502.19
2020,03,018053,002,0065,11,02,0,3,20031102,2,1,2,0,2,43,8,3,0,2,2,1,3,2020,7,3,2020,30,12,1976,2,2,2,0,2,2,2,1,2,2,2,2,2,2,919,4799,2,0,1,1,1,2,2020,0,2,2,2,2,2,2,12,1,0,1,2,0,0,0,100,20,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,6,4,1,0,0,100,20,0,0,120,120,1,446.73
2020,03,018053,002,0065,11,03,0,3,20031103,3,1,2,0,1,21,9,1,0,3,3,1,3,2020,7,3,2020,14,12,1998,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,0,0,0,0,2,5,0,0,0,0,0,0,1,6,4,4,0,0,0,0,0,0,0,0,1,441.77
2020,03,018053,002,0065,11,04,0,3,20031104,3,1,2,0,2,18,6,5,0,4,4,1,3,2020,7,3,2020,21,5,2001,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,0,0,0,0,2,5,0,0,0,0,0,0,1,6,4,4,0,0,0,0,0,0,0,0,1,473.57
2020,03,018053,002,0065,11,05,0,3,20031105,3,1,2,0,1,16,5,4,0,5,5,1,3,2020,7,3,2020,6,5,2003,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,0,0,0,0,2,5,0,0,0,0,0,0,1,6,4,4,0,0,0,0,0,0,0,0,1,441.77
2020,03,018053,002,0065,11,06,0,3,20031106,3,1,2,0,1,11,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
2020,03,018078,002,0046,11,01,0,0,19031101,1,1,2,0,2,33,9,4,0,1,1,23,2,2020,29,2,2020,6,8,1986,1,0,0,0,0,0,0,0,0,0,0,0,0,0,572,4791,2,0,1,1,99,99,2015,4,0,0,0,4,4,4,16,1,0,1,1,0,0,0,500,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,4,1,0,0,500,0,0,0,500,500,1,595.64
2020,03,018078,002,0046,11,02,0,0,20031102,2,1,2,0,1,37,10,6,0,2,1,23,2,2020,29,2,2020,21,9,1982,1,0,0,0,0,0,0,0,0,0,0,0,0,0,254,8423,3,2,2,0,99,99,2010,0,9,9,9,9,9,5,50,1,0,1,2,4,2500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,4,1,2500,0,0,0,0,0,2500,2500,1,669.59
2020,03,018078,002,0046,11,03,0,0,19031102,3,1,2,0,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
2020,03,018078,002,0047,11,01,0,0,20031101,1,1,2,0,1,37,9,3,0,1,1,23,2,2020,29,2,2020,6,4,1982,1,0,0,0,0,0,0,0,0,0,0,0,0,0,461,8411,3,2,2,0,99,1,2019,0,8,8,8,8,8,5,45,1,0,2,2,4,2500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,6,4,1,2500,0,0,0,0,0,2500,2500,1,669.59
2020,03,018078,002,0047,11,02,0,0,20031102,5,1,2,0,2,56,6,5,0,2,0,23,2,2020,29,2,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
2020,03,018078,002,0047,11,03,0,0,20031103,0,1,2,0,1,19,6,5,0,3,0,23,2,2020,29,2,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
2020,03,018078,002,0047,11,04,0,0,20031104,6,1,2,0,2,87,6,5,0,4,0,23,2,2020,29,2,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
2020,03,018078,002,0048,11,01,0,0,19031101,1,1,2,0,2,50,4,5,0,1,1,1,3,2020,7,3,2020,24,3,1969,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,2,0,0,0,1,6,0,0,0,0,0,0,1,6,4,4,0,0,0,0,0,0,0,0,1,407.68
2020,03,018078,002,0048,11,02,0,0,19031102,3,1,2,0,1,22,9,2,0,2,2,1,3,2020,7,3,2020,11,11,1997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,945,5610,3,5,2,0,5,10,2019,0,0,6,7,0,6,0,19,2,20,1,1,4,460,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,4,1,460,0,0,0,0,0,460,460,1,589.02
2020,03,018078,002,0048,11,03,0,0,19031103,3,1,2,0,2,25,8,3,0,3,3,1,3,2020,7,3,2020,3,7,1994,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,2,0,0,0,1,6,0,0,0,0,0,0,1,4,4,4,0,0,0,0,0,0,0,0,1,595.64
2020,03,018078,002,0048,11,04,0,0,19031104,4,1,2,0,1,26,5,2,0,4,4,1,3,2020,7,3,2020,15,7,1993,1,0,0,0,0,0,0,0,0,0,0,0,0,0,984,2930,4,5,2,0,11,2,2020,0,9,9,9,9,9,4,49,1,0,1,1,4,930,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,6,4,1,930,0,0,0,0,0,930,930,1,669.59
2020,03,018078,002,0048,11,05,0,0,19031105,0,1,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
2020,03,018078,002,0048,11,06,0,0,20031106,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
2020,03,018097,002,0032,11,01,0,3,19031101,1,1,2,0,1,66,6,5,0,1,1,15,3,2020,21,3,2020,4,5,1953,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,1,0,0,0,0,0,0,1,6,4,2,0,0,0,0,0,0,0,0,1,396.28
2020,03,018097,002,0032,11,02,0,3,19031102,2,1,2,0,2,58,10,5,0,2,2,15,3,2020,21,3,2020,14,3,1962,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,1,2,0,0,0,1,1,0,0,0,0,0,0,1,6,4,4,0,0,0,0,0,0,0,0,1,407.68
2020,03,018097,002,0032,11,03,0,3,19031103,3,1,2,0,1,24,6,5,0,3,3,15,3,2020,21,3,2020,12,5,1995,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,1,5,0,0,0,0,0,0,1,6,4,2,0,0,0,0,0,0,0,0,1,589.02
2020,03,018097,002,0032,11,04,0,3,19031104,0,1,2,0,1,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
2020,03,018097,002,0032,11,05,0,3,19031105,0,1,2,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
2020,03,018097,002,0033,11,01,0,3,19031101,1,1,2,0,1,59,6,5,0,1,1,15,3,2020,21,3,2020,16,5,1960,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,1,1,9,0,0,1,6,0,0,0,0,0,0,1,6,4,4,0,0,0,0,0,0,0,0,1,396.28
2020,03,018097,002,0033,11,02,0,3,19031102,2,1,2,0,2,53,5,3,0,2,2,15,3,2020,21,3,2020,15,12,1966,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,1,1,9,0,0,1,6,0,0,0,0,0,0,1,6,4,4,0,0,0,0,0,0,0,0,1,407.68
2020,03,018097,002,0033,11,03,0,3,19031103,3,1,2,0,1,15,3,0,3,3,1,15,3,2020,21,3,2020,19,12,2004,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,0,0,0,0,1,6,0,0,0,0,0,0,1,6,4,4,0,0,0,0,0,0,0,0,1,589.02
2020,03,018097,002,0034,11,01,0,3,19031101,1,1,2,0,1,82,5,3,0,1,2,15,3,2020,21,3,2020,24,3,1938,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,2,0,0,0,0,1,1,0,0,0,0,0,1,0,5,4,4,0,0,0,0,0,0,0,0,1,396.28
2020,03,018097,002,0034,11,02,0,3,19031102,2,1,2,0,2,75,4,5,0,2,2,15,3,2020,21,3,2020,11,5,1944,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,0,0,0,0,2,1,0,0,0,0,0,0,1,6,4,4,0,0,0,0,0,0,0,0,1,407.68
2020,03,018097,002,0034,11,03,0,3,19031103,0,1,2,0,2,17,6,5,0,3,3,15,3,2020,21,3,2020,23,9,2002,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,0,0,0,0,2,6,0,0,0,0,0,0,1,4,4,4,0,0,0,0,0,0,0,0,1,631.43
