Provincia,Año,Distrito,Centro Poblado,Nombre de IE,Tipo IE,Total Grados,Total Secciones,Total de estudiantes matriculados (*),Aprobados,Total Trasladados,Retirados,Requieren Recup.,Desaprobados
ANDAHUAYLAS,2019,KISHUARA,OYOCCHUACHO,VICTOR RAUL HAYA DE LA TORRE,Pública                                ,4,4,5,5,0,0,0,0
ANDAHUAYLAS,2019,ANDAHUAYLAS,ANDAHUAYLAS,VIDA ABUNDANTE CHRISTIAN SCHOOL,Privada                                     ,6,6,86,76,12,0,10,0
ANDAHUAYLAS,2020,ANDAHUAYLAS,SALINAS,54077,Pública                             ,6,11,243,243,20,0,0,0
ANDAHUAYLAS,2020,ANDAHUAYLAS,ANDAHUAYLAS,54078,Pública                             ,6,31,976,975,6,0,0,0
ANDAHUAYLAS,2020,JOSÉ MARÍA ARGUEDAS,HUANCABAMBA,54080,Pública                             ,6,20,371,371,5,0,0,0
ANDAHUAYLAS,2020,ANDARAPA,ANDARAPA,54082 SEMILLAS DEL SABER,Pública                             ,6,6,92,92,0,0,0,0
ANDAHUAYLAS,2020,ANDARAPA,ILLAHUASI,54083,Pública                             ,6,6,82,82,0,0,0,0
ANDAHUAYLAS,2020,HUANCARAY,NATIVIDAD,54088,Pública                             ,6,14,204,204,9,0,0,0
ANDAHUAYLAS,2020,HUANCARAY,MOLLEPATA,54090,Pública                             ,6,6,46,46,0,0,0,0
ANDAHUAYLAS,2020,HUANCARAY,OCCOCHO,54091,Pública                             ,6,6,79,79,1,0,0,0
ANDAHUAYLAS,2020,PACUCHA,PACUCHA,54095,Pública                             ,6,13,212,212,3,0,0,0
ANDAHUAYLAS,2020,PACUCHA,ARGAMA ALTA,54096,Pública                             ,5,5,8,8,0,0,0,0
ANDAHUAYLAS,2020,KAQUIABAMBA,COCAIRO,54097,Pública                             ,6,6,26,26,0,0,0,0
ANDAHUAYLAS,2020,KAQUIABAMBA,KAQUIABAMBA,54098 JOSE MARIA ARGUEDAS ALTAMIRANO,Pública                             ,6,6,68,68,1,0,0,0
ANDAHUAYLAS,2020,PAMPACHIRI,PAMPACHIRI,54099,Pública                             ,6,9,130,130,5,0,0,0
ANDAHUAYLAS,2020,POMACOCHA,POMACOCHA,54100 VIRGEN DE COCHARCAS,Pública                             ,6,6,80,80,3,0,0,0
ANDAHUAYLAS,2020,KISHUARA,KISHUARA,54101 KISHUARA,Pública                             ,6,6,116,116,2,0,0,0
ANDAHUAYLAS,2020,SAN JERÓNIMO,SAN JERONIMO,54104 CRISTO REY,Pública                             ,6,30,841,841,39,0,0,0
ANDAHUAYLAS,2020,SAN JERÓNIMO,SAN JERONIMO,54105 JUAN PABLO II,Pública                             ,6,19,522,522,11,0,0,0
ANDAHUAYLAS,2020,SAN JERÓNIMO,TOTORAL,54106 WARMA KUYAY,Pública                             ,6,6,156,156,4,0,0,0
ANDAHUAYLAS,2020,TUMAY HUARACA,UMAMARCA,54107,Pública                             ,6,6,57,57,0,0,0,0
ANDAHUAYLAS,2020,HUAYANA,HUAYANA,54108,Pública                             ,6,6,49,49,3,0,0,0
ANDAHUAYLAS,2020,TURPO,TURPO,54109,Pública                             ,6,6,70,70,2,0,0,0
ANDAHUAYLAS,2020,ANDAHUAYLAS,CCEÑUAHURAN,54110,Pública                             ,6,6,60,60,0,0,0,0
ANDAHUAYLAS,2020,ANDAHUAYLAS,PALTACC,54111,Pública                             ,6,6,126,126,2,0,0,0
ANDAHUAYLAS,2020,ANDAHUAYLAS,CCARANCALLA,54112 SAGRADA FAMILIA,Pública                             ,6,6,30,30,1,0,0,0
ANDAHUAYLAS,2020,ANDAHUAYLAS,HUINCHOS,54113 JOSE MARIA ARGUEDAS,Pública                             ,6,8,99,99,4,0,0,0
ANDAHUAYLAS,2020,JOSÉ MARÍA ARGUEDAS,SACCLAYA,54114,Pública                             ,6,6,58,58,0,0,0,0
ANDAHUAYLAS,2020,ANDAHUAYLAS,PATACCOCHA,54116,Pública                             ,6,6,31,31,1,0,0,0
ANDAHUAYLAS,2020,ANDAHUAYLAS,SUCARAYLLA,54117,Pública                             ,6,6,59,59,2,0,0,0
ANDAHUAYLAS,2020,ANDAHUAYLAS,TAPAYA,54118,Pública                             ,6,6,74,74,5,0,0,0
ANDAHUAYLAS,2020,ANDAHUAYLAS,SOCCÑACANCHA,54120,Pública                             ,6,6,80,80,0,0,0,0
ANDAHUAYLAS,2020,JOSÉ MARÍA ARGUEDAS,CHECCHE,54121 EL REDENTOR,Pública                             ,6,6,43,43,1,0,0,0
ANDAHUAYLAS,2020,ANDARAPA,PUYHUALLA CENTRO,54122,Pública                             ,6,6,27,27,0,0,0,0
ANDAHUAYLAS,2020,TALAVERA,SAN ANTONIO DE HUARATACA,54123,Pública                             ,3,3,5,5,0,0,0,0
ANDAHUAYLAS,2020,KAQUIABAMBA,TROJAHUASI,54124,Pública                             ,6,1,1,1,0,0,0,0
ANDAHUAYLAS,2020,ANDARAPA,SAN MARTIN DE TOXAMA,54125,Pública                             ,6,6,29,29,0,0,0,0
ANDAHUAYLAS,2020,ANDARAPA,CHANTA,54126,Pública                             ,6,6,19,19,0,0,0,0
ANDAHUAYLAS,2020,ANDARAPA,COTABAMBA,54127,Pública                             ,5,5,19,19,0,0,0,0
ANDAHUAYLAS,2020,TALAVERA,OTAS BELLAVISTA,54128,Pública                             ,6,6,48,48,2,0,0,0
ANDAHUAYLAS,2020,HUANCARAY,CCANCCAYLLO,54134,Pública                             ,4,4,8,8,0,0,0,0
ANDAHUAYLAS,2020,HUANCARAY,PAMPAMARCA,54135,Pública                             ,5,2,3,3,0,0,0,0
ANDAHUAYLAS,2020,HUANCARAY,ATACCARA,54136,Pública                             ,2,2,3,3,0,0,0,0
ANDAHUAYLAS,2020,HUANCARAY,CHUMPALLHUA,54137,Pública                             ,6,6,29,29,0,0,0,0
ANDAHUAYLAS,2020,KAQUIABAMBA,PULLURI,54142,Pública                             ,6,6,45,45,2,0,0,0
ANDAHUAYLAS,2020,PACUCHA,CHURRUBAMBA,54143,Pública                             ,6,6,29,29,0,0,0,0
ANDAHUAYLAS,2020,PACUCHA,ANCCOPACCHA,54144,Pública                             ,6,6,50,50,1,0,0,0
ANDAHUAYLAS,2020,PACUCHA,PUCULLO,54145,Pública                             ,6,6,17,17,0,0,0,0
ANDAHUAYLAS,2020,PACUCHA,COTAHUACHO BAJO,54146,Pública                             ,4,4,11,11,0,0,0,0
ANDAHUAYLAS,2020,PACUCHA,AMPI,54147,Pública                             ,3,3,4,4,0,0,0,0
ANDAHUAYLAS,2020,PACUCHA,ARGAMA BAJA,54148,Pública                             ,6,6,95,95,1,0,0,0
ANDAHUAYLAS,2020,PAMPACHIRI,CHOCCECCEÑUA,54149,Pública                             ,2,2,3,3,0,0,0,0
ANDAHUAYLAS,2020,PAMPACHIRI,CHILLIHUA,54150,Pública                             ,5,5,9,9,0,0,0,0
ANDAHUAYLAS,2020,PAMPACHIRI,TOROHUICHCCANA,54151,Pública                             ,2,2,4,4,0,0,0,0
ANDAHUAYLAS,2020,PAMPACHIRI,SAN JUAN DE AYAPAMPA,54152 SANTA ROSA,Pública                             ,6,6,82,82,2,0,0,0
ANDAHUAYLAS,2020,PAMPACHIRI,LLAMCAMA,54153,Pública                             ,6,6,47,47,0,0,0,0
ANDAHUAYLAS,2020,PAMPACHIRI,CCACHCCACHA,54154,Pública                             ,6,6,15,15,1,0,0,0
ANDAHUAYLAS,2020,POMACOCHA,HUIRACOCHAN,54155,Pública                             ,6,6,4,4,2,0,0,0
ANDAHUAYLAS,2020,KISHUARA,TONCCO BAMBA,54156,Pública                             ,6,6,20,20,0,0,0,0
ANDAHUAYLAS,2020,KISHUARA,SECCSENCCALLA,54157,Pública                             ,6,6,27,27,0,0,0,0
ANDAHUAYLAS,2020,KISHUARA,CAVIRA,54158,Pública                             ,6,6,92,92,0,0,0,0
ANDAHUAYLAS,2020,SAN JERÓNIMO,LLIUPAPUQUIO,54161,Pública                             ,6,14,190,190,2,0,0,0
ANDAHUAYLAS,2020,SAN JERÓNIMO,POLTOCSA,54162,Pública                             ,6,6,95,95,2,0,0,0
ANDAHUAYLAS,2020,SAN JERÓNIMO,CUPISA,54163,Pública                             ,6,6,34,34,1,0,0,0
ANDAHUAYLAS,2020,SAN JERÓNIMO,ANCATIRA,54164,Pública                             ,6,12,182,182,2,0,0,0
ANDAHUAYLAS,2020,SAN JERÓNIMO,CHAMPACCOCHA,54165,Pública                             ,6,12,177,177,4,0,0,0
ANDAHUAYLAS,2020,SAN JERÓNIMO,OLLABAMBA,54166,Pública                             ,4,4,14,14,1,0,0,0
ANDAHUAYLAS,2020,HUAYANA,SAN MIGUEL DE CHECCHEPAMPA,54167,Pública                             ,6,6,18,18,0,0,0,0
ANDAHUAYLAS,2020,TUMAY HUARACA,MARCOBAMBA,54168,Pública                             ,6,6,16,16,0,0,0,0
ANDAHUAYLAS,2020,HUAYANA,PATAHUASI,54169,Pública                             ,5,5,13,13,0,0,0,0
ANDAHUAYLAS,2020,TURPO,TAYPICHA,54170,Pública                             ,6,6,25,25,0,0,0,0
ANDAHUAYLAS,2020,TURPO,SANTIAGO BELEN ANTA,54171,Pública                             ,6,6,39,39,1,0,0,0
ANDAHUAYLAS,2020,TURPO,PALLACCOCHA,54172,Pública                             ,6,6,37,37,3,0,0,0
ANDAHUAYLAS,2020,TURPO,SOCOSPATA,54173,Pública                             ,6,6,54,54,0,0,0,0
ANDAHUAYLAS,2020,TURPO,PARAGUA,54174,Pública                             ,4,4,8,8,0,0,0,0
ANDAHUAYLAS,2020,TURPO,YANACCMA,54175,Pública                             ,6,6,22,22,0,0,0,0
ANDAHUAYLAS,2020,TURPO,SAN JUAN DE OCCOLLO,54176,Pública                             ,6,6,50,50,1,0,0,0
ANDAHUAYLAS,2020,TALAVERA,TALAVERA,54177 EL BUEN PASTOR,Pública                             ,6,24,522,522,19,0,0,0
ANDAHUAYLAS,2020,TALAVERA,TALAVERA,54178,Pública                             ,6,19,475,475,14,0,0,0
ANDAHUAYLAS,2020,TALAVERA,CHIHUAMPATA,54180,Pública                             ,6,6,70,70,8,0,0,0
ANDAHUAYLAS,2020,TALAVERA,UCHU HUANCARAY,54181,Pública                             ,6,6,36,36,4,0,0,0
ANDAHUAYLAS,2020,CHIARA,CHIARA,54190,Pública                             ,6,6,52,52,1,0,0,0
ANDAHUAYLAS,2020,CHIARA,SANTIAGO DE YAURECC,54191,Pública                             ,6,6,30,30,0,0,0,0
ANDAHUAYLAS,2020,SAN MIGUEL DE CHACCRAMPA,SAN MIGUEL DE CHACCRAMPA,54192,Pública                             ,6,6,93,93,0,0,0,0
ANDAHUAYLAS,2020,SAN ANTONIO DE CACHI,CACHIYAURECC,54193,Pública                             ,6,5,7,7,0,0,0,0
ANDAHUAYLAS,2020,SAN ANTONIO DE CACHI,SAN ANTONIO DE CACHI,54207,Pública                             ,6,6,27,27,1,0,0,0
ANDAHUAYLAS,2020,SAN ANTONIO DE CACHI,CHULLISANA,54208,Pública                             ,6,6,45,45,0,0,0,0
ANDAHUAYLAS,2020,SAN ANTONIO DE CACHI,CCAPCCA,54209 VIRGEN DE LAS MERCEDES,Pública                             ,6,6,38,38,1,0,0,0
ANDAHUAYLAS,2020,SANTA MARÍA DE CHICMO,SANTA MARIA DE CHICMO,54210,Pública                             ,6,10,163,163,1,0,0,0
ANDAHUAYLAS,2020,SANTA MARÍA DE CHICMO,TARAMBA,54211,Pública                             ,6,6,43,43,1,0,0,0
ANDAHUAYLAS,2020,SANTA MARÍA DE CHICMO,CHICHUCANCHA,54212,Pública                             ,4,4,6,6,0,0,0,0
ANDAHUAYLAS,2020,SANTA MARÍA DE CHICMO,CASCABAMBA,54213,Pública                             ,6,6,86,86,1,0,0,0
ANDAHUAYLAS,2020,TALAVERA,OSCCOLLOPAMPA,54214,Pública                             ,5,5,10,10,0,0,0,0
ANDAHUAYLAS,2020,TALAVERA,CCACCACHA,54215,Pública                             ,6,6,22,22,0,0,0,0
ANDAHUAYLAS,2020,TALAVERA,PAMPAMARCA,54216,Pública                             ,6,9,115,115,1,0,0,0
ANDAHUAYLAS,2020,TALAVERA,MULACANCHA,54217,Pública                             ,6,6,25,25,0,0,0,0
ANDAHUAYLAS,2020,TALAVERA,LLANTUYHUANCA,54218,Pública                             ,6,6,27,27,2,0,0,0
ANDAHUAYLAS,2020,TALAVERA,PUMACURI,54220,Pública                             ,3,3,3,3,1,0,0,0
ANDAHUAYLAS,2020,TALAVERA,LUISPATA,54221,Pública                             ,6,6,85,85,1,0,0,0
ANDAHUAYLAS,2020,CHIARA,CHILLMAY,54231,Pública                             ,6,6,14,14,0,0,0,0
ANDAHUAYLAS,2020,SAN MIGUEL DE CHACCRAMPA,IGLESIAPATA,54232,Pública                             ,6,6,47,47,0,0,0,0
CHINCHEROS,2020,OCOBAMBA,PISCOBAMBA BAJA,54238,Pública                             ,6,6,52,52,2,0,0,0
CHINCHEROS,2020,OCOBAMBA,MAUCALLACTA,54242,Pública                             ,6,8,149,149,1,0,0,0
ANDAHUAYLAS,2020,SAN ANTONIO DE CACHI,CACHIHUANCARAY,54249,Pública                             ,3,3,5,5,0,0,0,0
ANDAHUAYLAS,2020,SAN ANTONIO DE CACHI,TANQUIHUA,54250,Pública                             ,6,6,13,13,0,0,0,0
ANDAHUAYLAS,2020,SANTA MARÍA DE CHICMO,LAMAY,54251,Pública                             ,6,6,57,57,0,0,0,0
ANDAHUAYLAS,2020,ANDARAPA,SAN JUAN DE MIRAFLORES,54339,Pública                             ,6,6,30,30,0,0,0,0
ANDAHUAYLAS,2020,TUMAY HUARACA,PAMPAPUQUIO,54341,Pública                             ,6,6,29,29,0,0,0,0
ANDAHUAYLAS,2020,TURPO,TORACCA,54470,Pública                             ,6,6,28,28,0,0,0,0
ANDAHUAYLAS,2020,PACUCHA,LAGUNA,54473,Pública                             ,6,6,22,22,0,0,0,0
ANDAHUAYLAS,2020,PAMPACHIRI,HUACCOTO,54474,Pública                             ,4,4,4,4,1,0,0,0
ANDAHUAYLAS,2020,TALAVERA,PISCHU,54476,Pública                             ,2,2,4,4,0,0,0,0
ANDAHUAYLAS,2020,ANDAHUAYLAS,CURIBAMBA,54490 HOGAR DE CRISTO,Pública                             ,6,18,502,501,29,1,0,0
ANDAHUAYLAS,2020,ANDAHUAYLAS,CCACCE,54491,Pública                             ,6,6,31,31,0,0,0,0
ANDAHUAYLAS,2020,KISHUARA,SOTCCOMAYO,54492 INCA GARCILASO DE LA VEGA,Pública                             ,6,6,55,55,1,0,0,0
ANDAHUAYLAS,2020,ANDARAPA,HUANCAS,54493,Pública                             ,6,6,70,70,1,0,0,0
ANDAHUAYLAS,2020,TUMAY HUARACA,CCALLO OCCO,54494,Pública                             ,4,4,10,10,0,0,0,0
ANDAHUAYLAS,2020,PAMPACHIRI,SAN JOSE DE CHONTAYA,54495,Pública                             ,4,4,10,10,0,0,0,0
ANDAHUAYLAS,2020,SAN JERÓNIMO,CHULLCUISA,54496,Pública                             ,6,6,34,34,0,0,0,0
ANDAHUAYLAS,2020,ANDARAPA,HUALLHUAYOCC,54497,Pública                             ,6,6,27,27,1,0,0,0
ANDAHUAYLAS,2020,HUANCARAY,CCORIRAYA,54498,Pública                             ,3,3,4,4,1,0,0,0
ANDAHUAYLAS,2020,PACUCHA,MANCHAYBAMBA,54499,Pública                             ,6,6,44,44,0,0,0,0
ANDAHUAYLAS,2020,TUMAY HUARACA,SAN JUAN DE CCOCHAPUCRO,54500,Pública                             ,6,6,31,31,0,0,0,0
ANDAHUAYLAS,2020,SAN ANTONIO DE CACHI,HUANTANA,54502,Pública                             ,6,6,34,34,0,0,0,0
ANDAHUAYLAS,2020,SAN ANTONIO DE CACHI,SAN JUAN DE KULA,54503,Pública                             ,6,6,52,52,1,0,0,0
ANDAHUAYLAS,2020,SANTA MARÍA DE CHICMO,CCANTUPATA,54507,Pública                             ,6,6,50,50,0,0,0,0
ANDAHUAYLAS,2020,TALAVERA,SACHAPUNA,54517,Pública                             ,3,3,4,4,1,0,0,0
ANDAHUAYLAS,2020,PACUCHA,SANTA ELENA,54518,Pública                             ,6,6,29,29,0,0,0,0
ANDAHUAYLAS,2020,TUMAY HUARACA,VILLA SANTA ROSA,54520,Pública                             ,6,6,45,45,0,0,0,0
ANDAHUAYLAS,2020,CHIARA,NUEVA HUILLCAYHUA,54521,Pública                             ,6,6,23,23,0,0,0,0
ANDAHUAYLAS,2020,SANTA MARÍA DE CHICMO,MOYABAMBA BAJA,54535,Pública                             ,6,6,90,90,1,0,0,0
ANDAHUAYLAS,2020,TALAVERA,POSOCCOY,54536,Pública                             ,6,6,23,23,1,0,0,0
ANDAHUAYLAS,2020,KISHUARA,QUILLABAMBA,54539,Pública                             ,6,6,69,69,0,0,0,0
ANDAHUAYLAS,2020,TALAVERA,TIMPUCCHUAYCCO,54542,Pública                             ,6,6,38,38,1,0,0,0
ANDAHUAYLAS,2020,TALAVERA,POCCONTOY,54544,Pública                             ,6,6,25,25,1,0,0,0
ANDAHUAYLAS,2020,SANTA MARÍA DE CHICMO,REBELDE HUAYRANA,54549,Pública                             ,6,6,116,116,1,0,0,0
ANDAHUAYLAS,2020,SAN MIGUEL DE CHACCRAMPA,SAN JUAN DE PAMPA,54551,Pública                             ,6,6,37,36,0,0,0,0
ANDAHUAYLAS,2020,PACUCHA,SANTA ROSA,54553,Pública                             ,6,6,18,18,0,0,0,0
ANDAHUAYLAS,2020,SAN MIGUEL DE CHACCRAMPA,SAN ISIDRO DE TACTA,54554,Pública                             ,6,6,6,6,0,0,0,0
ANDAHUAYLAS,2020,TURPO,CONTUCNA,54556,Pública                             ,3,3,5,5,0,0,0,0
ANDAHUAYLAS,2020,ANDARAPA,CHUSPI,54557,Pública                             ,5,5,22,22,0,0,0,0
ANDAHUAYLAS,2020,SAN JERÓNIMO,PUISO,54571,Pública                             ,4,4,9,9,0,0,0,0
ANDAHUAYLAS,2020,SANTA MARÍA DE CHICMO,CHAUPIORCCO,54573,Pública                             ,6,6,38,38,0,0,0,0
ANDAHUAYLAS,2020,ANDAHUAYLAS,HUARACCO OCCO,54580,Pública                             ,2,2,6,6,0,0,0,0
ANDAHUAYLAS,2020,ANDARAPA,UMACA,54582,Pública                             ,6,6,19,19,0,0,0,0
ANDAHUAYLAS,2020,ANDARAPA,HUAMPICA,54588,Pública                             ,6,6,58,58,2,0,0,0
ANDAHUAYLAS,2020,KISHUARA,LARAMARU,54589,Pública                             ,6,6,34,34,1,0,0,0
ANDAHUAYLAS,2020,SAN MIGUEL DE CHACCRAMPA,SANTIAGO DE YANACULLO,54598,Pública                             ,6,6,22,22,0,0,0,0
ANDAHUAYLAS,2020,PACUCHA,ROSASPATA,54599,Pública                             ,4,4,14,14,3,0,0,0
ANDAHUAYLAS,2020,SAN MIGUEL DE CHACCRAMPA,VIRGEN DEL CARMEN DE TAMBO,54605,Pública                             ,6,6,20,20,0,0,0,0
ANDAHUAYLAS,2020,JOSÉ MARÍA ARGUEDAS,CUMANAYLLA,54609,Pública                             ,6,6,30,30,0,0,0,0
ANDAHUAYLAS,2020,SAN JERÓNIMO,SANTA ROSA,54612,Pública                             ,5,5,3,3,2,0,0,0
ANDAHUAYLAS,2020,KISHUARA,TINTAY,54622,Pública                             ,6,6,46,46,0,0,0,0
ANDAHUAYLAS,2020,SAN ANTONIO DE CACHI,SAN JUAN BAUTISTA,54623,Pública                             ,6,6,43,43,1,0,0,0
ANDAHUAYLAS,2020,JOSÉ MARÍA ARGUEDAS,ÑAHUINPUQUIO,54625,Pública                             ,6,6,32,32,0,0,0,0
CHINCHEROS,2020,OCOBAMBA,ATACCARA,54627,Pública                             ,3,3,4,4,2,0,0,0
ANDAHUAYLAS,2020,SANTA MARÍA DE CHICMO,CHIQUILLAN,54631,Pública                             ,6,6,41,41,0,0,0,0
ANDAHUAYLAS,2020,ANDAHUAYLAS,PUCA CCASSA,54633 LA FLORESTA,Pública                             ,6,2,6,6,0,0,0,0
ANDAHUAYLAS,2020,ANDAHUAYLAS,SANTA ROSA DE CHACAPUENTE,54642,Pública                             ,6,6,32,32,1,0,0,0
ANDAHUAYLAS,2020,TALAVERA,CHACCAMARCA,54650,Pública                             ,3,3,5,5,0,0,0,0
ANDAHUAYLAS,2020,KAQUIABAMBA,ANYANIZO,54653,Pública                             ,6,6,16,16,0,0,0,0
ANDAHUAYLAS,2020,ANDAHUAYLAS,LOS ANGELES,54655,Pública                             ,6,6,124,124,5,0,0,0
ANDAHUAYLAS,2020,TALAVERA,BUENA VISTA,54656,Pública                             ,6,6,29,29,0,0,0,0
ANDAHUAYLAS,2020,TALAVERA,CHUMBIBAMBA,54658,Pública                             ,4,4,8,8,1,0,0,0
ANDAHUAYLAS,2020,PACUCHA,TOCCTOPATA,54659,Pública                             ,1,1,1,1,0,0,0,0
ANDAHUAYLAS,2020,ANDARAPA,CCASABAMBA,54664,Pública                             ,3,3,3,3,0,0,0,0
ANDAHUAYLAS,2020,SANTA MARÍA DE CHICMO,NUEVA ESPERANZA,54674,Pública                             ,6,12,255,255,1,0,0,0
ANDAHUAYLAS,2020,SAN JERÓNIMO,YUNCAYA,54676,Pública                             ,2,2,2,2,1,0,0,0
ANDAHUAYLAS,2020,SANTA MARÍA DE CHICMO,CCOLLCCA,54685,Pública                             ,6,6,26,26,3,0,0,0
ANDAHUAYLAS,2020,ANDAHUAYLAS,ANCCARAYLLA,54686 INMACULADO CORAZON,Pública                             ,6,6,19,19,0,0,0,0
ANDAHUAYLAS,2020,TUMAY HUARACA,PULPERIA,54713,Pública                             ,6,6,18,18,0,0,0,0
ANDAHUAYLAS,2020,KISHUARA,CCORIPACCHA,54715,Pública                             ,3,3,8,8,0,0,0,0
ANDAHUAYLAS,2020,PAMPACHIRI,CHUCCHUMPI,54717,Pública                             ,6,3,3,3,0,0,0,0
ANDAHUAYLAS,2020,KISHUARA,CCOTAQUITE,54718,Pública                             ,6,6,12,12,0,0,0,0
ANDAHUAYLAS,2020,ANDAHUAYLAS,PANPANZA SAHUACA,54719,Pública                             ,6,6,39,39,2,0,0,0
ANDAHUAYLAS,2020,SANTA MARÍA DE CHICMO,PUCAHUASI,54720,Pública                             ,4,4,8,8,0,0,0,0
ANDAHUAYLAS,2020,SANTA MARÍA DE CHICMO,ALTO SANTA ROSA,54721,Pública                             ,6,6,29,29,0,0,0,0
ANDAHUAYLAS,2020,SAN JERÓNIMO,ANTAPATA,54722,Pública                             ,2,2,3,3,0,0,0,0
ANDAHUAYLAS,2020,ANDARAPA,SAN ANTONIO DE CHUCO,54724,Pública                             ,3,3,4,4,0,0,0,0
ANDAHUAYLAS,2020,TUMAY HUARACA,SANTIAGO DE YANAMA,54725,Pública                             ,4,4,9,9,0,0,0,0
ANDAHUAYLAS,2020,TALAVERA,ORCCONMARCA,54726,Pública                             ,2,2,3,3,1,0,0,0
ANDAHUAYLAS,2020,SAN JERÓNIMO,ÑAHUINCUCHO,54727,Pública                             ,6,6,49,49,0,0,0,0
ANDAHUAYLAS,2020,ANDAHUAYLAS,ANDAHUAYLAS,54930,Pública                             ,6,9,161,161,5,0,0,0
ANDAHUAYLAS,2020,ANDAHUAYLAS,ANDAHUAYLAS,55005,Pública                             ,6,26,842,842,25,0,0,0
ANDAHUAYLAS,2020,ANDAHUAYLAS,ANDAHUAYLAS,55006,Pública                             ,6,29,819,819,17,0,0,0
ANDAHUAYLAS,2020,ANDAHUAYLAS,ANDAHUAYLAS,55006-1,Pública                             ,6,18,588,588,9,0,0,0
ANDAHUAYLAS,2020,HUANCARAY,SANTIAGO PATA,55006-11,Pública                             ,6,6,59,59,0,0,0,0
ANDAHUAYLAS,2020,ANDAHUAYLAS,FLOR DE YUNCA,55006-12,Pública                             ,6,6,16,16,0,0,0,0
ANDAHUAYLAS,2020,TURPO,CHAUPIMOLLE,55006-13,Pública                             ,4,4,4,4,0,0,0,0
ANDAHUAYLAS,2020,SANTA MARÍA DE CHICMO,PALOMINO PATA,55006-14,Pública                             ,6,6,30,30,1,0,0,0
ANDAHUAYLAS,2020,ANDARAPA,LA MERCED,55006-15,Pública                             ,6,6,18,18,0,0,0,0
ANDAHUAYLAS,2020,TUMAY HUARACA,ISCHU ORCCO,55006-16,Pública                             ,4,4,9,9,0,0,0,0
ANDAHUAYLAS,2020,TALAVERA,TALAVERA,55006-17,Pública                             ,6,12,364,364,4,0,0,0
ANDAHUAYLAS,2020,KISHUARA,YANAYACU,55006-18,Pública                             ,4,4,6,6,0,0,0,0
ANDAHUAYLAS,2020,ANDARAPA,PUYHUALLA ALTA,55006-19,Pública                             ,6,6,48,48,2,0,0,0
ANDAHUAYLAS,2020,TALAVERA,ARANJUEZ,55006-2 SAN JOSE,Pública                             ,6,6,154,154,8,0,0,0
ANDAHUAYLAS,2020,SAN JERÓNIMO,SUYLLUACA,55006-20 ESCUELA CONCERTADA SOLARIS,Pública                             ,6,12,309,306,0,3,0,0
ANDAHUAYLAS,2020,HUANCARAY,HUICHCCANA,55006-22,Pública                             ,4,3,6,6,0,0,0,0
ANDAHUAYLAS,2020,TALAVERA,TALAVERA,55006-3,Pública                             ,6,18,525,525,2,0,0,0
ANDAHUAYLAS,2020,SAN JERÓNIMO,SAN JERONIMO,55006-4,Pública                             ,6,14,287,287,10,0,0,0
ANDAHUAYLAS,2020,KISHUARA,SAN MIGUEL DE SIPILLHUAY,55006-6,Pública                             ,6,6,4,4,0,0,0,0
ANDAHUAYLAS,2020,SAN JERÓNIMO,CHOCCECANCHA,55006-7,Pública                             ,6,6,60,60,1,0,0,0
ANDAHUAYLAS,2020,PACUCHA,HUAYCCON,55006-8,Pública                             ,4,4,3,3,0,0,0,0
ANDAHUAYLAS,2020,ANDAHUAYLAS,COLLPA,55006-9,Pública                             ,4,4,10,10,0,0,0,0
ANDAHUAYLAS,2020,HUANCARAY,LOS ANGELES,55011,Pública                             ,5,5,16,16,0,0,0,0
ANDAHUAYLAS,2020,PAMPACHIRI,CCENTA,55012,Pública                             ,6,6,10,10,1,0,0,0
ANDAHUAYLAS,2020,ANDAHUAYLAS,ANDAHUAYLAS,ACDUNI,Privada                                   ,6,6,74,74,22,0,0,0
ANDAHUAYLAS,2020,ANDAHUAYLAS,ANDAHUAYLAS,CRISTO REDENTOR,Privada                                     ,4,4,23,23,17,0,0,0
ANDAHUAYLAS,2020,JOSÉ MARÍA ARGUEDAS,HUARACCOPATA,HUARACCOPATA,Pública                             ,6,6,29,29,1,0,0,0
ANDAHUAYLAS,2020,ANDAHUAYLAS,ANDAHUAYLAS,JESUS NAZARENO,Privada                                     ,6,6,92,92,31,0,0,0
ANDAHUAYLAS,2020,TALAVERA,TALAVERA,JUAN PABLO II,Privada,4,4,29,29,4,0,0,0
ANDAHUAYLAS,2020,PACUCHA,COTAHUACHO ALTO,LUZ DIVINA DE LOS ANDES,Pública                             ,6,6,60,60,0,0,0,0
ANDAHUAYLAS,2020,TALAVERA,TALAVERA,MARIA MONTESSORI,Privada                                     ,3,3,12,12,12,0,0,0
ANDAHUAYLAS,2020,ANDAHUAYLAS,ANDAHUAYLAS,PITAGORAS NIVEL A,Privada                                     ,6,6,116,116,40,0,0,0
ANDAHUAYLAS,2020,TALAVERA,TALAVERA,SANTA MARIA,Privada                                     ,6,6,61,61,17,0,0,0
ANDAHUAYLAS,2020,ANDAHUAYLAS,ANDAHUAYLAS,SANTA ROSA,Privada                                     ,6,7,153,153,15,0,0,0
ANDAHUAYLAS,2020,ANDAHUAYLAS,ANDAHUAYLAS,TRIPOLO,Privada                                   ,6,6,127,127,78,0,0,0
ANDAHUAYLAS,2020,SAN JERÓNIMO,SAN JERONIMO,VIA LUCIS,Privada,6,6,57,57,3,0,0,0
