Marca temporal,Puntuación,GENERO,CARRERA,DISPOSITIVOS,APLICACIONES,MARCA,ÁREA,NOTA,ORDEN DE MÉRITO,CICLO,SATISFACCIÓN,FRECUENCIA,CANTIDAD DE APLICACIONES,DISPOSITIVOS,MINUTOS,CURSOS,COSTO,PROMEDIO PONDERADO,DÍAS
4/05/2023 18:20:53,,FEMENINO,Bioingeniería,Smartphone,Word,"HP, Apple",Ciencias Generales,20,Ninguno de los anteriores,Primero,4,4,5,3,180,1,1500,15,7
5/05/2023 1:38:16,,FEMENINO,Ingeniería Industrial,Smartphone,Rstudio,Xiaomi,"Humanidades, Arte y Ciencias sociales(HACS)",20,Decimo superior,Segundo,2,4,3,2,1.209.999.292.939.390.000.000.000.000,6,1.000.828.283.837.270.000.000,18,7
5/05/2023 7:33:11,,MASCULINO,Bioingeniería,Laptop,Khan Academy,Lenovo,"Humanidades, Arte y Ciencias sociales(HACS)",20,Medio superior,Segundo,4,4,4,4,960,7,2350,15,7
5/05/2023 10:00:32,,FEMENINO,Ingeniería Industrial,Laptop,Rstudio,otros,Cursos de carrera,15,Ninguno de los anteriores,Noveno,3,4,2,2,120,5,4000,12.3,6
5/05/2023 13:01:43,,FEMENINO,Ingeniería Civil,Laptop,Canva,"Acer, otros","Proyectos Interdisciplinarios ,Tesis y Real life Experience",19,Medio superior,Cuarto,3,3,5,3,420,6,3300,13.3,5
5/05/2023 16:04:06,,FEMENINO,Ingeniería Civil,Laptop,AutoCAD,Lenovo,"Humanidades, Arte y Ciencias sociales(HACS)",14,Quinto superior,Quinto,3,3,5,4,120,5,5000,13,7
5/05/2023 16:11:09,,MASCULINO,Ingeniería Civil,Smartphone,AutoCAD,"HP, Samsung",Cursos de carrera,18,Tercio superior,Cuarto,3,4,5,3,480,6,2000,17,7
5/05/2023 16:17:27,,MASCULINO,Ingeniería Civil,Smartphone,Excel,Lenovo,Cursos de carrera,18,Decimo superior,Sexto,4,4,2,2,120,5,2200,15,3
5/05/2023 16:30:36,,FEMENINO,Ingeniería Civil,Smartphone,Otro,"HP, Samsung","Humanidades, Arte y Ciencias sociales(HACS)",20,Ninguno de los anteriores,Cuarto,4,4,6,6,240,7,2000,13.56,7
5/05/2023 16:48:49,,MASCULINO,Ingeniería Civil,Laptop,Canva,Lenovo,Ciencias Generales,18,Tercio superior,Quinto,3,4,8,3,900,8,3500,16.7,7
5/05/2023 16:50:13,,FEMENINO,Ingeniería Civil,Tablet,One Note,Samsung,Ciencias Generales,17,Decimo superior,Cuarto,3,3,3,3,160,6,1099,14.5,5
5/05/2023 16:56:04,,MASCULINO,Ingeniería Industrial,Laptop,Rstudio,Acer,Cursos de carrera,17,Ninguno de los anteriores,Quinto,3,4,8,3,300,7,4900,16,7
5/05/2023 16:56:07,,MASCULINO,Ingeniería Industrial,Smartphone,AutoCAD,"Acer, otros",Cursos de carrera,18,Ninguno de los anteriores,Quinto,2,2,3,3,120,8,3999,13,7
5/05/2023 16:57:23,,MASCULINO,Ingeniería Industrial,Smartphone,One Note,"Lenovo, Samsung",Ciencias Generales,19,Quinto superior,Cuarto,4,4,5,2,480,6,4000,16.33,7
5/05/2023 16:58:46,,FEMENINO,Ingeniería Civil,Tablet,Canva,Apple,"Humanidades, Arte y Ciencias sociales(HACS)",18,Tercio superior,Cuarto,4,4,8,3,360,6,1500,14.61,6
5/05/2023 17:04:00,,MASCULINO,Ingeniería Civil,Laptop,CLion,"Acer, Xiaomi",Ciencias Generales,15,Tercio superior,Segundo,3,4,4,2,120,7,2000,15.5,6
5/05/2023 17:06:04,,MASCULINO,Ingeniería Mecánica,Smartphone,Excel,"HP, Xiaomi",Ciencias Generales,18,Quinto superior,Octavo,3,4,4,3,300,7,2000,15.7,5
5/05/2023 17:07:08,,FEMENINO,Ingeniería Industrial,Tablet,Kahoot,Samsung,Cursos de gestión,16,Ninguno de los anteriores,Cuarto,3,2,4,5,120,6,3000,15,4
5/05/2023 17:08:43,,MASCULINO,Administración & Negocios Digitales,Smartphone,One Note,"HP, Asus, Xiaomi","Proyectos Interdisciplinarios ,Tesis y Real life Experience",18,Decimo superior,Quinto,4,4,4,3,200,7,2000,17.8,5
5/05/2023 17:12:06,,MASCULINO,Ingeniería Electrónica,Smartphone,Otro,"Apple, Xiaomi",Ciencias Generales,1,Ninguno de los anteriores,Tercero,1,1,1,6,120,4,1200,15,4
5/05/2023 17:12:39,,FEMENINO,Ingeniería Mecatrónica,Smartphone,Otro,Samsung,"Humanidades, Arte y Ciencias sociales(HACS)",19,Ninguno de los anteriores,Cuarto,4,3,6,1,240,6,1500,12.34,7
5/05/2023 17:12:56,,MASCULINO,Ingeniería Mecatrónica,Laptop,Visual Studio,"HP, otros",Ciencias Generales,20,Ninguno de los anteriores,Segundo,4,2,0,4,120,1,2900,15,2
5/05/2023 17:13:00,,MASCULINO,Ingeniería Mecatrónica,Smartphone,MatLab,Lenovo,Cursos de carrera,15,Ninguno de los anteriores,Septimo,4,4,5,3,240,5,3000,12.42,7
5/05/2023 17:16:48,,MASCULINO,Ingeniería Mecatrónica,Smartphone,Canva,"Lenovo, Acer, Samsung, Apple, Razer","Proyectos Interdisciplinarios ,Tesis y Real life Experience",20,Tercio superior,Primero,3,3,2,3,420,6,3200,15,7
5/05/2023 17:17:36,,FEMENINO,Ingeniería Electrónica,Laptop,One Note,"Asus, Samsung",Cursos de carrera,18,Medio superior,Cuarto,4,4,4,4,240,6,4000,13.39,6
5/05/2023 17:19:06,,MASCULINO,Ingeniería Mecatrónica,Laptop,MatLab,"HP, Samsung",Ciencias Generales,14,Decimo superior,Cuarto,3,3,5,2,120,6,5000,14,5
5/05/2023 17:24:10,,MASCULINO,Bioingeniería,Smartphone,Google Classroom,"HP, Samsung, Apple",Cursos de carrera,20,Decimo superior,Sexto,4,4,2,3,300,7,3000,18.2,7
5/05/2023 17:25:13,,MASCULINO,Bioingeniería,Smartphone,Khan Academy,Samsung,Ciencias Generales,18,Tercio superior,Cuarto,2,2,2,2,180,6,1200,16,7
5/05/2023 17:31:30,,FEMENINO,Ciencia de la Computación,Laptop,Visual Studio,otros,Cursos de carrera,20,Quinto superior,Segundo,3,4,5,3,360,6,6000,16.4,7
5/05/2023 17:31:38,,FEMENINO,Ciencia de la Computación,Laptop,CLion,"Asus, Motorola",Cursos de carrera,20,Tercio superior,Segundo,3,4,6,3,420,6,1300,15.85,7
5/05/2023 17:40:14,,MASCULINO,Ciencia de la Computación,Laptop,CLion,Lenovo,"Humanidades, Arte y Ciencias sociales(HACS)",17,Tercio superior,Segundo,3,2,2,2,240,6,5000,15.5,7
5/05/2023 17:40:31,,MASCULINO,Ciencia de la Computación,Smartphone,Visual Studio,Asus,Cursos de carrera,19,Decimo superior,Segundo,3,2,4,4,120,2,2000,17,3
5/05/2023 17:40:43,,MASCULINO,Ciencia de la Computación,Laptop,CLion,"Asus, Samsung",Cursos de carrera,15.5,Decimo superior,Segundo,3,3,5,2,500,6,2000,17,7
5/05/2023 17:41:27,,FEMENINO,Ingeniería Mecatrónica,Laptop,Word,"Asus, Apple",Ciencias Generales,19,Tercio superior,Quinto,4,4,4,3,840,6,7000,15.64,7
5/05/2023 17:43:49,,FEMENINO,Ingeniería Civil,Laptop,One Note,"Lenovo, Samsung",Cursos de carrera,18,Tercio superior,Segundo,3,3,3,3,500,6,2000,15,6
5/05/2023 17:45:16,,MASCULINO,Ingeniería Civil,Laptop,Excel,Lenovo,Cursos de carrera,20,Decimo superior,Noveno,3,3,8,3,480,7,4500,17.6,7
5/05/2023 17:48:09,,FEMENINO,Ingeniería Civil,Laptop,Otro,"Asus, Samsung",Cursos de carrera,18,Quinto superior,Sexto,4,4,5,3,480,8,3000,15.42,7
5/05/2023 17:57:20,,MASCULINO,Ingeniería Civil,Laptop,Rstudio,HP,Ciencias Generales,17,Decimo superior,Cuarto,4,4,4,2,500,6,3000,16.46,6
5/05/2023 17:57:30,,MASCULINO,Ciencia de Datos,Smartphone,CLion,Samsung,Cursos de carrera,18,Ninguno de los anteriores,Tercero,3,3,3,3,300,6,4500,14.3,7
5/05/2023 17:58:08,,FEMENINO,Ingeniería Civil,Tablet,Canva,"Lenovo, Asus","Proyectos Interdisciplinarios ,Tesis y Real life Experience",16,Medio superior,Cuarto,3,3,3,3,120,7,1300,13.98,6
5/05/2023 17:58:16,,MASCULINO,Ingeniería Civil,Smartphone,Excel,HP,Cursos de carrera,17,Quinto superior,Cuarto,3,3,4,4,300,4,4000,16.2,5
5/05/2023 18:01:40,,MASCULINO,Ingeniería Civil,Smartphone,Khan Academy,"HP, Samsung",Ciencias Generales,16,Ninguno de los anteriores,Cuarto,3,3,4,3,120,6,1200,15.25,7
5/05/2023 18:06:12,,MASCULINO,Ingeniería Mecatrónica,Laptop,Word,"Acer, Motorola",Ciencias Generales,15,Medio superior,Cuarto,3,3,3,3,420,4,3098,13,7
5/05/2023 18:06:14,,FEMENINO,Ingeniería Industrial,Laptop,One Note,"Asus, Samsung, Huawei","Humanidades, Arte y Ciencias sociales(HACS)",18,Decimo superior,Cuarto,4,4,8,3,120,5,600,13.60,7
5/05/2023 18:06:53,,FEMENINO,Ingeniería Industrial,Laptop,Word,"Lenovo, Xiaomi","Humanidades, Arte y Ciencias sociales(HACS)",19,Medio superior,Cuarto,4,4,3,5,120,6,6000,13.47,6
5/05/2023 18:07:23,,MASCULINO,Ingeniería Industrial,Laptop,Rstudio,"Acer, Xiaomi",Cursos de carrera,19,Decimo superior,Cuarto,4,4,8,6,120,6,4500,17.5,7
5/05/2023 18:08:59,,MASCULINO,Bioingeniería,Laptop,One Note,Dell,Ciencias Generales,18,Ninguno de los anteriores,Cuarto,3,4,4,2,300,6,2800,11.45,7
5/05/2023 18:15:53,,FEMENINO,Ingeniería Química,Laptop,Word,Apple,Ciencias Generales,16,Tercio superior,Tercero,3,3,5,3,190,6,4000,15.2,5
5/05/2023 18:19:15,,FEMENINO,Ingeniería Civil,Laptop,One Note,"HP, Samsung",Cursos de carrera,15,Medio superior,Cuarto,3,4,2,2,254,6,4000,14.8,4
5/05/2023 18:23:24,,FEMENINO,Ciencia de la Computación,Smartphone,Otro,"HP, Huawei",Cursos de carrera,19,Tercio superior,Primero,3,4,4,2,180,6,2000,18,7
5/05/2023 18:23:40,,FEMENINO,Ciencia de la Computación,Smartphone,Otro,"Lenovo, HP, Acer, Dell, Samsung","Humanidades, Arte y Ciencias sociales(HACS)",18,Ninguno de los anteriores,Tercero,2,3,6,2,180,5,3000,18,3
5/05/2023 18:28:25,,FEMENINO,Bioingeniería,Smartphone,Rstudio,Apple,Ciencias Generales,19,Quinto superior,Decimo,4,3,5,3,120,5,1140,17.1,6
5/05/2023 18:32:20,,MASCULINO,Ingeniería Industrial,Laptop,Power point,Dell,"Humanidades, Arte y Ciencias sociales(HACS)",15,Ninguno de los anteriores,Cuarto,3,3,0,2,240,5,3850,13.52,7
5/05/2023 18:33:51,,MASCULINO,Ingeniería Industrial,Smartphone,Excel,"HP, Samsung, Apple",Cursos de gestión,19,Medio superior,Cuarto,4,3,4,3,300,5,3200,15.34,5
5/05/2023 18:45:13,,MASCULINO,Ingeniería Civil,Smartphone,Canva,"Lenovo, HP, Samsung, Apple",Ciencias Generales,19.990,Decimo superior,Septimo,4,3,4,3,480,7,3000,18,7
5/05/2023 18:47:20,,MASCULINO,Ingeniería Civil,Smartphone,One Note,"HP, otros",Ciencias Generales,19,Quinto superior,Cuarto,4,3,3,2,360,7,700,14.5,7
5/05/2023 19:40:48,,FEMENINO,Ciencia de la Computación,Smartphone,Canva,"HP, Xiaomi","Humanidades, Arte y Ciencias sociales(HACS)",16,Medio superior,Segundo,3,3,4,3,180,6,2500,13,5
6/05/2023 0:47:02,,MASCULINO,Ingeniería Industrial,Smartphone,Excel,"Asus, Samsung",Ciencias Generales,20,Ninguno de los anteriores,Cuarto,2,4,5,2,120,7,4000,16,7
6/05/2023 23:54:58,,FEMENINO,Ingeniería Industrial,Laptop,Excel,otros,Cursos de carrera,20,Tercio superior,Primero,4,3,5,3,120,6,7000,15,5
7/05/2023 20:46:08,,FEMENINO,Ingeniería Industrial,Tablet,Canva,"HP, Samsung","Humanidades, Arte y Ciencias sociales(HACS)",17,Medio superior,Cuarto,3,3,4,3,240,6,2500,15.50,6
7/05/2023 20:49:35,,MASCULINO,Ciencia de Datos,Tablet,Visual Studio,Dell,Ciencias Generales,18.50,Quinto superior,Tercero,4,4,5,5,300,6,4399,15,7
