Player ID,Name,Total Earning,Team
Maux,Chance Moncivaez,"$96,145.83",Gen.G Esports
Nagafen,Jared Harrell,"$96,145.83",Gen.G Esports
Creative,"Kim, Young Wan","$82,971.82",Gen.G Esports
Scump,Seth Abner,"$662,959.83",OpTic Gaming
C6,Ian Porter,"$588,451.88",OpTic Gaming
Karma,Damon Barlow,"$538,521.38",OpTic Gaming
FormaL,Matthew Piper,"$510,726.88",OpTic Gaming
CCnC,Quinn Callahan,"$246,240.80",OpTic Gaming
Pajkatt,Per Anders Olsson-Lille,"$246,240.80",OpTic Gaming
ppd,Peter Dager,"$246,240.80",OpTic Gaming
Zai,Ludwig Wåhlberg,"$246,240.80",OpTic Gaming
33,Neta Shapira,"$231,359.80",OpTic Gaming
MentaL,Billy Putnam,"$224,550.00",OpTic Gaming
SuMuNs,Alex Ascencion,"$224,550.00",OpTic Gaming
Xplosive,Gilbert Rojo,"$224,550.00",OpTic Gaming
Nadeshot,Matthew Haag,"$207,596.25",OpTic Gaming
mixwell,Oscar Cañellas,"$205,528.33",OpTic Gaming
Rush,Will Wierzba,"$201,633.33",OpTic Gaming
NAF,Keith Markovic,"$191,133.33",OpTic Gaming
Frosty,Bradley Bergstrom,"$186,375.00",OpTic Gaming
Lethul,Tony Campbell,"$186,375.00",OpTic Gaming
Royal,Mathew Fiorante,"$186,375.00",OpTic Gaming
SnakeBite,Paul Duarte,"$186,375.00",OpTic Gaming
stanislaw,Peter Jarguz,"$170,383.33",OpTic Gaming
tarik,Tarik Celik,"$160,100.00",OpTic Gaming
BigTymer,William Johnson,"$156,355.45",OpTic Gaming
MerK,Joseph DeLuca,"$155,605.45",OpTic Gaming
Kenny,Justin Kenny,"$136,550.00",OpTic Gaming
ZexRow,Anthony Colandro,"$329,783.06",Team SoloMid
Commandment,Josh Roach,"$246,683.35",Team SoloMid
Bjergsen,Søren Bjerg,"$245,909.20",Team SoloMid
Vinny,Vinny Gilgan,"$222,288.80",Team SoloMid
Hikaru,Hikaru Nakamura,"$199,116.00",Team SoloMid
MackWood,Mack Aesoph,"$181,283.33",Team SoloMid
yung,Jonathan Weber,"$151,558.33",Team SoloMid
Achieved,Matthew Solomon,"$148,400.00",Team SoloMid
Beaulo,Jason Doty,"$148,400.00",Team SoloMid
Biofrost,Vincent Wang,"$147,559.73",Team SoloMid
Merc,Bryan Wrzek,"$147,400.00",Team SoloMid
Dyrus,Marcus Hill,"$146,986.82",Team SoloMid
ImperialHal,Philip Dosen,"$145,924.67",Team SoloMid
Leffen,William Hjelte,"$145,096.84",Team SoloMid
ZeRo,Gonzalo Barrios,"$139,501.67",Team SoloMid
Geoometrics,Emilio Cuevas,"$134,850.00",Team SoloMid
WildTurtle,Jason Tran,"$134,582.80",Team SoloMid
Hauntzer,Kevin Yarnell,"$133,643.07",Team SoloMid
Reps,Jordan Wolfe,"$130,299.66",Team SoloMid
Svenskeren,Dennis Johnsen,"$125,976.40",Team SoloMid
Doublelift,Peter Peng,"$110,493.07",Team SoloMid
Xyp9x,Andreas Højsleth,"$93,013.81",Team SoloMid
cajunb,Renè Borg,"$92,513.81",Team SoloMid
dupreeh,Peter Rasmussen,"$92,513.81",Team SoloMid
karrigan,Finn Andersen,"$92,513.81",Team SoloMid
JKap,Jordan Kaplan,"$412,321.73",Team Envy
Happy,Vincent Schopenhauer,"$407,894.08",Team Envy
NBK,Nathan Schmitt,"$352,257.02",Team Envy
Slasher,Austin Liddicoat,"$342,857.50",Team Envy
Apathy,Bryan Zhelyazkov,"$323,270.00",Team Envy
John,Johnathan Perez,"$322,020.00",Team Envy
apEX,Dan Madesclaire,"$321,396.18",Team Envy
kennyS,Kenny Schrub,"$321,059.44",Team Envy
SIXER,Christophe Xia,"$247,701.18",Team Envy
KIOSHIMA,Fabien Fiey,"$139,549.15",Team Envy
Pistola,Justin Deese,"$137,875.00",Team Envy
Huke,Cuyler Garland,"$137,650.00",Team Envy
Mikwen,Austin McCleary,"$107,875.00",Team Envy
Rambo,Raymond Lussier,"$106,074.42",Team Envy
Snipedown,Eric Wrona,"$104,375.00",Team Envy
Atomic,Massimo Franceschi,"$99,025.00",Team Envy
mist,Nick Costello,"$99,025.00",Team Envy
Turbopolsa,Pierre Silfver,"$93,416.67",Team Envy
MerK,Joseph DeLuca,"$75,569.76",Team Envy
Nameless,Anthony Wheeler,"$71,853.70",Team Envy
FraNChiS,Jose Mavo,"$59,400.00",Team Envy
Proofy,Jordan Cannon,"$58,921.14",Team Envy
Praized,Arody Dipre,"$58,200.00",Team Envy
ScreaM,Adil Benrlitom,"$57,474.18",Team Envy
viOLet,"Kim, Dong Hwan","$57,214.76",Team Envy
FalleN,Gabriel Toledo,"$537,254.88",SK Gaming
coldzera,Marcelo David,"$537,054.88",SK Gaming
fer,Fernando Alvarenga,"$537,054.88",SK Gaming
TACO,Epitácio de Melo,"$504,054.88",SK Gaming
Lyn,"Park, Joon","$191,361.07",SK Gaming
felps,João Vasconcellos,"$185,954.88",SK Gaming
MC,"Jang, Min Chul","$181,831.09",SK Gaming
boltz,Ricardo Prass,"$170,300.00",SK Gaming
fnx,Lincoln Lau,"$153,800.00",SK Gaming
rapha,Shane Hendrixson,"$126,260.96",SK Gaming
RobbaN,Robert Dahlström,"$96,117.36",SK Gaming
BunnyHoppor,Raphael Peltzer,"$95,412.00",SK Gaming
Toxjq,Johan Quick,"$82,000.00",SK Gaming
hero,Daniel Schellhase,"$74,501.01",SK Gaming
allen,Jimmy Allen,"$74,280.76",SK Gaming
miou,Daniel Holthuis,"$69,581.22",SK Gaming
styla,Dennis Schellhase,"$65,763.70",SK Gaming
Badgah,Bo Katzenmaier,"$63,610.12",SK Gaming
CaptainTwig,Ben Knight,"$63,610.12",SK Gaming
Realzx,Marcus Vining,"$63,610.12",SK Gaming
Fisker,Christer Eriksson,"$62,625.52",SK Gaming
walle,Dennis Wallenberg,"$62,041.95",SK Gaming
maniaKK,João Ferreira,"$60,995.20",SK Gaming
Zyrhoes,Joakim Verngren,"$60,995.20",SK Gaming
DullenMike,Dylan Neuhausen,"$58,000.00",SK Gaming
f0rest,Patrik Lindberg,"$539,444.09",Ninjas in Pyjamas
GeT_RiGhT,Christopher Alesund,"$513,429.84",Ninjas in Pyjamas
Xizt,Richard Landström,"$388,439.06",Ninjas in Pyjamas
Psycho,Gustavo Rigal,"$329,352.48",Ninjas in Pyjamas
friberg,Adam Friberg,"$327,979.06",Ninjas in Pyjamas
julio,Júlio Giacomelli,"$325,352.48",Ninjas in Pyjamas
Kamikaze,João Gomes,"$325,352.48",Ninjas in Pyjamas
pino,Gabriel Fernandes,"$325,052.48",Ninjas in Pyjamas
Muzi,Murilo Muzi,"$321,052.48",Ninjas in Pyjamas
REZ,Fredrik Sterner,"$268,960.05",Ninjas in Pyjamas
Lekr0,Jonas Olofsson,"$150,805.03",Ninjas in Pyjamas
ppd,Peter Dager,"$146,365.00",Ninjas in Pyjamas
Ace,Marcus Hoelgaard,"$127,465.00",Ninjas in Pyjamas
FATA,Adrian Trinks,"$127,465.00",Ninjas in Pyjamas
Saksa,Martin Sazdov,"$127,465.00",Ninjas in Pyjamas
33,Neta Shapira,"$111,465.00",Ninjas in Pyjamas
Fifflaren,Robin Johansson,"$106,659.62",Ninjas in Pyjamas
Plopski,Nicolas Gonzalez,"$102,838.36",Ninjas in Pyjamas
dennis,Dennis Edman,"$95,800.00",Ninjas in Pyjamas
draken,William Sundin,"$91,426.67",Ninjas in Pyjamas
pyth,Jacob Mourujärvi,"$89,450.00",Ninjas in Pyjamas
twist,Simon Eliasson,"$63,983.33",Ninjas in Pyjamas
Maikelele,Mikail Bill,"$63,237.99",Ninjas in Pyjamas
allu,Aleksi Jalli,"$54,576.48",Ninjas in Pyjamas
Era,Adrian Kryeziu,"$53,655.01",Ninjas in Pyjamas
Loda,Jonathan Berg,"$678,362.63",Alliance
s4,Gustav Magnusson,"$655,262.32",Alliance
EGM,Jerry Lundqvist,"$626,776.38",Alliance
Akke,Joakim Akterhall,"$625,459.19",Alliance
AdmiralBulldog,Henrik Ahnberg,"$623,161.96",Alliance
Armada,Adam Lindgren,"$267,431.24",Alliance
Handsken,Simon Haag,"$195,887.44",Alliance
Limmp,Linus Blomdin,"$195,887.44",Alliance
Orange,Jon Westberg,"$193,437.46",Alliance
Boxi,Samuel Svahn,"$167,240.95",Alliance
iNsania,Aydin Sarkohi,"$167,240.95",Alliance
miCKE,Michael Vu,"$167,240.95",Alliance
Taiga,Tommy Anh Le,"$167,240.95",Alliance
qojqva,Maximilian Broecker,"$166,640.95",Alliance
Nikobaby,Nikolay Nikolov,"$139,439.80",Alliance
NaNiwa,Johan Lucchesi,"$80,069.28",Alliance
33,Neta Shapira,"$74,400.00",Alliance
FATA,Adrian Trinks,"$73,000.00",Alliance
fng,Artem Barshack,"$64,939.80",Alliance
Jonassomfan,Jonas Lindholm,"$56,447.64",Alliance
Powder,Harald Gimre,"$49,701.32",Alliance
Vaifs,Simon Bellini,"$33,499.00",Alliance
Tommo,Tom Owers,"$33,333.00",Alliance
hAKIS,John Håkansson,"$31,740.67",Alliance
Froggen,Henrik Hansen,"$23,000.00",Alliance
xiaohu,"Li, Yuan Hao","$519,149.27",Royal Never Give Up
Mlxg,"Liu, Shi Yu","$443,447.11",Royal Never Give Up
Uzi,"Jian, Zihao","$393,934.01",Royal Never Give Up
Ming,"Shi, Sen Ming","$381,006.32",Royal Never Give Up
letme,"Yan, Jun Ze","$354,440.44",Royal Never Give Up
Karsa,"Hung, Hau Hsuan","$237,458.91",Royal Never Give Up
Flyby,"Su, Lei","$233,306.96",Royal Never Give Up
Setsu,"Zhenxiong, Gao","$231,745.30",Royal Never Give Up
Monet,"Du, Peng","$229,881.76",Royal Never Give Up
Ah-fu,"Chuan, Tue Soon","$188,647.44",Royal Never Give Up
LaNm,"Zhang, Zhicheng","$181,647.44",Royal Never Give Up
Leaoh,"-, -","$125,631.99",Royal Never Give Up
Looper,"Jang, Hyeong Seok","$109,754.24",Royal Never Give Up
Mata,"Cho, Se Hyeong","$109,754.24",Royal Never Give Up
77H,"Xu, Zhouhang","$108,316.60",Royal Never Give Up
98k,"Su, Aolin","$108,316.60",Royal Never Give Up
ShuZhan,"Shu, Zhan","$108,316.60",Royal Never Give Up
XiaoZhi,"Chen, Zhiqiang","$108,316.60",Royal Never Give Up
XingChen,"Xiao, Xuxin","$108,316.60",Royal Never Give Up
wuxx,"Wang, Cheng","$91,569.58",Royal Never Give Up
Zzitai,"Liu, Zhihao","$77,518.04",Royal Never Give Up
Able,"Dai, Zhi Chun","$70,469.71",Royal Never Give Up
Super,"Xie, Junhao","$54,184.12",Royal Never Give Up
Realey,"Le, Yi","$52,469.62",Royal Never Give Up
QianC,"-, -","$46,769.33",Royal Never Give Up
EpikWhale,Shane Cotton,"$1,229,324.87",NRG Esports
GarrettG,Garrett Gordon,"$378,258.90",NRG Esports
jstn,Justin Morales,"$344,845.37",NRG Esports
BenjyFishy,Benjy David Fish,"$282,874.87",NRG Esports
Brehze,Vincent Cayonte,"$201,558.33",NRG Esports
CeRq,Cvetelin Nikolov,"$190,683.33",NRG Esports
Zayt,Williams Aubin,"$178,591.53",NRG Esports
Ethan,Ethan Arnold,"$177,400.00",NRG Esports
daps,Damian Steele,"$168,183.33",NRG Esports
SquishyMuffinz,Mariano Arruda,"$145,166.67",NRG Esports
FugLy,Jacob Medina,"$141,333.33",NRG Esports
Adapting,Kennet Ros,"$136,800.00",NRG Esports
emilitoo,Emil Stärnman,"$136,800.00",NRG Esports
Yammyn,André Brännvall,"$136,800.00",NRG Esports
MrSavage,Martin Foss,"$134,979.16",NRG Esports
iRaffer,Craig Rathbone,"$129,800.00",NRG Esports
Fireburner_,Jayson Nunez,"$127,405.38",NRG Esports
HusKerrs,Jordan Thomas,"$125,025.03",NRG Esports
NinjaDimi,Peter Dimitrov,"$124,800.00",NRG Esports
Turbopolsa,Pierre Silfver,"$110,128.52",NRG Esports
JoeWo,Joseph Wohala,"$72,991.67",NRG Esports
tarik,Tarik Celik,"$65,850.00",NRG Esports
Nairo,Nairoby Quezada,"$59,415.12",NRG Esports
Amnesiac,William Barton,"$57,225.00",NRG Esports
Edgey,Ben Peterson,"$54,650.01",NRG Esports
QO,"Kim, Sunyeob","$561,395.23",MVP
Febby,"Kim, Yong Min","$526,565.45",MVP
Forev,"Lee, Sang Don","$415,619.56",MVP
MP,"Pyo, Noah","$365,377.50",MVP
DuBu,"Kim, Du Young","$354,184.12",MVP
DongRaeGu,"Park, Soo Ho","$238,848.53",MVP
March,"Park, Tae Won","$227,603.26",MVP
sake,"Lee, Jung Hyeog","$190,790.78",MVP
KyoCha,"Jeong, Won Ho","$190,468.56",MVP
merryday,"Lee, Tae Jun","$172,790.78",MVP
NutZ,Jeng Yih Wong,"$167,746.77",MVP
kpii,Damien Chok,"$167,595.72",MVP
Sign,"Yoon, Ji Hoon","$144,604.46",MVP
Rich,"Lee, Jae Won","$129,600.80",MVP
Sniper,"Kwon, Tae Hoon","$109,379.97",MVP
Heen,"Lee, Seung Gon","$77,165.31",MVP
XigN,"Lee, Hyun-Pyo","$71,428.20",MVP
zeff,"Park, Min-Seok","$60,999.54",MVP
duckdeok,"Kim, Kyung Deok","$59,322.92",MVP
Reset,"Im, Jin Woo","$58,640.60",MVP
Ttsst,"Kang, Woon Sung","$58,640.60",MVP
Reisen,"Lee, Jun Yeong","$58,272.53",MVP
HSK,"Kim, Hae-Sung","$57,033.06",MVP
glow,"Kim, Min Soo","$45,272.63",MVP
Solo,"Kang, Kun-chul","$44,304.63",MVP
chrisJ,Chris de Jong,"$591,852.73",mousesports
ropz,Robin Kool,"$521,092.04",mousesports
oskar,Tomáš Šťastný,"$277,284.00",mousesports
frozen,David Čerňanský,"$259,208.04",mousesports
karrigan,Finn Andersen,"$252,066.90",mousesports
suNny,Miikka Kemppi,"$244,184.00",mousesports
woxic,Özgür Eker,"$205,408.04",mousesports
STYKO,Martin Styk,"$194,334.00",mousesports
HeRoMaRinE,Gabriel Segat,"$189,017.64",mousesports
HasuObs,Dennis Schneider,"$114,506.27",mousesports
MaNa,Grzegorz Komincz,"$105,354.75",mousesports
denis,Denis Howell,"$99,832.49",mousesports
Problem,Benjamin Simon,"$97,470.85",mousesports
gob,Fatih Dayik,"$94,104.81",mousesports
gore,Franz Burghardt,"$91,330.89",mousesports
Cooller,Anton Singov,"$82,694.69",mousesports
NiKo,Nikola Kovač,"$81,330.92",mousesports
Spiidi,Timo Richter,"$76,233.46",mousesports
Fly100%,"Lu, Weiliang","$74,404.54",mousesports
tixo,Manuel Makohl,"$69,760.12",mousesports
Blizzard,Christian Chmiel,"$66,690.07",mousesports
Kapio,Navid Javadi,"$66,535.79",mousesports
cyx,Antonio Daniloski,"$59,067.72",mousesports
ThorZaIN,Marcus Eklöf,"$56,084.06",mousesports
Roman,Roman Reinhardt,"$54,768.05",mousesports
Crown,"Lee, Min Ho","$463,527.62",Samsung
CuVee,"Lee, Seong Jin","$460,593.22",Samsung
Ambition,"Kang, Chan Yong","$457,837.74",Samsung
CoreJJ,"Jo, Yong In","$457,837.74",Samsung
Ruler,"Park, Jae Hyuk","$456,374.40",Samsung
Haru,"Kang, Min Seung","$314,758.40",Samsung
Stork,"Song, Byung Goo","$265,543.53",Samsung
DanDy,"Choi, In Kyu","$232,769.37",Samsung
Looper,"Jang, Hyeong Seok","$232,769.37",Samsung
Mata,"Cho, Se Hyeong","$230,918.20",Samsung
imp,"Gu, Seung Bin","$228,963.54",Samsung
PawN,"Heo, Won Seok","$218,249.40",Samsung
Solar,"Kang, Min Soo","$189,804.89",Samsung
JangBi,"Heo, Yeong Moo","$155,853.87",Samsung
Wraith,"Kwon, Ji Min","$139,407.56",Samsung
dade,"Bae, Eo Jin","$81,715.18",Samsung
RorO,"Shin, No Yeol","$75,807.36",Samsung
Acorn,"Choi, Cheon Ju","$61,744.35",Samsung
Deft,"Kim, Hyuk Kyu","$61,744.35",Samsung
Heart,"Lee, Kwan Hyung","$61,744.35",Samsung
Spirit,"Lee, Da Yoon","$61,744.35",Samsung
Dear,"Baek, Dong Jun","$47,514.98",Samsung
JJu,"Byun, Eun Jong","$34,773.91",Samsung
Reality,"Kim, Ki Hyun","$29,979.42",Samsung
FirebatHero,"Lee, Sung Eun","$23,978.16",Samsung
psalm,Harrison Chang,"$1,812,650.00",Counter Logic Gaming
Royal,Mathew Fiorante,"$299,837.50",Counter Logic Gaming
SnakeBite,Paul Duarte,"$299,837.50",Counter Logic Gaming
Frosty,Bradley Bergstrom,"$280,000.00",Counter Logic Gaming
Lethul,Tony Campbell,"$279,750.00",Counter Logic Gaming
Aphromoo,Zaqueri Black,"$84,843.57",Counter Logic Gaming
reltuC,Steve Cutler,"$81,375.32",Counter Logic Gaming
Darshan,Darshan Upadhyaha,"$80,615.00",Counter Logic Gaming
Xmithie,Jake Puchero,"$74,315.00",Counter Logic Gaming
Stixxayy,Trevor Hayes,"$70,243.57",Counter Logic Gaming
SFAT,Zachary Cordoni,"$63,281.06",Counter Logic Gaming
HuHi,"Choi, Jae Hyun","$62,315.00",Counter Logic Gaming
hazed,James Cobb,"$59,197.32",Counter Logic Gaming
Froggen,Henrik Hansen,"$52,689.16",Counter Logic Gaming
Wickd,Mike Peterson,"$52,522.50",Counter Logic Gaming
Yellowpete,Peter Wüppen,"$52,522.50",Counter Logic Gaming
Snoopeh,Stephen Ellis,"$52,419.74",Counter Logic Gaming
tarik,Tarik Celik,"$52,311.61",Counter Logic Gaming
Krepo,Mitch Voorspoels,"$51,669.83",Counter Logic Gaming
VoiD,James Makekau-Tyson,"$51,058.84",Counter Logic Gaming
Doublelift,Peter Peng,"$50,160.43",Counter Logic Gaming
FNS,Pujan Mehta,"$49,633.65",Counter Logic Gaming
jdm64,Josh Marzano,"$45,059.41",Counter Logic Gaming
di^v^,Diane Tran,"$43,795.24",Counter Logic Gaming
koosta,Kenneth Suen,"$40,980.38",Counter Logic Gaming
Rojo,Dave Jong,"$1,132,000.00",Lazarus
Wolfiez,Jaden Ashman,"$1,127,700.00",Lazarus
Kreo,Nate Kou,"$1,058,150.00",Lazarus
Skimbo,Michael Skimbo,"$208,000.00",Lazarus
bloodyface,Brian Eason,"$199,625.00",Lazarus
Seohyun,Eddie Lui,"$112,164.00",Lazarus
Crimz,Jordan Herzog,"$76,475.00",Lazarus
Spades,Zach Gifford,"$76,000.00",Lazarus
Hornet,Brandon Faraj,"$62,975.00",Lazarus
Legedien,Tanner Young,"$52,725.00",Lazarus
languagehacker,Mihai Dragalin,"$50,000.00",Lazarus
ForceOne,Daniel Nyman,"$29,900.00",Lazarus
Racerz,Tobin Leigh,"$27,700.00",Lazarus
Rossi,Ross May,"$27,500.00",Lazarus
Remmy,Ngwa Nforsi,"$27,410.00",Lazarus
Clix,Cody Conrod,"$26,000.00",Lazarus
iMWiLD7,Lionel Roberts,"$26,000.00",Lazarus
Purdy,Kurtis Bond,"$22,425.00",Lazarus
aLOW,Aaron Lommen,"$22,250.00",Lazarus
Uncivil,Timothy Ebarb,"$21,825.00",Lazarus
DIVINE,Kevin Castellanos Meneses,"$20,887.50",Lazarus
LORDMANO,Roberto Ruivo,"$20,887.50",Lazarus
Rom1o,Abdessamii Faith,"$20,887.50",Lazarus
XLNC,Callum Morris,"$20,887.50",Lazarus
Boomie,Zack Bielamowicz,"$20,320.00",Lazarus
MiSeRy,Rasmus Fillipsen,"$809,655.40",Chaos Esports Club
w33,Aliwi Omar,"$792,490.40",Chaos Esports Club
Resolut1on,Roman Fominok,"$784,859.40",Chaos Esports Club
Saksa,Martin Sazdov,"$782,990.40",Chaos Esports Club
Moo,David Hull,"$699,642.60",Chaos Esports Club
BuLba,Sam Sosale,"$91,107.20",Chaos Esports Club
mason,Mason Venne,"$89,263.80",Chaos Esports Club
Abed,Abed Yusop,"$88,263.80",Chaos Esports Club
DuBu,"Kim, Du Young","$88,263.80",Chaos Esports Club
MoonMeander,David Tan,"$85,347.80",Chaos Esports Club
Forev,"Lee, Sang Don","$75,763.80",Chaos Esports Club
Vanity,Anthony Malaspina,"$41,333.33",Chaos Esports Club
Jonji-UP,Jonathan Carey,"$35,450.00",Chaos Esports Club
Xeppaa,Erick Bach,"$35,450.00",Chaos Esports Club
leaf,Nathan Orf,"$34,950.00",Chaos Esports Club
steel,Joshua Nissan,"$31,033.33",Chaos Esports Club
MarKE,Edgar Maldonado,"$18,600.00",Chaos Esports Club
KheZu,Maurice Gutmann,"$17,165.00",Chaos Esports Club
Matumbaman,Lasse Urpalainen,"$17,165.00",Chaos Esports Club
MiLAN,Milan Kozomara,"$17,165.00",Chaos Esports Club
vtFaded,"Cheng, Jia Hao","$17,165.00",Chaos Esports Club
YawaR,Yawar Hassan,"$16,343.40",Chaos Esports Club
MSS,Arif Anwar,"$16,000.00",Chaos Esports Club
CCnC,Quinn Callahan,"$14,500.00",Chaos Esports Club
SVG,Avery Silverman,"$14,500.00",Chaos Esports Club
ZfreeK,Zakari Freedman,"$178,025.14",compLexity Gaming
Aches,Patrick Price,"$172,674.26",compLexity Gaming
C6,Ian Porter,"$171,104.26",compLexity Gaming
TeePee,Tyler Polchow,"$171,104.26",compLexity Gaming
swindlemelonzz,Kyle Freedman,"$162,415.14",compLexity Gaming
blameF,Benjamin Bremer,"$158,500.00",compLexity Gaming
Rush,Will Wierzba,"$158,500.00",compLexity Gaming
k0nfig,Kristian Wienecke,"$156,500.00",compLexity Gaming
poiz0n,Valentin Vasilev,"$150,500.00",compLexity Gaming
oBo,Owen Schlatter,"$128,350.00",compLexity Gaming
Limmp,Linus Blomdin,"$117,877.40",compLexity Gaming
Karma,Damon Barlow,"$110,186.76",compLexity Gaming
Chessie,Rasmus Blomdin,"$106,412.60",compLexity Gaming
SuperJJ,Jan Janßen,"$102,319.73",compLexity Gaming
Casie,Kevin Eberlein,"$101,000.00",compLexity Gaming
dephh,Rory Jackson,"$80,114.28",compLexity Gaming
Handsken,Simon Haag,"$79,762.60",compLexity Gaming
Warden,Matt Dickens,"$67,503.73",compLexity Gaming
Tylerootd,Tyler Hoang Nguyen,"$66,875.00",compLexity Gaming
fRoD,Danny Montaner,"$64,337.06",compLexity Gaming
Storm,Tyler Wood,"$64,337.06",compLexity Gaming
androidx23,Brad Fodor,"$62,264.28",compLexity Gaming
MoonMeander,David Tan,"$60,797.61",compLexity Gaming
Punisher,Vincent Valtancoli,"$51,400.00",compLexity Gaming
ShahZaM,Shahzeb Khan,"$51,250.00",compLexity Gaming
Tims,Timothy Randrup,"$787,257.86",TnC Gaming
KuKU,Kuku Palad,"$658,005.60",TnC Gaming
Raven,Marc Polo Luis Fausto,"$570,123.10",TnC Gaming
Armel,Armel Paul Tabios,"$491,178.26",TnC Gaming
sam_H,Sam Enojosa Hidalgo,"$476,334.78",TnC Gaming
Gabbi,Khim Villafuerte,"$425,646.06",TnC Gaming
Eyyou,Nico Barcelon,"$389,556.94",TnC Gaming
Ryo,Ryo Hasegawa,"$183,586.44",TnC Gaming
kpii,Damien Chok,"$124,150.00",TnC Gaming
1437,Sivatheeban Sivanathapillai,"$117,651.03",TnC Gaming
March,"Park, Tae Won","$117,150.00",TnC Gaming
DeMoN,Jimmy Ho,"$103,852.40",TnC Gaming
ninjaboogie,Michael Ross,"$18,675.66",TnC Gaming
Bok,Jun Kanehara,"$8,100.00",TnC Gaming
boombacs,Marvin Salvador Rushton,"$8,100.00",TnC Gaming
xLucky,Mark Louise Reyes,"$6,825.24",TnC Gaming
Teehee,John Linuel Abanto,"$6,645.34",TnC Gaming
Gnoj,Ceejay Pelagio,"$6,025.24",TnC Gaming
Polo,Marc Polo Luis,"$5,225.24",TnC Gaming
Febby,"Kim, Yong Min","$5,200.00",TnC Gaming
458,- -,"$2,517.00",TnC Gaming
Inyourdream,Muhammad Rizky Anugrah,"$2,517.00",TnC Gaming
Ky`xY,"Lee, Kong Yang","$2,517.00",TnC Gaming
Xepher,Kenny Deo,"$2,517.00",TnC Gaming
Varizh,Rizki Varizh,"$2,445.57",TnC Gaming
HObbit,Abay Khasenov,"$466,767.65",Gambit Esports
Ax1Le,Sergey Rykhtorov,"$297,505.33",Gambit Esports
interz,Timofey Yakushin,"$297,105.33",Gambit Esports
nafany,Vladislav Gorshkov,"$297,105.33",Gambit Esports
sh1ro,Dmitry Sokolov,"$297,105.33",Gambit Esports
mou,Rustem Tlepov,"$248,950.99",Gambit Esports
AdreN,Dauren Kystaubayev,"$246,675.99",Gambit Esports
Dosia,Mikhail Stolyarov,"$240,336.55",Gambit Esports
Zeus,Daniil Teslenko,"$144,476.66",Gambit Esports
fng,Artem Barshack,"$126,300.00",Gambit Esports
Letw1k3,Mark Danilov,"$114,000.00",Gambit Esports
Fwexy,Yan Kaur,"$111,818.84",Gambit Esports
Diamondprox,Daniel Reshetnikov,"$94,914.52",Gambit Esports
Afterlife,Vasily Shishkin,"$91,200.00",Gambit Esports
Immersion,Alexander Hmelevskoy,"$86,900.00",Gambit Esports
Daxak,Nikita Kuzmin,"$84,339.30",Gambit Esports
EDward,Edward Abgarian,"$67,842.28",Gambit Esports
Afoninje,Andrey Afonin,"$65,300.00",Gambit Esports
dream',Kiyalbek Tayirov,"$63,600.00",Gambit Esports
XSvamp1Re,Danial Alibaev,"$54,933.33",Gambit Esports
Shaclo,Maxim Abramovskikh,"$51,655.97",Gambit Esports
Kira,Mykhailo Garmash,"$48,524.62",Gambit Esports
PvPStejos,Alexander Glazkov,"$48,524.62",Gambit Esports
gpk,Danil Skutin,"$47,700.00",Gambit Esports
supra,Anton Tšernobai,"$46,405.33",Gambit Esports
Snitch,Joshua Bennett,"$235,615.53",Team Dignitas
ViolentPanda,Jos van Meurs,"$212,694.31",Team Dignitas
JayPL,Jérome Trinh,"$206,700.00",Team Dignitas
MSL,Mathias Lauridsen,"$149,460.80",Team Dignitas
Zaelia,Kenn Øster Rasmussen,"$145,000.00",Team Dignitas
k0nfig,Kristian Wienecke,"$135,259.83",Team Dignitas
Bakery,James Baker,"$131,615.53",Team Dignitas
RUBINO,Ruben Villarroel,"$130,569.08",Team Dignitas
Turbopolsa,Pierre Silfver,"$126,117.96",Team Dignitas
Wubby,Jonathan Gunnarsson,"$121,500.00",Team Dignitas
cajunb,Renè Borg,"$112,314.88",Team Dignitas
POILK,Vilhem Flennmark,"$104,000.00",Team Dignitas
Ménè,Thomas Cailleux,"$101,900.00",Team Dignitas
Kaydop,Courant Alexandre,"$97,135.29",Team Dignitas
Yukeo,Maurice Weihs,"$96,811.62",Team Dignitas
Magisk,Emil Reif,"$81,481.10",Team Dignitas
Aztral,Maello Ernst,"$63,090.87",Team Dignitas
Kjaerbye,Markus Kjærbye,"$57,929.70",Team Dignitas
Atheroangel,Lawrence Harper,"$54,115.53",Team Dignitas
tenzki,Jesper Mikalski,"$47,178.73",Team Dignitas
SeleCT,"Ryoo, Kyung Hyun","$37,317.54",Team Dignitas
aizy,Philip Aistrup,"$33,079.52",Team Dignitas
SjoW,Jeffrey Brusi,"$32,464.53",Team Dignitas
Joreuz,Joris Robben,"$31,908.33",Team Dignitas
Imaqtpie,Michael Santana,"$30,937.65",Team Dignitas
LaNm,"Zhang, Zhicheng","$634,390.18",EHOME
Cty,"Chen, Tianyu","$368,971.75",EHOME
oldchicken,"Zhiyong, Wang","$336,906.15",EHOME
eLeVeN,Ren Yangwei,"$327,434.70",EHOME
NeverEnd,"Yang, Pu","$275,858.42",EHOME
DDC,"Liang, Fa Ming","$255,858.42",EHOME
rOtK,"Bai, Fan","$246,685.82",EHOME
Fenrir,"Lu, Chao","$192,234.20",EHOME
iceiceice,"Koh, Daryl Pei Xiang","$192,234.20",EHOME
y`,Zhang Yiping,"$122,182.57",EHOME
