ID,Nombre,Ano_de_publicacion,Min_jugadores,Max_jugadores,Min_tiempo_de_juego,Max_tiempo_de_juego,Min_edad,Min_comunidad,Max_comunidad,Dependencia_lenguaje,Nota,Complejidad,Cnt_partidas_jugadas,Premios,Categorias
277,Res Publica,1991,3,5,30,60,10,N/A,5,1,5.93107,1.6951,1851,2,"['Card Game', 'Civilization']"
274,Guerilla,1994,3,6,60,60,10,3,6,2,6.2697,2.6316,244,0,"['Card Game', 'Modern Warfare', 'Political', 'Wargame']"
197760,Ghost Blitz  Spooky Doo,2016,2,8,20,20,8,5,6,1,6.74358,1.4,774,0,"['Action / Dexterity', 'Card Game', 'Childrens Game', 'Real-time']"
206448,Noxford,2016,2,4,20,40,8,2,3,1,6.26684,1.8333,785,0,"['Card Game', 'Territory Building']"
280,Neue Spiele im alten Rom,1994,2,7,20,60,10,2,7,1,6.80923,2.1818,839,1,"['Abstract Strategy', 'Game System']"
1302,Cosmic Wimpout,1975,2,7,20,20,7,4,6,1,5.97084,1.2264,3120,0,['Dice']
208428,No Thank You,2016,2,5,30,30,5,3,5,3,7.75118,1.5,219,0,['Fantasy']
39635,Prolix,2010,1,5,30,30,9,4,5,2,6.43217,1.7407,985,0,['Word Game']
35293,Im Reich der W\u00fcstens\u00f6hne,2008,3,4,60,60,8,4,4,2,6.48247,2.2941,395,0,"['Arabian', 'Exploration']"
135888,Titanium Wars,2013,3,4,60,90,12,4,4,2,6.20288,2.4444,651,0,"['Card Game', 'Negotiation', 'Science Fiction', 'Space Exploration']"
240892,8Bit Box,2018,3,6,15,40,6,6,6,1,6.62303,1.8,565,0,"['Racing', 'Sports', 'Video Game Theme']"
74408,Warhammer  The Island of Blood,2010,2,2,180,360,12,2,N/A,3,6.87039,3.6667,144,0,"['Fantasy', 'Fighting', 'Miniatures', 'Wargame']"
20889,Great War at Sea  Jutland,2006,2,2,30,30,12,2,2,2,7.17025,3.037,108,0,"['Nautical', 'Wargame', 'World War I']"
96,Broadsides and Boarding Parties,1982,2,2,60,60,10,2,2,0,6.16399,1.8261,341,0,"['Nautical', 'Pirates', 'Wargame']"
244258,The Red Dragon Inn 7  The Tavern Crew,2018,2,4,30,60,13,N/A,N/A,4,8.16434,0,82,0,"['Card Game', 'Fantasy', 'Humor', 'Party Game']"
220784,The Legend of the Cherry Tree that Blossoms Every Ten Years,2018,2,4,20,20,8,3,4,1,6.45256,1.375,1098,0,"['Deduction', 'Fantasy']"
3177,Battle for Armageddon,1992,2,2,120,120,14,2,2,2,6.52825,2.4375,161,0,"['Print & Play', 'Science Fiction', 'Wargame']"
257006,Homebrewers,2019,2,5,45,60,14,4,5,0,7.36732,2.375,435,0,"['Dice', 'Economic']"
173804,Gruff,2015,2,4,30,30,11,2,4,5,6.62849,3,528,1,"['Card Game', 'Fantasy', 'Fighting']"
62030,R\u00edo de la Plata,2010,2,5,90,90,14,5,5,1,6.45847,3.7333,310,0,"['City Building', 'Civilization']"
254017,Lindisfarne,2018,2,4,30,45,10,4,4,1,7.24731,2.3158,403,0,"['Dice', 'Medieval']"
174093,Maze Racers,2015,2,4,20,20,8,2,4,1,6.60534,1.5833,665,1,"['Abstract Strategy', 'Action / Dexterity', 'Maze']"
574,Formel Fun,1991,3,6,30,30,8,4,6,1,6.41396,1.5135,1603,1,"['Card Game', 'Racing']"
219475,Axio,2017,1,4,30,45,8,2,4,1,6.73379,1.6,918,0,"['Pegasus Spiele', 'Ediciones MasQueOca', 'Egmont Polska', 'Piatnik']"
4642,Sports Illustrated Baseball,1972,1,2,45,45,12,N/A,2,3,7.21889,1.913,832,0,"['Dice', 'Sports']"
31853,Black Box +,2007,2,2,15,15,10,2,2,1,7.26667,2.3125,359,0,"['Abstract Strategy', 'Deduction']"
99078,Divided Republic,2012,2,4,180,180,16,4,4,4,6.75167,2.8846,327,0,"['American Civil War', 'Civil War', 'Political']"
5772,What's It To Ya?,2003,3,8,20,20,12,5,8,4,6.58226,1.2051,668,0,['Party Game']
210,Don Pepe,1999,3,6,30,30,8,5,6,1,6.22609,1.3103,551,0,"['Card Game', 'Mafia']"
15167,King Arthur  The Card Game,2005,2,5,30,30,8,4,5,1,6.09334,1.525,1144,0,"['Card Game', 'Fantasy']"
2252,King of the Tabletop,1983,2,4,180,180,12,4,4,2,6.86511,1.9231,98,0,"['Bluffing', 'Exploration', 'Fantasy', 'Print & Play', 'Territory Building']"
79282,Era of Inventions,2010,3,5,90,90,12,3,4,1,6.08112,2.9333,1011,0,['Industry / Manufacturing']
113,Mit List und T\u00fccke,1999,4,6,60,60,10,4,6,1,6.62731,1.8889,349,2,['Card Game']
8957,Renegade Legion  Centurion \u2013 Blood & Steel,1988,2,4,60,60,12,2,4,2,6.72793,3.2759,116,0,"['Science Fiction', 'Wargame']"
66798,Heckmeck Barbecue,2010,2,5,25,25,8,2,3,0,6.22834,1.4815,973,0,"['Animals', 'Dice']"
209951,Thunder in the East,2018,2,4,480,720,13,2,N/A,0,8.73711,3.625,227,1,"['Wargame', 'World War II']"
154125,Pocket Battles  Confederacy vs Union,2014,2,2,30,30,13,2,2,2,6.9279,2.0909,225,0,"['American Civil War', 'Wargame']"
256422,Warhammer Age of Sigmar (Second Edition),2018,2,2,90,90,12,2,N/A,0,8.07598,2.8,469,0,"['Fantasy', 'Medieval', 'Miniatures', 'Wargame']"
180179,Siggil,2015,1,4,20,20,8,3,4,1,6.3565,1.5,933,0,"['Card Game', 'Mythology']"
269526,Valley of the Vikings,2019,2,4,15,20,6,3,4,1,6.71664,1.3333,913,2,"['Action / Dexterity', 'Childrens Game']"
193212,Chariot Race  The Great Chariot Race,2016,2,6,15,45,8,5,6,1,6.04105,1.7059,1370,0,"['Ancient', 'Racing']"
76247,Eaten by Zombies!,2011,2,4,30,30,8,4,4,2,5.87803,2.0789,2243,0,"['Card Game', 'Horror', 'Zombies']"
145501,Fun Farm,2013,2,10,15,15,6,N/A,6,1,6.18406,1.0588,1714,1,"['Action / Dexterity', 'Animals', 'Childrens Game']"
243797,Mezo,2019,2,4,90,120,14,N/A,4,3,7.60855,3.3333,203,0,"['Miniatures', 'Mythology']"
134524,Lion Rampant,2014,2,2,60,60,0,2,N/A,1,7.88455,2.4286,126,1,"['Book', 'Medieval', 'Miniatures', 'Wargame']"
202207,Virulence  An Infectious Card Game,2016,2,5,10,20,8,4,5,0,6.72628,1.6,604,0,"['Bluffing', 'Deduction', 'Dice', 'Medical', 'Number']"
129348,FAB  Golan '73,2016,2,2,240,240,12,2,2,0,7.51046,3.6,158,0,"['Modern Warfare', 'Wargame']"
236931,Battle Hymn Vol. 1  Gettysburg and Pea Ridge,2018,1,2,45,480,0,2,N/A,1,7.93154,2.9167,137,0,"['American Civil War', 'Civil War', 'Wargame']"
158356,Minuscule,2014,2,6,15,15,5,N/A,N/A,1,6.61581,1.0714,1185,0,"['Card Game', 'Racing', 'Sports']"
262547,Don't Get Got!,2018,2,10,0,0,14,7,9,5,7.2472,1.1667,314,0,"['Bluffing', 'Humor', 'Party Game']"
40550,Star Trek Customizable Card Game (Second Edition),2002,2,2,45,45,0,2,2,4,6.70787,3.2857,960,0,"['Card Game', 'Collectible Components', 'Movies / TV / Radio theme', 'Science Fiction', 'Space Exploration']"
12567,Russia Besieged,2004,2,2,360,360,12,2,2,3,7.43533,3.2692,130,0,"['Wargame', 'World War II']"
131581,Soccero (second edition),2012,2,2,45,45,11,2,2,1,7.15524,1.7333,474,0,['Sports']
1463,Girl Genius  The Works,2001,2,4,30,30,10,2,4,3,6.05399,1.9344,684,0,['Card Game']
661,Where's Bob's Hat?,1990,3,5,45,45,10,3,5,1,6.21953,1.5814,448,0,['Card Game']
229453,CV Pocket,2017,2,4,20,30,10,3,4,1,6.5077,1.2857,724,0,"['Card Game', 'Humor']"
246873,K\u00f6nigsberg  The Soviet Attack on East Prussia,2018,1,3,240,480,12,2,3,0,8.19433,2.6667,75,0,"['Wargame', 'World War II']"
199357,By Order of the Queen,2017,2,4,90,120,10,2,4,4,6.77175,2.6667,330,0,"['Adventure', 'Dice', 'Fantasy']"
1519,Kult,1995,2,99,45,45,14,2,3,4,6.76155,2.5238,146,1,"['Card Game', 'Collectible Components', 'Fighting', 'Horror', 'Mature / Adult']"
171037,Doctor Panic,2016,2,9,12,12,7,9,N/A,2,6.26687,1.25,1009,0,"['Action / Dexterity', 'Electronic', 'Humor', 'Medical', 'Party Game', 'Real-time']"
427,Grass,1980,2,6,60,60,18,4,6,1,5.94762,1.5596,1249,0,"['Card Game', 'Economic']"
161880,The Quiet Year,2013,2,4,180,180,0,4,N/A,0,7.86748,1.4,177,0,"['Card Game', 'Print & Play']"
129615,DOG Royal,2012,2,6,45,45,8,4,6,1,6.5799,2.3125,998,0,['Racing']
68188,Lev\u00e9e en Masse  The Wars of the French Revolution,2010,1,1,30,30,13,1,1,2,6.9164,1.8,614,1,"['Napoleonic', 'Political', 'Wargame']"
1525,Dixie  Bull Run,1994,2,2,60,60,12,2,2,2,6.27661,2.0455,271,0,"['American Civil War', 'Card Game', 'Collectible Components', 'Dice', 'Wargame']"
153004,Lemminge,2014,2,5,30,30,8,N/A,5,1,6.39104,1.4118,1195,1,"['Animals', 'Card Game', 'Racing']"
194081,Deathwatch  Overkill,2016,2,2,60,60,0,2,N/A,3,7.1123,2.6,233,0,"['Science Fiction', 'Wargame']"
216798,Telestrations  6 Player Family Pack,2014,4,6,15,20,8,6,6,4,7.29971,1,523,0,"['Humor', 'Party Game']"
2944,Halli Galli,1990,2,6,10,10,6,4,6,1,5.79014,1.0125,7263,3,"['Action / Dexterity', 'Card Game', 'Childrens Game', 'Party Game', 'Real-time']"
359,Bucket Brigade,1998,3,5,30,30,7,4,5,1,6.02719,1.2885,1208,0,"['Animals', 'Card Game', 'Childrens Game']"
2520,Renegade Legion  Interceptor,1987,2,4,120,120,12,4,N/A,4,6.83633,3.1667,109,0,"['Science Fiction', 'Wargame']"
187289,Here,2016,3,6,30,30,10,N/A,5,3,6.20163,1.2308,1290,0,['Animals']
186904,The Champion of the Wild,2018,3,8,20,35,8,4,6,2,7.02707,1.1429,575,0,"['Animals', 'Card Game', 'Humor', 'Party Game']"
243993,La Stanza,2019,2,4,60,90,10,3,4,1,6.9497,2.9375,324,0,['Renaissance']
3595,Squint,2002,3,8,30,30,12,4,8,4,5.99314,1.3636,1053,0,"['Card Game', 'Party Game']"
141419,Koi Pond  A Coy Card Game,2013,2,4,20,20,10,3,4,1,6.86831,1.8947,424,0,"['Abstract Strategy', 'Animals', 'Card Game']"
14258,Blood Feud in New York,2004,2,6,180,180,12,5,6,1,6.09213,2.6875,520,0,"['Economic', 'Fighting', 'Mafia', 'Miniatures', 'Negotiation', 'Territory Building']"
41100,King Philip's War,2010,2,2,120,120,0,2,2,3,7.02253,2.3077,221,1,"['American Indian Wars', 'Renaissance', 'Wargame']"
189062,Red Flags,2015,3,10,30,30,17,6,8,5,6.26638,1,787,0,"['Card Game', 'Humor', 'Party Game']"
285894,Noch mal so gut!,2019,1,6,20,20,8,N/A,N/A,0,7.32445,1.8333,1006,0,['Dice']
18057,Anno Domini  Natur,1998,2,8,30,30,10,4,6,5,6.83056,1.2,178,0,"['Bluffing', 'Card Game', 'Humor', 'Party Game', 'Trivia']"
89695,RoboDerby  Express,2011,2,2,45,45,10,2,N/A,1,7.08935,1.7917,497,2,"['Print & Play', 'Racing', 'Science Fiction']"
236484,Facecards,2017,3,7,20,20,10,N/A,7,1,6.53987,1,938,1,['Card Game']
48979,Wazabi  Spicy Edition,2008,2,6,20,20,8,4,6,1,5.92473,1.0877,4618,0,"['Card Game', 'Dice', 'Party Game']"
28302,Oware,550,2,2,20,20,10,2,2,1,6.41481,2.2,1141,0,['Abstract Strategy']
1145,City of Chaos,1996,1,6,300,300,12,3,4,4,6.79541,2.7391,167,0,"['City Building', 'Deduction', 'Exploration', 'Fantasy', 'Fighting', 'Murder/Mystery']"
247313,Woodlands,2018,2,4,20,40,10,3,4,2,6.76079,2,555,2,"['Puzzle', 'Real-time']"
38364,Days of Steam,2009,2,4,30,60,10,4,4,1,5.97787,2,1261,0,"['Dice', 'Trains', 'Transportation']"
76207,Blockade Runner,2010,2,6,90,90,12,4,6,0,6.70496,2.4242,335,0,['American Civil War']
4839,Berlin '85  The Enemy at the Gates,1980,2,2,180,180,12,1,N/A,4,6.68007,2.7812,74,1,"['Modern Warfare', 'Wargame']"
23827,Millionen von Schwalben,2006,3,6,120,120,8,4,6,4,7.26279,2.3462,162,1,['Sports']
77011,For Crown & Kingdom,2016,2,4,45,45,14,2,4,2,6.7467,2,413,0,"['Abstract Strategy', 'Medieval', 'Political']"
128204,Ars Victor,2013,2,2,60,60,13,2,2,1,7.29667,2.3684,211,0,"['Print & Play', 'Science Fiction', 'Wargame']"
3836,Legend of the Burning Sands,1998,2,6,60,60,10,N/A,6,4,7.00405,2.6667,203,0,"['Card Game', 'Collectible Components', 'Fantasy']"
133747,Bauhaus,2013,2,4,30,30,14,2,4,1,6.7876,2,432,1,['Abstract Strategy']
218179,Princess Jing,2018,2,2,15,30,8,2,2,1,6.49607,1.3333,961,0,['Bluffing']
38471,Corps Command  Dawn's Early Light,2010,2,2,120,240,12,2,2,2,7.32889,2.1667,155,0,"['Modern Warfare', 'Wargame']"
8284,Assault  Tactical Combat in Europe \u2013 1985,1983,2,2,180,180,12,2,N/A,4,6.78553,3.4419,50,0,"['Modern Warfare', 'Wargame']"
7176,Panzer Grenadier  Battle of the Bulge,2002,2,2,360,360,12,2,2,2,6.93481,2.7429,164,0,"['Wargame', 'World War II']"
909,Saturn,1997,2,4,30,30,8,3,4,0,6.74459,1.25,651,0,['Action / Dexterity']
154895,Wizard's Academy,2016,1,6,90,180,12,3,4,4,7.10605,3.4286,418,0,"['Fantasy', 'Miniatures']"
142503,One Night Werewolf,2012,3,7,10,10,10,5,6,1,6.18039,1.1935,2809,1,"['Bluffing', 'Card Game', 'Deduction', 'Negotiation', 'Party Game']"
4244,Highway to the Reich (first and second editions),1976,1,5,360,360,12,2,N/A,5,7.02079,4.4667,77,1,"['Wargame', 'World War II']"
194233,Cartoon Network Crossover Crisis Deck-Building Game,2016,2,5,30,45,12,3,5,4,6.88149,1.6667,341,0,"['Card Game', 'Humor', 'Movies / TV / Radio theme']"
36,Federation and Empire,1986,2,8,300,300,12,2,8,4,6.3385,4.4032,318,0,"['Science Fiction', 'Wargame']"
181328,Cornwall,2015,2,4,30,30,8,N/A,4,1,6.48478,2.2143,638,0,['Schmidt Spiele']
94731,Heroica  Fortaan,2011,2,4,20,20,8,N/A,N/A,1,5.98985,1.4219,1704,5,"['Adventure', 'Dice', 'Fantasy']"
24511,Simply Catan,2006,2,4,30,30,10,4,4,2,6.97087,2.381,437,0,"['Civilization', 'Negotiation']"
4200,Black Wednesday  The Battle of Krasni Bor,1995,2,2,240,240,12,2,2,2,7.22368,3.4118,36,2,"['Wargame', 'World War II']"
4085,Leningrad  The Advance of Army Group North Summer 1941,1979,2,2,90,90,12,N/A,2,3,6.62905,1.9375,247,0,"['Wargame', 'World War II']"
166859,Web of Spies,2014,2,4,60,60,14,3,4,3,7.51032,2,428,0,['Spies/Secret Agents']
76436,Bismarck (second edition),1980,2,2,240,240,0,2,2,0,6.87511,3.1667,118,0,"['Nautical', 'Wargame', 'World War II']"
87200,Dragon Valley,2012,2,4,120,120,12,4,4,3,6.64154,3.0909,377,0,"['City Building', 'Exploration', 'Fantasy', 'Fighting']"
67,Conquest +,1974,2,4,120,120,10,2,4,1,6.30696,2.5161,111,0,"['Abstract Strategy', 'Ancient', 'Wargame']"
6767,Attack Vector  Tactical,2004,2,8,240,240,12,2,6,4,7.287,4.0652,338,1,"['Fighting', 'Miniatures', 'Science Fiction']"
99097,Food Fight,2011,2,6,30,30,13,4,6,2,6.0535,1.7273,1377,0,"['Card Game', 'Humor']"
221369,Teen Titans GO! Deck-Building Game,2017,2,2,30,45,12,2,2,4,7.26467,2,375,0,"['Card Game', 'Comic Book / Strip', 'Movies / TV / Radio theme']"
175755,The Lord of the Rings  Journey to Mordor,2015,2,4,20,20,8,4,4,1,6.10949,1.5526,2445,0,"['Dice', 'Fantasy', 'Novel-based']"
40258,Buffalo Wings,2010,2,2,180,180,0,2,N/A,4,7.99818,2.7143,153,1,"['Aviation / Flight', 'Wargame', 'World War II']"
1695,The Legend of Robin Hood,1979,2,2,120,120,12,2,2,2,6.22987,2.0862,323,1,"['Economic', 'Medieval', 'Wargame']"
8495,De Bellis Multitudinis,1993,2,2,180,180,12,2,N/A,4,6.54411,4,523,0,"['Ancient', 'Book', 'Medieval', 'Miniatures', 'Wargame']"
226146,Tower of Madness,2018,3,5,30,45,14,4,4,0,6.50134,2,989,0,"['Action / Dexterity', 'Dice', 'Horror']"
36424,Gulf,2008,3,5,45,60,0,3,5,1,6.76861,2.9167,334,0,"['Economic', 'Trains', 'Transportation']"
233361,Doctor Who  Solitaire Story Game (Second edition),2017,1,1,45,45,11,1,N/A,4,8.775,2.7143,105,1,"['Movies / TV / Radio theme', 'Print & Play', 'Science Fiction']"
2268,Lost Patrol,2000,2,4,20,30,8,2,2,1,6.44931,1.6129,672,0,"['Exploration', 'Miniatures', 'Science Fiction']"
166418,Darkrock Ventures,2016,1,5,30,45,14,4,4,1,6.90455,2.3333,448,0,"['Dice', 'Farming', 'Science Fiction', 'Space Exploration']"
244274,The Crusoe Crew,2019,1,4,45,45,7,4,4,4,7.11376,1,448,0,"['Childrens Game', 'Comic Book / Strip']"
29383,GD '42,2009,1,2,360,360,12,2,N/A,3,7.74994,3.913,36,0,"['Wargame', 'World War II']"
207487,Freak Shop,2016,2,5,15,30,8,4,5,1,6.60728,1.3,816,0,['Card Game']
108665,Zpocalypse,2013,1,4,100,100,13,4,4,4,6.09801,3.3784,825,0,"['Exploration', 'Fighting', 'Horror', 'Zombies']"
193485,Dastardly Dirigibles,2016,2,5,60,60,8,3,5,2,6.40166,1.6364,814,0,['Card Game']
264321,Dead Man's Cabal,2019,2,4,60,60,12,3,4,1,6.93052,2.7778,385,0,"['Fantasy', 'Zombies']"
224271,Yogi,2017,3,12,15,20,8,5,9,4,6.60999,1,967,0,"['Action / Dexterity', 'Card Game', 'Party Game']"
256159,Guardians,2018,2,4,30,45,13,2,2,0,7.42843,2.25,225,0,['Card Game']
266444,Sherlock  13 Rehenes,2018,1,8,60,60,8,N/A,4,0,6.99426,2,222,0,"['Card Game', 'Deduction', 'Murder/Mystery']"
10682,Atlas & Zeus,2004,2,2,30,30,10,2,2,3,6.3608,2.0233,483,0,['Mythology']
3339,Diceland  Deep White Sea,2002,2,5,20,20,10,2,2,3,6.42764,1.92,195,0,"['Action / Dexterity', 'Collectible Components', 'Dice', 'Fantasy', 'Fighting', 'Science Fiction']"
142924,Mayday!Mayday!,2013,5,8,25,25,10,N/A,8,1,6.44084,1.9333,969,0,"['Aviation / Flight', 'Bluffing', 'Deduction']"
14007,The Siege of Alesia,2005,2,2,300,300,12,2,N/A,3,6.98713,3.1702,55,0,"['Ancient', 'Wargame']"
180921,Lut\u00e8ce,2015,2,5,30,90,10,4,5,1,6.65187,2,547,0,"['Ancient', 'Card Game', 'Real-time']"
17533,The New Easy to Master Dungeons & Dragons,1991,2,8,120,120,12,5,6,4,6.80271,2.5294,143,0,"['Adventure', 'Exploration', 'Fantasy']"
217531,Wizards Wanted,2017,2,4,60,60,10,4,4,2,6.78922,2,358,0,"['Economic', 'Fantasy']"
225317,Halloween,2017,2,4,45,90,12,2,3,1,6.94861,3,323,0,"['Horror', 'Miniatures']"
841,Razzia,1992,3,8,30,30,12,6,8,1,6.36498,1.4091,406,2,"['Bluffing', 'Card Game', 'Economic', 'Mafia', 'Negotiation']"
17863,The Western Front  1914 to 1918,2004,2,2,360,360,12,2,2,2,7.97059,3.5217,38,0,"['Wargame', 'World War I']"
234468,Minute Realms,2017,2,5,15,30,10,3,5,1,6.49365,1.7778,883,0,"['Card Game', 'City Building', 'Medieval']"
5504,Napoleon's Battles,1989,2,10,360,360,12,4,8,0,6.61094,3.3889,128,0,"['Miniatures', 'Napoleonic', 'Wargame']"
212487,AFFLICTION  Salem 1692,2017,2,4,30,60,12,4,4,0,7.38986,2.6,349,0,['Political']
869,Bongo!,2000,2,8,15,15,8,4,8,1,6.06655,1.413,1444,0,"['Animals', 'Dice']"
166569,House of Borgia,2017,2,6,30,30,14,4,5,0,6.62556,2,591,0,"['Bluffing', 'Dice', 'Medieval', 'Religious', 'Renaissance']"
217576,Hellenica  Story of Greece,2019,1,7,120,180,11,4,7,0,8.34952,3.4,156,0,"['Ancient', 'City Building', 'Mythology', 'Territory Building']"
3692,Firepower,1984,1,6,60,60,12,2,4,3,6.14299,3.6711,184,0,"['Modern Warfare', 'Vietnam War', 'Wargame']"
6642,Western Front Tank Leader,1987,2,2,240,240,12,2,2,5,6.84171,3.1034,98,0,"['Wargame', 'World War II']"
162114,Hamsterbacke,2014,3,5,20,20,8,3,5,1,6.53686,1.25,868,1,['Card Game']
241025,Penny Papers Adventures  Skull Island,2018,1,99,20,20,8,N/A,31,1,6.41872,2.1429,1039,0,"['Sit Down!', '2Tomatoes', 'Pegasus Spiele']"
128425,Asteriated Grail,2010,4,6,30,30,16,6,6,4,7.38382,3.2609,918,0,['Fantasy']
225214,Legendary Forests,2017,2,5,15,20,8,4,5,1,6.87602,1.6,877,0,"['Mythology', 'Puzzle']"
1371,Mustangs,1991,2,4,60,150,12,2,4,2,6.54211,2.2857,157,0,"['Aviation / Flight', 'Wargame', 'World War II']"
103814,Streams,2011,1,99,10,10,8,2,11,1,6.42692,1.1875,1792,1,"['Math', 'Number', 'Party Game', 'Puzzle']"
140612,The Hobbit  An Unexpected Journey,2013,1,4,40,40,15,2,4,2,6.29252,1.88,946,0,"['Adventure', 'Dice', 'Fantasy', 'Movies / TV / Radio theme', 'Novel-based']"
75782,The Phantom League COMBO,2010,2,6,90,90,12,5,6,3,6.45053,3.2222,421,0,"['Fighting', 'Negotiation', 'Science Fiction', 'Space Exploration', 'Transportation']"
42396,The Eagle and The Star,2009,2,4,180,180,12,4,4,4,7.5715,3.6111,153,0,"['Bluffing', 'Wargame']"
147171,Soccer City,2013,2,2,90,180,10,2,2,2,7.30208,2.4167,233,0,"['Card Game', 'Sports']"
258466,The Great City of Rome,2018,2,4,60,60,10,N/A,4,1,6.44991,2,635,0,"['City Building', 'Environmental']"
476,Mr. President,1967,2,4,60,60,12,2,4,2,6.58849,2.1724,1279,0,"['Card Game', 'Political']"
65272,Cyrano,2010,4,9,45,45,8,5,8,5,6.6616,1.4,259,0,"['Party Game', 'Word Game']"
67693,Offerings,2010,3,5,60,60,10,4,5,1,6.38543,2.8261,460,0,"['Ancient', 'Animals', 'Mythology', 'Religious']"
5941,Mermaid Rain,2003,3,6,45,45,10,4,5,1,6.23839,2.2,528,1,['Exploration']
18400,Battle Beyond Space,2012,3,4,30,60,13,4,4,3,6.37149,1.6667,665,0,['Science Fiction']
27306,Venedig,2007,2,5,45,60,10,3,4,2,6.27068,2.0789,758,1,['City Building']
162152,Ci\u00fab,2014,2,4,45,45,10,2,4,1,6.13039,1.9143,1235,0,['Dice']
179259,Garbage Day!,2016,2,5,20,30,10,N/A,4,3,6.10685,1,1347,0,['Action / Dexterity']
207010,Paramedics  Clear!,2017,1,4,30,40,14,2,4,1,6.92029,2,457,0,"['Card Game', 'Medical', 'Real-time']"
10523,Victory & Honor,2004,4,4,30,30,12,4,4,0,6.42072,2.0333,343,1,"['American Civil War', 'Card Game']"
256883,Comanauts,2019,2,4,90,120,14,2,4,0,6.72653,2.5,504,0,"['Adventure', 'Science Fiction']"
74102,Der Pate,2010,2,4,60,60,12,4,4,3,6.23398,2.3333,480,0,"['Dice', 'Economic', 'Mafia']"
24410,Treasures & Traps,2006,2,6,10,10,10,3,4,4,6.19998,1.4098,1181,0,"['Card Game', 'Fantasy']"
154804,Naruto Shippuden Deck-Building Game,2014,2,5,45,90,15,3,5,3,6.89922,2.2222,359,0,"['Card Game', 'Movies / TV / Radio theme']"
167292,Bellz!,2014,2,4,15,15,6,4,4,1,6.03191,1,3434,0,['Action / Dexterity']
247106,Space Marine Adventures  Labyrinth of the Necrons,2018,1,4,30,30,8,1,4,0,7.26536,1.7778,425,0,"['Adventure', 'Fighting', 'Miniatures', 'Science Fiction']"
8939,Der wahre Walter,1989,4,10,60,60,0,N/A,10,5,7.12676,1.3333,235,1,['Party Game']
205420,Gooseberry,2016,4,6,5,10,10,6,N/A,1,6.73125,1,1616,0,"['Bluffing', 'Deduction', 'Party Game']"
186767,Tarot Storia,2015,1,2,10,10,8,1,2,1,6.28725,1.1429,1412,0,"['Card Game', 'Fantasy']"
14039,Flix Mix,2004,2,4,20,20,6,3,4,1,6.25068,1.12,1261,1,"['Card Game', 'Real-time']"
23917,Not War But Murder,2007,2,2,240,240,12,2,2,2,6.98273,2.8529,153,2,"['American Civil War', 'Wargame']"
188325,'65  Squad-Level Combat in the Jungles of Vietnam,2016,2,3,45,180,12,2,2,5,7.62395,2.6667,249,0,"['Vietnam War', 'Wargame']"
7218,18VA,2001,2,5,210,210,14,3,4,0,7.27738,4.25,238,0,"['Economic', 'Trains']"
60815,Black Powder,2009,2,120,120,360,12,4,8,4,7.36452,2.6923,198,0,"['Age of Reason', 'American Civil War', 'American Revolutionary War', 'Book', 'Miniatures', 'Napoleonic']"
168232,Project Dreamscape,2015,1,4,30,30,10,4,4,3,6.57774,1.6364,778,0,"['Card Game', 'Science Fiction']"
128137,Damage Report,2014,2,6,45,45,10,5,6,2,6.50632,2.6,732,0,"['Real-time', 'Science Fiction']"
15410,Walk the Dogs,2005,2,5,30,30,8,3,4,1,6.18882,1.1935,1730,2,['Animals']
129204,Blocks in the East,2012,1,4,120,120,14,2,4,2,7.65727,3.7647,147,0,"['Wargame', 'World War II']"
84834,Heights of Courage,2013,1,2,240,900,0,2,2,0,7.44097,2.3571,128,0,"['Modern Warfare', 'Wargame']"
29198,Inn-Fighting,2007,3,6,30,30,12,4,6,3,5.92908,1.54,1803,0,"['Dice', 'Fantasy', 'Fighting', 'Party Game']"
507,Cartel,1973,2,4,90,90,10,4,4,3,6.93799,2.25,159,0,['Economic']
223518,Scott Pilgrim's Precious Little Card Game,2017,1,4,45,60,13,3,4,3,6.38089,2.6364,713,0,['Comic Book / Strip']
36297,No Question of Surrender,2012,2,2,180,720,0,2,N/A,0,7.3969,2.8824,138,2,"['Wargame', 'World War II']"
232045,Shaky Manor,2017,2,4,10,20,6,1,4,0,6.12378,1,1428,1,"['Action / Dexterity', 'Childrens Game', 'Horror', 'Maze', 'Real-time']"
198455,Mystic ScROLLS,2017,2,4,15,25,8,2,4,2,6.70129,1.8,668,0,"['Dice', 'Real-time']"
234776,Tricky Tides,2019,2,4,30,45,12,N/A,4,0,7.08264,1.8571,374,0,['Nautical']
289,Chariot Lords,1999,3,4,360,360,12,4,4,2,6.64448,2.8148,142,0,"['Ancient', 'Territory Building', 'Wargame']"
16362,Maus nach Haus,2005,2,4,10,10,5,4,4,1,6.10517,1.0179,2439,2,"['Action / Dexterity', 'Animals', 'Childrens Game']"
4928,Clue  50th Anniversary Edition,1999,3,6,60,60,8,N/A,6,2,6.26771,1.6552,330,0,"['Deduction', 'Murder/Mystery']"
33155,Burrows,2010,2,5,45,45,10,4,5,1,6.22503,1.5,783,0,"['Abstract Strategy', 'Animals']"
145599,Journey  Wrath of Demons,2015,1,4,30,75,14,4,4,3,6.99365,3,316,0,"['Adventure', 'Ancient', 'Dice', 'Fantasy', 'Miniatures', 'Mythology']"
440,Zoff in Buffalo,1998,2,5,45,45,12,3,5,1,6.38466,2.0323,850,0,"['American West', 'Farming']"
