Estrato,Codigo,Nombre,Energia,Proteinas,Grasa,Carbohidratos,Zinc,Hierro,Caroteno,Retinol,Vitamina,Sodio,Plato,Orden
C,S0636,Frejoles Con Bisteck Con Arroz,150.13,9.39,0.95,22.2,167,1.88,0,0.34,0.4,84.86,1,42
C,S0644,Frejoles Con Pescado Con Arroz,167.93,6.65,4.52,22.53,78,1.19,42,10.06,8.45,324.6,2,43
C,S0646,Frejoles Con Pollo A La Nortena Con Arroz,114.12,7.01,1.88,14.9,92,1.14,4.2,2.71,5.11,606.78,1,44
C,S0650,Frejoles Con Seco A La Norteña Con Arroz,145.69,6.31,0.97,25.44,110,1.27,4.03,4.32,1.89,78.95,2,45
C,S0651,Frejoles Con Seco Con Arroz,151.08,7.85,2.81,19.82,88,1.69,10.36,7.16,4.23,154.7,5,46
C,S0674,Guiso De Trigo Con Pollo Con Arroz,108.55,6.37,1.92,15.63,63,0.61,0,2.2,8.6,313.32,1,47
C,S0675,Guiso De Vainita Con Pollo Con Arroz,95.14,4.3,0.72,13.29,91,1.39,491.81,175.39,121,124.61,1,48
C,S0684,Jalea Mixta,176.93,9.52,9.27,11.28,66,1.17,0,9.81,11.79,133.69,1,49
C,S0691,Kam Lu Wantan Con Arroz Chaufa,153.68,6.09,3.2,19.53,63,0.62,7.47,6.75,7.19,106.91,1,50
C,S0698,Lenteja Con Adobo Con Arroz,127.92,7.48,0.32,17.42,180,0.94,0,9.38,2.85,724.83,1,51
C,S0704,Lenteja Con Estofado Con Arroz,131.35,7.44,1.28,18.95,114,1.09,114.95,23.33,24.21,137.8,3,52
C,S0705,Lenteja Con Filete De Pechuga Con Arroz,147.79,8.69,9.71,3.7,90,0.91,0,1.31,5.73,637.86,1,53
C,S0710,Lenteja Con Higado Con Arroz,178.66,8.85,2.4,25.37,177,1.93,0,1203.17,738.74,158.58,1,54
C,S0714,Lenteja Con Milanesa Con Arroz,153.93,8.01,2.39,21.16,114,1.07,0,0.45,2.98,51.01,1,55
C,S0716,Lenteja Con Pescado Con Arroz,157.63,7.26,3.48,20.76,84,1.11,32.31,6.96,7.91,398.98,17,56
C,S0724,Locro De Zapallo Con Bisteck Con Arroz,116.85,5.06,2.16,17.71,91,1.07,0,45.09,26.78,984.42,1,57
C,S0729,Lomo Al Jugo Con Menestra Con Arroz,132.5,6.15,1.26,21.76,109,1.37,0,0.28,0.12,141.84,1,58
C,S0733,Lomo Saltado Con Arroz,147.02,5.06,5.4,18.26,95,0.91,1.57,7.61,4.28,256.11,12,59
C,S0735,Lomo Saltado Con Menestra Con Arroz,159.38,6.01,4.61,18.89,116,1.18,0,5.47,2.86,464.78,1,60
C,S0741,Macarrones Con Pollo,176.78,8.96,4.48,25.29,99,2.53,312.38,48.56,52.23,65.81,4,61
C,S0753,Milanesa Con Menestra Con Arroz,154.53,9.29,3.62,19.27,95,1.08,0,0.36,4.81,41.25,1,62
C,S0761,Molleja Saltada Con Arroz,98.29,7.02,1.19,10.74,126,1.51,0,1.81,4.26,88.51,1,63
C,S0767,Olluquito De Charqui Con Arroz,161.03,6.18,3.15,26.35,42,1.51,0,18.2,4.86,382.86,2,64
C,S0775,Pallares Con Chuleta Con Arroz,119.2,6.19,1.29,17.8,81,1.19,0,0.55,0.26,40.86,1,65
C,S0779,Pallares Con Pescado Con Arroz,166.26,5.88,3.19,26.06,71,1.57,0,0.69,0.12,138.61,1,66
C,S0781,Pallares Con Pollo Con Arroz,135.23,5.83,4.16,16.59,103,1.48,135.29,25,24.6,70.96,1,67
C,S0787,Patita Con Mani Con Arroz,134.29,4.07,1.72,21.85,43,0.79,0.06,3.2,0.57,97.98,2,68
C,S0797,Pavita Con Pure Con Arroz,153.52,7.18,4.82,19.73,92,1.25,0,4.5,11.36,253.79,1,69
C,S0820,Pescado A Lo Macho Con Arroz,153.75,6.88,4.61,20.25,52,0.53,0,1.36,11.05,231.37,1,70
C,S0825,Pescado Con Arroz,155.83,6.42,4.64,21.25,52,0.94,2.24,1.7,4.43,74.02,2,71
C,S0828,Pescado Con Menestra Con Arroz,205.68,8.06,6.34,25.13,80,1.43,0,1.3,0.19,589.99,3,72
C,S0840,Pescado En Salsa De Langostinos Con Arroz,177.63,6.06,4.99,26.77,49,0.78,0,1.56,5.5,320.99,1,73
C,S0843,Picante De Cuy Con Arroz,169.55,3.99,11.18,1.33,37,0.59,0,11.52,2.88,484.56,1,74
C,S0851,Pollo  A La Brasa Con Papas Fritas,181.27,7.44,10.86,10.83,64,0.8,103.89,55.8,29.16,448.27,10,75
C,S0873,Pollo A La Leña,163.49,3.35,9.8,13.62,32,0.53,0,28.73,2.52,846.66,1,76
C,S0876,Pollo A La Norteña Con Arroz,144,9.36,1.79,18.78,96,1.27,5.26,4.6,5.49,41.79,2,77
C,S0878,Pollo A La Norteña Con Menestra Con Arroz,133.95,8.64,2.67,16.1,90,1.32,14.34,21.89,11.51,254.09,3,78
C,S0881,Pollo A La Olla Con Menestra Con Arroz,149.43,5.76,1.9,23.59,81,1.42,41,19.56,9.22,285.11,1,79
C,S0885,Pollo A La Parrilla Con Ensalada Con Arroz,138.29,9.45,3.26,16.68,87,0.87,176.39,38.87,38.71,93.98,1,80
C,S0888,Pollo A La Parrilla Con Pure Con Arroz,132.65,5.62,3.83,18.53,59,0.75,0,9.89,16.14,725.23,1,81
C,S0892,Pollo A La Plancha Con Menestra Con Arroz,149.8,8.55,1.35,21.69,100,1.47,0,4.8,3.96,445.53,1,82
C,S0898,Pollo Al Horno Con Arroz,158.56,3.8,3.05,25.08,59,0.49,0,0.88,1.06,53.36,1,83
C,S0899,Pollo Al Horno Con Ensalada Con Arroz,139.23,6.37,2,21.98,72,0.7,285.34,51.02,53.82,210.14,5,84
C,S0900,Pollo Al Horno Con Ensalada Rusa Con Arroz,129.92,7,2.56,17.43,73,0.74,381.9,70.6,72.08,310.81,8,85
C,S0901,Pollo Al Horno Con Menestra Con Arroz,137.13,7.93,3.16,16.58,88,1.04,0.91,8.31,6.68,438.25,4,86
C,S0902,Pollo Al Horno Con Menestra Con Ensalada Con Arroz,111.49,5.4,1.81,15.77,76,1.01,21.36,7.24,9,261,3,87
C,S0904,Pollo Al Horno Con Pure Con Ensalada Con Arroz,125.63,9.35,2.76,14.99,85,0.79,98.88,20.39,33.88,208.14,1,88
C,S0913,Pollo Al Sillao Con Arroz,130.43,7.08,2.47,17.96,68,1.19,39.15,7.67,16.5,156.74,2,89
C,S0920,Pollo Broaster Con Ensalada Rusa Con Arroz,193.43,6.92,10.05,18.26,76,0.77,322.91,59.78,60.68,325.45,1,90
C,S0922,Pollo Broaster Con Papas Fritas Con Ensalada Con Arroz,187.64,5.69,10.54,16.47,62,0.87,0,6.1,5.21,595.07,2,91
C,S0923,Pollo Con Arroz,156.49,4.38,5.32,21.88,58,0.58,0,8.3,4.45,222.99,2,92
C,S0929,Pollo Con Verduras Con Arroz Chaufa,144.04,4.56,0.66,29.11,68,1.18,78.2,13.46,14.67,75.96,1,93
C,S0935,Pollo Enrollado Con Arroz,156.27,6.76,3.58,20.45,71,1.66,14.23,18.87,32.25,49.69,1,94
C,S0937,Pollo Frito Con Ensalada Con Arroz,156.88,9.85,5.05,15.65,91,0.88,232.6,40.42,47.18,103.63,2,95
C,S0939,Pollo Frito Con Menestra Con Arroz,178.69,4.43,6.9,23.03,67,0.9,0,2.04,1.34,535.54,1,96
C,S0942,Pollo Frito Con Papas Fritas Con Ensalada Con Arroz,165.04,5.51,6.59,19.87,62,0.62,45.97,10.44,12.91,229.9,2,97
C,S0944,Pollo Saltado Con Arroz,182.66,5.5,9.61,17.28,58,0.68,2.03,3.81,6.5,508.62,1,98
C,S0948,Pure Con Bisteck Con Arroz,127.02,4.77,2.27,21.28,90,0.7,0,2.91,11.5,60.76,1,99
C,S0950,Pure Con Churrasco Con Arroz,167.02,5.66,6.87,16.12,100,0.73,0,4.21,15.45,798.59,1,100
C,S0955,Pure Con Pollo Con Arroz,150.62,5.89,3.32,23.49,69,0.61,0,12.46,11.8,230.25,5,101
C,S0956,Pure Con Pollo Con Ensalada Con Arroz,134.36,8.11,2.57,18.8,81,0.73,0,8.36,8.21,304.53,1,102
C,S0960,Quinua Guisada Con Pollo Con Arroz,133.98,6.99,2.44,20.31,85,1.18,0,1.96,3.64,216.5,1,103
C,S0961,Ravioles Con Carne,191.03,9.76,9.41,0.84,53,0.44,0,4.34,16.33,763.52,1,104
C,S0969,Saltado De Pollo Con Papas Fritas Con Arroz,214.98,3.71,10.33,24.38,57,0.57,0.72,1.65,2.48,298.8,1,105
C,S0973,Seco De Res Con Arroz,135.95,6.63,2.34,19.42,128,1.19,302.36,52.27,52.12,255.68,2,106
C,S0975,Seco A La Huachana Con Menestra Con Arroz,153.99,6.5,1.9,24.33,96,1.42,8.53,86.06,26.55,241.44,1,107
C,S0978,Seco A La Norteña Con Menestra Con Arroz,110.09,6.38,1.11,15.41,105,1.44,14.24,91.8,28.62,173.68,6,108
C,S0980,Seco A La Norteña Con Menestra Con Sarsa Criolla Con Arroz,122.94,5.93,1.31,18.8,99,1.46,7.87,7.22,2.67,176.25,5,109
C,S0982,Seco A La Norteña Con Sarsa Criolla Con Arroz,117.12,4.54,1.51,20.47,91,0.91,16.37,6.76,3.53,492.78,1,110
C,S0984,Seco A La Norteña De Pollo Con Menestra Con Arroz,119.83,6.36,1.51,19.31,70,0.74,65.08,12.57,14.42,229.88,1,111
C,S0986,Seco A La Norteña De Res Con Menestra Con Arroz,126.6,5.94,1.42,19.68,103,1.37,11.13,10.64,9.92,175.99,2,112
C,S0987,Seco A La Norteña De Res Con Menestra Con Sarsa Criolla Con Arroz,91.73,4.72,1.09,14.51,89,1.02,38.98,16.92,6.61,200.09,2,113
C,S0991,Seco De Cabrito Con Menestra Con Arroz,112.21,6.42,1.58,15.67,116,1.34,7.2,4.7,1.81,185.64,2,114
C,S0994,Seco De Cordero Con Menestra Con Arroz,95.25,3.95,1.53,14.05,48,1.02,86.84,25.2,27.28,304.15,3,115
C,S0995,Seco De Cordero Con Menestra Con Sarsa Criolla Con Arroz,134.67,6.53,4.72,14.44,45,1.12,17.55,9.68,4.81,626.33,1,116
C,S0998,Seco De Pato Con Arroz,216.7,9.03,11.66,16.24,98,1.53,135.88,53.59,56.48,140.84,1,117
C,S1002,Seco De Pollo Con Arroz,128.86,7.58,1.49,19.93,78,0.83,110.09,25.74,29.27,233.36,3,118
C,S1004,Seco De Pollo Con Menestra Con Arroz,135.77,8.56,2.09,17.62,94,1.33,79.64,17.9,19.45,214.89,17,119
C,S1008,Seco De Res A La Norteña Con Menestra Con Arroz,121.76,5.77,1.9,18.05,104,1.38,10.22,8.83,5.82,200.17,3,120
C,S1009,Seco De Res Con Menestra Con Arroz,132.66,6.56,1.28,20.91,112,1.47,84.97,21.89,18.19,239.24,23,121
C,S1010,Seco De Res Con Menestra Con Ensalada Con Arroz,108.46,6.39,1.07,14.78,115,1.45,18.07,6.92,5.09,165.1,3,122
C,S1011,Seco De Res Con Menestra Con Sarsa Criolla Con Arroz,116.52,5.67,1.81,16.81,97,1.41,101.17,30.48,20.97,362.15,6,123
C,S1013,Seco Huachano Con Menestra Con Arroz,113.34,5.74,1.21,13.77,113,1.24,72.61,13.09,12.4,277.68,1,124
C,S1020,Sudado De Pescado Con Arroz,131.02,4.46,2.28,22.42,40,0.75,3.21,15.37,5.79,195.65,4,125
C,S1023,Suprema De Pollo Con Arroz,176.98,8.08,2.58,28.11,102,2.69,96.93,16.39,18.07,67.9,1,126
C,S1025,Tacacho Con Cecina,213.14,5.37,10.22,26.33,50,0.52,0,88.68,38.64,414.59,1,127
C,S1034,Tacu Tacu Con Pescado,161.97,10.09,4.5,16.33,69,1.48,10.79,7.4,4.08,373.71,2,128
C,S1044,Tallarines Con Pollo,159.24,10.54,1.91,24.59,96,2.4,407.6,73.38,78.69,358.17,1,129
C,S1055,Tallarines Rojos Con Pollo,131.62,8.22,2.33,17.91,76,1.85,379.98,76.64,76.19,227.39,16,130
C,S1060,Tallarines Saltado,189.7,8.52,1.63,33.67,88,5.71,244.63,51.63,44.75,774.74,1,131
C,S1061,Tallarines Saltado Con Pollo,164.06,8.54,3.4,24.09,82,2.71,46.78,15.86,14.29,156.97,4,132
C,S1067,Tallarines Verdes Con Higado,229.81,9.01,9.54,27.44,138,3.91,0,1535.94,984.95,243.14,1,133
C,S1068,Tallarines Verdes Con Milanesa,111.07,6.56,4.24,11.39,60,1.85,0,60.49,92.02,424.28,1,134
C,S1069,Tallarines Verdes Con Pollo,197.98,12.18,4.06,27.71,114,3.13,0,50.58,68.32,75.52,1,135
C,S1072,Tallarines Verdes Con Res,176.14,7.84,5.12,24.48,112,2.96,0.33,39.74,65.58,615.33,7,136
C,S1086,Trigo Guisado Con Pollo Con Arroz,118.3,7.92,3.26,13.32,69,0.75,0,1.95,5.7,820.46,1,137
C,S1102,Cebiche De Pescado,165.62,5.6,3.27,29.38,32,1.53,293.51,71.2,50.42,291,1,138
C,S1111,Frejoles Con Seco Ensalada Con Arroz,121.03,4.43,3.22,16.21,54,0.86,60.79,12.99,11.89,1974.46,1,139
C,S1119,Locro De Zapallo Con Filete De Pollo Con Arroz,144.49,6.13,4.19,19.91,66,0.75,0,31.07,19.08,367.49,1,140
C,S1125,Milanesa Con Ensalada Con Arroz,159.7,5.82,6.25,19,66,0.6,0,3.83,6.71,101,1,141
C,S1134,Pizza Americana Personal,202.57,7.72,7.29,26.33,48,1.94,10.52,21.05,38.3,1262.45,1,142
C,S1137,Pollo Al Aji Con Menestra Con Arroz,136.91,5.21,0.9,24.82,81,0.92,0,9.4,1.23,247.05,1,143
C,S1144,Pollo Dorado Con Papas Fritas Con Arroz,180.01,7.93,5.48,23.56,80,0.9,0,0.83,4.1,306.78,1,144
C,S1145,Pure Con Asado Con Arroz,115.46,7.04,3.6,13.34,136,1.13,366.35,69.7,64.15,234.47,1,145
C,S1150,Seco De Pollo Con Sarsa Criolla Con Arroz,132.23,7.55,1.61,21.24,84,0.86,67.83,11.59,15.91,205.91,1,146
C,S1152,Spaguetti  Con Crema,175.78,13.92,4.25,19.91,238,3.71,0,30.77,46.56,721.65,1,147
C,S1160,Trigo Con Adobo De Pollo Y Arroz,138.11,5.51,4.5,17.84,56,0.8,0,36.05,15.22,232.99,1,148
C,S1166,Ensalada Rusa Con Pollo A La Brasa Con Arroz,146.23,8.75,3.45,18.24,86,0.83,579.43,98.35,103.52,192.39,1,149
C,S1361,Asado De Cerdo Con Alverjita Verde Con Arroz,129.23,9.37,1.85,18.32,88,2.7,0,63.75,76.88,106.76,1,150
C,S1368,Causa Con Pollo Al Horno Con Arroz,130.48,3.31,2.28,22.94,50,0.63,100.32,32.72,31.41,67.49,1,151
C,S1387,Estofado De Pavita Con Arroz Con Ensalada,135.7,5.46,3.12,20.47,75,1.09,0,9.98,8.91,54.18,1,152
C,S1395,Higado Frito Con Arroz,173.69,5.42,5.1,24.01,104,1.16,0,1132.9,697.11,148.69,2,153
C,S1402,Pollo Al Horno Con Pure Con Arroz,156.25,7.06,3.1,24.17,77,0.81,0,28.2,14.98,218.98,2,154
C,S1404,Pasta Al Pesto,114.9,5.78,1.77,18.35,101,1.94,224.27,44.62,43.22,362.05,1,155
C,S1410,Pollo Al Sillao Con Ensalada Con Arroz,119.68,5.3,1.36,20.44,61,1.27,70.42,12.33,14.85,178.84,1,156
C,S1433,Pure Con Asado Con Arroz Integral,155.56,4.91,3.26,21.91,44,0.71,0,11.66,9.4,286.92,1,157
C,S1445,Guiso De Quinua Con Pescado Con Arroz,179.4,4.77,8.21,21.44,67,0.94,0,0.47,2.01,376.85,1,158
C,S1809,Chicharron De Pescado Con Yuca Frita Con Arroz,210.22,7.62,5.32,31.7,63,0.74,0,1.07,0.83,88.23,1,159
C,S1813,Chicharron De Pescado Con Con Yucas Doradas,194.88,9.88,6.86,20.19,42,2.37,0,39.27,20.91,560.68,1,160
C,S1901,Combinado De Tallarin Rojo Con Frejoles Y Arroz,192.6,10.36,3.55,29.38,116,2.17,515.55,87.08,90.61,177.5,1,161
C,S1907,Arroz Con Frijol Y Seco De Res,132.2,6.95,2.32,17.63,109,1.6,14.26,6.23,3.56,274.9,10,162
C,S1908,Arroz Con Frijoles Y Seco De Pollo,131.51,7.52,1.79,18.43,83,1.17,79.08,21.11,18.81,324.25,6,163
C,S1909,Guiso De Habas Con Churrasco Y Arroz,172.96,5.2,1.21,33.92,94,0.8,0,0.79,1.31,426.14,1,164
C,S1911,Lomito De Atun Con Arroz,159.19,4.3,2.2,29.1,55,0.56,0,6.8,4.41,94.64,1,165
D,S0414,Aji De Pollo Con Arroz,156.55,5.42,2.56,26.76,68,0.99,0,14.92,9.09,244.71,4,1
D,S0419,Arroz A La Jardinera Con Pollo,131.64,8.27,1.72,19.68,83,1.09,88.93,38.53,21.65,668.54,1,2
D,S0423,Arroz Chaufa Con Pollo Chijaukay,164.22,7.51,4.22,22.74,83,0.76,0,0.54,7.44,85.23,2,3
D,S0434,Arroz Chaufa De Cerdo,194.24,6.82,4.86,29.36,90,0.55,0,0.44,2.52,23.49,1,4
D,S0439,Arroz Chaufa De Pollo,176.12,6.35,2.39,30.76,86,0.72,0.22,3.59,8.12,179.44,22,5
D,S0447,Arroz Con Mariscos,155.92,6.06,2.79,25.66,70,0.81,29.99,27.04,16.1,161.79,12,6
D,S0455,Arroz Con Pollo,139.23,6.84,2.54,20.85,75,0.89,230.53,50.64,54.79,215.33,65,7
D,S0466,Arroz De Cerdo Con Sarsa Criolla Con Arroz,139.87,4.1,2.9,23.41,66,0.89,499.84,100.59,88.9,764.83,1,8
D,S0475,Arvejita Verde Partida Con Guiso De Pollo Con Arroz,142.85,7.77,1.16,23.77,91,0.92,0.04,4.46,8.86,129.51,1,9
D,S0476,Arvejita Verde Partida Con Higado Frito Con Arroz,149.75,4.64,1.1,27.13,78,0.85,0,17.42,11.44,197.54,1,10
D,S0479,Arvejita Verde Partida Con Pescado Frito Con Arroz,182.74,8.49,4.79,22.83,102,1.02,0,5.6,4.52,116.22,1,11
D,S0485,Asado De Pollo Con Arroz,149.57,8,3.54,20.13,80,0.82,0,11.68,6.97,162.32,1,12
D,S0491,Asado De Res Con Menestra Con Arroz,126.28,6.69,2.33,16.72,118,1.36,209.64,54.16,42.65,159.98,3,13
D,S0492,Asado De Res Con Pure Con Arroz,119.57,4.8,1.61,19.91,88,0.89,14.5,8.72,11.8,357.74,2,14
D,S0498,Bisteck De Res Con Arroz,172.48,7.53,7.32,18.33,138,1.26,0,18.06,21.89,228.84,1,15
D,S0515,Carapulcra Con Arroz,150.64,6.14,3.97,18.51,74,1.58,0,28.52,8.94,157.62,1,16
D,S0517,Carapulcra De Cerdo Con Arroz,175.77,6.05,2.04,32.83,67,1.51,0,8.05,0.36,125.73,1,17
D,S0523,Cau Cau Con Arroz,101.26,2.94,0.43,20.14,43,0.42,133.58,29.88,22.47,70.35,1,18
D,S0528,Cebiche De Pollo Con Arroz,138.34,7.6,2.29,21.11,83,0.75,1.24,5.22,4.49,429.55,1,19
D,S0532,Chanfainita Con Arroz,150.61,4.26,1.79,28.16,66,0.96,0,4.67,1.14,263.24,1,20
D,S0540,Chicharron De Pescado,102.11,5.58,4.27,9.7,14,1.8,6.38,7.58,5.87,40.1,1,21
D,S0541,Chicharron De Pescado Con Arroz,215.19,4.81,9.86,25.96,49,0.5,77.44,21.85,17.98,382.79,1,22
D,S0543,Chicharron De Pescado Con Frejoles Con Arroz,163.24,6.74,2.18,26.2,69,1.19,0,0.35,0.44,68.21,1,23
D,S0552,Chicharron De Pollo Con Ensalada Con Arroz,178.65,6.69,4.72,23.92,86,1.33,73.04,15.52,16.26,444.48,2,24
D,S0558,Chicharron Mixto Con Sarsa Criolla Con Arroz,168.15,6.31,3.79,25.83,63,1.13,1.44,7.21,6.01,265.69,1,25
D,S0568,Chuleta De Cerdo Con Papas Fritas Con Arroz,177.58,6.71,7.96,18.66,76,0.53,0,3.15,3.43,262.7,1,26
D,S0586,Combinado De Pollo,198.67,5.12,0.96,41.31,78,1.98,3.82,0.98,2.31,21.99,1,27
D,S0588,Cordero A La Norteña Con Frejoles Con Arroz,178.94,8.61,4.27,26.08,86,1.37,6.24,3.15,2.9,56.81,1,28
D,S0592,Costillas Con Papa  Con Arroz,166.45,8.27,5.74,19.78,37,0.98,0,7.79,1.6,104,1,29
D,S0593,Costillas Norteño Con Frejoles Con Arroz,151.78,8.04,3.33,20.12,140,1.49,5.68,8.79,6.34,631.39,1,30
D,S0601,Ensalada Rusa Con Pollo Broster Con Arroz,156.94,8.84,4.93,15.96,86,0.89,71.23,16.12,21.47,21.98,1,31
D,S0602,Ensalada Rusa Con Pollo Frito Con Arroz,137.7,6.98,8.37,7.79,57,0.62,355.52,60.31,65.2,491.5,1,32
D,S0603,Escabeche De Pescado Con Arroz,213.5,10.89,11.12,16.63,32,0.71,167.95,34.43,29.29,128.3,1,33
D,S0605,Escabeche De Pollo Con Arroz,129.12,8.62,1.65,18.94,83,0.9,175.6,36.06,36.32,82.18,3,34
D,S0607,Espesado De Res Con Arroz,212.3,6.83,1.96,40.99,137,1.13,12.86,5.72,4.32,260.2,1,35
D,S0612,Estofado De Pollo Con Arroz,141.06,3.31,1,28.62,58,0.51,125.85,23.38,23.12,75.28,2,36
D,S0614,Estofado De Pollo Con Menestra Con Arroz,166.58,7.38,1.52,26.55,108,1.46,319.33,62.17,59.47,86.45,2,37
D,S0615,Estofado De Res Con Arroz,137.67,6.66,1.16,23.76,129,1.1,98.8,17.65,16.6,148.29,1,38
D,S0626,Filete De Pescado Con Arroz,207.01,5.77,11.52,19.7,55,1.04,0,12.7,19.33,706.59,1,39
D,S0633,Filete De Pollo Con Papas Fritas Con Ensalada Con Arroz,201.68,4.86,14.46,12.63,53,0.68,2.28,34.09,11.23,679.15,1,40
D,S0636,Frejoles Con Bisteck Con Arroz,131.21,7.69,2.09,16.72,120,1.66,0.13,1.29,1.63,233.08,2,41
D,S0640,Jalea Con Yuca Frita,210.05,10.35,13.31,11.02,53,0.81,0,19.26,172.49,989.32,1,42
D,S0645,Frejoles Con Pescado Con Ensalada Con Arroz,177.87,7.68,7.16,17.67,71,1.27,0,3.4,3.44,365.02,1,43
D,S0650,Frejoles Con Seco A La Norteña Con Arroz,133.36,8.4,2.02,17.43,89,1.25,3.05,1.78,4.56,163.52,3,44
D,S0657,Garbanzo Con Chuleta Con Arroz,173.62,6.93,4.62,17.25,103,2.06,72.16,12.01,12.26,300.59,1,45
D,S0661,Garbanzo Con Pescado Con Arroz,143.63,7.18,3.49,14.39,64,1.6,3.79,2.51,3.5,125.37,2,46
D,S0683,Jalea De Pescado Con Yuca Frita,203.64,7.36,14.58,11.07,21,1.34,6.44,33.23,168.97,678.33,1,47
D,S0700,Lenteja Con Bisteck Con Arroz,182.77,9.85,1.18,25.26,200,1.82,0,1.08,0.56,97.53,1,48
D,S0701,Lenteja Con Chuleta Con Arroz,170.23,10.28,2.3,23.62,173,1.44,0,5.73,1.8,60.71,1,49
D,S0704,Lenteja Con Estofado Con Arroz,135.33,8.93,1.97,17.12,109,1.07,189.28,34.59,37.5,137.85,2,50
D,S0716,Lenteja Con Pescado Con Arroz,160.68,7.83,3.46,18.46,120,1.24,1.18,6.33,3.59,279.39,6,51
D,S0729,Lomo Al Jugo Con Menestra Con Arroz,90.21,3.79,1.39,14.11,66,0.99,4.8,6.46,5.8,55.46,1,52
D,S0733,Lomo Saltado Con Arroz,152.92,4.32,5.06,21.39,81,0.84,0.27,18.45,7.45,353.38,5,53
D,S0741,Macarrones Con Pollo,119.89,6.48,1.88,19.06,62,1.48,207.24,39.81,41.75,149.96,1,54
D,S0749,Malaya Dorada Con Arroz,148.82,6.62,0.93,28.3,130,1.05,103.47,46.21,26.07,390.87,1,55
D,S0754,Milanesa Con Papas Fritas Con Arroz,156.22,4.85,6.17,19.41,57,0.54,0,3.01,6.63,786.85,1,56
D,S0762,Mondonguito A La Italiana Con Arroz,152.82,5.15,5.67,19.26,63,0.57,278.89,65.98,48.43,262.14,1,57
D,S0771,Pachamanca A La Olla Con Arroz,139.42,6.89,1.78,22.97,45,1.78,2.96,20.86,7.55,229.72,1,58
D,S0779,Pallares Con Pescado Con Arroz,131.05,7.78,1.57,18.94,72,1.11,0,1.64,6.39,291.12,1,59
D,S0781,Pallares Con Pollo Con Arroz,147.54,10.82,1.48,19.61,112,1.51,0,0.48,5.17,199.46,2,60
D,S0788,Pavita A La Norteña Con Arroz,147.07,5.74,2.32,21.95,92,1.36,7.48,5.61,2.77,221.69,2,61
D,S0795,Pavita Con Ensalada Con Arroz,233.78,4.48,15.21,18.89,60,0.82,0,1.55,1.42,52.06,1,62
D,S0796,Pavita Con Menestra Con Arroz,149.42,7.25,3.39,17.54,101,2.01,24.92,9.59,5.78,292.5,2,63
D,S0818,Pescado A La Chorrillana Con Arroz,223.56,5.39,12.32,22.24,48,0.54,1.07,4.17,11.46,86.39,1,64
D,S0820,Pescado A Lo Macho Con Arroz,179.82,7.79,6.79,18.07,51,1.58,17.16,3.09,9.37,339.74,1,65
D,S0825,Pescado Con Arroz,144.35,6.05,2.51,22.99,48,0.56,0,1.9,4.08,99.52,3,66
D,S0828,Pescado Con Menestra Con Arroz,159.57,4.86,5.06,21.64,59,0.86,0,0.89,1.34,304.44,4,67
D,S0845,Picante De Pollo Con Arroz,374.55,13.12,32.11,8.22,94,1.6,0,0,9.08,27.37,1,68
D,S0851,Pollo  A La Brasa Con Papas Fritas,173.32,9.43,8.81,12.56,79,0.9,0,67.82,25.98,283.51,3,69
D,S0870,Pollo A La Chiclayana Con Menestra Con Arroz,120.81,7.5,0.96,13.22,74,0.8,10.27,1.94,5.8,68.26,1,70
D,S0872,Pollo A La Huachana Con Menestra Con Arroz,134.29,7.43,3.23,15.16,91,1.4,17.69,14.48,9.49,257.13,2,71
D,S0878,Pollo A La Norteña Con Menestra Con Arroz,93.9,7.03,0.89,11.49,87,0.91,2.19,15.38,3.62,112.73,1,72
D,S0880,Pollo A La Olla Con Ensalada Con Arroz,123.54,7.26,1.19,16.51,73,0.9,0,77.79,27.48,373.1,1,73
D,S0881,Pollo A La Olla Con Menestra Con Arroz,154.51,9.23,2.16,18.9,131,1.44,0,14.17,7.91,312.95,4,74
D,S0882,Pollo A La Olla Con Pure Con Arroz,147.02,3.72,2,27.72,58,0.5,0,2.31,12.25,252.5,1,75
D,S0884,Pollo A La Parrilla Con Arroz Con Papas Fritas,273.25,7.37,20.66,13.91,68,0.69,0,23.96,11.52,651.56,1,76
D,S0886,Pollo A La Parrilla Con Ensalada Rusa Con Arroz,92.83,5.06,3.91,8.67,45,0.61,559.44,97.92,98.51,490.47,1,77
D,S0890,Pollo A La Plancha Con Arroz,81.31,4.78,0.88,12.5,45,0.76,0,4.22,5.52,710.13,1,78
D,S0892,Pollo A La Plancha Con Menestra Con Arroz,195.26,11.65,1.49,26.7,139,2.33,0,1.02,3.67,215.6,1,79
D,S0894,Pollo A La Plancha Con Papas Fritas Con Arroz,142.51,2.93,2.01,26.51,48,0.51,0,1.74,0.19,12.01,1,80
D,S0895,Pollo A La Plancha Con Papas Fritas Con Ensalada Con Ar,164.97,7.26,7.08,17.36,72,0.73,207.16,36.32,40.79,487.83,2,81
D,S0898,Pollo Al Horno Con Arroz,136.71,8.72,2.44,16.33,110,1.07,0,1.86,8.19,415.88,1,82
D,S0900,Pollo Al Horno Con Ensalada Rusa Con Arroz,144.24,7.45,3.34,19.56,72,1.01,383.28,69.09,68.6,2154.47,4,83
D,S0901,Pollo Al Horno Con Menestra Con Arroz,157.64,6.47,1.77,26.28,87,0.92,0,4.29,2.84,318.92,5,84
