Marca temporal,¿Con qué género te identificas?,¿A qué carrera perteneces?,"¿Cuál fue el último ciclo que cursaste en 2022-II? (Por ejemplo, si ahora estás en 3er ciclo, el último ciclo cursado en 2022-II fue el 2do).",¿Cuántos cursos llevaste el ciclo 2022-1?,¿Cuántos cursos llevaste el ciclo 2022-2?,"¿Cuántas horas de sueño solías tener en el periodo 2022-1? (Si en caso eran 6h y media, colocar: 6.5)","¿Cuántas horas de sueño solías tener en el periodo 2022-2? (Si en caso eran 6h y media, colocar: 6.5)",¿Cuántas horas de clase en promedio tenías al día en el periodo 2022-1?,¿Cuántas horas de clase en promedio tenías al día en el periodo 2022-2?  ,¿Cuál fue tu promedio ponderado en 2022-1?  (Escribir con el punto como separador de la siguiente forma: 15.83),¿Cuál fue tu promedio ponderado en 2022-2?  (Escribir con el punto como separador de la siguiente forma: 15.83),¿Cuántos cursos aprobaste en el periodo 2022-1?,¿cuántos cursos aprobaste en el periodo 2022-2?,"¿Cuántas horas libres en promedio tenías al día en el periodo 2022-1? (Si en caso eran 3h y media, colocar: 3.5)","¿Cuántas horas libres en promedio tenías al día en el periodo 2022-2? (Si en caso eran 3h y media, colocar:  3.5)","En promedio, ¿cuál crees que fue tu nivel de estrés el periodo 2022-1?","En promedio, ¿cuál crees que fue tu nivel de estrés el periodo 2022-2?",¿Qué tanto interés tuviste en recibir asistencia psicológica durante el periodo 2022-2?,¿Tenías conocimiento del programa Salud Mental de Bienestar Estudiantil?,¿Ha utilizado los programas de salud mental de la universidad durante el año 2022?,¿Cuántas veces has asistido a una sesión de terapia mediante los servicios de salud mental de Bienestar Estudiantil?, ¿Cuánto tiempo has tenido que esperar para recibir o agendar una cita? (En días),¿Cuáles crees que son las principales debilidades del servicio?,"Respecto al motivo de tu visita, ¿qué tan apoyado te has sentido después de usar los servicios de psicología?",¿Cual es tu nivel de satisfacción en general con el servicio de psicología de Bienestar Estudiantil? ,¿Recomendarías el programa de Salud Mental a un amigo o conocido que este pasando por una etapa de estrés académico?,¿Por qué no hiciste uso de los servicios de Bienestar Estudiantil?,¿Cuántas sesiones crees que deben de tener los estudiantes como mínimo al mes para conseguir buenos resultados al hacer uso de estos servicios?,¿Cómo preferirías que se realicen las sesiones que pueda organizar el departamento de psicología de Bienestar Estudiantil?,¿Cuáles son los medios por los cuales Bienestar Estudiantil debería difundir información sobre su programa Salud Mental?
2/05/2023 11:44:07,Masculino,CIENCIA DE DATOS,2do ciclo,7,6,8,7,7,7,14.9,14.5,7,6,3,3,Alto,Alto,Muy interesado,No,No,,,,,,,"No estaba enterado, No contaba con tiempo, No había horarios disponibles acorde a mi tiempo libre, Miedo y vergüenza",2,Presenciales,"Redes sociales, Correo Institucional, Volantes en la universidad"
2/05/2023 11:59:01,Femenino,INGENIERÍA ELECTRÓNICA,2do ciclo,6,6,5,5,4,5,18.05,17.37,6,6,5,4,Medio,Medio,Poco interesado,Si,No,,,,,,,"No contaba con tiempo, No había horarios disponibles acorde a mi tiempo libre",1,Presenciales,"Redes sociales, Correo Institucional"
2/05/2023 12:59:05,Masculino,INGENIERÍA CIVIL,4rto ciclo,5,5,6,7,4,4,14,16,3,5,3,5,Medio,Bajo,Muy interesado,Si,Si,3,7,Las agendas de los psicólogos suelen estar llenas,Apoyado,3,Si,,3,Presenciales,"Redes sociales, Correo Institucional, Charlas"
2/05/2023 13:58:24,Masculino,CIENCIA DE LA COMPUTACIÓN,4rto ciclo,5,5,6,6,6,7,17.65,16.34,5,5,3,3,Medio,Alto,Nada interesado,Si,No,,,,,,,No estaba enterado,2,Presenciales,Redes sociales
2/05/2023 13:58:46,Masculino,CIENCIA DE LA COMPUTACIÓN,5to ciclo,3,4,4,2,2,3,14.38,15.98,3,2,1,0,Alto,Muy alto,Muy interesado,No,No,,,,,,,No contaba con tiempo,4 o más,Virtuales,"Redes sociales, Correo Institucional, Volantes en la universidad"
2/05/2023 14:00:08,Femenino,BIOINGENIERÍA,4rto ciclo,5,4,5,7,6,4,13,14,4,4,3,4,Muy alto,Bajo,Muy interesado,Si,Si,1,2,Mala actitud del personal de servicio,Poco apoyado,1,No,,4 o más,Presenciales,"Redes sociales, Volantes en la universidad, Charlas"
2/05/2023 14:00:10,Masculino,CIENCIA DE LA COMPUTACIÓN,5to ciclo,6,6,6,6,7,7,16,16,6,6,3,3,Alto,Alto,Muy interesado,Si,Si,3,4,Las agendas de los psicólogos suelen estar llenas,Muy apoyado,5,Si,,2,Virtuales,Charlas
2/05/2023 14:00:50,Femenino,CIENCIA DE DATOS,2do ciclo,5,6,6,6,5,4,15,14,6,6,4,3,Bajo,Bajo,Muy interesado,Si,Si,2,15,Las agendas de los psicólogos suelen estar llenas,Poco apoyado,4,Si,,2,Virtuales,Correo Institucional
2/05/2023 14:03:02,Femenino,INGENIERÍA AMBIENTAL,5to ciclo,3,4,5,5,5,5,11,12,3,4,3,3,Muy alto,Muy alto,Muy interesado,Si,Si,2,14,Las agendas de los psicólogos suelen estar llenas,Apoyado,4,Si,,3,Virtuales,"Redes sociales, Correo Institucional, Volantes en la universidad, Charlas"
2/05/2023 14:03:03,Masculino,ADMINISTRACIÓN Y NEGOCIOS DIGITALES,2do ciclo,6,6,9,4,6,6,16,14,6,5,5,3,Bajo,Alto,Poco interesado,Si,No,,,,,,,"No contaba con tiempo, Considero que no lo necesito",3,Virtuales,"Correo Institucional, Volantes en la universidad, Charlas"
2/05/2023 14:04:13,Femenino,BIOINGENIERÍA,6to ciclo,7,6,5,6,5,5,18,16.5,7,6,6,6,Alto,Muy alto,Muy interesado,Si,No,,,,,,,Habían problemas con la página web,4 o más,Presenciales,"Redes sociales, Correo Institucional, Volantes en la universidad, Charlas"
2/05/2023 14:04:17,Femenino,INGENIERÍA INDUSTRIAL,4rto ciclo,6,4,5,4,8,5,12,11,6,4,3,5,Alto,Alto,Muy interesado,Si,Si,3,7,"La página Web “Registra tu cita” tiene problemas, Respuestas tardías",Apoyado,3,Si,,2,Presenciales,"Redes sociales, Volantes en la universidad"
2/05/2023 14:04:42,Femenino,BIOINGENIERÍA,6to ciclo,7,7,6,6,7,7,14.5,13.5,6,7,4,3,Medio,Alto,Muy interesado,No,No,,,,,,,No estaba enterado,2,Virtuales,"Redes sociales, Correo Institucional, Charlas"
2/05/2023 14:05:46,Femenino,BIOINGENIERÍA,5to ciclo,6,6,3,5,9,8,16.67,17.87,6,7,3.5,4.,Muy alto,Muy alto,Poco interesado,Si,Si,1,7,"La página Web “Registra tu cita” tiene problemas, Las agendas de los psicólogos suelen estar llenas, Respuestas tardías",Apoyado,4,Si,,4 o más,Presenciales,"Redes sociales, Correo Institucional, Volantes en la universidad"
2/05/2023 14:09:22,Masculino,CIENCIA DE LA COMPUTACIÓN,2do ciclo,6,8,7.5,4.5,4,6,15.8,13.9,6,7,6,4,Medio,Muy alto,Nada interesado,No,No,,,,,,,No estaba enterado,3,Virtuales,"Redes sociales, Charlas"
2/05/2023 14:09:27,Masculino,INGENIERÍA MECATRÓNICA,2do ciclo,7,6,7,4,7,6,14,13,7,6,6,4,Medio,Medio,Poco interesado,No,No,,,,,,,"No estaba enterado, No contaba con tiempo",3,Presenciales,"Redes sociales, Correo Institucional"
2/05/2023 14:11:03,Femenino,INGENIERÍA MECATRÓNICA,3er ciclo,7,6,6,5,5,5,14.9,14.84,7,6,3,3,Alto,Medio,Poco interesado,Si,No,,,,,,,"No contaba con tiempo, Miedo y vergüenza",4 o más,Virtuales,"Redes sociales, Correo Institucional"
2/05/2023 14:12:39,Masculino,INGENIERÍA MECATRÓNICA,3er ciclo,7,6,6,5,7,5,15.05,14.78,7,6,3,1,Alto,Muy alto,Muy interesado,Si,No,,,,,,,"No había horarios disponibles acorde a mi tiempo libre, Miedo y vergüenza",3,Virtuales,"Redes sociales, Correo Institucional, Charlas"
2/05/2023 14:14:02,Masculino,INGENIERÍA MECATRÓNICA,2do ciclo,7,6,8,6,6,6,15.33,12.3,7,6,4,5,Medio,Alto,Nada interesado,Si,No,,,,,,,"No estaba enterado, No contaba con tiempo",3,Virtuales,"Redes sociales, Correo Institucional"
2/05/2023 14:14:10,Masculino,INGENIERÍA MECATRÓNICA,2do ciclo,7,6,7.5,7.5,5,5,15.1,15.64,7,6,5,5,Bajo,Bajo,Nada interesado,No,No,,,,,,,Considero que no lo necesito,4 o más,Virtuales,"Redes sociales, Correo Institucional, Volantes en la universidad"
2/05/2023 14:22:00,Masculino,ADMINISTRACIÓN Y NEGOCIOS DIGITALES,5to ciclo,7,7,6,6,6,6,14.43,15.73,7,7,5,4,Medio,Alto,Nada interesado,Si,No,,,,,,,"No estaba enterado, Considero que no lo necesito",4 o más,Presenciales,"Redes sociales, Correo Institucional"
2/05/2023 14:22:46,Masculino,ADMINISTRACIÓN Y NEGOCIOS DIGITALES,4rto ciclo,6,6,6,7,3,4,15.6,16.5,6,6,3.5,5,Bajo,Medio,Nada interesado,Si,No,,,,,,,No contaba con tiempo,2,Presenciales,"Redes sociales, Correo Institucional, Charlas"
2/05/2023 14:24:15,Masculino,ADMINISTRACIÓN Y NEGOCIOS DIGITALES,5to ciclo,6,6,6,4,4,6,16.25,14.50,6,6,5,5,Alto,Medio,Poco interesado,Si,No,,,,,,,Considero que no lo necesito,4 o más,Presenciales,"Redes sociales, Volantes en la universidad"
2/05/2023 14:29:04,Femenino,INGENIERÍA CIVIL,3er ciclo,6,6,5,4,5,5,15,15,6,6,2,2,Muy alto,Muy alto,Muy interesado,Si,Si,4 o más,1,"La página Web “Registra tu cita” tiene problemas, Las agendas de los psicólogos suelen estar llenas",Apoyado,5,Si,,4 o más,Presenciales,"Correo Institucional, Volantes en la universidad, Charlas"
2/05/2023 14:33:10,Masculino,INGENIERÍA MECATRÓNICA,5to ciclo,5,4,6,7,5,4,11.5,12,3,4,2,4,Alto,Alto,Poco interesado,No,No,,,,,,,No contaba con tiempo,2,Presenciales,"Correo Institucional, Volantes en la universidad"
2/05/2023 14:34:01,Masculino,INGENIERÍA MECATRÓNICA,6to ciclo,7,6,6,7,3,3,15.21,15.1,6,6,5,6,Alto,Alto,Poco interesado,Si,No,,,,,,,No contaba con tiempo,3,Presenciales,"Redes sociales, Correo Institucional, Volantes en la universidad, Charlas"
2/05/2023 14:34:43,Femenino,INGENIERÍA MECATRÓNICA,7mo ciclo,6,6,5,5,8,8,14,15.5,6,6,3,4,Medio,Medio,Nada interesado,Si,No,,,,,,,"Malas referencias, No contaba con tiempo, Considero que no lo necesito",1,Presenciales,"Redes sociales, Volantes en la universidad"
2/05/2023 14:40:35,Femenino,ADMINISTRACIÓN Y NEGOCIOS DIGITALES,2do ciclo,7,6,5,6.5,8,7,13.95,11.40,7,4,4.5,6,Medio,Muy alto,Muy interesado,No,No,,,,,,,No estaba enterado,4 o más,Presenciales,"Redes sociales, Correo Institucional, Volantes en la universidad, Charlas"
2/05/2023 14:40:45,Femenino,INGENIERÍA ELECTRÓNICA,6to ciclo,5,5,7,5,5,6,15,12,5,4,4,3,Medio,Muy alto,Muy interesado,No,No,,,,,,,"No contaba con tiempo, No había horarios disponibles acorde a mi tiempo libre",4 o más,Presenciales,"Redes sociales, Charlas"
2/05/2023 14:41:06,Masculino,INGENIERÍA MECATRÓNICA,9no ciclo,6,5,5,3,4,4,12.3,8.5,2,2,2,2,Muy alto,Medio,Muy interesado,Si,No,,,,,,,"Malas referencias, Miedo y vergüenza",4 o más,Presenciales,"Redes sociales, Correo Institucional, Volantes en la universidad, Charlas"
2/05/2023 14:43:31,Femenino,ADMINISTRACIÓN Y NEGOCIOS DIGITALES,5to ciclo,5,6,7,7,6,7,12.27,12.4,5,5,6,5,Bajo,Medio,Nada interesado,Si,No,,,,,,,"No contaba con tiempo, Me olvidaba",4 o más,Presenciales,"Redes sociales, Correo Institucional, Charlas"
2/05/2023 14:52:07,Masculino,INGENIERÍA QUÍMICA,4rto ciclo,5,6,7,7,4,5,15,14,5,6,4,4,Medio,Alto,Poco interesado,No,No,,,,,,,"No estaba enterado, Considero que no lo necesito",3,Presenciales,"Volantes en la universidad, Charlas"
2/05/2023 14:52:10,Masculino,INGENIERÍA QUÍMICA,4rto ciclo,5,5,5,4,4,4,16.53,15.72,5,5,6,4,Alto,Muy alto,Poco interesado,Si,No,,,,,,,"No estaba enterado, No contaba con tiempo, No había horarios disponibles acorde a mi tiempo libre, Miedo y vergüenza",2,Presenciales,"Redes sociales, Correo Institucional, Volantes en la universidad, Charlas"
2/05/2023 14:53:51,Masculino,INGENIERÍA QUÍMICA,4rto ciclo,6,4,6.5,6,6,5,17.2,16.5,6,4,4,5,Medio,Alto,Muy interesado,Si,Si,2,5,Las agendas de los psicólogos suelen estar llenas,Apoyado,4,Si,,4 o más,Presenciales,"Correo Institucional, Volantes en la universidad"
2/05/2023 14:56:05,Masculino,INGENIERÍA ELECTRÓNICA,7mo ciclo,4,6,5,4,4,3,13.2,13.8,4,4,8,6,Bajo,Bajo,Muy interesado,No,No,,,,,,,"No estaba enterado, Malas referencias, No contaba con tiempo",2,Presenciales,"Redes sociales, Correo Institucional, Volantes en la universidad, Charlas"
2/05/2023 14:58:32,Masculino,INGENIERÍA DE LA ENERGÍA,6to ciclo,5,4,4,4,4,5,12.3,11.7,5,3,2.5,4,Alto,Medio,Nada interesado,Si,No,,,,,,,"No estaba enterado, No había horarios disponibles acorde a mi tiempo libre, Considero que no lo necesito",2,Presenciales,"Redes sociales, Correo Institucional, Charlas"
2/05/2023 15:02:02,Masculino,INGENIERÍA CIVIL,2do ciclo,6,7,6.5,6.5,7,6,13,16,5,7,3.5,2.5,Medio,Bajo,Poco interesado,Si,Si,1,3,La página Web “Registra tu cita” tiene problemas,Muy apoyado,5,Si,,4 o más,Presenciales,"Redes sociales, Charlas"
2/05/2023 15:02:14,Masculino,INGENIERÍA CIVIL,6to ciclo,7,8,8,6,6,8,14.5,15,7,8,2,1,Medio,Alto,Poco interesado,No,No,,,,,,,No estaba enterado,2,Presenciales,Volantes en la universidad
2/05/2023 15:06:08,Masculino,INGENIERÍA ELECTRÓNICA,5to ciclo,6,4,9,9,7,5,16.3,16.5,6,4,4,6,Medio,Medio,Nada interesado,No,No,,,,,,,Considero que no lo necesito,2,Presenciales,"Redes sociales, Correo Institucional, Volantes en la universidad, Charlas"
2/05/2023 15:15:42,Masculino,INGENIERÍA MECATRÓNICA,7mo ciclo,6,6,6,6,5,5,13.4,14.3,6,5,3,3,Medio,Alto,Nada interesado,No,No,,,,,,,"No estaba enterado, Malas referencias, No contaba con tiempo, Considero que no lo necesito",2,Presenciales,"Redes sociales, Correo Institucional, Volantes en la universidad, Charlas"
2/05/2023 15:15:51,Masculino,INGENIERÍA MECATRÓNICA,8vo ciclo,6,5,6,6,6,8,13,14,6,6,4,5,Alto,Alto,Poco interesado,No,Si,1,1,La página Web “Registra tu cita” tiene problemas,Apoyado,4,Si,,3,Virtuales,Redes sociales
2/05/2023 15:16:07,Masculino,INGENIERÍA MECATRÓNICA,7mo ciclo,5,6,5,6,4,5,14,13,5,6,1,1,Medio,Alto,Poco interesado,Si,No,,,,,,,No contaba con tiempo,1,Presenciales,"Redes sociales, Volantes en la universidad"
2/05/2023 15:18:47,Masculino,INGENIERÍA MECÁNICA,4rto ciclo,6,6,6,6,6,6,15,15.4,6,6,5,6,Alto,Alto,Poco interesado,Si,No,,,,,,,"No contaba con tiempo, No había horarios disponibles acorde a mi tiempo libre",4 o más,Presenciales,"Redes sociales, Correo Institucional"
2/05/2023 16:06:44,Masculino,INGENIERÍA CIVIL,6to ciclo,8,7,5,7,7,7,14.7,14.56,8,7,4,4,Medio,Medio,Poco interesado,No,No,,,,,,,No había horarios disponibles acorde a mi tiempo libre,3,Presenciales,"Volantes en la universidad, Charlas"
2/05/2023 16:20:03,Masculino,INGENIERÍA CIVIL,5to ciclo,7,7,2,1,8,8,15.55,15.40,7,7,2,2,Muy alto,Alto,Poco interesado,Si,No,,,,,,,No contaba con tiempo,2,Presenciales,"Redes sociales, Correo Institucional, Charlas"
2/05/2023 16:23:31,Masculino,INGENIERÍA QUÍMICA,5to ciclo,4,5,7,6,5,6,16,15,4,3,4,3,Bajo,Alto,Poco interesado,Si,No,,,,,,,"No había horarios disponibles acorde a mi tiempo libre, Miedo y vergüenza",4 o más,Presenciales,Correo Institucional
2/05/2023 16:25:37,Masculino,INGENIERÍA CIVIL,3er ciclo,6,6,6.8,6,5,5,15.56,12.9,6,5,2,3.5,Medio,Medio,Nada interesado,Si,No,,,,,,,Considero que no lo necesito,1,Presenciales,"Redes sociales, Correo Institucional, Volantes en la universidad, Charlas"
2/05/2023 16:25:51,Masculino,INGENIERÍA INDUSTRIAL,4rto ciclo,6,5,5.5,7,5,4,14.8,15.6,6,5,3.5,4.5,Alto,Medio,Muy interesado,No,No,,,,,,,"No estaba enterado, Miedo y vergüenza",3,Presenciales,"Correo Institucional, Volantes en la universidad"
2/05/2023 16:26:38,Femenino,INGENIERÍA INDUSTRIAL,4rto ciclo,6,5,6,7,5,5,14.48,14.3,6,5,3,4,Medio,Alto,Muy interesado,No,No,,,,,,,No estaba enterado,2,Presenciales,"Redes sociales, Correo Institucional, Volantes en la universidad"
2/05/2023 16:27:30,Masculino,INGENIERÍA INDUSTRIAL,5to ciclo,7,6,7,6,5,6,15,14.92,7,6,6,4,Medio,Medio,Poco interesado,Si,No,,,,,,,"No contaba con tiempo, No había horarios disponibles acorde a mi tiempo libre",3,Presenciales,"Redes sociales, Correo Institucional, Charlas"
2/05/2023 16:27:33,Femenino,BIOINGENIERÍA,3er ciclo,6,5,5,5,7,6,14,14,5,4,5,5,Alto,Alto,Nada interesado,Si,No,,,,,,,No contaba con tiempo,3,Presenciales,"Redes sociales, Correo Institucional, Volantes en la universidad"
2/05/2023 16:27:52,Masculino,INGENIERÍA CIVIL,3er ciclo,6,6,6.8,6,5,5,15.56,12.63,6,5,2,3.5,Medio,Medio,Nada interesado,No,No,,,,,,,Considero que no lo necesito,1,Presenciales,"Redes sociales, Correo Institucional, Volantes en la universidad, Charlas"
2/05/2023 16:29:00,Masculino,INGENIERÍA INDUSTRIAL,4rto ciclo,5,6,7,7,5,4,12.05,12.571,4,5,3,3,Alto,Medio,Poco interesado,Si,No,,,,,,,Considero que no lo necesito,4 o más,Virtuales,"Redes sociales, Correo Institucional, Volantes en la universidad, Charlas"
2/05/2023 16:29:38,Femenino,INGENIERÍA QUÍMICA,4rto ciclo,4,5,6.5,6.5,5,6,15.5,14.8,4,5,4,3.5,Medio,Medio,Poco interesado,Si,No,,,,,,,No contaba con tiempo,2,Presenciales,"Redes sociales, Correo Institucional"
2/05/2023 16:35:32,Masculino,INGENIERÍA MECÁNICA,6to ciclo,6,5,5,5,7,6,14,13,6,6,3,4,Medio,Medio,Nada interesado,Si,No,,,,,,,"No estaba enterado, No contaba con tiempo",4 o más,Presenciales,"Redes sociales, Correo Institucional, Volantes en la universidad"
2/05/2023 17:14:49,Masculino,INGENIERÍA MECATRÓNICA,4rto ciclo,6,4,5,6,4,2,16.4,16.1,5,4,4,4,Muy alto,Medio,Muy interesado,Si,No,,,,,,,"No contaba con tiempo, No había horarios disponibles acorde a mi tiempo libre, Miedo y vergüenza",2,Presenciales,"Redes sociales, Correo Institucional, Volantes en la universidad, Charlas"
2/05/2023 17:15:26,Otros,INGENIERÍA MECATRÓNICA,5to ciclo,6,5,6,7,5,4,16.7,16.9,6,5,5,5,Medio,Bajo,Nada interesado,Si,No,,,,,,,Considero que no lo necesito,2,Presenciales,"Redes sociales, Correo Institucional"
2/05/2023 17:15:40,Masculino,INGENIERÍA MECATRÓNICA,4rto ciclo,6,4,6,8,5,4,15.2,15.6,5,4,3,5,Muy alto,Medio,Poco interesado,No,No,,,,,,,No estaba enterado,2,Virtuales,"Redes sociales, Correo Institucional, Volantes en la universidad, Charlas"
2/05/2023 17:16:25,Masculino,INGENIERÍA MECATRÓNICA,4rto ciclo,6,5,6,7,5,4,16.5,17.1,6,5,3,4,Medio,Bajo,Poco interesado,Si,No,,,,,,,Considero que no lo necesito,3,Presenciales,"Redes sociales, Volantes en la universidad"
2/05/2023 17:50:20,Femenino,INGENIERÍA INDUSTRIAL,3er ciclo,6,6,7,7,4,5,15.63,16.59,6,6,5,3,Bajo,Medio,Nada interesado,Si,No,,,,,,,"No contaba con tiempo, Miedo y vergüenza",3,Presenciales,"Redes sociales, Correo Institucional, Volantes en la universidad, Charlas"
2/05/2023 20:09:09,Masculino,INGENIERÍA INDUSTRIAL,3er ciclo,6,6,5.5,6,5,6,14.85,14.55,6,6,3,3,Alto,Alto,Muy interesado,Si,No,,,,,,,"No contaba con tiempo, No había horarios disponibles acorde a mi tiempo libre, Miedo y vergüenza, Considero que no lo necesito",4 o más,Presenciales,"Redes sociales, Correo Institucional, Volantes en la universidad"
3/05/2023 16:12:30,Masculino,INGENIERÍA CIVIL,4rto ciclo,6,6,6,5,6,5,15,15,6,6,3,3,Medio,Medio,Poco interesado,Si,Si,2,3,Las agendas de los psicólogos suelen estar llenas,Apoyado,4,Si,,3,Virtuales,Volantes en la universidad
3/05/2023 16:16:23,Femenino,CIENCIA DE LA COMPUTACIÓN,2do ciclo,6,5,6,6,6,8,14.63,14.75,6,5,4,5,Medio,Alto,Poco interesado,Si,No,,,,,,,"No contaba con tiempo, No había horarios disponibles acorde a mi tiempo libre",3,Virtuales,"Redes sociales, Correo Institucional, Volantes en la universidad, Charlas"
3/05/2023 16:20:10,Femenino,BIOINGENIERÍA,3er ciclo,6,6,5,5,6,6,15.5,15.4,6,6,2,2,Muy alto,Muy alto,Muy interesado,Si,No,,,,,,,No contaba con tiempo,4 o más,Presenciales,"Redes sociales, Correo Institucional, Volantes en la universidad, Charlas"
3/05/2023 17:01:42,Femenino,INGENIERÍA INDUSTRIAL,4rto ciclo,6,6,6,6,4,5,13,13,5,5,6,6,Alto,Alto,Muy interesado,No,No,,,,,,,"No estaba enterado, No contaba con tiempo",2,Presenciales,"Redes sociales, Correo Institucional, Charlas"
3/05/2023 17:32:15,Femenino,BIOINGENIERÍA,2do ciclo,6,7,8,7,8,8,17.64,18.56,6,7,4,4,Alto,Alto,Poco interesado,Si,No,,,,,,,"No contaba con tiempo, No había horarios disponibles acorde a mi tiempo libre",2,Virtuales,Correo Institucional
3/05/2023 17:32:39,Masculino,INGENIERÍA CIVIL,4rto ciclo,6,5,4,4,6,5,15,15,6,5,5,6,Medio,Medio,Poco interesado,No,Si,3,5,Las agendas de los psicólogos suelen estar llenas,Poco apoyado,3,No,,3,Presenciales,Redes sociales
3/05/2023 17:44:17,Femenino,INGENIERÍA INDUSTRIAL,4rto ciclo,5,5,6.5,7,5,6,14.6,16,4,5,3,2,Medio,Medio,Muy interesado,Si,Si,3,1,La página Web “Registra tu cita” tiene problemas,Apoyado,3,Si,,3,Presenciales,"Redes sociales, Correo Institucional, Volantes en la universidad"
3/05/2023 17:47:20,Masculino,INGENIERÍA CIVIL,4rto ciclo,7,6,5.3,6.3,6,3,12.56,14.89,7,6,3.9,5.9,Alto,Alto,Poco interesado,No,No,,,,,,,No estaba enterado,4 o más,Presenciales,Charlas
3/05/2023 17:47:53,Femenino,INGENIERÍA AMBIENTAL,3er ciclo,6,5,5.5,5.5,6,6,15.40,15.36,5,5,5,5,Medio,Alto,Muy interesado,Si,Si,1,5,Respuestas tardías,Poco apoyado,3,Si,,3,Presenciales,"Redes sociales, Correo Institucional, Volantes en la universidad"
3/05/2023 17:48:08,Masculino,INGENIERÍA MECATRÓNICA,3er ciclo,6,6,5,6,5,7,17.95,18.9,6,6,4,4,Medio,Muy alto,Nada interesado,No,No,,,,,,,No estaba enterado,2,Presenciales,"Redes sociales, Correo Institucional, Volantes en la universidad"
3/05/2023 17:50:32,Femenino,INGENIERÍA INDUSTRIAL,4rto ciclo,6,5,5,8,7,7,14.67,14.67,7,5,4.5,5,Alto,Alto,Muy interesado,Si,Si,2,2,Mala actitud del personal de servicio,Nada apoyado,5,No,,4 o más,Presenciales,"Redes sociales, Correo Institucional"
3/05/2023 18:01:06,Otros,CIENCIA DE DATOS,7mo ciclo,8,5,6.5,6.5,6,5,14.45,15.86,5,5,4,6,Alto,Alto,Nada interesado,Si,Si,3,5,"La página Web “Registra tu cita” tiene problemas, Las agendas de los psicólogos suelen estar llenas, Respuestas tardías",Poco apoyado,5,Si,,3,Virtuales,"Redes sociales, Correo Institucional, Volantes en la universidad, Charlas"
3/05/2023 18:08:10,Masculino,CIENCIA DE LA COMPUTACIÓN,4rto ciclo,6,6,6,6,7,5,15,15,6,6,3,3.5,Alto,Medio,Muy interesado,Si,Si,4 o más,5,Las agendas de los psicólogos suelen estar llenas,Poco apoyado,4,Si,,3,Virtuales,Charlas
3/05/2023 18:11:05,Femenino,BIOINGENIERÍA,4rto ciclo,5,5,6,5,6,5,12.54,11.83,4,4,3.5,3,Medio,Alto,Poco interesado,No,Si,1,42,"Las agendas de los psicólogos suelen estar llenas, Respuestas tardías, Mala actitud del personal de servicio",Nada apoyado,2,No,,4 o más,Presenciales,"Redes sociales, Correo Institucional, Charlas"
3/05/2023 18:42:58,Femenino,INGENIERÍA INDUSTRIAL,3er ciclo,6,6,5,5,5,5,16,15.02,6,6,2,3,Alto,Alto,Muy interesado,Si,No,,,,,,,"No estaba enterado, No contaba con tiempo",3,Presenciales,"Redes sociales, Correo Institucional, Charlas"
3/05/2023 18:43:24,Femenino,INGENIERÍA INDUSTRIAL,3er ciclo,6,6,7,7,5,6,15,13.97,6,4,2,3,Bajo,Medio,Muy interesado,No,No,,,,,,,"No estaba enterado, Miedo y vergüenza",2,Presenciales,"Redes sociales, Charlas"
3/05/2023 18:43:39,Masculino,INGENIERÍA MECÁNICA,3er ciclo,7,5,5,7,8,5,10,13,2,5,3.5,7,Muy alto,Medio,Muy interesado,No,No,,,,,,,"No estaba enterado, No contaba con tiempo, Considero que no lo necesito",2,Presenciales,"Redes sociales, Correo Institucional, Volantes en la universidad"
3/05/2023 18:47:16,Masculino,ADMINISTRACIÓN Y NEGOCIOS DIGITALES,3er ciclo,7,6,6,5,4,5,14.35,12.34,7,6,3,2,Alto,Muy alto,Muy interesado,Si,No,,,,,,,No había horarios disponibles acorde a mi tiempo libre,4 o más,Virtuales,"Correo Institucional, Volantes en la universidad"
3/05/2023 18:49:09,Femenino,INGENIERÍA MECATRÓNICA,3er ciclo,7,6,5,7,7,6,15.78,14.35,5,6,3,5,Alto,Alto,Poco interesado,Si,No,,,,,,,"No contaba con tiempo, Considero que no lo necesito",2,Presenciales,"Redes sociales, Charlas"
3/05/2023 18:49:31,Masculino,BIOINGENIERÍA,5to ciclo,6,5,6,6,5,5,15,11.2,4,3,5,5,Medio,Medio,Nada interesado,Si,No,,,,,,,"No contaba con tiempo, Considero que no lo necesito",4 o más,Presenciales,"Redes sociales, Volantes en la universidad"
3/05/2023 18:53:10,Masculino,INGENIERÍA MECATRÓNICA,3er ciclo,5,5,5,5,4,5,10,13,4,4,4,4,Muy alto,Muy alto,Nada interesado,No,No,,,,,,,No estaba enterado,3,Presenciales,"Redes sociales, Correo Institucional, Volantes en la universidad, Charlas"
3/05/2023 18:53:14,Masculino,INGENIERÍA INDUSTRIAL,5to ciclo,6,6,3,5,4,4,14.23,14.57,6,6,5,5,Muy alto,Muy alto,Poco interesado,No,No,,,,,,,"No estaba enterado, No contaba con tiempo",4 o más,Presenciales,Charlas
3/05/2023 18:53:40,Femenino,INGENIERÍA INDUSTRIAL,4rto ciclo,6,6,6,6,5,6,16.5,17,6,6,3,2,Alto,Alto,Poco interesado,Si,No,,,,,,,"No contaba con tiempo, No había horarios disponibles acorde a mi tiempo libre",1,Presenciales,Correo Institucional
