FECHA,HORA,REGION,MODALIDAD,FALLECIDOS,HERIDOS
20200718,09:30,ANCASH,DESPISTE,0,1
20200718,17:30,AREQUIPA,CHOQUE,0,0
20200719,18:20,LIMA,DESPISTE,0,2
20200719,10:20,LIMA,DESPISTE,0,0
20200719,20:00,LIMA,CHOQUE,0,2
20200719,12:50,LIMA,CHOQUE,0,2
20200719,23:10,LA LIBERTAD,ATROPELLO,0,0
20200720,17:00,LIMA,DESPISTE,0,0
20200720,22:40,LIMA,ESPECIAL,0,0
20200720,11:10,LIMA,DESPISTE,0,0
20200720,04:30,LIMA,DESPISTE,0,0
20200720,04:50,ANCASH,CHOQUE,0,0
20200720,20:10,ICA,CHOQUE,0,1
20200720,15:30,PUNO,CHOQUE,1,4
20200720,18:55,AREQUIPA,CHOQUE,0,0
20200720,19:20,PUNO,DESPISTE,1,0
20200721,06:50,LIMA,CHOQUE,1,1
20200721,10:20,JUNIN,CHOQUE,0,1
20200721,01:15,ANCASH,DESPISTE,0,0
20200721,08:35,AREQUIPA,DESPISTE,0,1
20200721,11:45,AREQUIPA,ATROPELLO,1,0
20200721,00:30,PUNO,DESPISTE,0,0
20200722,13:40,JUNIN,DESPISTE,0,0
20200722,02:00,LIMA,CHOQUE,0,0
20200722,08:00,PUNO,DESPISTE,0,0
20200722,19:00,PUNO,DESPISTE,0,0
20200722,10:30,AREQUIPA,DESPISTE,0,2
20200722,10:20,AREQUIPA,VOLCADURA,0,2
20200723,03:10,AREQUIPA,DESPISTE,0,0
20200723,17:25,JUNIN,DESPISTE,0,0
20200723,15:30,AREQUIPA,DESPISTE,0,0
20200723,20:00,LAMBAYEQUE,DESPISTE,0,0
20200723,16:20,JUNIN,CHOQUE,0,2
20200723,19:50,JUNIN,DESPISTE,1,2
20200723,09:40,PUNO,DESPISTE,0,0
20200723,21:30,PUNO,DESPISTE,0,0
20200723,19:30,ICA,CHOQUE,0,2
20200723,08:50,ANCASH,DESPISTE,0,1
20200723,03:50,ICA,CHOQUE,3,1
20200723,15:00,AREQUIPA,CHOQUE,0,2
20200723,18:00,PUNO,DESPISTE,0,0
20200724,19:45,JUNIN,DESPISTE,0,3
20200724,19:30,LAMBAYEQUE,DESPISTE,1,0
20200724,16:40,PIURA,DESPISTE,0,0
20200724,20:55,LIMA,CHOQUE,0,2
20200724,21:30,PIURA,CHOQUE,0,2
20200724,05:30,LA LIBERTAD,ESPECIAL,0,0
20200724,07:24,AREQUIPA,DESPISTE,1,0
20200724,13:30,AREQUIPA,DESPISTE,0,0
20200724,21:30,PIURA,DESPISTE,0,3
20200725,21:00,JUNIN,CHOQUE,0,0
20200725,12:00,LIMA,CHOQUE,0,4
20200725,13:20,LIMA,CHOQUE,1,3
20200725,19:00,PUNO,CHOQUE,0,0
20200725,13:50,AREQUIPA,DESPISTE,0,0
20200725,01:20,AREQUIPA,DESPISTE,0,1
20200725,07:30,AREQUIPA,DESPISTE,0,1
20200725,20:30,AREQUIPA,ATROPELLO,0,0
20200726,13:20,LIMA,CHOQUE,1,0
20200726,03:30,PIURA,DESPISTE,0,1
20200726,03:30,ICA,DESPISTE,1,1
20200726,17:00,LA LIBERTAD,DESPISTE,11,2
20200726,02:55,LAMBAYEQUE,DESPISTE,1,2
20200726,20:20,JUNIN,DESPISTE,0,0
20200726,03:40,LIMA,DESPISTE,0,2
20200726,06:00,ANCASH,CHOQUE,0,1
20200726,20:18,ICA,DESPISTE,0,0
20200726,14:30,PIURA,CHOQUE,0,1
20200726,19:30,PIURA,DESPISTE,0,2
20200726,21:00,PIURA,DESPISTE,0,2
20200727,06:50,LIMA,DESPISTE,1,0
20200727,19:15,AREQUIPA,DESPISTE,0,3
20200727,07:45,JUNIN,DESPISTE,0,1
20200727,21:30,JUNIN,CHOQUE,0,1
20200727,19:00,PIURA,CHOQUE,0,0
20200727,06:50,PUNO,CHOQUE,0,2
20200727,17:30,PUNO,CHOQUE,0,3
20200727,15:00,LA LIBERTAD,ESPECIAL,0,2
20200727,21:00,LA LIBERTAD,CHOQUE,1,1
20200727,22:30,PIURA,CHOQUE,0,2
20200728,18:40,JUNIN,DESPISTE,0,0
20200728,10:20,MOQUEGUA,DESPISTE,0,0
20200728,06:10,JUNIN,DESPISTE,0,0
20200728,05:30,JUNIN,CHOQUE,0,0
20200728,14:15,LAMBAYEQUE,CHOQUE,1,2
20200729,04:40,LAMBAYEQUE,DESPISTE,0,2
20200729,05:30,JUNIN,DESPISTE,0,1
20200729,15:50,LAMBAYEQUE,CHOQUE,0,2
20200729,07:10,ICA,CHOQUE,0,1
20200729,22:30,ANCASH,DESPISTE,0,1
20200730,16:40,JUNIN,CHOQUE,0,0
20200730,19:30,AREQUIPA,DESPISTE,0,1
20200730,23:15,AREQUIPA,DESPISTE,0,0
20200730,04:15,LIMA,CHOQUE,0,0
20200730,20:00,LIMA,CHOQUE,0,1
20200730,17:15,JUNIN,CHOQUE,0,2
20200730,03:40,JUNIN,CHOQUE,0,0
20200730,11:50,ANCASH,DESPISTE,0,0
20200730,19:20,JUNIN,CHOQUE,0,0
20200730,07:30,ANCASH,DESPISTE,0,1
20200730,21:15,ANCASH,ESPECIAL,0,5
20200730,10:00,LAMBAYEQUE,DESPISTE,0,2
20200731,14:00,LAMBAYEQUE,DESPISTE,0,0
20200731,22:30,JUNIN,DESPISTE,0,3
20200731,09:00,LIMA,DESPISTE,0,1
20200731,07:00,PUNO,DESPISTE,0,0
20200731,04:35,LA LIBERTAD,DESPISTE,0,1
20200801,08:30,PUNO,DESPISTE,0,1
20200801,21:30,PIURA,CHOQUE,0,1
20200801,15:00,LIMA,DESPISTE,0,1
20200801,02:45,LIMA,CHOQUE,0,1
20200801,03:30,LAMBAYEQUE,DESPISTE,0,0
20200801,12:50,PUNO,DESPISTE,1,1
20200803,07:00,LIMA,DESPISTE,0,0
20200803,22:00,JUNIN,DESPISTE,0,0
20200803,16:50,JUNIN,CHOQUE,0,0
20200803,15:30,PUNO,DESPISTE,0,3
20200804,08:50,LIMA,ESPECIAL,0,0
20200804,08:10,LIMA,CHOQUE,0,0
20200804,16:30,ANCASH,DESPISTE,0,0
20200804,21:00,JUNIN,DESPISTE,0,1
20200804,15:10,JUNIN,CHOQUE,0,1
20200804,23:40,ANCASH,CHOQUE,0,2
20200804,06:50,LA LIBERTAD,CHOQUE,0,0
20200804,11:50,AREQUIPA,DESPISTE,0,4
20200804,05:00,AREQUIPA,DESPISTE,0,4
20200805,12:49,PIURA,CHOQUE,0,2
20200805,10:45,JUNIN,DESPISTE,0,0
20200805,19:40,LIMA,CHOQUE,1,0
20200805,09:30,PUNO,CHOQUE,1,1
20200806,21:30,PIURA,DESPISTE,0,1
20200806,10:00,PUNO,DESPISTE,0,2
20200806,21:00,LIMA,CHOQUE,0,2
20200806,04:45,ANCASH,CHOQUE,0,0
20200806,15:05,ICA,CHOQUE,0,0
20200806,18:56,ICA,CHOQUE,0,1
20200806,07:30,ICA,CHOQUE,0,0
20200807,09:00,AREQUIPA,CHOQUE,0,2
20200807,15:00,JUNIN,DESPISTE,0,0
20200807,09:00,LIMA,DESPISTE,0,0
20200807,04:30,LIMA,DESPISTE,0,0
20200807,01:15,PUNO,CHOQUE,0,2
20200807,06:45,ANCASH,CHOQUE,0,0
20200807,09:00,LA LIBERTAD,ESPECIAL,0,0
20200807,06:30,LA LIBERTAD,CHOQUE,0,10
20200808,03:55,PIURA,DESPISTE,0,2
20200808,18:30,LIMA,CHOQUE,0,1
20200808,19:40,LIMA,ATROPELLO,1,0
20200808,16:10,JUNIN,DESPISTE,0,2
20200808,05:00,LIMA,DESPISTE,0,2
20200808,14:00,LIMA,CHOQUE,0,1
20200808,07:02,PIURA,CHOQUE,0,3
20200808,03:52,LA LIBERTAD,CHOQUE,1,0
20200808,16:40,AREQUIPA,DESPISTE,0,0
20200809,08:50,ANCASH,DESPISTE,0,0
20200809,06:30,ANCASH,VOLCADURA,0,0
20200809,08:30,AREQUIPA,ESPECIAL,0,0
20200809,17:50,LIMA,DESPISTE,0,6
20200809,06:00,AREQUIPA,DESPISTE,0,0
20200809,14:29,ICA,DESPISTE,0,0
20200809,08:50,ANCASH,CHOQUE,0,2
20200809,09:30,ICA,DESPISTE,0,1
20200809,11:15,LA LIBERTAD,CHOQUE,0,2
20200809,23:08,PIURA,CHOQUE,1,0
20200810,22:40,JUNIN,DESPISTE,0,0
20200810,08:30,LIMA,DESPISTE,0,4
20200810,07:00,LIMA,DESPISTE,0,3
20200810,07:10,LIMA,DESPISTE,0,1
20200810,06:10,LIMA,DESPISTE,0,0
20200810,22:30,JUNIN,CHOQUE,0,1
20200810,07:50,PUNO,DESPISTE,0,0
20200810,19:10,ANCASH,CHOQUE,0,2
20200810,06:00,ANCASH,CHOQUE,0,0
20200810,01:30,PIURA,CHOQUE,0,1
20200811,11:40,PIURA,DESPISTE,0,2
20200811,17:45,LAMBAYEQUE,DESPISTE,0,0
20200811,02:30,LIMA,DESPISTE,0,0
20200811,18:20,LIMA,DESPISTE,0,0
20200811,00:40,PUNO,DESPISTE,0,0
20200812,04:40,LIMA,DESPISTE,0,3
20200812,19:00,LIMA,ATROPELLO,1,0
20200812,20:50,LIMA,CHOQUE,0,0
20200812,14:50,JUNIN,DESPISTE,0,3
20200812,00:45,ANCASH,CHOQUE,0,1
20200812,08:00,AREQUIPA,CHOQUE,0,3
20200812,08:15,PIURA,CHOQUE,0,1
20200813,10:00,LIMA,DESPISTE,0,1
20200813,06:30,JUNIN,CHOQUE,0,0
20200813,03:00,AREQUIPA,DESPISTE,0,4
20200813,12:30,PUNO,DESPISTE,0,0
20200813,09:00,ANCASH,DESPISTE,0,0
20200813,21:50,AREQUIPA,DESPISTE,0,0
20200813,20:55,LA LIBERTAD,CHOQUE,0,1
20200814,10:30,PIURA,CHOQUE,0,1
20200814,10:30,LIMA,CHOQUE,0,0
20200814,14:50,LIMA,DESPISTE,0,0
20200814,23:30,LIMA,ATROPELLO,0,1
20200814,19:40,LIMA,CHOQUE,0,1
20200814,18:50,ICA,CHOQUE,6,7
20200814,05:20,ANCASH,DESPISTE,0,1
20200814,16:00,LAMBAYEQUE,DESPISTE,0,1
20200815,05:50,LIMA,ESPECIAL,0,0
20200815,06:00,LIMA,CHOQUE,0,1
20200815,09:30,LIMA,CHOQUE,0,0
20200815,13:00,PUNO,DESPISTE,0,1
20200816,21:30,JUNIN,DESPISTE,0,1
20200816,05:10,LIMA,DESPISTE,0,2
20200816,15:20,PUNO,DESPISTE,0,4
20200816,19:00,ICA,CHOQUE,1,0
20200816,15:10,ANCASH,VOLCADURA,0,0
20200816,02:00,LA LIBERTAD,CHOQUE,3,1
20200816,23:15,PIURA,CHOQUE,1,0
20200816,01:40,LA LIBERTAD,CHOQUE,0,0
20200817,22:32,LIMA,CHOQUE,0,0
20200817,18:00,PIURA,DESPISTE,0,0
20200817,00:30,LIMA,CHOQUE,0,0
20200817,12:20,LIMA,DESPISTE,0,0
20200817,20:10,LIMA,CHOQUE,1,1
20200817,22:30,ANCASH,DESPISTE,0,0
20200817,16:00,AREQUIPA,CHOQUE,0,1
20200818,18:50,JUNIN,CHOQUE,0,0
20200818,17:20,LAMBAYEQUE,CHOQUE,0,0
20200818,07:45,JUNIN,DESPISTE,0,0
20200818,08:20,JUNIN,DESPISTE,0,1
20200818,16:30,LAMBAYEQUE,CHOQUE,0,1
20200818,20:00,LIMA,CHOQUE,1,1
20200819,13:39,LIMA,ESPECIAL,0,0
20200819,10:30,LIMA,ATROPELLO,1,0
20200819,05:30,JUNIN,CHOQUE,2,0
20200819,01:30,LIMA,DESPISTE,0,0
20200819,07:30,AREQUIPA,DESPISTE,0,0
20200819,07:00,PUNO,DESPISTE,1,0
20200819,07:30,ANCASH,DESPISTE,0,1
20200819,16:10,LA LIBERTAD,CHOQUE,0,1
20200820,12:00,PUNO,DESPISTE,0,1
20200820,08:30,AREQUIPA,CHOQUE,2,0
20200820,08:30,AREQUIPA,DESPISTE,0,1
20200820,20:20,PIURA,CHOQUE,0,1
20200820,04:50,LAMBAYEQUE,CHOQUE,0,2
20200820,23:30,ICA,CHOQUE,0,0
20200820,21:10,ANCASH,CHOQUE,0,1
20200820,20:00,LA LIBERTAD,CHOQUE,0,1
20200821,12:30,ICA,DESPISTE,1,1
20200821,08:00,JUNIN,DESPISTE,0,1
20200821,21:00,LIMA,VOLCADURA,0,0
20200821,12:25,LIMA,DESPISTE,1,2
20200821,19:00,LIMA,DESPISTE,0,3
20200821,05:00,ANCASH,DESPISTE,0,1
20200821,12:45,LIMA,CHOQUE,0,0
20200821,03:00,ANCASH,DESPISTE,0,1
20200821,15:40,PIURA,CHOQUE,1,1
20200821,21:55,PIURA,ATROPELLO,1,0
20200821,17:00,PUNO,ATROPELLO,0,1
20200822,06:30,AREQUIPA,CHOQUE,0,1
20200822,16:30,LIMA,CHOQUE,0,1
20200822,10:00,LIMA,CHOQUE,0,0
20200822,16:30,LAMBAYEQUE,DESPISTE,0,12
20200822,22:02,LAMBAYEQUE,DESPISTE,0,1
20200822,14:00,JUNIN,DESPISTE,0,0
20200822,13:45,LIMA,DESPISTE,0,0
20200822,23:55,AREQUIPA,ESPECIAL,0,0
20200823,05:40,LIMA,CHOQUE,0,2
20200823,07:20,LIMA,CHOQUE,0,1
20200823,17:30,PIURA,CHOQUE,0,2
20200824,19:20,JUNIN,CHOQUE,0,0
20200824,12:10,LIMA,DESPISTE,0,0
20200824,19:40,PUNO,DESPISTE,0,3
20200824,07:45,LA LIBERTAD,ATROPELLO,0,1
20200824,09:00,AREQUIPA,DESPISTE,0,1
20200825,16:00,LA LIBERTAD,CHOQUE,0,4
20200825,06:34,PIURA,DESPISTE,0,1
20200825,22:15,LIMA,CHOQUE,0,1
20200825,09:30,PUNO,CHOQUE,0,2
20200825,07:30,ANCASH,DESPISTE,0,0
20200825,20:40,ANCASH,CHOQUE,0,1
20200825,23:00,ICA,DESPISTE,1,1
20200825,18:00,LA LIBERTAD,CHOQUE,0,0
20200826,21:00,AREQUIPA,CHOQUE,0,0
20200826,08:20,JUNIN,DESPISTE,0,0
20200826,00:35,PIURA,DESPISTE,1,0
20200826,22:45,LIMA,DESPISTE,0,0
20200826,22:00,LIMA,DESPISTE,0,0
20200826,10:30,ANCASH,ATROPELLO,0,2
20200826,10:20,LIMA,DESPISTE,0,1
20200826,05:00,LIMA,ESPECIAL,0,0
20200826,16:40,JUNIN,CHOQUE,0,4
20200826,22:00,ICA,ATROPELLO,0,1
20200826,08:55,PIURA,DESPISTE,1,1
20200826,18:55,AREQUIPA,CHOQUE,0,1
20200826,22:50,AREQUIPA,CHOQUE,0,2
20200827,05:45,JUNIN,DESPISTE,0,0
20200827,06:05,JUNIN,CHOQUE,0,0
20200827,09:40,LIMA,DESPISTE,0,0
20200827,06:22,ANCASH,CHOQUE,0,0
20200827,05:00,ICA,CHOQUE,0,0
20200828,08:00,LIMA,CHOQUE,0,1
20200828,19:40,LA LIBERTAD,CHOQUE,2,6
20200828,17:50,PUNO,DESPISTE,0,1
20200828,04:25,ICA,CHOQUE,0,0
20200828,21:15,AREQUIPA,CHOQUE,1,0
20200829,08:10,LIMA,CHOQUE,0,0
20200829,06:30,JUNIN,CHOQUE,0,1
20200829,12:00,JUNIN,CHOQUE,0,3
20200829,17:45,LIMA,ATROPELLO,0,1
20200829,09:00,AREQUIPA,CHOQUE,0,0
20200829,16:45,AREQUIPA,CHOQUE,0,0
20200829,06:10,PIURA,CHOQUE,1,0
20200830,23:00,LIMA,CHOQUE,0,0
20200831,17:30,PUNO,CHOQUE,0,1
20200831,06:10,LIMA,CHOQUE,0,0
20200831,12:40,LIMA,CHOQUE,0,0
20200831,01:30,LIMA,DESPISTE,0,0
20200831,12:30,LIMA,DESPISTE,0,0
20200831,17:30,JUNIN,DESPISTE,0,1
20200831,21:00,LA LIBERTAD,DESPISTE,0,2
20200901,23:15,LIMA,CHOQUE,0,0
20200901,22:30,LIMA,CHOQUE,0,0
20200901,00:30,LIMA,DESPISTE,0,0
20200901,00:30,LIMA,DESPISTE,0,1
20200901,21:00,LAMBAYEQUE,CHOQUE,0,1
20200901,07:40,ANCASH,DESPISTE,0,2
20200901,08:10,ANCASH,DESPISTE,0,0
20200901,18:00,ICA,CHOQUE,0,1
20200901,17:20,LA LIBERTAD,CHOQUE,1,0
20200901,06:00,AREQUIPA,DESPISTE,0,3
20200901,07:40,PIURA,CHOQUE,0,3
20200901,15:30,PUNO,DESPISTE,0,0
20200902,11:00,MOQUEGUA,DESPISTE,0,0
20200902,21:15,LAMBAYEQUE,ESPECIAL,0,0
20200902,18:00,LIMA,CHOQUE,0,1
20200902,13:20,LIMA,VOLCADURA,0,1
20200902,21:30,AREQUIPA,DESPISTE,0,4
20200902,23:30,LIMA,CHOQUE,1,0
20200902,21:45,JUNIN,CHOQUE,0,0
20200902,10:50,AREQUIPA,DESPISTE,0,0
20200902,11:45,AREQUIPA,DESPISTE,1,0
20200903,20:15,LIMA,CHOQUE,0,0
20200903,23:47,LA LIBERTAD,CHOQUE,0,1
20200904,14:28,JUNIN,CHOQUE,0,3
20200904,23:50,AREQUIPA,VOLCADURA,0,0
20200904,18:15,JUNIN,CHOQUE,0,0
20200904,07:00,LA LIBERTAD,CHOQUE,0,1
20200904,19:10,PIURA,CHOQUE,0,3
20200905,03:36,LIMA,DESPISTE,0,0
20200905,18:05,LIMA,CHOQUE,0,0
20200905,19:00,JUNIN,DESPISTE,0,2
20200905,13:00,JUNIN,ATROPELLO,0,1
20200905,11:30,JUNIN,CHOQUE,0,0
20200905,07:30,LIMA,DESPISTE,0,0
20200905,17:30,PIURA,CHOQUE,0,3
20200905,08:45,PIURA,CHOQUE,0,1
20200905,19:15,LA LIBERTAD,DESPISTE,0,0
20200906,07:30,AREQUIPA,DESPISTE,0,0
20200906,23:45,JUNIN,DESPISTE,0,1
20200906,05:10,LIMA,DESPISTE,0,0
20200906,11:30,PIURA,CHOQUE,0,6
20200907,05:40,PIURA,DESPISTE,0,1
20200907,16:40,LIMA,CHOQUE,0,0
20200907,07:30,JUNIN,ATROPELLO,1,0
20200907,17:00,JUNIN,CHOQUE,0,0
20200907,18:15,PUNO,DESPISTE,0,1
20200907,11:30,JUNIN,DESPISTE,0,1
20200907,16:45,JUNIN,CHOQUE,0,0
20200907,08:20,ANCASH,DESPISTE,0,1
20200907,09:00,ANCASH,DESPISTE,0,0
20200907,15:00,ICA,CHOQUE,0,0
20200907,10:00,LAMBAYEQUE,DESPISTE,0,1
20200908,19:00,JUNIN,DESPISTE,0,0
20200908,04:50,ANCASH,DESPISTE,0,3
20200908,22:10,LA LIBERTAD,CHOQUE,0,0
20200908,05:50,JUNIN,CHOQUE,0,5
20200908,03:40,PIURA,DESPISTE,0,0
20200908,12:45,JUNIN,DESPISTE,2,1
20200908,17:40,JUNIN,CHOQUE,0,0
20200908,19:55,PUNO,DESPISTE,0,1
20200909,18:35,LIMA,DESPISTE,0,1
20200909,17:30,PUNO,DESPISTE,1,3
20200909,13:45,LAMBAYEQUE,CHOQUE,3,0
20200909,12:00,JUNIN,DESPISTE,0,2
20200909,22:00,ICA,CHOQUE,0,0
20200909,07:50,LA LIBERTAD,ATROPELLO,0,2
20200910,15:00,PIURA,ATROPELLO,1,0
20200910,15:30,AREQUIPA,CHOQUE,0,1
20200910,10:15,LIMA,DESPISTE,0,1
20200910,03:40,LA LIBERTAD,ATROPELLO,1,0
20200910,06:45,LA LIBERTAD,DESPISTE,0,0
20200910,10:00,PUNO,CHOQUE,1,0
20200911,09:20,LIMA,CHOQUE,0,0
20200911,06:48,LIMA,CHOQUE,0,0
20200911,03:40,AREQUIPA,DESPISTE,0,1
20200911,18:00,ANCASH,DESPISTE,0,0
20200911,07:50,JUNIN,DESPISTE,0,0
20200911,16:45,LIMA,ESPECIAL,0,0
20200911,08:00,PUNO,DESPISTE,0,0
20200911,17:20,ANCASH,CHOQUE,0,0
20200911,03:00,ANCASH,DESPISTE,0,1
20200911,22:50,ICA,DESPISTE,0,0
20200911,08:30,AREQUIPA,DESPISTE,0,0
20200911,07:35,LA LIBERTAD,CHOQUE,1,5
20200912,11:30,LIMA,DESPISTE,0,0
20200912,07:40,JUNIN,DESPISTE,0,0
20200912,19:10,AREQUIPA,DESPISTE,0,3
20200912,13:10,JUNIN,CHOQUE,0,1
20200912,18:39,PUNO,CHOQUE,0,0
20200912,14:00,PUNO,CHOQUE,0,1
20200912,00:10,LA LIBERTAD,CHOQUE,0,1
20200912,18:40,ANCASH,CHOQUE,0,4
20200912,15:00,ANCASH,DESPISTE,0,0
20200912,06:35,PUNO,DESPISTE,0,1
20200912,21:20,PUNO,ATROPELLO,1,0
20200913,20:40,PUNO,DESPISTE,0,1
20200913,15:00,JUNIN,DESPISTE,0,1
20200913,23:10,ICA,CHOQUE,0,1
20200913,07:30,AREQUIPA,DESPISTE,0,1
20200914,10:10,PIURA,CHOQUE,0,0
20200914,10:30,PIURA,CHOQUE,0,1
20200914,22:45,LAMBAYEQUE,DESPISTE,0,1
20200914,22:30,LAMBAYEQUE,CHOQUE,0,1
20200914,10:50,AREQUIPA,DESPISTE,0,4
20200914,07:00,LIMA,CHOQUE,1,3
20200914,06:00,LIMA,DESPISTE,0,4
20200914,12:21,JUNIN,CHOQUE,0,0
20200914,15:40,ANCASH,DESPISTE,0,2
20200914,05:00,AREQUIPA,DESPISTE,0,0
20200914,15:30,PUNO,DESPISTE,0,0
20200915,20:30,LAMBAYEQUE,ATROPELLO,0,1
20200915,15:00,JUNIN,DESPISTE,0,0
20200915,08:45,JUNIN,CHOQUE,1,5
20200915,05:45,LIMA,CHOQUE,0,0
20200915,17:50,PUNO,DESPISTE,0,0
20200915,13:15,PUNO,DESPISTE,0,0
20200915,10:00,LAMBAYEQUE,CHOQUE,0,2
20200915,17:10,PIURA,CHOQUE,0,2
20200916,13:30,LA LIBERTAD,DESPISTE,0,1
20200916,06:40,JUNIN,CHOQUE,0,0
20200916,10:45,LAMBAYEQUE,DESPISTE,0,3
20200916,06:20,MOQUEGUA,DESPISTE,0,0
20200916,16:00,LIMA,DESPISTE,0,1
20200916,22:30,ANCASH,CHOQUE,0,1
20200916,10:45,AREQUIPA,DESPISTE,0,0
20200917,16:45,AREQUIPA,CHOQUE,0,0
20200917,08:40,LIMA,CHOQUE,0,3
20200917,11:45,ICA,CHOQUE,0,2
20200917,08:00,PUNO,CHOQUE,0,3
20200917,03:20,ANCASH,DESPISTE,0,0
20200917,06:10,ICA,DESPISTE,0,1
20200917,08:40,AREQUIPA,DESPISTE,0,0
20200917,07:30,AREQUIPA,CHOQUE,0,0
20200917,11:00,PIURA,CHOQUE,1,0
20200918,12:30,PUNO,CHOQUE,0,0
20200918,18:00,PUNO,CHOQUE,1,0
20200918,10:30,LAMBAYEQUE,DESPISTE,0,2
20200918,15:30,LIMA,DESPISTE,0,0
20200918,06:40,JUNIN,CHOQUE,0,0
20200919,21:00,LIMA,DESPISTE,0,0
20200919,10:45,LIMA,ATROPELLO,0,0
20200919,04:20,ANCASH,DESPISTE,0,2
20200919,19:20,JUNIN,CHOQUE,0,2
20200919,13:45,JUNIN,DESPISTE,0,0
20200919,20:15,LIMA,DESPISTE,1,1
20200919,16:00,JUNIN,CHOQUE,0,2
20200919,04:20,PUNO,DESPISTE,0,0
20200919,01:22,LAMBAYEQUE,DESPISTE,0,0
20200920,11:00,LIMA,DESPISTE,0,2
20200920,23:30,PIURA,CHOQUE,2,0
20200920,06:00,LIMA,CHOQUE,0,1
20200920,17:50,LAMBAYEQUE,DESPISTE,0,1
20200920,15:20,ANCASH,DESPISTE,0,2
20200920,18:20,ICA,CHOQUE,0,1
20200920,08:20,ANCASH,DESPISTE,0,0
20200920,06:10,LA LIBERTAD,DESPISTE,0,16
20200920,03:00,LAMBAYEQUE,DESPISTE,0,0
20200920,13:50,AREQUIPA,DESPISTE,1,0
20200920,19:30,PIURA,DESPISTE,0,3
20200921,18:30,LA LIBERTAD,DESPISTE,0,0
20200921,06:40,LAMBAYEQUE,CHOQUE,0,4
20200922,15:30,ANCASH,DESPISTE,0,1
20200922,05:45,AREQUIPA,CHOQUE,0,0
20200922,12:15,LIMA,DESPISTE,0,1
20200922,16:45,JUNIN,DESPISTE,0,2
20200922,15:20,JUNIN,DESPISTE,0,0
20200922,02:07,LIMA,ESPECIAL,0,0
20200922,14:50,ICA,DESPISTE,1,2
20200922,19:35,LIMA,DESPISTE,0,0
20200922,14:35,LIMA,CHOQUE,0,5
20200922,20:30,JUNIN,CHOQUE,0,3
20200922,15:56,MOQUEGUA,DESPISTE,0,1
20200922,15:00,ANCASH,DESPISTE,0,1
20200922,19:30,AREQUIPA,CHOQUE,0,2
20200922,16:30,LAMBAYEQUE,DESPISTE,0,2
20200922,17:40,AREQUIPA,DESPISTE,0,0
20200922,02:15,PIURA,DESPISTE,0,3
20200922,21:10,PIURA,DESPISTE,1,0
20200922,14:14,PUNO,CHOQUE,0,3
20200923,12:00,AREQUIPA,CHOQUE,0,2
20200923,14:50,LIMA,DESPISTE,0,0
20200923,01:30,LIMA,CHOQUE,0,0
20200923,09:05,JUNIN,CHOQUE,0,0
20200923,07:00,PIURA,CHOQUE,0,2
20200923,09:50,ICA,DESPISTE,0,3
20200923,14:00,AREQUIPA,CHOQUE,0,0
20200924,15:50,AREQUIPA,DESPISTE,0,0
20200924,11:45,JUNIN,DESPISTE,0,0
20200924,19:00,LIMA,CHOQUE,0,0
20200924,16:20,LIMA,CHOQUE,0,0
20200924,06:10,LIMA,CHOQUE,0,1
20200924,10:55,LIMA,ESPECIAL,0,1
20200924,11:15,ANCASH,CHOQUE,0,1
20200924,17:00,LA LIBERTAD,CHOQUE,0,4
20200924,12:30,LA LIBERTAD,CHOQUE,1,1
20200925,09:40,LA LIBERTAD,CHOQUE,0,2
20200925,06:15,LIMA,DESPISTE,0,2
20200925,21:20,LIMA,CHOQUE,0,1
20200925,17:40,ANCASH,CHOQUE,0,0
20200925,10:10,LIMA,DESPISTE,0,5
20200925,07:45,ICA,CHOQUE,0,0
20200925,07:10,LIMA,DESPISTE,0,0
20200925,21:30,ANCASH,CHOQUE,0,0
20200926,01:20,LIMA,DESPISTE,0,0
20200926,22:20,LIMA,ESPECIAL,0,0
20200926,17:40,AREQUIPA,DESPISTE,0,4
20200926,04:00,ANCASH,DESPISTE,0,0
20200926,14:00,AREQUIPA,DESPISTE,1,0
20200927,14:30,JUNIN,CHOQUE,0,0
20200927,21:50,JUNIN,DESPISTE,0,0
20200927,09:00,LIMA,CHOQUE,0,0
20200927,06:40,JUNIN,CHOQUE,0,2
20200927,11:40,JUNIN,CHOQUE,0,5
20200927,17:25,LIMA,DESPISTE,0,0
20200927,17:00,ICA,CHOQUE,0,1
20200927,06:11,ANCASH,ESPECIAL,0,0
20200928,21:45,LIMA,CHOQUE,0,1
20200928,06:45,LIMA,CHOQUE,0,2
20200928,12:10,LAMBAYEQUE,DESPISTE,0,1
20200928,08:00,ANCASH,DESPISTE,0,1
20200928,11:52,PUNO,CHOQUE,0,1
20200928,06:00,ANCASH,CHOQUE,0,1
20200928,14:30,AREQUIPA,DESPISTE,0,3
20200928,07:00,PUNO,DESPISTE,0,2
20200929,10:00,LAMBAYEQUE,CHOQUE,0,0
20200929,09:55,LIMA,CHOQUE,0,2
20200929,12:30,LIMA,CHOQUE,0,2
20200929,18:30,PIURA,DESPISTE,0,1
20200929,00:26,LIMA,CHOQUE,0,1
20200929,16:30,JUNIN,CHOQUE,0,4
20200929,06:00,JUNIN,DESPISTE,0,0
20200929,05:20,JUNIN,CHOQUE,0,3
20200929,15:00,ANCASH,DESPISTE,0,2
20200929,16:30,PUNO,CHOQUE,0,4
20200929,00:55,AREQUIPA,DESPISTE,0,0
