title,artist,top genre,bpm,dB,dur,top year
Turn Down for What,DJ Snake,dance pop,100,-4,214,2014
You Know You Like It,DJ Snake,dance pop,196,-5,247,2014
I Got U,Duke Dumont,destroy techno,121,-8,286,2014
Cool Kids,Echosmith,dance pop,130,-6,238,2014
Don't,Ed Sheeran,pop,95,-7,220,2014
Sing,Ed Sheeran,pop,120,-4,235,2014
Ugly Heart,G.R.L.,dance pop,125,-5,198,2014
Budapest,George Ezra,folk-pop,128,-8,201,2014
Blame It on Me,George Ezra,folk-pop,104,-3,196,2014
Ready For Your Love,Gorgon City,deep groove house,122,-7,199,2014
Fancy,Iggy Azalea,australian hip hop,95,-4,200,2014
Black Widow,Iggy Azalea,australian hip hop,164,-4,209,2014
Talk Dirty (feat. 2 Chainz),Jason Derulo,dance pop,100,-7,178,2014
Wiggle (feat. Snoop Dogg),Jason Derulo,dance pop,82,-7,193,2014
Trumpets,Jason Derulo,dance pop,82,-5,217,2014
Don't Tell 'Em,Jeremih,chicago rap,98,-5,267,2014
Bang Bang,Jessie J,dance pop,150,-3,199,2014
All of Me,John Legend,neo soul,120,-7,270,2014
Not a Bad Thing,Justin Timberlake,dance pop,86,-9,688,2014
Dark Horse,Katy Perry,dance pop,132,-6,216,2014
Show Me (feat. Chris Brown),Kid Ink,dance pop,98,-7,218,2014
Hideaway,Kiesza,electropop,123,-4,252,2014
Jubel - Radio Edit,Klingande,deep house,125,-7,202,2014
Jealous,Labrinth,indie poptimism,117,-9,288,2014
Prayer in C - Robin Schulz Radio Edit,Lilly Wood and The Prick,french indie pop,123,-6,189,2014
Team,Lorde,art pop,100,-7,193,2014
Rude,MAGIC!,reggae fusion,144,-5,225,2014
Maps,Maroon 5,pop,120,-6,190,2014
Animals,Maroon 5,pop,190,-6,231,2014
Sugar,Maroon 5,pop,120,-7,235,2014
All About That Bass,Meghan Trainor,dance pop,134,-4,188,2014
Stolen Dance,Milky Chance,german pop,114,-9,314,2014
Classic,MKTO,dance pop,102,-5,175,2014
Waves - Robin Schulz Radio Edit,Mr. Probz,dutch hip hop,120,-9,208,2014
Somebody,Natalie La Rose,chicago rap,105,-9,190,2014
Jealous - Remix,Nick Jonas,dance pop,93,-4,222,2014
Anaconda,Nicki Minaj,dance pop,130,-6,260,2014
Am I Wrong,Nico & Vinz,pop rap,120,-6,246,2014
CoCo,O.T. Genasis,pop rap,120,-6,240,2014
Gecko (Overdrive) - Radio Edit,Oliver Heldens,dance pop,125,-5,165,2014
Wrapped Up,Olly Murs,dance pop,122,-5,186,2014
Post to Be (feat. Chris Brown & Jhene Aiko),Omarion,dance pop,97,-6,227,2014
Night Changes,One Direction,boy band,120,-8,227,2014
Steal My Girl,One Direction,boy band,77,-6,228,2014
Counting Stars,OneRepublic,dance pop,122,-5,258,2014
Love Runs Out,OneRepublic,dance pop,120,-4,224,2014
Only Love Can Hurt Like This,Paloma Faith,british soul,91,-5,233,2014
Ain't It Fun,Paramore,candy pop,104,-4,297,2014
High (feat. Nicole Millar),Peking Duk,aussietronica,100,-4,228,2014
"Happy - From ""Despicable Me 2""",Pharrell Williams,pop rap,160,-5,233,2014
Timber (feat. Ke$ha),Pitbull,dance pop,130,-4,204,2014
Me And My Broken Heart,Rixton,pop,174,-4,194,2014
My Love (feat. Jess Glynne),Route 94,deep groove house,120,-8,260,2014
Stay With Me,Sam Smith,dance pop,84,-6,173,2014
Money On My Mind,Sam Smith,dance pop,134,-5,193,2014
Collard Greens,ScHoolboy Q,gangster rap,154,-5,300,2014
Man Of The Year,ScHoolboy Q,gangster rap,112,-5,216,2014
Geronimo,Sheppard,australian indie,142,-6,218,2014
Chandelier,Sia,australian dance,117,-3,216,2014
Elastic Heart,Sia,australian dance,130,-5,257,2014
Nobody To Love,Sigma,dance pop,88,-3,190,2014
Style,Taylor Swift,pop,95,-6,231,2014
Bad Blood,Taylor Swift,pop,170,-6,212,2014
Shake It Off,Taylor Swift,pop,160,-5,219,2014
#SELFIE,The Chainsmokers,dance pop,128,-3,184,2014
Superheroes,The Script,celtic rock,167,-4,245,2014
Wasted,Tiësto,big room,112,-6,190,2014
Red Lights,Tiësto,big room,125,-5,262,2014
2 On (feat. ScHoolboy Q),Tinashe,alternative r&b,101,-8,227,2014
Habits (Stay High),Tove Lo,art pop,110,-4,209,2014
Talking Body,Tove Lo,art pop,120,-5,238,2014
Na Na,Trey Songz,dance pop,97,-6,232,2014
Riptide,Vance Joy,folk-pop,102,-7,204,2014
Stay The Night - Featuring Hayley Williams Of Paramore,Zedd,complextro,128,-3,217,2014
Faded,ZHU,edm,125,-7,223,2014
Ghost Town,Adam Lambert,dance pop,120,-6,208,2015
Here,Alessia Cara,canadian contemporary r&b,120,-4,199,2015
"Honey, I'm Good.",Andy Grammer,dance pop,122,-7,199,2015
Love Me Harder,Ariana Grande,dance pop,99,-4,236,2015
The Nights,Avicii,dance pop,126,-5,177,2015
Waiting For Love,Avicii,dance pop,128,-4,231,2015
7/11,Beyoncé,dance pop,136,-5,214,2015
I Don't Fuck With You,Big Sean,detroit hip hop,98,-5,284,2015
Electric Love,BØRNS,modern rock,120,-8,218,2015
Don't,Bryson Tiller,kentucky hip hop,97,-6,198,2015
Outside (feat. Ellie Goulding),Calvin Harris,dance pop,128,-4,227,2015
How Deep Is Your Love,Calvin Harris,dance pop,122,-4,213,2015
Ayo,Chris Brown,dance pop,98,-5,225,2015
Cool for the Summer,Demi Lovato,dance pop,114,-6,215,2015
Confident,Demi Lovato,dance pop,130,-6,206,2015
Five More Hours,Deorro,dance pop,128,-3,212,2015
Omen - Radio Edit,Disclosure,edm,106,-5,197,2015
You Know You Like It,DJ Snake,dance pop,196,-5,247,2015
Hotline Bling,Drake,canadian hip hop,135,-8,267,2015
Jumpman,Drake,canadian hip hop,142,-7,206,2015
Thinking out Loud,Ed Sheeran,pop,79,-6,282,2015
"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,dance pop,190,-7,253,2015
On My Mind,Ellie Goulding,dance pop,155,-7,213,2015
Centuries,Fall Out Boy,emo,176,-3,228,2015
679 (feat. Remy Boyz),Fetty Wap,new jersey rap,190,-6,197,2015
Trap Queen,Fetty Wap,new jersey rap,148,-4,222,2015
My Way (feat. Monty),Fetty Wap,new jersey rap,128,-3,213,2015
My House,Flo Rida,dance pop,94,-5,192,2015
GDFR (feat. Sage the Gemini & Lookas),Flo Rida,dance pop,146,-4,190,2015
Mountain at My Gates,Foals,indie rock,104,-5,244,2015
Runaway (U & I),Galantis,dance pop,126,-4,227,2015
Barcelona,George Ezra,folk-pop,94,-9,189,2015
Love Myself,Hailee Steinfeld,dance pop,123,-7,219,2015
Take Me to Church,Hozier,irish singer-songwriter,129,-5,242,2015
Where Are Ü Now (with Justin Bieber),Jack Ü,edm,139,-4,250,2015
oui,Jeremih,chicago rap,79,-4,238,2015
Classic Man (feat. Roman GianArthur),Jidenna,ghanaian hip hop,94,-6,226,2015
What Do You Mean?,Justin Bieber,canadian pop,125,-8,206,2015
Way down We Go,KALEO,icelandic indie,163,-8,214,2015
King Kunta,Kendrick Lamar,conscious hip hop,107,-5,235,2015
Stole the Show,Kygo,edm,100,-8,223,2015
Nothing Left (feat. Will Heard),Kygo,edm,154,-7,237,2015
High By The Beach,Lana Del Rey,art pop,132,-11,258,2015
Hurt Me,Låpsley,electropop,138,-5,231,2015
Closer,Lemaitre,alternative dance,92,-4,271,2015
Lot to Learn,Luke Christopher,indie pop rap,82,-4,248,2015
Lean On,Major Lazer,dance pop,98,-3,177,2015
Light It Up - Remix,Major Lazer,dance pop,108,-4,166,2015
Uptown Funk (feat. Bruno Mars),Mark Ronson,dance pop,115,-7,270,2015
Intoxicated - Radio Edit,Martin Solveig,dance pop,125,-4,160,2015
All Eyes on You (feat. Chris Brown & Nicki Minaj),Meek Mill,hip hop,78,-5,224,2015
Believe,Mumford & Sons,modern folk rock,114,-7,221,2015
Somebody,Natalie La Rose,chicago rap,105,-9,190,2015
That's How You Know (feat. Kid Ink & Bebe Rexha),Nico & Vinz,pop rap,104,-6,186,2015
Drive,Oh Wonder,electropop,142,-8,196,2015
Post to Be (feat. Chris Brown & Jhene Aiko),Omarion,dance pop,97,-6,227,2015
Drag Me Down,One Direction,boy band,138,-6,192,2015
Perfect,One Direction,boy band,100,-5,230,2015
Sunset Lover,Petit Biscuit,new french touch,91,-9,238,2015
Wish You Were Mine - Radio Edit,Philip George,deep groove house,123,-4,178,2015
Time of Our Lives,Pitbull,dance pop,124,-6,229,2015
No Type,Rae Sremmurd,hip hop,125,-8,200,2015
"Flex (Ooh, Ooh, Ooh)",Rich Homie Quan,atl hip hop,82,-8,177,2015
FourFiveSeconds,Rihanna,barbadian pop,206,-6,188,2015
Bitch Better Have My Money,Rihanna,barbadian pop,103,-5,219,2015
Chill Bill (feat. J. Davi$ & Spooks),Rob $tone,san diego rap,108,-10,177,2015
Sugar (feat. Francesco Yates),Robin Schulz,dance pop,123,-5,219,2015
Lay It All on Me (feat. Ed Sheeran),Rudimental,dance pop,123,-7,242,2015
Like I Can,Sam Smith,dance pop,100,-7,167,2015
You Don't Own Me (feat. G-Eazy),SAYGRACE,dance pop,186,-6,199,2015
Same Old Love,Selena Gomez,dance pop,98,-4,229,2015
Hands To Myself,Selena Gomez,dance pop,111,-7,201,2015
Good For You,Selena Gomez,dance pop,89,-6,222,2015
Geronimo,Sheppard,australian indie,142,-6,218,2015
Easy Love,Sigala,dance pop,124,-4,230,2015
All My Friends (feat. Tinashe & Chance the Rapper),Snakehips,edm,95,-6,230,2015
The Less I Know The Better,Tame Impala,australian psych,117,-4,216,2015
Blank Space,Taylor Swift,pop,96,-5,232,2015
Wildest Dreams,Taylor Swift,pop,140,-7,220,2015
Bad Blood,Taylor Swift,pop,170,-7,200,2015
Style,Taylor Swift,pop,95,-6,231,2015
Spirits,The Strumbellas,canadian indie,81,-6,204,2015
The Hills,The Weeknd,canadian contemporary r&b,113,-7,242,2015
Can't Feel My Face,The Weeknd,canadian contemporary r&b,108,-6,214,2015
"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",The Weeknd,canadian contemporary r&b,120,-6,252,2015
In The Night,The Weeknd,canadian contemporary r&b,168,-5,236,2015
Die A Happy Man,Thomas Rhett,contemporary country,166,-9,227,2015
Talking Body,Tove Lo,art pop,120,-5,238,2015
Antidote,Travis Scott,hip hop,131,-5,263,2015
Slow Motion,Trey Songz,dance pop,95,-8,198,2015
Na Na,Trey Songz,dance pop,97,-6,232,2015
YOUTH,Troye Sivan,australian pop,92,-4,185,2015
Stressed Out,Twenty One Pilots,modern rock,170,-6,202,2015
I Don't Mind (feat. Juicy J),Usher,atl hip hop,113,-8,252,2015
Shut Up and Dance,WALK THE MOON,dance pop,128,-4,199,2015
See You Again (feat. Charlie Puth),Wiz Khalifa,dance pop,80,-8,230,2015
Renegades,X Ambassadors,modern alternative rock,90,-6,195,2015
Unsteady,X Ambassadors,modern alternative rock,117,-6,194,2015
King,Years & Years,dance pop,120,-4,215,2015
I Want You To Know,Zedd,complextro,130,-3,240,2015
When We Were Young,Adele,british soul,144,-6,291,2016
Send My Love (To Your New Lover),Adele,british soul,164,-8,223,2016
Hello,Adele,british soul,79,-6,296,2016
Here,Alessia Cara,canadian contemporary r&b,120,-4,199,2016
Alarm,Anne-Marie,dance pop,147,-5,206,2016
Into You,Ariana Grande,dance pop,108,-6,244,2016
Side To Side,Ariana Grande,dance pop,159,-6,226,2016
Dangerous Woman,Ariana Grande,dance pop,134,-5,236,2016
Hurts So Good,Astrid S,alt z,120,-5,209,2016
Good Grief,Bastille,metropopolis,120,-5,206,2016
Sorry,Beyoncé,dance pop,130,-7,233,2016
Don't,Bryson Tiller,kentucky hip hop,97,-6,198,2016
Exchange,Bryson Tiller,kentucky hip hop,160,-11,195,2016
Dancing On My Own,Calum Scott,neo mellow,113,-9,260,2016
This Is What You Came For (feat. Rihanna),Calvin Harris,dance pop,124,-3,222,2016
My Way,Calvin Harris,dance pop,120,-3,219,2016
We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,dance pop,100,-8,218,2016
One Call Away,Charlie Puth,dance pop,91,-5,194,2016
Dangerously,Charlie Puth,dance pop,112,-8,199,2016
Sex,Cheat Codes,dance pop,102,-6,228,2016
Back To Sleep,Chris Brown,dance pop,93,-5,201,2016
Tears (feat. Louisa Johnson),Clean Bandit,dance pop,130,-4,226,2016
Hymn for the Weekend,Coldplay,permanent wave,90,-6,258,2016
Adventure of a Lifetime,Coldplay,permanent wave,112,-4,264,2016
This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016),David Guetta,big room,110,-3,207,2016
"Sit Still, Look Pretty",Daya,alt z,182,-4,202,2016
Hide Away,Daya,alt z,95,-5,192,2016
Let Me Love You,DJ Snake,dance pop,100,-5,206,2016
Middle,DJ Snake,dance pop,105,-5,221,2016
Cake By The Ocean,DNCE,dance pop,119,-5,219,2016
Too Good,Drake,canadian hip hop,118,-8,263,2016
Hotter Than Hell,Dua Lipa,dance pop,110,-4,188,2016
DUELE EL CORAZON (feat. Wisin),Enrique Iglesias,dance pop,91,-3,200,2016
Work from Home (feat. Ty Dolla $ign),Fifth Harmony,dance pop,105,-6,214,2016
All In My Head (Flex) (feat. Fetty Wap),Fifth Harmony,dance pop,95,-5,211,2016
My House,Flo Rida,dance pop,94,-5,192,2016
Say It (feat. Tove Lo),Flume,australian dance,75,-7,263,2016
Pink + White,Frank Ocean,alternative r&b,160,-7,185,2016
Low Life (feat. The Weeknd),Future,atl hip hop,144,-8,314,2016
No Money,Galantis,dance pop,126,-4,189,2016
"i hate u, i love u (feat. olivia o'brien)",Garrett Nash,electropop,93,-13,251,2016
"Me, Myself & I",G-Eazy,indie pop rap,112,-7,251,2016
Starving,Hailee Steinfeld,dance pop,100,-4,182,2016
Can I Be Him,James Arthur,pop,108,-6,247,2016
When You Love Someone,James TW,neo mellow,126,-6,217,2016
Love Me Now,John Legend,neo soul,123,-4,210,2016
Perfect Strangers,Jonas Blue,dance pop,118,-4,197,2016
Fast Car,Jonas Blue,dance pop,114,-7,212,2016
Love Yourself,Justin Bieber,canadian pop,100,-10,234,2016
Sorry,Justin Bieber,canadian pop,100,-4,201,2016
"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,dance pop,113,-6,238,2016
Gold,Kiiara,alt z,113,-9,226,2016
Stole the Show,Kygo,edm,100,-8,223,2016
Stay (feat. Maty Noyes),Kygo,edm,103,-8,239,2016
"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,hip hop,169,-4,243,2016
Shout Out to My Ex,Little Mix,dance pop,126,-4,246,2016
7 Years,Lukas Graham,danish pop,120,-6,237,2016
Alaska,Maggie Rogers,indie pop,104,-11,188,2016
Cold Water,Major Lazer,dance pop,93,-5,185,2016
You & Me,Marc E. Bassy,pop,84,-8,218,2016
Alone,Marshmello,brostep,142,-4,274,2016
In the Name of Love,Martin Garrix,dance pop,134,-6,196,2016
NO,Meghan Trainor,dance pop,92,-4,214,2016
The Ocean (feat. Shy Martin),Mike Perry,dance pop,90,-6,183,2016
I Took A Pill In Ibiza - Seeb Remix,Mike Posner,dance pop,102,-7,198,2016
Final Song,MØ,art pop,105,-6,236,2016
This Town,Niall Horan,dance pop,112,-8,233,2016
Close,Nick Jonas,dance pop,124,-5,234,2016
History,Olivia Holt,alt z,101,-7,204,2016
History,One Direction,boy band,87,-4,187,2016
Wherever I Go,OneRepublic,dance pop,100,-6,170,2016
"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",P!nk,dance pop,163,-6,215,2016
Not Nice,PARTYNEXTDOOR,pop,128,-9,203,2016
Needed Me,Rihanna,barbadian pop,111,-8,192,2016
Work,Rihanna,barbadian pop,92,-6,219,2016
Lost Boy,Ruth B.,alt z,124,-15,275,2016
You Don't Own Me (feat. G-Eazy),SAYGRACE,dance pop,186,-6,201,2016
Same Old Love,Selena Gomez,dance pop,98,-4,229,2016
Hands To Myself,Selena Gomez,dance pop,111,-7,201,2016
Treat You Better,Shawn Mendes,canadian pop,83,-4,188,2016
I Know What You Did Last Summer,Shawn Mendes,canadian pop,114,-5,224,2016
The Greatest (feat. Kendrick Lamar),Sia,australian dance,192,-6,210,2016
Cheap Thrills (feat. Sean Paul),Sia,australian dance,90,-5,225,2016
Sweet Lovin' - Radio Edit,Sigala,dance pop,125,-3,202,2016
All My Friends (feat. Tinashe & Chance the Rapper),Snakehips,edm,95,-6,230,2016
Just Hold On,Steve Aoki,dance pop,115,-4,199,2016
Somebody Else,The 1975,modern alternative rock,101,-6,348,2016
The Sound,The 1975,modern alternative rock,121,-5,249,2016
Closer,The Chainsmokers,dance pop,95,-6,245,2016
Don't Let Me Down,The Chainsmokers,dance pop,160,-5,208,2016
Roses,The Chainsmokers,dance pop,100,-7,227,2016
Ophelia,The Lumineers,folk-pop,76,-7,160,2016
Starboy,The Weeknd,canadian contemporary r&b,186,-7,230,2016
Once In a While,Timeflies,dance pop,105,-6,215,2016
Girls Like (feat. Zara Larsson),Tinie Tempah,dance pop,120,-3,196,2016
Cool Girl,Tove Lo,art pop,102,-7,199,2016
Renegades,X Ambassadors,modern alternative rock,90,-6,195,2016
Unsteady,X Ambassadors,modern alternative rock,117,-6,194,2016
Never Forget You,Zara Larsson,dance pop,146,-6,213,2016
PILLOWTALK,ZAYN,dance pop,125,-4,203,2016
It's A Vibe,2 Chainz,atl hip hop,73,-7,210,2017
Bank Account,21 Savage,atl hip hop,75,-8,220,2017
Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,melodic rap,129,-5,209,2017
Plain Jane,A$AP Ferg,gangster rap,170,-5,174,2017
Weak,AJR,modern rock,124,-5,201,2017
Caroline,Aminé,hip hop,120,-10,210,2017
More Than You Know,Axwell /\ Ingrosso,dance pop,123,-5,203,2017
Rolex,Ayo & Teo,social media pop,145,-3,239,2017
Bounce Back,Big Sean,detroit hip hop,82,-6,222,2017
Man's Not Hot,Big Shaq,london rap,135,-4,186,2017
Bored,Billie Eilish,art pop,120,-13,181,2017
do re mi,blackbear,electropop,111,-6,212,2017
That's What I Like,Bruno Mars,dance pop,134,-5,207,2017
24K Magic,Bruno Mars,dance pop,107,-4,226,2017
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Calvin Harris,dance pop,101,-3,223,2017
Slide (feat. Frank Ocean & Migos),Calvin Harris,dance pop,104,-3,231,2017
Havana (feat. Young Thug),Camila Cabello,dance pop,105,-4,217,2017
Bodak Yellow,Cardi B,dance pop,125,-6,224,2017
No Promises (feat. Demi Lovato),Cheat Codes,dance pop,113,-7,223,2017
Redbone,Childish Gambino,atl hip hop,160,-11,327,2017
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,dance pop,102,-4,251,2017
Sorry Not Sorry,Demi Lovato,dance pop,144,-7,204,2017
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,dance pop,81,-4,289,2017
Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,dance pop,98,-3,205,2017
Passionfruit,Drake,canadian hip hop,112,-11,299,2017
Fake Love,Drake,canadian hip hop,134,-9,211,2017
Perfect,Ed Sheeran,pop,95,-6,263,2017
Shape of You,Ed Sheeran,pop,96,-3,234,2017
Sit Next to Me,Foster The People,indietronica,97,-5,243,2017
Unforgettable,French Montana,gangster rap,98,-5,234,2017
Mask Off,Future,atl hip hop,150,-9,205,2017
Him & I (with Halsey),G-Eazy,indie pop rap,88,-6,269,2017
No Limit,G-Eazy,indie pop rap,176,-4,245,2017
Most Girls,Hailee Steinfeld,dance pop,103,-7,204,2017
Now Or Never,Halsey,dance pop,110,-5,215,2017
NUMB,Hayden James,aussietronica,148,-7,217,2017
Believer,Imagine Dragons,modern rock,125,-4,204,2017
Thunder,Imagine Dragons,modern rock,168,-5,187,2017
Whatever It Takes,Imagine Dragons,modern rock,135,-5,201,2017
HUMBLE.,Kendrick Lamar,conscious hip hop,150,-7,177,2017
LOVE. FEAT. ZACARI.,Kendrick Lamar,conscious hip hop,126,-7,213,2017
DNA.,Kendrick Lamar,conscious hip hop,140,-7,186,2017
ELEMENT.,Kendrick Lamar,conscious hip hop,190,-5,209,2017
Young Dumb & Broke,Khalid,pop,137,-6,203,2017
Location,Khalid,pop,80,-11,219,2017
Tunnel Vision,Kodak Black,florida rap,172,-8,268,2017
iSpy (feat. Lil Yachty),KYLE,pop,75,-7,253,2017
Lust For Life (with The Weeknd),Lana Del Rey,art pop,100,-9,264,2017
Strip That Down (feat. Quavo),Liam Payne,dance pop,106,-5,202,2017
Save That Shit,Lil Peep,emo rap,106,-9,232,2017
Gucci Gang,Lil Pump,emo rap,120,-7,124,2017
XO Tour Llif3,Lil Uzi Vert,melodic rap,155,-6,183,2017
Touch (feat. Kid Ink),Little Mix,dance pop,102,-4,203,2017
1-800-273-8255,Logic,conscious hip hop,100,-8,250,2017
Liability,Lorde,art pop,76,-11,172,2017
Green Light,Lorde,art pop,129,-8,235,2017
"Homemade Dynamite (Feat. Khalid, Post Malone & SZA) - REMIX",Lorde,art pop,107,-5,214,2017
broken,lovelytheband,indie poptimism,123,-6,205,2017
Despacito,Luis Fonsi,latin,178,-5,229,2017
Bad Things (with Camila Cabello),Machine Gun Kelly,ohio hip hop,138,-5,239,2017
Glorious (feat. Skylar Grey),Macklemore,pop rap,140,-5,220,2017
Cold (feat. Future),Maroon 5,pop,100,-6,234,2017
Don't Wanna Know (feat. Kendrick Lamar),Maroon 5,pop,100,-6,214,2017
Little Dark Age,MGMT,alternative dance,98,-6,300,2017
Bad and Boujee (feat. Lil Uzi Vert),Migos,atl hip hop,127,-5,343,2017
Slippery (feat. Gucci Mane),Migos,atl hip hop,142,-6,304,2017
T-Shirt,Migos,atl hip hop,139,-4,242,2017
Sky Walker (feat. Travis Scott),Miguel,dance pop,146,-11,259,2017
Malibu,Miley Cyrus,dance pop,140,-6,232,2017
Nights With You,MØ,art pop,120,-4,197,2017
Slow Hands,Niall Horan,dance pop,86,-7,188,2017
Magnolia,Playboi Carti,atl hip hop,163,-7,182,2017
Chameleon,PNAU,alternative dance,120,-3,198,2017
Feel It Still,Portugal. The Man,indie rock,79,-5,163,2017
Congratulations,Post Malone,dfw rap,123,-4,220,2017
I Fall Apart,Post Malone,dfw rap,144,-5,223,2017
Swang,Rae Sremmurd,hip hop,140,-9,208,2017
Black Beatles,Rae Sremmurd,hip hop,146,-6,292,2017
Chill Bill (feat. J. Davi$ & Spooks),Rob $tone,san diego rap,108,-10,177,2017
Losin Control,Russ,hawaiian hip hop,97,-7,238,2017
Too Good At Goodbyes,Sam Smith,dance pop,92,-8,201,2017
No Lie,Sean Paul,dance pop,102,-3,221,2017
Fetish (feat. Gucci Mane),Selena Gomez,dance pop,123,-4,186,2017
Broccoli,Shelley FKA DRAM,alternative r&b,146,-7,225,2017
Don't Leave,Snakehips,edm,122,-3,215,2017
Love Galore (feat. Travis Scott),SZA,pop,135,-6,275,2017
Look What You Made Me Do,Taylor Swift,pop,128,-6,212,2017
...Ready For It?,Taylor Swift,pop,160,-7,208,2017
Something Just Like This,The Chainsmokers,dance pop,103,-7,247,2017
Paris,The Chainsmokers,dance pop,100,-6,222,2017
All Night,The Vamps,boy band,145,-5,198,2017
Middle Of The Night,The Vamps,boy band,130,-4,175,2017
I Feel It Coming,The Weeknd,canadian contemporary r&b,93,-6,269,2017
goosebumps,Travis Scott,hip hop,130,-3,244,2017
BUTTERFLY EFFECT,Travis Scott,hip hop,141,-6,191,2017
Jocelyn Flores,XXXTENTACION,emo rap,134,-9,119,2017
Rake It Up (feat. Nicki Minaj),Yo Gotti,dirty south rap,150,-8,276,2017
I Would Like,Zara Larsson,dance pop,121,-4,227,2017
Juju on That Beat (TZ Anthem),Zay Hilfigerrr,hip hop,161,-4,144,2017
Stay,Zedd,complextro,102,-5,210,2017
Youngblood,5 Seconds of Summer,boy band,120,-5,203,2018
FEFE,6ix9ine,emo rap,126,-9,179,2018
GUMMO,6ix9ine,emo rap,157,-5,158,2018
God is a woman,Ariana Grande,dance pop,145,-6,198,2018
no tears left to cry,Ariana Grande,dance pop,122,-6,206,2018
Jumanji,B Young,afroswing,96,-10,173,2018
Answerphone (feat. Yxng Bane),Banx & Ranx,basshall,113,-4,191,2018
Mine,Bazzi,dance pop,143,-4,131,2018
Eastside (with Halsey & Khalid),benny blanco,electropop,89,-8,174,2018
lovely (with Khalid),Billie Eilish,art pop,115,-10,200,2018
Look Alive (feat. Drake),BlocBoy JB,memphis hip hop,140,-7,181,2018
Finesse - Remix; feat. Cardi B,Bruno Mars,dance pop,105,-5,217,2018
One Kiss (with Dua Lipa),Calvin Harris,dance pop,124,-3,215,2018
Never Be the Same,Camila Cabello,dance pop,130,-4,227,2018
I Like It,Cardi B,dance pop,136,-4,253,2018
Bodak Yellow,Cardi B,dance pop,125,-6,224,2018
Be Careful,Cardi B,dance pop,152,-8,211,2018
Miss You (with Major Lazer & Tory Lanez),Cashmere Cat,dance pop,100,-5,186,2018
How Long,Charlie Puth,dance pop,110,-5,201,2018
Done for Me (feat. Kehlani),Charlie Puth,dance pop,112,-4,180,2018
The Way I Am,Charlie Puth,dance pop,115,-6,186,2018
This Is America,Childish Gambino,atl hip hop,120,-6,226,2018
Tequila,Dan + Shay,contemporary country,86,-6,197,2018
Nevermind,Dennis Lloyd,israeli pop,100,-8,157,2018
No Brainer,DJ Khaled,dance pop,136,-5,260,2018
God's Plan,Drake,canadian hip hop,77,-9,199,2018
Nonstop,Drake,canadian hip hop,155,-8,239,2018
Nice For What,Drake,canadian hip hop,93,-6,211,2018
In My Feelings,Drake,canadian hip hop,91,-6,218,2018
I'm Upset,Drake,canadian hip hop,150,-8,214,2018
IDGAF,Dua Lipa,dance pop,97,-6,218,2018
In My Mind,Dynoro,edm,126,-5,185,2018
Trip,Ella Mai,dance pop,80,-6,214,2018
Boo'd Up,Ella Mai,dance pop,82,-5,256,2018
River (feat. Ed Sheeran),Eminem,detroit hip hop,90,-6,221,2018
German,EO,afroswing,103,-6,171,2018
Let's Fall in Love for the Night,FINNEAS,alt z,128,-8,190,2018
Simple,Florida Georgia Line,contemporary country,200,-4,185,2018
Him & I (with Halsey),G-Eazy,indie pop rap,88,-6,269,2018
Shotgun,George Ezra,folk-pop,116,-5,201,2018
Paradise,George Ezra,folk-pop,138,-4,222,2018
we fell in love in october,girl in red,bedroom pop,130,-13,184,2018
"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,dance pop,103,-4,175,2018
Bad At Love,Halsey,dance pop,118,-4,181,2018
The Greatest Show,Hugh Jackman,hollywood,158,-7,302,2018
Natural,Imagine Dragons,modern rock,100,-6,189,2018
Make Me Feel,Janelle Monáe,afrofuturism,115,-7,194,2018
You Make It Easy,Jason Aldean,contemporary country,132,-5,197,2018
"King's Dead (with Kendrick Lamar, Future & James Blake)",Jay Rock,conscious hip hop,137,-5,230,2018
Rise,Jonas Blue,dance pop,106,-5,194,2018
Lucid Dreams,Juice WRLD,chicago rap,84,-7,240,2018
LOVE. FEAT. ZACARI.,Kendrick Lamar,conscious hip hop,126,-7,213,2018
All The Stars (with SZA),Kendrick Lamar,conscious hip hop,97,-5,232,2018
Love Lies (with Normani),Khalid,pop,144,-6,202,2018
1950,King Princess,alt z,72,-7,225,2018
I Like Me Better,Lauv,dance pop,92,-8,197,2018
Yes Indeed,Lil Baby,atl hip hop,120,-9,142,2018
Freaky Friday (feat. Chris Brown),Lil Dicky,comedy rap,133,-5,217,2018
Everyday,Logic,conscious hip hop,150,-4,205,2018
