Marca temporal,Edad,Sexo,Peso,Estatura,Carrera,Procedencia,Residencia,Beca,Independiente,Motivo,Ciclo,Edad_ingreso,Org_est,Voluntariado,Promedio,Promedio_acumulado,Cursos_jalados,Autoeval,Causas,Horas_est,Horas_sue,Alim_menor,Alim_nut,Extra,Amigos,Expres_pub,Horas_fam,Prob_acad,Prob_emo,Prob_eco,Ingreso,Gastos,din_gasto,din_ahorro,,,,,,
9/22/2022 13:37:25,18,Masculino,60,162,Ingeniería Civil,San Martín,Barranco,Beca Hijo de Docente,Sí,Soy de Provincia;Para continuar mis estudios superiores.,III,17,No,No,15.65,15.8,0,4,Procrastinación,5,7,Cena,1,3,3,No,7,2,1,2,1050,Alimentación;Alquiler,900,100,,,,,,
9/22/2022 3:42:19,18,Femenino,60,160,Ingeniería Civil,Lima Metropolitana o Provincia Constitucional del Callao,Comas,Beca 18,Sí,Pierdo mucho tiempo en el transporte desde mi casa a la universidad;Otro Motivo,III,17,Sí,No,16,16,0,3,Procrastinación;Estrés;Problemas de salud,5,7,Desayuno,3,2,3,No,5,2,2,2,500,Transporte;Prendas de vestir,400,100,,,,,,
9/23/2022 1:16:55,19,Femenino,50,160,Ingeniería Civil,Lima Metropolitana o Provincia Constitucional del Callao,Comas,Beca 18,Sí,Pierdo mucho tiempo en el transporte desde mi casa a la universidad;Otro Motivo,III,17,Sí,No,16,16,0,3,Procrastinación;Estrés;Problemas de salud,5,7,Desayuno,3,2,3,No,5,2,2,2,500,Transporte;Prendas de vestir,400,100,,,,,,
11/4/2022 22:09:43,18,Femenino,57,153,Bioingeniería,Lima Metropolitana o Provincia Constitucional del Callao,Provincia Constitucional del Callao,Beca 18,No,,III,16,No,No,12,12,2,4,"Procrastinación, Pocas horas de sueño, Estrés, El cambio a modo presencialidad",5,4,Cena,4,2,4,Sí,3,1,1,2,300,"Transporte, Servicios Básicos (Luz, Agua, Gas y/o Wi-Fi)",200,100,,,,,,
10/8/2022 16:11:05,18,Femenino,58,160,Ingeniería Civil,Lima Metropolitana o Provincia Constitucional del Callao,Comas,Beca 18,No,,III,17,Sí,No,16.1,15.1,0,2,"Procrastinación, Ansiedad, Estrés, El cambio a modo presencialidad",5,7,Desayuno,3,1,3,No,3,1,2,2,500,"Transporte, Prendas de vestir, Materiales de estudio",400,100,,,,,,
10/8/2022 16:11:05,18,Femenino,58,160,Ingeniería Civil,Lima Metropolitana o Provincia Constitucional del Callao,Comas,Beca 18,No,,III,17,Sí,No,16,15,0,2,"Procrastinación, Ansiedad, Estrés, El cambio a modo presencialidad",5,7,Desayuno,3,1,3,No,3,1,2,2,500,"Transporte, Prendas de vestir, Materiales de estudio",400,100,,,,,,
10/8/2022 16:09:56,17,Masculino,66,160,Ingeniería Mecatrónica,Lima Metropolitana o Provincia Constitucional del Callao,San Martín de Porres,Beca UTEC,No,,II,16,No,Sí,16.7,16.7,0,2,"Excesiva carga académica, Procrastinación, Pocas horas de sueño, Estrés, El cambio a modo presencialidad",5,6,Desayuno,4,0,3,Sí,5,3,3,3,300,"Alimentación, Transporte",200,100,,,,,,
9/23/2022 17:18:08,19,Femenino,68,165,Ingeniería Ambiental,Lima Metropolitana o Provincia Constitucional del Callao,Lurigancho,Beca 18,Sí,Soy de Provincia;Para continuar mis estudios superiores.,III,17,Sí,No,14.9,15.2,0,3,Quehaceres del hogar demandantes;Ansiedad;Estrés;El cambio a modo presencialidad,5,7,Desayuno,3,2,3,Sí,2,3,2,3,920,"Alimentación;Transporte;Servicios Básicos (Luz, Agua, Gas y/o Wi-Fi);Materiales de estudio;Gastos médicos",840,50,,,,,,
9/22/2022 10:11:11,18,Femenino,65,165,Ingeniería Ambiental,Lima Metropolitana o Provincia Constitucional del Callao,Lurigancho,Beca 18,Sí,Soy de Provincia;Para continuar mis estudios superiores.,III,17,Sí,No,14.9,15.2,0,3,Quehaceres del hogar demandantes;Ansiedad;Estrés;El cambio a modo presencialidad,5,7,Desayuno,3,2,3,Sí,2,3,2,3,920,"Alimentación;Transporte;Servicios Básicos (Luz, Agua, Gas y/o Wi-Fi);Materiales de estudio;Gastos médicos",840,50,,,,,,
11/10/2022 10:05:17,20,Femenino,73,160,Ciencias de la Computación,Lima Metropolitana o Provincia Constitucional del Callao,Barranco,No cuento con ningún tipo de Beca,No,,IV,17,No,Sí,11.4,13.45,2,3,"Quehaceres del hogar demandantes, Procrastinación, Pocas horas de sueño, Sentimientos de soledad, Depresión, Ansiedad, Estrés, Sentir que no encaja en la Universidad ni donde reside actualmente, Problemas de salud",5,7,Desayuno,5,4,4,Sí,4,2,3,3,1500,"Alimentación, Transporte, Entretenimiento",700,20,,,,,,
11/10/2022 10:05:17,20,Femenino,73,160,Ciencias de la Computación,Lima Metropolitana o Provincia Constitucional del Callao,Barranco,No cuento con ningún tipo de Beca,No,,IV,17,No,Sí,11.1,13.45,2,3,"Quehaceres del hogar demandantes, Procrastinación, Pocas horas de sueño, Sentimientos de soledad, Depresión, Ansiedad, Estrés, Sentir que no encaja en la Universidad ni donde reside actualmente, Problemas de salud",5,7,Desayuno,5,4,4,Sí,4,2,3,3,1500,"Alimentación, Transporte, Entretenimiento",700,20,,,,,,
11/10/2022 10:05:17,20,Femenino,50,160,Ciencias de la Computación,Lima Metropolitana o Provincia Constitucional del Callao,Barranco,No cuento con ningún tipo de Beca,No,,IV,17,No,Sí,11.4,15.01,2,3,"Quehaceres del hogar demandantes, Procrastinación, Pocas horas de sueño, Sentimientos de soledad, Depresión, Ansiedad, Estrés, Sentir que no encaja en la Universidad ni donde reside actualmente, Problemas de salud",5,7,Desayuno,5,4,4,Sí,4,2,3,3,1500,"Alimentación, Transporte, Entretenimiento",700,20,,,,,,
11/6/2022 21:07:58,18,Masculino,72,175,Administración y Negocios Digitales,Lima Metropolitana o Provincia Constitucional del Callao,Surquillo,No cuento con ningún tipo de Beca,No,,II,17,No,No,15.7,15.7,0,4,"Procrastinación, El cambio a modo presencialidad",5,6,Desayuno,3,10,5,Sí,6,2,1,3,500,"Alimentación, Transporte, Entretenimiento",500,0,,,,,,
11/6/2022 21:07:58,18,Masculino,72,175,Administración y Negocios Digitales,Lima Metropolitana o Provincia Constitucional del Callao,Surquillo,No cuento con ningún tipo de Beca,No,,II,17,No,No,15.7,15.1,0,4,"Procrastinación, El cambio a modo presencialidad",5,6,Desayuno,3,10,5,Sí,7,2,1,3,500,"Alimentación, Transporte, Entretenimiento",500,0,,,,,,
11/14/2022 15:15:00,17,Femenino,65,165,Ciencias de la Computación,Lima Metropolitana o Provincia Constitucional del Callao,San Borja,No cuento con ningún tipo de Beca,No,,III,18,No,No,13,14.1,1,2,"Excesiva carga académica, Procrastinación, Pocas horas de sueño",5,6,Desayuno,4,6,4,Sí,8,2,1,3,200,"Alimentación, Transporte",200,0,,,,,,
11/14/2022 15:15:00,20,Masculino,64,165,Ciencias de la Computación,Lima Metropolitana o Provincia Constitucional del Callao,San Borja,No cuento con ningún tipo de Beca,No,,III,18,Sí,No,13,14,1,2,"Excesiva carga académica, Procrastinación, Pocas horas de sueño",5,6,Desayuno,4,6,4,Sí,7,2,1,3,200,"Alimentación, Transporte",200,0,,,,,,
11/14/2022 15:15:00,20,Masculino,64,165,Ciencias de la Computación,Lima Metropolitana o Provincia Constitucional del Callao,San Borja,No cuento con ningún tipo de Beca,No,,III,18,No,No,13,14,1,2,"Excesiva carga académica, Procrastinación, Pocas horas de sueño",5,6,Desayuno,4,6,4,Sí,8,2,1,3,200,"Alimentación, Transporte",200,0,,,,,,
11/14/2022 15:17:50,21,Masculino,70,163,Ingeniería Electrónica,Cuzco,Chorrillos,Beca Hijo de Docente,Sí,"Soy de Provincia, Para continuar mis estudios superiores.",IV,19,Sí,No,14,13,4,3,"Excesiva carga académica, Procrastinación, Pocas horas de sueño, Estrés, Sentir que no encaja en la Universidad ni donde reside actualmente, El cambio a modo presencialidad",5,5,Desayuno,4,5,3,Sí,2,1,1,3,1000,"Alimentación, Transporte, Alquiler",1000,0,,,,,,
10/8/2022 16:20:06,19,Femenino,50,150,Ingeniería Civil,Piura,Chorrillos,Beca 18,Sí,Para continuar mis estudios superiores.,III,17,No,No,12.1,13.1,1,4,"Excesiva carga académica, Pocas horas de sueño, Sentimientos de soledad, Depresión, Ansiedad, Estrés",5,6,Almuerzo,4,4,2,No,3,2,2,2,1500,"Alimentación, Transporte, Servicios Básicos (Luz, Agua, Gas y/o Wi-Fi)",1500,0,,,,,,
9/28/2022 23:27:39,18,Masculino,62,161,Ingeniería Ambiental,Ayacucho,Barranco,Beca 18,Sí,Para continuar mis estudios superiores.,III,17,No,No,14.05,14.43,1,3,"Excesiva carga académica, Actividades extracurriculares demandantes, Quehaceres del hogar demandantes, Procrastinación, Pocas horas de sueño, Sentimientos de soledad, Depresión, Ansiedad, Estrés, El cambio a modo presencialidad, Problemas de salud",5,6,Desayuno,3,3,3,Sí,2,1,1,3,1000,"Alimentación, Transporte, Servicios Básicos (Luz, Agua, Gas y/o Wi-Fi), Alquiler",1000,0,,,,,,
9/28/2022 21:59:45,20,Femenino,73,162,Ingeniería Ambiental,Lima Metropolitana o Provincia Constitucional del Callao,Puente Piedra,Beca 18,Sí,"Quería experimentar la independencia familiar, Pierdo mucho tiempo en el transporte desde mi casa a la universidad, Para continuar mis estudios superiores.",III,18,Sí,Sí,15.3,14.1,2,2,"Excesiva carga académica, Pocas horas de sueño, Estrés, El cambio a modo presencialidad, Problemas de salud",5,6,Desayuno,3,0,2,Sí,1,1,1,2,1260,"Alimentación, Alquiler",1500,0,,,,,,
10/8/2022 16:21:17,18,Femenino,62,158,Ingeniería Industrial,Arequipa,Santiago de Surco,Beca 18,Sí,Soy de Provincia;Para continuar mis estudios superiores.,IV,17,Sí,No,16.3,15.1,1,4,"Excesiva carga académica, Ansiedad, Estrés, El cambio a modo presencialidad",4,6,Cena,5,8,3,No,6,3,3,3,1260,"Transporte, Prendas de vestir",670,400,,,,,,
9/25/2022 0:00:14,20,Masculino,55,178,Ciencias de la Computación,Cajamarca,Pachacamac,Beca 18,Sí,Pierdo mucho tiempo en el transporte desde mi casa a la universidad;Soy de Provincia;Para continuar mis estudios superiores.,III,18,Sí,No,15.1,15.1,1,3,Procrastinación;Pocas horas de sueño;El cambio a modo presencialidad,4,7,Desayuno,4,6,3,Sí,3,3,3,3,960,Alimentación;Transporte,530,410,,,,,,
9/22/2022 15:39:31,19,Masculino,51,178,Ciencias de la Computación,Cajamarca,Pachacamac,Beca 18,Sí,Pierdo mucho tiempo en el transporte desde mi casa a la universidad;Soy de Provincia;Para continuar mis estudios superiores.,III,18,Sí,No,15.14,15.53,1,3,Procrastinación;Pocas horas de sueño;El cambio a modo presencialidad,4,7,Desayuno,4,6,3,Sí,3,3,3,3,960,Alimentación;Transporte,530,410,,,,,,
10/8/2022 16:21:17,18,Femenino,49,158,Ingeniería Industrial,Huánuco,Barranco,Beca 18,Sí,Soy de Provincia;Para continuar mis estudios superiores.,IV,17,No,No,16.3,15.5,1,4,"Excesiva carga académica, Ansiedad, Estrés, El cambio a modo presencialidad",4,6,Cena,5,8,3,No,4,3,3,3,1260,"Transporte, Prendas de vestir",900,400,,,,,,
9/22/2022 11:24:08,20,Masculino,65,165,Ingeniería Ambiental,Lima Metropolitana o Provincia Constitucional del Callao,Barranco,Beca 18,Sí,Pierdo mucho tiempo en el transporte desde mi casa a la universidad,IV,18,Sí,No,15.25,15.65,0,3,Excesiva carga académica;Pocas horas de sueño;Depresión;Ansiedad;Estrés,4,6,Cena,2,2,4,Sí,1,1,1,1,1500,"Alimentación;Servicios Básicos (Luz, Agua, Gas y/o Wi-Fi);Materiales de estudio;Alquiler",1200,300,,,,,,
9/23/2022 18:44:27,19,Masculino,60,165,Ingeniería Ambiental,Lima Metropolitana o Provincia Constitucional del Callao,Barranco,Beca 18,Sí,Pierdo mucho tiempo en el transporte desde mi casa a la universidad,IV,18,Sí,No,15.25,15.65,0,3,Excesiva carga académica;Pocas horas de sueño;Depresión;Ansiedad;Estrés,4,6,Cena,2,2,4,Sí,1,1,1,1,1500,"Alimentación;Servicios Básicos (Luz, Agua, Gas y/o Wi-Fi);Materiales de estudio;Alquiler",1200,300,,,,,,
9/25/2022 15:34:37,23,Femenino,70,152,Ingeniería Química,Lima Metropolitana o Provincia Constitucional del Callao,Barranco,Beca 18,Sí,Soy de Provincia,III,16,No,No,14.95,13.92,0,3,Pocas horas de sueño,4,6,Cena,4,4,3,No,2,2,3,2,1260,"Alimentación;Prendas de vestir;Servicios Básicos (Luz, Agua, Gas y/o Wi-Fi);Alquiler",1000,250,,,,,,
9/22/2022 15:48:58,18,Femenino,47,152,Ingeniería Química,Lima Metropolitana o Provincia Constitucional del Callao,Barranco,Beca 18,Sí,Soy de Provincia,III,16,No,No,14.95,13.92,0,3,Pocas horas de sueño,4,6,Cena,4,4,3,No,2,2,3,2,1260,"Alimentación;Prendas de vestir;Servicios Básicos (Luz, Agua, Gas y/o Wi-Fi);Alquiler",1000,250,,,,,,
11/14/2022 17:27:17,19,Masculino,60,163,Ingeniería Mecánica,Arequipa,Chorrillos,Beca 18,Sí,Soy de Provincia,III,17,Sí,Sí,15.3,14.1,0,4,"Excesiva carga académica, Quehaceres del hogar demandantes, Procrastinación, Pocas horas de sueño, Estrés, El cambio a modo presencialidad",4,6,Desayuno,3,10,5,Sí,5,1,2,3,1200,"Alimentación, Transporte, Entretenimiento, Servicios Básicos (Luz, Agua, Gas y/o Wi-Fi), Alquiler",1000,200,,,,,,
9/29/2022 8:20:13,18,Femenino,50,155,Ingeniería Ambiental,Ayacucho,Barranco,Beca 18,Sí,Para continuar mis estudios superiores.,III,17,No,No,15.5,14.1,0,3,"Excesiva carga académica, Procrastinación, Pocas horas de sueño, Estrés, Sentir que no encaja en la Universidad ni donde reside actualmente, El cambio a modo presencialidad",4,7,Desayuno,4,6,5,Sí,1,1,1,2,1260,"Alimentación, Transporte, Entretenimiento, Servicios Básicos (Luz, Agua, Gas y/o Wi-Fi), Alquiler",1100,200,,,,,,
11/9/2022 5:15:23,20,Femenino,50,155,Ingeniería Química,Junín,Puente Piedra,Beca 18,No,,III,19,No,No,15,14.88,0,3,"Quehaceres del hogar demandantes, Pocas horas de sueño, Estrés, El cambio a modo presencialidad, Problemas de salud",4,5,Desayuno,4,6,5,Sí,5,1,1,1,920,"Alimentación, Transporte, Entretenimiento",300,200,,,,,,
11/9/2022 5:15:23,20,Femenino,50,155,Ingeniería Química,Junín,Puente Piedra,Beca 18,No,,III,19,Sí,No,15,14.88,0,3,"Quehaceres del hogar demandantes, Pocas horas de sueño, Estrés, El cambio a modo presencialidad, Problemas de salud",4,5,Desayuno,4,6,5,Sí,5,1,1,1,920,"Alimentación, Transporte, Entretenimiento",300,200,,,,,,
9/22/2022 19:58:44,18,Masculino,75,170,Ingeniería Electrónica,Huancavelica,Barranco,Beca 18,Sí,Problemas familiares,IV,180,No,Sí,16,16.8,0,4,El cambio a modo presencialidad,4,4,Desayuno,4,4,5,Sí,2,3,2,2,1200,Alimentación;Transporte;Materiales de estudio;Gastos médicos,1000,200,,,,,,
9/26/2022 15:15:19,19,Masculino,65,171,Ingeniería Electrónica,Huancavelica,Barranco,Beca 18,Sí,Problemas familiares,IV,180,No,Sí,16,16.8,0,2,El cambio a modo presencialidad,4,4,Desayuno,4,4,5,Sí,2,3,2,2,1200,Alimentación;Transporte;Materiales de estudio;Gastos médicos,1000,200,,,,,,
9/22/2022 19:58:23,20,Masculino,65,165,Ingeniería Mecatrónica,Cuzco,Barranco,Beca 18,Sí,Soy de Provincia;Para continuar mis estudios superiores.,V,18,No,Sí,15,16.5,0,3,Excesiva carga académica;Actividades extracurriculares demandantes;Quehaceres del hogar demandantes;Procrastinación;Sentimientos de soledad;Ansiedad;Estrés,4,8,Desayuno,3,4,4,No,5,1,1,3,1000,"Transporte;Servicios Básicos (Luz, Agua, Gas y/o Wi-Fi);Materiales de estudio",600,200,,,,,,
9/26/2022 15:15:14,18,Masculino,50,165,Ingeniería Mecatrónica,Cuzco,Barranco,Beca 18,Sí,Soy de Provincia;Para continuar mis estudios superiores.,V,18,No,Sí,15,16.5,0,3,Excesiva carga académica;Actividades extracurriculares demandantes;Quehaceres del hogar demandantes;Procrastinación;Sentimientos de soledad;Ansiedad;Estrés,4,8,Desayuno,3,4,4,No,5,1,1,3,1000,"Transporte;Servicios Básicos (Luz, Agua, Gas y/o Wi-Fi);Materiales de estudio",600,200,,,,,,
11/9/2022 5:57:18,18,Masculino,65,177,Ingeniería Mecánica,Lima Metropolitana o Provincia Constitucional del Callao,Santa Anita,No cuento con ningún tipo de Beca,No,,IV,17,No,No,16.5,14.98,0,3,Pocas horas de sueño,4,5,Desayuno,2,3,4,Sí,2,3,2,2,1000,"Alimentación, Transporte, Prendas de vestir",700,200,,,,,,
11/9/2022 5:57:18,18,Masculino,65,177,Ingeniería Mecánica,Lima Metropolitana o Provincia Constitucional del Callao,Santa Anita,No cuento con ningún tipo de Beca,No,,IV,17,Sí,No,16.5,14.98,0,3,Pocas horas de sueño,4,5,Desayuno,2,3,4,Sí,2,3,2,2,1000,"Alimentación, Transporte, Prendas de vestir",700,200,,,,,,
11/9/2022 5:57:18,20,Masculino,50,177,Ingeniería Mecánica,Lima Metropolitana o Provincia Constitucional del Callao,Santa Anita,No cuento con ningún tipo de Beca,No,,IV,17,Sí,No,16.1,14.1,0,3,Pocas horas de sueño,4,5,Desayuno,2,3,4,Sí,2,3,2,2,1000,"Alimentación, Transporte, Prendas de vestir",700,200,,,,,,
11/9/2022 5:10:14,18,Femenino,50,150,Ciencias de la Computación,Junín,Barranco,Beca 18,Sí,"Soy de Provincia, Para continuar mis estudios superiores.",III,17,No,Sí,14.35,13.4,2,4,"Excesiva carga académica, Actividades extracurriculares demandantes, Quehaceres del hogar demandantes, Procrastinación, Pocas horas de sueño, Sentimientos de soledad, Depresión, Ansiedad, Estrés, El cambio a modo presencialidad, Problemas de salud",4,6,Desayuno,3,3,5,Sí,3,1,1,2,1260,"Alimentación, Prendas de vestir, Servicios Básicos (Luz, Agua, Gas y/o Wi-Fi), Alquiler",1000,200,,,,,,
10/8/2022 16:37:43,19,Masculino,65,165,Ingeniería Civil,Áncash,Barranco,Beca 18,Sí,"Soy de Provincia, Para continuar mis estudios superiores.",III,18,Sí,No,12.05,13.78,3,3,"Sentimientos de soledad, Depresión, Ansiedad, Estrés",4,8,Desayuno,4,2,3,Sí,8,2,2,2,500,Alimentación,550,200,,,,,,
10/9/2022 9:29:09,18,Masculino,61,161,Ingeniería Ambiental,Ayacucho,Barranco,Beca 18,Sí,Para continuar mis estudios superiores.,III,17,No,No,13.3,13.4,1,3,"Depresión, Ansiedad, Estrés, El cambio a modo presencialidad",4,6,Desayuno,3,1,2,No,4,2,2,2,1260,"Alimentación, Servicios Básicos (Luz, Agua, Gas y/o Wi-Fi), Alquiler",780,200,,,,,,
9/23/2022 17:31:46,18,Femenino,61,158,Bioingeniería,Áncash,Barranco,Beca 18,Sí,Soy de Provincia;Para continuar mis estudios superiores.,I,19,NA,NA,NA,NA,NA,4,Procrastinación;Pocas horas de sueño;Sentimientos de soledad;Depresión;Estrés,4,5,Desayuno,3,10,4,Sí,2,2,1,3,1216,"Alimentación;Servicios Básicos (Luz, Agua, Gas y/o Wi-Fi);Materiales de estudio;Alquiler",1000,150,,,,,,
9/22/2022 11:16:10,19,Femenino,53,158,Bioingeniería,Áncash,Barranco,Beca 18,Sí,Soy de Provincia;Para continuar mis estudios superiores.,I,19,NA,NA,NA,NA,NA,2,Procrastinación;Pocas horas de sueño;Sentimientos de soledad;Depresión;Estrés,4,5,Desayuno,3,10,4,Sí,2,2,1,3,1216,"Alimentación;Servicios Básicos (Luz, Agua, Gas y/o Wi-Fi);Materiales de estudio;Alquiler",1000,150,,,,,,
10/8/2022 15:44:33,21,Masculino,70,170,Ingeniería Civil,Puno,Santiago de Surco,Beca 18,Sí,"Soy de Provincia, Para continuar mis estudios superiores.",III,19,No,No,14.8,14.87,1,3,"Procrastinación, Pocas horas de sueño, Sentir que no encaja en la Universidad ni donde reside actualmente, El cambio a modo presencialidad",4,6,Desayuno,3,10,3,Sí,2,1,2,3,1260,"Alimentación, Alquiler",1000,100,,,,,,
11/15/2022 15:14:17,18,Masculino,66,172,Ingeniería de la Energía,Cuzco,Barranco,Beca 18,Sí,"Soy de Provincia, Para continuar mis estudios superiores.",IV,17,No,No,15.23,13.5,1,2,"Procrastinación, Problemas de salud",4,6,Desayuno,4,6,3,Sí,1,1,2,2,1260,"Alimentación, Transporte, Entretenimiento, Servicios Básicos (Luz, Agua, Gas y/o Wi-Fi), Alquiler",1100,100,,,,,,
9/22/2022 2:26:20,20,Masculino,68,165,Ingeniería Civil,Puno,Santiago de Surco,No cuento con ningún tipo de Beca,Sí,Soy de Provincia;Para continuar mis estudios superiores.,IV,18,No,Sí,14,14,0,3,Pocas horas de sueño,4,5,Cena,3,2,3,Sí,1,2,2,2,0,Alimentación;Gastos médicos,1000,100,,,,,,
9/22/2022 23:56:56,18,Masculino,58,165,Ingeniería Civil,Puno,Santiago de Surco,No cuento con ningún tipo de Beca,Sí,Soy de Provincia;Para continuar mis estudios superiores.,IV,18,No,Sí,14,14,0,3,Pocas horas de sueño,4,5,Cena,3,2,3,Sí,1,2,2,2,0,Alimentación;Gastos médicos,1000,100,,,,,,
9/22/2022 20:31:50,20,Femenino,73,162,Ingeniería Ambiental,Lima Metropolitana o Provincia Constitucional del Callao,Puente Piedra,Beca 18,Sí,Quería experimentar la independencia familiar;Pierdo mucho tiempo en el transporte desde mi casa a la universidad;Para continuar mis estudios superiores.,III,18,Sí,Sí,14.4,14.24,1,3,Procrastinación;Ansiedad;Estrés;El cambio a modo presencialidad,4,6,Desayuno,3,2,4,Sí,2,2,2,3,920,Alimentación;Transporte;Alquiler,900,100,,,,,,
9/27/2022 16:13:57,17,Femenino,65,162,Ingeniería Ambiental,Lima Metropolitana o Provincia Constitucional del Callao,Puente Piedra,Beca 18,Sí,Quería experimentar la independencia familiar;Pierdo mucho tiempo en el transporte desde mi casa a la universidad;Para continuar mis estudios superiores.,III,18,Sí,Sí,14.4,14.24,1,2,Procrastinación;Ansiedad;Estrés;El cambio a modo presencialidad,4,6,Desayuno,3,2,4,Sí,2,2,2,3,920,Alimentación;Transporte;Alquiler,900,100,,,,,,
10/26/2022 14:46:36,18,Femenino,57,153,Bioingeniería,Lima Metropolitana o Provincia Constitucional del Callao,Provincia Constitucional del Callao,Beca 18,Sí,Otro Motivo,III,16,Sí,No,13,12,2,3,"Excesiva carga académica, Estrés, El cambio a modo presencialidad",4,4,Cena,5,2,4,Sí,1,2,1,2,300,"Transporte, Servicios Básicos (Luz, Agua, Gas y/o Wi-Fi)",120,100,,,,,,
9/22/2022 20:00:17,18,Femenino,57,164,Ciencias de la Computación,Lima Provincias,Barranco,Beca Mujeres en la Ciencia,Sí,Pierdo mucho tiempo en el transporte desde mi casa a la universidad;Soy de Provincia,IV,17,Sí,No,14,14,1,2,Excesiva carga académica;Procrastinación;Pocas horas de sueño,4,6,Desayuno,1,1,1,Sí,1,3,3,3,1000,Alimentación,900,100,,,,,,
9/26/2022 17:01:19,20,Femenino,50,164,Ciencias de la Computación,Lima Provincias,Barranco,Beca Mujeres en la Ciencia,Sí,Pierdo mucho tiempo en el transporte desde mi casa a la universidad;Soy de Provincia,IV,17,Sí,No,14,14,1,4,Excesiva carga académica;Procrastinación;Pocas horas de sueño,4,6,Desayuno,1,1,1,Sí,1,3,3,3,1000,Alimentación,900,100,,,,,,
9/23/2022 1:23:55,18,Masculino,55,164,Ingeniería Civil,Lambayeque,Barranco,Beca 18,Sí,Para continuar mis estudios superiores.,I,17,Sí,NA,NA,NA,NA,4,Excesiva carga académica;Procrastinación;Estrés,4,6,Desayuno,3,0,3,No,1,2,2,2,1200,Alimentación;Transporte;Materiales de estudio;Alquiler,920,100,,,,,,
9/22/2022 6:56:52,18,Masculino,48,164,Ingeniería Civil,Lambayeque,Barranco,Beca 18,Sí,Para continuar mis estudios superiores.,I,17,NA,NA,NA,NA,NA,2,Excesiva carga académica;Procrastinación;Estrés,4,6,Desayuno,3,0,3,No,1,2,2,2,1200,Alimentación;Transporte;Materiales de estudio;Alquiler,920,100,,,,,,
11/14/2022 17:44:25,22,Masculino,60,163,Ciencias de la Computación,Huánuco,Barranco,Beca 18,Sí,"Soy de Provincia, Para continuar mis estudios superiores.",IV,18,Sí,No,14.05,13.1,1,3,"Excesiva carga académica, Quehaceres del hogar demandantes, Procrastinación, Ansiedad",4,7,Desayuno,3,12,5,Sí,5,1,1,2,1200,"Alimentación, Transporte, Entretenimiento, Prendas de vestir, Servicios Básicos (Luz, Agua, Gas y/o Wi-Fi), Alquiler",1150,50,,,,,,
9/22/2022 7:48:11,23,Masculino,70,170,Ingeniería de la Energía,Lima Metropolitana o Provincia Constitucional del Callao,Santiago de Surco,No cuento con ningún tipo de Beca,Sí,Pierdo mucho tiempo en el transporte desde mi casa a la universidad,VIII,18,No,No,14,14,2,4,Excesiva carga académica;Quehaceres del hogar demandantes,4,8,Cena,4,8,5,Sí,4,3,3,3,1200,Alimentación,1200,50,,,,,,
9/23/2022 11:50:07,18,Masculino,47,170,Ingeniería de la Energía,Lima Metropolitana o Provincia Constitucional del Callao,Santiago de Surco,No cuento con ningún tipo de Beca,Sí,Pierdo mucho tiempo en el transporte desde mi casa a la universidad,VIII,18,No,No,14,14,2,3,Excesiva carga académica;Quehaceres del hogar demandantes,4,8,Cena,4,8,5,Sí,4,3,3,3,1200,Alimentación,1200,50,,,,,,
11/15/2022 15:19:22,18,Masculino,73,168,Ingeniería de la Energía,Cuzco,Barranco,Beca 18,Sí,"Soy de Provincia, Para continuar mis estudios superiores.",IV,17,No,No,13,13.4,2,3,"Excesiva carga académica, Pocas horas de sueño",4,7,Cena,4,4,3,No,4,1,1,2,1260,"Alimentación, Entretenimiento, Prendas de vestir, Servicios Básicos (Luz, Agua, Gas y/o Wi-Fi), Alquiler",1200,50,,,,,,
10/8/2022 16:18:42,18,Masculino,80,178,Ingeniería Ambiental,Lima Metropolitana o Provincia Constitucional del Callao,San Juan de Lurigancho,No cuento con ningún tipo de Beca,No,,III,17,No,No,12.1,14,4,4,"Pocas horas de sueño, Sentimientos de soledad, Depresión, Ansiedad, Estrés, Sentir que no encaja en la Universidad ni donde reside actualmente",4,6,Desayuno,3,5,2,No,1,1,2,2,20,"Alimentación, Transporte",100,30,,,,,,
10/8/2022 16:18:42,18,Masculino,80,178,Ingeniería Ambiental,Lima Metropolitana o Provincia Constitucional del Callao,San Juan de Lurigancho,No cuento con ningún tipo de Beca,No,,III,17,No,No,12,14.1,4,4,"Pocas horas de sueño, Sentimientos de soledad, Depresión, Ansiedad, Estrés, Sentir que no encaja en la Universidad ni donde reside actualmente",4,6,Desayuno,3,5,2,No,1,1,2,2,20,"Alimentación, Transporte",100,30,,,,,,
11/14/2022 15:50:36,21,Masculino,65,165,Ingeniería Civil,Puno,Breña,No cuento con ningún tipo de Beca,Sí,"Soy de Provincia, Otro Motivo",IV,19,No,Sí,13.03,14.02,2,3,"Excesiva carga académica, Pocas horas de sueño",4,5,Desayuno,4,2,4,Sí,2,1,1,2,1000,"Alimentación, Transporte, Servicios Básicos (Luz, Agua, Gas y/o Wi-Fi), Alquiler",990,10,,,,,,
