Nombre de los paises,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Santa Lucía,,,,,,,,,,,,,,8,16,23,31,27,24,23,42,33,31,32,,26,21,30,,,,29,29,36,34,32,25,29,24,19,12,14,24,26,25,25,32,31,34,37,48,57,48,42,46,50,59,61,59,52,
América Latina y el Caribe,,,7,8,9,9,10,11,12,14,17,20,21,24,24,22,21,21,22,22,19,19,18,22,23,25,33,32,,,38,41,47,49,49,48,47,49,52,51,51,51,50,49,49,48,46,47,44,42,42,40,42,43,46,48,49,48,46,45,
Países menos desarrollados: clasificación de las Naciones Unidas,,,,,,,,,,,12,,10,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,
Países de ingreso bajo,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,7,8,8,,,15,,12,,,,,,,,,,
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,,,1,1,1,1,1,1,1,1,1,2,2,,6,4,6,6,7,16,19,22,26,29,27,33,43,47,,,53,60,70,71,72,,,,,75,76,75,74,74,74,70,71,68,67,67,67,69,69,70,67,70,70,68,,,
Países de ingreso mediano bajo,,,,,,,,19,19,20,19,20,21,20,18,17,19,21,25,25,,25,,25,27,29,33,38,,,,,,,,,51,45,47,48,48,48,49,48,51,50,44,47,47,48,43,41,46,44,45,47,46,44,47,55,
Ingreso mediano y bajo,,,,,,,,,,,,,,,,,,,,,,,,,36,29,34,48,,,,,67,69,69,69,64,62,65,65,64,64,64,65,65,65,63,63,62,62,60,60,62,62,62,64,63,63,63,66,
Lesotho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,83,87,91,94,,,,74,84,62,78,79,67,42,53,90,89,,,
avanzada del dividendo demográfico,,,,,,,,,,,,,,,,,,,,,,,,,43,,34,54,,,,,63,66,70,71,65,66,67,64,63,64,64,64,64,65,63,64,62,63,63,62,64,63,63,65,66,65,65,65,
Lituania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,54,58,60,60,61,65,60,58,64,63,58,55,58,64,55,55,54,53,52,53,58,59,62,63,62,63,66
Luxemburgo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,83,84,83,83,83,82,81,81,83,81,79,77,78,79,77,79,80,79,82,82,82
Letonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,58,61,58,58,56,55,59,57,58,60,55,59,60,62,60,58,56,54,53,54,59,60,60,61,59,58
"Región Administrativa Especial de Macao, China",,,,,,,,,,,,,,93,94,93,95,95,94,96,97,96,96,97,97,97,98,98,,98,98,98,97,94,94,96,95,97,99,99,99,99,99,99,98,96,96,95,93,82,43,23,24,,9,3,0,,8,35,72
Isla de San Martín (parte francesa),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marruecos,,,8,6,6,5,7,8,9,9,10,15,14,15,11,12,16,21,23,23,24,28,34,39,41,40,44,49,,,,,,57,54,51,50,49,65,65,64,65,65,67,66,63,66,65,62,63,63,64,64,64,67,68,70,70,71,71,
Mónaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
República de Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,23,20,31,23,27,33,34,31,32,34,25,31,32,32,23,23,22,37,37,32,34,33,34,40,42,
Madagascar,,,5,5,5,5,6,7,6,9,7,9,5,9,9,4,8,7,7,7,6,8,7,8,9,10,,,,,14,19,16,19,13,14,15,28,36,50,52,44,27,31,47,47,41,57,67,57,48,46,38,35,32,29,30,26,25,28,
Maldivas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,17,21,24,39,46,42,38,32,26,1,0,0,0,,0,0,0,0,0,1,0,0,0,,
Oriente Medio y Norte de África,,,,,,,,,,,,,,,10,10,11,,11,11,,,,,,,,,,,,19,20,22,,,,,24,17,14,15,15,15,14,16,14,14,14,16,16,15,17,17,18,22,21,22,23,22,
México,,,14,15,16,16,19,19,20,26,32,38,35,42,38,31,29,28,27,21,12,10,9,23,25,27,46,38,,45,43,51,71,75,77,77,78,81,85,85,84,85,84,81,80,77,76,72,73,75,75,71,73,75,77,81,81,80,79,80,
Islas Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ingreso mediano,,,,,,,,,,,,,,,,,,,,,,,,,36,29,34,48,,,,,67,69,70,70,64,63,65,65,64,64,65,65,66,66,63,63,62,63,61,60,62,62,62,64,63,64,63,67,
Macedonia del Norte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,58,65,65,72,66,69,70,71,72,77,72,69,76,71,51,68,71,72,75,80,82,82,82,84,83,84
Malí,,,2,3,5,3,2,1,1,2,10,9,9,,11,12,1,1,3,23,1,,2,,,,,1,,,,,,,,,2,1,2,5,2,7,4,3,5,4,2,3,5,,4,8,7,,,,6,13,,,
Malta,,,,,,67,72,74,63,70,79,85,89,86,87,89,89,89,92,92,94,93,93,92,92,92,94,94,,,96,97,97,97,98,98,97,96,97,97,97,96,95,95,90,92,91,89,88,92,68,53,49,50,50,53,66,53,59,61,
Myanmar,,,1,0,0,0,1,0,2,2,2,2,3,10,7,3,3,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,26,23,17,20,23,19,29,34,,,
Oriente Medio y Norte de África (excluido altos ingresos),,,,3,,,6,,8,9,9,10,13,10,8,8,9,8,,,,,,,,,,,,,,,,,,,,,,,17,17,18,21,17,23,17,17,19,19,18,19,,22,24,27,21,,,,
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,15,15,22,20,17,20,18,17,26,26,29,29,,
Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,12,14,20,22,30,30,29,21,15,10,5,,,,,,3,3,2,4,2,2,3,
Mariana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,13,17,12,,10,7,7,7,9,5,7,5,6,6,12,2,7,12,15,16,,22,6,9,,
Mauritania,,,53,21,0,1,1,2,2,,1,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,0,,0,0,0,0,"0,00E+00",0,0,0,0,0,0,1,1,
Mauricio,,,,,,,,,,,2,4,4,8,8,11,18,22,26,,,,,,,,,,56,52,66,66,66,70,70,70,68,71,73,75,81,74,73,73,68,57,64,62,57,64,60,64,62,59,63,66,62,57,61,60,
Malawi,,,,,,,1,1,2,3,3,2,2,3,4,5,3,4,4,4,6,8,5,4,3,5,4,5,,,5,3,,,11,7,9,9,7,9,7,10,12,12,15,16,14,11,10,9,9,10,7,8,19,15,13,8,7,7,
Malasia,,,,,5,5,5,4,6,6,7,8,10,11,13,17,15,15,19,17,19,20,23,25,27,27,37,39,44,49,54,61,64,70,74,75,76,76,79,80,80,80,78,77,76,75,73,71,54,70,67,62,62,61,62,66,68,67,69,70,
América del Norte,,,56,55,55,56,57,60,63,66,63,65,64,59,59,61,63,63,64,62,61,64,64,64,65,67,70,68,,67,70,72,72,73,74,74,74,76,78,79,78,77,77,76,71,70,73,71,67,62,61,58,58,58,57,61,61,58,56,57,60
Namibia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,51,48,40,48,52,46,39,44,47,44,45,40,45,52,37,36,34,32,29,26
Nueva Caledonia,,,0,,,,,,,,,,,,,56,47,47,55,69,53,53,62,68,,,,,,,,,,,,,,,,61,61,62,70,69,65,68,61,60,52,79,57,63,61,57,65,59,,,,,
Níger,,,4,1,2,2,2,1,2,3,3,3,6,7,11,8,2,3,2,1,,2,,,,,,,,,,,,,,1,1,2,2,2,9,7,9,7,11,17,18,10,5,4,12,6,3,7,12,9,9,11,10,,
Nigeria,,,6,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,,0,,0,0,0,0,0,,,,,,,,,1,3,2,1,0,0,5,2,,,1,2,5,4,7,3,3,3,6,9,1,2,3,11,
Nicaragua,,,,,,5,7,8,9,12,16,15,14,16,19,17,16,17,17,11,14,10,8,8,8,6,6,,,,,,,9,13,20,33,24,8,8,7,11,11,12,10,10,9,10,34,9,6,5,39,44,43,44,46,43,44,43,
Países Bajos,,,95,54,56,56,59,57,58,58,56,56,57,56,56,54,54,53,54,52,50,48,48,49,50,51,57,60,60,59,59,59,60,59,60,62,63,71,70,70,59,55,55,60,62,61,60,60,55,56,57,60,58,57,60,62,63,64,65,65,
Noruega,,,45,46,46,51,50,54,55,54,57,58,61,62,61,62,53,54,52,39,31,30,31,29,28,30,,,37,34,33,31,30,25,25,27,23,24,30,27,19,21,22,21,19,17,16,18,17,22,19,16,15,16,18,22,23,19,17,20,
Nepal,,,,,,,,,,,,,,,36,38,33,33,23,28,30,52,34,48,42,59,65,58,,,,,,,91,,,,71,77,67,,,74,,,,,,67,72,74,69,69,68,68,71,68,,,
Nauru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nueva Zelandia,,,,,4,5,5,7,8,9,11,10,11,10,12,14,15,17,18,19,20,21,20,20,21,22,23,22,21,22,23,24,25,26,28,28,28,29,31,32,30,30,30,31,30,28,27,26,23,22,21,20,21,19,18,20,18,17,16,15,16
Miembros OCDE,,,65,62,62,63,65,66,67,68,68,71,70,69,69,69,71,71,71,70,68,68,69,69,70,71,75,74,78,75,76,76,76,76,77,77,77,79,80,80,78,78,78,78,77,76,76,75,73,72,72,71,70,69,71,72,73,72,72,72,
Omán,,,,,,,,,,,,,,,,,,,,3,3,5,6,6,6,4,6,5,7,6,5,9,12,15,16,14,13,17,23,17,9,12,15,3,5,5,6,7,7,10,10,13,11,10,12,15,15,16,16,,
Otros Estados pequeos,,,,,,,,,,,,,7,7,5,6,6,,7,13,,,,,,,,,,,,,,,23,26,25,,22,21,23,22,24,21,24,20,19,20,17,20,17,17,20,19,17,20,24,22,23,16,
Pakistán,,,24,26,31,36,45,46,49,56,57,55,55,62,52,54,57,58,57,55,48,51,58,63,68,62,66,72,,,79,79,79,85,,83,84,86,84,84,85,85,86,85,85,82,81,79,73,76,74,71,75,74,75,76,78,77,74,74,75
Panamá,,,3,2,2,2,1,1,2,2,4,2,3,5,6,5,9,9,9,10,9,10,12,10,13,13,15,16,,,,,,,,20,20,17,17,17,13,13,12,11,10,9,9,10,8,8,12,93,97,96,95,95,90,94,,,
Perú,,,1,1,1,1,1,1,1,1,1,1,2,3,3,3,4,7,10,15,17,,14,12,12,12,16,17,,,,,16,16,14,14,14,15,20,17,18,19,17,17,16,14,12,12,13,12,11,11,11,12,13,12,11,9,9,10,
Filipinas,,,5,5,6,6,6,6,7,8,7,7,9,12,9,12,16,16,21,22,21,23,18,25,25,27,31,33,,,,70,41,41,43,41,83,86,90,92,91,91,91,90,90,89,86,85,83,85,56,58,82,78,79,84,84,81,82,81,
Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,48,85,89,74,9,,
Papua Nueva Guinea,,,,,,,,,,,,6,4,2,1,2,3,,,,,3,3,2,3,3,2,1,,,,,,,,,,,3,,2,4,4,5,4,,,,,,,5,9,,,,,,,,
Polonia,,,,,,,,,,,,,,,,,,,,,,,,,59,,,59,,,,,59,66,68,71,74,73,77,77,80,81,82,82,81,78,79,80,80,80,79,78,76,77,78,79,80,80,80,80,
previa al dividendo demográfico,,,,,,,,,,,8,7,11,10,8,6,8,,5,6,,,,,,,,,,,,,,,,,,,,,5,5,7,,,,5,6,8,7,8,5,,8,,10,7,7,,,
Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Corea, República Popular Democrática de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,,,54,58,61,60,62,63,61,63,62,66,67,69,69,70,66,69,71,74,70,69,73,73,76,76,79,80,79,78,80,82,83,83,82,83,85,86,87,86,85,86,86,86,70,80,77,78,76,76,74,74,73,72,74,75,76,76,76,77,77
Paraguay,,,11,11,11,8,10,8,8,9,9,11,11,13,10,10,13,11,13,11,12,11,9,7,6,5,9,10,,8,10,11,15,17,21,19,17,15,14,15,7,7,6,6,7,7,8,8,6,7,7,8,9,8,9,10,9,11,12,14,
Ribera Occidental y Gaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,79,76,76,79,78,80,70,68,76,67,68,64,62,68,64,65,66,64,67,
Estados pequeos de las Islas del Pacfico,,,,,,,,2,2,2,2,3,4,4,3,2,3,2,3,2,1,3,4,4,5,8,8,9,,,28,26,,,29,,,,,,44,43,32,33,33,23,21,23,21,20,20,19,19,20,19,18,20,17,17,26,
posterior al dividendo demográfico,,,68,66,66,67,68,69,70,71,71,74,73,72,71,73,74,74,74,73,72,72,73,72,73,74,77,78,78,76,77,78,79,78,79,79,79,80,81,81,79,79,79,78,77,75,75,75,72,71,71,69,68,67,68,70,70,73,72,73,
Polinesia Francesa,,,2,,,,,,,,,,,7,13,16,10,13,18,17,32,42,34,43,,,,,,,,,,,,,90,90,94,92,93,87,86,83,83,85,85,85,86,82,81,77,66,73,78,71,,,,,
Qatar,,,,,,,,,,,,,2,2,2,3,1,,3,5,,,,,,,,,,,,14,14,17,24,17,15,,14,10,9,7,10,7,12,6,7,9,2,7,2,2,7,4,0,5,10,8,10,7,
Rumania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,73,74,73,76,75,78,77,79,81,78,77,81,81,83,82,80,79,80,77,79,78,78,77,75,76,78,80,80,82,82,
Federación de Rusia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,24,29,26,24,23,23,22,23,19,17,17,17,16,14,13,16,16,17,21,24,22,20,20,
Rwanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2,5,3,,3,24,4,4,4,3,5,4,20,8,7,6,10,13,13,10,20,20,8,
Asia meridional,,,40,40,42,46,46,46,48,53,50,52,53,53,50,44,51,55,58,57,57,58,50,52,54,58,62,67,71,71,71,72,74,75,76,75,74,76,78,79,79,77,77,78,76,73,69,67,65,69,66,64,65,64,64,71,72,70,70,71,
Arabia Saudita,,,,,,,,,0,0,,,,,0,1,0,0,1,1,1,1,1,,,3,,,,,,6,10,7,8,11,9,,13,9,7,10,9,9,9,8,8,9,8,10,11,10,10,11,13,18,18,17,16,17,
Sudán,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,,1,2,,,,,,,,,,6,2,2,2,4,8,1,3,0,0,0,0,,0,0,0,0,,,,,,,,,
Senegal,,,4,7,4,3,5,5,10,17,19,23,17,22,14,15,,11,14,8,15,20,,,,,26,25,,,,,,,,,48,46,53,57,27,29,51,36,39,45,43,36,39,38,38,40,39,29,29,29,32,29,28,24,
Singapur,,,26,27,31,30,28,25,24,23,28,33,41,44,40,42,44,42,45,45,47,48,48,49,50,51,59,66,,71,71,72,77,78,82,84,83,84,85,86,85,84,84,84,83,49,46,75,69,72,71,67,68,68,69,74,76,74,73,74,
Islas Salomón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,1,1,2,1,2,7,6,2,,
Sierra Leona,,,,64,65,,,,,,,,63,62,63,54,63,,,,,,,32,31,,,,,,,,,,,,,,,,10,,7,,,,,,,,,,,,10,10,20,3,25,,
El Salvador,,,,12,13,16,23,28,32,32,29,32,30,31,30,27,24,20,34,24,35,37,40,34,25,26,15,23,,,,,,,45,39,41,39,46,50,21,22,24,23,24,79,77,75,74,71,72,68,70,73,75,76,77,76,77,76,73
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,,,1,,,,6,,,,5,4,1,2,1,3,2,3,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,49,61,53,59,61,63,57,,62,64,64,66,,,,,,,,,,,,,
África al sur del Sahara (excluido altos ingresos),,,,,,,,,,,,,,,12,12,13,16,14,15,,9,,,,,,,,,,,,,,,24,26,25,25,25,25,31,27,,,25,25,26,24,26,22,23,25,27,25,23,21,21,26,
Sudán del Sur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
África al sur del Sahara,,,,,,,,,,,,,,,12,11,13,16,14,15,,9,,,,,,,,,,,,,,,24,26,25,25,25,25,31,27,,,25,25,26,24,26,22,23,25,27,25,23,21,21,26,
Pequeños Estados,,,,,,,,,,,,,8,7,6,7,7,,8,13,,,,,,,,,,,,,,20,24,27,26,,24,22,24,23,24,22,24,21,19,21,18,20,18,18,21,20,18,22,24,22,22,,
Santo Tomé y Príncipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,3,5,5,5,5,4,7,3,5,4,12,12,3,5,10,11,24,11,
Suriname,,,12,,,6,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,1,1,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,4,2,2,3,1,1,1,1,2,
República Eslovaca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,82,81,84,86,85,84,84,85,88,85,83,83,86,86,87,86,84,84,86,88,89,90,90,90,90,
Eslovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,85,,90,90,89,90,90,90,90,90,90,90,89,87,88,87,87,85,83,83,82,83,83,85,85,84,84,
Suecia,,,67,63,63,64,69,68,68,69,72,75,73,73,73,76,78,80,80,79,78,79,79,77,77,80,83,83,84,83,83,84,85,85,85,79,80,80,82,85,82,81,82,81,80,78,77,77,75,76,74,74,71,72,72,75,75,74,73,,
Eswatini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,48,76,76,51,71,64,70,59,58,65,72,57,58,65,65,65,69,67,65,
Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,,,,,,,,,,,,4,2,1,0,1,1,1,3,2,2,9,1,0,9,7,1,1,,,,,0,1,1,1,0,0,0,0,5,5,4,0,0,9,7,2,2,,11,35,6,2,3,5,8,18,20,21,
República Árabe Siria,,,,,,,,,,,,,,,8,8,10,9,9,8,7,8,10,15,13,12,38,31,,,,,,,,,,,,,8,2,7,11,11,14,32,35,33,31,25,,,,,,,,,,
Islas Turcas y Caicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,40,29,31,46,28,39,54,57,67,71,,79,80,,,,,,,,
Chad,,,2,1,1,1,1,0,2,1,2,2,4,4,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia oriental y el Pacífico (BIRF y la AIF),,,,,,,,,,,,,,,,,,,,,,,,,41,27,30,53,,,,,73,76,77,79,80,79,81,83,83,83,83,84,84,84,84,85,83,85,83,82,83,84,84,86,86,85,85,85,
Europa y Asia central (BIRF y la AIF),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,46,50,48,46,48,48,48,48,45,44,45,43,43,42,41,41,41,42,44,45,45,44,45,
Togo,,,7,6,5,5,4,7,,11,6,18,5,7,3,6,8,6,7,9,11,15,,25,,,6,10,7,,,6,,,8,7,6,8,12,18,31,50,43,58,47,58,,62,52,60,65,63,54,52,50,47,51,50,47,52,
Tailandia,,,2,2,2,2,2,2,4,4,5,7,11,16,14,15,17,17,21,23,25,26,26,31,33,38,44,52,,56,63,66,67,71,72,73,71,71,73,74,75,74,75,75,76,77,75,76,72,72,72,70,71,73,75,76,75,74,75,73,
Tayikistán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,
Turkmenistán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,14,12,7,,,,,,,,,,,,,,,,,,,,
América Latina y el Caribe (BIRF y la AIF),,,7,8,9,9,10,11,12,14,17,20,21,24,24,22,21,20,23,22,19,19,18,22,23,25,33,32,,,38,41,47,49,49,48,47,49,52,51,51,51,51,49,49,48,46,47,44,42,42,40,42,43,46,48,49,48,46,45,
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,,,,,37,,,,9,,,
Oriente Medio y Norte de África (BIRF y la AIF),,,,3,,,6,,8,9,9,10,13,10,8,8,9,8,,,,,,,,,,,,,,,,,,,,,,,17,17,18,20,17,23,17,17,19,19,18,19,,22,24,27,21,,,,
Tonga,,,,,,,,,,,,,,,,1,2,1,1,2,3,6,13,16,9,13,15,18,,,,,,,,,,,,,2,6,2,1,4,4,5,6,6,10,8,11,17,8,28,,,,,,
Asia meridional (BIRF y la AIF),,,40,40,42,46,46,46,48,53,50,52,53,53,50,44,51,55,58,57,57,58,50,52,54,58,62,67,71,71,71,72,74,75,76,75,74,76,78,79,79,77,77,78,76,73,69,67,65,69,66,64,65,64,64,71,72,70,70,71,
África al sur del Sahara (BIRF y la AIF),,,,,,,,,,,,,,,12,11,13,16,14,15,,9,,,,,,,,,,,,,,,24,26,25,25,25,25,31,27,,,25,25,26,24,26,22,23,25,27,25,23,21,21,26,
Trinidad y Tobago,,,,,,,,,13,13,13,14,12,10,5,6,5,5,7,6,5,8,10,14,16,18,24,23,,,,28,28,34,43,43,39,42,44,37,29,43,33,27,36,26,21,28,25,15,31,38,41,35,37,44,,,,,
Túnez,,,9,9,9,19,13,21,20,19,19,16,15,22,22,20,26,33,38,34,36,33,41,43,42,45,60,60,,,69,69,73,75,76,79,80,78,82,80,77,81,81,81,78,75,73,70,72,75,76,73,71,73,77,77,82,81,79,82,
Turquía,,,1,2,2,2,2,2,4,6,9,12,14,17,22,23,24,25,22,27,27,37,43,47,54,61,58,66,,66,68,66,71,72,73,74,74,75,77,79,81,82,84,84,84,81,81,81,79,77,78,77,71,76,77,75,75,77,80,78,
Tuvalu,,,,,,,,,,,,,,,,,,,,,17,19,27,,,,,,,,,,,,,,,,,,,,35,28,83,40,,,,,,,,,,,,,,,
Tanzanía,,,,,,,,,,,,,,,,,10,8,12,17,14,11,,,,,,8,,,,,,,,,,10,20,15,16,12,10,10,10,9,12,17,23,18,18,16,17,18,15,20,16,16,74,,
Uganda,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,2,4,13,17,5,3,3,5,5,11,10,10,19,21,27,26,23,31,34,26,26,24,21,16,18,,13
Ucrania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,70,69,64,67,64,66,67,70,69,72,74,70,62,64,63,60,57,54,49,46,45,47,,
Ingreso mediano alto,,,,,,,,,,,,,,,,,,,,,,,,,39,29,34,51,,,,,69,72,73,73,67,68,70,70,69,69,70,70,70,69,68,67,66,66,66,66,66,67,67,69,68,69,68,69,
Uruguay,,,,,,,,,,,20,20,18,,22,30,34,39,43,47,38,30,32,30,37,35,35,44,,,,,,42,43,39,36,37,38,38,42,42,36,33,31,30,30,30,26,24,24,26,23,23,23,24,21,19,21,18,
Estados Unidos,,,63,61,62,62,62,65,68,69,67,69,68,62,64,66,67,67,67,66,66,67,67,67,67,70,72,70,,69,74,76,76,77,78,77,78,80,82,83,82,82,82,80,74,73,79,77,73,66,65,62,62,61,61,64,63,61,59,59,60
Uzbekistán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,25,19,25
San Vicente y las Granadinas,,,,,,,,,,,,,,,,,2,,,,14,,,,,,,,,,,,,10,18,14,15,13,10,11,13,10,9,10,11,12,13,13,15,14,16,16,14,13,11,10,12,18,26,30,
Venezuela,,,6,1,2,2,0,1,1,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,4,10,8,7,,,10,9,11,13,14,14,12,13,18,11,9,11,13,12,12,9,5,,4,3,4,2,1,2,,,,,,,
Islas Vírgenes Británicas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Islas Vírgenes (EE.UU.),,,,,,,,,,,33,29,27,19,,,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viet Nam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,41,48,43,45,49,53,52,50,51,54,54,59,64,64,69,74,76,81,82,83,83,85,
Vanuatu,,,,,,,,,,,1,3,1,1,0,0,,,,,0,1,1,1,0,,,,,,13,13,,,8,,,,,,8,,,,,,8,8,,17,11,8,,,,,,,,,
Mundo,,,57,55,55,56,57,57,57,58,59,61,61,60,58,58,60,60,60,59,60,60,61,61,61,59,64,68,,,,70,71,72,73,74,72,73,74,73,71,71,71,71,70,69,68,68,66,65,64,63,63,62,64,66,66,67,67,68,
Samoa,,,0,0,0,1,1,2,1,1,1,7,15,5,2,5,5,1,3,1,2,2,3,2,,,,,,,,,,,,,,,,,,67,69,77,73,75,75,82,84,70,78,65,65,64,64,30,30,12,10,9,
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep. del",,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,1,1,1,1,2,1,1,5,17,,,1,1,
Sudáfrica,,,,,,,,,,,,,,,30,27,33,39,37,38,18,18,19,18,19,,,,,,,,28,39,39,43,54,57,53,55,53,53,61,57,56,55,52,51,52,47,49,41,43,42,46,48,48,44,43,43,38
Zambia,,,,,,,0,0,,,0,0,0,0,0,1,0,1,1,1,,,,,,,,,,,,,,5,,7,10,13,14,18,20,23,22,21,26,16,10,13,13,11,10,10,14,17,13,12,15,11,14,14,10
Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,30,29,29,,,,31,30,35,38,28,37,29,32,,27,29,15,31,25,28,29,19,40,37,16,19,11,8,16,22,11,8,12,12,13,
