Nombre de los paises,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
No clasificado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Irlanda,,,,,,,,,,,,2,5,3,3,4,0,7,6,2,2,2,1,-1,4,3,0,5,6,6,8,1,3,2,5,9,7,10,8,9,8,4,4,1,5,3,2,2,-6,-6,1,1,0,1,8,24,1,8,8,3,5
"Irán, República Islámica del",,9,6,5,6,14,8,9,12,13,8,11,11,6,4,-5,14,-7,-17,-14,-30,-9,22,4,-12,-2,-14,-3,-9,3,11,10,1,-1,-3,1,4,-1,1,0,4,0,6,7,3,2,4,7,-1,0,5,1,-9,-1,3,-3,12,2,-7,-8,0
Iraq,,,,,,,,,,0,1,2,0,1,12,9,13,-1,13,17,21,-3,1,-15,-4,-1,2,7,-2,-5,54,-65,29,26,1,-1,8,18,31,14,13,-1,-11,-38,49,-1,4,0,6,1,4,4,10,4,-3,1,11,-4,-3,2,-12
Islandia,,-2,6,8,8,6,7,-3,-7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,6,3,4,3,0,1,7,4,4,6,0,-8,-3,2,1,4,1,3,5,2,2,0,-8
Israel,,8,5,7,4,5,-3,-1,14,11,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,0,5,-2,-2,-1,2,2,4,4,1,-1,4,3,1,2,2,0,2,2,2,1,-4
Italia,,7,5,5,2,2,5,6,6,5,5,1,3,6,5,-3,7,2,3,6,3,1,0,1,3,3,3,3,4,3,2,1,1,-1,2,3,1,2,2,2,4,2,0,0,1,0,1,1,-2,-6,1,1,-3,-3,-1,1,1,2,1,1,-9
Jamaica,,,,,,,,1,4,4,11,1,16,-7,-6,-2,-8,-4,-1,-2,-7,1,0,0,-3,-4,1,7,3,7,3,4,1,8,0,1,-1,-2,-3,0,0,1,1,3,1,0,2,1,-1,-5,-2,1,-1,0,0,0,1,0,1,0,-11
Jordania,,,,,,,,,,,,,,,,,,6,12,17,8,13,3,-6,0,-7,1,-1,-2,-14,-5,-4,8,-1,0,2,-1,1,1,2,2,3,4,2,6,5,4,4,2,0,-3,-3,-3,-3,-1,-1,-1,0,0,1,-3
Japón,,11,8,7,11,5,10,10,12,11,1,2,7,7,-3,2,3,3,4,5,2,3,3,3,4,5,3,4,6,4,5,3,0,-1,1,2,3,1,-2,-1,3,0,0,1,2,2,1,1,-1,-6,4,0,2,2,0,2,1,2,1,0,-5
Kazajstán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12,-5,-9,-11,-6,2,3,0,4,10,14,10,9,9,9,10,8,1,-1,6,6,3,4,3,0,0,3,3,3,-4
Kenya,,-11,6,5,2,-1,11,0,4,4,-8,18,13,2,0,-3,-2,5,3,4,2,0,-2,-3,-2,0,3,2,3,1,1,-2,-4,-3,0,1,1,-2,0,0,-2,1,-2,0,2,3,4,4,-3,1,5,3,2,3,3,3,3,2,4,3,-3
Kirguistán,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,1,4,-9,-15,-15,-20,-6,6,8,1,2,4,4,-1,6,6,-1,2,8,7,2,-2,5,-2,9,2,2,2,3,2,2,-10
Camboya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-37,6,3,1,2,10,8,6,5,7,9,11,9,9,5,-1,4,5,6,6,5,5,5,5,6,6,-4
Kiribati,,,,,,,,,,,,-4,10,19,43,4,-28,-6,0,-13,-18,-5,5,-2,3,-9,-3,-12,6,-6,-3,-2,-1,0,0,-1,0,0,5,-3,4,-3,2,0,-3,3,-2,0,-4,-1,-3,0,3,3,-2,9,4,-1,1,1,1
Saint Kitts y Nevis,,,,,,,,,,,,,,,,,,,4,8,9,2,1,2,10,9,12,8,10,6,5,-2,3,6,4,4,5,6,-1,2,9,4,0,-5,3,8,2,0,5,-5,-1,1,-3,4,5,0,2,-3,2,1,-11
"Corea, República de",,4,1,6,7,5,9,7,11,12,8,8,5,13,8,6,11,11,9,7,-3,6,7,12,9,7,10,12,11,6,9,10,5,6,8,9,7,5,-6,11,8,4,7,3,5,4,5,5,2,0,6,3,2,3,3,2,3,3,2,2,-1
Kuwait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-3,-3,-8,0,-3,1,16,8,7,3,0,-3,-13,-8,4,1,-4,-4,-3,0,-7,-1,-1,
América Latina y el Caribe (excluido altos ingresos),,4,1,-1,5,3,1,2,5,4,4,4,5,6,4,2,3,2,1,5,4,-2,-2,-4,2,1,2,1,-2,0,-2,1,0,2,3,-1,2,3,1,-1,2,-1,-1,1,4,3,4,4,3,-3,6,3,1,2,0,-1,-1,1,1,0,-8
República Democrática Popular Lao,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,-4,-5,11,4,1,3,3,6,5,5,5,2,5,4,4,4,4,5,5,7,6,6,6,7,6,6,6,6,6,5,5,5,4,-1
Líbano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43,23,43,11,5,3,3,9,0,3,-2,-1,0,-1,-2,2,0,0,9,9,9,5,-4,-4,-3,-3,-4,-1,-1,-2,-7,-20
Liberia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,1,-31,1,3,4,5,3,1,2,5,5,6,-2,-3,-4,0,-1,-5,-5
Libia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-3,-3,11,3,10,5,5,1,-2,4,-62,122,-14,-24,-10,-4,25,13,1,-32
Santa Lucía,,,,,,,,,,,,,,,,,,,9,2,-4,5,1,4,6,7,12,2,12,7,8,-1,7,-1,0,1,2,-2,5,1,-1,-4,0,4,6,-1,5,0,3,-4,1,5,-1,-4,1,-2,3,3,2,1,-21
América Latina y el Caribe,,4,1,-1,4,3,2,2,5,4,3,4,5,6,4,1,3,2,2,5,4,-1,-3,-4,2,1,2,1,-1,0,-2,1,1,2,3,-1,2,4,1,-1,2,-1,-1,1,4,3,4,4,3,-3,5,3,1,2,0,0,-1,1,1,0,-7
Países menos desarrollados: clasificación de las Naciones Unidas,,,,,,,,,,,,,,,,,,,,,,0,-1,0,0,-1,1,1,0,-1,-2,-1,-2,-4,-2,3,3,2,1,2,2,2,3,2,4,5,5,5,5,2,4,1,2,4,3,0,1,2,2,2,-2
Países de ingreso bajo,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-2,-3,2,3,0,0,-5,-2,-4,-2,-2,2,2,2,1,0,0,2,1,2,3,4,4,4,4,2,4,-2,-1,4,3,-3,1,2,2,2,-1
Liechtenstein,,,,,,,,,,,,0,0,0,0,0,3,3,3,3,3,3,-3,0,3,6,3,8,5,3,1,0,2,3,5,4,5,6,6,9,2,-2,-2,-3,2,4,8,3,1,-2,,,,,,,,,,,
Sri Lanka,,,1,0,1,0,3,4,3,5,2,-1,-2,5,2,4,1,3,4,5,4,4,3,3,4,4,3,0,1,1,5,3,3,6,5,5,3,6,4,4,5,-2,3,5,5,5,7,6,5,3,7,8,9,3,4,4,3,2,2,2,-4
Países de ingreso mediano bajo,,1,1,4,4,2,0,1,4,7,6,4,3,3,3,0,6,1,-2,-2,-2,-1,2,1,-1,1,0,1,2,2,3,0,1,-1,0,3,4,2,-1,2,3,2,3,4,5,4,5,5,3,3,5,3,3,4,4,4,4,4,3,2,-5
Ingreso mediano y bajo,,0,1,2,5,4,2,1,4,6,6,4,4,5,4,2,4,2,1,3,2,0,1,0,3,2,2,3,2,1,0,0,0,2,2,2,4,3,1,2,4,2,3,5,6,6,7,7,5,2,6,5,4,4,4,3,3,4,4,3,-3
Lesotho,,0,13,9,6,0,-2,9,-3,-1,0,3,-2,23,8,-16,8,18,15,0,-5,-2,2,-1,3,0,2,-1,6,4,4,5,5,1,4,1,4,2,0,-1,3,3,1,5,2,4,5,4,6,-1,5,4,6,1,1,2,3,-4,-2,-1,-12
avanzada del dividendo demográfico,,-4,1,2,5,5,4,0,3,8,8,6,5,7,4,3,5,5,4,6,7,-1,1,0,6,6,4,5,4,3,-1,0,0,3,3,5,4,5,2,4,6,4,5,6,8,7,9,10,6,3,7,7,5,5,5,4,4,5,5,4,0
Lituania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,9,8,0,4,7,8,11,8,10,9,12,4,-14,4,8,5,5,4,3,4,6,5,5,-1
Luxemburgo,,3,0,2,7,-2,0,0,4,9,4,2,5,7,3,-8,2,1,4,2,0,-1,1,3,6,3,9,3,8,9,4,7,0,3,2,0,0,4,5,7,7,1,3,0,2,2,4,7,-3,-6,3,0,-3,1,2,2,2,-1,1,0,-3
Letonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10,7,4,7,8,8,9,10,12,13,11,-2,-13,-2,8,6,3,2,5,3,4,5,3,-3
"Región Administrativa Especial de Macao, China",,,,,,,,,,,,,,,,,,,,,,,,6,4,-3,2,10,4,1,5,1,11,3,2,1,-2,-2,-6,-4,3,1,6,9,24,6,11,12,1,-1,22,19,7,8,-4,-23,-2,8,5,-4,-57
Isla de San Martín (parte francesa),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marruecos,,,,,,,,7,7,6,2,3,0,1,3,5,8,4,0,2,1,-4,6,-1,4,4,7,-2,10,1,2,5,-4,-2,9,-7,11,-3,6,0,1,6,2,5,4,2,6,2,5,3,2,4,2,3,1,3,0,3,2,1,-8
Mónaco,,,,,,,,,,,,4,3,5,3,-2,3,2,3,2,0,-1,1,0,0,1,2,2,4,4,2,0,1,-2,1,1,0,1,3,2,3,1,0,0,1,1,5,13,0,-12,1,6,0,8,6,4,3,-4,5,7,
República de Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6,2,-7,-3,2,6,8,7,8,8,5,3,8,-6,7,6,-1,9,5,0,6,6,6,5,-5
Madagascar,,0,0,-3,1,-3,-1,3,4,1,2,1,-4,-5,-1,-2,-6,-1,-5,7,-2,-12,-5,-2,-1,-2,-1,-2,1,1,0,-9,-2,-1,-3,-1,-1,0,1,1,1,3,-15,7,2,2,2,3,4,-7,-2,-1,0,0,1,0,1,1,0,2,-7
Maldivas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,4,2,-6,4,11,3,-15,23,5,7,-10,4,4,-2,3,3,-2,2,3,4,4,-33
Oriente Medio y Norte de África,,,,,,,,,,,,,,,,,13,1,-8,2,-3,-2,-6,-7,-4,-4,-2,-3,1,0,9,1,3,0,0,0,3,1,3,0,5,-1,-1,3,6,3,4,3,2,-1,3,2,2,1,1,1,3,0,-1,-1,-5
México,,2,1,5,8,4,3,3,6,0,3,1,5,5,3,3,2,1,6,7,7,6,-3,-6,1,0,-5,0,-1,2,3,2,2,0,3,-8,5,5,4,1,3,-2,-1,0,2,1,3,1,0,-7,4,2,2,0,2,2,1,1,1,-1,-9
Islas Marshall,,,,,,,,,,,,,,,,,,,,,,,0,10,-1,-11,19,4,3,-5,0,-2,5,5,5,8,-10,-6,-1,-1,1,5,2,-4,-1,1,-1,3,-6,3,6,-1,-3,4,-1,1,1,3,3,6,
Ingreso mediano,,0,1,2,6,4,2,1,4,6,6,4,4,5,4,2,4,2,1,3,2,0,1,0,3,3,2,3,2,1,0,0,0,2,2,2,4,4,1,2,4,2,3,5,6,6,7,8,5,2,7,5,4,4,4,3,3,4,4,3,-2
Macedonia del Norte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6,-6,-7,-2,-1,1,1,3,4,4,-3,1,2,4,5,5,6,5,0,3,2,-1,3,4,4,3,1,3,3,-5
Malí,,,,,,,,,2,-1,5,1,4,-3,-3,10,12,5,-3,8,-6,-1,-9,0,-2,18,1,-1,6,3,-4,9,-6,0,1,-2,4,2,5,3,-3,12,0,6,-2,3,1,0,1,1,2,0,-4,-1,4,3,3,2,2,2,-5
Malta,,,,,,,,,,,,2,6,4,10,19,16,12,10,9,6,3,0,-2,1,1,2,3,8,7,5,3,4,3,5,6,3,4,4,4,19,-2,2,3,-1,3,2,4,3,-2,5,0,3,4,6,7,2,5,2,1,-11
Myanmar,,-2,2,11,-8,8,-7,-8,9,1,3,2,0,-3,3,2,4,4,4,3,6,4,3,2,3,1,-3,-6,-13,2,1,-2,8,5,6,6,5,4,5,10,12,10,11,13,13,13,12,11,10,10,9,5,6,8,7,6,5,6,6,1,-11
Oriente Medio y Norte de África (excluido altos ingresos),,,,,,,4,6,8,9,6,6,10,4,4,-2,12,-3,-8,-5,-13,-3,11,1,-4,0,-5,-1,-3,0,8,-4,2,1,0,1,4,2,5,3,4,1,1,0,6,3,3,4,2,1,3,-2,1,0,0,-1,5,1,-2,-1,-5
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,-9,3,1,1,2,4,4,8,7,7,-6,3,3,-3,3,2,3,3,5,5,4,-15
Mongolia,,,,,,,,,,,,,,,,,,,,,,,6,3,3,3,6,1,2,2,-5,-10,-10,-4,1,6,1,3,2,2,0,2,4,6,9,6,7,9,7,-3,5,15,10,9,6,0,-1,3,5,3,-7
Mariana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-2,-12,-6,-6,-10,-17,2,-7,0,2,3,2,28,22,-20,-12,
Mozambique,,,,,,,,,,,,,,,,,,,,,,3,-9,-17,-8,0,-3,15,8,6,0,2,-9,6,2,-1,8,8,7,9,-1,9,6,4,5,4,7,5,4,3,4,5,4,4,4,4,1,1,0,-1,-4
Mauritania,,,-2,-5,24,13,-3,0,7,-2,9,-1,-4,-7,9,-8,5,-5,-3,2,0,0,-5,1,-6,0,3,-1,-1,2,-4,-1,-1,3,-6,7,3,-6,0,1,-6,-3,-1,4,2,6,15,-5,-3,-3,0,1,1,1,1,2,-2,1,-1,3,-4
Mauricio,,,,,,,,,,,,,,,,,,5,2,2,-12,4,4,-1,4,6,9,8,6,4,6,3,5,4,3,3,5,4,5,1,7,3,1,5,4,1,4,5,5,3,4,4,3,3,4,3,4,4,4,3,-15
Malawi,,5,-2,-4,0,11,10,5,-4,3,-2,13,3,0,4,3,2,2,6,1,-2,-8,0,1,2,0,-5,-4,-3,-4,2,7,-8,9,-11,16,5,1,1,0,-1,-7,-1,3,3,1,2,7,5,5,4,2,-1,2,3,0,0,1,2,3,-2
Malasia,,4,3,4,2,5,5,1,5,2,3,7,7,9,6,-2,9,5,4,7,5,4,3,4,5,-4,-2,2,7,6,6,7,6,7,7,7,7,5,-10,4,6,-2,3,4,5,3,4,4,3,-3,6,4,4,3,5,4,3,4,3,3,-7
América del Norte,,1,4,3,4,5,5,1,4,2,-2,2,4,5,-1,-1,4,4,4,2,-1,2,-3,4,6,3,3,2,3,3,1,-1,2,1,3,1,3,3,3,4,3,0,1,2,3,3,2,1,-1,-3,2,1,1,1,2,2,1,2,2,2,-4
Namibia,,,,,,,,,,,,,,,,,,,,,,-1,-3,-4,-3,-3,1,0,-3,-2,-1,5,4,-4,-1,2,1,2,1,1,2,0,3,3,11,1,5,4,1,-2,4,3,3,4,4,2,-2,-3,-1,-2,-10
Nueva Caledonia,,,,,,,-7,2,11,11,22,0,-1,-13,11,5,1,0,9,-14,-2,-9,0,-4,0,3,-3,4,32,9,1,2,-2,-2,0,4,-1,0,-5,-1,0,,,,,,,,,,,,,,,,,,,,
Níger,,2,7,6,-3,4,-3,-3,-2,-8,0,3,-8,-19,6,-5,-2,5,10,4,-5,-3,-1,-7,-19,5,3,-3,4,-2,-4,-4,-1,-3,-2,-1,-3,-2,6,-4,-5,3,1,-2,-3,3,2,-1,4,-2,4,-2,6,1,3,0,2,1,3,2,-2
Nigeria,,-2,2,6,3,3,-6,-18,-3,21,22,12,1,3,8,-8,6,3,-9,4,1,-15,-9,-13,-4,3,-3,1,5,-1,9,-2,2,-4,-4,-3,2,0,0,-2,2,3,12,5,6,4,3,4,4,5,5,3,1,4,4,0,-4,-2,-1,0,-4
Nicaragua,,4,8,8,8,6,0,4,-2,3,-2,0,-1,3,11,-3,2,5,-11,-29,2,2,-4,2,-4,-6,-3,-3,-14,-4,-2,-2,-2,-3,1,4,4,2,2,5,2,1,-1,1,4,3,3,4,2,-5,3,5,5,4,3,3,3,3,-5,-5,-3
Países Bajos,,-1,5,2,7,7,1,4,5,5,5,3,2,5,3,-1,4,2,2,1,1,-1,-2,2,3,2,2,1,3,4,3,2,1,1,2,3,3,4,4,4,3,2,0,0,2,2,3,4,2,-4,1,1,-1,0,1,2,2,2,2,1,-4
Noruega,,5,2,3,4,4,3,5,1,4,1,5,5,4,3,4,5,4,3,4,4,1,0,4,6,5,4,1,-1,1,2,3,3,2,4,4,4,5,2,1,3,2,1,0,3,2,2,2,-1,-3,-1,0,1,0,1,1,0,2,0,0,-1
Nepal,,0,0,0,6,-3,5,-3,-1,2,1,-3,1,-3,4,-1,2,1,2,0,-5,6,1,-5,7,4,2,-1,5,2,2,4,1,1,5,1,3,3,1,2,4,3,-1,2,3,2,2,2,5,4,4,3,5,4,6,4,0,8,6,5,-4
Nauru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,-23,22,8,10,9,11,30,26,3,3,-7,5,-1,
Nueva Zelandia,,,,,,,,,,,,,,,,,,,0,3,1,4,0,2,4,1,3,0,-1,0,-1,-6,0,5,4,3,2,1,0,5,2,3,3,3,2,2,2,2,-2,-1,0,1,2,2,2,2,1,1,1,0,-1
Miembros OCDE,,3,4,4,5,4,5,3,5,4,1,2,4,5,0,-1,4,3,4,3,0,1,-1,2,4,3,2,3,4,3,2,0,1,0,2,2,2,3,2,3,3,1,1,1,3,2,2,2,0,-4,2,1,1,1,1,2,1,2,2,1,-5
Omán,,,,,,,2,62,77,22,10,-2,6,-18,7,19,15,-4,-9,-1,0,11,6,11,11,9,-2,-7,2,8,-4,2,4,1,0,2,2,5,3,0,6,3,-3,-5,-1,0,3,1,5,1,-4,-4,1,-2,-5,-1,0,-4,-2,-4,
Otros Estados pequeos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,7,4,8,7,5,-1,6,5,1,2,2,1,1,-1,0,0,-7
Pakistán,,4,2,6,5,8,3,3,4,3,8,-2,-2,4,1,1,2,1,5,1,7,4,3,3,2,4,2,3,4,2,1,2,5,-1,1,2,2,-2,0,1,2,1,0,3,5,4,3,2,-1,1,-1,1,1,2,3,3,3,3,4,-1,-1
Panamá,,8,5,5,1,6,4,5,4,5,4,7,2,2,0,-1,-1,-1,7,2,10,7,3,-7,0,3,1,-4,-15,-1,6,7,6,3,1,0,2,4,5,2,1,-1,0,2,6,5,7,10,8,-1,4,9,8,5,3,4,3,4,2,1,-19
Perú,,4,7,1,4,3,5,1,-3,1,1,2,1,3,6,2,-1,-2,-5,1,3,3,-3,-13,1,0,7,7,-11,-14,-7,0,-2,3,10,5,1,5,-2,0,1,-1,4,3,4,5,7,8,8,0,7,5,5,5,1,2,2,1,2,1,-12
Filipinas,,2,1,4,0,2,1,2,2,2,1,2,2,6,1,3,6,3,2,3,2,1,1,-1,-10,-10,1,2,4,3,0,-3,-2,0,2,2,3,3,-3,1,2,1,2,3,4,3,3,5,3,0,6,2,5,5,5,5,6,5,5,5,-11
Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,-4,5,4,1,4,-4,-4,2,8,2,-3,6,7,0,-2,3,-5,
Papua Nueva Guinea,,4,4,2,6,8,4,2,2,6,8,4,3,4,0,-3,-6,-2,6,-1,-5,-3,-2,0,-3,1,2,0,0,-4,-5,7,11,16,4,-6,5,-6,-6,-1,-5,-2,-2,0,1,4,3,5,-3,4,8,-1,2,2,11,4,3,1,-2,4,-6
Polonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7,2,3,5,7,6,6,5,5,6,1,2,4,5,4,6,7,4,3,4,5,1,1,3,4,3,5,5,5,-3
previa al dividendo demográfico,,,,,,,,,,9,10,7,1,2,6,-3,4,2,-3,3,1,-7,-4,-7,-2,1,0,1,1,-1,6,-11,-1,-4,-3,0,3,3,4,2,3,2,3,-4,9,3,3,4,4,2,3,2,2,3,2,0,0,-1,0,0,-5
Puerto Rico,,5,6,6,5,8,6,5,5,8,7,5,5,4,1,-2,5,4,6,7,3,0,-3,-3,5,2,4,5,5,3,-4,2,4,4,3,4,1,4,5,5,3,6,1,0,9,-2,-1,-1,-1,-1,0,1,1,1,0,1,1,-1,0,1,-4
"Corea, República Popular Democrática de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,,5,6,5,6,8,5,8,9,3,14,7,8,11,0,-8,4,4,2,5,3,1,2,-1,-2,3,4,6,8,7,4,5,1,-2,1,4,3,4,4,3,3,1,0,-1,2,1,1,2,0,-3,2,-2,-4,0,1,2,2,4,3,2,-8
Paraguay,,4,1,2,1,3,-1,6,2,2,3,3,4,5,6,4,5,9,9,9,9,6,-4,-6,0,2,2,5,3,4,1,1,-1,2,3,4,-1,2,-2,-3,-4,-3,-2,2,2,0,3,4,5,-2,10,3,-2,7,4,2,3,3,2,-2,-2
Ribera Occidental y Gaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-3,10,11,6,-11,-12,-15,11,19,8,-3,1,5,6,3,7,4,2,-2,1,6,-1,-1,-1,-14
Estados pequeos de las Islas del Pacfico,,,,,,,,,,,,,,,,,,,,,,2,-6,-3,4,-4,4,-4,0,4,3,-1,4,1,3,3,2,-3,0,4,-3,0,1,1,3,1,1,0,0,-2,2,3,0,2,2,2,2,3,1,-1,-15
posterior al dividendo demográfico,,3,4,4,5,4,5,3,5,4,1,3,4,5,0,-1,4,3,4,3,0,1,0,3,4,3,3,3,4,3,2,1,1,0,2,2,2,3,2,3,3,1,1,2,3,2,2,2,0,-4,2,1,1,1,2,2,1,2,2,1,-5
Polinesia Francesa,,,,,,,6,-8,11,-6,-2,8,-8,4,14,-8,5,-1,7,1,-3,5,7,2,2,3,6,4,0,1,0,3,-1,-2,-1,-1,-2,0,4,2,2,,,,,,,,,,,,,,,,,,,,
Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,-3,8,-6,7,-1,0,-3,7,3,-3,-1,0,0,0,-4,-1,-1,-5
Rumania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12,-8,2,4,6,4,-5,-2,0,3,7,8,3,11,5,9,9,11,-5,-3,2,2,4,4,3,5,8,5,5,-3
Federación de Rusia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,-5,-15,-9,-13,-4,-4,2,-5,7,10,6,5,8,8,7,9,9,5,-8,4,4,4,2,-1,-2,0,2,3,2,-3
Rwanda,,-6,9,-11,-14,5,4,4,4,8,3,-2,-3,0,-2,-5,16,-1,6,8,5,2,-1,3,-8,0,1,-5,0,-3,-3,0,12,-2,-48,38,9,7,0,-3,2,5,11,1,6,7,7,5,8,3,5,5,6,2,4,6,3,1,6,7,-6
Asia meridional,,2,1,3,5,-3,-1,4,2,3,3,-2,-4,1,0,4,0,4,4,-5,4,4,1,4,2,3,2,2,6,3,3,0,3,2,4,5,5,2,3,6,2,3,2,5,6,6,6,6,2,5,6,4,4,5,6,6,6,5,5,3,-7
Arabia Saudita,,,,,,,,,,2,52,15,17,18,11,-13,12,2,-10,6,0,-4,-26,-21,-10,-15,11,-11,8,-4,11,11,1,-4,-2,-2,1,-1,1,-6,3,-4,-6,8,5,3,0,-1,3,-5,2,7,2,0,1,1,-1,-3,1,-1,-6
Sudán,,-3,4,-5,-4,4,-6,-1,-1,-2,3,-1,-8,-2,8,12,13,3,-9,-8,-2,4,2,-1,-8,-9,2,11,-3,6,-8,5,4,2,-2,3,3,8,2,0,3,4,3,5,1,5,7,8,5,1,1,9,12,4,4,2,1,2,0,-4,-4
Senegal,,0,-3,-1,1,-1,0,-4,3,-9,5,-3,3,-8,1,5,6,-5,-6,4,1,2,5,-8,1,0,0,3,-4,1,-4,0,-2,-2,-3,3,-1,1,3,4,1,2,-2,3,2,2,0,0,1,0,1,-1,1,0,3,3,3,4,3,2,-2
Singapur,,5,5,7,-6,5,7,10,12,12,12,10,11,9,4,2,6,5,6,8,9,6,3,7,7,-1,1,9,8,7,6,4,3,9,8,4,3,5,-5,5,7,-4,3,6,8,5,6,5,-3,-3,13,4,2,3,3,2,2,4,3,0,-5
Islas Salomón,,,,,,,,,,,,,,,,,,,,,,-5,-5,1,-3,-6,-3,5,-2,1,-1,3,10,1,5,7,-1,-4,-1,-3,-17,-10,-5,4,4,3,2,2,3,0,6,5,-1,3,-2,-1,3,3,1,-1,-7
Sierra Leona,,0,3,0,5,5,0,-2,0,7,7,1,-1,0,1,0,-3,-2,0,2,3,1,3,-4,2,-8,-2,4,-10,-2,2,2,-19,2,-2,-8,2,-6,1,-4,4,-10,21,4,2,1,1,5,3,1,3,4,13,18,2,-22,4,2,1,3,-4
El Salvador,,,,,,,4,3,0,1,0,1,3,2,3,1,3,5,3,-6,-13,-12,-8,0,0,-1,-1,1,1,0,3,0,6,4,3,3,0,2,2,1,0,0,1,1,0,2,4,1,2,-2,2,3,2,2,1,2,2,2,2,2,-8
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,8,1,4,-1,2,3,1,3,6,-2,-11,-7,-10,-8,-2,-2,1,2,0,1,2,
Somalia,,-5,5,1,-8,-8,6,3,-1,-4,3,2,10,-3,-21,22,-10,10,-7,-11,-10,2,3,-9,4,8,2,3,-3,-2,-3,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,-1,0,0,-4
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,8,4,-9,6,7,6,5,9,6,6,7,6,-2,1,3,0,3,-1,2,4,3,5,5,0
África al sur del Sahara (excluido altos ingresos),,-1,4,4,3,2,-1,-4,0,7,8,5,0,2,5,-3,2,0,-3,1,1,-4,-4,-5,-1,-1,-1,0,2,0,0,-2,-3,-4,-2,1,2,1,0,-1,1,2,4,1,4,3,3,4,3,1,3,2,1,3,2,0,-1,0,0,0,-5
Sudán del Sur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,-8,-48,10,1,-12,,,,,
África al sur del Sahara,,-1,4,4,3,2,-1,-4,0,7,8,5,0,2,5,-3,2,0,-3,1,1,-4,-4,-5,-1,-1,-1,0,2,0,0,-2,-3,-4,-2,1,2,1,0,-1,1,2,4,1,4,3,3,4,3,1,3,2,1,3,2,0,-1,0,0,0,-5
Pequeños Estados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,6,3,8,6,4,-1,5,4,1,1,1,1,1,-1,0,0,-7
Santo Tomé y Príncipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,5,6,0,5,0,4,2,1,3,5,2,2,2,1,0,1
Suriname,,2,1,3,4,9,16,9,5,2,1,4,0,-1,1,3,9,10,6,-1,-9,7,-4,-4,-3,1,-1,-8,6,2,-6,1,-1,-8,2,-2,0,4,1,-3,1,3,2,5,7,3,5,4,3,2,4,5,2,2,-1,-4,-6,1,4,0,-15
