Marca temporal,Género,Edad,Carrera,Ciclo,Cantidad de curso,Promedio ponderado,Horas de sueño,Horas de estudio,Juegas videojuegos,Horas de videojuegos,Semana de examen,Plataforma,Area de juego,Modo de Jugar,Juego en Linea,Razon de Jugar,Importancia,Video Juego Rendimiento,Dependencia,Curso Desaprobado,Curso Repetido,Curso Desempenado
3/5/2022 13:15:26,Mujer,18,Bioingeniería,I,6,11.85,4,2,nunca,0,0,"Consola (PSP , Xbox ,etc)",Estrategia,Solo(a),con frecuencia,Amigos,algunas veces,algunas veces,algunas veces,Sí,Ciencias generales,Cursos de carrera
3/5/2022 13:16:48,Hombre,16,Ingeniería Electrónica,II,5,15.69,4,2,con frecuencia,10,0,"Consola (PSP , Xbox ,etc)",Otros,Solo(a),siempre,Competición,con frecuencia,rara vez,con frecuencia,No,No eh jalado ningún curso,Proyectos interdisciplinarios
3/5/2022 13:18:10,Hombre,15,Ingeniería Civil,IV,5,16.99,7,2,siempre,20,0,Movil,Lucha,Solo(a),siempre,Competición,siempre,rara vez,con frecuencia,No,No eh jalado ningún curso,Proyectos interdisciplinarios
3/5/2022 13:18:59,Mujer,30,Ciencias de Datos,IV,5,12.12,6,2,nunca,0,0,Movil,Otros,Solo(a),nunca,Ocio,nunca,nunca,nunca,Sí,Ciencias generales,Ciencias generales
3/5/2022 13:19:50,Hombre,29,Ingeniería Mecatrónica,VIII,7,15.63,5,2,rara vez,1,0,Movil,Deportivos,Solo(a),rara vez,Ocio,rara vez,rara vez,rara vez,Sí,Cursos de carrera,Ciencias generales
3/5/2022 13:20:06,Mujer,23,Ingeniería Mecánica,VIII,6,14.67,8,6,rara vez,1,1,Movil,Arcade,Solo(a),algunas veces,Amigos,algunas veces,algunas veces,algunas veces,Sí,Cursos de carrera,Proyectos interdisciplinarios
3/5/2022 13:20:44,Hombre,27,Ciencias de la Computación,IX,4,15.36,6,6,rara vez,5,0,Pc,Estrategia,Solo(a),siempre,Ocio,nunca,nunca,nunca,No,No eh jalado ningún curso,Cursos de carrera
3/5/2022 13:21:43,Mujer,23,Ingeniería Electrónica,IX,6,17.4,7,6,algunas veces,3,0,"Consola (PSP , Xbox ,etc)",Estrategia,Solo(a),algunas veces,Competición,algunas veces,algunas veces,algunas veces,Sí,Cursos de carrera,Cursos de gestión
3/5/2022 13:22:09,Hombre,17,Bioingeniería,IV,5,13.65,4,2,con frecuencia,5,0,Movil,Estrategia,Solo(a),con frecuencia,Ocio,algunas veces,rara vez,rara vez,Sí,Cursos de carrera,Ciencias generales
3/5/2022 13:22:57,Mujer,24,Ingeniería de la Energía,VI,6,12.46,8,5,algunas veces,4,1,Pc,Disparos,Solo(a),algunas veces,Relajación,con frecuencia,con frecuencia,con frecuencia,Sí,Cursos de gestión,Cursos de carrera
3/5/2022 13:23:00,Mujer,24,Ingeniería Electrónica,III,6,14.52,5,2,nunca,0,0,Pc,Otros,Solo(a),siempre,Ansiedad,nunca,nunca,nunca,No,No eh jalado ningún curso,Ciencias generales
3/5/2022 13:24:03,Mujer,25,Ingeniería Industrial,III,5,11.52,4,2,rara vez,3,1,Tablet,Deportivos,Solo(a),algunas veces,Relajación,rara vez,rara vez,nunca,Sí,Ciencias generales,Cursos de carrera
3/5/2022 13:24:55,Mujer,19,Ciencias de la Computación,IX,4,17.74,5,3,algunas veces,2,0,"Consola (PSP , Xbox ,etc)",Otros,Solo(a),con frecuencia,Ansiedad,con frecuencia,algunas veces,algunas veces,No,No eh jalado ningún curso,Proyectos interdisciplinarios
3/5/2022 13:25:00,Mujer,20,Ciencias de la Computación,IV,5,14.83,7,7,algunas veces,4,3,Pc,Estrategia,Solo(a),con frecuencia,Relajación,algunas veces,algunas veces,algunas veces,No,No eh jalado ningún curso,Ciencias generales
3/5/2022 13:25:50,Mujer,19,Ingeniería Química,VI,6,14.52,4,1,algunas veces,2,0,Tablet,Arcade,Solo(a),algunas veces,Competición,algunas veces,algunas veces,rara vez,No,No eh jalado ningún curso,Ciencias generales
3/5/2022 13:26:49,Mujer,24,Ingeniería Industrial,III,6,11.04,5,2,algunas veces,2,0,Movil,Lucha,Amigos,con frecuencia,Amigos,con frecuencia,rara vez,rara vez,Sí,Ciencias generales,Proyectos interdisciplinarios
3/5/2022 13:27:48,Hombre,19,Bioingeniería,V,5,12.04,5,2,rara vez,1,0,Movil,Otros,Solo(a),rara vez,Relajación,rara vez,rara vez,rara vez,No,No eh jalado ningún curso,Cursos de carrera
3/5/2022 13:30:51,Mujer,20,Ciencias de la Computación,IV,5,12.5,9,5,rara vez,2,1,"Consola (PSP , Xbox ,etc)",Disparos,Solo(a),algunas veces,Competición,rara vez,rara vez,nunca,Sí,Proyectos Interdiciplinarios,Proyectos interdisciplinarios
3/5/2022 13:33:54,Mujer,20,Ciencias de la Computación,IV,6,11.52,5,2,algunas veces,2,2,"Consola (PSP , Xbox ,etc)",Estrategia,Solo(a),con frecuencia,Relajación,rara vez,nunca,rara vez,Sí,Cursos de carrera,Ciencias generales
3/5/2022 13:38:23,Mujer,19,Administración de Negocios Digitales,II,6,11.5,5,1,rara vez,2,1,Movil,Estrategia,Amigos,algunas veces,Competición,algunas veces,rara vez,rara vez,Sí,Cursos de gestión,Proyectos interdisciplinarios
3/5/2022 13:39:52,Mujer,17,Ingeniería Mecánica,II,6,11.55,6,2,con frecuencia,10,1,Movil,Otros,Amigos,con frecuencia,Amigos,con frecuencia,rara vez,nunca,No,No eh jalado ningún curso,Cursos de carrera
3/5/2022 13:52:13,Mujer,20,Bioingeniería,III,6,13,5,15,rara vez,1,0,Pc,Estrategia,Solo(a),siempre,Otro,nunca,nunca,nunca,No,No eh jalado ningún curso,Ciencias generales
3/5/2022 13:54:22,Mujer,19,Ingeniería Ambiental,IV,3,14,6,10,rara vez,2,2,Movil,Disparos,Amigos,algunas veces,Amigos,algunas veces,algunas veces,rara vez,Sí,Ciencias generales,HACS
3/5/2022 13:57:55,Mujer,18,Ciencias de Datos,III,5,15,5,16,algunas veces,3,0,"Consola (PSP , Xbox ,etc)",Arcade,Amigos,con frecuencia,Ocio,algunas veces,con frecuencia,algunas veces,No,No eh jalado ningún curso,Cursos de carrera
3/5/2022 13:59:51,Hombre,18,Ciencias de Datos,II,6,10.69,5,06,rara vez,3,0,Movil,Disparos,Solo(a),algunas veces,Relajación,algunas veces,nunca,nunca,No,No eh jalado ningún curso,HACS
3/5/2022 14:01:16,Mujer,22,Ciencias de la Computación,VI,6,13.6,7,10,con frecuencia,10,2,"Consola (PSP , Xbox ,etc)",Lucha,Amigos,con frecuencia,Competición,algunas veces,algunas veces,rara vez,Sí,Ciencias generales,Cursos de carrera
3/5/2022 14:02:04,Hombre,21,Ingeniería Electrónica,III,5,12.63,5,2,rara vez,2,1,"Consola (PSP , Xbox ,etc)",Simuladores,Amigos,rara vez,Relajación,rara vez,rara vez,nunca,Sí,Ciencias generales,Cursos de carrera
3/5/2022 14:05:20,Mujer,22,Ingeniería de la Energía,VI,6,16.45,6,8,algunas veces,4,0,Pc,Estrategia,Amigos,algunas veces,Competición,algunas veces,con frecuencia,algunas veces,Sí,Cursos de carrera,Ciencias generales
3/5/2022 14:05:38,Mujer,20,Ingeniería Electrónica,IV,3,11.25,5,3,algunas veces,2,0,Pc,Arcade,Amigos,algunas veces,Competición,algunas veces,rara vez,nunca,No,No eh jalado ningún curso,Cursos de carrera
3/5/2022 14:10:16,Mujer,21,Ingeniería de la Energía,IV,5,11.25,5,1,algunas veces,2,0,Movil,Estrategia,Amigos,algunas veces,Competición,algunas veces,rara vez,algunas veces,No,No eh jalado ningún curso,Cursos de carrera
3/5/2022 14:16:25,Hombre,20,Ingeniería Ambiental,IV,5,13.26,5,2,algunas veces,10,0,Movil,Disparos,Solo(a),rara vez,Competición,algunas veces,algunas veces,rara vez,Sí,Ciencias generales,Cursos de carrera
3/5/2022 14:17:22,Mujer,21,Ingeniería Industrial,VI,7,15.45,7,9,algunas veces,2,0,Pc,Arcade,Amigos,algunas veces,Ocio,rara vez,rara vez,algunas veces,No,No eh jalado ningún curso,Cursos de carrera
3/5/2022 14:18:22,Hombre,19,Administración de Negocios Digitales,II,6,11.45,4,2,algunas veces,2,0,Movil,Arcade,Solo(a),algunas veces,Competición,algunas veces,rara vez,nunca,Sí,Ciencias generales,Cursos de gestión
3/5/2022 14:21:22,Hombre,21,Ingeniería Industrial,II,6,10.98,4,4,con frecuencia,5,0,Movil,Deportivos,Solo(a),algunas veces,Competición,algunas veces,algunas veces,nunca,Sí,Proyectos Interdiciplinarios,Cursos de carrera
3/5/2022 14:21:47,Mujer,19,Ingeniería de la Energía,V,7,14.6,6,8,algunas veces,2,0,Pc,Lucha,Solo(a),rara vez,Relajación,algunas veces,con frecuencia,algunas veces,Sí,Ciencias generales,Cursos de carrera
3/5/2022 14:23:22,Mujer,21,Administración de Negocios Digitales,IX,6,15.6,6,13,algunas veces,1,0,Pc,Disparos,Amigos,rara vez,Amigos,nunca,nunca,nunca,No,No eh jalado ningún curso,Cursos de carrera
3/5/2022 14:23:46,Mujer,24,Ciencias de Datos,II,6,12.45,5,4,algunas veces,2,0,Pc,Deportivos,Solo(a),algunas veces,Competición,algunas veces,algunas veces,nunca,No,No eh jalado ningún curso,Ciencias generales
3/5/2022 14:24:23,Mujer,15,Ciencias de Datos,I,1,20,7,4,algunas veces,28,2,Pc,Estrategia,Amigos,con frecuencia,Otro,rara vez,rara vez,rara vez,No,No eh jalado ningún curso,Ciencias generales
3/5/2022 14:25:48,Hombre,33,Ciencias de la Computación,IV,4,11,8,1,algunas veces,5,0,Tablet,Arcade,Solo(a),nunca,Ocio,nunca,nunca,nunca,No,Ciencias generales,Ciencias generales
3/5/2022 14:26:37,Mujer,18,Ingeniería Civil,III,6,12.54,4,2,algunas veces,2,0,Movil,Arcade,Amigos,con frecuencia,Competición,algunas veces,algunas veces,rara vez,Sí,Cursos de carrera,Ciencias generales
3/5/2022 14:28:04,Hombre,21,Ciencias de la Computación,IX,6,16.14,8,3,algunas veces,3,1,Pc,Disparos,Amigos,algunas veces,Ocio,rara vez,rara vez,nunca,No,No eh jalado ningún curso,Cursos de carrera
3/5/2022 14:28:25,Mujer,19,Ciencias de Datos,III,5,10.67,6,3,algunas veces,2,1,Movil,Estrategia,Solo(a),algunas veces,Competición,algunas veces,nunca,nunca,Sí,Cursos de carrera,Ciencias generales
3/5/2022 14:29:00,Mujer,19,Ingeniería de la Energía,VI,5,14.2,4,12,rara vez,1,0,Tablet,Arcade,Solo(a),algunas veces,Relajación,rara vez,rara vez,rara vez,Sí,Proyectos Interdiciplinarios,Cursos de carrera
3/5/2022 14:29:15,Hombre,24,Administración de Negocios Digitales,IX,7,13.4,6,4,siempre,24,0,Pc,Disparos,Amigos,siempre,Relajación,siempre,con frecuencia,con frecuencia,No,No eh jalado ningún curso,Cursos de carrera
3/5/2022 14:30:32,Mujer,22,Ciencias de Datos,IV,5,15.36,5,2,algunas veces,2,0,Pc,Arcade,Solo(a),algunas veces,Relajación,algunas veces,algunas veces,nunca,No,No eh jalado ningún curso,Ciencias generales
3/5/2022 14:34:15,Mujer,20,Bioingeniería,IV,6,13.23,4,3,algunas veces,3,0,Movil,Lucha,Amigos,con frecuencia,Ansiedad,con frecuencia,rara vez,nunca,No,No eh jalado ningún curso,Cursos de carrera
3/5/2022 14:38:29,Mujer,22,Ciencias de la Computación,IX,3,17.89,8,3,algunas veces,6,2,"Consola (PSP , Xbox ,etc)",Estrategia,Amigos,algunas veces,Ansiedad,rara vez,rara vez,nunca,No,No eh jalado ningún curso,Ciencias generales
3/5/2022 14:39:27,Mujer,26,Bioingeniería,V,5,12.36,6,4,algunas veces,3,0,"Consola (PSP , Xbox ,etc)",Disparos,Solo(a),con frecuencia,Ansiedad,con frecuencia,algunas veces,siempre,Sí,Cursos de carrera,Ciencias generales
3/5/2022 14:41:06,Hombre,29,Ingeniería Electrónica,VI,6,12.36,6,4,algunas veces,3,0,"Consola (PSP , Xbox ,etc)",Disparos,Amigos,algunas veces,Competición,rara vez,algunas veces,rara vez,No,No eh jalado ningún curso,Cursos de carrera
3/5/2022 14:44:09,Hombre,28,Ingeniería de la Energía,VIII,6,12.65,8,3,con frecuencia,6,0,Movil,Deportivos,Solo(a),siempre,Ansiedad,con frecuencia,nunca,siempre,Sí,Cursos de gestión,Cursos de gestión
3/5/2022 14:47:51,Hombre,30,Ingeniería Mecánica,VII,5,14.49,5,3,rara vez,2,4,Movil,Deportivos,Amigos,algunas veces,Relajación,algunas veces,rara vez,nunca,Sí,Cursos de carrera,HACS
3/5/2022 14:52:59,Mujer,31,Ingeniería Ambiental,X,4,12.45,5,3,algunas veces,2,1,"Consola (PSP , Xbox ,etc)",Estrategia,Amigos,algunas veces,Amigos,algunas veces,algunas veces,nunca,No,No eh jalado ningún curso,Ciencias generales
3/5/2022 15:00:38,Mujer,25,Ciencias de Datos,VI,6,12.34,5,4,algunas veces,3,0,"Consola (PSP , Xbox ,etc)",Disparos,Solo(a),algunas veces,Competición,con frecuencia,nunca,nunca,No,No eh jalado ningún curso,Cursos de carrera
3/5/2022 15:06:19,Mujer,18,Administración de Negocios Digitales,II,6,11.66,6,3,algunas veces,3,0,Pc,Estrategia,Amigos,algunas veces,Competición,algunas veces,algunas veces,rara vez,No,No eh jalado ningún curso,Proyectos interdisciplinarios
3/5/2022 15:11:53,Hombre,24,Ciencias de la Computación,II,7,12.32,5,2,con frecuencia,2,0,Movil,Deportivos,Amigos,algunas veces,Competición,algunas veces,algunas veces,algunas veces,No,No eh jalado ningún curso,Cursos de gestión
3/5/2022 15:15:54,Mujer,20,Ciencias de la Computación,II,6,11.25,6,5,con frecuencia,4,0,Movil,Arcade,Solo(a),algunas veces,Competición,algunas veces,nunca,nunca,No,No eh jalado ningún curso,Cursos de carrera
3/5/2022 15:22:53,Mujer,21,Ingeniería de la Energía,III,6,12.34,5,2,algunas veces,3,0,Movil,Lucha,Solo(a),algunas veces,Amigos,algunas veces,con frecuencia,algunas veces,Sí,HACS,Proyectos interdisciplinarios
3/5/2022 15:25:22,Mujer,25,Ingeniería Ambiental,VII,4,13.21,5,4,algunas veces,2,0,Pc,Estrategia,Solo(a),con frecuencia,Ansiedad,algunas veces,algunas veces,algunas veces,No,No eh jalado ningún curso,HACS
3/5/2022 15:28:21,Hombre,30,Ingeniería Mecatrónica,V,5,12.03,4,6,algunas veces,2,0,"Consola (PSP , Xbox ,etc)",Disparos,Amigos,algunas veces,Ocio,algunas veces,con frecuencia,rara vez,No,No eh jalado ningún curso,Ciencias generales
3/5/2022 15:35:42,Mujer,21,Ciencias de Datos,III,7,12.36,4,2,algunas veces,3,0,Movil,Deportivos,Solo(a),algunas veces,Competición,algunas veces,algunas veces,nunca,No,No eh jalado ningún curso,Proyectos interdisciplinarios
3/5/2022 15:38:24,Hombre,24,Ingeniería de la Energía,IV,6,12.35,5,2,algunas veces,4,0,Pc,Arcade,Solo(a),con frecuencia,Relajación,con frecuencia,algunas veces,rara vez,Sí,Ciencias generales,Cursos de carrera
3/5/2022 15:40:41,Hombre,25,Ingeniería de la Energía,IV,5,12.35,5,3,algunas veces,3,2,Tablet,Otros,Amigos,algunas veces,Competición,algunas veces,algunas veces,rara vez,No,No eh jalado ningún curso,Ciencias generales
3/5/2022 15:42:46,Mujer,24,Ingeniería Industrial,VI,5,15.12,6,3,con frecuencia,3,0,Movil,Estrategia,Solo(a),algunas veces,Competición,algunas veces,con frecuencia,rara vez,Sí,Proyectos Interdiciplinarios,Cursos de carrera
3/5/2022 15:47:47,Mujer,23,Ciencias de la Computación,VI,5,12.18,6,3,algunas veces,3,0,Movil,Deportivos,Amigos,algunas veces,Amigos,algunas veces,rara vez,nunca,No,No eh jalado ningún curso,Ciencias generales
3/5/2022 15:49:12,Hombre,23,Ingeniería Industrial,IV,6,13.35,5,1,algunas veces,1,1,Movil,Simuladores,Solo(a),con frecuencia,Ansiedad,algunas veces,rara vez,con frecuencia,Sí,Ciencias generales,Cursos de carrera
3/5/2022 15:54:20,Hombre,21,Ingeniería Industrial,VI,5,13.28,6,1.5,algunas veces,1.5,1,"Consola (PSP , Xbox ,etc)",Deportivos,Amigos,siempre,Amigos,con frecuencia,algunas veces,algunas veces,Sí,Ciencias generales,Proyectos interdisciplinarios
3/5/2022 15:59:30,Hombre,21,Ingeniería de la Energía,IV,5,13.87,7,3,con frecuencia,3,0,Movil,Simuladores,Solo(a),con frecuencia,Competición,con frecuencia,algunas veces,rara vez,No,No eh jalado ningún curso,HACS
3/5/2022 16:02:49,Mujer,18,Ingeniería Electrónica,II,6,13.28,5,3,con frecuencia,2,1,"Consola (PSP , Xbox ,etc)",Disparos,Solo(a),algunas veces,Competición,algunas veces,con frecuencia,algunas veces,No,No eh jalado ningún curso,Ciencias generales
3/5/2022 16:09:41,Mujer,23,Ciencias de la Computación,V,5,11.78,5,2,con frecuencia,1,0,Pc,Lucha,Solo(a),con frecuencia,Competición,algunas veces,rara vez,nunca,No,No eh jalado ningún curso,Ciencias generales
3/5/2022 16:11:48,Hombre,23,Ingeniería Civil,IV,5,13.64,6,3,con frecuencia,2,0,Movil,Disparos,Solo(a),algunas veces,Amigos,algunas veces,con frecuencia,nunca,No,No eh jalado ningún curso,Cursos de carrera
3/5/2022 16:16:32,Hombre,21,Administración de Negocios Digitales,IV,5,12.53,5,1,algunas veces,1,0,"Consola (PSP , Xbox ,etc)",Disparos,Amigos,algunas veces,Relajación,algunas veces,rara vez,nunca,No,No eh jalado ningún curso,Cursos de carrera
3/5/2022 16:21:03,Hombre,20,Ingeniería Ambiental,III,5,11.24,6,1,algunas veces,2,1,"Consola (PSP , Xbox ,etc)",Simuladores,Amigos,con frecuencia,Amigos,algunas veces,con frecuencia,nunca,Sí,Cursos de carrera,Proyectos interdisciplinarios
3/5/2022 16:28:45,Mujer,23,Ciencias de la Computación,IV,6,11.53,5,5,con frecuencia,2,1,Movil,Lucha,Amigos,algunas veces,Competición,algunas veces,algunas veces,rara vez,Sí,Ciencias generales,Ciencias generales
3/5/2022 16:30:31,Mujer,24,Ciencias de la Computación,IV,6,12.65,6,1.5,algunas veces,2,0,"Consola (PSP , Xbox ,etc)",Deportivos,Amigos,con frecuencia,Competición,con frecuencia,algunas veces,rara vez,Sí,Ciencias generales,Cursos de carrera
3/5/2022 16:37:59,Mujer,23,Ciencias de la Computación,IV,6,11.27,5,1,algunas veces,2,1,Movil,Disparos,Solo(a),con frecuencia,Competición,con frecuencia,algunas veces,rara vez,No,No eh jalado ningún curso,Cursos de carrera
3/5/2022 16:41:53,Hombre,21,Ingeniería de la Energía,V,5,13.58,5,3,algunas veces,1,1,"Consola (PSP , Xbox ,etc)",Estrategia,Amigos,con frecuencia,Competición,con frecuencia,rara vez,nunca,No,No eh jalado ningún curso,Proyectos interdisciplinarios
3/5/2022 16:45:05,Hombre,25,Ingeniería Ambiental,IV,5,15.12,6,1.5,algunas veces,1,1,Movil,Estrategia,Amigos,con frecuencia,Amigos,con frecuencia,algunas veces,nunca,Sí,Ciencias generales,Cursos de carrera
3/5/2022 16:46:22,Hombre,24,Ciencias de Datos,V,5,14.69,5,2.5,con frecuencia,6,1,Movil,Lucha,Amigos,con frecuencia,Competición,algunas veces,rara vez,rara vez,Sí,Cursos de carrera,Ciencias generales
3/5/2022 16:50:22,Hombre,21,Ingeniería Industrial,VI,5,14.12,5,3,con frecuencia,3,0,Movil,Estrategia,Amigos,algunas veces,Relajación,con frecuencia,algunas veces,con frecuencia,Sí,Cursos de carrera,Ciencias generales
3/5/2022 16:55:36,Mujer,25,Ingeniería Electrónica,V,5,12.63,5,1,con frecuencia,2,1,Movil,Estrategia,Solo(a),con frecuencia,Relajación,con frecuencia,algunas veces,con frecuencia,No,No eh jalado ningún curso,Ciencias generales
3/5/2022 16:57:06,Mujer,21,Ciencias de la Computación,V,5,12.47,5,3,algunas veces,2,1,"Consola (PSP , Xbox ,etc)",Estrategia,Solo(a),con frecuencia,Competición,con frecuencia,algunas veces,rara vez,Sí,HACS,Cursos de carrera
3/5/2022 17:01:34,Hombre,23,Ingeniería Química,V,5,13.17,5,2,con frecuencia,2,1,Movil,Disparos,Solo(a),algunas veces,Relajación,algunas veces,rara vez,nunca,Sí,Ciencias generales,Cursos de carrera
3/5/2022 17:06:42,Hombre,23,Ingeniería Electrónica,VI,5,13.71,5,1,rara vez,3,1,Movil,Estrategia,Solo(a),con frecuencia,Ansiedad,con frecuencia,algunas veces,nunca,Sí,Cursos de carrera,Ciencias generales
3/5/2022 17:10:32,Hombre,23,Ciencias de Datos,V,5,13.23,5,2,con frecuencia,5,0,Movil,Disparos,Amigos,con frecuencia,Amigos,con frecuencia,algunas veces,nunca,No,No eh jalado ningún curso,Ciencias generales
3/5/2022 17:11:56,Hombre,18,Ingeniería de la Energía,II,5,11.83,5,2,con frecuencia,3,0,Movil,Disparos,Solo(a),algunas veces,Competición,con frecuencia,algunas veces,con frecuencia,Sí,Proyectos Interdiciplinarios,Cursos de carrera
3/5/2022 17:14:40,Hombre,21,Ingeniería Electrónica,III,5,13.33,5,1.5,con frecuencia,5,0,Pc,Estrategia,Amigos,con frecuencia,Competición,algunas veces,rara vez,nunca,No,No eh jalado ningún curso,Ciencias generales
3/5/2022 17:23:20,Mujer,23,Ingeniería Electrónica,IV,5,13.43,5,2,con frecuencia,3,1,Movil,Estrategia,Solo(a),con frecuencia,Relajación,algunas veces,rara vez,nunca,Sí,Cursos de carrera,Ciencias generales
3/5/2022 17:28:33,Mujer,25,Ingeniería Mecánica,VI,5,13.77,4.5,2.5,algunas veces,2,0,Movil,Lucha,Solo(a),con frecuencia,Ocio,con frecuencia,rara vez,rara vez,Sí,Cursos de carrera,Ciencias generales
3/5/2022 21:50:21,Mujer,19,Ingeniería Mecánica,VI,5,16.78,7,1,siempre,10,2,"Consola (PSP , Xbox ,etc)",Estrategia,Amigos,con frecuencia,Relajación,siempre,siempre,nunca,No,No eh jalado ningún curso,Cursos de carrera
5/5/2022 16:58:06,Hombre,19,Ingeniería Mecatrónica,IV,5,14.29,6,3,con frecuencia,15,2,Pc,Estrategia,Amigos,siempre,Ocio,algunas veces,rara vez,rara vez,Sí,Ciencias generales,HACS
6/5/2022 16:19:47,Hombre,18,Ingeniería Ambiental,IV,6,17.17,6,6,algunas veces,10,0,Pc,Estrategia,Solo(a),con frecuencia,Ocio,nunca,rara vez,algunas veces,No,No eh jalado ningún curso,Cursos de carrera
6/5/2022 18:02:47,Mujer,22,Bioingeniería,V,5,17.87,8,2,con frecuencia,8,1,"Consola (PSP , Xbox ,etc)",Disparos,Solo(a),algunas veces,Relajación,algunas veces,algunas veces,nunca,No,No eh jalado ningún curso,Cursos de carrera
9/5/2022 20:25:49,Mujer,20,Bioingeniería,V,6,18.98,8,2,siempre,15,3,"Consola (PSP , Xbox ,etc)",Estrategia,Solo(a),algunas veces,Relajación,siempre,siempre,nunca,No,No eh jalado ningún curso,Cursos de carrera
11/5/2022 21:40:17,Hombre,19,Ingeniería Industrial,V,5,15.3,5,5,siempre,2,0,Pc,Otros,Amigos,siempre,Amigos,nunca,nunca,nunca,Sí,Ciencias generales,Proyectos interdisciplinarios
20/5/2022 11:35:21,Mujer,19,Bioingeniería,V,4,18.78,10,2,algunas veces,6,0,"Consola (PSP , Xbox ,etc)",Deportivos,Amigos,algunas veces,Relajación,algunas veces,algunas veces,nunca,No,No eh jalado ningún curso,Cursos de carrera
7/6/2022 22:25:14,Hombre,18,Ingeniería Civil,III,5,13.57,7,5,algunas veces,4,0,"Consola (PSP , Xbox ,etc)",Deportivos,Solo(a),rara vez,Relajación,siempre,con frecuencia,nunca,Sí,Ciencias generales,Cursos de carrera
16/6/2022 20:36:25,Mujer,20,Bioingeniería,V,5,13.65,6,4,siempre,9,0,"Consola (PSP , Xbox ,etc)",Otros,Amigos,nunca,Relajación,siempre,siempre,nunca,No,No eh jalado ningún curso,Cursos de carrera
16/6/2022 20:37:25,Mujer,19,Administración de Negocios Digitales,VII,6,14.96,8,7,rara vez,1,0,Pc,Estrategia,Solo(a),nunca,Ansiedad,rara vez,algunas veces,algunas veces,No,No eh jalado ningún curso,Cursos de carrera
16/6/2022 20:38:16,Hombre,19,Ingeniería Química,IV,6,16.53,6,5,algunas veces,3,2,"Consola (PSP , Xbox ,etc)",Deportivos,Solo(a),nunca,Competición,rara vez,rara vez,nunca,No,No eh jalado ningún curso,Ciencias generales
16/6/2022 20:38:26,Hombre,19,Ciencias de Datos,IV,6,13.24,7,4,algunas veces,10,0,Pc,Estrategia,Amigos,siempre,Ocio,rara vez,con frecuencia,con frecuencia,Sí,Ciencias generales,Cursos de carrera
16/6/2022 20:39:40,Hombre,18,Ingeniería de la Energía,V,6,16.53,7,8,con frecuencia,2,0,Pc,Disparos,Amigos,con frecuencia,Relajación,algunas veces,algunas veces,algunas veces,Sí,Ciencias generales,Cursos de carrera
16/6/2022 20:40:38,Hombre,18,Ingeniería Electrónica,II,6,14.57,7,6,rara vez,5,0,Movil,Deportivos,Amigos,siempre,Relajación,nunca,siempre,nunca,No,Ciencias generales,Cursos de gestión
16/6/2022 20:42:06,Mujer,20,Ingeniería Electrónica,IV,5,15.63,7,7,con frecuencia,2,1,Pc,Estrategia,Amigos,con frecuencia,Relajación,con frecuencia,con frecuencia,algunas veces,Sí,Cursos de carrera,HACS
16/6/2022 20:42:37,Mujer,20,Bioingeniería,IV,5,15.1,6,4,rara vez,2,0,Tablet,Arcade,Solo(a),siempre,Ocio,nunca,nunca,rara vez,No,No eh jalado ningún curso,Ciencias generales
16/6/2022 20:43:18,Hombre,20,Ingeniería Química,V,5,16.95,8,2,con frecuencia,8,2,"Consola (PSP , Xbox ,etc)",Estrategia,Solo(a),nunca,Ansiedad,con frecuencia,con frecuencia,nunca,No,No eh jalado ningún curso,HACS
16/6/2022 20:44:09,Mujer,17,Ingeniería Ambiental,I,8,15,6,4,nunca,0,0,Movil,Otros,Solo(a),siempre,Ocio,nunca,nunca,nunca,No,No eh jalado ningún curso,Ciencias generales
16/6/2022 20:44:44,Mujer,21,Bioingeniería,VIII,5,18.32,7,9,rara vez,1,1,Tablet,Arcade,Amigos,con frecuencia,Relajación,algunas veces,algunas veces,algunas veces,No,No eh jalado ningún curso,Cursos de carrera
16/6/2022 20:45:12,Mujer,22,Ciencias de la Computación,VIII,6,15.62,6,3,algunas veces,5,0,Pc,Arcade,Solo(a),rara vez,Ocio,algunas veces,algunas veces,nunca,No,No eh jalado ningún curso,Proyectos interdisciplinarios
16/6/2022 20:45:39,Hombre,22,Ingeniería de la Energía,VI,5,14.21,7,3,siempre,11,1,Pc,Estrategia,Amigos,siempre,Amigos,con frecuencia,algunas veces,algunas veces,Sí,Cursos de carrera,Ciencias generales
16/6/2022 20:47:01,Mujer,19,Ingeniería Mecatrónica,VII,5,14.92,7,8,rara vez,1,0,Pc,Estrategia,Solo(a),nunca,Competición,nunca,nunca,nunca,No,No eh jalado ningún curso,Cursos de carrera
16/6/2022 20:47:10,Hombre,20,Ingeniería Civil,IV,6,12.15,5,1,con frecuencia,6,0,Pc,Lucha,Solo(a),con frecuencia,Relajación,rara vez,rara vez,rara vez,Sí,Ciencias generales,Proyectos interdisciplinarios
16/6/2022 20:49:37,Mujer,21,Ingeniería Ambiental,V,6,16.55,8,2,rara vez,1,0,Pc,Disparos,Solo(a),algunas veces,Ocio,nunca,nunca,nunca,No,No eh jalado ningún curso,Cursos de carrera
16/6/2022 20:52:20,Hombre,23,Ingeniería Industrial,VI,4,14.11,5,3,siempre,6,0,Pc,Deportivos,Amigos,siempre,Ocio,siempre,siempre,con frecuencia,No,No eh jalado ningún curso,Cursos de carrera
