"";"DOMINIO";"T_vivienda";"Número_de_Vivienda";"mat_paredes_ext";"agua_p";"asist_tec";"t_alumbrado";"serv_elect";"procedencia_agua";"emp_pago_agua";"viv_ocup";"num_hab";"acceso_agua";"num_hab_dormir";"precio_alquiler";"precio_gasto_mes_agua";"precio_gasto_mes_elect"
"108";"Lima Metropolitana";"Casa independiente";"008";"Ladrillo o bloque de cemento";"Si";"No sabe";"Electricidad";"Medidor de uso colectivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";4;"Si";3;1110;278;605
"109";"Lima Metropolitana";"Casa independiente";"024";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso colectivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Cedida por otro hogar o institución";4;"Si";3;463;605;1149
"110";"Lima Metropolitana";"Casa independiente";"054";"Ladrillo o bloque de cemento";"Si";"Si";"Electricidad";"Medidor de uso colectivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Cedida por otro hogar o institución";4;"Si";3;1203;242;605
"111";"Lima Metropolitana";"Casa independiente";"115";"Ladrillo o bloque de cemento";"Si";"No sabe";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Cedida por otro hogar o institución";4;"Si";2;555;1076;3204
"112";"Lima Metropolitana";"Casa independiente";"024";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";3;"Si";2;740;363;605
"113";"Lima Metropolitana";"Departamento en edificio";"044";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso colectivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";3;"Si";2;555;1572;1572
"114";"Lima Metropolitana";"Casa independiente";"005";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, por invasión";3;"No";2;185;302;568
"115";"Lima Metropolitana";"Casa independiente";"029";"Triplay/calamina/estera";"Si";"No sabe";"Electricidad";"Medidor de uso colectivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Cedida por otro hogar o institución";2;"Si";1;139;363;725
"116";"Lima Metropolitana";"Casa independiente";"098";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Otro";"Red pública, fuera de la vivienda pero dentro del edificio";"Empresa prestadora de servicios";"Cedida por otro hogar o institución";4;"Si";3;185;181;605
"117";"Lima Metropolitana";"Casa independiente";"142";"Ladrillo o bloque de cemento";"Si";"No sabe";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";3;"Si";2;185;302;725
"118";"Lima Metropolitana";"Vivienda en quinta";"106";"Quincha";"Si";"No sabe";"Electricidad";"Medidor de uso colectivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";3;"Si";2;370;302;242
"119";"Lima Metropolitana";"Vivienda en casa de vecindad";"133";"Quincha";"Si";"No sabe";"Electricidad";"Medidor de uso exclusivo";"Red pública, fuera de la vivienda pero dentro del edificio";"Empresa prestadora de servicios";"Cedida por otro hogar o institución";2;"Si";1;278;339;145
"120";"Lima Metropolitana";"Casa independiente";"161";"Quincha";"Si";"No sabe";"Electricidad";"Medidor de uso colectivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Cedida por otro hogar o institución";3;"Si";2;278;302;302
"121";"Lima Metropolitana";"Casa independiente";"009";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";4;"No";3;185;484;1209
"122";"Lima Metropolitana";"Casa independiente";"021";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, por invasión";4;"No";3;555;339;1209
"123";"Lima Metropolitana";"Casa independiente";"033";"Ladrillo o bloque de cemento";"Si";"Si";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, por invasión";4;"No";3;370;605;605
"124";"Lima Metropolitana";"Casa independiente";"047";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";5;"No";4;463;193;629
"125";"Lima Metropolitana";"Casa independiente";"071";"Ladrillo o bloque de cemento";"Si";"Si";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, por invasión";5;"No";3;463;725;967
"126";"Lima Metropolitana";"Casa independiente";"018";"Triplay/calamina/estera";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";3;"Si";2;139;169;242
"127";"Lima Metropolitana";"Casa independiente";"032";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Cedida por otro hogar o institución";1;"Si";1;278;242;363
"128";"Lima Metropolitana";"Casa independiente";"048";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Cedida por otro hogar o institución";2;"Si";1;185;484;967
"129";"Lima Metropolitana";"Casa independiente";"065";"Ladrillo o bloque de cemento";"Si";"Si";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";3;"Si";2;463;484;605
"130";"Lima Metropolitana";"Casa independiente";"055";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso colectivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";5;"No";4;1100;967;1814
"131";"Lima Metropolitana";"Casa independiente";"110";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso colectivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";5;"Si";3;600;605;1572
"132";"Lima Metropolitana";"Casa independiente";"146";"Ladrillo o bloque de cemento";"Si";"Si";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";4;"No";3;1000;1209;2237
"133";"Lima Metropolitana";"Casa independiente";"010";"Ladrillo o bloque de cemento";"No";"No";"Electricidad";"Medidor de uso colectivo";"Red pública, dentro de la vivienda";"Organización comunal";"Propia, totalmente pagada";7;"No";5;500;60;484
"134";"Lima Metropolitana";"Casa independiente";"042";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Organización comunal";"Propia, totalmente pagada";2;"No";1;800;48;1826
"135";"Lima Metropolitana";"Casa independiente";"059";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso colectivo";"Red pública, dentro de la vivienda";"Otro";"Cedida por otro hogar o institución";1;"No";1;150;60;484
"136";"Lima Metropolitana";"Casa independiente";"094";"Ladrillo o bloque de cemento";"No";"No";"Electricidad";"Medidor de uso colectivo";"Red pública, dentro de la vivienda";"Organización comunal";"Propia, por invasión";4;"No";2;500;48;967
"137";"Lima Metropolitana";"Casa independiente";"112";"Ladrillo o bloque de cemento";"No";"No";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Organización comunal";"Propia, totalmente pagada";1;"No";0;150;48;871
"138";"Lima Metropolitana";"Casa independiente";"142";"Ladrillo o bloque de cemento";"No";"No";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Municipalidad";"Propia, totalmente pagada";6;"No";3;1200;242;1149
"139";"Lima Metropolitana";"Casa independiente";"041";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";4;"Si";3;463;665;665
"140";"Lima Metropolitana";"Casa independiente";"086";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso colectivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Cedida por otro hogar o institución";5;"Si";4;925;605;605
"141";"Lima Metropolitana";"Casa independiente";"108";"Ladrillo o bloque de cemento";"Si";"Si";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";7;"Si";5;2035;423;1330
"142";"Lima Metropolitana";"Casa independiente";"131";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso colectivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Cedida por otro hogar o institución";3;"Si";1;463;363;363
"143";"Lima Metropolitana";"Casa independiente";"010";"Ladrillo o bloque de cemento";"Si";"Si";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Cedida por otro hogar o institución";5;"Si";2;463;302;1451
"144";"Lima Metropolitana";"Casa independiente";"049";"Ladrillo o bloque de cemento";"Si";"Si";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";5;"Si";4;1665;423;859
"145";"Lima Metropolitana";"Casa independiente";"127";"Ladrillo o bloque de cemento";"Si";"No sabe";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";4;"Si";3;231;592;1209
"146";"Lima Metropolitana";"Vivienda en quinta";"015";"Ladrillo o bloque de cemento";"Si";"Si";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";1;"Si";1;648;520;725
"147";"Lima Metropolitana";"Vivienda en quinta";"044";"Ladrillo o bloque de cemento";"Si";"Si";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";3;"Si";2;740;967;907
"148";"Lima Metropolitana";"Vivienda en quinta";"074";"Adobe";"Si";"No sabe";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";3;"Si";2;555;1209;1572
"149";"Lima Metropolitana";"Vivienda en quinta";"131";"Adobe";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";2;"Si";1;463;725;1088
"150";"Lima Metropolitana";"Vivienda en quinta";"157";"Quincha";"Si";"No sabe";"Electricidad";"Medidor de uso colectivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";3;"Si";2;185;423;484
"151";"Lima Metropolitana";"Vivienda en quinta";"010";"Adobe";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";3;"Si";1;200;302;967
"152";"Lima Metropolitana";"Casa independiente";"033";"Adobe";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";4;"Si";3;200;339;484
"153";"Lima Metropolitana";"Vivienda en quinta";"149";"Adobe";"Si";"No";"Electricidad";"Medidor de uso colectivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";5;"Si";2;200;423;508
"154";"Lima Metropolitana";"Vivienda en quinta";"195";"Adobe";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";2;"Si";1;150;193;242
"155";"Lima Metropolitana";"Casa independiente";"003";"Ladrillo o bloque de cemento";"Si";"Si";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Cedida por otro hogar o institución";6;"Si";4;2313;605;1209
"156";"Lima Metropolitana";"Casa independiente";"021";"Ladrillo o bloque de cemento";"Si";"Si";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";6;"Si";4;2313;786;1693
"157";"Lima Metropolitana";"Departamento en edificio";"058";"Ladrillo o bloque de cemento";"Si";"No sabe";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Cedida por otro hogar o institución";3;"Si";2;1110;363;2297
"158";"Lima Metropolitana";"Departamento en edificio";"070";"Ladrillo o bloque de cemento";"Si";"No sabe";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";3;"Si";2;1388;967;1693
"159";"Lima Metropolitana";"Casa independiente";"083";"Ladrillo o bloque de cemento";"Si";"Si";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";5;"Si";2;2775;484;1693
"160";"Lima Metropolitana";"Departamento en edificio";"023";"Ladrillo o bloque de cemento";"Si";"Si";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";3;"Si";2;1203;242;1330
"161";"Lima Metropolitana";"Departamento en edificio";"074";"Ladrillo o bloque de cemento";"Si";"Si";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";4;"Si";2;1110;725;1330
"162";"Lima Metropolitana";"Vivienda en quinta";"108";"Ladrillo o bloque de cemento";"Si";"Si";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";7;"Si";4;2313;1935;2539
"163";"Lima Metropolitana";"Casa independiente";"157";"Ladrillo o bloque de cemento";"Si";"Si";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";4;"Si";3;1110;302;1814
"164";"Lima Metropolitana";"Departamento en edificio";"010";"Ladrillo o bloque de cemento";"Si";"Si";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, comprándola a plazos";5;"Si";3;2000;363;1209
"165";"Lima Metropolitana";"Departamento en edificio";"034";"Ladrillo o bloque de cemento";"Si";"Si";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";5;"Si";4;1850;605;1451
"166";"Lima Metropolitana";"Departamento en edificio";"104";"Ladrillo o bloque de cemento";"Si";"Si";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";5;"Si";3;1665;363;1209
"167";"Lima Metropolitana";"Departamento en edificio";"012";"Ladrillo o bloque de cemento";"Si";"Si";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";4;"Si";3;1388;1814;2418
"168";"Lima Metropolitana";"Departamento en edificio";"027";"Ladrillo o bloque de cemento";"Si";"No sabe";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";4;"Si";3;740;1004;2104
"169";"Lima Metropolitana";"Casa independiente";"041";"Ladrillo o bloque de cemento";"Si";"No sabe";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";5;"Si";4;925;1632;1814
"170";"Lima Metropolitana";"Departamento en edificio";"056";"Ladrillo o bloque de cemento";"Si";"Si";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";5;"Si";3;925;1016;1185
"171";"Lima Metropolitana";"Casa independiente";"071";"Ladrillo o bloque de cemento";"Si";"Si";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Cedida por otro hogar o institución";4;"Si";2;1203;846;967
"172";"Lima Metropolitana";"Departamento en edificio";"100";"Ladrillo o bloque de cemento";"Si";"Si";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";6;"Si";3;1110;423;1451
"173";"Lima Metropolitana";"Departamento en edificio";"128";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";4;"Si";3;648;484;725
"174";"Lima Metropolitana";"Casa independiente";"143";"Ladrillo o bloque de cemento";"Si";"No sabe";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";3;"Si";2;740;544;1935
"175";"Lima Metropolitana";"Departamento en edificio";"025";"Ladrillo o bloque de cemento";"Si";"Si";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Cedida por otro hogar o institución";4;"Si";3;1200;725;1209
"176";"Lima Metropolitana";"Departamento en edificio";"080";"Ladrillo o bloque de cemento";"Si";"Si";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";4;"Si";3;1500;605;2418
"177";"Lima Metropolitana";"Departamento en edificio";"090";"Ladrillo o bloque de cemento";"Si";"Si";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";4;"Si";3;2500;484;1814
"178";"Lima Metropolitana";"Departamento en edificio";"011";"Ladrillo o bloque de cemento";"Si";"Si";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";4;"Si";2;1850;484;2176
"179";"Lima Metropolitana";"Casa independiente";"009";"Ladrillo o bloque de cemento";"Si";"Si";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";11;"Si";8;1850;1209;2176
"180";"Lima Metropolitana";"Departamento en edificio";"243";"Ladrillo o bloque de cemento";"Si";"Si";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";4;"Si";2;1388;725;1330
"181";"Lima Metropolitana";"Departamento en edificio";"098";"Ladrillo o bloque de cemento";"Si";"Si";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";5;"Si";4;740;2418;4232
"182";"Lima Metropolitana";"Casa independiente";"002";"Madera";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";3;"Si";2;93;484;363
"183";"Lima Metropolitana";"Casa independiente";"092";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";3;"No";2;185;242;363
"184";"Lima Metropolitana";"Casa independiente";"007";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Cedida por otro hogar o institución";3;"Si";2;463;302;302
"185";"Lima Metropolitana";"Casa independiente";"099";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, por invasión";3;"Si";2;450;423;725
"186";"Lima Metropolitana";"Casa independiente";"015";"Ladrillo o bloque de cemento";"Si";"No sabe";"Electricidad";"Medidor de uso colectivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Cedida por otro hogar o institución";4;"Si";2;500;302;725
"187";"Lima Metropolitana";"Casa independiente";"073";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso colectivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Cedida por otro hogar o institución";4;"Si";2;700;605;967
"188";"Lima Metropolitana";"Casa independiente";"110";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso colectivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Cedida por otro hogar o institución";5;"Si";3;648;967;1572
"189";"Lima Metropolitana";"Casa independiente";"130";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";4;"Si";3;1000;387;1028
"190";"Lima Metropolitana";"Casa independiente";"015";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, por invasión";3;"Si";2;370;242;423
"191";"Lima Metropolitana";"Casa independiente";"031";"Ladrillo o bloque de cemento";"Si";"Si";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, por invasión";7;"Si";5;740;508;1572
"192";"Lima Metropolitana";"Casa independiente";"080";"Ladrillo o bloque de cemento";"Si";"Si";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, por invasión";6;"Si";5;925;363;725
"193";"Lima Metropolitana";"Casa independiente";"099";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";2;"Si";1;185;967;2418
"194";"Lima Metropolitana";"Casa independiente";"117";"Ladrillo o bloque de cemento";"Si";"Si";"Electricidad";"Medidor de uso colectivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, por invasión";4;"Si";3;925;629;1814
"195";"Lima Metropolitana";"Departamento en edificio";"001";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso colectivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Cedida por otro hogar o institución";6;"Si";3;740;1935;3023
"196";"Lima Metropolitana";"Casa independiente";"014";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";4;"Si";3;370;605;967
"197";"Lima Metropolitana";"Vivienda en quinta";"066";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso colectivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Cedida por otro hogar o institución";4;"Si";3;463;846;1209
"198";"Lima Metropolitana";"Departamento en edificio";"080";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";3;"Si";1;416;2116;2176
"199";"Lima Metropolitana";"Casa independiente";"014";"Ladrillo o bloque de cemento";"Si";"Si";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";5;"Si";3;555;423;181
"200";"Lima Metropolitana";"Casa independiente";"039";"Ladrillo o bloque de cemento";"Si";"No sabe";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";3;"Si";2;463;846;1209
"201";"Lima Metropolitana";"Casa independiente";"089";"Ladrillo o bloque de cemento";"Si";"Si";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";4;"Si";3;555;1209;2503
"202";"Lima Metropolitana";"Casa independiente";"137";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso colectivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";3;"Si";0;324;302;484
"203";"Lima Metropolitana";"Casa independiente";"163";"Ladrillo o bloque de cemento";"Si";"No sabe";"Electricidad";"Medidor de uso colectivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Cedida por otro hogar o institución";3;"Si";2;925;218;629
"204";"Lima Metropolitana";"Casa independiente";"042";"Ladrillo o bloque de cemento";"Si";"Si";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";4;"Si";3;416;641;1378
"205";"Lima Metropolitana";"Casa independiente";"056";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";6;"Si";4;150;423;1028
"206";"Lima Metropolitana";"Casa independiente";"081";"Ladrillo o bloque de cemento";"Si";"No sabe";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";5;"Si";3;750;314;314
"207";"Lima Metropolitana";"Casa independiente";"107";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso colectivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";6;"Si";5;500;363;967
"208";"Lima Metropolitana";"Casa independiente";"007";"Madera";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";3;"Si";2;80;278;375
"209";"Lima Metropolitana";"Casa independiente";"020";"Madera";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";2;"Si";2;799;726;967
"210";"Lima Metropolitana";"Casa independiente";"088";"Ladrillo o bloque de cemento";"Si";"Si";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";4;"Si";2;560;423;1221
"211";"Lima Metropolitana";"Casa independiente";"114";"Madera";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Otro";"Propia, totalmente pagada";2;"Si";1;56;242;218
"212";"Lima Metropolitana";"Casa independiente";"022";"Madera";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Red pública, fuera de la vivienda pero dentro del edificio";"Empresa prestadora de servicios";"Propia, totalmente pagada";3;"Si";2;100;181;459
"213";"Lima Metropolitana";"Casa independiente";"037";"Madera";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Cedida por otro hogar o institución";1;"Si";0;100;169;169
"214";"Lima Metropolitana";"Casa independiente";"061";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";9;"Si";7;1500;544;1028
"215";"Lima Metropolitana";"Casa independiente";"091";"Madera";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";3;"Si";2;300;254;846
"216";"Lima Metropolitana";"Casa independiente";"008";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";4;"Si";3;400;725;725
