Marca temporal,Sexo,Edad,Ventaja,FrecuenciaAP,ProductoAP,DispositivoAP,CantidadAP,GastoAP,CantidadMesAP,GastoMesAP,MetodoPagaAP,MomentoDiaAP,EscalaAP,FrecuenciaAC,ProductoAC,DispositivoAC,CantidadAC,GastoAC,CantidadMesAC,GastoMesAC,MetodoPagaAC,MomentoDiaAC,EscalaAc
16/07/2021 14:26:33,Femenino,37,Comodidad,Siempre,Electrónicos,Computadora / laptop,10,150,20,300,Tarjeta,Tarde,10,Siempre,Comida,Smartphone / Tablet,10,100,30,300,Tarjeta,Tarde,10
16/07/2021 16:59:28,Masculino,38,Comodidad,Poco frecuente,Electrónicos,Smartphone / tablet,3,50,8,50,Tarjeta,Noche,9,Muy frecuente,Comida,PC / Laptop,6,50,10,100,Efectivo,Noche,9
16/07/2021 17:55:25,Femenino,46,Seguridad,Regularmente,Comida,Smartphone / tablet,3,50,3,100,Aplicación bancaria (Ejemplo: Yape),Noche,8,Muy frecuente,Comida,Smartphone / Tablet,6,200,8,300,Aplicación bancaria (Ejemplo: Yape),Mañana,10
16/07/2021 18:25:16,Masculino,32,Seguridad,Poco frecuente,Comida,Computadora / laptop,3,30,3,30,Tarjeta,Noche,7,Regularmente,Comida,PC / Laptop,3,30,9,100,Tarjeta,Noche,9
16/07/2021 19:22:41,Masculino,25,Mejores precios,Regularmente,Electrónicos,Computadora / laptop,5,100,15,300,Tarjeta,Tarde,8,Regularmente,Comida,Smartphone / Tablet,3,20,25,150,Tarjeta,Tarde,9
16/07/2021 20:03:19,Femenino,47,Comodidad,Nunca,Ninguno,No compro online,0,0,0,0,No compro online,No compro online,1,Regularmente,Otro,Smartphone / Tablet,12,250,12,250,Tarjeta,Mañana,8
17/07/2021 21:27:38,Femenino,19,Ofertas,Poco frecuente,Ropa,Computadora / laptop,3,80,5,100,Tarjeta,Noche,7,Poco frecuente,Ropa,PC / Laptop,3,80,5,100,Tarjeta,Tarde,9
18/07/2021 21:26:46,Masculino,32,Comodidad,Regularmente,Comida,Smartphone / tablet,2,30,6,400,Tarjeta,Noche,10,Muy frecuente,Comida,Smartphone / Tablet,3,40,12,450,Tarjeta,Noche,10
20/07/2021 20:11:55,Femenino,41,Rapidez,Regularmente,Otros,Computadora / laptop,1,50,10,200,Tarjeta,Noche,6,Regularmente,Comida,PC / Laptop,10,200,10,200,Tarjeta,Noche,8
21/07/2021 0:32:18,Masculino,40,Comodidad,Regularmente,Comida,Smartphone / tablet,5,60,12,240,Tarjeta,Noche,8,Muy frecuente,Comida,Smartphone / Tablet,25,250,70,600,Tarjeta,Tarde,9
18/05/2021 18:57:41,Masculino,18,Comodidad,Poco frecuente,Electrónicos,Smartphone / tablet,1,80,2,30,Efectivo,Tarde,6,Regularmente,Comida,Smartphone / Tablet,3,60,2,90,Tarjeta,Noche,8
18/05/2021 19:22:42,Femenino,18,Mejores precios,Poco frecuente,Comida,Smartphone / tablet,3,100,3,35,Efectivo,Tarde,5,Regularmente,Comida,Smartphone / Tablet,3,50,5,200,Efectivo,Tarde,8
18/05/2021 19:28:40,Masculino,18,Mejores precios,Poco frecuente,Electrónicos,Computadora / laptop,2,200,2,100,Tarjeta,Tarde,5,Regularmente,Comida,Smartphone / Tablet,2,35,4,120,Efectivo,Tarde,6
18/05/2021 19:28:42,Masculino,19,Comodidad,Poco frecuente,Comida,Computadora / laptop,1,150,2,70,Tarjeta,Noche,5,Regularmente,Comida,PC / Laptop,1,70,3,130,Tarjeta,Tarde,7
18/05/2021 19:29:31,Femenino,17,Comodidad,Poco frecuente,Comida,Computadora / laptop,3,500,5,60,Efectivo,Noche,5,Muy frecuente,Comida,Smartphone / Tablet,3,60,10,90,Tarjeta,Tarde,9
18/05/2021 19:34:36,Masculino,19,Comodidad,Poco frecuente,Electrónicos,Computadora / laptop,2,600,4,200,Tarjeta,Tarde,7,Poco frecuente,Electrónicos,PC / Laptop,2,100,4,450,Tarjeta,Noche,7
18/05/2021 19:34:45,Masculino,20,Rapidez,Muy frecuente,Electrónicos,Computadora / laptop,4,800,10,400,Tarjeta,Noche,9,Muy frecuente,Electrónicos,PC / Laptop,4,200,20,600,Tarjeta,Noche,9
18/05/2021 19:36:31,Masculino,19,Comodidad,Poco frecuente,Otros,Computadora / laptop,1,100,2,50,Tarjeta,Tarde,7,Regularmente,Comida,Smartphone / Tablet,2,70,1,70,Tarjeta,Tarde,9
18/05/2021 19:36:43,Masculino,18,Mejores precios,Poco frecuente,Electrónicos,Computadora / laptop,1,150,3,40,Tarjeta,Noche,8,Poco frecuente,Electrónicos,PC / Laptop,3,60,7,300,Tarjeta,Noche,10
18/05/2021 19:44:11,Masculino,19,Comodidad,Poco frecuente,Electrónicos,Computadora / laptop,2,500,4,1000,Tarjeta,Tarde,7,Poco frecuente,Electrónicos,PC / Laptop,2,300,4,500,Tarjeta,Noche,7
18/05/2021 19:44:15,Masculino,19,Comodidad,Poco frecuente,Electrónicos,Computadora / laptop,2,600,4,1000,Tarjeta,Tarde,7,Poco frecuente,Electrónicos,PC / Laptop,2,250,4,450,Tarjeta,Noche,7
18/05/2021 19:56:20,Femenino,16,Comodidad,Poco frecuente,Electrónicos,Computadora / laptop,2,150,2,100,Tarjeta,Tarde,8,Regularmente,Otro,PC / Laptop,2,100,5,400,Efectivo,Mañana,10
18/05/2021 19:57:18,Masculino,17,Comodidad,Regularmente,Comida,Computadora / laptop,1,80,2,30,Tarjeta,Tarde,9,Regularmente,Comida,PC / Laptop,1,30,2,50,Tarjeta,Tarde,9
18/05/2021 19:58:09,Masculino,18,Comodidad,Nunca,Comida,Smartphone / tablet,5,300,5,60,Tarjeta,Noche,10,Muy frecuente,Comida,Smartphone / Tablet,5,60,5,70,Tarjeta,Noche,10
18/05/2021 20:09:06,Femenino,16,Rapidez,Poco frecuente,Ninguno,No compro online,0,0,0,0,No compro online,No compro online,4,Regularmente,Otro,PC / Laptop,2,50,1,50,Efectivo,Tarde,7
18/05/2021 20:24:13,Femenino,18,Comodidad,Nunca,Ninguno,No compro online,0,0,0,0,No compro online,No compro online,1,Poco frecuente,Otro,Smartphone / Tablet,1,40,3,90,Tarjeta,Mañana,6
18/05/2021 20:25:40,Masculino,19,Comodidad,Poco frecuente,Comida,Smartphone / tablet,1,150,4,40,Efectivo,Tarde,10,Poco frecuente,Otro,Smartphone / Tablet,1,40,4,130,Tarjeta,Tarde,10
18/05/2021 20:25:48,Femenino,18,Seguridad,Nunca,Ninguno,No compro online,0,0,0,0,No compro online,No compro online,2,Poco frecuente,Otro,PC / Laptop,3,200,3,450,Aplicación bancaria (Ejemplo: Yape),Tarde,6
18/05/2021 20:26:34,Masculino,23,Otros,Poco frecuente,Ropa,No compro online,0,0,0,0,No compro online,No compro online,6,Nunca,Ninguno,No compro online,0,0,0,0,No compro online,No compro online,6
18/05/2021 20:27:02,Femenino,17,Comodidad,Poco frecuente,Comida,Computadora / laptop,1,50,1,50,Tarjeta,Tarde,4,Muy frecuente,Otro,PC / Laptop,3,200,5,220,Tarjeta,Tarde,10
18/05/2021 20:28:14,Femenino,17,Comodidad,Poco frecuente,Comida,Smartphone / tablet,2,70,2,30,Efectivo,Tarde,3,Regularmente,Comida,Smartphone / Tablet,6,50,10,300,Aplicación bancaria (Ejemplo: Yape),Tarde,7
18/05/2021 20:29:45,Masculino,17,Comodidad,Nunca,Ninguno,No compro online,0,0,0,0,No compro online,No compro online,1,Regularmente,Comida,Smartphone / Tablet,2,20,7,160,Efectivo,Noche,8
18/05/2021 20:32:19,Femenino,18,Mejores precios,Nunca,Comida,Otros,1,80,3,20,Efectivo,Tarde,7,Regularmente,Comida,Smartphone / Tablet,2,25,5,130,Tarjeta,Tarde,9
18/05/2021 20:32:54,Femenino,18,Seguridad,Poco frecuente,Ropa,Computadora / laptop,3,500,10,60,Tarjeta,Noche,8,Regularmente,Ropa,PC / Laptop,5,50,15,150,Tarjeta,Noche,9
18/05/2021 20:33:49,Femenino,18,Comodidad,Poco frecuente,Ropa,Smartphone / tablet,3,200,2,600,Tarjeta,Tarde,4,Regularmente,Ropa,Smartphone / Tablet,5,300,4,600,Tarjeta,Noche,7
18/05/2021 20:34:01,Masculino,21,Comodidad,Poco frecuente,Electrónicos,Smartphone / tablet,2,300,2,200,Tarjeta,Tarde,8,Regularmente,Comida,Smartphone / Tablet,5,150,15,250,Aplicación bancaria (Ejemplo: Yape),Mañana,9
18/05/2021 20:36:37,Femenino,18,Comodidad,Nunca,Ninguno,No compro online,0,0,0,0,No compro online,No compro online,1,Nunca,Ninguno,No compro online,0,0,0,0,No compro online,No compro online,1
18/05/2021 20:39:39,Masculino,18,Mejores precios,Poco frecuente,Otros,Computadora / laptop,3,320,5,60,Tarjeta,Tarde,7,Poco frecuente,Otro,PC / Laptop,3,70,5,80,Tarjeta,Noche,6
18/05/2021 20:41:00,Femenino,18,Rapidez,Poco frecuente,Electrónicos,Computadora / laptop,2,100,3,50,Aplicación bancaria (Ejemplo: Yape),Tarde,5,Muy frecuente,Ropa,Smartphone / Tablet,2,50,4,60,Aplicación bancaria (Ejemplo: Yape),Mañana,10
18/05/2021 20:42:19,Femenino,18,Comodidad,Poco frecuente,Otros,Smartphone / tablet,1,50,1,40,Efectivo,Mañana,8,Poco frecuente,Comida,Smartphone / Tablet,1,50,1,50,Efectivo,Tarde,8
18/05/2021 20:44:18,Masculino,18,Mejores precios,Nunca,Ninguno,No compro online,0,0,0,0,No compro online,No compro online,10,Poco frecuente,Otro,PC / Laptop,1,20,1,20,Efectivo,Tarde,10
18/05/2021 20:45:42,Masculino,18,Rapidez,Nunca,Ninguno,No compro online,0,0,0,0,No compro online,No compro online,1,Poco frecuente,Electrónicos,PC / Laptop,1,60,2,70,Tarjeta,Tarde,6
18/05/2021 20:45:48,Femenino,17,Ofertas,Poco frecuente,Electrónicos,Smartphone / tablet,2,150,2,100,Tarjeta,Tarde,7,Regularmente,Comida,Smartphone / Tablet,4,200,6,600,Tarjeta,Noche,9
18/05/2021 20:45:50,Femenino,18,Comodidad,Poco frecuente,Comida,Smartphone / tablet,2,50,2,30,Aplicación bancaria (Ejemplo: Yape),Noche,9,Regularmente,Ropa,Smartphone / Tablet,3,40,2,50,Tarjeta,Tarde,10
18/05/2021 20:47:13,Femenino,47,Seguridad,Nunca,Ninguno,No compro online,0,0,0,0,No compro online,No compro online,1,Poco frecuente,Comida,Smartphone / Tablet,1,30,1,30,Efectivo,Noche,4
18/05/2021 20:47:22,Masculino,19,Comodidad,Poco frecuente,Comida,Smartphone / tablet,1,45,3,19,Efectivo,Tarde,6,Regularmente,Comida,PC / Laptop,3,50,8,280,Tarjeta,Tarde,9
18/05/2021 20:47:34,Femenino,18,Ofertas,Nunca,Ninguno,No compro online,7,480,10,50,Tarjeta,No compro online,3,Poco frecuente,Ropa,PC / Laptop,3,0,0,0,Tarjeta,Mañana,7
18/05/2021 20:48:29,Femenino,17,Rapidez,Poco frecuente,Comida,Computadora / laptop,1,100,2,50,Tarjeta,Tarde,4,Poco frecuente,Comida,Smartphone / Tablet,2,50,2,100,Efectivo,Tarde,8
18/05/2021 20:48:46,Femenino,18,Comodidad,Nunca,Ninguno,No compro online,0,0,0,0,No compro online,No compro online,1,Poco frecuente,Otro,PC / Laptop,1,50,1,50,Otro,Mañana,5
18/05/2021 20:49:01,Femenino,18,Mejores precios,Poco frecuente,Otros,Smartphone / tablet,1,60,1,50,Tarjeta,Noche,10,Regularmente,Comida,PC / Laptop,2,30,4,90,Efectivo,Tarde,10
18/05/2021 20:49:04,Femenino,18,Comodidad,Nunca,Ninguno,No compro online,0,0,0,0,No compro online,No compro online,1,Poco frecuente,Comida,Smartphone / Tablet,1,40,1,40,Tarjeta,Tarde,3
18/05/2021 20:49:29,Femenino,18,Mejores precios,Muy frecuente,Ropa,No compro online,0,0,0,0,No compro online,No compro online,1,Regularmente,Comida,Smartphone / Tablet,2,100,24,400,Tarjeta,Tarde,8
18/05/2021 20:49:46,Masculino,18,Ofertas,Poco frecuente,Comida,Smartphone / tablet,1,20,1,18,Efectivo,Mañana,3,Poco frecuente,Comida,Smartphone / Tablet,1,30,1,30,Aplicación bancaria (Ejemplo: Yape),Mañana,6
18/05/2021 20:49:58,Femenino,18,Otros,Poco frecuente,Comida,Smartphone / tablet,2,150,2,200,Tarjeta,Tarde,5,Regularmente,Otro,Smartphone / Tablet,10,400,2,400,Tarjeta,Tarde,8
18/05/2021 20:50:20,Femenino,19,Comodidad,Poco frecuente,Comida,Smartphone / tablet,2,400,5,50,Tarjeta,Noche,10,Regularmente,Ropa,Smartphone / Tablet,3,100,5,300,Tarjeta,Tarde,10
18/05/2021 20:50:23,Masculino,18,Comodidad,Poco frecuente,Electrónicos,Smartphone / tablet,1,20,1,20,Tarjeta,Tarde,6,Regularmente,Ropa,Smartphone / Tablet,2,20,4,80,Efectivo,Tarde,8
18/05/2021 20:50:47,Masculino,19,Seguridad,Poco frecuente,Otros,Smartphone / tablet,2,350,4,100,Tarjeta,Tarde,8,Regularmente,Electrónicos,Smartphone / Tablet,2,400,10,350,Tarjeta,Tarde,9
18/05/2021 20:51:40,Femenino,18,Comodidad,Poco frecuente,Comida,Otros,2,20,1,18,Efectivo,Noche,3,Regularmente,Comida,Otros,2,30,2,60,Tarjeta,Noche,4
18/05/2021 20:52:34,Femenino,18,Comodidad,Regularmente,Comida,Smartphone / tablet,4,850,15,100,Tarjeta,Tarde,10,Muy frecuente,Comida,Smartphone / Tablet,4,100,15,600,Tarjeta,Noche,10
18/05/2021 20:52:36,Masculino,20,Comodidad,Nunca,Ninguno,No compro online,0,0,0,0,No compro online,No compro online,5,Regularmente,Comida,Smartphone / Tablet,1,50,10,400,Efectivo,Tarde,9
18/05/2021 20:52:40,Femenino,57,Comodidad,Poco frecuente,Otros,Otros,4,500,8,60,Tarjeta,Tarde,2,Poco frecuente,Otro,Otros,6,60,12,520,Tarjeta,Tarde,2
18/05/2021 20:53:13,Femenino,18,Comodidad,Poco frecuente,Ropa,Otros,3,150,3,40,Aplicación bancaria (Ejemplo: Yape),Tarde,5,Poco frecuente,Ropa,Smartphone / Tablet,3,40,3,120,Aplicación bancaria (Ejemplo: Yape),Noche,5
18/05/2021 20:53:20,Femenino,21,Mejores precios,Poco frecuente,Ropa,Computadora / laptop,3,50,1,60,Tarjeta,Mañana,5,Regularmente,Comida,PC / Laptop,4,50,2,70,Tarjeta,Tarde,8
18/05/2021 20:53:27,Femenino,21,Rapidez,Poco frecuente,Ropa,Computadora / laptop,1,30,1,30,Tarjeta,Tarde,9,Poco frecuente,Ropa,PC / Laptop,3,50,1,70,Tarjeta,Tarde,8
18/05/2021 20:53:36,Masculino,18,Mejores precios,Siempre,Comida,Smartphone / tablet,2,900,15,60,Efectivo,Noche,9,Muy frecuente,Comida,Smartphone / Tablet,2,60,40,500,Efectivo,Tarde,9
18/05/2021 20:53:47,Masculino,18,Comodidad,Nunca,Ninguno,No compro online,0,0,0,0,No compro online,No compro online,1,Poco frecuente,Comida,PC / Laptop,5,50,10,50,Efectivo,Noche,6
18/05/2021 20:55:08,Femenino,52,Rapidez,Nunca,Comida,Smartphone / tablet,1,60,1,60,Efectivo,Mañana,5,Poco frecuente,Comida,Smartphone / Tablet,1,60,16,650,Efectivo,Mañana,5
18/05/2021 20:55:51,Masculino,20,Comodidad,Nunca,Ninguno,No compro online,0,0,0,0,No compro online,No compro online,1,Poco frecuente,Otro,PC / Laptop,1,20,1,20,Tarjeta,Tarde,5
18/05/2021 20:56:12,Masculino,18,Rapidez,Poco frecuente,Comida,Smartphone / tablet,3,450,12,35,Tarjeta,Noche,8,Poco frecuente,Comida,Smartphone / Tablet,2,24,5,100,Tarjeta,Noche,8
18/05/2021 20:57:50,Femenino,21,Comodidad,Regularmente,Electrónicos,Computadora / laptop,6,600,6,100,Tarjeta,Tarde,10,Siempre,Comida,Smartphone / Tablet,2,40,7,80,Aplicación bancaria (Ejemplo: Yape),Noche,10
18/05/2021 20:58:16,Masculino,23,Comodidad,Nunca,Ninguno,No compro online,0,0,0,0,No compro online,No compro online,3,Poco frecuente,Comida,PC / Laptop,2,20,1,20,Tarjeta,Noche,8
18/05/2021 20:58:20,Masculino,26,Rapidez,Poco frecuente,Otros,Computadora / laptop,1,120,1,100,Aplicación bancaria (Ejemplo: Yape),Mañana,6,Regularmente,Otro,PC / Laptop,2,200,2,150,Aplicación bancaria (Ejemplo: Yape),Mañana,8
18/05/2021 20:58:42,Femenino,47,Ofertas,Nunca,Ninguno,No compro online,0,0,0,0,Efectivo,No compro online,2,Poco frecuente,Comida,Smartphone / Tablet,2,40,2,80,Efectivo,Tarde,4
18/05/2021 20:58:49,Masculino,25,Comodidad,Poco frecuente,Comida,Smartphone / tablet,5,550,10,50,Tarjeta,Tarde,7,Regularmente,Electrónicos,Smartphone / Tablet,10,120,30,160,Tarjeta,Tarde,8
18/05/2021 20:59:18,Femenino,18,Mejores precios,Poco frecuente,Otros,Smartphone / tablet,4,800,10,400,Tarjeta,Noche,10,Muy frecuente,Electrónicos,Smartphone / Tablet,5,500,15,500,Tarjeta,Noche,10
18/05/2021 21:00:30,Masculino,21,Comodidad,Poco frecuente,Comida,Smartphone / tablet,1,60,2,20,Tarjeta,Tarde,7,Regularmente,Comida,Smartphone / Tablet,2,20,20,90,Tarjeta,Noche,8
18/05/2021 21:00:58,Masculino,20,Rapidez,Regularmente,Electrónicos,Smartphone / tablet,2,100,2,80,Tarjeta,Noche,9,Regularmente,Electrónicos,Smartphone / Tablet,1,100,2,200,Tarjeta,Noche,9
18/05/2021 21:01:42,Femenino,24,Ofertas,Poco frecuente,Ropa,Smartphone / tablet,1,40,1,30,Efectivo,Noche,3,Regularmente,Otro,Smartphone / Tablet,2,100,4,300,Tarjeta,Tarde,8
18/05/2021 21:02:01,Femenino,51,Mejores precios,Nunca,Ninguno,No compro online,0,0,0,0,No compro online,No compro online,1,Poco frecuente,Comida,Smartphone / Tablet,1,50,2,110,Efectivo,Noche,5
18/05/2021 21:02:32,Femenino,19,Comodidad,Poco frecuente,Comida,Computadora / laptop,3,220,3,80,Efectivo,Noche,2,Regularmente,Ropa,Smartphone / Tablet,2,60,2,120,Aplicación bancaria (Ejemplo: Yape),Tarde,9
