"Edad","Sexo","Carrera","Ciclo","Distrito","DistanciaKM","Movilidad","Numvehiculos","Distanciamin","Sentimientoseguridad","Seguro","Inseguro","VictimaRobo","NumRobo","MomentoRobo","HoraRobo","PrimerRobo","SegundoRobo","RecuperasteAlgo","DinRoboUno","TrasporteRobo","Factores","Universidad","Manera","Ideas"
17,"Masculino","Ing. Civil",2,"Santiago De Surco",2.2,"Bus",1,20,"Cauteloso","Mañana","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"Promoviendo horarios virtuales para cursos nocturnos, Medio de transporte privado (bus universitario)","No"
18,"Femenino","Ciencias de la computación",1,"San Juan Del Lurigancho",30,"Tren, Bus",3,120,"Vulnerable","Mañana","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Medio de transporte privado (bus universitario)","."
19,"Masculino","Ing. Industrial",5,"Lima",40,"Metropolitano, Taxi",2,40,"Cauteloso","Tarde","Tarde","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Medio de transporte privado (bus universitario)","no"
17,"Femenino","Ing. Electrónica",1,"Lince",10,"Metropolitano",1,45,"Cauteloso","Tarde","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"Más lockers en la universidad, Promoviendo horarios virtuales para cursos nocturnos, Medio de transporte privado (bus universitario)","."
17,"Femenino","Ing. de la Energía",1,"Barranco",1,"Caminando",0,13,"Seguro","Tarde","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"Más lockers en la universidad, Promoviendo horarios virtuales para cursos nocturnos","Ninguna :"")"
17,"Masculino","Ing. Civil",3,"Barranco",20,"Caminando",0,20,"Preocupado","Mañana","Noche","Sí",1,"Noche",19:00:00,"600",NA,"No","Nada","Caminando","Salí muy tarde de la universidad",6,"Más lockers en la universidad","Creo que creando más lokers"
17,"Masculino","Ciencias de la computación",1,"San Juan De Miraflores",11,"Bus, Taxi, Auto propio",1,30,"Cauteloso","Mañana","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Promoviendo horarios virtuales para cursos nocturnos, Medio de transporte privado (bus universitario)",NA
17,"Masculino","Ing. Electrónica",1,"Surquillo",20,"Corredor",1,15,"Seguro","Mañana","Mañana","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"Más lockers en la universidad, Promoviendo horarios virtuales para cursos nocturnos, Medio de transporte privado (bus universitario)",NA
16,"Masculino","Ing. Industrial",1,"Punta Hermosa",31,"Bus",2,80,"Cauteloso","Tarde","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Medio de transporte privado (bus universitario)","Idk"
17,"Masculino","Ing. Industrial",1,"San Juan Del Lurigancho",23,"Tren, Bus",2,60,"Cauteloso","Mañana","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Medio de transporte privado (bus universitario)",NA
23,"Masculino","Ing. Química",4,"Chorrillos",10,"Metropolitano, Bus",1,60,"Protegido","Mañana","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Promoviendo horarios virtuales para cursos nocturnos",NA
22,"Masculino","Bioingeniería",5,"Pueblo Libre",10,"Bus, Auto propio",2,30,"Protegido","Todo el día","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Más lockers en la universidad, Medio de transporte privado (bus universitario)",NA
16,"Femenino","Bioingeniería",1,"Barranco",0.8,"Auto propio, Caminando",0,5,"Seguro","Mañana","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Más lockers en la universidad, Medio de transporte privado (bus universitario)","No sé"
19,"Femenino","Bioingeniería",4,"San Juan Del Lurigancho",21.3,"Metropolitano, Taxi, Auto propio, Caminando",2,60,"Cauteloso","Mañana","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"Promoviendo horarios virtuales para cursos nocturnos, Medio de transporte privado (bus universitario)",NA
19,"Femenino","Bioingeniería",4,"Santiago De Surco",3,"Bus, Taxi",1,30,"Seguro","Tarde","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Más lockers en la universidad, Promoviendo horarios virtuales para cursos nocturnos",NA
17,"Masculino","Administración y negocios digitales",3,"San Martin De Porres",27,"Metropolitano",3,90,"Seguro","Mañana","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Medio de transporte privado (bus universitario)",NA
18,"Masculino","Administración y negocios digitales",3,"Santiago De Surco",2.6,"Auto propio",1,13,"Protegido","Mañana","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Promoviendo horarios virtuales para cursos nocturnos, Medio de transporte privado (bus universitario)","."
22,"Masculino","Administración y negocios digitales",5,"Jesús María",50,"Bus, Caminando",1,60,"Cauteloso","Mañana","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Más lockers en la universidad",NA
21,"Masculino","Administración y negocios digitales",5,"Lince",8.8,"Metropolitano",1,30,"Seguro","Tarde","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Promoviendo horarios virtuales para cursos nocturnos","La verdad que no"
21,"Masculino","Administración y negocios digitales",5,"Santiago De Surco",7,"Bus",2,45,"Cauteloso","Tarde","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Promoviendo horarios virtuales para cursos nocturnos, Medio de transporte privado (bus universitario)","Clases hibridas en la noche"
20,"Femenino","Administración y negocios digitales",5,"Miraflores",1.9,"Corredor, Bus, Taxi",1,15,"Cauteloso","Mañana","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Promoviendo horarios virtuales para cursos nocturnos, Medio de transporte privado (bus universitario)","Taxi colectivo de estudiantes"
16,"Masculino","Ciencias de la computación",1,"Independencia",10,"Metropolitano, Taxi",1,30,"Seguro","Todo el día","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Más lockers en la universidad, Promoviendo horarios virtuales para cursos nocturnos, Medio de transporte privado (bus universitario)","No"
17,"Masculino","Ciencias de la computación",1,"Pueblo Libre",8,"Bus, Taxi, Auto propio",2,70,"Seguro","Mañana","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"Medio de transporte privado (bus universitario)","."
20,"Masculino","Administración y negocios digitales",5,"Magdalena del Mar",9.7,"Bus, Taxi",2,80,"Cauteloso","Mañana","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"Promoviendo horarios virtuales para cursos nocturnos, Medio de transporte privado (bus universitario)","Noup"
19,"Masculino","Administración y negocios digitales",5,"Santiago De Surco",3.6,"Bus, Caminando",1,25,"Cauteloso","Mañana","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Más lockers en la universidad, Promoviendo horarios virtuales para cursos nocturnos",NA
17,"Masculino","Ciencias de la computación",1,"San Martin De Porres",10,"Metropolitano",1,30,"Seguro","Tarde","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Más lockers en la universidad, Medio de transporte privado (bus universitario)","No"
19,"Masculino","Administración y negocios digitales",5,"Surquillo",40,"Metropolitano, Bus, Taxi",2,35,"Cauteloso","Mañana","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Más lockers en la universidad, Promoviendo horarios virtuales para cursos nocturnos, Medio de transporte privado (bus universitario)","todos los cursos virtuales con el profe de buisness modeling"
16,"Femenino","Administración y negocios digitales",1,"San Luis",12.5,"Corredor, Bus",2,90,"Preocupado","Tarde","Mañana","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Medio de transporte privado (bus universitario)",NA
16,"Masculino","Ciencias de la computación",1,"Los Olivos",24,"Metropolitano",2,50,"Cauteloso","Mañana","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Más lockers en la universidad, Promoviendo horarios virtuales para cursos nocturnos, Medio de transporte privado (bus universitario)","Guardaespaldas"
21,"Masculino","Ing. Civil",7,"Jesús María",11.1,"Bus",1,45,"Seguro","Tarde","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Más lockers en la universidad, Promoviendo horarios virtuales para cursos nocturnos, Medio de transporte privado (bus universitario)","Bus privado"
17,"Femenino","Ing. Industrial",1,"Barranco",25,"Bus, Caminando",1,20,"Cauteloso","Todo el día","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Más lockers en la universidad","No"
19,"Masculino","Ciencias de la computación",1,"San Isidro",12,"Metropolitano, Auto propio",1,10,"Protegido","Todo el día","Mañana","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Promoviendo horarios virtuales para cursos nocturnos","Si"
17,"Masculino","Administración y negocios digitales",1,"Santiago De Surco",4.8,"Bus",2,60,"Preocupado","Mañana","Mañana","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"Promoviendo horarios virtuales para cursos nocturnos, Medio de transporte privado (bus universitario)",NA
18,"Masculino","Administración y negocios digitales",1,"La Victoria",20,"Metropolitano, Auto propio",1,20,"Cauteloso","Mañana","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"Medio de transporte privado (bus universitario)",NA
17,"Masculino","Ing. de la Energía",1,"Lima",21,"Metropolitano",2,90,"Cauteloso","Mañana","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Promoviendo horarios virtuales para cursos nocturnos, Medio de transporte privado (bus universitario)",NA
21,"Masculino","Ingeniería Mecatrónica",6,"San Miguel",13,"Bus, Taxi",2,90,"Cauteloso","Mañana","Noche","Sí",1,"Noche",09:30:00,"5000",0,"No",NA,"Bus","La inseguridad de las calles",10,"Más lockers en la universidad, Medio de transporte privado (bus universitario)",NA
20,"Masculino","Ing. Civil",6,"San Juan Del Lurigancho",20,"Tren, Bus, Caminando",2,90,"Seguro","Tarde","Noche","Sí",1,"Mañana",10:34:00,"1500",0,"No","Nada","Bus","Me distraje",5,"Promoviendo horarios virtuales para cursos nocturnos","Ño"
17,"Masculino","Ing. Industrial",1,"La Victoria",11,"Metropolitano",1,30,"Protegido","Todo el día","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Promoviendo horarios virtuales para cursos nocturnos, Medio de transporte privado (bus universitario)","....."
17,"Masculino","Ciencias de la computación",3,"San Juan De Miraflores",9.9,"Bus, Auto propio",1,70,"Preocupado","Noche","Tarde","Sí",1,"Tarde",13:30:00,"10",0,"No","0","Caminando","Llevaba muchas cosas en mi mochila, Me distraje",1,"Más lockers en la universidad","Ninguno"
19,"Masculino","Ing. Civil",6,"Ate Vitarte",12,"Metropolitano, Corredor",2,60,"Cauteloso","Noche","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Promoviendo horarios virtuales para cursos nocturnos","establecer una mejor armonía entre los horarios ya que siempre hay muchos huecos que nos hace perder tiempo"
18,"Femenino","Ingeniería Mecatrónica",3,"Pueblo Libre",15,"Auto propio",1,40,"Vulnerable","Mañana","Tarde","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Más lockers en la universidad, Medio de transporte privado (bus universitario)",NA
18,"Masculino","Ingeniería Mecatrónica",3,"La Molina",20,"Metropolitano, Corredor, Caminando",2,90,"Seguro","Mañana","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Promoviendo horarios virtuales para cursos nocturnos, Medio de transporte privado (bus universitario)",NA
17,"Femenino","Ing. Industrial",1,"Barranco",1,"Caminando",0,15,"Vulnerable","En ningún momento del día","Todo el día","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Más lockers en la universidad, Medio de transporte privado (bus universitario)",NA
22,"Masculino","Ing. Civil",7,"Santiago De Surco",2,"Taxi",1,15,"Protegido","Todo el día","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Más lockers en la universidad","No"
18,"Masculino","Ingeniería Mecatrónica",3,"San Juan Del Lurigancho",26,"Tren, Bus",2,90,"Vulnerable","En ningún momento del día","Todo el día","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Medio de transporte privado (bus universitario)",NA
18,"Masculino","Ingeniería Mecatrónica",5,"Ate Vitarte",16.2,"Metropolitano, Corredor, Caminando",2,70,"Cauteloso","Mañana","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Más lockers en la universidad, Promoviendo horarios virtuales para cursos nocturnos, Medio de transporte privado (bus universitario)","ninguna"
18,"Masculino","Ingeniería Mecatrónica",3,"Miraflores",1.2,"Bus, Caminando",1,7,"Seguro","Mañana","Noche","Sí",1,"Tarde",15:30:00,"3000",6000,"No","0","Caminando","La inseguridad de las calles",7,"Medio de transporte privado (bus universitario)","No"
16,"Masculino","Ciencias de la computación",1,"Santiago De Surco",40,"Metropolitano",1,60,"Cauteloso","Mañana","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"Medio de transporte privado (bus universitario)","no xd"
18,"Masculino","Ing. de la Energía",3,"Barranco",1.2,"Taxi, Auto propio, Caminando, Bicicleta",1,15,"Cauteloso","Mañana","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Promoviendo horarios virtuales para cursos nocturnos, Medio de transporte privado (bus universitario)",NA
18,"Masculino","Ing. Mecánica",3,"Surquillo",6,"Bus",1,15,"Seguro","Todo el día","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Medio de transporte privado (bus universitario)","No se"
20,"Masculino","Ing. Mecánica",3,"Miraflores",5.4,"Caminando",0,30,"Protegido","Todo el día","Mañana","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Más lockers en la universidad, Promoviendo horarios virtuales para cursos nocturnos, Medio de transporte privado (bus universitario)",NA
18,"Femenino","Ing. Industrial",4,"Rímac",17,"Corredor",2,84,"Preocupado","Mañana","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Medio de transporte privado (bus universitario)","Mejorando la seguridad en los paraderos cercanos a la u"
19,"Masculino","Ing. Industrial",4,"Barranco",1,"Taxi, Caminando",1,7,"Seguro","Tarde","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Más lockers en la universidad, Promoviendo horarios virtuales para cursos nocturnos, Medio de transporte privado (bus universitario)","Por ahora no"
19,"Femenino","Ing. Industrial",4,"Ate Vitarte",13,"Corredor, Bus",2,90,"Cauteloso","Tarde","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Promoviendo horarios virtuales para cursos nocturnos, Medio de transporte privado (bus universitario)","Mejores horarios."
19,"Masculino","Bioingeniería",5,"Lima",5,"Auto propio, Bicicleta",1,20,"Protegido","Mañana","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Más lockers en la universidad, Promoviendo horarios virtuales para cursos nocturnos",NA
22,"Femenino","Bioingeniería",5,"Barranco",0.27,"Caminando",0,3,"Protegido","Mañana","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Medio de transporte privado (bus universitario)",NA
19,"Femenino","Bioingeniería",5,"Santiago De Surco",2.4,"Bus, Colectivo, Taxi, Mototaxi, Caminando",1,20,"Preocupado","Mañana","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"Promoviendo horarios virtuales para cursos nocturnos",NA
21,"Masculino","Ing. Mecánica",4,"Comas",25,"Metropolitano, Colectivo, Taxi",1,90,"Cauteloso","Mañana","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"Más lockers en la universidad, Promoviendo horarios virtuales para cursos nocturnos, Medio de transporte privado (bus universitario)","Si"
22,"Masculino","Ing. Mecánica",5,"San Juan Del Lurigancho",25,"Tren, Bus",3,90,"Vulnerable","Mañana","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"Más lockers en la universidad","No"
20,"Masculino","Ingeniería Mecatrónica",6,"Los Olivos",21,"Metropolitano",2,90,"Cauteloso","Tarde","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Promoviendo horarios virtuales para cursos nocturnos, Medio de transporte privado (bus universitario)",NA
20,"Masculino","Ing. Mecánica",7,"Lima",9.3,"Metropolitano, Corredor",1,90,"Preocupado","Mañana","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"Más lockers en la universidad, Promoviendo horarios virtuales para cursos nocturnos, Medio de transporte privado (bus universitario)","Si"
18,"Femenino","Bioingeniería",3,"Santiago De Surco",8.5,"Auto propio",1,30,"Protegido","Todo el día","Todo el día","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Más lockers en la universidad, Medio de transporte privado (bus universitario)","Nop"
21,"Femenino","Bioingeniería",6,"Villa María Del Triunfo",12.2,"Tren, Bus",3,100,"Preocupado","Tarde","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Promoviendo horarios virtuales para cursos nocturnos","Guardaespaldas"
19,"Femenino","Ing. Industrial",5,"Otro",16,"Metropolitano, Bus, Colectivo",2,120,"Seguro","Mañana","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Más lockers en la universidad, Promoviendo horarios virtuales para cursos nocturnos, Medio de transporte privado (bus universitario)",NA
19,"Femenino","Bioingeniería",6,"Ate Vitarte",12,"Metropolitano, Bus",2,60,"Preocupado","Mañana","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Más lockers en la universidad, Promoviendo horarios virtuales para cursos nocturnos, Medio de transporte privado (bus universitario)",NA
19,"Masculino","Ing. Industrial",4,"Independencia",19,"Metropolitano",2,2,"Cauteloso","Mañana","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Más lockers en la universidad",NA
23,"Masculino","Ing. Industrial",10,"San Martin De Porres",22.2,"Auto propio",1,40,"Protegido","Mañana","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Medio de transporte privado (bus universitario)","No"
17,"Masculino","Ingeniería Mecatrónica",3,"Surquillo",4.3,"Bus",1,35,"Seguro","Mañana","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"Promoviendo horarios virtuales para cursos nocturnos, Medio de transporte privado (bus universitario)",NA
18,"Femenino","Ing. Industrial",2,"San Juan Del Lurigancho",10.08,"Tren, Bus, Mototaxi, Caminando",3,90,"Preocupado","Mañana","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Más lockers en la universidad, Promoviendo horarios virtuales para cursos nocturnos, Medio de transporte privado (bus universitario)","Camaras"
19,"Masculino","Ingeniería Mecatrónica",3,"Santiago De Surco",6,"Bus, Taxi",1,40,"Protegido","Mañana","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Medio de transporte privado (bus universitario)","No"
19,"Masculino","Ing. Industrial",5,"Otro",29,"Metropolitano, Bus, Mototaxi",3,120,"Cauteloso","En ningún momento del día","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Promoviendo horarios virtuales para cursos nocturnos",NA
19,"Masculino","Bioingeniería",4,"Lima",12.2,"Taxi",1,40,"Protegido","Todo el día","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Más lockers en la universidad","Poner tombos en barranco?"
23,"Masculino","Ciencias de la computación",4,"Santiago De Surco",5.5,"Bus",1,40,"Cauteloso","Mañana","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Más lockers en la universidad, Promoviendo horarios virtuales para cursos nocturnos, Medio de transporte privado (bus universitario)","No ademas de los mencionados"
19,"Masculino","Ciencias de la computación",5,"Santiago De Surco",5,"Bus",1,35,"Seguro","Tarde","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Medio de transporte privado (bus universitario)","No"
17,"Masculino","Bioingeniería",3,"Independencia",18.6,"Metropolitano",1,40,"Protegido","Mañana","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Promoviendo horarios virtuales para cursos nocturnos",NA
21,"Masculino","Ingeniería Mecatrónica",5,"Magdalena del Mar",9,"Bus, Taxi",2,40,"Seguro","Mañana","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Promoviendo horarios virtuales para cursos nocturnos, Medio de transporte privado (bus universitario)","No"
18,"Masculino","Bioingeniería",4,"Barranco",0.8,"Caminando",0,5,"Preocupado","Mañana","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Más lockers en la universidad, Promoviendo horarios virtuales para cursos nocturnos, Medio de transporte privado (bus universitario)",NA
19,"Femenino","Bioingeniería",4,"Santiago De Surco",10.5,"Metropolitano",1,15,"Seguro","Mañana","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Más lockers en la universidad, Promoviendo horarios virtuales para cursos nocturnos",NA
19,"Masculino","Bioingeniería",10,"Barranco",0.02,"Otro",0,4,"Seguro","Mañana","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"Más lockers en la universidad",NA
18,"Femenino","Ing. Química",3,"San Juan Del Lurigancho",16,"Tren, Bus",2,55,"Cauteloso","Tarde","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Más lockers en la universidad, Promoviendo horarios virtuales para cursos nocturnos, Medio de transporte privado (bus universitario)",NA
23,"Masculino","Ing. Industrial",7,"Comas",24.1,"Metropolitano",2,80,"Cauteloso","Mañana","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Promoviendo horarios virtuales para cursos nocturnos","Aplicativo de seguridad que conecte alumnos con auto y sin auto a manera de jalarlos y paguen una parte"
20,"Femenino","Ing. Industrial",6,"Barranco",0.4,"Caminando",0,15,"Cauteloso","Mañana","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Más lockers en la universidad, Medio de transporte privado (bus universitario)","Aplicación de seguridad"
21,"Masculino","Ing. Industrial",4,"Comas",NA,"Metropolitano",2,90,"Cauteloso","Mañana","Noche","Sí",2,"Noche",20:00:00,"200",100,"No","0","Colectivo","Llevaba muchas cosas en mi mochila, Salí muy tarde de la universidad",8,"Promoviendo horarios virtuales para cursos nocturnos","Owo"
21,"Femenino","Ing. Química",4,"El Agustino",13.2,"Bus",2,60,"Protegido","Mañana","Mañana","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Más lockers en la universidad, Promoviendo horarios virtuales para cursos nocturnos","Tener cuidado"
21,"Masculino","Ingeniería Mecatrónica",3,"Chorrillos",10,"Otro",1,15,"Cauteloso","En ningún momento del día","Todo el día","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Medio de transporte privado (bus universitario)","Jgkbh"
20,"Masculino","Ciencias de la computación",5,"Jesús María",11.7,"Colectivo, Taxi",1,60,"Cauteloso","Mañana","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Medio de transporte privado (bus universitario)",NA
19,"Masculino","Ingeniería Mecatrónica",3,"Pueblo Libre",12,"Corredor",2,90,"Cauteloso","Mañana","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Más lockers en la universidad, Medio de transporte privado (bus universitario)","Más horarios durante la mañana o tarde."
18,"Masculino","Administración y negocios digitales",2,"Lurín",30.9,"Bus",1,90,"Seguro","Mañana","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Medio de transporte privado (bus universitario)","No"
20,"Femenino","Bioingeniería",5,"Santiago De Surco",10.2,"Taxi, Auto propio",1,30,"Protegido","Todo el día","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Más lockers en la universidad, Promoviendo horarios virtuales para cursos nocturnos, Medio de transporte privado (bus universitario)","Ninguno"
20,"Masculino","Ing. Civil",2,"Santiago De Surco",7,"Bus",1,30,"Seguro","Mañana","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Más lockers en la universidad, Promoviendo horarios virtuales para cursos nocturnos",NA
20,"Masculino","Ciencias de la computación",5,"San Juan Del Lurigancho",23,"Metropolitano, Tren, Bus",2,120,"Cauteloso","Mañana","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Más lockers en la universidad, Medio de transporte privado (bus universitario)",NA
21,"Masculino","Bioingeniería",5,"Barranco",0.5,"Caminando",0,8,"Protegido","Todo el día","Noche","Sí",1,"Tarde",05:00:00,"600",NA,"No",NA,"Caminando","Me distraje",8,"Más lockers en la universidad, Promoviendo horarios virtuales para cursos nocturnos","No"
19,"Masculino","Ing. Industrial",2,"Barranco",1.4,"Bus, Caminando",1,20,"Seguro","Todo el día","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"Promoviendo horarios virtuales para cursos nocturnos, Medio de transporte privado (bus universitario)",NA
19,"Masculino","Bioingeniería",5,"Santiago De Surco",4.3,"Taxi, Auto propio",1,30,"Protegido","Mañana","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Promoviendo horarios virtuales para cursos nocturnos","No"
18,"Masculino","Ing. Civil",2,"El Agustino",20,"Tren, Bus",2,60,"Cauteloso","Mañana","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Medio de transporte privado (bus universitario)","bus"
20,"Masculino","Ing. Civil",2,"Santiago De Surco",5,"Bus",1,20,"Vulnerable","Mañana","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"Más lockers en la universidad, Medio de transporte privado (bus universitario)","Evitar horarios en la noche"
19,"Femenino","Bioingeniería",5,"San Miguel",13.3,"Bus",2,80,"Cauteloso","Mañana","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Más lockers en la universidad, Promoviendo horarios virtuales para cursos nocturnos, Medio de transporte privado (bus universitario)","No"
19,"Femenino","Ing. Industrial",7,"Otro",25,"Metropolitano, Bus",2,80,"Seguro","Mañana","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Promoviendo horarios virtuales para cursos nocturnos, Medio de transporte privado (bus universitario)",NA
19,"Femenino","Ing. Ambiental",5,"La Molina",14,"Metropolitano, Corredor, Taxi, Auto propio",2,60,"Seguro","Tarde","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Promoviendo horarios virtuales para cursos nocturnos, Medio de transporte privado (bus universitario)","Cámaras"
18,"Masculino","Ing. Electrónica",3,"Barranco",0.5,"Caminando",0,10,"Cauteloso","Mañana","Noche","Sí",1,"Noche",20:00:00,"150",NA,"No","0","Metropolitano","Me distraje, La inseguridad del transporte",5,"Promoviendo horarios virtuales para cursos nocturnos","Agregar un alumbrado más intenso en la entrada de la universidad por las noches"
19,"Masculino","Ing. Civil",4,"Barranco",0.75,"Caminando, Bicicleta",1,12,"Cauteloso","Mañana","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Más lockers en la universidad, Promoviendo horarios virtuales para cursos nocturnos",NA
21,"Masculino","Ing. Industrial",8,"Santiago De Surco",6.8,"Bus, Auto propio",1,50,"Seguro","Tarde","Tarde","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Más lockers en la universidad, Promoviendo horarios virtuales para cursos nocturnos, Medio de transporte privado (bus universitario)",NA
20,"Masculino","Ing. Industrial",6,"San Juan De Miraflores",10.7,"Tren, Bus, Taxi",1,50,"Cauteloso","Mañana","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Promoviendo horarios virtuales para cursos nocturnos",NA
23,"Masculino","Ing. Electrónica",8,"La Molina",16,"Metropolitano, Corredor",2,120,"Seguro","Mañana","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Más lockers en la universidad, Promoviendo horarios virtuales para cursos nocturnos, Medio de transporte privado (bus universitario)",NA
