periodo;fproceso;anio_ing;id_df;distrito_fiscal;tipo_fiscalia;materia;especialidad;tipo_caso;sistema;tipo_especializada;ingresado;atendido
01/01/2018 - 31/12/2018;11/01/2019;2018;06;CAJAMARCA;SUPERIOR;PENAL;PENAL;APELACION DENUNCIA;SGF;;737;737
01/01/2018 - 31/12/2018;11/01/2019;2018;06;CAJAMARCA;SUPERIOR;PENAL;PENAL;APELACION EXPEDIENTE;SGF;;57;57
01/01/2018 - 31/12/2018;11/01/2019;2018;06;CAJAMARCA;SUPERIOR;PENAL;PENAL;CONSULTAS;SGF;;233;232
01/01/2018 - 31/12/2018;11/01/2019;2018;06;CAJAMARCA;SUPERIOR;PENAL;PENAL;EXCLUSION FISCAL;SGF;;19;19
01/01/2018 - 31/12/2018;11/01/2019;2018;06;CAJAMARCA;SUPERIOR;PENAL;PENAL;EXPEDIENTE;SGF;;101;92
01/01/2018 - 31/12/2018;11/01/2019;2018;06;CAJAMARCA;SUPERIOR;PENAL;PENAL;INCIDENTE-EXPEDIENTE;SGF;;16;15
01/01/2018 - 31/12/2018;11/01/2019;2018;07;CALLAO;PROVINCIAL;CIVIL;CIVIL;EXPEDIENTE;SIATF;;815;813
01/01/2018 - 31/12/2018;11/01/2019;2018;07;CALLAO;PROVINCIAL;FAMILIA;ACTOS CONTRA LA LIBERTAD SEXUAL;DENUNCIA;SIATF;;2;2
01/01/2018 - 31/12/2018;11/01/2019;2018;07;CALLAO;PROVINCIAL;FAMILIA;FAMILIA CIVIL;EXPEDIENTE;SIATF;;887;881
01/01/2018 - 31/12/2018;11/01/2019;2018;07;CALLAO;PROVINCIAL;FAMILIA;FAMILIA PENAL;DENUNCIA;SIATF;;603;598
01/01/2018 - 31/12/2018;11/01/2019;2018;07;CALLAO;PROVINCIAL;FAMILIA;FAMILIA PENAL;EXPEDIENTE;SIATF;;310;309
01/01/2018 - 31/12/2018;11/01/2019;2018;07;CALLAO;PROVINCIAL;FAMILIA;FAMILIA TUTELAR;DENUNCIA;SIATF;;67;67
01/01/2018 - 31/12/2018;11/01/2019;2018;07;CALLAO;PROVINCIAL;FAMILIA;FAMILIA TUTELAR;EXPEDIENTE;SIATF;;19;19
01/01/2018 - 31/12/2018;11/01/2019;2018;07;CALLAO;PROVINCIAL;FAMILIA;VIOLENCIA FAMILIAR;DENUNCIA;SIATF;;21;21
01/01/2018 - 31/12/2018;11/01/2019;2018;07;CALLAO;PROVINCIAL;FAMILIA;VIOLENCIA FAMILIAR;EXPEDIENTE;SIATF;;47;47
01/01/2018 - 31/12/2018;11/01/2019;2018;07;CALLAO;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;01 ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS;113;108
01/01/2018 - 31/12/2018;11/01/2019;2018;07;CALLAO;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;02 ESPECIALIZADA CONTRA LA CRIMINALIDAD ORGANIZADA;38;37
01/01/2018 - 31/12/2018;11/01/2019;2018;07;CALLAO;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;05 ESPECIALIZADA EN DELITOS ADUANEROS Y CONTRA LA PROPIEDAD INTELECTUAL;87;86
01/01/2018 - 31/12/2018;11/01/2019;2018;07;CALLAO;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;10 ESPECIALIZADA EN MATERIA AMBIENTAL;95;95
01/01/2018 - 31/12/2018;11/01/2019;2018;07;CALLAO;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;12 ESPECIALIZADA EN DELITOS DE TRAFICOS ILICITO DE DROGAS;293;290
01/01/2018 - 31/12/2018;11/01/2019;2018;07;CALLAO;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;04 ESPECIALIZADA EN DELITOS DE TRATA DE PERSONAS;72;72
01/01/2018 - 31/12/2018;11/01/2019;2018;07;CALLAO;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;15 ESPECIALIZADA EN TRANSITO Y SEGURIDAD VIAL;1149;1142
01/01/2018 - 31/12/2018;11/01/2019;2018;07;CALLAO;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;18 ESPECIALIZADA EN VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR;477;399
01/01/2018 - 31/12/2018;11/01/2019;2018;07;CALLAO;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;;16461;15871
01/01/2018 - 31/12/2018;11/01/2019;2018;07;CALLAO;PROVINCIAL;PENAL;PENAL;EXPEDIENTE;SGF;02 ESPECIALIZADA CONTRA LA CRIMINALIDAD ORGANIZADA;4;3
01/01/2018 - 31/12/2018;11/01/2019;2018;07;CALLAO;PROVINCIAL;PENAL;PENAL;EXPEDIENTE;SGF;05 ESPECIALIZADA EN DELITOS ADUANEROS Y CONTRA LA PROPIEDAD INTELECTUAL;82;72
01/01/2018 - 31/12/2018;11/01/2019;2018;07;CALLAO;PROVINCIAL;PENAL;PENAL;EXPEDIENTE;SGF;10 ESPECIALIZADA EN MATERIA AMBIENTAL;14;14
01/01/2018 - 31/12/2018;11/01/2019;2018;07;CALLAO;PROVINCIAL;PENAL;PENAL;EXPEDIENTE;SGF;12 ESPECIALIZADA EN DELITOS DE TRAFICOS ILICITO DE DROGAS;12;11
01/01/2018 - 31/12/2018;11/01/2019;2018;07;CALLAO;PROVINCIAL;PENAL;PENAL;EXPEDIENTE;SGF;15 ESPECIALIZADA EN TRANSITO Y SEGURIDAD VIAL;32;32
01/01/2018 - 31/12/2018;11/01/2019;2018;07;CALLAO;PROVINCIAL;PENAL;PENAL;EXPEDIENTE;SGF;;1240;1154
01/01/2018 - 31/12/2018;11/01/2019;2018;07;CALLAO;PROVINCIAL;PENAL;PENAL;INVESTIGACION PREVENTIVA;SGF;05 ESPECIALIZADA EN DELITOS ADUANEROS Y CONTRA LA PROPIEDAD INTELECTUAL;16;16
01/01/2018 - 31/12/2018;11/01/2019;2018;07;CALLAO;PROVINCIAL;PENAL;PENAL;INVESTIGACION PREVENTIVA;SGF;10 ESPECIALIZADA EN MATERIA AMBIENTAL;39;39
01/01/2018 - 31/12/2018;11/01/2019;2018;07;CALLAO;PROVINCIAL;PENAL;PENAL;INVESTIGACION PREVENTIVA;SGF;11 ESPECIALIZADA EN PREVENCION DEL DELITO;1070;1070
01/01/2018 - 31/12/2018;11/01/2019;2018;07;CALLAO;SUPERIOR;FAMILIA;FAMILIA CIVIL;EXPEDIENTE;SIATF;;84;83
01/01/2018 - 31/12/2018;11/01/2019;2018;07;CALLAO;SUPERIOR;FAMILIA;FAMILIA PENAL;EXPEDIENTE;SIATF;;12;12
01/01/2018 - 31/12/2018;11/01/2019;2018;07;CALLAO;SUPERIOR;FAMILIA;FAMILIA TUTELAR;EXPEDIENTE;SIATF;;1;1
01/01/2018 - 31/12/2018;11/01/2019;2018;07;CALLAO;SUPERIOR;FAMILIA;VIOLENCIA FAMILIAR;EXPEDIENTE;SIATF;;55;55
01/01/2018 - 31/12/2018;11/01/2019;2018;07;CALLAO;SUPERIOR;PENAL;PENAL;APELACION DENUNCIA;SGF;01 ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS;66;66
01/01/2018 - 31/12/2018;11/01/2019;2018;07;CALLAO;SUPERIOR;PENAL;PENAL;APELACION DENUNCIA;SGF;;359;359
01/01/2018 - 31/12/2018;11/01/2019;2018;07;CALLAO;SUPERIOR;PENAL;PENAL;APELACION EXPEDIENTE;SGF;;284;284
01/01/2018 - 31/12/2018;11/01/2019;2018;07;CALLAO;SUPERIOR;PENAL;PENAL;CONSULTAS;SGF;01 ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS;6;6
01/01/2018 - 31/12/2018;11/01/2019;2018;07;CALLAO;SUPERIOR;PENAL;PENAL;CONSULTAS;SGF;;50;46
01/01/2018 - 31/12/2018;11/01/2019;2018;07;CALLAO;SUPERIOR;PENAL;PENAL;EXCLUSION FISCAL;SGF;01 ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS;1;1
01/01/2018 - 31/12/2018;11/01/2019;2018;07;CALLAO;SUPERIOR;PENAL;PENAL;EXCLUSION FISCAL;SGF;;8;8
01/01/2018 - 31/12/2018;11/01/2019;2018;07;CALLAO;SUPERIOR;PENAL;PENAL;EXPEDIENTE;SGF;;581;496
01/01/2018 - 31/12/2018;11/01/2019;2018;07;CALLAO;SUPERIOR;PENAL;PENAL;INCIDENTE-EXPEDIENTE;SGF;;24;21
01/01/2018 - 31/12/2018;11/01/2019;2018;08;CAÑETE;PROVINCIAL;CIVIL;CIVIL;EXPEDIENTE;SIATF;;722;695
01/01/2018 - 31/12/2018;11/01/2019;2018;08;CAÑETE;PROVINCIAL;FAMILIA;ACTOS CONTRA LA LIBERTAD SEXUAL;DENUNCIA;SIATF;;12;12
01/01/2018 - 31/12/2018;11/01/2019;2018;08;CAÑETE;PROVINCIAL;FAMILIA;FAMILIA CIVIL;EXPEDIENTE;SIATF;;259;256
01/01/2018 - 31/12/2018;11/01/2019;2018;08;CAÑETE;PROVINCIAL;FAMILIA;FAMILIA PENAL;DENUNCIA;SIATF;;293;286
01/01/2018 - 31/12/2018;11/01/2019;2018;08;CAÑETE;PROVINCIAL;FAMILIA;FAMILIA PENAL;EXPEDIENTE;SIATF;;179;177
01/01/2018 - 31/12/2018;11/01/2019;2018;08;CAÑETE;PROVINCIAL;FAMILIA;FAMILIA TUTELAR;DENUNCIA;SIATF;;231;217
01/01/2018 - 31/12/2018;11/01/2019;2018;08;CAÑETE;PROVINCIAL;FAMILIA;FAMILIA TUTELAR;EXPEDIENTE;SIATF;;265;258
01/01/2018 - 31/12/2018;11/01/2019;2018;08;CAÑETE;PROVINCIAL;FAMILIA;VIOLENCIA FAMILIAR;DENUNCIA;SIATF;;54;49
01/01/2018 - 31/12/2018;11/01/2019;2018;08;CAÑETE;PROVINCIAL;FAMILIA;VIOLENCIA FAMILIAR;EXPEDIENTE;SIATF;;5;5
01/01/2018 - 31/12/2018;11/01/2019;2018;08;CAÑETE;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;01 ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS;122;87
01/01/2018 - 31/12/2018;11/01/2019;2018;08;CAÑETE;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;11 ESPECIALIZADA EN PREVENCION DEL DELITO;39;38
01/01/2018 - 31/12/2018;11/01/2019;2018;08;CAÑETE;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;;12278;10169
01/01/2018 - 31/12/2018;11/01/2019;2018;08;CAÑETE;PROVINCIAL;PENAL;PENAL;EXPEDIENTE;SGF;;12;2
01/01/2018 - 31/12/2018;11/01/2019;2018;08;CAÑETE;PROVINCIAL;PENAL;PENAL;INVESTIGACION PREVENTIVA;SGF;11 ESPECIALIZADA EN PREVENCION DEL DELITO;179;176
01/01/2018 - 31/12/2018;11/01/2019;2018;08;CAÑETE;SUPERIOR;CIVIL;CIVIL;EXPEDIENTE;SIATF;;395;384
01/01/2018 - 31/12/2018;11/01/2019;2018;08;CAÑETE;SUPERIOR;FAMILIA;FAMILIA CIVIL;EXPEDIENTE;SIATF;;46;44
01/01/2018 - 31/12/2018;11/01/2019;2018;08;CAÑETE;SUPERIOR;FAMILIA;FAMILIA PENAL;EXPEDIENTE;SIATF;;27;27
01/01/2018 - 31/12/2018;11/01/2019;2018;08;CAÑETE;SUPERIOR;FAMILIA;FAMILIA TUTELAR;EXPEDIENTE;SIATF;;9;9
01/01/2018 - 31/12/2018;11/01/2019;2018;26;PUNO;SUPERIOR;PENAL;PENAL;QUEJAS;SGF;;990;967
01/01/2018 - 31/12/2018;11/01/2019;2018;08;CAÑETE;SUPERIOR;FAMILIA;VIOLENCIA FAMILIAR;EXPEDIENTE;SIATF;;17;17
01/01/2018 - 31/12/2018;11/01/2019;2018;08;CAÑETE;SUPERIOR;PENAL;PENAL;APELACION DENUNCIA;SGF;;439;439
01/01/2018 - 31/12/2018;11/01/2019;2018;08;CAÑETE;SUPERIOR;PENAL;PENAL;APELACION EXPEDIENTE;SGF;;4;4
01/01/2018 - 31/12/2018;11/01/2019;2018;08;CAÑETE;SUPERIOR;PENAL;PENAL;CONSULTAS;SGF;;74;74
01/01/2018 - 31/12/2018;11/01/2019;2018;08;CAÑETE;SUPERIOR;PENAL;PENAL;EXCLUSION FISCAL;SGF;;10;10
01/01/2018 - 31/12/2018;11/01/2019;2018;08;CAÑETE;SUPERIOR;PENAL;PENAL;EXPEDIENTE;SGF;;19;19
01/01/2018 - 31/12/2018;11/01/2019;2018;08;CAÑETE;SUPERIOR;PENAL;PENAL;INCIDENTE-EXPEDIENTE;SGF;;13;12
01/01/2018 - 31/12/2018;11/01/2019;2018;09;CUSCO;PROVINCIAL;CIVIL;CIVIL;EXPEDIENTE;SIATF;;2648;2417
01/01/2018 - 31/12/2018;11/01/2019;2018;09;CUSCO;PROVINCIAL;FAMILIA;ACTOS CONTRA LA LIBERTAD SEXUAL;DENUNCIA;SIATF;;11;7
01/01/2018 - 31/12/2018;11/01/2019;2018;09;CUSCO;PROVINCIAL;FAMILIA;FAMILIA CIVIL;EXPEDIENTE;SIATF;;1154;1085
01/01/2018 - 31/12/2018;11/01/2019;2018;09;CUSCO;PROVINCIAL;FAMILIA;FAMILIA PENAL;DENUNCIA;SIATF;;1083;992
01/01/2018 - 31/12/2018;11/01/2019;2018;09;CUSCO;PROVINCIAL;FAMILIA;FAMILIA PENAL;EXPEDIENTE;SIATF;;519;479
01/01/2018 - 31/12/2018;11/01/2019;2018;09;CUSCO;PROVINCIAL;FAMILIA;FAMILIA TUTELAR;DENUNCIA;SIATF;;545;512
01/01/2018 - 31/12/2018;11/01/2019;2018;09;CUSCO;PROVINCIAL;FAMILIA;FAMILIA TUTELAR;EXPEDIENTE;SIATF;;327;309
01/01/2018 - 31/12/2018;11/01/2019;2018;09;CUSCO;PROVINCIAL;FAMILIA;VIOLENCIA FAMILIAR;DENUNCIA;SIATF;;173;161
01/01/2018 - 31/12/2018;11/01/2019;2018;09;CUSCO;PROVINCIAL;FAMILIA;VIOLENCIA FAMILIAR;EXPEDIENTE;SIATF;;14;11
01/01/2018 - 31/12/2018;11/01/2019;2018;09;CUSCO;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;01 ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS;718;612
01/01/2018 - 31/12/2018;11/01/2019;2018;09;CUSCO;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;10 ESPECIALIZADA EN MATERIA AMBIENTAL;277;215
01/01/2018 - 31/12/2018;11/01/2019;2018;09;CUSCO;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;12 ESPECIALIZADA EN DELITOS DE TRAFICOS ILICITO DE DROGAS;97;97
01/01/2018 - 31/12/2018;11/01/2019;2018;09;CUSCO;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;04 ESPECIALIZADA EN DELITOS DE TRATA DE PERSONAS;49;49
01/01/2018 - 31/12/2018;11/01/2019;2018;09;CUSCO;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;14 ESPECIALIZADA DE TURISMO;524;461
01/01/2018 - 31/12/2018;11/01/2019;2018;09;CUSCO;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;;43520;38308
01/01/2018 - 31/12/2018;11/01/2019;2018;09;CUSCO;PROVINCIAL;PENAL;PENAL;EXPEDIENTE;SGF;14 ESPECIALIZADA DE TURISMO;1;1
01/01/2018 - 31/12/2018;11/01/2019;2018;09;CUSCO;PROVINCIAL;PENAL;PENAL;EXPEDIENTE;SGF;;19;18
01/01/2018 - 31/12/2018;11/01/2019;2018;09;CUSCO;PROVINCIAL;PENAL;PENAL;INVESTIGACION PREVENTIVA;SGF;10 ESPECIALIZADA EN MATERIA AMBIENTAL;14;13
01/01/2018 - 31/12/2018;11/01/2019;2018;09;CUSCO;PROVINCIAL;PENAL;PENAL;INVESTIGACION PREVENTIVA;SGF;11 ESPECIALIZADA EN PREVENCION DEL DELITO;641;641
01/01/2018 - 31/12/2018;11/01/2019;2018;09;CUSCO;PROVINCIAL;PENAL;PENAL;INVESTIGACION PREVENTIVA;SGF;;705;644
01/01/2018 - 31/12/2018;11/01/2019;2018;09;CUSCO;SUPERIOR;CIVIL;CIVIL;EXPEDIENTE;SIATF;;2480;2475
01/01/2018 - 31/12/2018;11/01/2019;2018;09;CUSCO;SUPERIOR;FAMILIA;FAMILIA CIVIL;EXPEDIENTE;SIATF;;306;296
01/01/2018 - 31/12/2018;11/01/2019;2018;09;CUSCO;SUPERIOR;FAMILIA;FAMILIA PENAL;EXPEDIENTE;SIATF;;55;52
01/01/2018 - 31/12/2018;11/01/2019;2018;09;CUSCO;SUPERIOR;FAMILIA;FAMILIA TUTELAR;EXPEDIENTE;SIATF;;12;12
01/01/2018 - 31/12/2018;11/01/2019;2018;09;CUSCO;SUPERIOR;FAMILIA;VIOLENCIA FAMILIAR;EXPEDIENTE;SIATF;;287;280
01/01/2018 - 31/12/2018;11/01/2019;2018;09;CUSCO;SUPERIOR;PENAL;PENAL;APELACION DENUNCIA;SGF;;1240;1236
01/01/2018 - 31/12/2018;11/01/2019;2018;09;CUSCO;SUPERIOR;PENAL;PENAL;APELACION EXPEDIENTE;SGF;;272;231
01/01/2018 - 31/12/2018;11/01/2019;2018;09;CUSCO;SUPERIOR;PENAL;PENAL;CONSULTAS;SGF;;436;425
01/01/2018 - 31/12/2018;11/01/2019;2018;09;CUSCO;SUPERIOR;PENAL;PENAL;EXCLUSION FISCAL;SGF;;21;21
01/01/2018 - 31/12/2018;11/01/2019;2018;09;CUSCO;SUPERIOR;PENAL;PENAL;EXPEDIENTE;SGF;;108;106
01/01/2018 - 31/12/2018;11/01/2019;2018;09;CUSCO;SUPERIOR;PENAL;PENAL;INCIDENTE-EXPEDIENTE;SGF;;10;10
01/01/2018 - 31/12/2018;11/01/2019;2018;10;HUANCAVELICA;PROVINCIAL;CIVIL;CIVIL;EXPEDIENTE;SIATF;;470;458
01/01/2018 - 31/12/2018;11/01/2019;2018;10;HUANCAVELICA;PROVINCIAL;FAMILIA;FAMILIA CIVIL;EXPEDIENTE;SIATF;;193;193
01/01/2018 - 31/12/2018;11/01/2019;2018;10;HUANCAVELICA;PROVINCIAL;FAMILIA;FAMILIA PENAL;DENUNCIA;SIATF;;161;154
01/01/2018 - 31/12/2018;11/01/2019;2018;10;HUANCAVELICA;PROVINCIAL;FAMILIA;FAMILIA PENAL;EXPEDIENTE;SIATF;;88;87
01/01/2018 - 31/12/2018;11/01/2019;2018;10;HUANCAVELICA;PROVINCIAL;FAMILIA;FAMILIA TUTELAR;DENUNCIA;SIATF;;85;84
01/01/2018 - 31/12/2018;11/01/2019;2018;10;HUANCAVELICA;PROVINCIAL;FAMILIA;FAMILIA TUTELAR;EXPEDIENTE;SIATF;;67;66
01/01/2018 - 31/12/2018;11/01/2019;2018;10;HUANCAVELICA;PROVINCIAL;FAMILIA;VIOLENCIA FAMILIAR;EXPEDIENTE;SIATF;;3;3
01/01/2018 - 31/12/2018;11/01/2019;2018;10;HUANCAVELICA;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;01 ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS;262;260
01/01/2018 - 31/12/2018;11/01/2019;2018;10;HUANCAVELICA;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;02 ESPECIALIZADA CONTRA LA CRIMINALIDAD ORGANIZADA;23;23
01/01/2018 - 31/12/2018;11/01/2019;2018;10;HUANCAVELICA;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;10 ESPECIALIZADA EN MATERIA AMBIENTAL;60;60
01/01/2018 - 31/12/2018;11/01/2019;2018;10;HUANCAVELICA;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;11 ESPECIALIZADA EN PREVENCION DEL DELITO;3;3
01/01/2018 - 31/12/2018;11/01/2019;2018;10;HUANCAVELICA;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;17 PENAL SUPRAPROVINCIAL;8;3
01/01/2018 - 31/12/2018;11/01/2019;2018;10;HUANCAVELICA;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;;4563;4364
01/01/2018 - 31/12/2018;11/01/2019;2018;10;HUANCAVELICA;PROVINCIAL;PENAL;PENAL;EXPEDIENTE;SGF;11 ESPECIALIZADA EN PREVENCION DEL DELITO;1;
01/01/2018 - 31/12/2018;11/01/2019;2018;10;HUANCAVELICA;PROVINCIAL;PENAL;PENAL;EXPEDIENTE;SGF;;5;5
01/01/2018 - 31/12/2018;11/01/2019;2018;10;HUANCAVELICA;PROVINCIAL;PENAL;PENAL;INVESTIGACION PREVENTIVA;SGF;10 ESPECIALIZADA EN MATERIA AMBIENTAL;31;31
01/01/2018 - 31/12/2018;11/01/2019;2018;10;HUANCAVELICA;PROVINCIAL;PENAL;PENAL;INVESTIGACION PREVENTIVA;SGF;11 ESPECIALIZADA EN PREVENCION DEL DELITO;379;379
01/01/2018 - 31/12/2018;11/01/2019;2018;10;HUANCAVELICA;PROVINCIAL;PENAL;PENAL;INVESTIGACION PREVENTIVA;SGF;;42;38
01/01/2018 - 31/12/2018;11/01/2019;2018;10;HUANCAVELICA;SUPERIOR;CIVIL;CIVIL;EXPEDIENTE;SIATF;;384;380
01/01/2018 - 31/12/2018;11/01/2019;2018;10;HUANCAVELICA;SUPERIOR;FAMILIA;FAMILIA CIVIL;EXPEDIENTE;SIATF;;20;20
01/01/2018 - 31/12/2018;11/01/2019;2018;10;HUANCAVELICA;SUPERIOR;FAMILIA;FAMILIA PENAL;EXPEDIENTE;SIATF;;20;20
01/01/2018 - 31/12/2018;11/01/2019;2018;10;HUANCAVELICA;SUPERIOR;FAMILIA;FAMILIA TUTELAR;EXPEDIENTE;SIATF;;12;12
01/01/2018 - 31/12/2018;11/01/2019;2018;10;HUANCAVELICA;SUPERIOR;FAMILIA;VIOLENCIA FAMILIAR;EXPEDIENTE;SIATF;;4;3
01/01/2018 - 31/12/2018;11/01/2019;2018;10;HUANCAVELICA;SUPERIOR;PENAL;PENAL;APELACION DENUNCIA;SGF;01 ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS;39;39
01/01/2018 - 31/12/2018;11/01/2019;2018;10;HUANCAVELICA;SUPERIOR;PENAL;PENAL;APELACION DENUNCIA;SGF;;187;187
01/01/2018 - 31/12/2018;11/01/2019;2018;10;HUANCAVELICA;SUPERIOR;PENAL;PENAL;APELACION EXPEDIENTE;SGF;;41;41
01/01/2018 - 31/12/2018;11/01/2019;2018;10;HUANCAVELICA;SUPERIOR;PENAL;PENAL;CONSULTAS;SGF;01 ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS;6;6
01/01/2018 - 31/12/2018;11/01/2019;2018;10;HUANCAVELICA;SUPERIOR;PENAL;PENAL;CONSULTAS;SGF;;61;61
01/01/2018 - 31/12/2018;11/01/2019;2018;10;HUANCAVELICA;SUPERIOR;PENAL;PENAL;EXCLUSION FISCAL;SGF;01 ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS;2;2
01/01/2018 - 31/12/2018;11/01/2019;2018;10;HUANCAVELICA;SUPERIOR;PENAL;PENAL;EXCLUSION FISCAL;SGF;;1;1
01/01/2018 - 31/12/2018;11/01/2019;2018;10;HUANCAVELICA;SUPERIOR;PENAL;PENAL;EXPEDIENTE;SGF;;47;46
01/01/2018 - 31/12/2018;11/01/2019;2018;10;HUANCAVELICA;SUPERIOR;PENAL;PENAL;INCIDENTE-EXPEDIENTE;SGF;;9;9
01/01/2018 - 31/12/2018;11/01/2019;2018;11;HUANUCO;PROVINCIAL;CIVIL;CIVIL;EXPEDIENTE;SIATF;;1614;1439
01/01/2018 - 31/12/2018;11/01/2019;2018;11;HUANUCO;PROVINCIAL;FAMILIA;ACTOS CONTRA LA LIBERTAD SEXUAL;DENUNCIA;SIATF;;429;345
01/01/2018 - 31/12/2018;11/01/2019;2018;11;HUANUCO;PROVINCIAL;FAMILIA;FAMILIA CIVIL;EXPEDIENTE;SIATF;;488;459
01/01/2018 - 31/12/2018;11/01/2019;2018;11;HUANUCO;PROVINCIAL;FAMILIA;FAMILIA PENAL;DENUNCIA;SIATF;;552;465
01/01/2018 - 31/12/2018;11/01/2019;2018;11;HUANUCO;PROVINCIAL;FAMILIA;FAMILIA PENAL;EXPEDIENTE;SIATF;;257;249
01/01/2018 - 31/12/2018;11/01/2019;2018;11;HUANUCO;PROVINCIAL;FAMILIA;FAMILIA TUTELAR;DENUNCIA;SIATF;;499;416
01/01/2018 - 31/12/2018;11/01/2019;2018;11;HUANUCO;PROVINCIAL;FAMILIA;FAMILIA TUTELAR;EXPEDIENTE;SIATF;;99;91
01/01/2018 - 31/12/2018;11/01/2019;2018;11;HUANUCO;PROVINCIAL;FAMILIA;VIOLENCIA FAMILIAR;DENUNCIA;SIATF;;423;348
01/01/2018 - 31/12/2018;11/01/2019;2018;11;HUANUCO;PROVINCIAL;FAMILIA;VIOLENCIA FAMILIAR;EXPEDIENTE;SIATF;;1;1
01/01/2018 - 31/12/2018;11/01/2019;2018;11;HUANUCO;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;01 ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS;394;355
01/01/2018 - 31/12/2018;11/01/2019;2018;11;HUANUCO;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;10 ESPECIALIZADA EN MATERIA AMBIENTAL;163;163
01/01/2018 - 31/12/2018;11/01/2019;2018;11;HUANUCO;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;11 ESPECIALIZADA EN PREVENCION DEL DELITO;1;1
01/01/2018 - 31/12/2018;11/01/2019;2018;11;HUANUCO;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;12 ESPECIALIZADA EN DELITOS DE TRAFICOS ILICITO DE DROGAS;158;153
01/01/2018 - 31/12/2018;11/01/2019;2018;11;HUANUCO;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;;16198;15320
01/01/2018 - 31/12/2018;11/01/2019;2018;11;HUANUCO;PROVINCIAL;PENAL;PENAL;EXPEDIENTE;SGF;12 ESPECIALIZADA EN DELITOS DE TRAFICOS ILICITO DE DROGAS;1;1
01/01/2018 - 31/12/2018;11/01/2019;2018;11;HUANUCO;PROVINCIAL;PENAL;PENAL;EXPEDIENTE;SGF;;8;7
01/01/2018 - 31/12/2018;11/01/2019;2018;11;HUANUCO;PROVINCIAL;PENAL;PENAL;INVESTIGACION PREVENTIVA;SGF;10 ESPECIALIZADA EN MATERIA AMBIENTAL;65;65
01/01/2018 - 31/12/2018;11/01/2019;2018;11;HUANUCO;PROVINCIAL;PENAL;PENAL;INVESTIGACION PREVENTIVA;SGF;11 ESPECIALIZADA EN PREVENCION DEL DELITO;131;131
01/01/2018 - 31/12/2018;11/01/2019;2018;11;HUANUCO;PROVINCIAL;PENAL;PENAL;INVESTIGACION PREVENTIVA;SGF;;272;263
01/01/2018 - 31/12/2018;11/01/2019;2018;11;HUANUCO;SUPERIOR;CIVIL;CIVIL;EXPEDIENTE;SIATF;;987;940
01/01/2018 - 31/12/2018;11/01/2019;2018;11;HUANUCO;SUPERIOR;FAMILIA;FAMILIA CIVIL;EXPEDIENTE;SIATF;;72;63
01/01/2018 - 31/12/2018;11/01/2019;2018;11;HUANUCO;SUPERIOR;FAMILIA;FAMILIA PENAL;EXPEDIENTE;SIATF;;44;42
