"","0","Identificador","Nombre","Equipos","Saldo","Provincia","Distrito","Latitud","Longitud","Tipo","Giro","Clasificación","Trimestre1","Trimestre2","Trimestre3","Trimestre4"
"2097",2097,"947454462","E000000027595","U",2112,"LIMA","LOS OLIVOS",-11.980961,-77.066978,"MINORISTAS","BODEGA","C",147,174,243,255
"2098",2098,"947463137","E000000027624","U",5588,"LIMA","RIMAC",-12.0414856,-77.0153838,"MINORISTAS","BODEGA","C",801,700,484,317
"2099",2099,"947463923","E000000027628","U",66,"LIMA","VILLA MARIA DEL TRIUNFO",-12.1481,-76.9498,"MINORISTAS","FARMACIA","E",31,29,46,45
"2100",2100,"947467251","E000000027637","U",3564,"CAÑETE","IMPERIAL",-13.0264,-76.3839,"MINORISTAS","BODEGA","C",535,252,383,725
"2101",2101,"947467653","E000000027638","U",8448,"CAÑETE","MALA",-12.6556702,-76.6296005,"MINORISTAS","BODEGA","C",232,674,398,567
"2102",2102,"947472799","E000000027655","U",1870,"LIMA","CHORRILLOS",-12.1943047,-77.0105308,"MINORISTAS","BODEGA","C",73,74,68,72
"2103",2103,"947476147","E000000027660","U",8437,"LIMA","BREÑA",-12.056905,-77.053124,"MINORISTAS","BODEGA","C",513,355,236,448
"2104",2104,"947498456","E000000027736","U",1067,"LIMA","SAN MARTIN DE PORRES",-11.989684,-77.1056887,"MINORISTAS","BODEGA","C",106,45,102,59
"2105",2105,"947509272","E000000027779","V",2310,"CAÑETE","SAN VICENTE DE CAÑETE",-13.075,-76.3849,"PERSONAL","PERSONAL","C",153,241,162,172
"2106",2106,"947512001","E000000027792","U",4884,"LIMA","SAN JUAN DE LURIGANCHO",-11.9397,-77.0012,"MINORISTAS","BODEGA","C",482,506,721,749
"2107",2107,"947516950","E000000027810","U",2882,"CAÑETE","IMPERIAL",-13.0364,-76.3522,"MINORISTAS","BODEGA","C",202,247,260,167
"2108",2108,"947518614","E000000027812","U",550,"LIMA","PUEBLO LIBRE",-12.077866,-77.074999,"MINORISTAS","BODEGA","D",38,98,61,87
"2109",2109,"947519198","E000000027819","U",440,"LIMA","SAN JUAN DE LURIGANCHO",-11.9511958,-76.9951261,"MINORISTAS","BODEGA","D",90,87,54,54
"2110",2110,"947524002","E000000027835","U",3344,"LIMA","SAN JUAN DE LURIGANCHO",-12.0232,-77.0043,"MINORISTAS","BODEGA","C",449,857,670,826
"2111",2111,"947526889","E000000027843","U",3113,"LIMA","LURIGANCHO",-11.9765107,-76.9412652,"MINORISTAS","BODEGA","C",584,505,555,658
"2112",2112,"947527441","E000000027844","V",2816,"LIMA","SAN JUAN DE MIRAFLORES",-12.1710997,-76.9716482,"MINORISTAS","BODEGA","C",187,153,186,217
"2113",2113,"947528624","E000000027849","U",66,"CAÑETE","CHILCA",-12.4720602,-76.7467575,"MINORISTAS","BODEGA","E",53,48,21,29
"2114",2114,"947528975","E000000027851","U",1276,"BARRANCA","BARRANCA",-10.7514414,-77.7652469,"MINORISTAS","BODEGA","C",65,65,71,76
"2115",2115,"947530450","E000000027857","U",2706,"LIMA","SAN MARTIN DE PORRES",-11.9949935,-77.1106438,"MINORISTAS","BODEGA","C",159,223,139,136
"2116",2116,"947532907","E000000027864","U",869,"LIMA","SAN JUAN DE MIRAFLORES",-12.16307,-76.9674753,"MINORISTAS","BODEGA","D",82,60,54,58
"2117",2117,"947536316","E000000027875","U",638,"LIMA","PUENTE PIEDRA",-11.9275855,-77.0793658,"MINORISTAS","FERRETERIA","D",21,53,84,93
"2118",2118,"947539364","E000000027888","U",1463,"LIMA","SAN LUIS",-12.0753988,-77.0049172,"MINORISTAS","BODEGA","C",59,38,72,47
"2119",2119,"947542369","E000000027899","U",176,"LIMA","SAN MARTIN DE PORRES",-11.595804,-77.052067,"MINORISTAS","BODEGA","D",44,76,58,49
"2120",2120,"947542542","E000000027900","U",2717,"LIMA","CARABAYLLO",-11.8853945,-77.0355162,"MINORISTAS","BODEGA","C",172,224,237,142
"2121",2121,"947543473","E000000027904","U",5137,"LIMA","LURIGANCHO",-11.9260377,-76.6875657,"MINORISTAS","FARMACIA","C",294,805,757,672
"2122",2122,"947551829","E000000027930","V",4950,"LIMA","LOS OLIVOS",-11.969976,-77.079604,"MINORISTAS","BODEGA","C",350,592,542,248
"2123",2123,"947552768","E000000027935","U",44,"LIMA","VILLA MARIA DEL TRIUNFO",-12.148522,-76.9509113,"MINORISTAS","BODEGA","E",45,10,7,44
"2124",2124,"947562784","E000000027968","U",88,"LIMA","CARABAYLLO",-11.891304,-77.025418,"MINORISTAS","BOTICA","E",21,12,38,20
"2125",2125,"947574766","E000000027993","V",682,"LIMA","LURIGANCHO",-11.9366929,-76.7141531,"MINORISTAS","BODEGA","D",115,85,47,25
"2126",2126,"947588605","E000000028039","U",165,"LIMA","VILLA EL SALVADOR",-12.2031999,-76.9371261,"MINORISTAS","BODEGA","D",46,36,22,73
"2127",2127,"947588793","E000000028041","V",2145,"HUAURA","HUACHO",-11.066825,-77.603213,"MINORISTAS","BODEGA","C",165,253,184,122
"2128",2128,"947588914","E000000028043","V",1045,"LIMA","SAN LUIS",-12.0787206,-77.0054713,"MINORISTAS","BODEGA","C",125,54,118,66
"2129",2129,"947588931","E000000028045","U",88,"LIMA","SURQUILLO",-12.108865,-77.020135,"MINORISTAS","BAZAR","E",23,29,45,42
"2130",2130,"947590589","E000000028056","U",3476,"LIMA","LURIN",-12.2711791,-76.8734765,"MINORISTAS","BODEGA","C",465,490,821,503
"2131",2131,"947591005","E000000028061","U",737,"LIMA","JESUS MARIA",-12.08025,-77.040364,"MINORISTAS","LIBRERIA BAZAR","D",113,67,104,65
"2132",2132,"947591488","E000000028063","U",5797,"LIMA","SAN BARTOLO",-12.387376,-76.773475,"MINORISTAS","BODEGA","C",577,316,599,570
"2133",2133,"947591913","E000000028066","U",1508.76,"LIMA","ATE",-12.0005311,-76.8384732,"MINORISTAS","FARMACIA","C",91,82,67,38
"2134",2134,"947595905","E000000028091","U",1276,"LIMA","VILLA EL SALVADOR",-12.0331972,-77.0691263,"MINORISTAS","BODEGA","C",82,93,77,72
"2135",2135,"947600309","E000000028108","U",1584,"LIMA","INDEPENDENCIA",-11.9781438,-77.0388797,"MINORISTAS","BODEGA","C",90,74,70,114
"2136",2136,"947601797","E000000028112","U",792,"LIMA","SANTA ANITA",-12.041232,-76.9467713,"MINORISTAS","BODEGA","D",72,60,98,76
"2137",2137,"947603713","E000000028122","U",5292.32,"LIMA","SAN MARTIN DE PORRES",-35.2354546,-71.2191467,"MINORISTAS","BODEGA","C",511,397,430,353
"2138",2138,"947607025","E000000028136","U",473,"LIMA","LINCE",-12.083003,-77.031708,"MINORISTAS","LIBRERIA","D",57,50,27,82
"2139",2139,"947618620","E000000028171","V",13794,"LIMA","MIRAFLORES",-12.11386,-77.046494,"MINORISTAS","BODEGA","B",66,604,336,597
"2140",2140,"947622089","E000000028187","U",924,"LIMA","RIMAC",-12.0338929,-77.0383921,"MINORISTAS","BODEGA","D",118,99,25,97
"2141",2141,"947625492","E000000028200","U",3355,"LIMA","COMAS",-11.9295717,-77.0441319,"MINORISTAS","BODEGA","C",451,610,754,191
"2142",2142,"947625806","E000000028201","U",7535,"LIMA","SAN JUAN DE LURIGANCHO",-12.0043,-77.0122,"MINORISTAS","BODEGA","C",570,658,596,678
"2143",2143,"947635262","E000000028232","U",693,"HUAURA","HUACHO",-11.10854,-77.605135,"MINORISTAS","BODEGA","D",119,90,91,62
"2144",2144,"947635289","E000000028233","U",88,"LIMA","PUENTE PIEDRA",-11.924,-77.0817,"MINORISTAS","BODEGA","E",21,36,55,22
"2145",2145,"947636137","E000000028236","U",2486,"LIMA","SAN JUAN DE MIRAFLORES",-12.1430526,-76.9749831,"MINORISTAS","BODEGA","C",192,147,121,223
"2146",2146,"947639811","E000000028248","V",1881,"YAUYOS","TANTA",-12.0611496,-75.2023315,"MINORISTAS","BODEGA","C",44,86,67,43
"2147",2147,"947640152","E000000028252","V",9317,"LIMA","SAN LUIS",-12.074574,-76.999152,"MINORISTAS","BODEGA","C",691,747,372,584
"2148",2148,"947643346","E000000028263","U",2607,"LIMA","BREÑA",-12.064495,-77.048954,"PERSONAL","PERSONAL","C",157,248,177,103
"2149",2149,"947644483","E000000028265","U",1650,"LIMA","SAN MARTIN DE PORRES",-12.0246,-77.091226,"MINORISTAS","BODEGA","C",138,78,66,83
"2150",2150,"947646002","E000000028269","V",2101,"LIMA","SAN JUAN DE LURIGANCHO",-12.0166,-76.9976,"MINORISTAS","BODEGA","C",167,230,172,248
"2151",2151,"947647698","E000000028276","U",1210,"LIMA","CHORRILLOS",-12.1996883,-77.0289665,"MINORISTAS","BODEGA","C",44,119,78,121
"2152",2152,"947651776","E000000028298","U",3388,"LIMA","PUENTE PIEDRA",-11.8606573,-77.074051,"MINORISTAS","BODEGA","C",325,493,381,804
"2153",2153,"947653184","E000000028302","U",4147,"HUAURA","HUACHO",-11.108431,-77.6090052,"MINORISTAS","CENTRO COMERCIAL","C",772,205,503,599
"2154",2154,"947655787","E000000028308","V",2937,"LIMA","SAN JUAN DE MIRAFLORES",-12.1596158,-76.9660714,"MINORISTAS","BODEGA","C",212,221,205,205
"2155",2155,"947664361","E000000028375","U",11,"LIMA","CARABAYLLO",-11.893325,-77.038905,"MINORISTAS","BODEGA","E",6,5,14,24
"2156",2156,"947664694","E000000028376","U",3069,"HUAURA","VEGUETA",-10.930879,-77.652887,"MINORISTAS","CABINA DE INTERNET","C",202,514,787,503
"2157",2157,"947666036","E000000028384","U",682,"LIMA","SAN MARTIN DE PORRES",-12.01357,-77.07814,"MINORISTAS","BODEGA","D",108,57,55,47
"2158",2158,"947667279","E000000028393","V",1100,"LIMA","LIMA",-12.041,-77.0668,"MINORISTAS","BODEGA","C",101,55,109,64
"2159",2159,"947670617","E000000028402","U",2981,"LIMA","INDEPENDENCIA",-11.9692734,-77.0415846,"AUTOSERVICIO","MINI MERCADO","C",173,810,382,307
"2160",2160,"947671590","E000000028407","U",220,"LIMA","VILLA MARIA DEL TRIUNFO",-12.1759985,-76.9481927,"MINORISTAS","BODEGA","D",68,63,40,64
"2161",2161,"947674675","E000000028415","U",429,"LIMA","LIMA",-12.0432,-77.0479,"MINORISTAS","BODEGA","D",86,66,77,43
"2162",2162,"947679480","E000000028427","U",2376,"LIMA","LURIN",-12.296862,-76.850659,"MINORISTAS","BOTICA","C",117,130,114,109
"2163",2163,"947682808","E000000028437","U",418,"LIMA","LA MOLINA",-12.0763,-76.9529,"MINORISTAS","BODEGA","D",75,56,56,40
"2164",2164,"947689279","E000000028461","U",286,"LIMA","LIMA",-12.0339245,-77.010908,"MINORISTAS","BODEGA","D",61,105,72,85
"2165",2165,"947690886","E000000028471","V",14795,"LIMA","LA VICTORIA",-12.0689,-77.0313,"MINORISTAS","AMBULANTE","B",399,329,419,638
"2166",2166,"947691131","E000000028473","U",1177,"LIMA","ATE",-12.026197,-76.9831261,"MINORISTAS","BODEGA","C",50,79,62,104
"2167",2167,"947698531","E000000028503","V",2508,"LIMA","LURIN",-12.1551992,-77.0151262,"MINORISTAS","BODEGA","C",157,210,88,44
"2168",2168,"947800871","E000000028518","U",4169,"LIMA","SANTA ANITA",-12.044132,-76.9790413,"MINORISTAS","BODEGA","C",436,381,497,677
"2169",2169,"947803827","E000000028526","V",1947,"LIMA","CHORRILLOS",-12.2392005,-76.909126,"MINORISTAS","BODEGA","C",243,133,165,198
"2170",2170,"947804211","E000000028528","V",1562,"LIMA","VILLA MARIA DEL TRIUNFO",-12.1440028,-76.9517239,"MINORISTAS","BODEGA","C",127,70,121,63
"2171",2171,"947806192","E000000028533","U",1265,"LIMA","SAN JUAN DE LURIGANCHO",-12.033,-77.0169983,"MINORISTAS","BODEGA","C",62,74,47,61
"2172",2172,"947809083","E000000028545","U",110,"LIMA","ATE",-12.068419,-76.982926,"MINORISTAS","BODEGA","D",26,23,41,34
"2173",2173,"947814353","E000000028560","U",1023,"LIMA","SAN MARTIN DE PORRES",-11.9555,-77.0887,"MINORISTAS","BODEGA","C",62,79,68,94
"2174",2174,"947815008","E000000028564","V",2607,"LIMA","ATE",-12.0166205,-76.8151977,"MINORISTAS","BODEGA","C",139,202,99,292
"2175",2175,"947818019","E000000028579","V",3971,"LIMA","COMAS",-11.9132539,-77.0023662,"MINORISTAS","BODEGA","C",290,794,305,313
"2176",2176,"947818024","E000000028580","U",8811,"LIMA","COMAS",-11.9400231,-77.0508875,"MINORISTAS","BODEGA","C",480,579,116,391
"2177",2177,"947818871","E000000028584","U",2640,"LIMA","SAN MIGUEL",-12.0625,-77.0803,"MINORISTAS","FARMACIA","C",209,185,248,131
"2178",2178,"947819136","E000000028587","U",1441,"LIMA","PUENTE PIEDRA",-11.9206183,-77.0871184,"MINORISTAS","BODEGA","C",50,57,75,68
"2179",2179,"947819523","E000000028590","U",88,"LIMA","ATE",-12.0407719,-76.904487,"MINORISTAS","BODEGA","E",35,17,34,26
"2180",2180,"947824263","E000000028616","U",880,"LIMA","COMAS",-11.9274702,-77.0392685,"MINORISTAS","BODEGA","D",90,80,67,47
"2181",2181,"947824775","E000000028619","U",19855,"YAUYOS","YAUYOS",-12.4592304,-75.9208221,"MINORISTAS","BODEGA","B",796,561,705,704
"2182",2182,"947828021","E000000028628","U",792,"LIMA","SAN MARTIN DE PORRES",-11.9888216,-77.0990708,"MINORISTAS","BODEGA","D",106,83,114,41
"2183",2183,"947828306","E000000028630","U",2024,"LIMA","SAN JUAN DE LURIGANCHO",-11.9786,-77.0037,"MINORISTAS","AMBULANTE","C",238,153,120,147
"2184",2184,"947828308","E000000028631","V",2277,"LIMA","SAN MIGUEL",-16.4990807,-68.1336975,"MINORISTAS","FARMACIA","C",99,92,53,194
"2185",2185,"947835272","E000000028660","U",396,"LIMA","SAN JUAN DE MIRAFLORES",-12.157602,-76.9733013,"MINORISTAS","BAZAR","D",69,54,67,62
"2186",2186,"947840987","E000000028693","U",2387,"BARRANCA","BARRANCA",-10.750957,-77.768417,"MINORISTAS","BODEGA","C",170,257,71,221
"2187",2187,"947849055","E000000028735","U",880,"LIMA","PACHACAMAC",-12.2235,-76.8912,"MINORISTAS","AMBULANTE","D",123,37,85,96
"2188",2188,"947849402","E000000028736","U",1782,"LIMA","VILLA EL SALVADOR",-12.190219,-76.95728,"MINORISTAS","BODEGA","C",96,48,21,50
"2189",2189,"947850457","E000000028740","U",968,"LIMA","ATE",-12.2519272,-76.8980651,"MINORISTAS","BODEGA","D",35,102,80,121
"2190",2190,"947855281","E000000028759","U",2596,"LIMA","SANTA ANITA",-12.049,-76.9738,"MINORISTAS","BODEGA","C",81,178,134,139
"2191",2191,"947855540","E000000028763","V",2035,"LIMA","VILLA EL SALVADOR",-12.21521,-76.9421692,"MINORISTAS","BODEGA","C",135,220,225,280
"2192",2192,"947855576","E000000028764","U",3377,"LIMA","SANTA ANITA",-12.0301971,-76.9601261,"MINORISTAS","BOTICA","C",543,457,381,415
"2193",2193,"947855961","E000000028767","V",1287,"CAÑETE","MALA",-12.6592,-76.6298,"MINORISTAS","BODEGA","C",105,64,29,111
"2194",2194,"947857148","E000000028774","U",7381,"LIMA","SAN JUAN DE LURIGANCHO",-12.0322,-76.95,"MINORISTAS","BODEGA","C",477,422,767,516
"2195",2195,"947859111","E000000028780","U",891,"LIMA","LIMA",-12.0593783,-77.0766224,"MINORISTAS","AMBULANTE","D",106,35,29,87
"2196",2196,"947861210","E000000028785","V",1012,"LIMA","SAN JUAN DE LURIGANCHO",-12.033,-77.0169983,"MINORISTAS","BODEGA","C",97,48,59,88
"2197",2197,"947863258","E000000028793","U",154,"LIMA","EL AGUSTINO",-12.0301528,-76.9992604,"MINORISTAS","BODEGA","D",76,82,63,76
"2198",2198,"947864014","E000000028796","U",1199,"LIMA","LA VICTORIA",-12.0638067,-77.0290312,"MINORISTAS","BODEGA","C",100,64,95,110
"2199",2199,"947873847","E000000028829","U",1991,"LIMA","VILLA MARIA DEL TRIUNFO",-12.1381989,-76.9421261,"MINORISTAS","BODEGA","C",156,191,216,176
"2200",2200,"947875858","E000000028834","U",3691.6,"LIMA","ATE",-12.0034285,-76.8396401,"MINORISTAS","BODEGA","C",691,621,730,552
"2201",2201,"947881827","E000000028862","U",1562,"LIMA","SAN JUAN DE LURIGANCHO",-12.024197,-76.9891261,"MINORISTAS","AMBULANTE","C",57,112,56,72
"2202",2202,"947884515","E000000028873","U",902,"LIMA","ANCON",-11.746,-77.1614,"MINORISTAS","BODEGA","D",103,31,114,109
"2203",2203,"947893944","E000000028910","U",275,"LIMA","ATE",-12.070203,-76.9785533,"MINORISTAS","BOTICA","D",58,74,52,41
"2204",2204,"947899017","E000000028933","U",880,"LIMA","PUENTE PIEDRA",-11.8381901,-77.0984268,"MINORISTAS","BODEGA","D",100,67,75,54
"2205",2205,"947903242","E000000028951","U",4004,"LIMA","SANTA ANITA",-12.0561304,-77.0267868,"MINORISTAS","AMBULANTE","C",861,385,616,683
"2206",2206,"947903683","E000000028952","U",2673,"LIMA","SAN JUAN DE LURIGANCHO",-12.0356,-76.9592,"MINORISTAS","BODEGA","C",285,170,171,146
"2207",2207,"947922621","E000000029045","U",451,"LIMA","SURQUILLO",-12.1249392,-77.0042875,"MINORISTAS","SPA","D",78,52,75,26
"2208",2208,"947944922","E000000029134","U",1023,"LIMA","LA VICTORIA",-12.069074,-77.010988,"MINORISTAS","AMBULANTE","C",58,81,69,27
"2209",2209,"947946612","E000000029141","U",887.92,"LIMA","PUENTE PIEDRA",-11.848369,-77.093783,"MINORISTAS","BODEGA","D",95,84,41,84
"2210",2210,"947950172","E000000029158","U",2772,"LIMA","PUCUSANA",-12.473,-76.7503,"MINORISTAS","BODEGA","C",208,237,99,233
"2211",2211,"947954639","E000000029176","U",671,"HUARAL","CHANCAY",-11.5707598,-77.2689209,"MINORISTAS","BODEGA","D",89,60,76,71
"2212",2212,"947955170","E000000029180","U",1078,"LIMA","PUENTE PIEDRA",-11.8266059,-77.119229,"MINORISTAS","BODEGA","C",67,114,29,52
"2213",2213,"947961684","E000000029203","U",2585,"LIMA","SAN MARTIN DE PORRES",-12.0033,-77.0836,"MINORISTAS","BODEGA","C",242,134,135,180
"2214",2214,"947965222","E000000029215","U",242,"LIMA","VILLA EL SALVADOR",-12.215975,-76.952423,"MINORISTAS","BODEGA","D",60,73,83,63
"2215",2215,"947965600","E000000029220","U",1144,"BARRANCA","BARRANCA",-10.756792,-77.7648241,"MINORISTAS","BODEGA","C",43,120,44,112
"2216",2216,"947966335","E000000029224","U",176,"LIMA","VILLA EL SALVADOR",-12.068322,-76.9376213,"MINORISTAS","BODEGA","D",68,104,74,34
"2217",2217,"947969305","E000000029240","U",2035,"LIMA","LIMA",-12.108302,-76.999552,"MINORISTAS","CONSUMO FINAL","C",209,159,181,253
"2218",2218,"947975243","E000000029262","U",1221,"LIMA","SAN MARTIN DE PORRES",-11.9895648,-77.0980214,"MINORISTAS","BODEGA","C",110,78,44,50
"2219",2219,"947977332","E000000029271","U",4697,"LIMA","LURIGANCHO",-11.9700801,-76.8971714,"MINORISTAS","BODEGA","C",598,651,927,510
"2220",2220,"947979468","E000000029284","U",396,"LIMA","LURIGANCHO",-11.9431957,-76.6981257,"MINORISTAS","BODEGA","D",83,70,44,27
"2221",2221,"947980931","E000000029290","V",2960.1,"LIMA","CARABAYLLO",-11.9805586,-77.0586084,"MINORISTAS","BODEGA","C",481,574,561,495
"2222",2222,"947984167","E000000029305","U",836,"LIMA","SAN JUAN DE LURIGANCHO",-11.9681,-76.9844,"MINORISTAS","FARMACIA","D",86,29,114,59
"2223",2223,"947984647","E000000029306","U",220,"LIMA","SAN JUAN DE MIRAFLORES",-12.1598827,-76.9595458,"MINORISTAS","BODEGA","D",71,58,77,29
"2224",2224,"947998335","E000000029364","U",18458,"LIMA","COMAS",-11.9659647,-77.0669294,"MINORISTAS","BODEGA","B",652,807,459,707
"2225",2225,"948009071","E000000029399","U",2233,"LIMA","SAN MARTIN DE PORRES",-12.0103197,-77.0853882,"MINORISTAS","BODEGA","C",112,189,267,218
"2226",2226,"948012044","E000000029410","U",1793,"LIMA","JESUS MARIA",-12.08504,-77.05682,"MINORISTAS","BODEGA","C",87,57,42,70
"2227",2227,"948015480","E000000029425","U",803,"LIMA","EL AGUSTINO",-12.05443,-77.006771,"MINORISTAS","BODEGA","D",120,76,89,85
"2228",2228,"948019104","E000000029439","U",6688,"LIMA","PUEBLO LIBRE",-12.080212,-77.058641,"MINORISTAS","FARMACIA","C",614,616,648,696
"2229",2229,"948021181","E000000029448","U",88,"LIMA","VILLA EL SALVADOR",-12.2073938,-76.9393008,"MINORISTAS","BODEGA","E",29,41,35,46
"2230",2230,"948021659","E000000029453","U",3608,"LIMA","CHORRILLOS",-12.1738587,-76.9926991,"MINORISTAS","BODEGA","C",168,737,570,564
"2231",2231,"948025019","E000000029465","U",1111,"LIMA","PUENTE PIEDRA",-11.8810082,-77.0633198,"MINORISTAS","BODEGA","C",66,56,47,34
"2232",2232,"948029966","E000000029483","U",3405.6,"LIMA","VILLA EL SALVADOR",-12.198214,-76.95225,"MINORISTAS","BODEGA","C",802,686,672,798
"2233",2233,"948031499","E000000029514","U",471.46,"CAÑETE","SAN LUIS",-13.0823,-76.3864,"MINORISTAS","BODEGA","D",96,78,67,46
"2234",2234,"948034154","E000000029547","U",660,"LIMA","VILLA EL SALVADOR",-12.21521,-76.9421692,"MINORISTAS","BODEGA","D",102,33,42,57
"2235",2235,"948038823","E000000029581","U",1683,"LIMA","ATE",-12.0737561,-76.9820966,"MINORISTAS","BODEGA","C",110,64,49,91
"2236",2236,"948112673","E000000029687","U",3377,"LIMA","LURIGANCHO",-12.009916,-76.897867,"MINORISTAS","BODEGA","C",376,283,641,336
"2237",2237,"948117192","E000000029708","U",3146,"LIMA","SAN JUAN DE MIRAFLORES",-12.136605,-76.95963,"MINORISTAS","BAZAR","C",635,527,568,184
"2238",2238,"948120411","E000000029727","U",4860.24,"LIMA","VILLA EL SALVADOR",-12.215171,-76.926865,"MINORISTAS","BODEGA","C",640,194,550,258
"2239",2239,"948120480","E000000029729","U",440,"LIMA","VILLA EL SALVADOR",-12.215223,-76.93899,"MINORISTAS","BODEGA","D",60,82,62,69
"2240",2240,"948122937","E000000029741","U",880,"LIMA","COMAS",-11.9686853,-77.0579027,"MINORISTAS","PANADERIA","D",66,46,33,119
"2241",2241,"948127688","E000000029765","U",10186,"LIMA","ATE",-12.0271,-76.9336,"MINORISTAS","BODEGA","B",507,695,505,467
"2242",2242,"948129554","E000000029774","U",6094,"LIMA","SAN MARTIN DE PORRES",-11.9823386,-77.0940149,"MINORISTAS","BODEGA","C",552,757,464,607
"2243",2243,"948130419","E000000029778","U",572,"LIMA","SAN MARTIN DE PORRES",-11.9921501,-77.1020126,"MINORISTAS","FARMACIA","D",43,46,75,52
"2244",2244,"948137408","E000000029808","U",12815,"LIMA","PUCUSANA",-12.6552,-76.6353,"MINORISTAS","BODEGA","B",757,821,654,625
"2245",2245,"948141112","E000000029819","U",3949,"HUAURA","CALETA DE CARQUIN",-11.0933776,-77.6283714,"MINORISTAS","BODEGA","C",484,209,735,417
"2246",2246,"948144506","E000000029834","U",3487,"LIMA","SANTA ANITA",-12.0307,-76.9547,"MINORISTAS","BODEGA","C",354,518,778,484
"2247",2247,"948145269","E000000029837","U",1694,"LIMA","ATE",-12.0381804,-76.8931808,"MINORISTAS","BODEGA","C",79,79,47,46
"2248",2248,"948147570","E000000029846","V",264,"LIMA","SAN JUAN DE LURIGANCHO",-12.0039501,-77.0069504,"MINORISTAS","BODEGA","D",62,48,68,64
"2249",2249,"948150811","E000000029874","U",24541,"LIMA","SAN JUAN DE LURIGANCHO",-12.0075,-77.0152,"PERSONAL","PERSONAL","B",571,542,486,605
"2250",2250,"948151670","E000000029881","V",4906,"LIMA","SAN JUAN DE LURIGANCHO",-12.0192,-76.962,"MINORISTAS","FARMACIA","C",765,519,366,619
"2251",2251,"948156318","E000000029894","U",1397,"LIMA","SAN MARTIN DE PORRES",-12.0103197,-77.0853882,"MINORISTAS","FARMACIA","C",89,69,101,65
"2252",2252,"948157649","E000000029901","U",1793,"HUAURA","HUAURA",-11.106075,-77.614267,"MINORISTAS","BODEGA","C",80,73,89,83
"2253",2253,"948162537","E000000029918","U",1188,"LIMA","COMAS",-11.9686853,-77.0579027,"MINORISTAS","PANADERIA","C",80,81,70,54
"2254",2254,"948164464","E000000029928","U",2728,"LIMA","SAN JUAN DE MIRAFLORES",-12.1667,-76.9752,"MINORISTAS","BODEGA","C",169,194,134,220
"2255",2255,"948171296","E000000029965","U",8250,"LIMA","LIMA",-12.0496764,-77.0354219,"PERSONAL","PERSONAL","C",658,671,446,486
"2256",2256,"948172660","E000000029972","U",1221,"BARRANCA","PARAMONGA",-10.6772285,-77.8176442,"MINORISTAS","BODEGA","C",81,123,41,67
"2257",2257,"948174587","E000000029983","U",2965.6,"LIMA","LIMA",-12.0488341,-77.0403417,"MINORISTAS","BODEGA","C",410,897,777,590
"2258",2258,"948176339","E000000029993","U",2145,"LIMA","COMAS",-11.9556481,-77.0413753,"MINORISTAS","FARMACIA","C",196,154,291,132
"2259",2259,"948176667","E000000029994","U",8239,"LIMA","SAN MARTIN DE PORRES",-11.961,-77.1006,"MINORISTAS","BODEGA","C",445,710,726,501
"2260",2260,"948179450","E000000030000","U",638,"LIMA","COMAS",-11.9203,-77.0547,"MINORISTAS","PANADERIA","D",73,67,85,46
"2261",2261,"948181037","E000000030010","U",11660,"LIMA","CARABAYLLO",-11.8401326,-77.1048142,"MINORISTAS","BODEGA","B",538,450,651,518
"2262",2262,"948181650","E000000030013","U",44,"LIMA","ANCON",-11.821,-77.1384,"MINORISTAS","BODEGA","E",45,23,26,31
"2263",2263,"948182098","E000000030017","U",220,"LIMA","SANTIAGO DE SURCO",-12.1294215,-76.9833593,"MINORISTAS","BODEGA","D",48,42,40,68
"2264",2264,"948182110","E000000030018","V",55,"LIMA","SAN JUAN DE MIRAFLORES",-12.1331779,-76.9645925,"MINORISTAS","BODEGA","E",40,25,26,27
"2265",2265,"948184641","E000000030029","U",451,"LIMA","LOS OLIVOS",-11.9859,-77.0751,"MINORISTAS","FARMACIA","D",84,64,39,54
"2266",2266,"948190396","E000000030056","U",627,"LIMA","VILLA EL SALVADOR",-12.21521,-76.9421692,"MINORISTAS","BODEGA","D",82,81,70,33
"2267",2267,"948191551","E000000030060","U",2486,"LIMA","PACHACAMAC",-12.0945432,-76.8845089,"MINORISTAS","BODEGA","C",165,187,173,168
"2268",2268,"948198136","E000000030084","U",22,"LIMA","VILLA MARIA DEL TRIUNFO",-12.14726,-76.94114,"MINORISTAS","BODEGA","E",13,16,23,21
"2269",2269,"948198513","E000000030087","U",1034,"LIMA","LIMA",-12.055803,-77.021418,"MINORISTAS","CENTRO COMERCIAL","C",83,83,58,41
"2270",2270,"948198638","E000000030090","U",462,"LIMA","LIMA",-12.0583448,-77.0409185,"MINORISTAS","CONSUMO FINAL","D",35,56,53,28
"2271",2271,"948198680","E000000030091","U",1408,"LIMA","SAN BORJA",-12.1084026,-76.9923031,"MINORISTAS","BODEGA","C",105,54,125,74
"2272",2272,"948198697","E000000030092","U",1639,"LIMA","MIRAFLORES",-12.1326707,-77.0283362,"MINORISTAS","KIOSKO","C",112,65,75,93
"2273",2273,"948198927","E000000030093","U",865.48,"LIMA","LA VICTORIA",-12.066862,-77.014499,"MINORISTAS","AMBULANTE","D",117,89,64,106
"2274",2274,"948199704","E000000030096","U",440,"LIMA","VILLA MARIA DEL TRIUNFO",-12.146199,-76.9491261,"MINORISTAS","BODEGA","D",55,40,15,18
