Identificador,Nombre,Equipos,Saldo,Provincia,Distrito,Latitud,Longitud,Tipo,Giro,Clasificación,Trimestre1,Trimestre2,Trimestre3,Trimestre4
938482990,E000000008810,U,1991,LIMA,CIENEGUILLA,-12.110885,-76.8229733,MINORISTAS,LIBRERIA,C,152,145,283,298
938483271,E000000008811,V,1408,LIMA,LA VICTORIA,-12.0611,-77.0152,MINORISTAS,AMBULANTE,C,66,63,62,93
938484377,E000000008815,U,3938,LIMA,ATE,-12.0292081,-76.9618008,MINORISTAS,BODEGA,C,597,587,590,746
938484862,E000000008818,U,2772,CAÑETE,CHILCA,-12.5166103,-76.72959,MINORISTAS,BODEGA,C,234,141,229,170
938484946,E000000008820,U,913,LIMA,CIENEGUILLA,-12.0863,-76.866,MINORISTAS,BODEGA,D,77,87,97,61
938494811,E000000008864,U,1151.92,LIMA,SAN JUAN DE LURIGANCHO,-12.0351,-76.9626,MINORISTAS,LIBRERIA,C,88,83,52,53
938507734,E000000008911,V,5654,LIMA,ATE,-12.0135291,-76.874947,MINORISTAS,BODEGA,C,330,263,298,561
938508529,E000000008913,V,1430,LIMA,PACHACAMAC,-12.2378,-76.8608,MINORISTAS,BODEGA,C,62,71,28,80
938511781,E000000008923,U,44,LIMA,VILLA EL SALVADOR,-12.2295803,-76.9236618,MINORISTAS,BODEGA,E,18,22,42,31
938520571,E000000008944,U,44,LIMA,SAN JUAN DE MIRAFLORES,-12.148703,-76.967468,MINORISTAS,BODEGA,E,29,35,8,41
938521659,E000000008947,V,1859,LIMA,LURIN,-12.2973582,-76.8506359,MINORISTAS,BODEGA,C,79,103,148,85
938525604,E000000008956,U,1309,LIMA,LURIGANCHO,-11.9701961,-76.7631258,MINORISTAS,BODEGA,C,66,51,72,106
938526578,E000000008962,U,462,LIMA,SAN JUAN DE MIRAFLORES,-12.1577605,-76.9732504,MINORISTAS,LICORERIA,D,79,67,35,36
938532604,E000000008980,U,1166,LIMA,SAN MARTIN DE PORRES,-12.0144555,-77.0780789,MINORISTAS,BODEGA,C,68,66,123,116
938532782,E000000008983,U,4158,LIMA,SAN MARTIN DE PORRES,-12.0371265,-77.0461927,MINORISTAS,BAZAR,C,623,358,704,523
938534468,E000000008995,V,1287,LIMA,CARABAYLLO,-11.87709,-77.007824,MINORISTAS,BODEGA,C,132,122,51,49
938535359,E000000009000,U,12595,LIMA,VILLA MARIA DEL TRIUNFO,-12.163253,-76.946279,MINORISTAS,BODEGA,B,615,593,366,474
938536620,E000000009006,U,3531,LIMA,CHORRILLOS,-12.198041,-76.974348,MINORISTAS,BODEGA,C,202,602,513,480
938536804,E000000009010,U,1331,LIMA,CHORRILLOS,-12.1944476,-77.0209428,MINORISTAS,BODEGA,C,63,89,119,100
938536806,E000000009012,U,550,LIMA,CHORRILLOS,-12.1943518,-77.0208379,MINORISTAS,BODEGA,D,59,14,83,57
938536828,E000000009014,U,858,LIMA,VILLA MARIA DEL TRIUNFO,-12.1721806,-76.9324406,MINORISTAS,BODEGA,D,56,98,100,54
938539238,E000000009021,V,308,LIMA,SAN MIGUEL,-12.0704,-77.0906,MINORISTAS,BODEGA,D,94,90,35,44
938539444,E000000009026,U,44,LIMA,CHORRILLOS,-12.1903,-76.9745,MINORISTAS,BODEGA,E,30,19,30,40
938552211,E000000009067,U,1298,LIMA,SAN JUAN DE LURIGANCHO,-11.9570503,-76.7339325,MINORISTAS,BAZAR,C,47,81,86,73
938554635,E000000009080,U,795.3,LIMA,LURIN,-12.235878,-76.909432,MINORISTAS,BOTICA,D,71,50,51,90
938572534,E000000009141,U,550,LIMA,VILLA MARIA DEL TRIUNFO,-12.161645,-76.953376,MINORISTAS,BODEGA,D,88,45,51,29
938573727,E000000009145,U,1430,LIMA,SANTIAGO DE SURCO,-12.128498,-76.997973,MINORISTAS,AMBULANTE,C,59,83,97,70
938574769,E000000009149,U,3839,LIMA,BREÑA,-12.053871,-77.056272,MINORISTAS,AMBULANTE,C,608,451,335,715
938574921,E000000009150,U,2629,LIMA,LA VICTORIA,-12.0623459,-77.0134139,MINORISTAS,AMBULANTE,C,203,167,186,103
938575067,E000000009152,U,550,LIMA,BARRANCO,-12.1438199,-77.0157413,MINORISTAS,BODEGA,D,25,15,94,73
938576835,E000000009157,V,22,LIMA,SAN JUAN DE MIRAFLORES,-12.1624899,-76.9705734,MINORISTAS,BODEGA,E,32,24,29,7
938577577,E000000009160,U,869,LIMA,LURIGANCHO,-11.9378047,-76.7147691,MINORISTAS,BODEGA,D,131,54,64,26
938581169,E000000009170,U,770,LIMA,LURIGANCHO,-11.9781963,-76.926126,MINORISTAS,BODEGA,D,52,115,52,25
938581406,E000000009171,U,3806,LIMA,SANTA ANITA,-12.0315,-76.9538,MINORISTAS,BODEGA,C,508,643,456,719
938595360,E000000009216,U,99,LIMA,LINCE,-12.0836198,-77.0361513,MINORISTAS,BODEGA,E,25,44,34,8
938597041,E000000009222,U,814,CAÑETE,IMPERIAL,-13.0567,-76.3562,MINORISTAS,BODEGA,D,81,77,40,62
938599455,E000000009232,U,132,LIMA,SAN MARTIN DE PORRES,-11.9790921,-77.1000302,MINORISTAS,BODEGA,D,33,33,28,26
938600759,E000000009235,U,352,LIMA,INDEPENDENCIA,-11.9701961,-77.0391262,MINORISTAS,BODEGA,D,55,67,60,81
938626194,E000000009314,U,6589,CAÑETE,SAN VICENTE DE CAÑETE,-13.0751,-76.3847,PERSONAL,PERSONAL,C,431,670,396,460
938626915,E000000009318,U,946,LIMA,LOS OLIVOS,-11.9599,-77.0764,MINORISTAS,LIBRERIA,D,98,34,104,78
938627489,E000000009322,U,2035,LIMA,VILLA MARIA DEL TRIUNFO,-12.220013,-76.90739,MINORISTAS,BODEGA,C,210,164,159,261
938643726,E000000009360,U,484,LIMA,SANTIAGO DE SURCO,-12.1860204,-76.9619621,MINORISTAS,BOTICA,D,47,74,63,52
938646961,E000000009368,U,396,LIMA,BREÑA,-12.055119,-77.050784,MINORISTAS,BAZAR,D,81,46,56,75
938648628,E000000009377,U,16700.2,LIMA,PUENTE PIEDRA,-11.843659,-77.100095,MINORISTAS,BODEGA,B,123,482,444,567
938650056,E000000009380,U,1529,LIMA,VILLA MARIA DEL TRIUNFO,-12.1561992,-76.9471261,MINORISTAS,BODEGA,C,30,57,35,96
938650969,E000000009383,U,3256,LIMA,MIRAFLORES,-12.1041983,-77.0291262,MINORISTAS,BODEGA,C,647,527,765,472
938667715,E000000009463,U,66,LIMA,SAN JUAN DE MIRAFLORES,-12.1821996,-76.9761261,MINORISTAS,BODEGA,E,40,29,31,14
938679168,E000000009502,U,946,LIMA,SAN JUAN DE MIRAFLORES,-12.1441,-76.9762,MINORISTAS,BODEGA,D,87,50,50,77
938689908,E000000009684,U,5126,LIMA,ATE,-12.1905,-76.9747,MINORISTAS,BODEGA,C,799,572,302,587
938706176,E000000009693,U,2409,LIMA,SAN MARTIN DE PORRES,-11.9584,-77.0891,MINORISTAS,PANADERIA,C,197,164,217,144
938710107,E000000009705,U,330,LIMA,LOS OLIVOS,-12.0104,-77.0786,MINORISTAS,BODEGA,D,51,41,29,62
938712187,E000000009709,U,2376,LIMA,ATE,-12.015742,-76.818392,MINORISTAS,BODEGA,C,110,217,94,283
938712448,E000000009710,U,968,LIMA,SAN MARTIN DE PORRES,-11.9793963,-77.1001519,MINORISTAS,LIBRERIA,D,95,57,17,46
938713784,E000000009718,U,979,LIMA,VILLA EL SALVADOR,-12.23224,-76.93365,MINORISTAS,BODEGA,D,85,56,57,35
938717525,E000000009725,U,1892,LIMA,LIMA,-12.0551296,-77.0316733,MINORISTAS,BODEGA,C,248,177,114,134
938718344,E000000009726,U,22,LIMA,SAN MARTIN DE PORRES,-11.9657,-77.1006,MINORISTAS,BODEGA,E,26,33,14,14
938721937,E000000009746,U,1914,LIMA,LIMA,-12.043252,-77.046493,MINORISTAS,AMBULANTE,C,260,175,139,214
938730982,E000000009854,U,1980,LIMA,LOS OLIVOS,-11.962196,-77.0771263,MINORISTAS,BODEGA,C,238,172,201,131
938732622,E000000009878,U,1562,LIMA,SAN JUAN DE LURIGANCHO,-12.0378197,-76.9641613,MINORISTAS,AMBULANTE,C,66,73,74,78
938734118,E000000009909,V,418,CAÑETE,SAN VICENTE DE CAÑETE,-13.0766,-76.3844,MINORISTAS,BODEGA,D,31,77,82,34
938735303,E000000009930,U,6776,CAÑETE,IMPERIAL,-13.0092,-76.3388,MINORISTAS,BODEGA,C,291,574,774,662
938735326,E000000009932,V,1639,CAÑETE,QUILMANA,-12.9972,-76.3877,MINORISTAS,BODEGA,C,85,67,88,63
938735343,E000000009935,U,957,CAÑETE,NUEVO IMPERIAL,-13.0301,-76.3307,MINORISTAS,CABINA DE INTERNET,D,94,64,88,97
938737967,E000000009955,V,1881,LIMA,LOS OLIVOS,-11.8664598,-77.0162811,MINORISTAS,BOTICA,C,69,37,101,63
938752382,E000000009987,U,616,YAUYOS,HUANCAYA,-12.2043,-75.7992,MINORISTAS,BODEGA,D,66,47,76,15
938755393,E000000010003,U,9911,LIMA,SANTA ANITA,-11.9601,-77.0766,MINORISTAS,BOTICA,C,239,573,369,759
938772265,E000000010052,U,693,LIMA,SAN JUAN DE LURIGANCHO,-12.0186,-76.9549,MINORISTAS,BODEGA,D,16,50,32,81
938772273,E000000010054,U,1276,LIMA,SAN JUAN DE LURIGANCHO,-12.0136,-76.9608,MINORISTAS,BODEGA,C,103,80,132,71
938773234,E000000010069,U,1463,LIMA,SAN JUAN DE LURIGANCHO,-12.0142,-76.966,MINORISTAS,BODEGA,C,78,118,53,70
938774350,E000000010089,U,6897,CAÑETE,SAN VICENTE DE CAÑETE,-13.0746,-76.3853,MINORISTAS,BODEGA,C,331,437,706,558
938774692,E000000010096,U,2024,CAÑETE,SAN LUIS,-13.04,-76.3942,MINORISTAS,BODEGA,C,285,115,212,165
938774847,E000000010101,U,3828,LIMA,SAN JUAN DE LURIGANCHO,-11.9809,-76.9829,MINORISTAS,BODEGA,C,407,375,577,685
938775181,E000000010106,U,2310,LIMA,SAN JUAN DE LURIGANCHO,-12.0209,-77.0008,MINORISTAS,BODEGA,C,204,266,266,150
938775238,E000000010107,U,2090,LIMA,SAN JUAN DE LURIGANCHO,-11.9912,-77.0075,MINORISTAS,BODEGA,C,52,54,200,235
938775407,E000000010109,U,5665,LIMA,SAN JUAN DE LURIGANCHO,-12.0061,-76.956,MINORISTAS,BODEGA,C,584,529,682,651
938775950,E000000010111,U,3982,CAÑETE,SAN VICENTE DE CAÑETE,-13.0982,-76.3884,MINORISTAS,BODEGA,C,674,854,374,554
938775953,E000000010113,U,858,CAÑETE,SAN VICENTE DE CAÑETE,-13.0232,-76.4769,MINORISTAS,BODEGA,D,55,55,83,102
938775964,E000000010114,U,3333,CAÑETE,SAN VICENTE DE CAÑETE,-13.1037,-76.3863,MINORISTAS,BODEGA,C,729,815,544,518
938777232,E000000010146,U,3212,LIMA,SAN JUAN DE LURIGANCHO,-12.0135,-76.9972,MINORISTAS,FARMACIA,C,570,370,563,750
938778381,E000000010158,U,2046,LIMA,SAN JUAN DE LURIGANCHO,-11.9747,-77.0023,MINORISTAS,BODEGA,C,232,128,190,247
938781677,E000000010192,U,1210,CAÑETE,SAN VICENTE DE CAÑETE,-13.0728,-76.3736,MINORISTAS,CABINA DE INTERNET,C,115,42,121,44
938782264,E000000010198,V,979,LIMA,VILLA EL SALVADOR,-12.1911998,-76.9411261,MINORISTAS,BODEGA,D,38,104,62,86
938799958,E000000010236,U,1001,LIMA,LA VICTORIA,-12.073531,-77.008642,MINORISTAS,BODEGA,C,99,100,32,85
938805781,E000000010261,U,1386,LIMA,SANTIAGO DE SURCO,-12.150532,-76.9853913,MINORISTAS,BODEGA,C,54,61,123,73
938807948,E000000010264,U,1496,LIMA,LURIGANCHO,-12.0021967,-76.8731259,MINORISTAS,BODEGA,C,87,97,69,108
938810947,E000000010269,U,22,LIMA,VILLA MARIA DEL TRIUNFO,-12.1571992,-76.9581261,MINORISTAS,BODEGA,E,33,17,20,19
938816507,E000000010282,U,1210,LIMA,SAN JUAN DE LURIGANCHO,-12.002162,-77.0075213,MINORISTAS,BODEGA,C,69,78,111,108
938818177,E000000010287,U,1301.96,LIMA,ATE,-12.020784,-76.8121835,MINORISTAS,BODEGA,C,84,94,68,38
938821057,E000000010313,V,44,LIMA,CARABAYLLO,-11.862074,-77.0166411,MINORISTAS,BODEGA,E,29,7,33,10
938830082,E000000010348,U,7216,LIMA,SAN JUAN DE MIRAFLORES,-12.1803012,-76.977237,MINORISTAS,BODEGA,C,576,370,400,633
938836480,E000000010369,U,2486,LIMA,CHORRILLOS,-12.202246,-77.0209982,MINORISTAS,BODEGA,C,118,192,236,197
938838136,E000000010374,U,572,LIMA,COMAS,-12.0201101,-76.9698486,MINORISTAS,LIBRERIA,D,77,42,55,51
938840946,E000000010382,U,3894,LIMA,VILLA MARIA DEL TRIUNFO,-12.1429,-76.9395,MINORISTAS,BODEGA,C,482,267,447,536
938844238,E000000010392,U,792,LIMA,VILLA EL SALVADOR,-12.203014,-76.954227,MINORISTAS,BODEGA,D,66,36,86,69
938857317,E000000010452,U,1804,LIMA,RIMAC,-12.0217199,-77.0331726,MINORISTAS,BODEGA,C,95,86,48,63
938857668,E000000010466,U,275,LIMA,VILLA EL SALVADOR,-12.2212002,-76.924126,MINORISTAS,BODEGA,D,44,39,77,72
938859949,E000000010532,V,1243,LIMA,VILLA EL SALVADOR,-12.2322004,-76.9107126,MINORISTAS,BODEGA,C,53,101,81,40
938861548,E000000010540,U,4026,LIMA,SAN JUAN DE LURIGANCHO,-12.0224,-76.9796,MINORISTAS,LIBRERIA,C,658,448,334,489
938867155,E000000010547,U,1111,LIMA,SAN JUAN DE LURIGANCHO,-12.0039501,-77.0069504,MINORISTAS,BODEGA,C,114,87,90,110
938867410,E000000010549,V,154,LIMA,CHORRILLOS,-12.045172,-77.0316713,MINORISTAS,BODEGA,D,31,30,52,68
938872988,E000000010555,U,2695,LIMA,VILLA EL SALVADOR,-12.197063,-76.955103,MINORISTAS,LIBRERIA BAZAR,C,189,138,245,85
938887007,E000000010737,U,110,LIMA,VILLA EL SALVADOR,-12.22664,-76.94131,MINORISTAS,"PUESTO	DE MERCADO",D,47,32,21,35
938894683,E000000010768,U,2640,LIMA,PUCUSANA,-12.4632,-76.7522,MINORISTAS,BOTICA,C,188,159,182,272
938905089,E000000010800,U,1309,LIMA,SAN BORJA,-12.108462,-77.0085126,MINORISTAS,CABINA DE INTERNET,C,90,135,61,68
938906444,E000000010810,V,2035,CAÑETE,SAN VICENTE DE CAÑETE,-13.0758,-76.3907,MINORISTAS,BODEGA,C,260,185,270,264
938908054,E000000010821,U,880,CAÑETE,IMPERIAL,-13.0576,-76.3528,MINORISTAS,BODEGA,D,98,95,20,94
938910500,E000000010837,U,2750,CAÑETE,SAN VICENTE DE CAÑETE,-13.0649,-76.3548,MINORISTAS,BODEGA,C,141,262,193,255
938918000,E000000010885,U,4202,LIMA,VILLA MARIA DEL TRIUNFO,-12.19892,-76.926126,MINORISTAS,BODEGA,C,597,628,371,619
938919149,E000000010888,V,1650,LIMA,LIMA,-12.068493,-77.03779,MINORISTAS,BODEGA,C,87,21,93,123
938922835,E000000010895,U,4246,LIMA,SAN MARTIN DE PORRES,-11.9591,-77.1019,MINORISTAS,BODEGA,C,705,314,353,366
938953639,E000000010986,U,5540.7,LIMA,LOS OLIVOS,-11.9757585,-77.0754261,MINORISTAS,CABINA DE INTERNET,C,552,573,449,698
938954299,E000000010988,V,869,LIMA,SANTIAGO DE SURCO,-12.1464155,-76.9855009,MINORISTAS,BODEGA,D,69,121,88,67
938954423,E000000010990,U,3971,LIMA,PUENTE PIEDRA,-11.8384349,-77.1149479,MINORISTAS,BOTICA,C,684,734,431,553
938956017,E000000010996,U,1166,LIMA,LA VICTORIA,-12.065192,-77.013495,MINORISTAS,AMBULANTE,C,88,101,83,25
938959131,E000000010998,U,1925,LIMA,ATE,-12.0413,-76.9206,MINORISTAS,BODEGA,C,120,157,148,228
938961234,E000000011000,U,3190,LIMA,VILLA EL SALVADOR,-12.212155,-76.933255,MINORISTAS,BODEGA,C,683,364,632,766
938962950,E000000011011,U,715,LIMA,ATE,-12.0571976,-76.9581261,MINORISTAS,BODEGA,D,89,89,75,81
938969037,E000000011035,U,4114,LIMA,SANTIAGO DE SURCO,-12.1310196,-76.9833298,MINORISTAS,BILLAR,C,619,693,324,392
938974769,E000000011060,U,2079,LIMA,INDEPENDENCIA,-11.9854996,-77.0564972,MINORISTAS,PANADERIA,C,291,206,151,216
938974770,E000000011061,U,2277,LIMA,INDEPENDENCIA,-11.9854996,-77.0564972,MINORISTAS,PANADERIA,C,210,239,208,108
938974771,E000000011062,V,1001,LIMA,INDEPENDENCIA,-11.9822305,-77.0416683,MINORISTAS,BODEGA,C,59,91,79,54
938974791,E000000011063,U,1771,LIMA,INDEPENDENCIA,-11.9724676,-77.0424582,MINORISTAS,BODEGA,C,48,88,31,82
938974794,E000000011065,U,3691.6,LIMA,INDEPENDENCIA,-11.97261,-77.04513,MINORISTAS,BODEGA,C,687,236,424,574
939002331,E000000011152,U,5027,LIMA,SANTIAGO DE SURCO,-12.152728,-76.992548,MINORISTAS,BODEGA,C,482,677,468,780
939014621,E000000011192,U,748,LIMA,LURIGANCHO,-11.9831963,-76.9411261,MINORISTAS,BODEGA,D,88,101,73,79
939020953,E000000011224,U,2079,LIMA,CARABAYLLO,-11.8497299,-77.0310018,MINORISTAS,LIBRERIA,C,151,124,189,134
939020959,E000000011225,U,594,LIMA,CARABAYLLO,-11.8300979,-77.0818119,MINORISTAS,BODEGA,D,89,102,66,55
939026295,E000000011242,U,1694,LIMA,LA VICTORIA,-12.0760149,-77.0134531,MINORISTAS,BODEGA,C,65,115,87,135
939054277,E000000011329,U,44,LIMA,INDEPENDENCIA,-11.970642,-77.0431913,MINORISTAS,BODEGA,E,40,33,22,36
939061275,E000000011348,U,4114.66,LIMA,VILLA EL SALVADOR,-12.225695,-76.946724,MINORISTAS,BODEGA,C,675,645,407,457
939062010,E000000011349,U,1771,LIMA,SANTA ANITA,-12.0544,-76.9764,MINORISTAS,RESTAURANTE,C,62,101,74,74
939062603,E000000011351,U,1661,LIMA,PACHACAMAC,-12.2308646,-76.8646201,MINORISTAS,BODEGA,C,69,76,67,53
939064408,E000000011360,U,132,LIMA,LURIN,-12.245058,-76.89827,MINORISTAS,BODEGA,D,21,30,38,30
939068962,E000000011383,V,4026,LIMA,LOS OLIVOS,-11.9497,-77.0698,MINORISTAS,BOTICA,C,456,546,348,610
939070765,E000000011387,U,2354,LIMA,SAN JUAN DE MIRAFLORES,-12.1321012,-76.9571355,MINORISTAS,BODEGA,C,183,140,171,133
939071125,E000000011391,U,286,LIMA,VILLA EL SALVADOR,-12.21521,-76.9421692,MINORISTAS,BODEGA,D,45,111,70,31
939072904,E000000011398,V,682,LIMA,LA VICTORIA,-12.077923,-77.012467,MINORISTAS,BODEGA,D,92,93,53,100
939104754,E000000011509,U,2399.32,LIMA,SANTIAGO DE SURCO,-12.1662045,-76.9979112,MINORISTAS,BODEGA,C,216,74,185,272
939105023,E000000011511,V,2871,LIMA,SAN JUAN DE LURIGANCHO,-12.033,-77.0169983,MINORISTAS,FARMACIA,C,255,187,101,77
939105161,E000000011512,U,2959,LIMA,SAN JUAN DE LURIGANCHO,-12.0183,-77.0016,MINORISTAS,BODEGA,C,597,439,451,548
939118855,E000000011539,U,3003,LIMA,ATE,-12.025822,-76.9199513,MINORISTAS,BODEGA,C,309,687,682,171
939128196,E000000011564,U,1782,LIMA,SAN JUAN DE LURIGANCHO,-12.033,-77.0169983,MINORISTAS,BODEGA,C,53,97,42,79
939130253,E000000011569,U,704,LIMA,SAN JUAN DE LURIGANCHO,-12.033,-77.0169983,MINORISTAS,BODEGA,D,81,86,104,77
939133369,E000000011576,V,990,LIMA,PACHACAMAC,-12.0964233,-76.8834143,MINORISTAS,BODEGA,D,40,111,111,56
939134276,E000000011581,U,2321,LIMA,INDEPENDENCIA,-11.9894752,-77.0411446,MINORISTAS,BODEGA,C,225,203,60,149
939135438,E000000011587,U,1056,LIMA,VILLA MARIA DEL TRIUNFO,-12.1361988,-76.9401261,MINORISTAS,BODEGA,C,79,78,53,53
939136920,E000000011589,U,2343,LIMA,VILLA EL SALVADOR,-12.2458582,-76.9206995,MINORISTAS,BODEGA,C,150,170,160,116
939138164,E000000011596,U,110,LIMA,SAN JUAN DE LURIGANCHO,-11.9868,-77.0213,MINORISTAS,BODEGA,D,20,41,29,31
939152130,E000000011640,U,1672,LIMA,LURIN,-12.2462,-76.8934,MINORISTAS,BODEGA,C,113,67,81,60
939152472,E000000011642,U,550,LIMA,VILLA MARIA DEL TRIUNFO,-12.2184401,-76.9168091,MINORISTAS,BODEGA,D,55,23,80,41
939159586,E000000011667,U,4950,LIMA,CIENEGUILLA,-12.0803334,-76.7460414,MINORISTAS,BODEGA,C,503,458,251,623
939162740,E000000011673,U,726,LIMA,PACHACAMAC,-12.099496,-76.883252,MINORISTAS,BODEGA,D,42,84,61,131
939163323,E000000011676,U,176,LIMA,BARRANCO,-12.136622,-77.0169913,MINORISTAS,BODEGA,D,70,77,93,54
939163446,E000000011677,U,1342,CAÑETE,ASIA,-12.7998925,-76.5661675,MINORISTAS,BODEGA,C,28,87,96,99
939166132,E000000011691,U,2277,LIMA,VILLA MARIA DEL TRIUNFO,-12.2127299,-76.9064285,MINORISTAS,BODEGA,C,161,138,275,285
939174845,E000000011711,V,2508,LIMA,SAN BORJA,-12.091222,-77.0046913,MINORISTAS,BODEGA,C,79,88,129,252
939185832,E000000011730,U,1650,LIMA,EL AGUSTINO,-12.0343382,-76.9868237,MINORISTAS,BODEGA,C,108,75,54,76
939190515,E000000011744,U,1782,HUARAL,CHANCAY,-11.4978188,-77.2141713,MINORISTAS,BODEGA,C,37,103,115,79
939195064,E000000011783,U,1496,LIMA,SAN MARTIN DE PORRES,-12.0141968,-77.0791263,MINORISTAS,BODEGA,C,78,66,51,68
939196437,E000000011792,U,451,LIMA,VILLA MARIA DEL TRIUNFO,-12.1681499,-76.9216309,MINORISTAS,BODEGA,D,38,79,57,74
939206998,E000000011829,U,2629,LIMA,LIMA,-12.0555887,-77.0372374,MINORISTAS,BODEGA,C,157,215,76,122
939209650,E000000011841,U,1617,LIMA,SAN MARTIN DE PORRES,-12.025802,-77.0580213,MINORISTAS,BODEGA,C,93,125,110,41
939212899,E000000011849,U,2860,LIMA,VILLA MARIA DEL TRIUNFO,-12.2242003,-76.9068126,MINORISTAS,BODEGA,C,259,183,85,255
939220889,E000000011876,U,5907,LIMA,RIMAC,-12.035332,-77.0249126,MINORISTAS,BODEGA,C,454,146,423,709
939225758,E000000011896,U,4642,LIMA,EL AGUSTINO,-12.0393326,-76.9933498,MINORISTAS,BAZAR,C,848,230,724,378
939230136,E000000011904,U,1914,LIMA,ATE,-12.069892,-76.9778913,MINORISTAS,BODEGA,C,188,183,172,185
939234265,E000000011917,U,66,LIMA,LURIGANCHO,-11.93533,-76.694232,MINORISTAS,BODEGA,E,6,40,30,17
939234832,E000000011919,U,990,LIMA,LA VICTORIA,-12.0626161,-77.0133601,MINORISTAS,AMBULANTE,D,37,108,124,106
939235129,E000000011921,V,594,LIMA,EL AGUSTINO,-12.0383,-76.992767,MINORISTAS,BODEGA,D,115,90,80,108
939235155,E000000011922,U,6171,LIMA,EL AGUSTINO,-12.0386,-76.9925,MINORISTAS,BODEGA,C,840,476,476,585
939236654,E000000011928,U,110,LIMA,SAN JUAN DE MIRAFLORES,-12.1660277,-76.974608,MINORISTAS,BAZAR,D,33,24,14,22
939238103,E000000011940,U,517,LIMA,SAN MIGUEL,-12.074312,-77.0871113,MINORISTAS,BODEGA,D,107,33,64,55
939238993,E000000011944,U,990,LIMA,CHORRILLOS,-12.1871997,-77.0151262,MINORISTAS,BODEGA,D,69,116,102,63
939239254,E000000011945,U,1958,LIMA,SAN JUAN DE LURIGANCHO,-12.033,-77.0169983,MINORISTAS,BAZAR,C,209,221,184,182
939248073,E000000011984,U,1133,LIMA,COMAS,-11.9147599,-77.049432,MINORISTAS,BODEGA,C,96,49,75,93
939251063,E000000011991,U,2354,LIMA,MIRAFLORES,-12.1281987,-77.0266126,MINORISTAS,KIOSKO,C,185,202,127,215
939255465,E000000012001,U,6743,LIMA,SAN JUAN DE MIRAFLORES,-12.158672,-76.9594613,MINORISTAS,BODEGA,C,579,430,363,444
939259949,E000000012016,U,1078,LIMA,INDEPENDENCIA,-12.0011966,-77.0521262,MINORISTAS,LIBRERIA,C,32,85,111,31
939284395,E000000012078,U,4389,LIMA,LOS OLIVOS,-12.0025805,-77.0774293,MINORISTAS,BODEGA,C,546,659,403,324
939288462,E000000012084,U,1135.86,LIMA,SURQUILLO,-12.116552,-77.0254213,MINORISTAS,BODEGA,C,39,85,67,80
939292124,E000000012094,U,33,LIMA,SAN JUAN DE LURIGANCHO,-12.0398,-76.9568,MINORISTAS,BODEGA,E,15,13,35,20
939297419,E000000012106,U,1496,LIMA,SAN MARTIN DE PORRES,-11.8691945,-77.0741263,MINORISTAS,BODEGA,C,115,65,89,86
939305502,E000000012127,U,3652,LIMA,LIMA,-12.0391973,-77.0611263,MINORISTAS,BODEGA,C,394,589,927,619
939345485,E000000012224,U,1914,LIMA,COMAS,-11.9384525,-77.0674591,MINORISTAS,"PUESTO	DE MERCADO",C,154,270,162,166
939348859,E000000012232,U,2398,LIMA,COMAS,-11.914986,-77.02858,MINORISTAS,BAZAR,C,234,228,138,120
939348862,E000000012233,U,858,LIMA,LURIGANCHO,-11.977,-76.8049,MINORISTAS,BODEGA,D,75,86,71,81
939348864,E000000012234,U,2640,LIMA,CHACLACAYO,-11.9807,-76.7929,MINORISTAS,BODEGA,C,288,210,236,152
939349725,E000000012235,U,1870,LIMA,LOS OLIVOS,-11.9762697,-77.0750732,MINORISTAS,BODEGA,C,118,68,56,84
939350635,E000000012238,U,2200,LIMA,SAN JUAN DE MIRAFLORES,-12.1396635,-76.9695398,MINORISTAS,BODEGA,C,142,79,130,188
939350636,E000000012239,U,1474,LIMA,SAN JUAN DE MIRAFLORES,-12.153701,-76.971345,MINORISTAS,BODEGA,C,88,69,52,50
939355279,E000000012251,U,66,LIMA,PUENTE PIEDRA,-12.0061,-77.074,MINORISTAS,BODEGA,E,15,19,16,23
939367498,E000000012280,V,2574,LIMA,SAN JUAN DE LURIGANCHO,-11.963196,-76.9991262,MINORISTAS,BAZAR,C,74,99,128,109
939374229,E000000012297,U,7689,LIMA,PUCUSANA,-12.482312,-76.7961313,MINORISTAS,BODEGA,C,399,658,682,497
939378311,E000000012312,U,3498,LIMA,LURIGANCHO,-11.941,-76.7026,MINORISTAS,BODEGA,C,247,243,219,330
939387063,E000000012337,U,2399.1,LIMA,LA MOLINA,-12.1061983,-76.9401261,MINORISTAS,BODEGA,C,167,253,261,122
939393416,E000000012352,U,315.92,LIMA,LIMA,-12.0426113,-77.0678139,MINORISTAS,BODEGA,D,73,61,25,95
939393650,E000000012355,U,3267,LIMA,SANTA ANITA,-12.046022,-76.9739513,MINORISTAS,LIBRERIA,C,664,750,332,699
939394386,E000000012356,U,748,LIMA,VILLA MARIA DEL TRIUNFO,-12.155972,-76.953143,MINORISTAS,KIOSKO,D,94,82,46,88
939395438,E000000012358,U,154,LIMA,LURIN,-12.27917,-76.875126,MINORISTAS,BODEGA,D,78,47,64,83
939401273,E000000012377,U,3344,LIMA,SAN JUAN DE LURIGANCHO,-12.033,-77.0169983,MINORISTAS,BOTICA,C,437,464,484,161
939409578,E000000012398,U,55,LIMA,LOS OLIVOS,-11.9762697,-77.0750732,MINORISTAS,BODEGA,E,21,15,43,34
