Marca temporal,"¿Quién es tu referente?
Este datito es opcional, pero nos ayuda a saber quién no anda trabajando 🤔","¿En que ciclo académico te encuentras actualmente en la UTEC?
*Tu ciclo lo define tu curso de menor ciclo que NO has llevado (o recién estás llevando).","¿Cuántos ciclos has cursado desde que ingresaste a la UTEC?
*Los ciclos de verano no se toman en cuenta.",¿Cuál es tu género?,¿Cuántos años tienes?,¿Cuál es tu situación sentimental?,¿Qué carrera estás estudiando?,"¿En que distrito resides actualmente?
Los siete distritos del Callao también figuran.","¿Cuánto tiempo te toma llegar a la UTEC?
Puede que haya días en los que enfrentas más tránsito o no, en ese caso te pedimos una media aproximada.",(2023-1) ¿Cuántos cursos en total estás llevando este ciclo?  📚📙,"(2023-1) ¿Cuántos créditos en total estás llevando este ciclo?
El máximo de créditos por ciclo es 26.","(2023-1) De tu total de créditos, ¿cuántos son de cursos de carrera?  👨‍🎓
El máximo de créditos por ciclo es 26.","(2023-1) De tu total de cursos, ¿cuántos son cursos de carrera?","(2022-2) ¿Cuántos créditos llevaste el ciclo pasado?
El máximo de créditos por ciclo es 26.",(2022-2) ¿Cuántos cursos en total llevaste el ciclo pasado?  📚📙,"(2022-2) De tu anterior total de créditos, ¿cuántos eran de cursos de carrera?  👨‍🎓
El máximo de créditos por ciclo es 26.","(2022-2) De tu anterior total de cursos, ¿cuántos eran cursos de carrera?","(2022-2) ¿Cuál es tu promedio ponderado del ciclo pasado?
Te pedimos que de ser posible, al menos puedas especificar la primera cifra decimal (ejem: 15.6).","¿Entre qué horas sueles desayunar los días que...
*Con ""días que NO tienes clases"" nos referimos a domingos y feriados. [TIENES clases (2023-1)?]","¿Entre qué horas sueles desayunar los días que...
*Con ""días que NO tienes clases"" nos referimos a domingos y feriados. [NO tienes clases (2023-1)?]","¿Entre qué horas sueles desayunar los días que...
*Con ""días que NO tienes clases"" nos referimos a domingos y feriados. [TENÍAS clases (2022-2)?]","¿Entre qué horas sueles desayunar los días que...
*Con ""días que NO tienes clases"" nos referimos a domingos y feriados. [NO tenías clases (2022-2)?]","¿Entre qué horas sueles almorzar los días que...
*Con ""días que NO tienes clases"" nos referimos a domingos y feriados. [TIENES clases (2023-1)?]","¿Entre qué horas sueles almorzar los días que...
*Con ""días que NO tienes clases"" nos referimos a domingos y feriados. [NO tienes clases (2023-1)?]","¿Entre qué horas sueles almorzar los días que...
*Con ""días que NO tienes clases"" nos referimos a domingos y feriados. [TENÍAS clases (2022-2)?]","¿Entre qué horas sueles almorzar los días que...
*Con ""días que NO tienes clases"" nos referimos a domingos y feriados. [NO tenías clases (2022-2)?]","¿Durante qué horas sueles cenar los días que...
*Con ""días que NO tienes clases"" nos referimos a domingos y feriados. [TIENES clases (2023-1)?]","¿Durante qué horas sueles cenar los días que...
*Con ""días que NO tienes clases"" nos referimos a domingos y feriados. [NO tienes clases (2023-1)?]","¿Durante qué horas sueles cenar los días que...
*Con ""días que NO tienes clases"" nos referimos a domingos y feriados. [TENÍAS clases (2022-2)?]","¿Durante qué horas sueles cenar los días que...
*Con ""días que NO tienes clases"" nos referimos a domingos y feriados. [NO tenías clases (2022-2)?]","¿SEMANALMENTE cuántas horas sueles DORMIR (ciclo 2023-1)?  😴
*Cuántas horas duermes en una semana aprox*",¿SEMANALMENTE cuántas horas SOLÍAS DORMIR (ciclo 2022-2)?,¿SEMANALMENTE cuántas horas SUELES DEDICAR al deporte (ciclo 2023-1)?  ⛹️‍♂️,¿SEMANALMENTE cuántas horas SOLÍAS DEDICAR al deporte (ciclo 2022-2)?,¿SEMANALMENTE cuántas horas SUELES ESTUDIAR (ciclo 2023-1)?  🦕,¿SEMANALMENTE cuántas horas SOLÍAS ESTUDIAR (ciclo 2022-2)?,"Salud y deporte.
Hábitos que sean beneficiosos para tu bienestar general (alimentación, sueño y ejercicio).","Dinero (finanzas y economía).
Tu relación con el dinero, la forma en la que gestionas tus gastos y ahorros.","Carrera y trabajo.
Desarrollo de habilidades profesionales, desempeño en la universidad y desempeño laboral (en caso tengas trabajo).","Familia y amor.
Tu relación con tu familia y pareja (en caso tengas una).","Entorno y amigos.
La calidad y la cantidad de las relaciones sociales y de amistad tienes en tu vida.","Desarrollo personal.
Tiempo dedicado a reflexionar y trabajar en tus habilidades, personalidad, mentalidad, salud y felicidad.","Pasatiempos y entretenimiento.
Sentimiento de satisfacción y suficiencia respecto al tiempo que le dedicas a tu diversión.","Espiritualidad.
Conexión personal con tu vida espiritual (religión, práctica espiritual personal o su sentido de propósito y significado en la vida).","Salud y deporte.
Hábitos que sean beneficiosos para tu bienestar general (alimentación, sueño y ejercicio).","Dinero (finanzas y economía).
Tu relación con el dinero, la forma en la que gestionas tus gastos y ahorros.","Carrera y trabajo.
Desarrollo de habilidades profesionales, desempeño en la universidad y desempeño laboral (en caso tengas trabajo).","Familia y amor.
Tu relación con tu familia y pareja (en caso tengas una).","Entorno y amigos.
La calidad y la cantidad de las relaciones sociales y de amistad tienes en tu vida.","Desarrollo personal.
Tiempo dedicado a reflexionar y trabajar en tus habilidades, personalidad, mentalidad, salud y felicidad.","Pasatiempos y entretenimiento.
Sentimiento de satisfacción y suficiencia respecto al tiempo que le dedicas a tu diversión.","Espiritualidad.
Conexión personal con tu vida espiritual (religión, práctica espiritual personal o su sentido de propósito y significado en la vida)."
2/05/2023 15:08:50,Luciana.,Sexto ciclo.,6,Masculino.,19,Solter@.,Ingeniería Mecánica.,Barranco,Menos de media hora.,7,24,17,4,22,6,4,4,16.5,7 - 8 am,7 - 8 am,7 - 8 am,7 - 8 am,1 - 2 pm,1 - 2 pm,1 - 2 pm,1 - 2 pm,8 - 9 pm,8 - 9 pm,8 - 9 pm,8 - 9 pm,5,6,5,5,15,15,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
2/05/2023 15:25:30,Luciana.,Quinto ciclo.,5,Femenino.,23,Prefiero no decirlo.,Ingeniería Química.,Lurigancho,De 2 a 3 horas.,4,10,17,2,10,5,11,5,14,6 - 7 am,9 - 10 am,6 - 7 am,10 - 11 am,11 am - 12 pm,2 - 3 pm,12 - 1 pm,2 - 3 pm,7 - 8 pm,10 - 11 pm,8 - 9 pm,10 - 11 pm,7,7,6,6,9,9,7,4,7,7,7,9,5,1,9,9,8,6,7,3,5,1
2/05/2023 16:01:05,Luciana.,Tercer ciclo.,3,Masculino.,18,Con pareja.,Ciencias de la Computación.,Santiago de Surco,Menos de media hora.,7,25,20,17,23,6,4,4,15.3,No desayuno.,No desayuno.,No desayuno.,No desayuno.,4 - 5 pm,5 - 6 pm,4 - 5 pm,5 - 6 pm,No ceno.,No ceno.,No ceno.,No ceno.,7,7,0,0,2,0,5,10,8,5,5,8,10,1,5,10,1,5,5,8,10,1
2/05/2023 16:08:24,Luciana.,Tercer ciclo.,3,Masculino.,19,Solter@.,Ciencias de la Computación.,Surquillo,Media hora a 1 hora.,5,16,12,3,16,5,0,0,12,8 - 9 am,8 - 9 am,No desayuno.,8 - 9 am,1 - 2 pm,1 - 2 pm,1 - 2 pm,1 - 2 pm,10 - 11 pm,8 - 9 pm,8 - 9 pm,8 - 9 pm,84,72,6,0,30,20,6,5,6,6,7,7,1,1,6,6,6,6,7,6,1,1
2/05/2023 16:14:34,Luciana.,Séptimo ciclo.,8,Masculino.,23,Solter@.,Ingeniería Química.,Chorrillos,Media hora a 1 hora.,5,19,12,3,15,4,4,1,15,6 - 7 am,7 - 8 am,6 - 7 am,7 - 8 am,1 - 2 pm,2 - 3 pm,1 - 2 pm,2 - 3 pm,9 - 10 pm,7 - 8 pm,10 - 11 pm,8 - 9 pm,6,6,2,3,5,5,4,5,5,2,5,5,5,5,6,5,5,3,5,5,7,5
2/05/2023 16:23:02,Kiara.,Tercer ciclo.,3,Femenino.,18,Con pareja.,Bioingeniería.,San Juan de Miraflores,De 1 a 2 horas.,5,19,4,1,22,7,5,2,15.7,6 - 7 am,9 - 10 am,5 - 6 am,9 - 10 am,1 - 2 pm,1 - 2 pm,1 - 2 pm,1 - 2 pm,7 - 8 pm,8 - 9 pm,8 - 9 pm,8 - 9 pm,49,40,6,2,10,7,9,6,7,6,8,8,8,6,5,5,7,7,8,7,5,6
2/05/2023 17:16:17,Derkhenz.,Quinto ciclo.,5,Masculino.,19,Solter@.,Ingeniería Mecatrónica.,Lurigancho,De 1 a 2 horas.,4,16,16,4,22,6,16,4,13.7,7 - 8 am,10 - 11 am,8 - 9 am,10 - 11 am,2 - 3 pm,3 - 4 pm,2 - 3 pm,3 - 4 pm,8 - 9 pm,8 - 9 pm,8 - 9 pm,8 - 9 pm,7,6,4,1,8,12,8,4,8,10,10,9,8,9,2,6,5,10,10,10,5,5
2/05/2023 17:21:24,Luciana.,Cuarto ciclo.,80,Femenino.,23,Con pareja.,Ingeníera Ambiental.,San Martin de Porres,De 1 a 2 horas.,6,21,7,2,20,5,2,7,15.1,10 - 11 am,11 - 12 am,9 - 10 am,11 - 12 am,1 - 2 pm,3 - 4 pm,2 - 3 pm,3 - 4 pm,No ceno.,9 - 10 pm,No ceno.,9 - 10 pm,5,5,0,7,21,21,3,5,7,8,8,5,4,3,5,5,7,8,8,5,5,3
2/05/2023 17:31:02,Luciana.,Cuarto ciclo.,4,Femenino.,19,Con pareja.,Ingeniería Industrial.,San Juan de Lurigancho,De 1 a 2 horas.,6,22,15,4,18,6,0,0,15.98,7 - 8 am,9 - 10 am,7 - 8 am,8 - 9 am,1 - 2 pm,1 - 2 pm,1 - 2 pm,1 - 2 pm,10 - 11 pm,10 - 11 pm,10 - 11 pm,10 - 11 pm,49,56,2,5,15,15,8,6,7,8,8,8,7,5,6,8,6,8,9,8,7,8
2/05/2023 17:42:33,Luciana.,Cuarto ciclo.,4,Femenino.,21,Solter@.,Ingeniería Industrial.,El Agustino,De 1 a 2 horas.,7,26,14,4,18,6,0,0,14.94,6 - 7 am,10 - 11 am,5 - 6 am,10 - 11 am,2 - 3 pm,3 - 4 pm,12 - 1 pm,2 - 3 pm,11 pm - 12 am,9 - 10 pm,11 pm - 12 am,9 - 10 pm,35,30,0,0,20,20,7,4,5,5,10,9,8,5,6,5,8,10,10,7,8,5
2/05/2023 18:38:04,Luciana.,Cuarto ciclo.,4,Masculino.,20,Con pareja.,Ingeniería Civil.,Carabayllo,De 1 a 2 horas.,6,20,20,1,21,5,1,2,14.5,7 - 8 am,7 - 8 am,7 - 8 am,7 - 8 am,2 - 3 pm,2 - 3 pm,2 - 3 pm,2 - 3 pm,7 - 8 pm,7 - 8 pm,7 - 8 pm,7 - 8 pm,4,5,10,12,15,14,4,4,6,5,6,7,8,6,7,7,6,6,6,6,7,6
2/05/2023 18:49:56,Luciana.,Quinto ciclo.,5,Femenino.,19,Solter@.,Ingeniería Industrial.,Callao,De 1 a 2 horas.,5,20,20,3,21,4,16,2,11,8 - 9 am,11 - 12 am,10 - 11 am,10 - 11 am,1 - 2 pm,2 - 3 pm,5 - 6 pm,3 - 4 pm,No ceno.,No ceno.,No ceno.,No ceno.,6,5,36,45,10,4,6,4,5,1,5,9,7,8,9,5,7,2,4,10,6,5
2/05/2023 19:12:42,Kiara.,Tercer ciclo.,3,Femenino.,18,Solter@.,Ingeniería Industrial.,Chorrillos,Media hora a 1 hora.,5,18,2,1,20,6,3,1,15.40,6 - 7 am,7 - 8 am,6 - 7 am,7 - 8 am,1 - 2 pm,1 - 2 pm,1 - 2 pm,1 - 2 pm,7 - 8 pm,7 - 8 pm,7 - 8 pm,7 - 8 pm,32,28,4,4,9,6,6,6,7,7,8,5,5,5,6,6,7,7,8,5,5,5
2/05/2023 19:42:04,Luciana.,Quinto ciclo.,20,Masculino.,19,Solter@.,Ingeniería Mecatrónica.,Santiago de Surco,Menos de media hora.,4,16,8,2,19,5,4,1,14,6 - 7 am,8 - 9 am,6 - 7 am,8 - 9 am,12 - 1 pm,1 - 2 pm,12 - 1 pm,1 - 2 pm,8 - 9 pm,8 - 9 pm,8 - 9 pm,8 - 9 pm,8,8,5,10,20,30,6,10,7,10,9,9,9,8,8,10,8,10,9,7,9,7
2/05/2023 19:55:13,Luciana.,Cuarto ciclo.,3,Femenino.,20,Solter@.,Ingeniería Química.,Lurigancho,De 2 a 3 horas.,4,15,15,4,15,4,15,4,13,7 - 8 am,6 - 7 am,9 - 10 am,6 - 7 am,2 - 3 pm,1 - 2 pm,3 - 4 pm,1 - 2 pm,8 - 9 pm,7 - 8 pm,10 - 11 pm,7 - 8 pm,35,33,2,1,12,12,8,7,8,8,8,6,6,1,7,7,6,7,7,5,4,1
2/05/2023 20:06:59,Luciana.,Cuarto ciclo.,4,Femenino.,19,Solter@.,Ingeniería Industrial.,Barranco,Menos de media hora.,6,21,8,2,17,5,7,2,15.4,6 - 7 am,6 - 7 am,7 - 8 am,7 - 8 am,12 - 1 pm,12 - 1 pm,1 - 2 pm,1 - 2 pm,7 - 8 pm,7 - 8 pm,8 - 9 pm,8 - 9 pm,42,40,0,0,35,35,5,4,7,6,6,7,4,5,3,8,6,7,6,5,5,5
2/05/2023 20:22:34,Luciana.,Tercer ciclo.,2,Femenino.,19,Solter@.,Ingeníera Ambiental.,Puente Piedra,De 1 a 2 horas.,4,5,2,2,6,5,3,3,12,6 - 7 am,7 - 8 am,6 - 7 am,7 - 8 am,12 - 1 pm,1 - 2 pm,12 - 1 pm,1 - 2 pm,8 - 9 pm,7 - 8 pm,8 - 9 pm,7 - 8 pm,6,6,1,1,1,1,5,5,6,6,8,7,4,4,2,6,4,5,8,6,4,4
2/05/2023 20:33:30,Luciana.,Tercer ciclo.,12,Femenino.,18,Prefiero no decirlo.,Ingeniería Industrial.,Miraflores,Menos de media hora.,5,18,4,1,20,6,4,1,13.99,8 - 9 am,9 - 10 am,8 - 9 am,9 - 10 am,1 - 2 pm,2 - 3 pm,1 - 2 pm,2 - 3 pm,8 - 9 pm,7 - 8 pm,8 - 9 pm,7 - 8 pm,6,7,5,4,25,16,7,2,6,6,8,7,3,2,7,3,8,6,9,7,3,2
2/05/2023 20:38:57,Gaby.,Tercer ciclo.,3,Masculino.,18,Solter@.,Ingeniería Mecatrónica.,Miraflores,Menos de media hora.,5,19,13,4,22,6,17,4,16.4,7 - 8 am,7 - 8 am,7 - 8 am,7 - 8 am,1 - 2 pm,1 - 2 pm,1 - 2 pm,1 - 2 pm,8 - 9 pm,9 - 10 pm,8 - 9 pm,9 - 10 pm,7,49,15,15,8,6,10,8,8,7,9,8,8,8,9,10,9,9,9,8,9,7
2/05/2023 21:08:40,,Tercer ciclo.,3,Femenino.,18,Solter@.,Ingeniería Industrial.,Miraflores,Menos de media hora.,5,19,4,1,20,20,0,0,14.80,7 - 8 am,7 - 8 am,7 - 8 am,7 - 8 am,1 - 2 pm,1 - 2 pm,1 - 2 pm,1 - 2 pm,8 - 9 pm,8 - 9 pm,8 - 9 pm,8 - 9 pm,56,56,1,5,6,6,7,8,1,6,8,5,4,1,3,8,5,6,8,5,4,1
2/05/2023 21:16:09,Luciana.,Tercer ciclo.,4,Femenino.,19,Solter@.,Bioingeniería.,Ate,De 1 a 2 horas.,6,21,2,1,16,5,0,0,15.3,5 - 6 am,7 - 8 am,5 - 6 am,8 - 9 am,1 - 2 pm,12 - 1 pm,1 - 2 pm,1 - 2 pm,7 - 8 pm,7 - 8 pm,7 - 8 pm,7 - 8 pm,40,40,3,0,20,20,5,8,5,9,8,7,6,8,5,9,6,9,8,7,7,8
2/05/2023 21:20:05,Gaby.,Cuarto ciclo.,3,Femenino.,21,Solter@.,Ingeniería Química.,Chorrillos,De 1 a 2 horas.,4,5,16,1,22,6,1,1,12.9,7 - 8 am,6 - 7 am,7 - 8 am,6 - 7 am,1 - 2 pm,12 - 1 pm,11 am - 12 pm,12 - 1 pm,8 - 9 pm,5 - 6 pm,8 - 9 pm,7 - 8 pm,6,7,0,0,4,5,5,3,8,6,2,4,3,4,4,9,5,6,4,6,4,6
2/05/2023 21:35:08,Luciana.,Tercer ciclo.,2,Masculino.,18,Solter@.,Ciencias de la Computación.,Santiago de Surco,De 1 a 2 horas.,6,22,22,2,20,6,20,0,15.7,7 - 8 am,8 - 9 am,7 - 8 am,8 - 9 am,12 - 1 pm,1 - 2 pm,2 - 3 pm,1 - 2 pm,9 - 10 pm,7 - 8 pm,8 - 9 pm,7 - 8 pm,4,8,0,2,16,6,1,5,7,9,9,2,1,1,1,7,8,9,9,2,1,1
2/05/2023 21:48:36,Luciana.,Tercer ciclo.,4,Femenino.,19,Solter@.,Ingeniería Química.,San Juan de Lurigancho,De 2 a 3 horas.,6,23,9,2,18,5,4,1,13.67,6 - 7 am,5 - 6 am,5 - 6 am,5 - 6 am,2 - 3 pm,2 - 3 pm,2 - 3 pm,2 - 3 pm,10 - 11 pm,10 - 11 pm,11 pm - 12 am,11 pm - 12 am,35,35,0,0,35,30,5,5,5,5,5,5,5,5,3,5,4,4,5,3,2,2
2/05/2023 22:31:12,Luciana.,Quinto ciclo.,5,Masculino.,23,Solter@.,Ingeniería Civil.,Jesús María,Media hora a 1 hora.,5,21,6,2,16,5,4,1,14.7,7 - 8 am,9 - 10 am,8 - 9 am,9 - 10 am,1 - 2 pm,1 - 2 pm,1 - 2 pm,1 - 2 pm,No ceno.,8 - 9 pm,9 - 10 pm,8 - 9 pm,35,35,0,2,40,40,5,3,6,8,5,5,6,5,3,7,7,8,3,5,6,5
2/05/2023 23:24:00,Francko.,Cuarto ciclo.,3,Femenino.,19,Prefiero no decirlo.,Ingeniería Mecánica.,Barranco,Menos de media hora.,5,18,2,2,21,6,2,2,15,7 - 8 am,8 - 9 am,8 - 9 am,8 - 9 am,12 - 1 pm,1 - 2 pm,1 - 2 pm,1 - 2 pm,6 - 7 pm,7 - 8 pm,7 - 8 pm,7 - 8 pm,6,5,2,2,8,9,6,6,5,6,7,7,7,5,6,7,7,6,6,7,7,7
2/05/2023 23:45:18,Luciana.,Cuarto ciclo.,5,Masculino.,21,Solter@.,Ingeniería Mecatrónica.,Los Olivos,De 1 a 2 horas.,6,22,8,2,15,4,4,1,13.3,7 - 8 am,7 - 8 am,7 - 8 am,7 - 8 am,2 - 3 pm,1 - 2 pm,2 - 3 pm,1 - 2 pm,8 - 9 pm,8 - 9 pm,8 - 9 pm,8 - 9 pm,49,56,4,6,10,8,8,8,6,7,8,7,5,4,8,7,6,8,8,8,6,7
3/05/2023 8:32:32,Luciana.,Tercer ciclo.,6,Femenino.,19,Solter@.,Ingeniería Mecánica.,Barranco,Menos de media hora.,6,22,16,16,21,6,1,4,16.75,9 - 10 am,7 - 8 am,8 - 9 am,8 - 9 am,12 - 1 pm,12 - 1 pm,1 - 2 pm,12 - 1 pm,8 - 9 pm,8 - 9 pm,8 - 9 pm,6 - 7 pm,7,7,0,0,12,14,6,6,6,7,7,7,4,6,5,6,6,6,6,6,5,6
3/05/2023 9:42:33,Luciana.,Segundo ciclo.,2,Femenino.,18,Solter@.,Ciencias de la Computación.,San Juan de Lurigancho,De 2 a 3 horas.,6,20,8,2,20,6,2,1,18.2,7 - 8 am,7 - 8 am,7 - 8 am,7 - 8 am,1 - 2 pm,12 - 1 pm,1 - 2 pm,12 - 1 pm,8 - 9 pm,7 - 8 pm,7 - 8 pm,7 - 8 pm,6,6,1,1,5,4,4,6,8,10,10,8,8,7,5,7,6,10,10,7,8,5
3/05/2023 9:55:48,Luciana.,Sexto ciclo.,5,Masculino.,20,Solter@.,Ingeniería Electrónica.,Los Olivos,Media hora a 1 hora.,5,20,17,4,20,6,12,4,13,7 - 8 am,9 - 10 am,8 - 9 am,9 - 10 am,2 - 3 pm,1 - 2 pm,1 - 2 pm,1 - 2 pm,9 - 10 pm,9 - 10 pm,9 - 10 pm,9 - 10 pm,42,49,0,4,35,21,5,8,9,10,10,10,9,6,5,8,9,10,10,10,10,4
3/05/2023 10:23:30,Luciana.,Quinto ciclo.,5,Masculino.,23,Solter@.,Ingeniería Electrónica.,Los Olivos,De 1 a 2 horas.,5,17,10,2,22,7,9,2,14.3,No desayuno.,9 - 10 am,8 - 9 am,11 - 12 am,12 - 1 pm,2 - 3 pm,1 - 2 pm,3 - 4 pm,11 pm - 12 am,7 - 8 pm,9 - 10 pm,7 - 8 pm,24,20,8,0,8,14,6,6,6,5,8,7,4,4,6,6,6,4,7,7,4,4
3/05/2023 10:32:38,Luciana.,Octavo ciclo.,9,Masculino.,20,Solter@.,Ingeniería de la Energía.,San Borja,Media hora a 1 hora.,5,19,8,2,20,6,16,4,14.2,9 - 10 am,8 - 9 am,9 - 10 am,8 - 9 am,1 - 2 pm,2 - 3 pm,1 - 2 pm,2 - 3 pm,9 - 10 pm,7 - 8 pm,8 - 9 pm,7 - 8 pm,45,40,4,1,10,16,7,7,7,7,7,7,7,7,5,7,5,6,5,7,5,5
3/05/2023 10:37:16,Luciana.,Segundo ciclo.,2,Masculino.,17,Solter@.,Ingeniería Química.,San Borja,Media hora a 1 hora.,6,22,8,3,22,6,8,3,15.8,6 - 7 am,8 - 9 am,6 - 7 am,8 - 9 am,1 - 2 pm,1 - 2 pm,1 - 2 pm,1 - 2 pm,8 - 9 pm,7 - 8 pm,8 - 9 pm,7 - 8 pm,7,7,0,0,5,5,7,6,5,7,7,6,5,7,7,6,6,7,7,6,5,8
3/05/2023 10:41:36,Luciana.,Tercer ciclo.,3,Femenino.,18,Solter@.,Ingeniería Mecatrónica.,Santa Anita,De 1 a 2 horas.,5,17,14,4,19,6,19,6,14.51,7 - 8 am,8 - 9 am,6 - 7 am,8 - 9 am,2 - 3 pm,1 - 2 pm,3 - 4 pm,2 - 3 pm,8 - 9 pm,7 - 8 pm,9 - 10 pm,7 - 8 pm,42,42,4,6,21,24,6,8,8,5,8,7,7,7,4,5,7,5,7,4,4,4
3/05/2023 10:46:09,Luciana.,Segundo ciclo.,1,Masculino.,17,Prefiero no decirlo.,Ingeniería Mecatrónica.,Santiago de Surco,Media hora a 1 hora.,7,20,3,1,18,7,20,1,15.7,6 - 7 am,7 - 8 am,6 - 7 am,7 - 8 am,12 - 1 pm,1 - 2 pm,12 - 1 pm,1 - 2 pm,No ceno.,7 - 8 pm,No ceno.,7 - 8 pm,6,6,7,7,2,1,7,6,3,4,5,5,6,2,5,4,4,6,6,5,6,2
3/05/2023 11:31:15,Gaby.,Tercer ciclo.,3,Masculino.,18,Con pareja.,Ciencia de Datos.,San Juan de Miraflores,De 1 a 2 horas.,6,21,7,2,20,6,8,2,14.3,6 - 7 am,7 - 8 am,7 - 8 am,7 - 8 am,2 - 3 pm,2 - 3 pm,2 - 3 pm,2 - 3 pm,7 - 8 pm,7 - 8 pm,8 - 9 pm,7 - 8 pm,7,9,3,4,17,14,8,5,6,9,9,8,8,9,6,5,4,9,9,8,8,9
3/05/2023 11:40:32,Luciana.,Cuarto ciclo.,4,Femenino.,21,Solter@.,Ingeniería Química.,San Martin de Porres,De 1 a 2 horas.,6,24,7,2,24,6,3,1,13,5 - 6 am,7 - 8 am,4 - 5 am,10 - 11 am,1 - 2 pm,1 - 2 pm,1 - 2 pm,1 - 2 pm,8 - 9 pm,8 - 9 pm,8 - 9 pm,8 - 9 pm,40,38,3,5,10,15,7,6,5,5,8,6,6,6,5,8,5,4,7,5,4,5
3/05/2023 11:54:49,Luciana.,Quinto ciclo.,5,Masculino.,21,Solter@.,Bioingeniería.,Comas,De 2 a 3 horas.,6,19,8,2,16,6,0,0,11.89,4 - 5 am,6 - 7 am,4 - 5 am,6 - 7 am,12 - 1 pm,1 - 2 pm,1 - 2 pm,1 - 2 pm,9 - 10 pm,8 - 9 pm,8 - 9 pm,8 - 9 pm,30,30,2,2,4,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
3/05/2023 12:19:35,Gaby.,Segundo ciclo.,2,Masculino.,18,Con pareja.,Ingeniería Mecatrónica.,La Molina,De 1 a 2 horas.,6,19,0,0,20,7,0,0,12.6,6 - 7 am,7 - 8 am,9 - 10 am,7 - 8 am,2 - 3 pm,2 - 3 pm,2 - 3 pm,2 - 3 pm,9 - 10 pm,9 - 10 pm,9 - 10 pm,9 - 10 pm,7,6,10,1,14,6,10,10,10,9,8,10,10,10,10,10,10,9,8,10,10,10
3/05/2023 12:37:58,Derkhenz.,Noveno ciclo.,9,Masculino.,22,Prefiero no decirlo.,Ingeniería Industrial.,Surquillo,Menos de media hora.,3,15,7,2,16,4,12,2,16.05,7 - 8 am,7 - 8 am,7 - 8 am,7 - 8 am,3 - 4 pm,2 - 3 pm,1 - 2 pm,1 - 2 pm,10 - 11 pm,10 - 11 pm,10 - 11 pm,10 - 11 pm,6.5,7,10,8,10,20,6,7,8,8,9,7,8,5,6,6,5,6,6,6,7,5
3/05/2023 12:53:47,Luciana.,Cuarto ciclo.,4,Femenino.,20,Solter@.,Ingeniería Industrial.,Comas,De 1 a 2 horas.,4,14,0,0,13,4,0,0,13.69,7 - 8 am,9 - 10 am,7 - 8 am,9 - 10 am,2 - 3 pm,1 - 2 pm,2 - 3 pm,1 - 2 pm,8 - 9 pm,7 - 8 pm,8 - 9 pm,7 - 8 pm,35,40,0,0,28,15,10,5,3,10,3,2,4,7,4,3,2,10,3,3,4,8
3/05/2023 13:15:27,Luciana.,Quinto ciclo.,5,Masculino.,19,Solter@.,Ingeniería Electrónica.,Cercado de Lima,De 1 a 2 horas.,5,20,14,3,22,6,13,3,16,5 - 6 am,6 - 7 am,7 - 8 am,8 - 9 am,12 - 1 pm,1 - 2 pm,12 - 1 pm,1 - 2 pm,No ceno.,No ceno.,No ceno.,No ceno.,7,6,1,0,50,20,8,9,7,4,7,6,5,4,2,5,3,8,8,5,7,7
3/05/2023 13:17:14,Luciana.,Quinto ciclo.,5,Femenino.,20,Solter@.,Ingeniería Química.,Carabayllo,De 2 a 3 horas.,6,22,4,1,20,6,9,2,13,10 - 11 am,9 - 10 am,8 - 9 am,9 - 10 am,No almuerzo.,2 - 3 pm,4 - 5 pm,2 - 3 pm,9 - 10 pm,7 - 8 pm,9 - 10 pm,7 - 8 pm,42,36,3,6,5,8,5,4,7,9,8,6,3,7,6,4,7,9,7,4,4,6
3/05/2023 13:17:51,Luciana.,Tercer ciclo.,5,Otro.,22,Prefiero no decirlo.,Ingeniería Química.,San Juan de Miraflores,De 1 a 2 horas.,6,22,0,0,22,6,8,2,10.25,No desayuno.,No desayuno.,No desayuno.,No desayuno.,No almuerzo.,2 - 3 pm,No almuerzo.,2 - 3 pm,No ceno.,10 - 11 pm,No ceno.,No ceno.,42,42,0,0,15,5,3,1,1,4,5,3,3,1,3,1,3,3,5,3,3,2
3/05/2023 13:18:08,Luciana.,Tercer ciclo.,5,Masculino.,20,Solter@.,Ingeniería Química.,El Agustino,De 2 a 3 horas.,5,20,0,0,18,5,0,0,12,8 - 9 am,10 - 11 am,10 - 11 am,8 - 9 am,2 - 3 pm,1 - 2 pm,2 - 3 pm,1 - 2 pm,9 - 10 pm,10 - 11 pm,9 - 10 pm,10 - 11 pm,25,20,0,0,21,17,4,2,1,6,7,2,4,6,4,2,1,6,7,3,4,6
3/05/2023 14:23:35,Gaby.,Segundo ciclo.,9,Masculino.,18,Prefiero no decirlo.,Ingeniería Industrial.,Pueblo Libre,Media hora a 1 hora.,6,22,14,2,26,5,10,1,15.8,5 - 6 am,8 - 9 am,5 - 6 am,9 - 10 am,1 - 2 pm,1 - 2 pm,1 - 2 pm,1 - 2 pm,8 - 9 pm,8 - 9 pm,8 - 9 pm,8 - 9 pm,42,84,26,37,12,8,10,8,7,10,4,10,10,1,10,3,6,8,10,8,8,1
