CCDD,DEPARTAMENTO,CCPP,PROVINCIA,CCDI,DISTRITO,CIUDAD,CONGLOMERADO,NSELV,VIVIENDA,THOGAR,NHOGAR,ESTRATO,VRESFIN,RESFIN,P15,P15_N,P200_N,P313_N,P313_1,P313_2,P313_3,P313_4,factorfinal
15,LIMA,01,LIMA,10,COMAS,Lima,21129,23831,35,1,1,3,1,1,1,3,3,5,8,1,7,1,399.092057559333
15,LIMA,01,LIMA,12,INDEPENDENCIA,Lima,21307,24917,13,1,1,4,1,1,1,1,1,1,2,2,40,2,99.7730143898332
15,LIMA,01,LIMA,12,INDEPENDENCIA,Lima,21307,24917,13,1,1,4,1,1,1,1,1,2,8,2,20,2,99.7730143898332
15,LIMA,01,LIMA,12,INDEPENDENCIA,Lima,21307,24917,13,1,1,4,1,1,1,1,1,3,8,2,18,2,99.7730143898332
15,LIMA,01,LIMA,12,INDEPENDENCIA,Lima,21307,24917,13,1,1,4,1,1,1,1,1,4,8,2,15,2,99.7730143898332
15,LIMA,01,LIMA,12,INDEPENDENCIA,Lima,21343,25492,13,1,1,3,1,1,1,4,2,1,2,2,60,2,133.030685853111
15,LIMA,01,LIMA,11,EL AGUSTINO,Lima,24531,52493,14,1,1,3,1,1,1,6,5,1,8,2,20,2,133.030685853111
15,LIMA,01,LIMA,01,LIMA,Lima,24667,35672,1,1,1,3,1,1,1,4,2,1,4,1,22,1,99.7730143898332
15,LIMA,01,LIMA,01,LIMA,Lima,24912,36114,12,1,1,2,1,1,1,4,1,1,2,2,48,2,79.8184115118666
15,LIMA,01,LIMA,01,LIMA,Lima,24912,36114,12,1,1,2,1,1,1,4,1,2,9,1,63,2,79.8184115118666
15,LIMA,01,LIMA,01,LIMA,Lima,24912,36114,12,1,1,2,1,1,1,4,1,3,9,2,60,2,79.8184115118666
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10481,06645,5,1,1,2,1,1,1,5,1,1,1,1,71,2,33.7211559817993
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10481,06645,5,1,1,2,1,1,1,5,1,2,2,2,69,2,33.7211559817993
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10546,07193,17,1,1,2,1,1,1,2,1,1,1,1,47,1,25.2908669863495
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10546,07193,17,1,1,2,1,1,1,2,1,2,2,2,49,1,25.2908669863495
13,LA LIBERTAD,01,TRUJILLO,11,VICTOR LARCO HERRERA,Trujillo,10819,09175,8,1,1,3,1,1,1,1,1,1,1,1,54,2,25.2908669863495
13,LA LIBERTAD,01,TRUJILLO,11,VICTOR LARCO HERRERA,Trujillo,10819,09175,8,1,1,3,1,1,1,1,1,2,2,2,55,1,25.2908669863495
13,LA LIBERTAD,01,TRUJILLO,11,VICTOR LARCO HERRERA,Trujillo,10819,09175,8,1,1,3,1,1,1,1,1,3,8,1,36,2,25.2908669863495
13,LA LIBERTAD,01,TRUJILLO,11,VICTOR LARCO HERRERA,Trujillo,10819,09175,8,1,1,3,1,1,1,1,1,4,8,2,33,2,25.2908669863495
13,LA LIBERTAD,01,TRUJILLO,03,FLORENCIA DE MORA,Trujillo,11095,05585,14,1,1,4,1,1,1,2,2,1,4,2,23,1,20.2326935890796
13,LA LIBERTAD,01,TRUJILLO,03,FLORENCIA DE MORA,Trujillo,11095,05585,14,1,1,4,1,1,1,2,2,2,4,1,10,1,20.2326935890796
13,LA LIBERTAD,01,TRUJILLO,03,FLORENCIA DE MORA,Trujillo,11095,05585,14,1,1,4,1,1,1,2,2,3,4,1,15,1,20.2326935890796
13,LA LIBERTAD,01,TRUJILLO,03,FLORENCIA DE MORA,Trujillo,11097,05591,28,1,1,3,1,1,1,2,2,1,4,1,13,1,50.5817339726989
13,LA LIBERTAD,01,TRUJILLO,03,FLORENCIA DE MORA,Trujillo,11097,05591,28,1,1,3,1,1,1,2,2,2,4,1,11,1,50.5817339726989
02,ANCASH,18,SANTA,01,CHIMBOTE,Chimbote,12247,10145,6,1,1,3,1,1,1,3,2,1,4,2,6,1,10.5406563250003
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,0014502,00108,6,1,1,4,1,1,1,3,1,1,2,2,48,2,9.21107902336571
15,LIMA,01,LIMA,15,LA VICTORIA,Lima,2611301,42809,9,1,1,4,1,1,1,2,1,1,2,2,43,2,133.030685853111
15,LIMA,01,LIMA,34,SAN LUIS,Lima,2622602,54063,11,1,1,4,1,1,1,1,1,1,1,1,49,1,133.030685853111
15,LIMA,01,LIMA,34,SAN LUIS,Lima,2622602,54063,11,1,1,4,1,1,1,1,1,2,2,2,47,1,133.030685853111
15,LIMA,01,LIMA,34,SAN LUIS,Lima,2622602,54063,11,1,1,4,1,1,1,1,1,3,8,1,15,1,133.030685853111
15,LIMA,01,LIMA,08,CHORRILLOS,Lima,2757102,61787,2,1,1,4,1,1,1,5,1,1,7,2,54,2,133.030685853111
15,LIMA,01,LIMA,08,CHORRILLOS,Lima,2757102,61787,2,1,1,4,1,1,1,5,1,2,7,1,56,2,133.030685853111
15,LIMA,01,LIMA,08,CHORRILLOS,Lima,2757102,61787,2,1,1,4,1,1,1,5,1,3,9,1,18,2,133.030685853111
15,LIMA,01,LIMA,08,CHORRILLOS,Lima,2757102,61787,2,1,1,4,1,1,1,5,1,4,9,2,78,2,133.030685853111
11,ICA,01,ICA,02,LA TINGUIÑA,Ica,34147,12134,33,1,1,4,1,1,1,1,1,1,1,1,50,2,107.627006861595
11,ICA,01,ICA,02,LA TINGUIÑA,Ica,34147,12134,33,1,1,4,1,1,1,1,1,2,2,2,48,2,107.627006861595
11,ICA,01,ICA,02,LA TINGUIÑA,Ica,34147,12134,33,1,1,4,1,1,1,1,1,3,8,1,28,1,107.627006861595
11,ICA,01,ICA,02,LA TINGUIÑA,Ica,34147,12134,33,1,1,4,1,1,1,1,1,4,8,2,23,1,107.627006861595
11,ICA,01,ICA,02,LA TINGUIÑA,Ica,34147,12134,33,1,1,4,1,1,1,1,1,5,9,2,10,2,107.627006861595
11,ICA,01,ICA,02,LA TINGUIÑA,Ica,34147,12134,33,1,1,4,1,1,1,1,1,6,9,1,8,2,107.627006861595
11,ICA,01,ICA,02,LA TINGUIÑA,Ica,34147,12134,33,1,1,4,1,1,1,1,1,7,9,2,6,2,107.627006861595
04,AREQUIPA,01,AREQUIPA,04,CERRO COLORADO,Arequipa,42126,12604,13,1,1,3,1,1,1,2,1,1,4,2,4,2,44.2092192842152
04,AREQUIPA,01,AREQUIPA,04,CERRO COLORADO,Arequipa,42126,12604,13,1,1,3,1,1,1,2,1,2,1,1,54,2,44.2092192842152
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,44778,00383,6,1,1,5,1,1,1,1,1,1,2,2,49,1,9.21107902336571
15,LIMA,01,LIMA,06,CARABAYLLO,Lima,47043,21050,16,1,1,4,1,1,1,3,1,1,1,1,62,2,133.030685853111
15,LIMA,01,LIMA,06,CARABAYLLO,Lima,47043,21050,16,1,1,4,1,1,1,3,1,2,2,2,60,2,133.030685853111
15,LIMA,01,LIMA,06,CARABAYLLO,Lima,47043,21050,16,1,1,4,1,1,1,3,2,1,9,1,65,2,133.030685853111
15,LIMA,01,LIMA,06,CARABAYLLO,Lima,47043,21050,16,1,1,4,1,1,1,3,2,2,9,2,60,2,133.030685853111
15,LIMA,01,LIMA,41,SURQUILLO,Lima,26844,44163,11,1,1,2,1,1,1,4,2,1,4,2,32,1,99.7730143898332
15,LIMA,01,LIMA,41,SURQUILLO,Lima,26844,44163,11,1,1,2,1,1,1,4,2,2,5,1,34,2,99.7730143898332
15,LIMA,01,LIMA,41,SURQUILLO,Lima,26844,44163,11,1,1,2,1,1,1,4,2,3,6,2,2,2,99.7730143898332
15,LIMA,01,LIMA,08,CHORRILLOS,Lima,27569,62105,23,1,1,2,1,1,1,4,4,1,2,2,67,2,99.7730143898332
15,LIMA,01,LIMA,08,CHORRILLOS,Lima,27569,62105,23,1,1,2,1,1,1,4,4,2,4,1,32,2,99.7730143898332
15,LIMA,01,LIMA,08,CHORRILLOS,Lima,27676,62686,1,1,1,2,1,1,1,6,3,1,2,2,27,2,133.030685853111
15,LIMA,01,LIMA,08,CHORRILLOS,Lima,27676,62686,1,1,1,2,1,1,1,6,3,2,9,2,72,2,133.030685853111
15,LIMA,01,LIMA,08,CHORRILLOS,Lima,27676,62686,1,1,1,2,1,1,1,6,6,1,2,2,88,1,133.030685853111
15,LIMA,01,LIMA,08,CHORRILLOS,Lima,27676,62686,1,1,1,2,1,1,1,6,6,2,9,2,98,1,133.030685853111
15,LIMA,01,LIMA,10,COMAS,Lima,20921,22723,27,1,1,2,1,1,1,3,1,1,2,2,62,2,199.546028779666
15,LIMA,01,LIMA,10,COMAS,Lima,20921,22723,27,1,1,2,1,1,1,3,1,2,8,2,39,2,199.546028779666
15,LIMA,01,LIMA,32,SAN JUAN DE LURIGANCHO,Lima,22830,50925,16,1,1,2,1,1,1,2,1,1,8,2,40,1,133.030685853111
15,LIMA,01,LIMA,32,SAN JUAN DE LURIGANCHO,Lima,22830,50925,16,1,1,2,1,1,1,2,1,2,8,2,32,1,133.030685853111
15,LIMA,01,LIMA,03,ATE,Lima,23801,57216,45,1,1,3,1,1,1,2,1,1,2,2,55,2,399.092057559333
15,LIMA,01,LIMA,03,ATE,Lima,23801,57216,45,1,1,3,1,1,1,2,1,2,4,1,9,2,399.092057559333
15,LIMA,01,LIMA,03,ATE,Lima,23801,57216,45,1,1,3,1,1,1,2,2,1,1,1,52,2,399.092057559333
15,LIMA,01,LIMA,03,ATE,Lima,23801,57216,45,1,1,3,1,1,1,2,2,2,8,2,23,2,399.092057559333
07,LIMA,01,CALLAO,01,CALLAO,Lima,18221,16650,1,1,1,3,1,1,1,2,1,1,1,1,57,2,133.030685853111
07,LIMA,01,CALLAO,01,CALLAO,Lima,18221,16650,1,1,1,3,1,1,1,2,1,2,2,2,56,2,133.030685853111
07,LIMA,01,CALLAO,01,CALLAO,Lima,18221,16650,1,1,1,3,1,1,1,2,1,3,8,2,30,2,133.030685853111
07,LIMA,01,CALLAO,01,CALLAO,Lima,18461,17024,25,1,1,2,1,1,1,3,2,1,2,2,55,1,199.546028779666
07,LIMA,01,CALLAO,04,LA PERLA,Lima,18507,18085,7,1,1,2,1,1,1,1,1,1,2,2,51,2,133.030685853111
07,LIMA,01,CALLAO,04,LA PERLA,Lima,18507,18085,7,1,1,2,1,1,1,1,1,2,8,1,34,2,133.030685853111
07,LIMA,01,CALLAO,04,LA PERLA,Lima,18507,18085,7,1,1,2,1,1,1,1,1,3,9,2,73,2,133.030685853111
15,LIMA,01,LIMA,35,SAN MARTIN DE PORRES,Lima,19439,29346,25,1,1,2,1,1,1,4,1,1,2,2,62,2,199.546028779666
15,LIMA,01,LIMA,35,SAN MARTIN DE PORRES,Lima,19439,29346,25,1,1,2,1,1,1,4,3,1,9,1,54,2,199.546028779666
15,LIMA,01,LIMA,35,SAN MARTIN DE PORRES,Lima,19439,29346,25,1,1,2,1,1,1,4,3,2,9,2,60,2,199.546028779666
15,LIMA,01,LIMA,35,SAN MARTIN DE PORRES,Lima,19788,31549,3,1,1,1,1,1,1,1,1,1,1,1,68,1,99.7730143898332
15,LIMA,01,LIMA,17,LOS OLIVOS,Lima,20434,27693,14,1,1,4,1,1,1,6,6,1,2,2,77,2,133.030685853111
15,LIMA,01,LIMA,17,LOS OLIVOS,Lima,20446,27144,15,1,1,3,1,1,1,1,1,1,2,2,51,1,99.7730143898332
15,LIMA,01,LIMA,17,LOS OLIVOS,Lima,20446,27144,15,1,1,3,1,1,1,1,1,2,8,1,16,1,99.7730143898332
15,LIMA,01,LIMA,17,LOS OLIVOS,Lima,20446,27144,15,1,1,3,1,1,1,1,1,3,8,2,9,1,99.7730143898332
15,LIMA,01,LIMA,42,VILLA EL SALVADOR,Lima,28613,65987,2,1,1,3,1,1,1,2,1,1,4,2,26,2,133.030685853111
15,LIMA,01,LIMA,13,JESUS MARIA,Lima,25679,40588,11,1,1,2,1,1,1,2,1,1,1,1,66,2,133.030685853111
15,LIMA,01,LIMA,13,JESUS MARIA,Lima,25679,40588,11,1,1,2,1,1,1,2,1,2,2,2,66,2,133.030685853111
15,LIMA,01,LIMA,13,JESUS MARIA,Lima,25679,40588,11,1,1,2,1,1,1,2,2,1,4,2,15,2,133.030685853111
15,LIMA,01,LIMA,13,JESUS MARIA,Lima,25679,40588,11,1,1,2,1,1,1,2,2,2,9,2,40,2,133.030685853111
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00059,00727,2,1,1,3,1,1,1,6,1,1,7,1,70,2,7.36886321869257
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00059,00727,2,1,1,3,1,1,1,6,4,1,9,1,70,2,7.36886321869257
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00176,00814,20,1,1,4,1,1,1,4,3,1,2,2,55,2,18.4221580467314
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00176,00814,20,1,1,4,1,1,1,4,3,2,8,1,26,2,18.4221580467314
20,PIURA,01,PIURA,15,VEINTISÉIS DE OCTUBRE,Piura,01181,02216,10,1,1,4,1,1,1,2,1,1,2,2,58,1,31.3682242140087
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10713,08282,22,1,1,2,1,1,1,2,1,1,2,2,49,2,50.5817339726989
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10713,08282,22,1,1,2,1,1,1,2,1,2,8,1,25,2,50.5817339726989
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10713,08282,22,1,1,2,1,1,1,2,1,3,8,2,23,2,50.5817339726989
15,LIMA,01,LIMA,40,SANTIAGO DE SURCO,Lima,27154,45938,11,1,1,2,1,1,1,3,1,1,2,2,65,2,79.8184115118666
15,LIMA,01,LIMA,40,SANTIAGO DE SURCO,Lima,27154,45940,22,1,1,2,1,1,1,2,1,1,2,2,45,2,79.8184115118666
15,LIMA,01,LIMA,40,SANTIAGO DE SURCO,Lima,27154,45940,22,1,1,2,1,1,1,2,1,2,8,2,22,2,79.8184115118666
15,LIMA,01,LIMA,40,SANTIAGO DE SURCO,Lima,27154,45940,22,1,1,2,1,1,1,2,1,3,9,2,71,2,79.8184115118666
04,AREQUIPA,01,AREQUIPA,22,SOCABAYA,Arequipa,43281,14521,9,1,1,2,1,1,1,3,3,1,2,2,55,2,132.627657852645
04,AREQUIPA,01,AREQUIPA,22,SOCABAYA,Arequipa,43281,14521,9,1,1,2,1,1,1,3,3,2,9,2,82,2,132.627657852645
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,1059802,08443,17,1,1,3,1,1,1,5,1,1,1,1,65,2,20.2326935890796
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,1059802,08443,17,1,1,3,1,1,1,5,1,2,2,2,60,2,20.2326935890796
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,1059802,08443,17,1,1,3,1,1,1,5,1,3,4,1,8,2,20.2326935890796
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,1059802,08443,17,1,1,3,1,1,1,5,4,1,1,1,57,2,20.2326935890796
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,1059802,08443,17,1,1,3,1,1,1,5,4,2,2,2,50,2,20.2326935890796
15,LIMA,01,LIMA,40,SANTIAGO DE SURCO,Lima,2729402,46373,2,1,1,2,1,1,1,1,1,1,9,2,38,2,399.092057559333
02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,Chimbote,48970,11055,12,1,1,5,1,1,1,2,1,1,8,1,25,2,17.5677605416671
02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,Chimbote,48970,11055,12,1,1,5,1,1,1,2,1,2,9,2,23,2,17.5677605416671
02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,Chimbote,48970,11055,12,1,1,5,1,1,1,2,1,3,9,2,5,2,17.5677605416671
02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,Chimbote,48970,11055,12,1,1,5,1,1,1,2,1,4,9,2,4,2,17.5677605416671
15,LIMA,01,LIMA,42,VILLA EL SALVADOR,Lima,2828501,65402,11,1,1,4,1,1,1,5,4,1,8,1,54,2,199.546028779666
15,LIMA,01,LIMA,42,VILLA EL SALVADOR,Lima,2828501,65402,11,1,1,4,1,1,1,5,4,2,8,2,56,2,199.546028779666
15,LIMA,01,LIMA,32,SAN JUAN DE LURIGANCHO,Lima,2266902,49364,12,1,1,4,1,1,1,4,3,1,1,1,42,2,99.7730143898332
20,PIURA,01,PIURA,04,CASTILLA,Piura,01570,01950,25,1,1,2,1,1,1,6,6,1,3,1,63,2,18.8209345284052
07,LIMA,01,CALLAO,02,BELLAVISTA,Lima,17898,18285,36,1,1,2,1,1,1,5,5,1,2,2,54,2,399.092057559333
15,LIMA,01,LIMA,17,LOS OLIVOS,Lima,20445,27139,12,1,1,2,1,1,1,4,2,1,1,1,45,1,133.030685853111
15,LIMA,01,LIMA,17,LOS OLIVOS,Lima,20445,27139,12,1,1,2,1,1,1,4,2,2,2,2,42,1,133.030685853111
15,LIMA,01,LIMA,17,LOS OLIVOS,Lima,20445,27139,12,1,1,2,1,1,1,4,2,3,4,2,6,1,133.030685853111
15,LIMA,01,LIMA,17,LOS OLIVOS,Lima,20445,27139,12,1,1,2,1,1,1,4,2,4,8,2,15,2,133.030685853111
15,LIMA,01,LIMA,17,LOS OLIVOS,Lima,20445,27139,12,1,1,2,1,1,1,4,2,5,8,2,10,2,133.030685853111
15,LIMA,01,LIMA,17,LOS OLIVOS,Lima,20445,27139,12,1,1,2,1,1,1,4,2,6,9,2,61,1,133.030685853111
15,LIMA,01,LIMA,17,LOS OLIVOS,Lima,20445,27139,12,1,1,2,1,1,1,4,2,7,9,2,84,1,133.030685853111
15,LIMA,01,LIMA,17,LOS OLIVOS,Lima,20445,27139,12,1,1,2,1,1,1,4,2,8,9,1,55,2,133.030685853111
15,LIMA,01,LIMA,17,LOS OLIVOS,Lima,20445,27139,12,1,1,2,1,1,1,4,2,9,9,1,39,1,133.030685853111
15,LIMA,01,LIMA,17,LOS OLIVOS,Lima,20445,27139,12,1,1,2,1,1,1,4,3,1,4,2,5,1,133.030685853111
15,LIMA,01,LIMA,17,LOS OLIVOS,Lima,20445,27139,12,1,1,2,1,1,1,4,3,2,4,2,3,1,133.030685853111
15,LIMA,01,LIMA,17,LOS OLIVOS,Lima,20445,27139,12,1,1,2,1,1,1,4,3,3,4,2,1,1,133.030685853111
15,LIMA,01,LIMA,17,LOS OLIVOS,Lima,20445,27139,12,1,1,2,1,1,1,4,3,4,1,1,78,1,133.030685853111
15,LIMA,01,LIMA,17,LOS OLIVOS,Lima,20445,27139,12,1,1,2,1,1,1,4,3,5,2,2,75,1,133.030685853111
14,LAMBAYEQUE,01,CHICLAYO,01,CHICLAYO,Chiclayo,0345002,03811,19,1,1,2,1,1,1,6,1,1,4,1,14,1,27.065
14,LAMBAYEQUE,01,CHICLAYO,01,CHICLAYO,Chiclayo,0345002,03811,19,1,1,2,1,1,1,6,4,1,1,1,36,2,27.065
14,LAMBAYEQUE,01,CHICLAYO,01,CHICLAYO,Chiclayo,0345002,03811,19,1,1,2,1,1,1,6,4,2,8,1,14,1,27.065
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,1039001,06304,10,1,1,2,1,1,1,1,1,1,4,1,5,1,25.2908669863495
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,1065802,07371,6,1,1,3,1,1,1,3,1,1,8,2,22,2,33.7211559817993
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,1065802,07371,6,1,1,3,1,1,1,3,1,2,8,1,20,2,33.7211559817993
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,1065802,07371,6,1,1,3,1,1,1,3,2,1,4,2,5,1,33.7211559817993
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,1065802,07371,6,1,1,3,1,1,1,3,2,2,4,2,5,1,33.7211559817993
07,LIMA,01,CALLAO,03,CARMEN DE LA LEGUA REYNOSO,Lima,1780902,18970,13,1,1,4,1,1,1,3,1,1,4,1,15,1,99.7730143898332
07,LIMA,01,CALLAO,03,CARMEN DE LA LEGUA REYNOSO,Lima,1780902,18970,13,1,1,4,1,1,1,3,1,2,4,1,14,1,99.7730143898332
07,LIMA,01,CALLAO,03,CARMEN DE LA LEGUA REYNOSO,Lima,1780902,18970,13,1,1,4,1,1,1,3,1,3,4,1,8,1,99.7730143898332
15,LIMA,01,LIMA,15,LA VICTORIA,Lima,2604501,41476,17,1,1,3,1,1,1,6,2,2,9,1,18,2,133.030685853111
15,LIMA,01,LIMA,22,MIRAFLORES,Lima,2665402,44621,25,1,1,3,1,1,1,4,1,1,1,1,81,2,199.546028779666
15,LIMA,01,LIMA,22,MIRAFLORES,Lima,2665402,44621,25,1,1,3,1,1,1,4,1,2,2,2,76,2,199.546028779666
15,LIMA,01,LIMA,42,VILLA EL SALVADOR,Lima,2828501,65402,11,1,1,4,1,1,1,5,5,1,9,1,54,2,199.546028779666
15,LIMA,01,LIMA,42,VILLA EL SALVADOR,Lima,2828501,65402,11,1,1,4,1,1,1,5,5,2,9,2,56,2,199.546028779666
11,ICA,01,ICA,01,ICA,Ica,34307,11361,19,1,1,3,1,1,1,7,2,1,1,1,67,2,107.627006861595
11,ICA,01,ICA,01,ICA,Ica,34313,11256,17,1,1,2,1,1,1,3,2,1,2,2,63,1,21.5254013723191
11,ICA,01,ICA,01,ICA,Ica,34313,11256,17,1,1,2,1,1,1,3,2,2,8,2,39,1,21.5254013723191
11,ICA,01,ICA,01,ICA,Ica,34328,11368,11,1,1,2,1,1,1,2,1,1,4,1,18,2,35.8756689538651
11,ICA,01,ICA,01,ICA,Ica,34328,11368,11,1,1,2,1,1,1,2,2,1,3,2,25,1,35.8756689538651
11,ICA,01,ICA,01,ICA,Ica,34328,11368,11,1,1,2,1,1,1,2,2,2,4,2,3,1,35.8756689538651
15,LIMA,01,LIMA,08,CHORRILLOS,Lima,27676,62686,1,1,1,2,1,1,1,6,2,2,2,2,64,2,133.030685853111
15,LIMA,01,LIMA,08,CHORRILLOS,Lima,27676,62687,2,1,1,2,1,1,1,2,1,1,4,2,10,1,133.030685853111
15,LIMA,01,LIMA,08,CHORRILLOS,Lima,27676,62687,2,1,1,2,1,1,1,2,1,2,4,1,6,1,133.030685853111
15,LIMA,01,LIMA,10,COMAS,Lima,20921,22723,27,1,1,2,1,1,1,3,4,1,9,2,46,2,199.546028779666
15,LIMA,01,LIMA,10,COMAS,Lima,21129,23831,35,1,1,3,1,1,1,3,2,1,8,2,20,1,399.092057559333
15,LIMA,01,LIMA,32,SAN JUAN DE LURIGANCHO,Lima,22548,48334,9,1,1,3,1,1,1,3,1,1,2,2,62,1,133.030685853111
15,LIMA,01,LIMA,32,SAN JUAN DE LURIGANCHO,Lima,22548,48334,9,1,1,3,1,1,1,3,2,1,1,1,53,1,133.030685853111
15,LIMA,01,LIMA,32,SAN JUAN DE LURIGANCHO,Lima,22548,48334,9,1,1,3,1,1,1,3,2,2,2,2,53,1,133.030685853111
15,LIMA,01,LIMA,32,SAN JUAN DE LURIGANCHO,Lima,22548,48334,9,1,1,3,1,1,1,3,2,3,8,2,34,2,133.030685853111
15,LIMA,01,LIMA,32,SAN JUAN DE LURIGANCHO,Lima,22548,48334,9,1,1,3,1,1,1,3,2,4,8,1,17,2,133.030685853111
15,LIMA,01,LIMA,32,SAN JUAN DE LURIGANCHO,Lima,22548,48334,9,1,1,3,1,1,1,3,2,5,8,1,14,2,133.030685853111
15,LIMA,01,LIMA,03,ATE,Lima,23559,58762,10,1,1,3,1,1,1,2,2,1,1,1,71,2,133.030685853111
15,LIMA,01,LIMA,03,ATE,Lima,23559,58762,10,1,1,3,1,1,1,2,2,2,2,2,60,2,133.030685853111
15,LIMA,01,LIMA,01,LIMA,Lima,24667,35672,1,1,1,3,1,1,1,4,1,1,8,1,22,1,99.7730143898332
07,LIMA,01,CALLAO,03,CARMEN DE LA LEGUA REYNOSO,Lima,17806,18951,2,1,1,2,1,1,1,2,1,1,3,2,43,2,99.7730143898332
07,LIMA,01,CALLAO,03,CARMEN DE LA LEGUA REYNOSO,Lima,17806,18951,2,1,1,2,1,1,1,2,1,2,4,2,21,1,99.7730143898332
07,LIMA,01,CALLAO,03,CARMEN DE LA LEGUA REYNOSO,Lima,17806,18951,2,1,1,2,1,1,1,2,1,3,4,1,16,1,99.7730143898332
07,LIMA,01,CALLAO,03,CARMEN DE LA LEGUA REYNOSO,Lima,17806,18951,2,1,1,2,1,1,1,2,2,1,3,2,33,1,99.7730143898332
07,LIMA,01,CALLAO,03,CARMEN DE LA LEGUA REYNOSO,Lima,17806,18951,2,1,1,2,1,1,1,2,2,2,4,1,11,1,99.7730143898332
07,LIMA,01,CALLAO,03,CARMEN DE LA LEGUA REYNOSO,Lima,17806,18951,2,1,1,2,1,1,1,2,2,3,4,1,7,1,99.7730143898332
07,LIMA,01,CALLAO,01,CALLAO,Lima,18104,15615,10,1,1,2,1,1,1,2,1,1,2,2,88,2,133.030685853111
07,LIMA,01,CALLAO,01,CALLAO,Lima,18108,15608,18,1,1,2,1,1,1,3,1,1,4,2,15,1,199.546028779666
07,LIMA,01,CALLAO,01,CALLAO,Lima,18108,15608,18,1,1,2,1,1,1,3,1,2,4,2,16,1,199.546028779666
07,LIMA,01,CALLAO,04,LA PERLA,Lima,1854102,17900,1,1,1,3,1,1,1,5,4,1,4,2,11,2,199.546028779666
07,LIMA,01,CALLAO,04,LA PERLA,Lima,1854102,17900,1,1,1,3,1,1,1,5,4,2,4,1,3,2,199.546028779666
15,LIMA,01,LIMA,35,SAN MARTIN DE PORRES,Lima,1995701,32671,25,1,1,3,1,1,1,5,2,1,2,2,71,2,133.030685853111
15,LIMA,01,LIMA,20,MAGDALENA DEL MAR,Lima,2564201,39245,24,1,1,2,1,1,1,1,2,1,4,1,20,1,399.092057559333
15,LIMA,01,LIMA,15,LA VICTORIA,Lima,2611301,42809,9,1,1,4,1,1,1,2,2,1,9,2,43,2,133.030685853111
15,LIMA,01,LIMA,08,CHORRILLOS,Lima,2757102,61787,2,1,1,4,1,1,1,5,2,1,2,2,54,2,133.030685853111
15,LIMA,01,LIMA,08,CHORRILLOS,Lima,2757102,61787,2,1,1,4,1,1,1,5,2,2,1,1,56,2,133.030685853111
15,LIMA,01,LIMA,08,CHORRILLOS,Lima,2757102,61787,2,1,1,4,1,1,1,5,2,3,8,1,18,2,133.030685853111
15,LIMA,01,LIMA,08,CHORRILLOS,Lima,2757102,61787,2,1,1,4,1,1,1,5,2,4,9,2,78,2,133.030685853111
15,LIMA,01,LIMA,42,VILLA EL SALVADOR,Lima,2828501,65402,11,1,1,4,1,1,1,5,1,1,9,1,54,2,199.546028779666
15,LIMA,01,LIMA,42,VILLA EL SALVADOR,Lima,2828501,65402,11,1,1,4,1,1,1,5,1,2,9,2,56,2,199.546028779666
15,LIMA,01,LIMA,10,COMAS,Lima,20848,22170,24,1,1,3,1,1,1,1,1,1,1,1,72,2,99.7730143898332
15,LIMA,01,LIMA,10,COMAS,Lima,20848,22170,24,1,1,3,1,1,1,1,1,2,2,2,56,2,99.7730143898332
15,LIMA,01,LIMA,34,SAN LUIS,Lima,26164,53544,15,1,1,4,1,1,1,3,1,1,2,2,54,2,199.546028779666
15,LIMA,01,LIMA,34,SAN LUIS,Lima,26164,53544,15,1,1,4,1,1,1,3,1,2,4,1,6,1,199.546028779666
