CCDD,DEPARTAMENTO,CCPP,PROVINCIA,CCDI,DISTRITO,CIUDAD,CONGLOMERADO,NSELV,VIVIENDA,ESTRATO,VRESFIN,RESFIN,PRESFIN,THOGAR,NHOGAR,P15,P15_N,P200_N,INF_300,P301_D,P301_M,P301_A,P302,P303_MES,P303_ANIO,P304,P305,P306_1,P306_2,P306_3,P306_4,P306_5,P306_6,P306_7,P307,P307A,P308,P309,P309_1,P310_E,P311,P312,P313,factorfinal
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00176,00814,20,4.Medio alto,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,4,3,3,27,10,1993,35,10,2021,1.Tumbes,2.No,1.Cédula de identidad vigente,0,3.Pasaporte vigente,0,0,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,7.Otro,5.No solicité refugio,1.No tengo información/no sé qué es, ,07,1.Sí, ,1.Sí,18.4221580467314
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00176,00814,20,4.Medio alto,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,4,4,4,17,08,1999,35,3,2022,1.Tumbes,2.No,0,2.Cédula de identidad vencida,0,0,0,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,1.No me enteré de que existían estas posibilidades,5.No solicité refugio,1.No tengo información/no sé qué es, ,07,1.Sí, ,1.Sí,18.4221580467314
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00176,00817,11,4.Medio alto,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,4,1,1,22,02,1977,35,11,2019,1.Tumbes,1.Sí,0,2.Cédula de identidad vencida,0,0,0,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,7.Otro,"1.Sí, solicité refugio, decisión pendiente", , ,17,1.Sí, ,2.No,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00176,00817,11,4.Medio alto,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,4,2,2,22,02,1965,35,11,2019,1.Tumbes,2.No,1.Cédula de identidad vigente,0,0,0,0,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,1.No me enteré de que existían estas posibilidades,"1.Sí, solicité refugio, decisión pendiente", , ,17,1.Sí, ,2.No,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00176,00817,11,4.Medio alto,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,4,3,3,18,08,1999,35,11,2019,1.Tumbes,2.No,1.Cédula de identidad vigente,0,0,0,0,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,7.Otro,5.No solicité refugio,1.No tengo información/no sé qué es, ,17,1.Sí, ,1.Sí,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00176,00817,11,4.Medio alto,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,4,5,3,16,11,2020,27,11,2020,1.Tumbes,2.No,0,0,0,0,0,0,7.NO TIENE NINGÚN DOCUMENTO,13.DNI, ,5.No solicité refugio,8.No he necesitado,2.Cuenta con DNI,17,1.Sí, , ,12.2814386978209
20,PIURA,01,PIURA,15,VEINTISÉIS DE OCTUBRE,Piura,01176,02213,9,4.Medio alto,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,1,1,1,27,04,1984,35,1,2021,1.Tumbes,2.No,1.Cédula de identidad vigente,0,0,0,0,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,1.No me enteré de que existían estas posibilidades,5.No solicité refugio,1.No tengo información/no sé qué es, ,12,1.Sí, ,1.Sí,31.3682242140087
20,PIURA,01,PIURA,15,VEINTISÉIS DE OCTUBRE,Piura,01178,02207,5,3.Medio,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,1,1,1,20,08,1976,35,3,2019,1.Tumbes,1.Sí,1.Cédula de identidad vigente,0,0,0,0,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,5.No tengo los medios electrónicos para ingresar a la Plataforma de Migraciones,5.No solicité refugio,6.Problemas económicos, ,14,2.No,4.Regresar a Venezuela,2.No,31.3682242140087
20,PIURA,01,PIURA,15,VEINTISÉIS DE OCTUBRE,Piura,01181,02214,20,4.Medio alto,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,8,1,1,07,05,1995,35,9,2019,1.Tumbes,2.No,1.Cédula de identidad vigente,0,0,0,0,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,5.No tengo los medios electrónicos para ingresar a la Plataforma de Migraciones,5.No solicité refugio,2.No sé cómo hacerlo, ,02,1.Sí, ,1.Sí,31.3682242140087
20,PIURA,01,PIURA,15,VEINTISÉIS DE OCTUBRE,Piura,01181,02214,20,4.Medio alto,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,8,2,2,07,11,1993,35,9,2019,1.Tumbes,2.No,0,2.Cédula de identidad vencida,0,0,0,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,7.Otro,5.No solicité refugio,2.No sé cómo hacerlo, ,02,1.Sí, ,1.Sí,31.3682242140087
20,PIURA,01,PIURA,15,VEINTISÉIS DE OCTUBRE,Piura,01181,02214,20,4.Medio alto,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,8,3,2,08,11,2009,35,1,2022,1.Tumbes,2.No,1.Cédula de identidad vigente,0,0,0,0,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,4.No tengo alternativas migratorias,5.No solicité refugio,2.No sé cómo hacerlo, ,02,1.Sí, ,1.Sí,31.3682242140087
20,PIURA,01,PIURA,15,VEINTISÉIS DE OCTUBRE,Piura,01181,02214,20,4.Medio alto,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,8,4,4,11,11,1993,35,12,2021,1.Tumbes,2.No,1.Cédula de identidad vigente,0,0,0,0,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,4.No tengo alternativas migratorias,5.No solicité refugio,2.No sé cómo hacerlo, ,02,1.Sí, ,2.No,31.3682242140087
20,PIURA,01,PIURA,15,VEINTISÉIS DE OCTUBRE,Piura,01181,02214,20,4.Medio alto,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,8,5,5,07,03,1994,35,1,2022,1.Tumbes,2.No,1.Cédula de identidad vigente,0,0,0,0,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,1.No me enteré de que existían estas posibilidades,5.No solicité refugio,2.No sé cómo hacerlo, ,02,1.Sí, ,1.Sí,31.3682242140087
20,PIURA,01,PIURA,15,VEINTISÉIS DE OCTUBRE,Piura,01181,02214,20,4.Medio alto,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,8,6,5,03,08,2018,35,1,2022,1.Tumbes,2.No,0,0,0,0,5.Certificado o partida de nacimiento,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,4.No tengo alternativas migratorias,5.No solicité refugio,2.No sé cómo hacerlo, ,02,1.Sí, , ,31.3682242140087
20,PIURA,01,PIURA,15,VEINTISÉIS DE OCTUBRE,Piura,01181,02214,20,4.Medio alto,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,8,7,7,18,05,2000,35,1,2019,1.Tumbes,1.Sí,1.Cédula de identidad vigente,0,0,0,0,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,4.No tengo alternativas migratorias,5.No solicité refugio,2.No sé cómo hacerlo, ,02,1.Sí, ,1.Sí,31.3682242140087
20,PIURA,01,PIURA,15,VEINTISÉIS DE OCTUBRE,Piura,01181,02214,20,4.Medio alto,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,8,8,8,21,11,2006,35,2,2019,1.Tumbes,1.Sí,1.Cédula de identidad vigente,0,0,0,0,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,5.No tengo los medios electrónicos para ingresar a la Plataforma de Migraciones,5.No solicité refugio,2.No sé cómo hacerlo, ,02,1.Sí, ,2.No,31.3682242140087
20,PIURA,01,PIURA,15,VEINTISÉIS DE OCTUBRE,Piura,01181,02216,10,4.Medio alto,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,2,1,1,13,03,1997,35,8,2019,1.Tumbes,2.No,1.Cédula de identidad vigente,0,0,0,0,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,5.No tengo los medios electrónicos para ingresar a la Plataforma de Migraciones,5.No solicité refugio,"3.Lo intenté, pero la plataforma no funciona", ,14,1.Sí, ,1.Sí,31.3682242140087
20,PIURA,01,PIURA,15,VEINTISÉIS DE OCTUBRE,Piura,01181,02216,10,4.Medio alto,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,2,2,2,11,06,2002,35,8,2019,1.Tumbes,2.No,1.Cédula de identidad vigente,0,0,0,0,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,5.No tengo los medios electrónicos para ingresar a la Plataforma de Migraciones,5.No solicité refugio,2.No sé cómo hacerlo, ,14,2.No,1.Chile,1.Sí,31.3682242140087
20,PIURA,01,PIURA,15,VEINTISÉIS DE OCTUBRE,Piura,01181,02217,11,4.Medio alto,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,4,1,1,24,11,1990,35,11,2020,1.Tumbes,2.No,1.Cédula de identidad vigente,0,3.Pasaporte vigente,0,0,0,0,7.Carné de extranjería por refugiado, ,"3.Sí, soy refugiado reconocido, con carné de extranjería", , ,05,1.Sí, ,2.No,31.3682242140087
20,PIURA,01,PIURA,15,VEINTISÉIS DE OCTUBRE,Piura,01181,02217,11,4.Medio alto,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,4,2,2,26,05,1995,35,11,2020,1.Tumbes,2.No,1.Cédula de identidad vigente,0,3.Pasaporte vigente,0,0,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,5.No tengo los medios electrónicos para ingresar a la Plataforma de Migraciones,"2.Sí, solicité pero abandone mi solicitud", , ,05,1.Sí, ,2.No,31.3682242140087
20,PIURA,01,PIURA,15,VEINTISÉIS DE OCTUBRE,Piura,01181,02217,11,4.Medio alto,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,4,4,4,06,06,2001,35,6,2018,1.Tumbes,2.No,1.Cédula de identidad vigente,0,0,0,0,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,4.No tengo alternativas migratorias,5.No solicité refugio,"3.Lo intenté, pero la plataforma no funciona", ,05,1.Sí, ,1.Sí,31.3682242140087
20,PIURA,01,PIURA,15,VEINTISÉIS DE OCTUBRE,Piura,01181,02217,11,4.Medio alto,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,4,6,6,06,09,1965,35,11,2020,1.Tumbes,2.No,1.Cédula de identidad vigente,0,0,4.Pasaporte vencido,0,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,5.No tengo los medios electrónicos para ingresar a la Plataforma de Migraciones,5.No solicité refugio,2.No sé cómo hacerlo, ,05,1.Sí, ,1.Sí,31.3682242140087
20,PIURA,01,PIURA,15,VEINTISÉIS DE OCTUBRE,Piura,01182,02209,18,3.Medio,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,3,1,1,14,12,2001,35,11,2021,1.Tumbes,2.No,1.Cédula de identidad vigente,0,0,0,0,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,1.No me enteré de que existían estas posibilidades,5.No solicité refugio,2.No sé cómo hacerlo, ,02,1.Sí, ,1.Sí,31.3682242140087
20,PIURA,01,PIURA,15,VEINTISÉIS DE OCTUBRE,Piura,01182,02209,18,3.Medio,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,3,2,1,26,08,2021,35,11,2021,1.Tumbes,2.No,0,0,0,0,5.Certificado o partida de nacimiento,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,4.No tengo alternativas migratorias,5.No solicité refugio,2.No sé cómo hacerlo, ,02,1.Sí, , ,31.3682242140087
20,PIURA,01,PIURA,15,VEINTISÉIS DE OCTUBRE,Piura,01182,02209,18,3.Medio,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,3,3,3,03,04,2001,35,11,2021,1.Tumbes,2.No,1.Cédula de identidad vigente,0,0,0,0,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,5.No tengo los medios electrónicos para ingresar a la Plataforma de Migraciones,5.No solicité refugio,1.No tengo información/no sé qué es, ,02,1.Sí, ,1.Sí,31.3682242140087
20,PIURA,01,PIURA,15,VEINTISÉIS DE OCTUBRE,Piura,01182,02210,19,3.Medio,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,3,1,1,28,07,1983,35,12,2018,1.Tumbes,1.Sí,1.Cédula de identidad vigente,0,0,0,0,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,4.No tengo alternativas migratorias,"2.Sí, solicité pero abandone mi solicitud", , ,02,1.Sí, ,1.Sí,31.3682242140087
20,PIURA,01,PIURA,15,VEINTISÉIS DE OCTUBRE,Piura,01182,02210,19,3.Medio,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,3,2,2,08,10,2001,35,1,2019,1.Tumbes,1.Sí,1.Cédula de identidad vigente,0,0,0,0,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,3.Tengo multa y no he podido cancelarla,5.No solicité refugio,6.Problemas económicos, ,02,1.Sí, ,1.Sí,31.3682242140087
20,PIURA,01,PIURA,15,VEINTISÉIS DE OCTUBRE,Piura,01182,02210,19,3.Medio,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,3,3,1,03,11,2016,35,1,2019,1.Tumbes,1.Sí,0,0,0,0,5.Certificado o partida de nacimiento,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,5.No tengo los medios electrónicos para ingresar a la Plataforma de Migraciones,"1.Sí, solicité refugio, decisión pendiente", , ,02,1.Sí, , ,31.3682242140087
20,PIURA,01,PIURA,15,VEINTISÉIS DE OCTUBRE,Piura,01182,02211,7,3.Medio,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,4,1,1,05,12,1985,35,2,2019,1.Tumbes,1.Sí,1.Cédula de identidad vigente,0,0,0,0,0,0,1.Carné de Permiso Temporal de Permanencia (CPP), ,5.No solicité refugio,8.No he necesitado,3.Otro,23,1.Sí, ,2.No,31.3682242140087
20,PIURA,01,PIURA,15,VEINTISÉIS DE OCTUBRE,Piura,01182,02211,7,3.Medio,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,4,2,2,27,02,1984,35,11,2021,1.Tumbes,2.No,1.Cédula de identidad vigente,0,0,0,0,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,7.Otro,5.No solicité refugio,2.No sé cómo hacerlo, ,23,1.Sí, ,2.No,31.3682242140087
20,PIURA,01,PIURA,15,VEINTISÉIS DE OCTUBRE,Piura,01182,02211,7,3.Medio,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,4,3,3,07,11,2007,35,11,2021,1.Tumbes,2.No,1.Cédula de identidad vigente,0,0,0,5.Certificado o partida de nacimiento,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,7.Otro,5.No solicité refugio,2.No sé cómo hacerlo, ,23,2.No,4.Regresar a Venezuela,2.No,31.3682242140087
20,PIURA,01,PIURA,15,VEINTISÉIS DE OCTUBRE,Piura,01182,02211,7,3.Medio,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,4,4,2,10,03,2012,35,11,2021,1.Tumbes,2.No,1.Cédula de identidad vigente,0,0,0,5.Certificado o partida de nacimiento,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,7.Otro,5.No solicité refugio,2.No sé cómo hacerlo, ,23,1.Sí, , ,31.3682242140087
20,PIURA,01,PIURA,01,PIURA,Piura,01209,01252,2,1.Bajo,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,1,3,3,17,07,1979,35,10,2018,1.Tumbes,1.Sí,1.Cédula de identidad vigente,0,0,4.Pasaporte vencido,0,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,3.Tengo multa y no he podido cancelarla,"4.Sí, pero fue denegada", , ,07,1.Sí, ,1.Sí,47.0523363210131
20,PIURA,01,PIURA,15,VEINTISÉIS DE OCTUBRE,Piura,01214,02224,24,3.Medio,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,4,1,1,20,12,1982,35,5,2018,1.Tumbes,1.Sí,1.Cédula de identidad vigente,0,0,4.Pasaporte vencido,0,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,7.Otro,"1.Sí, solicité refugio, decisión pendiente", , ,02,2.No,4.Regresar a Venezuela,2.No,31.3682242140087
20,PIURA,01,PIURA,15,VEINTISÉIS DE OCTUBRE,Piura,01214,02224,24,3.Medio,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,4,2,2,28,10,1989,35,11,2018,1.Tumbes,1.Sí,0,0,0,0,0,0,7.NO TIENE NINGÚN DOCUMENTO,15.NO CUENTA CON UN PERMISO MIGRATORIO,7.Otro,"1.Sí, solicité refugio, decisión pendiente", , ,02,2.No,4.Regresar a Venezuela,2.No,31.3682242140087
20,PIURA,01,PIURA,15,VEINTISÉIS DE OCTUBRE,Piura,01214,02224,24,3.Medio,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,4,3,3,24,09,2003,35,5,2019,1.Tumbes,2.No,1.Cédula de identidad vigente,0,0,0,0,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,7.Otro,5.No solicité refugio,1.No tengo información/no sé qué es, ,02,1.Sí, ,2.No,31.3682242140087
20,PIURA,01,PIURA,15,VEINTISÉIS DE OCTUBRE,Piura,01214,02224,24,3.Medio,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,4,4,3,19,03,2013,35,5,2019,1.Tumbes,2.No,0,0,0,0,5.Certificado o partida de nacimiento,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,7.Otro,5.No solicité refugio,1.No tengo información/no sé qué es, ,02,1.Sí, , ,31.3682242140087
20,PIURA,01,PIURA,15,VEINTISÉIS DE OCTUBRE,Piura,01214,02223,15,3.Medio,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,1,1,1,21,05,1998,35,2,2021,1.Tumbes,2.No,1.Cédula de identidad vigente,0,0,0,0,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,5.No tengo los medios electrónicos para ingresar a la Plataforma de Migraciones,5.No solicité refugio,1.No tengo información/no sé qué es, ,04,2.No,4.Regresar a Venezuela,1.Sí,31.3682242140087
20,PIURA,01,PIURA,15,VEINTISÉIS DE OCTUBRE,Piura,01215,02222,14,3.Medio,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,9,1,1,04,03,1987,35,8,2018,1.Tumbes,1.Sí,1.Cédula de identidad vigente,0,0,4.Pasaporte vencido,0,0,0,3.Carné de extranjería por PTP, ,5.No solicité refugio,8.No he necesitado,1.Cuenta con carné de Extranjería,02,1.Sí, ,1.Sí,31.3682242140087
20,PIURA,01,PIURA,15,VEINTISÉIS DE OCTUBRE,Piura,01215,02222,14,3.Medio,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,9,2,2,07,02,1991,35,12,2018,1.Tumbes,1.Sí,0,0,0,4.Pasaporte vencido,0,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,7.Otro,5.No solicité refugio,1.No tengo información/no sé qué es, ,02,1.Sí, ,1.Sí,31.3682242140087
20,PIURA,01,PIURA,15,VEINTISÉIS DE OCTUBRE,Piura,01215,02222,14,3.Medio,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,9,3,1,12,12,2015,35,12,2018,1.Tumbes,1.Sí,0,0,0,0,5.Certificado o partida de nacimiento,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,7.Otro,5.No solicité refugio,1.No tengo información/no sé qué es, ,02,1.Sí, , ,31.3682242140087
20,PIURA,01,PIURA,15,VEINTISÉIS DE OCTUBRE,Piura,01215,02222,14,3.Medio,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,9,4,4,05,07,1990,35,9,2019,1.Tumbes,1.Sí,0,2.Cédula de identidad vencida,0,4.Pasaporte vencido,0,0,0,3.Carné de extranjería por PTP, ,5.No solicité refugio,8.No he necesitado,1.Cuenta con carné de Extranjería,02,2.No,4.Regresar a Venezuela,1.Sí,31.3682242140087
20,PIURA,01,PIURA,15,VEINTISÉIS DE OCTUBRE,Piura,01215,02222,14,3.Medio,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,9,5,5,17,11,1991,35,8,2021,1.Tumbes,2.No,1.Cédula de identidad vigente,0,0,4.Pasaporte vencido,0,0,0,1.Carné de Permiso Temporal de Permanencia (CPP), ,5.No solicité refugio,1.No tengo información/no sé qué es, ,02,2.No,4.Regresar a Venezuela,2.No,31.3682242140087
20,PIURA,01,PIURA,15,VEINTISÉIS DE OCTUBRE,Piura,01215,02222,14,3.Medio,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,9,6,5,23,08,2015,35,8,2021,1.Tumbes,2.No,0,0,0,4.Pasaporte vencido,5.Certificado o partida de nacimiento,0,0,1.Carné de Permiso Temporal de Permanencia (CPP), ,5.No solicité refugio,1.No tengo información/no sé qué es, ,02,2.No,4.Regresar a Venezuela, ,31.3682242140087
20,PIURA,01,PIURA,15,VEINTISÉIS DE OCTUBRE,Piura,01215,02222,14,3.Medio,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,9,7,7,08,04,1994,35,8,2020,1.Tumbes,2.No,1.Cédula de identidad vigente,0,0,0,0,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,7.Otro,5.No solicité refugio,1.No tengo información/no sé qué es, ,02,1.Sí, ,1.Sí,31.3682242140087
20,PIURA,01,PIURA,15,VEINTISÉIS DE OCTUBRE,Piura,01215,02222,14,3.Medio,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,9,8,7,14,08,2018,35,8,2020,1.Tumbes,2.No,0,0,0,0,5.Certificado o partida de nacimiento,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,1.No me enteré de que existían estas posibilidades,5.No solicité refugio,1.No tengo información/no sé qué es, ,02,1.Sí, , ,31.3682242140087
20,PIURA,01,PIURA,15,VEINTISÉIS DE OCTUBRE,Piura,01215,02222,14,3.Medio,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,9,9,7,23,04,2020,35,8,2020,1.Tumbes,2.No,0,0,0,0,5.Certificado o partida de nacimiento,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,1.No me enteré de que existían estas posibilidades,5.No solicité refugio,1.No tengo información/no sé qué es, ,02,1.Sí, , ,31.3682242140087
20,PIURA,01,PIURA,01,PIURA,Piura,01219,01142,27,2.Medio bajo,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,5,5,5,19,08,1994,35,1,2018,1.Tumbes,1.Sí,1.Cédula de identidad vigente,0,0,0,0,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,7.Otro,"1.Sí, solicité refugio, decisión pendiente", , ,16,1.Sí, ,1.Sí,23.5261681605066
20,PIURA,01,PIURA,01,PIURA,Piura,01219,01142,27,2.Medio bajo,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,5,6,6,08,01,1984,35,1,2022,1.Tumbes,2.No,1.Cédula de identidad vigente,0,0,0,0,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,6.No tengo interés en tramitarlo/solicitarlo,5.No solicité refugio,2.No sé cómo hacerlo, ,16,2.No,4.Regresar a Venezuela,1.Sí,23.5261681605066
20,PIURA,01,PIURA,01,PIURA,Piura,01219,01142,27,2.Medio bajo,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,5,7,7,20,12,2000,35,12,2018,1.Tumbes,1.Sí,1.Cédula de identidad vigente,0,0,0,0,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,3.Tengo multa y no he podido cancelarla,5.No solicité refugio,5.Me dijeron que no era necesario, ,16,1.Sí, ,1.Sí,23.5261681605066
20,PIURA,01,PIURA,01,PIURA,Piura,01219,01142,27,2.Medio bajo,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,5,8,7,29,08,2017,35,12,2018,1.Tumbes,1.Sí,0,0,0,0,5.Certificado o partida de nacimiento,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,3.Tengo multa y no he podido cancelarla,5.No solicité refugio,5.Me dijeron que no era necesario, ,16,1.Sí, , ,23.5261681605066
20,PIURA,01,PIURA,01,PIURA,Piura,01219,01142,27,2.Medio bajo,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,5,9,7,23,10,2021,27,10,2021,1.Tumbes,1.Sí,0,0,0,0,5.Certificado o partida de nacimiento,0,0,13.DNI, ,5.No solicité refugio,8.No he necesitado,2.Cuenta con DNI,16,1.Sí, , ,23.5261681605066
20,PIURA,01,PIURA,01,PIURA,Piura,01219,01143,28,2.Medio bajo,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,1,4,4,24,07,1998,35,1,2022,4.Lima Aeropuerto,1.Sí,1.Cédula de identidad vigente,0,3.Pasaporte vigente,0,0,0,0,3.Carné de extranjería por PTP, ,"3.Sí, soy refugiado reconocido, con carné de extranjería", , ,22,1.Sí, ,1.Sí,23.5261681605066
20,PIURA,01,PIURA,01,PIURA,Piura,01219,01144,29,2.Medio bajo,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,7,1,1,05,01,1987,35,1,2020,1.Tumbes,1.Sí,1.Cédula de identidad vigente,0,3.Pasaporte vigente,0,0,0,0,5.Carné de extranjería por familiar de residente, ,5.No solicité refugio,1.No tengo información/no sé qué es, ,07,1.Sí, ,2.No,23.5261681605066
20,PIURA,01,PIURA,01,PIURA,Piura,01219,01144,29,2.Medio bajo,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,7,2,2,09,06,1990,35,12,2020,1.Tumbes,2.No,1.Cédula de identidad vigente,0,0,0,0,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,7.Otro,5.No solicité refugio,1.No tengo información/no sé qué es, ,07,1.Sí, ,2.No,23.5261681605066
20,PIURA,01,PIURA,01,PIURA,Piura,01219,01144,29,2.Medio bajo,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,7,3,3,04,10,2008,35,12,2020,1.Tumbes,2.No,1.Cédula de identidad vigente,0,0,0,0,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,7.Otro,5.No solicité refugio,1.No tengo información/no sé qué es, ,07,1.Sí, ,2.No,23.5261681605066
20,PIURA,01,PIURA,01,PIURA,Piura,01219,01144,29,2.Medio bajo,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,7,4,2,19,11,2010,35,12,2020,1.Tumbes,2.No,0,0,0,0,5.Certificado o partida de nacimiento,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,7.Otro,5.No solicité refugio,1.No tengo información/no sé qué es, ,07,1.Sí, , ,23.5261681605066
20,PIURA,01,PIURA,01,PIURA,Piura,01219,01144,29,2.Medio bajo,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,7,5,2,13,08,2019,35,8,2019,1.Tumbes,2.No,0,0,0,0,5.Certificado o partida de nacimiento,0,0,13.DNI, ,5.No solicité refugio,8.No he necesitado,2.Cuenta con DNI,07,1.Sí, , ,23.5261681605066
20,PIURA,01,PIURA,01,PIURA,Piura,01219,01144,29,2.Medio bajo,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,7,6,6,03,10,1992,35,12,2020,1.Tumbes,2.No,1.Cédula de identidad vigente,0,0,0,0,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,7.Otro,5.No solicité refugio,1.No tengo información/no sé qué es, ,07,1.Sí, ,1.Sí,23.5261681605066
