Código del producto,Descripción del producto,Valor importado en 2002; miles de Dólar Americano,Valor importado en 2003; miles de Dólar Americano,Valor importado en 2004; miles de Dólar Americano,Valor importado en 2005; miles de Dólar Americano,Valor importado en 2006; miles de Dólar Americano,Valor importado en 2007; miles de Dólar Americano,Valor importado en 2008; miles de Dólar Americano,Valor importado en 2009; miles de Dólar Americano,Valor importado en 2010; miles de Dólar Americano,Valor importado en 2011; miles de Dólar Americano,Valor importado en 2012; miles de Dólar Americano,Valor importado en 2013; miles de Dólar Americano,Valor importado en 2014; miles de Dólar Americano,Valor importado en 2015; miles de Dólar Americano,Valor importado en 2016; miles de Dólar Americano,Valor importado en 2017; miles de Dólar Americano,Valor importado en 2018; miles de Dólar Americano,Valor importado en 2019; miles de Dólar Americano,Valor importado en 2020; miles de Dólar Americano,Valor importado en 2021; miles de Dólar Americano
391690,Monofilamentos cuya mayor dimensión del corte transversal sea > 1 mm; barras; varillas y perfiles; ...,654536,785268,948166,1066463,1241819,1412174,1590825,1250838,1592703,1877999,1804632,1954306,2002497,1768996,1815230,2103936,2231591,2184299,2127817,2627625
880390,Partes de aeronaves y de vehículos espaciales y sus vehículos de lanzamiento y vehículos suborbitales; ...,1742854,2028666,2475374,2013106,2328303,3037789,2870811,2837220,3040060,3413374,3111689,3638490,3449694,3203261,4172045,3405096,3271716,3328433,2691185,2627158
410150,Cueros y pieles; en bruto; enteros; de bovino; incl. el búfalo; o de equino; incl. depilados ...,2688402,2780287,3123393,3261106,3565494,3803868,3522126,2459403,3953908,4905216,4971031,5949201,6089201,5184854,4059726,4168555,3586091,2298827,1792416,2626908
610230,"""Abrigos; chaquetones; capas; anoraks; cazadoras y artículos simil.; de punto de fibras sintéticas ...",688765,795213,864621,932336,899945,929767,1099854,1136046,1364147,1805214,1523696,1538148,1842879,1969911,1919186,2159198,2415202,2575547,2216207,2623082
640219,"""Calzado de deporte con suela y parte superior de caucho o plástico (exc. calzado impermeable ...",1042437,1310897,1498686,1602812,1711391,1756111,2066663,1697091,2023785,2303823,2369725,2327070,2631321,2672848,2762309,2832937,2922413,2951430,2454726,2623069
842420,Pistolas aerográficas y aparatos simil. (exc. máquinas y aparatos eléctricos para proyectar ...,655221,753077,963811,1163264,1474357,1523782,1601287,1255810,1448646,1788971,1775568,1825886,1917814,1676632,1722517,1910342,2076616,2009173,2307006,2620865
560314,Tela sin tejer; incl. impregnada; recubierta; revestida o estratificada; n.c.o.p.; de filamentos ...,725778,854431,949210,1037682,1131019,1259343,1475391,1272026,1535122,1862726,1758182,1869303,1967439,1843052,1924555,2011689,2196560,2286308,2146447,2620623
630710,"""Paños para fregar o lavar """"bayetas; paños rejilla""""; franelas y artículos simil. para limpieza; ...",668493,821194,960720,960532,1073657,1254094,1412615,1315444,1448005,1691629,1811440,1891805,1950820,1845152,1832435,1985597,2151750,2188350,2376692,2617855
880310,Hélices y rotores; y sus partes; para aeronaves; n.c.o.p.,596231,545737,560771,623114,672906,876213,991807,876784,1012126,1075895,1300254,1235114,1600004,1438595,1484161,1386765,1537038,1623384,1640354,2616967
080430,"""Piñas """"ananás""""; frescas o secas""",918241,1180342,1366436,1504366,1875935,2141689,2340127,2104139,2213312,2388831,2333456,2418119,2608539,2328319,2463825,2677168,2746958,2708660,2471050,2616881
420330,Cintos; cinturones y bandoleras; de cuero natural cuero regenerado,1003049,1016809,1272369,1665006,1941376,2152151,2194163,1900204,2083056,2417619,2391407,2461661,2458622,2236671,2053527,2186294,2485058,2651787,2131914,2615341
290532,"""Propilenglicol """"propano-1;2-diol""""""",488661,646666,869522,1088655,1125417,1266753,1394574,1120047,1476265,1748085,1693130,1682586,1770593,1511480,1268846,1454060,1825480,1541697,1350866,2614676
611420,"""Prendas de vestir especiales; para usos específicos """"p.ej.; profesional; deportivo; etc.""""; ...",803694,1055327,1357920,1518095,1660367,1721292,1749609,1530813,1604311,1601017,1740539,1697214,1616819,1487620,1514212,1866300,2369829,2278073,1985951,2609254
293220,Lactonas,,,,,,,,,,,2404119,2128072,1974391,1886788,1877003,1827874,2145012,2068103,1929516,2609099
722300,Alambre de acero inoxidable,818242,935093,1302198,1510046,1796682,2485359,2320949,1355192,2079569,2583715,2293618,2200726,2348313,2068735,1894389,2219855,2493206,2245889,1963724,2608403
940120,Asientos de los tipos utilizados en vehículos automóviles,1119682,1287655,1617038,1676998,1938433,2245157,2290450,1496882,2243567,2712650,2502382,2581491,2571781,2188465,2174763,2320413,2842179,2706804,2253009,2605651
843141,Cangilones; cucharas; cucharas de almeja; palas y garras o pinzas; para máquinas o aparatos ...,626449,777576,1042022,1348300,1507806,1934800,2184793,1311822,1520447,2052284,2172728,2046758,2038301,1815137,1624966,1782696,2146006,2088237,1882259,2602643
170230,Glucosa sólida y jarabe de glucosa sin adición de aromatizante ni colorante; sin fructosa o ...,931210,1073005,1259250,1241393,1403541,1833059,2062777,1784107,1850266,2318492,2415431,2583894,2322677,2000636,2070324,2145037,2149485,2085067,2106977,2599106
720293,Ferroniobio,303286,344056,371833,491786,645603,1162345,1946780,1235560,1759570,2117472,2134168,1962291,2518356,2227208,1963179,2195408,2607421,2860836,1984577,2595354
400270,"""Caucho etileno-propileno-dieno no conjugado """"EPDM""""; en formas primarias o en placas; hojas ...",857778,974049,1189349,1425733,1593179,1871673,2033998,1511525,2221487,3125417,3105196,2711812,2733233,2352815,2175135,2269517,2535285,2221210,1761126,2587813
630622,"""Tiendas """"carpas"""" de fibras sintéticas (exc. quitasoles-tienda)""",596316,711260,892686,958348,1046901,1189084,1316483,1181766,1404189,1588572,1541186,1491617,1547908,1592135,1550746,1639130,1749320,1772086,1813063,2587580
711041,Iridio; osmio y rutenio; en bruto o en polvo,94449,69474,128300,153216,448695,1505928,878204,380929,765103,685590,442885,424420,365187,288259,273668,445122,941807,812099,990940,2577608
910111,"""Relojes de pulsera; eléctricos; incl. con contador de tiempo incorporado; de metal precioso ...",1455022,1439945,1690632,2058886,2012248,2909215,3100727,2456489,3023891,4302528,5593272,5571899,5442371,4573901,3113318,3384220,3155392,2866215,2255511,2569411
040620,Quesos y requesón - Queso de cualquier tipo; rallado o en polvo,480257,552287,653376,700250,715544,824984,1097349,1042281,1245293,1504010,1520478,1733624,1933322,1666653,1666176,1957046,2145978,2183305,2294801,2568163
690723,Baldosas y losas para pavimentos; chimeneas o muros; de un coeficiente de absorción de agua ...,,,,,,,,,,,,,,367,1375,1974619,2340656,2214775,2064833,2565597
841231,"""Motores neumáticos; con movimiento rectilíneo """"cilindros""""""",487351,623298,774302,999499,1088915,1310574,1551475,1022485,1468471,1885535,2014171,1980269,2256980,2057182,2078628,2314627,2501344,2315883,2047830,2557507
841830,"""Congeladores horizontales del tipo arcón """"cofre""""; de capacidad <= 800 l""",668856,773887,850693,922858,930145,1116263,1207694,1100131,1260477,1442007,1515476,1562733,1519603,1473232,1467017,1496388,1638605,1632165,2197520,2553333
380899,Rodenticidas y otros productos fitosanitarios acondicionadas para la venta al por menor; o ...,,,,,,882844,1060330,1025928,1305976,1505725,1500228,1672937,1733198,1554984,1627999,1972001,2314742,2194359,2501294,2547996
840130,"""Elementos combustibles """"cartuchos""""; sin irradiar; en vaina con dispositivos especiales para ...",1573290,1813727,2200852,1961588,2089946,2501651,3596879,3642806,3864871,3617304,3518655,3887212,3256730,2799058,2304975,3000611,2661721,2349257,2104002,2544683
321490,Plastes no refractarios de los tipos utilizados en albañilería,1088360,1246526,1443992,1635300,1853118,2168894,2501120,2014634,2078627,2375466,2270774,2253403,2267221,2009265,2051472,2292252,2448802,2419011,2282015,2543662
841581,"""Máquinas y aparatos para acondicionamiento de aire; con equipo de enfriamiento y válvula de ...",2249957,2463572,3244374,3182898,2761556,3640828,4124257,2830980,2742383,3055559,2913941,2821754,2870052,2859489,2915433,2944374,2755501,2904964,2492270,2541872
847340,Partes y accesorios para máquinas y aparatos de oficina de la partida 8472; n.c.o.p.,1487106,2888215,3580440,4011792,4952838,2955708,3147898,2484651,2672296,3093903,3332943,3365810,3406711,2959958,2796027,2791732,2857823,2866382,2467337,2541311
844391,Partes y accesorios de impresoras; cilindros y otros componentes de la impresora de la partida ...,,,,,,2904102,2925864,2121692,2960922,3119428,3015033,2797859,2930946,2534762,2614804,2788121,2873510,2677580,2196918,2539627
510111,Lana esquilada; sucia; incl. la lavada en vivo; sin cardar ni peinar,1616398,1643340,1866989,1839006,1892569,2433780,2304943,1646454,2384707,3553137,3139837,3129570,2679841,2697789,2759519,3192229,3720764,2872027,1882283,2539403
370130,Placas y películas planas; fotográficas; sensibilizadas; sin impresionar; en las que por lo ...,1814724,2577033,3072729,3220254,3437938,3921412,3830170,3085617,3179888,3158796,2885734,2804802,2703647,2359960,2228464,2237643,2629216,2481050,2031534,2536881
590310,"""Telas impregnadas; recubiertas; revestidas o estratificadas con poli""""cloruro de vinilo"""" ...",1490812,1538061,1703200,1748925,1674814,1779167,1868212,1551354,1900543,2252123,2264657,2380712,2423446,2230797,2215402,2364403,2625326,2520160,2059507,2534956
730419,Tubos sin soldadura; de hierro o acero; de los tipos utilizados en oleoductos o gasoductos ...,,,,,,2564477,3887086,3665416,3924740,5619001,5767570,5246495,5113371,3969706,3321079,3440069,3893102,3765750,2792397,2527712
420100,Artículos de talabartería o guarnicionería para todos los animales; incluidos los tiros; traíllas; ...,508626,609559,719749,831153,926644,1105251,1150377,1008746,1111672,1257973,1251401,1290190,1418267,1409290,1460158,1562967,1641122,1615085,1702316,2527460
890400,Remolcadores y barcos empujadores,744120,992636,1343486,1327204,2604224,2324261,2338984,3296716,3569622,4651246,3632703,4325937,3320688,3638290,4758168,2722876,2757552,2830743,1686153,2521978
391721,Tubos rígidos; de polímeros de etileno; incl. con accesorios,603102,702479,891444,969651,1173230,1431297,1837719,1378362,1348431,1721118,1757648,1869209,1805390,1795879,1612642,1820552,2279884,2159017,2020967,2521950
520942,"""Tejidos de mezclilla """"denim""""; con un contenido de algodón >= 85% en peso; de peso > 200 ...",3731011,3271513,3697048,3784880,3272131,3452632,3588465,2994878,3269033,3565019,3044054,3048704,2852482,2794575,2631279,2720523,2845003,2590675,1883595,2519001
160419,"""Preparaciones y conservas de pescado; enteros o en trozos (exc. ??picados; ahumados simplemente; ...",1347907,1298036,1681094,1593577,1780877,2058956,2032553,1882195,2099220,2388020,2014858,2065417,2050321,1834940,1885227,1982288,2217511,2232806,2356187,2515452
540244,Hilados de elastómeros de filamentos sintéticos; sencillos; sin torsión o con una torsión <= ...,,,,,,958380,965046,880558,1121979,1204953,1209937,1340717,1418172,1407671,1409959,1429340,1563520,1522377,1274998,2506687
852560,Aparatos emisores con aparato receptor incorporado; de radiotelefonía; radiotelegrafía; radiodifusión ...,,,,,,7755578,5879264,4805393,5086820,5188103,4750779,4547157,4403941,4697689,4519344,4609872,3697470,3196787,2461516,2504701
030752,"""Pulpo """"Octopus spp.""""; Congelado""",,,,,,,,,,,,,,,,2083143,2718664,2113771,1683673,2501937
392051,"""Placas; láminas; hojas y tiras; de poli""""metacrilato de metilo"""" no celular y sin esfuerzo; ...",860978,1035417,1293028,1636522,1861823,2015699,2042933,1609396,2288873,2478024,2090312,2104078,2208820,2057108,2044298,2224181,2461151,2196859,2384077,2497205
950631,"""Palos de golf """"clubs"""" completos""",1118874,1266465,1403148,1549924,1697716,2021190,2141033,1710160,2012810,1889687,2129271,2266224,2149035,1727264,1447413,1544989,1635932,1748444,1647904,2496938
830710,Tubos flexibles de hierro o acero; incl. con accesorios,473703,592950,531245,748755,921313,1154992,1486804,1304509,1393305,1499675,1449788,1483048,1684128,1380879,1524151,1568437,2737318,5320229,2310211,2492311
691090,"""Fregaderos """"piletas para lavar""""; lavabos; pedestales de lavabo; bañeras; bidés; inodoros; ...",905349,1068849,1351332,1548682,1725138,1993793,2046105,1701714,1897369,1907153,2035747,2211967,2249317,2139768,2152793,2314199,2475618,2427692,2233230,2490361
710490,Piedras preciosas o semipreciosas; sintéticas o reconstituidas; trabajadas; incl. clasificadas; ...,269421,273615,318933,319334,313159,391767,400124,341954,520608,815354,778683,866800,1144735,916870,839335,1282558,1587946,1700632,1583091,2484577
160250,Preparaciones y conservas; de carne o de despojos de bovinos (exc. embutidos y productos simil.; ...,946301,1097147,1342304,1554501,1794983,1914504,2134314,1952245,1789494,2173644,2296331,2278000,2366082,2246556,2100550,2075729,2277871,2204299,2247115,2483800
960810,Bolígrafos,1868754,1956474,2207784,2279073,2475090,2767609,2835724,2245267,2642749,2899307,2907552,2797072,2911912,2820183,2894242,2995094,3040192,2927944,2164307,2483724
842482,aparatos mecánicos agrícolas u hortícolas; aunque no sean accionados a mano; para proyectar ...,,,,,,,,,,,,,,421,727,1273529,1427476,1416438,1740432,2483683
390422,"""Poli""""cloruro de vinilo""""; en formas primarias; mezclado con otras sustancias; plastificado""",766902,895640,1081542,1228232,1417791,1659059,1749260,1395284,1744519,2053092,2064907,2146736,2203999,1940489,1875257,1903600,2003529,1903100,1823865,2483666
481950,"""Envases; incl. las fundas para discos; de papel; cartón; guata de celulosa o napa de fibra ...",647619,768279,879369,944936,1034879,1259400,1494397,1318753,1370809,1672610,1718056,1755103,1817771,1811533,1887192,1968964,2086675,2229494,1969113,2481372
740710,Barras y perfiles; de cobre refinado; n.c.o.p.,607852,646658,1143644,1487544,2557168,3019097,3442657,1936173,2813071,4259155,4272701,3802046,3252272,2440590,2047890,2220201,2343736,2052773,1715415,2480539
841960,Aparatos o dispositivos para licuefacción de aire u otros gases,273273,436093,487654,635871,526714,534262,935920,1036273,945528,951854,786861,1175041,1180057,1569989,5539690,5546566,931150,892704,788302,2477953
271114,Etileno; propileno; butileno y butadieno; licuados (exc. etileno de pureza >= 95% y propileno; ...,628816,755658,977753,1526439,1944019,2311535,2954060,1747948,2788123,3876327,4037217,3549711,3380702,1791781,1759945,2469517,2954338,2106509,1459564,2477283
160249,Preparaciones y conservas; incl. las mezclas; de carne o de despojos de porcinos (exc. preparaciones ...,662475,759967,1001092,1179965,1382288,1578055,1882528,1736707,1784923,2249033,2246206,2464825,2499435,2141789,2129523,2378607,2512694,2463193,2433532,2475843
621133,"""Conjuntos de abrigo para entrenamiento o deporte """"chandales""""; así como otras prendas de ...",1072713,1338487,1571076,1686785,1726551,1835628,2096727,1722591,1827955,2345117,2217209,2161216,2340007,2225093,2130392,2162698,2351916,2528335,2372945,2470793
970500,Colecciones y especímenes para colecciones de zoología; botánica; mineralogía o anatomía o ...,417423,523075,537977,613093,595162,1282688,864105,740586,767273,1640321,1473690,1761132,2044336,2027699,2082777,1908614,1897145,1900165,1624558,2465856
903033,Instrumentos y aparatos de medidas o revisión de voltaje corriente; resistencia o poder electrico; ...,,,,,,1310779,1502579,1139509,1436474,1729518,1890033,2031892,2124236,2061796,2236474,2189237,2309780,2276691,2267223,2465480
710610,Plata; incl. la plata dorada y la platinada; en polvo,194453,228766,279418,363896,637044,779490,1042371,887346,1638559,2779372,2389787,2109793,1944993,1693600,2060426,2339251,2050342,1747482,2184908,2459041
870390,"""Automóviles de turismo; incl. los del tipo familiar """"break"""" o """"station wagon"""" y los de ...",732470,1023246,1206966,968376,1247096,1630472,1961553,1789391,2725715,3679505,3930117,3700906,6094749,6786903,8062751,2369858,1641610,2138285,1802547,2455369
293040,Metionina,761826,888048,892153,842086,996836,1232738,2001881,2252286,2453647,2694444,2604686,2256427,2537868,3469276,2654523,2183505,2066237,1995383,2128805,2452705
440799,"""Madera aserrada o desbastada longitudinalmente; cortada o desenrollada; incl. cepillada; lijada ...",3703040,3852009,4352603,4451095,4887971,4666905,4233261,3222396,4144995,4765163,4644990,4950974,5718670,5053561,4995864,2942377,2936437,2446567,2099057,2441826
731029,Depósitos; barriles; tambores; bidones y recipientes simil.; de fundición; hierro o acero; ...,892909,1070433,1176102,1256049,1360523,1802289,1863731,1690518,1971774,2245634,2281330,2397817,2507830,2372745,2404236,2491657,2630574,2471910,2074794,2437080
841181,Turbinas de gas; de potencia <= 5.000 kW,1049348,1199379,1302055,1339944,1569640,1301422,1316909,1533148,1953603,1736809,1944189,1960416,2266841,2342601,2649659,2465001,2743910,3364386,2358024,2435694
292419,"""Amidas acíclicas; incl. los carbamatos; y sus derivados; sales de estos productos (exc. meprobamato ...",771494,963077,1106893,1157238,1362085,1662743,1777246,1148637,1425746,1685891,1609692,1626188,1652312,1637550,1549052,1843518,1848812,1731394,1711688,2434692
843850,Máquinas y aparatos para la preparación de carne (exc. de cocer o de calentamiento y las instalaciones ...,897532,1133693,1338815,1434491,1519434,1761772,1991437,1394833,1724600,2055200,2164321,2033475,2172450,2027744,1940762,2035468,2172181,2182196,2279274,2432482
021019,"""Carne de porcinos; salada o en salmuera; seca o ahumada (exc. piernas; paletas; y sus trozos; ...",1354675,1659743,1793454,1772042,1931642,2148097,2457397,2295299,2326531,2395530,2382892,2573931,2628713,2213675,2086440,2127987,2221246,2161792,2188207,2431597
051199,Productos de origen animal; n.c.o.p.; animales muertos ; impropios para la alimentación humana ...,630969,689426,798671,909217,915608,1006079,1185760,1149001,1271986,1459952,1689464,1844657,1879988,1694068,1643003,1889766,2075300,1953745,1996747,2429680
420500,Las demás manufacturas de cuero natural o cuero regenerado,1027284,1322609,1642239,1550132,1490294,1588302,1663593,1195250,1582706,1984562,1977339,2291096,2737223,2551251,2667052,2805496,2873160,2736714,2113312,2429454
701399,Artículos de vidrio; de tocador; para oficina; de adorno de interiores o usos simil. (exc. ...,1007430,1194921,1371235,1394749,1426906,1773591,1880933,1535680,1756285,1820125,1745944,1780747,1902314,1831650,1855644,1942533,1985861,1942664,1756894,2428165
871140,"""Motocicletas con motor de émbolo """"pistón"""" alternativo de cilindrada > 500 cm³ e <= 800 cm³""",2101846,2548056,3053108,3500434,3887390,4215548,4215796,2782871,2173889,2468648,2526437,2399612,2280189,1948493,1863312,2107295,1831026,2164084,1982547,2423863
160420,Preparaciones y conservas de pescado (exc. entero o en trozos),942569,1069971,1156087,1310608,1455186,1625375,1783342,1592560,1740249,2045273,1994693,2074684,2016740,1857418,1882615,2034939,2223650,2232737,2282349,2419892
847410,Máquinas y aparatos de clasificar; cribar; separar o lavar materias minerales sólidas; incl. ...,677830,735680,968602,1294527,1626715,2002232,2545829,1753565,1923991,2219893,2726865,2605641,2447374,1908088,1761288,2000529,2323270,2446066,1916700,2418776
392112,Placas; láminas; hojas y tiras; de polímeros celulares de cloruro de vinilo; sin trabajar o ...,765678,852793,998445,1135258,1233910,1330016,1377978,1086082,1351902,1560872,1651287,1863174,1955250,1912834,1962517,2062701,2295785,2193454,1953711,2416452
390940,Resinas fenólicas; en formas primarias,969206,1102152,1394648,1481656,1621015,1868110,1960586,1466060,2012198,2287481,2125887,2190844,2212869,1872221,1822105,2065668,2205600,2061186,1848028,2411048
842649,Grúas móviles y carretillas grúa (exc. sobre neumáticos y carretillas puente),651566,650083,870906,1177605,1512551,2220708,3481675,2618528,2550976,2640884,2444305,2571013,2613970,2536750,2249156,1960443,2125720,2038500,1930952,2409909
400931,Tubos de caucho vulcanizado sin endurecer; reforzados o combinados de otro modo solamente con ...,975809,1150550,1429496,1476369,1594447,1893419,2048523,1473241,2070400,2527894,2479525,2546782,2685853,2375690,2433967,2592861,2732798,2509882,2050448,2409100
901590,Partes y accesorios de instrumentos y aparatos de geodesia; topografía; agrimensura; nivelación; ...,1038184,1239357,1568017,1890510,2419957,2676830,2778678,2280093,2581579,3215128,3812284,3393512,3446156,2844363,2217935,2189150,2435296,2745265,2463446,2403490
441113,"""Tableros de media densidad """"MDF""""; de madera y de medida >= 5mm pero <=9 mm""",,,,,,1155775,1436899,1267927,1495361,1603195,1741500,1794363,1814809,1585098,1632774,1790750,1898631,1886767,1894128,2402298
731420,Redes y rejas; de alambre de hierro o acero; soldados en los puntos de cruce; de alambre cuya ...,418403,545936,950961,952561,1260788,1560718,1907260,1052136,1318440,1754007,1626950,1579691,1548774,1204938,1230207,1533794,1816508,1678532,1498113,2400685
970600,Antigüedades de más de cien años,2371441,2274061,2668529,2731311,2909662,3516813,2869804,2034112,2419302,3458357,3276634,3282758,3317244,3249673,3123110,2611290,2858298,3684392,1526596,2398826
821210,Navajas y maquinillas no eléctricas de afeitar; de metal común,1102337,1210798,1478232,1640394,1887273,2168166,2325178,2087128,2502727,2947231,2820252,2983109,2955914,2981415,3070053,2756064,2651798,2626140,2333694,2395232
392210,"""Bañeras; duchas; fregaderos """"piletas de lavar"""" y lavabos; de plástico""",660911,814375,1010289,1150071,1289597,1519179,1641253,1325633,1405683,1563830,1444758,1475680,1502758,1368946,1427967,1585410,1744351,1797043,1833079,2395058
490290,Diarios y publicaciones periódicas; impresos; incl. ilustrados o con publicidad (exc. los que ...,4393974,5130568,5820201,5976129,6143806,6550510,6959565,5999942,5942837,6150353,5424722,5108761,4605144,3617596,3268195,3156245,3203585,2872633,2433500,2394853
700711,Vidrio templado; de dimensiones y formatos que permitan su empleo en automóviles; aeronaves; ...,1453325,1686542,1954949,2119794,2300264,2720799,2737731,2107832,2524669,2822496,2645804,2828600,2973870,2726356,2743165,2776530,2872935,2551013,2159724,2392509
950430,"""Juegos con pantalla; """"flippers"""" y demás juegos activados con monedas; billetes de banco; ...",1450117,1738187,2182390,2697838,3146722,3545964,4176404,2997845,3510806,3754443,3872500,3600961,3584065,3393259,3785185,3895363,4764600,3687084,1967139,2392509
842641,Grúas móviles y carretillas grúa; sobre neumáticos (exc. camiones grúa; pórticos móviles sobre ...,581918,713980,867325,1252548,1442168,2080907,2773383,1668358,1529648,2356251,2915147,3003778,2795892,2695378,1931489,2138979,2166594,2389745,2018423,2392383
440791,"""Madera de encina; roble; alcornoque y demás belloteros """"Quercus spp.""""; aserrada o desbastada ...",1097836,1262762,1522922,1723546,1699164,1968642,1975121,1422835,1594099,1848386,1771781,1885835,2311383,2186279,2345518,2682981,2768897,2210918,1998327,2380913
701349,Artículos de vidrio; para servicio de mesa o de cocina (exc. con un coeficiente de dilatación ...,,,,,,1126073,1351084,1284282,1664084,1800742,1808674,1875974,1900959,1782620,1848113,1885139,1985454,1950305,1806608,2376102
310280,Mezclas de urea con nitrato de amonio en disolución acuosa o amoniacal (exc. en envases de ...,284212,527903,679746,963404,872943,1472201,2141527,895939,1321733,2503158,2317073,2363404,2125978,2032047,1444819,1381710,1677892,1677242,1334549,2373312
070490,"""Coles; incl. los repollos; y coliflores; coles rizadas; colinabos y productos comestibles ...",602274,654626,690266,826934,876182,956214,1125670,1033340,1241882,1414486,1354619,1605099,1680243,1766403,1792452,1848215,1810109,1986772,2052647,2368312
870600,Chasis de vehículos automóviles de las partidas 8701 a 8705; equipados con su motor,3037036,3913934,4381844,3632801,3196717,3298691,4154266,2854963,3255500,3746370,3147002,3570622,3444995,3325777,3432520,3317367,3637368,3495730,2533265,2365886
482010,"""Libros registro; libros de contabilidad; talonarios """"de notas; pedidos o recibos""""; bloques ...",1331053,1521960,1677246,1804865,1899885,2191921,2338562,1953524,2153588,2384213,2315340,2376949,2337697,2317493,2368446,2453558,2688428,2710043,2211989,2365249
830890,Cierres; monturas cierre sin cerradura; hebillas; hebillas cierre y artículos simil.; de metal ...,702133,817711,958556,1055977,1245569,1405941,1554160,1208933,1417751,1625645,1712063,1689372,1764460,1679141,1681487,1942324,2275750,2367863,1850740,2361827
902230,Tubos de rayos X,609269,738139,908524,975475,1148168,1399871,1419936,1376604,1438480,1613631,1711818,1728937,1759103,1747284,1893535,2048772,2133328,2059055,2029145,2360864
741300,Cables; trenzas y artículos similares; de cobre; sin aislar para electricidad,375861,408789,617306,847863,1355533,1716875,1699935,933622,1521721,1930991,1933344,1969613,2029344,1761706,1577374,1696815,1916037,1697137,1527620,2359762
842940,"""Compactadoras y apisonadoras """"aplanadoras""""; autopropulsados""",851515,963904,1179573,1560087,1915972,2555335,2826716,1506476,1790687,2239677,2269648,2214587,2262433,2007470,1802800,2046014,2252812,2079987,1798152,2358778
732219,Radiadores para la calefacción central; de calentamiento no eléctrico; y sus partes; de hierro ...,1125627,1405878,1810955,1791608,2051529,2291578,2521905,2030056,1989296,2141622,1981466,2013445,2009280,1662651,1674190,1817085,1966290,1894561,1806691,2356688
420310,"""Prendas de vestir; de cuero natural o cuero regenerado (exc. complementos """"accesorios"""" de ...",4242749,4192865,3994808,3767165,3748956,3904933,4080340,3348675,3536509,3876337,3615457,3741630,3899821,3376247,3015817,2944081,2970268,2679493,2139559,2356464
722850,Barras de aceros aleados; distinto del acero inoxidable; simplemente obtenidas o acabadas en ...,556216,674994,1031674,1547252,1761783,2297331,2646338,1157396,1735021,2671354,2315512,2127246,2318010,1943278,1680853,1884028,2329102,2076350,1584046,2355804
840690,Partes de turbinas de vapor; n.c.o.p.,2084631,1778124,2411417,3235592,3275336,3459544,4443582,5485371,5129508,5445640,4626388,4424295,4352033,3847752,3849953,3786373,3196433,2694143,2463576,2352676
391400,Intercambiadores de iones a base de polímeros de las partidas 3901 a 3913; en formas primarias,585004,642414,718263,820058,893066,980100,1114723,917606,1132630,1321062,1372953,1407016,1426910,1420710,1436730,1583372,1643590,1849031,1991929,2352608
285390,Fosfuros; ya sea de constitución química definida (exc ferrofósforos.); compuestos inorgánicos; ...,,,,,,,,,,,,,,,2,1486548,3161751,1646178,1921970,2350658
722100,Alambrón de acero inoxidable,716189,832424,1239496,1315624,1783062,2662018,2285964,1018417,1900412,2406187,1872119,1858523,2223208,1796792,1439198,1734684,1891755,1610912,1554110,2346083
851631,Secadores para el cabello; eléctricos,745679,846892,887896,915961,947011,1052241,1166763,952798,1115262,1164858,1126305,1125691,1154093,1129998,1262294,1536306,1811935,1992059,1962539,2344367
080251,Pistachos frescos o secos; con cáscara,,,,,,,,,,,1774907,2147287,2142860,1930796,2039945,2188100,2367656,3004022,2489542,2341359
350699,Colas y demás adhesivos preparados; n.c.o.p.,979648,1109141,1315932,1472018,1500977,1632783,1801870,1556134,1827927,2036318,1993656,2007569,2031552,1810348,1832879,2080861,2260775,2263288,2124849,2337415
292219,"""Amino-alcoholes; sus éteres y sus ésteres; sales de estos productos (exc. con otras funciones ...",1079646,1737783,1681969,1244475,1525342,1955389,1896033,1882873,1836259,2157251,2098163,2240946,2347984,2373265,2223302,1924078,2032116,1847628,1969625,2336564
570320,Alfombras y demás revestimientos para el suelo; de nailon o demás poliamidas; con pelo insertado; ...,1780870,1930814,2212611,2386117,2658930,2882823,2854095,2226201,2425490,2672379,2599984,2700021,2808133,2572484,2643751,2748284,2810820,2611113,2121868,2334405
732510,Las demás manufacturas moldeadas de fundición; hierro o acero - De fundición no maleable,1111876,1368792,1827690,2057587,2425062,2915056,3607505,2157684,2234840,2931595,2693883,2849722,2570782,2107261,2017485,2122130,2389951,2180658,1844336,2333568
851981,Aparatos de grabación o reproducción de sonido que utilicen medios magnéticos; ópticos o semiconductores ...,,,,,,9433833,8135680,4295305,6373392,4942471,3722836,2784816,2623894,2470652,2305593,2224104,2257719,2208714,2138027,2333244
844313,Máquinas y aparatos para imprimir offset; usados; alimentados con hojas de formato > 22 x 36 ...,,,,,,4865197,4955496,3174114,3804716,3909935,3343112,3382532,3144017,2677676,2448134,2793407,2928909,2637658,2030796,2331999
848230,Rodamientos de rodillos en forma de tonel,855201,1074786,1306683,1564698,1794757,2171770,2750961,2004992,2288507,2843335,2647749,2299581,2328914,2018494,1930679,2042624,2332689,2307596,2083497,2325854
680421,Muelas y artículos simil.; sin bastidor; para triturar; afilar; pulir; rectificar; cortar o ...,586925,679897,851950,912843,1015719,1193073,1270618,903278,1170092,1389033,1394979,1417684,1553206,1432887,1530051,1790004,1935526,1903753,1848395,2325439
